"transab_cat","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1984","66 and older","(3b) higher tertiary education","37","0.890154624368336","0.793250622922362","0.987058625814309"
"Very low transfer dependency","1984","16-34 y.","(0) in school","147","0.809496607001214","0.752128474518652","0.866864739483776"
"Very low transfer dependency","1984","16-34 y.","(1a) inadequately completed","221","0.574947271528766","0.520698718053855","0.629195825003678"
"Very low transfer dependency","1984","16-34 y.","(1b) general elementary school","625","0.684442960654123","0.654080679096785","0.714805242211461"
"Very low transfer dependency","1984","16-34 y.","(1c) basic vocational qualification","740","0.581883217263246","0.554407155473147","0.609359279053345"
"Very low transfer dependency","1984","16-34 y.","(2b) intermediate general qualification","265","0.757461154156557","0.712428317440697","0.802493990872417"
"Very low transfer dependency","1984","16-34 y.","(2a) intermediate vocational","314","0.493074598438307","0.453529537671819","0.532619659204794"
"Very low transfer dependency","1984","16-34 y.","(2c_gen) general maturity certificate","214","0.641950095885219","0.590687467822736","0.693212723947702"
"Very low transfer dependency","1984","16-34 y.","(2c_voc) vocational maturity certificate","103","0.437895703782903","0.370309708637864","0.505481698927942"
"Very low transfer dependency","1984","16-34 y.","(3a) lower tertiary education","29","","",""
"Very low transfer dependency","1984","16-34 y.","(3b) higher tertiary education","75","0.424826306952067","0.350737049173467","0.498915564730667"
"Very low transfer dependency","1984","35-65 y.","(0) in school","","","",""
"Very low transfer dependency","1984","35-65 y.","(1a) inadequately completed","417","0.520827146527158","0.484809213926611","0.556845079127705"
"Very low transfer dependency","1984","35-65 y.","(1b) general elementary school","750","0.42202425173325","0.397357540889516","0.446690962576984"
"Very low transfer dependency","1984","35-65 y.","(1c) basic vocational qualification","1347","0.521029830110697","0.501085240836346","0.540974419385049"
"Very low transfer dependency","1984","35-65 y.","(2b) intermediate general qualification","42","0.510833356586158","0.400602651143834","0.621064062028481"
"Very low transfer dependency","1984","35-65 y.","(2a) intermediate vocational","318","0.514458534380154","0.4737489039592","0.555168164801107"
"Very low transfer dependency","1984","35-65 y.","(2c_gen) general maturity certificate","30","0.624310397095445","0.492678454326088","0.755942339864803"
"Very low transfer dependency","1984","35-65 y.","(2c_voc) vocational maturity certificate","98","0.492084295800462","0.421184174118455","0.56298441748247"
"Very low transfer dependency","1984","35-65 y.","(3a) lower tertiary education","83","0.485370428468799","0.407440626423572","0.563300230514027"
"Very low transfer dependency","1984","35-65 y.","(3b) higher tertiary education","186","0.625408137803247","0.570081362413366","0.680734913193129"
"Very low transfer dependency","1984","66 and older","(0) in school","","","",""
"Very low transfer dependency","1984","66 and older","(1a) inadequately completed","6","","",""
"Very low transfer dependency","1984","66 and older","(1b) general elementary school","72","0.148119933438938","0.116309007064312","0.179930859813563"
"Very low transfer dependency","1984","66 and older","(1c) basic vocational qualification","37","0.0813938137712828","0.0569065242376367","0.105881103304929"
"Very low transfer dependency","1984","66 and older","(2b) intermediate general qualification","5","","",""
"Very low transfer dependency","1984","66 and older","(2a) intermediate vocational","8","","",""
"Very low transfer dependency","1984","66 and older","(2c_gen) general maturity certificate","1","","",""
"Very low transfer dependency","1984","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Very low transfer dependency","1984","66 and older","(3a) lower tertiary education","1","","",""
"Very low transfer dependency","1984","66 and older","(3b) higher tertiary education","3","","",""
"Low transfer dependency","1984","16-34 y.","(0) in school","15","","",""
"Low transfer dependency","1984","16-34 y.","(1a) inadequately completed","27","","",""
"Low transfer dependency","1984","16-34 y.","(1b) general elementary school","51","0.0550959372361779","0.0401892725631205","0.0700026019092354"
"Low transfer dependency","1984","16-34 y.","(1c) basic vocational qualification","65","0.0450936877716382","0.033534534364806","0.0566528411784704"
"Low transfer dependency","1984","16-34 y.","(2b) intermediate general qualification","15","","",""
"Low transfer dependency","1984","16-34 y.","(2a) intermediate vocational","22","","",""
"Low transfer dependency","1984","16-34 y.","(2c_gen) general maturity certificate","16","","",""
"Low transfer dependency","1984","16-34 y.","(2c_voc) vocational maturity certificate","10","","",""
"Low transfer dependency","1984","16-34 y.","(3a) lower tertiary education","3","","",""
"Low transfer dependency","1984","16-34 y.","(3b) higher tertiary education","8","","",""
"Low transfer dependency","1984","35-65 y.","(0) in school","","","",""
"Low transfer dependency","1984","35-65 y.","(1a) inadequately completed","66","0.107599833358438","0.0852583763435637","0.129941290373311"
"Low transfer dependency","1984","35-65 y.","(1b) general elementary school","73","0.033329453538451","0.0243646439362891","0.0422942631406129"
"Low transfer dependency","1984","35-65 y.","(1c) basic vocational qualification","81","0.0295112261032409","0.0227546222812781","0.0362678299252036"
"Low transfer dependency","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1984","35-65 y.","(2a) intermediate vocational","9","","",""
"Low transfer dependency","1984","35-65 y.","(2c_gen) general maturity certificate","4","","",""
"Low transfer dependency","1984","35-65 y.","(2c_voc) vocational maturity certificate","9","","",""
"Low transfer dependency","1984","35-65 y.","(3a) lower tertiary education","3","","",""
"Low transfer dependency","1984","35-65 y.","(3b) higher tertiary education","4","","",""
"Low transfer dependency","1984","66 and older","(0) in school","","","",""
"Low transfer dependency","1984","66 and older","(1a) inadequately completed","1","","",""
"Low transfer dependency","1984","66 and older","(1b) general elementary school","11","","",""
"Low transfer dependency","1984","66 and older","(1c) basic vocational qualification","5","","",""
"Low transfer dependency","1984","66 and older","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1984","66 and older","(2a) intermediate vocational","1","","",""
"Low transfer dependency","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1984","66 and older","(3a) lower tertiary education","","","",""
"Low transfer dependency","1984","66 and older","(3b) higher tertiary education","","","",""
"High transfer dependency","1984","16-34 y.","(0) in school","1","","",""
"High transfer dependency","1984","16-34 y.","(1a) inadequately completed","3","","",""
"High transfer dependency","1984","16-34 y.","(1b) general elementary school","19","","",""
"High transfer dependency","1984","16-34 y.","(1c) basic vocational qualification","11","","",""
"High transfer dependency","1984","16-34 y.","(2b) intermediate general qualification","2","","",""
"High transfer dependency","1984","16-34 y.","(2a) intermediate vocational","6","","",""
"High transfer dependency","1984","16-34 y.","(2c_gen) general maturity certificate","13","","",""
"High transfer dependency","1984","16-34 y.","(2c_voc) vocational maturity certificate","9","","",""
"High transfer dependency","1984","16-34 y.","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","16-34 y.","(3b) higher tertiary education","4","","",""
"High transfer dependency","1984","35-65 y.","(0) in school","","","",""
"High transfer dependency","1984","35-65 y.","(1a) inadequately completed","14","","",""
"High transfer dependency","1984","35-65 y.","(1b) general elementary school","22","","",""
"High transfer dependency","1984","35-65 y.","(1c) basic vocational qualification","17","","",""
"High transfer dependency","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","35-65 y.","(2a) intermediate vocational","2","","",""
"High transfer dependency","1984","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1984","35-65 y.","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1984","35-65 y.","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","35-65 y.","(3b) higher tertiary education","","","",""
"High transfer dependency","1984","66 and older","(0) in school","","","",""
"High transfer dependency","1984","66 and older","(1a) inadequately completed","","","",""
"High transfer dependency","1984","66 and older","(1b) general elementary school","3","","",""
"High transfer dependency","1984","66 and older","(1c) basic vocational qualification","1","","",""
"High transfer dependency","1984","66 and older","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","66 and older","(2a) intermediate vocational","","","",""
"High transfer dependency","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1984","66 and older","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","66 and older","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","16-34 y.","(0) in school","2","","",""
"Very high transfer dependency","1984","16-34 y.","(1a) inadequately completed","2","","",""
"Very high transfer dependency","1984","16-34 y.","(1b) general elementary school","6","","",""
"Very high transfer dependency","1984","16-34 y.","(1c) basic vocational qualification","6","","",""
"Very high transfer dependency","1984","16-34 y.","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1984","16-34 y.","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","1984","16-34 y.","(2c_gen) general maturity certificate","5","","",""
"Very high transfer dependency","1984","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1984","16-34 y.","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","16-34 y.","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1984","35-65 y.","(0) in school","","","",""
"Very high transfer dependency","1984","35-65 y.","(1a) inadequately completed","10","","",""
"Very high transfer dependency","1984","35-65 y.","(1b) general elementary school","7","","",""
"Very high transfer dependency","1984","35-65 y.","(1c) basic vocational qualification","7","","",""
"Very high transfer dependency","1984","35-65 y.","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1984","35-65 y.","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1984","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1984","35-65 y.","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","35-65 y.","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1984","66 and older","(0) in school","","","",""
"Very high transfer dependency","1984","66 and older","(1a) inadequately completed","","","",""
"Very high transfer dependency","1984","66 and older","(1b) general elementary school","1","","",""
"Very high transfer dependency","1984","66 and older","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1984","66 and older","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","66 and older","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1984","66 and older","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","66 and older","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1984","16-34 y.","(0) in school","","","",""
"Complete transfer dependency","1984","16-34 y.","(1a) inadequately completed","9","","",""
"Complete transfer dependency","1984","16-34 y.","(1b) general elementary school","26","","",""
"Complete transfer dependency","1984","16-34 y.","(1c) basic vocational qualification","20","","",""
"Complete transfer dependency","1984","16-34 y.","(2b) intermediate general qualification","4","","",""
"Complete transfer dependency","1984","16-34 y.","(2a) intermediate vocational","8","","",""
"Complete transfer dependency","1984","16-34 y.","(2c_gen) general maturity certificate","10","","",""
"Complete transfer dependency","1984","16-34 y.","(2c_voc) vocational maturity certificate","6","","",""
"Complete transfer dependency","1984","16-34 y.","(3a) lower tertiary education","2","","",""
"Complete transfer dependency","1984","16-34 y.","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1984","35-65 y.","(0) in school","","","",""
"Complete transfer dependency","1984","35-65 y.","(1a) inadequately completed","13","","",""
"Complete transfer dependency","1984","35-65 y.","(1b) general elementary school","18","","",""
"Complete transfer dependency","1984","35-65 y.","(1c) basic vocational qualification","24","","",""
"Complete transfer dependency","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1984","35-65 y.","(2a) intermediate vocational","3","","",""
"Complete transfer dependency","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1984","35-65 y.","(2c_voc) vocational maturity certificate","3","","",""
"Complete transfer dependency","1984","35-65 y.","(3a) lower tertiary education","3","","",""
"Complete transfer dependency","1984","35-65 y.","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","1984","66 and older","(0) in school","","","",""
"Complete transfer dependency","1984","66 and older","(1a) inadequately completed","1","","",""
"Complete transfer dependency","1984","66 and older","(1b) general elementary school","4","","",""
"Complete transfer dependency","1984","66 and older","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1984","66 and older","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1984","66 and older","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1984","66 and older","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1984","66 and older","(3b) higher tertiary education","","","",""
"No transfer dependency","1985","16-34 y.","(0) in school","9","","",""
"No transfer dependency","1985","16-34 y.","(1a) inadequately completed","39","0.248870630202698","0.193825600097639","0.303915660307757"
"No transfer dependency","1985","16-34 y.","(1b) general elementary school","115","0.165044351681267","0.138738679119724","0.191350024242809"
"No transfer dependency","1985","16-34 y.","(1c) basic vocational qualification","345","0.353499835305308","0.325171675882298","0.381827994728319"
"No transfer dependency","1985","16-34 y.","(2b) intermediate general qualification","50","0.149797366831513","0.112621613957222","0.186973119705804"
"No transfer dependency","1985","16-34 y.","(2a) intermediate vocational","239","0.438529990461719","0.398216580940397","0.47884339998304"
"No transfer dependency","1985","16-34 y.","(2c_gen) general maturity certificate","79","0.28295607699337","0.231985464047609","0.333926689939132"
"No transfer dependency","1985","16-34 y.","(2c_voc) vocational maturity certificate","82","0.490559329138436","0.420393871558563","0.56072478671831"
"No transfer dependency","1985","16-34 y.","(3a) lower tertiary education","30","0.492491430120829","0.369039226850156","0.615943633391502"
"No transfer dependency","1985","16-34 y.","(3b) higher tertiary education","91","0.597802363431666","0.523875324783796","0.671729402079536"
"No transfer dependency","1985","35-65 y.","(0) in school","","","",""
"No transfer dependency","1985","35-65 y.","(1a) inadequately completed","150","0.269693239417375","0.234816121546186","0.304570357288563"
"No transfer dependency","1985","35-65 y.","(1b) general elementary school","593","0.517492207469185","0.491223133468717","0.543761281469652"
"No transfer dependency","1985","35-65 y.","(1c) basic vocational qualification","811","0.429096725448273","0.408381596438107","0.449811854458438"
"No transfer dependency","1985","35-65 y.","(2b) intermediate general qualification","37","0.555014033627884","0.440223260102744","0.669804807153023"
"No transfer dependency","1985","35-65 y.","(2a) intermediate vocational","225","0.460979618891903","0.419545877518743","0.502413360265064"
"No transfer dependency","1985","35-65 y.","(2c_gen) general maturity certificate","15","","",""
"No transfer dependency","1985","35-65 y.","(2c_voc) vocational maturity certificate","64","0.485677172886272","0.408950558562129","0.562403787210414"
"No transfer dependency","1985","35-65 y.","(3a) lower tertiary education","64","0.487581074878704","0.407051902804753","0.568110246952655"
"No transfer dependency","1985","35-65 y.","(3b) higher tertiary education","87","0.370286470446488","0.313927380591951","0.426645560301026"
"No transfer dependency","1985","66 and older","(0) in school","","","",""
"No transfer dependency","1985","66 and older","(1a) inadequately completed","10","","",""
"No transfer dependency","1985","66 and older","(1b) general elementary school","317","0.825335314385176","0.787749598651793","0.862921030118559"
"No transfer dependency","1985","66 and older","(1c) basic vocational qualification","398","0.932989353577159","0.909273191961731","0.956705515192587"
"No transfer dependency","1985","66 and older","(2b) intermediate general qualification","23","","",""
"No transfer dependency","1985","66 and older","(2a) intermediate vocational","128","0.931487035596679","0.889338418040857","0.973635653152501"
"No transfer dependency","1985","66 and older","(2c_gen) general maturity certificate","6","","",""
"No transfer dependency","1985","66 and older","(2c_voc) vocational maturity certificate","34","0.95587903718484","0.887843153792227","1.02391492057745"
"No transfer dependency","1985","66 and older","(3a) lower tertiary education","24","","",""
"No transfer dependency","1985","66 and older","(3b) higher tertiary education","29","","",""
"Very low transfer dependency","1985","16-34 y.","(0) in school","158","0.867402989519562","0.817996257667482","0.916809721371643"
"Very low transfer dependency","1985","16-34 y.","(1a) inadequately completed","166","0.569497288314005","0.50645852364733","0.63253605298068"
"Very low transfer dependency","1985","16-34 y.","(1b) general elementary school","567","0.719866873419107","0.68804500306139","0.751688743776824"
"Very low transfer dependency","1985","16-34 y.","(1c) basic vocational qualification","683","0.584248808125773","0.55504395012021","0.613453666131337"
"Very low transfer dependency","1985","16-34 y.","(2b) intermediate general qualification","276","0.78866514717187","0.746136815399662","0.831193478944079"
"Very low transfer dependency","1985","16-34 y.","(2a) intermediate vocational","318","0.521828092189303","0.481245259705991","0.562410924672616"
"Very low transfer dependency","1985","16-34 y.","(2c_gen) general maturity certificate","177","0.581056813681481","0.525225952282376","0.636887675080586"
"Very low transfer dependency","1985","16-34 y.","(2c_voc) vocational maturity certificate","91","0.3944388871036","0.325842753592803","0.463035020614397"
"Very low transfer dependency","1985","16-34 y.","(3a) lower tertiary education","29","","",""
"Very low transfer dependency","1985","16-34 y.","(3b) higher tertiary education","75","0.395246054476142","0.321535807630744","0.46895630132154"
"Very low transfer dependency","1985","35-65 y.","(0) in school","","","",""
"Very low transfer dependency","1985","35-65 y.","(1a) inadequately completed","416","0.630506217581266","0.592574618390737","0.668437816771795"
"Very low transfer dependency","1985","35-65 y.","(1b) general elementary school","706","0.415308511683103","0.389403159988802","0.441213863377404"
"Very low transfer dependency","1985","35-65 y.","(1c) basic vocational qualification","1265","0.519351893437418","0.49844096803437","0.540262818840467"
"Very low transfer dependency","1985","35-65 y.","(2b) intermediate general qualification","34","0.443522527754768","0.328769678282727","0.558275377226809"
"Very low transfer dependency","1985","35-65 y.","(2a) intermediate vocational","319","0.517821875746151","0.476287791106637","0.559355960385666"
"Very low transfer dependency","1985","35-65 y.","(2c_gen) general maturity certificate","30","0.587217550059618","0.447937922146214","0.726497177973021"
"Very low transfer dependency","1985","35-65 y.","(2c_voc) vocational maturity certificate","88","0.475809328730456","0.399141103680979","0.552477553779933"
"Very low transfer dependency","1985","35-65 y.","(3a) lower tertiary education","80","0.484179331804016","0.403665642652427","0.564693020955605"
"Very low transfer dependency","1985","35-65 y.","(3b) higher tertiary education","191","0.618761134284537","0.562074113282599","0.675448155286475"
"Very low transfer dependency","1985","66 and older","(0) in school","","","",""
"Very low transfer dependency","1985","66 and older","(1a) inadequately completed","4","","",""
"Very low transfer dependency","1985","66 and older","(1b) general elementary school","60","0.134842724475173","0.101031075695826","0.16865437325452"
"Very low transfer dependency","1985","66 and older","(1c) basic vocational qualification","23","","",""
"Very low transfer dependency","1985","66 and older","(2b) intermediate general qualification","1","","",""
"Very low transfer dependency","1985","66 and older","(2a) intermediate vocational","9","","",""
"Very low transfer dependency","1985","66 and older","(2c_gen) general maturity certificate","1","","",""
"Very low transfer dependency","1985","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Very low transfer dependency","1985","66 and older","(3a) lower tertiary education","","","",""
"Very low transfer dependency","1985","66 and older","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1985","16-34 y.","(0) in school","8","","",""
"Low transfer dependency","1985","16-34 y.","(1a) inadequately completed","17","","",""
"Low transfer dependency","1985","16-34 y.","(1b) general elementary school","41","0.0547221503681615","0.0386053550041806","0.0708389457321424"
"Low transfer dependency","1985","16-34 y.","(1c) basic vocational qualification","40","0.0339773923899477","0.0232417484797488","0.0447130363001466"
"Low transfer dependency","1985","16-34 y.","(2b) intermediate general qualification","15","","",""
"Low transfer dependency","1985","16-34 y.","(2a) intermediate vocational","13","","",""
"Low transfer dependency","1985","16-34 y.","(2c_gen) general maturity certificate","13","","",""
"Low transfer dependency","1985","16-34 y.","(2c_voc) vocational maturity certificate","15","","",""
"Low transfer dependency","1985","16-34 y.","(3a) lower tertiary education","3","","",""
"Low transfer dependency","1985","16-34 y.","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1985","35-65 y.","(0) in school","","","",""
"Low transfer dependency","1985","35-65 y.","(1a) inadequately completed","36","0.067894804743499","0.0481249428797276","0.0876646666072704"
"Low transfer dependency","1985","35-65 y.","(1b) general elementary school","52","0.0329541685681783","0.0235694900732118","0.0423388470631448"
"Low transfer dependency","1985","35-65 y.","(1c) basic vocational qualification","65","0.026426478463565","0.0197132287963538","0.0331397281307762"
"Low transfer dependency","1985","35-65 y.","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1985","35-65 y.","(2a) intermediate vocational","6","","",""
"Low transfer dependency","1985","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1985","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"Low transfer dependency","1985","35-65 y.","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1985","35-65 y.","(3b) higher tertiary education","4","","",""
"Low transfer dependency","1985","66 and older","(0) in school","","","",""
"Low transfer dependency","1985","66 and older","(1a) inadequately completed","1","","",""
"Low transfer dependency","1985","66 and older","(1b) general elementary school","7","","",""
"Low transfer dependency","1985","66 and older","(1c) basic vocational qualification","3","","",""
"Low transfer dependency","1985","66 and older","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1985","66 and older","(2a) intermediate vocational","","","",""
"Low transfer dependency","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1985","66 and older","(3a) lower tertiary education","","","",""
"Low transfer dependency","1985","66 and older","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","16-34 y.","(0) in school","2","","",""
"High transfer dependency","1985","16-34 y.","(1a) inadequately completed","3","","",""
"High transfer dependency","1985","16-34 y.","(1b) general elementary school","21","","",""
"High transfer dependency","1985","16-34 y.","(1c) basic vocational qualification","9","","",""
"High transfer dependency","1985","16-34 y.","(2b) intermediate general qualification","7","","",""
"High transfer dependency","1985","16-34 y.","(2a) intermediate vocational","2","","",""
"High transfer dependency","1985","16-34 y.","(2c_gen) general maturity certificate","19","","",""
"High transfer dependency","1985","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"High transfer dependency","1985","16-34 y.","(3a) lower tertiary education","1","","",""
"High transfer dependency","1985","16-34 y.","(3b) higher tertiary education","1","","",""
"High transfer dependency","1985","35-65 y.","(0) in school","","","",""
"High transfer dependency","1985","35-65 y.","(1a) inadequately completed","8","","",""
"High transfer dependency","1985","35-65 y.","(1b) general elementary school","10","","",""
"High transfer dependency","1985","35-65 y.","(1c) basic vocational qualification","25","","",""
"High transfer dependency","1985","35-65 y.","(2b) intermediate general qualification","","","",""
"High transfer dependency","1985","35-65 y.","(2a) intermediate vocational","1","","",""
"High transfer dependency","1985","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","1985","35-65 y.","(2c_voc) vocational maturity certificate","6","","",""
"High transfer dependency","1985","35-65 y.","(3a) lower tertiary education","2","","",""
"High transfer dependency","1985","35-65 y.","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","66 and older","(0) in school","","","",""
"High transfer dependency","1985","66 and older","(1a) inadequately completed","","","",""
"High transfer dependency","1985","66 and older","(1b) general elementary school","4","","",""
"High transfer dependency","1985","66 and older","(1c) basic vocational qualification","3","","",""
"High transfer dependency","1985","66 and older","(2b) intermediate general qualification","2","","",""
"High transfer dependency","1985","66 and older","(2a) intermediate vocational","1","","",""
"High transfer dependency","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1985","66 and older","(3a) lower tertiary education","","","",""
"High transfer dependency","1985","66 and older","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","16-34 y.","(0) in school","3","","",""
"Very high transfer dependency","1985","16-34 y.","(1a) inadequately completed","4","","",""
"Very high transfer dependency","1985","16-34 y.","(1b) general elementary school","5","","",""
"Very high transfer dependency","1985","16-34 y.","(1c) basic vocational qualification","4","","",""
"Very high transfer dependency","1985","16-34 y.","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1985","16-34 y.","(2a) intermediate vocational","6","","",""
"Very high transfer dependency","1985","16-34 y.","(2c_gen) general maturity certificate","10","","",""
"Very high transfer dependency","1985","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1985","16-34 y.","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","16-34 y.","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","35-65 y.","(0) in school","","","",""
"Very high transfer dependency","1985","35-65 y.","(1a) inadequately completed","2","","",""
"Very high transfer dependency","1985","35-65 y.","(1b) general elementary school","12","","",""
"Very high transfer dependency","1985","35-65 y.","(1c) basic vocational qualification","14","","",""
"Very high transfer dependency","1985","35-65 y.","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","35-65 y.","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","1985","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1985","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1985","35-65 y.","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1985","35-65 y.","(3b) higher tertiary education","","","",""
