"transab_cat","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2001","inadequately","44","0.159078261382644","0.118165187424778","0.19999133534051","2"
"Low transfer dependency","2001","higher vocational","91","0.0418403700228975","0.0322142942927583","0.0514664457530367","2"
"Low transfer dependency","2001","vocational + Abi","74","0.0492942069373826","0.0362681968198519","0.0623202170549134","2"
"No transfer dependency","2001","general elemantary","1282","0.503466049628043","0.485773925298242","0.521158173957844","0"
"No transfer dependency","2001","middle vocational","4877","0.500621205781458","0.491467697935967","0.509774713626949","0"
"No transfer dependency","2001","in school","9","","","","0"
"No transfer dependency","2001","inadequately","96","0.368865570503972","0.314892900899379","0.422838240108565","0"
"No transfer dependency","2001","vocational + Abi","412","0.475509977350053","0.445460367925554","0.505559586774551","0"
"No transfer dependency","2001","higher vocational","653","0.471416787669731","0.447417862788917","0.495415712550544","0"
"No transfer dependency","2001","higher education","1460","0.485105484574306","0.468609275117525","0.501601694031086","0"
"Very high transfer dependency","2001","general elemantary","69","0.0216091922791218","0.0164640680866582","0.0267543164715855","4"
"Very high transfer dependency","2001","higher education","23","","","","4"
"Very high transfer dependency","2001","middle vocational","159","0.0146643943664618","0.0124637896320117","0.0168649991009119","4"
"Very high transfer dependency","2001","higher vocational","16","","","","4"
"Very high transfer dependency","2001","inadequately","11","","","","4"
"Very high transfer dependency","2001","vocational + Abi","21","","","","4"
"Very high transfer dependency","2001","in school","8","","","","4"
"Very low transfer dependency","2001","in school","451","0.852383463779313","0.822241101309303","0.882525826249323","1"
"Very low transfer dependency","2001","inadequately","120","0.322027624238589","0.269760155679714","0.374295092797463","1"
"Very low transfer dependency","2001","general elemantary","1356","0.375184277125349","0.358051857493428","0.392316696757269","1"
"Very low transfer dependency","2001","middle vocational","5271","0.400891298239933","0.391919406644341","0.409863189835525","1"
"Very low transfer dependency","2001","vocational + Abi","532","0.432982406049436","0.403168162751213","0.46279664934766","1"
"Very low transfer dependency","2001","higher vocational","871","0.457455927220947","0.433504868117261","0.481406986324633","1"
"Very low transfer dependency","2001","higher education","1850","0.461790546480798","0.445335272528919","0.478245820432677","1"
"Complete transfer dependency","2002","in school","3","","","","5"
"Complete transfer dependency","2002","inadequately","14","","","","5"
"Complete transfer dependency","2002","general elemantary","44","0.0187728508083632","0.013798745600558","0.0237469560161685","5"
"Complete transfer dependency","2002","higher vocational","15","","","","5"
"Complete transfer dependency","2002","higher education","22","","","","5"
"Complete transfer dependency","2002","middle vocational","97","0.0101956066555438","0.0083552480984046","0.0120359652126831","5"
"Complete transfer dependency","2002","vocational + Abi","14","","","","5"
"High transfer dependency","2002","general elemantary","91","0.0341776332020587","0.0275190060696965","0.0408362603344209","3"
"High transfer dependency","2002","inadequately","18","","","","3"
"High transfer dependency","2002","higher vocational","14","","","","3"
"High transfer dependency","2002","higher education","32","0.00983773244516902","0.00695919545850432","0.0127162694318337","3"
"High transfer dependency","2002","in school","19","","","","3"
"High transfer dependency","2002","middle vocational","253","0.0245445434889395","0.0217098740539827","0.0273792129238963","3"
"High transfer dependency","2002","vocational + Abi","18","","","","3"
"Low transfer dependency","2002","general elemantary","205","0.0631995927473632","0.0542820387087805","0.0721171467859458","2"
"Low transfer dependency","2002","middle vocational","722","0.059320189521608","0.0549926265446543","0.0636477524985617","2"
"Low transfer dependency","2002","higher education","146","0.0376277241815732","0.0320776772956836","0.0431777710674627","2"
"Low transfer dependency","2002","vocational + Abi","73","0.0655618761397662","0.0512750947873717","0.0798486574921608","2"
"Low transfer dependency","2002","higher vocational","83","0.0505017317923384","0.0401830252043852","0.0608204383802917","2"
"Low transfer dependency","2002","in school","43","0.0921201167048393","0.069056837424762","0.115183395984917","2"
"Low transfer dependency","2002","inadequately","39","0.127052390166587","0.0879042438380323","0.166200536495141","2"
"No transfer dependency","2002","in school","8","","","","0"
"No transfer dependency","2002","inadequately","100","0.396927326306868","0.33941432688114","0.454440325732595","0"
"No transfer dependency","2002","general elemantary","1210","0.499227930053552","0.480903327621181","0.517552532485922","0"
"No transfer dependency","2002","middle vocational","4937","0.499514342692176","0.490354436633317","0.508674248751035","0"
"No transfer dependency","2002","vocational + Abi","450","0.460009281796345","0.431241267745663","0.488777295847027","0"
"No transfer dependency","2002","higher vocational","686","0.471436375009542","0.447913780617821","0.494958969401263","0"
"No transfer dependency","2002","higher education","1847","0.497093965662573","0.482511404946396","0.511676526378751","0"
"Very high transfer dependency","2002","in school","6","","","","4"
"Very high transfer dependency","2002","inadequately","12","","","","4"
"Very high transfer dependency","2002","general elemantary","53","0.0151302620030297","0.0106564503613843","0.0196040736446752","4"
"Very high transfer dependency","2002","middle vocational","120","0.0112683373402486","0.0093346317122524","0.0132020429682448","4"
"Very high transfer dependency","2002","vocational + Abi","14","","","","4"
"Very high transfer dependency","2002","higher vocational","11","","","","4"
"Very high transfer dependency","2002","higher education","19","","","","4"
"Very low transfer dependency","2002","higher education","2450","0.440576759270237","0.426097305827213","0.455056212713261","1"
"Very low transfer dependency","2002","general elemantary","1257","0.369491731185634","0.351802342300159","0.387181120071108","1"
"Very low transfer dependency","2002","higher vocational","921","0.449097672858141","0.425659014691955","0.472536331024328","1"
"Very low transfer dependency","2002","inadequately","95","0.283715899225393","0.230723914483219","0.336707883967567","1"
"Very low transfer dependency","2002","middle vocational","5317","0.395156980301484","0.386200706008761","0.404113254594207","1"
"Very low transfer dependency","2002","in school","525","0.805057029899301","0.773463603108459","0.836650456690143","1"
"Very low transfer dependency","2002","vocational + Abi","584","0.416822669961211","0.388364339406998","0.445281000515423","1"
"Complete transfer dependency","2003","general elemantary","48","0.020814686319806","0.0154495468059781","0.026179825833634","5"
"Complete transfer dependency","2003","in school","7","","","","5"
"Complete transfer dependency","2003","inadequately","15","","","","5"
"Complete transfer dependency","2003","higher vocational","11","","","","5"
"Complete transfer dependency","2003","higher education","21","","","","5"
"Complete transfer dependency","2003","middle vocational","117","0.0141691254732998","0.0119590809426991","0.0163791700039005","5"
"Complete transfer dependency","2003","vocational + Abi","10","","","","5"
"High transfer dependency","2003","in school","16","","","","3"
"High transfer dependency","2003","inadequately","18","","","","3"
"High transfer dependency","2003","general elemantary","87","0.0273345904198177","0.0212068316498559","0.0334623491897796","3"
"High transfer dependency","2003","higher vocational","18","","","","3"
"High transfer dependency","2003","higher education","26","","","","3"
"High transfer dependency","2003","middle vocational","240","0.02222170494017","0.0194653370738315","0.0249780728065085","3"
"High transfer dependency","2003","vocational + Abi","17","","","","3"
"Low transfer dependency","2003","middle vocational","753","0.0615340271894582","0.0570404187299864","0.06602763564893","2"
"Low transfer dependency","2003","general elemantary","222","0.0726010666646268","0.0628496337859701","0.0823524995432835","2"
"Low transfer dependency","2003","inadequately","46","0.165578936326436","0.120656283969462","0.21050158868341","2"
"Low transfer dependency","2003","vocational + Abi","79","0.0809784895130779","0.0652047105509913","0.0967522684751644","2"
"Low transfer dependency","2003","higher vocational","67","0.038346572266468","0.029133754318935","0.0475593902140011","2"
"Low transfer dependency","2003","in school","52","0.103271251657299","0.0790624098581416","0.127480093456457","2"
"Low transfer dependency","2003","higher education","158","0.0363639860483869","0.0307760512232072","0.0419519208735666","2"
"No transfer dependency","2003","in school","4","","","","0"
"No transfer dependency","2003","inadequately","96","0.419115551835861","0.359483194262274","0.478747909409448","0"
"No transfer dependency","2003","general elemantary","1143","0.484902679944274","0.466120950663162","0.503684409225387","0"
"No transfer dependency","2003","middle vocational","4748","0.494925798930784","0.485576567017401","0.504275030844167","0"
"No transfer dependency","2003","vocational + Abi","446","0.45146685669839","0.42269271022533","0.48024100317145","0"
"No transfer dependency","2003","higher vocational","656","0.471604606970602","0.447655548000072","0.495553665941132","0"
"No transfer dependency","2003","higher education","1745","0.483707479506614","0.468789898743365","0.498625060269864","0"
"Very high transfer dependency","2003","in school","8","","","","4"
"Very high transfer dependency","2003","inadequately","12","","","","4"
"Very high transfer dependency","2003","middle vocational","149","0.0168001530490662","0.0143968650715684","0.0192034410265639","4"
"Very high transfer dependency","2003","higher vocational","15","","","","4"
"Very high transfer dependency","2003","general elemantary","62","0.0265790991792821","0.0205342690438534","0.0326239293147108","4"
"Very high transfer dependency","2003","vocational + Abi","14","","","","4"
"Very high transfer dependency","2003","higher education","24","","","","4"
"Very low transfer dependency","2003","general elemantary","1158","0.367767877472193","0.349646599824305","0.385889155120081","1"
"Very low transfer dependency","2003","in school","520","0.821427890899134","0.790959797239428","0.851895984558839","1"
"Very low transfer dependency","2003","inadequately","76","0.214907932670961","0.165265079449687","0.264550785892236","1"
"Very low transfer dependency","2003","higher vocational","902","0.457088549514958","0.433189281788947","0.480987817240969","1"
"Very low transfer dependency","2003","higher education","2337","0.45547319508097","0.440606989886288","0.470339400275651","1"
"Very low transfer dependency","2003","middle vocational","4979","0.390349190417222","0.381227076055265","0.399471304779179","1"
"Very low transfer dependency","2003","vocational + Abi","583","0.427730620667066","0.399123542548946","0.456337698785187","1"
"Complete transfer dependency","2004","in school","6","","","","5"
"Complete transfer dependency","2004","inadequately","7","","","","5"
"Complete transfer dependency","2004","general elemantary","46","0.0193059435356065","0.0139632450362594","0.0246486420349537","5"
"Complete transfer dependency","2004","higher vocational","12","","","","5"
"Complete transfer dependency","2004","higher education","13","","","","5"
"Complete transfer dependency","2004","middle vocational","110","0.0140265726690845","0.011793304373996","0.016259840964173","5"
"Complete transfer dependency","2004","vocational + Abi","12","","","","5"
"High transfer dependency","2004","in school","15","","","","3"
"High transfer dependency","2004","inadequately","18","","","","3"
"High transfer dependency","2004","general elemantary","94","0.0378716879082824","0.0304599132426162","0.0452834625739486","3"
"High transfer dependency","2004","higher vocational","20","","","","3"
"High transfer dependency","2004","higher education","39","0.0131581657283023","0.00973467833196189","0.0165816531246426","3"
"High transfer dependency","2004","vocational + Abi","18","","","","3"
"High transfer dependency","2004","middle vocational","225","0.0214364961834611","0.0186860451357034","0.0241869472312188","3"
"Low transfer dependency","2004","general elemantary","222","0.0807698217959225","0.0701898361519036","0.0913498074399413","2"
"Low transfer dependency","2004","middle vocational","753","0.0653473371760535","0.060654109926327","0.0700405644257799","2"
"Low transfer dependency","2004","inadequately","31","0.140061912395331","0.0967813163883805","0.183342508402281","2"
"Low transfer dependency","2004","in school","50","0.108607248996562","0.0842722000131936","0.132942297979931","2"
"Low transfer dependency","2004","vocational + Abi","74","0.069550258796235","0.0548476295538166","0.0842528880386534","2"
"Low transfer dependency","2004","higher vocational","73","0.0361016230864458","0.0270177810783125","0.0451854650945792","2"
"Low transfer dependency","2004","higher education","149","0.0421597113908169","0.0361224129310942","0.0481970098505396","2"
"No transfer dependency","2004","in school","3","","","","0"
"No transfer dependency","2004","inadequately","74","0.345526721860366","0.286222393204047","0.404831050516684","0"
"No transfer dependency","2004","general elemantary","1080","0.482611171070686","0.463208765067481","0.50201357707389","0"
"No transfer dependency","2004","middle vocational","4575","0.491767380596121","0.482273502761821","0.501261258430421","0"
"No transfer dependency","2004","vocational + Abi","412","0.409996816270434","0.381570761362747","0.438422871178122","0"
"No transfer dependency","2004","higher vocational","640","0.467045876028967","0.442750967507967","0.491340784549966","0"
"No transfer dependency","2004","higher education","1767","0.498412137919398","0.483390575881689","0.513433699957106","0"
"Very high transfer dependency","2004","higher vocational","12","","","","4"
"Very high transfer dependency","2004","in school","16","","","","4"
"Very high transfer dependency","2004","middle vocational","180","0.0193797811765379","0.0167618551643606","0.0219977071887153","4"
"Very high transfer dependency","2004","vocational + Abi","14","","","","4"
"Very high transfer dependency","2004","higher education","27","","","","4"
"Very high transfer dependency","2004","inadequately","10","","","","4"
"Very high transfer dependency","2004","general elemantary","62","0.0316348114959297","0.0248388550166553","0.0384307679752041","4"
"Very low transfer dependency","2004","inadequately","107","0.400597131173421","0.339487038770364","0.461707223576478","1"
"Very low transfer dependency","2004","in school","538","0.81672623718532","0.786467090885837","0.846985383484802","1"
"Very low transfer dependency","2004","general elemantary","1044","0.347806564193573","0.329313644743314","0.366299483643833","1"
"Very low transfer dependency","2004","higher vocational","863","0.468069997251558","0.443771846105369","0.492368148397746","1"
"Very low transfer dependency","2004","higher education","2261","0.431306680808851","0.416427485750074","0.446185875867628","1"
"Very low transfer dependency","2004","middle vocational","4809","0.388042432198742","0.378788362288183","0.397296502109301","1"
"Very low transfer dependency","2004","vocational + Abi","620","0.475933071805185","0.447068475365134","0.504797668245236","1"
"Complete transfer dependency","2005","higher vocational","4","","","","5"
"Complete transfer dependency","2005","higher education","15","","","","5"
"Complete transfer dependency","2005","in school","9","","","","5"
"Complete transfer dependency","2005","inadequately","15","","","","5"
"Complete transfer dependency","2005","general elemantary","51","0.0235552103463423","0.0174545749068232","0.0296558457858614","5"
"Complete transfer dependency","2005","middle vocational","108","0.0126504839037599","0.010474974446415","0.0148259933611049","5"
"Complete transfer dependency","2005","vocational + Abi","9","","","","5"
"High transfer dependency","2005","higher vocational","20","","","","3"
"High transfer dependency","2005","higher education","43","0.0138285120688296","0.0102574547495159","0.0173995693881434","3"
"High transfer dependency","2005","in school","18","","","","3"
"High transfer dependency","2005","inadequately","17","","","","3"
"High transfer dependency","2005","general elemantary","93","0.0386642560616892","0.0309089291745254","0.046419582948853","3"
"High transfer dependency","2005","middle vocational","244","0.0247614070446651","0.0217364790100789","0.0277863350792514","3"
"High transfer dependency","2005","vocational + Abi","21","","","","3"
"Low transfer dependency","2005","general elemantary","211","0.0941261192661714","0.0823799385202921","0.105872300012051","2"
"Low transfer dependency","2005","middle vocational","716","0.065680924410175","0.0608587914195013","0.0705030574008488","2"
"Low transfer dependency","2005","in school","56","0.0998032810989423","0.0765994231178225","0.123007139080062","2"
"Low transfer dependency","2005","inadequately","35","0.164694347131895","0.117671253558099","0.211717440705691","2"
"Low transfer dependency","2005","higher vocational","92","0.0579828410295668","0.0463554739134672","0.0696102081456664","2"
"Low transfer dependency","2005","vocational + Abi","79","0.06627769771489","0.0517086336593548","0.0808467617704252","2"
"Low transfer dependency","2005","higher education","164","0.0415649627920017","0.0354614773583072","0.0476684482256962","2"
"No transfer dependency","2005","general elemantary","999","0.452135615823428","0.432114944894306","0.472156286752551","0"
"No transfer dependency","2005","middle vocational","4474","0.4899436917748","0.480212767468887","0.499674616080713","0"
"No transfer dependency","2005","vocational + Abi","412","0.39707859415306","0.368423115376965","0.425734072929154","0"
"No transfer dependency","2005","higher vocational","635","0.457705930384243","0.432919560297735","0.482492300470751","0"
"No transfer dependency","2005","higher education","1757","0.49815276133059","0.482863027891558","0.513442494769621","0"
"No transfer dependency","2005","in school","7","","","","0"
"No transfer dependency","2005","inadequately","62","0.29027589882716","0.23273198372724","0.347819813927079","0"
"Very high transfer dependency","2005","higher vocational","12","","","","4"
"Very high transfer dependency","2005","higher education","24","","","","4"
"Very high transfer dependency","2005","general elemantary","65","0.0288402897404232","0.0221081538817512","0.0355724255990952","4"
"Very high transfer dependency","2005","middle vocational","180","0.0222047255870291","0.0193364649041924","0.0250729862698659","4"
"Very high transfer dependency","2005","vocational + Abi","16","","","","4"
"Very high transfer dependency","2005","inadequately","20","","","","4"
"Very high transfer dependency","2005","in school","17","","","","4"
"Very low transfer dependency","2005","in school","534","0.796579273314873","0.76541685321449","0.827741693415256","1"
"Very low transfer dependency","2005","inadequately","90","0.351670184693344","0.291134018608703","0.412206350777985","1"
"Very low transfer dependency","2005","general elemantary","955","0.362678508761945","0.343338889218686","0.382018128305205","1"
"Very low transfer dependency","2005","higher education","2105","0.429399977929098","0.414263327736786","0.44453662812141","1"
"Very low transfer dependency","2005","higher vocational","789","0.460320716980423","0.435523647066841","0.485117786894006","1"
"Very low transfer dependency","2005","middle vocational","4416","0.384758767279571","0.375287917967704","0.394229616591437","1"
"Very low transfer dependency","2005","vocational + Abi","583","0.489869083522988","0.460592532154323","0.519145634891653","1"
"Complete transfer dependency","2006","higher education","15","","","","5"
"Complete transfer dependency","2006","higher vocational","12","","","","5"
"Complete transfer dependency","2006","in school","7","","","","5"
"Complete transfer dependency","2006","inadequately","17","","","","5"
"Complete transfer dependency","2006","general elemantary","58","0.0277470320625623","0.0213150898671454","0.0341789742579793","5"
"Complete transfer dependency","2006","middle vocational","125","0.0146071125230392","0.0123634644956775","0.0168507605504008","5"
"Complete transfer dependency","2006","vocational + Abi","11","","","","5"
"High transfer dependency","2006","vocational + Abi","23","","","","3"
"High transfer dependency","2006","higher education","28","","","","3"
"High transfer dependency","2006","middle vocational","298","0.0281167789959709","0.0250253615412109","0.0312081964507309","3"
"High transfer dependency","2006","higher vocational","28","","","","3"
"High transfer dependency","2006","general elemantary","127","0.0513268057923908","0.0426855938047914","0.0599680177799902","3"
"High transfer dependency","2006","in school","17","","","","3"
"High transfer dependency","2006","inadequately","22","","","","3"
"Low transfer dependency","2006","general elemantary","193","0.074883379567336","0.0645763105101008","0.0851904486245713","2"
"Low transfer dependency","2006","middle vocational","709","0.0655702881784953","0.0609412080898648","0.0701993682671258","2"
"Low transfer dependency","2006","higher vocational","95","0.0557983502101915","0.0447030197655687","0.0668936806548143","2"
"Low transfer dependency","2006","in school","42","0.0652460377094653","0.0458692614331082","0.0846228139858224","2"
"Low transfer dependency","2006","higher education","154","0.0316654197683518","0.0265588603317573","0.0367719792049463","2"
"Low transfer dependency","2006","inadequately","30","0.20114535132694","0.149784874655944","0.252505827997936","2"
"Low transfer dependency","2006","vocational + Abi","97","0.0862287846227865","0.0703468890153071","0.102110680230266","2"
"No transfer dependency","2006","general elemantary","1137","0.481562980291959","0.461996226723028","0.501129733860889","0"
"No transfer dependency","2006","middle vocational","5026","0.491239440348912","0.481890311159314","0.50058856953851","0"
"No transfer dependency","2006","vocational + Abi","437","0.394135978809113","0.366487700645157","0.421784256973069","0"
"No transfer dependency","2006","higher vocational","710","0.479698326192455","0.455548784260692","0.503847868124217","0"
"No transfer dependency","2006","higher education","2010","0.503159915150389","0.488579013621771","0.517740816679008","0"
"No transfer dependency","2006","in school","9","","","","0"
"No transfer dependency","2006","inadequately","70","0.30615837596738","0.247105179544761","0.365211572389999","0"
"Very high transfer dependency","2006","middle vocational","229","0.0241228531077759","0.0212535281298634","0.0269921780856884","4"
"Very high transfer dependency","2006","general elemantary","81","0.034740023858023","0.0275689956389547","0.0419110520770914","4"
"Very high transfer dependency","2006","vocational + Abi","16","","","","4"
"Very high transfer dependency","2006","higher vocational","9","","","","4"
"Very high transfer dependency","2006","higher education","34","0.0145031431804129","0.011016706880236","0.0179895794805898","4"
"Very high transfer dependency","2006","in school","22","","","","4"
"Very high transfer dependency","2006","inadequately","18","","","","4"
"Very low transfer dependency","2006","higher education","2276","0.432635461393369","0.418187213088535","0.447083709698203","1"
"Very low transfer dependency","2006","in school","527","0.799382530958535","0.767961712288894","0.830803349628176","1"
"Very low transfer dependency","2006","inadequately","77","0.265927073975253","0.209317349230374","0.322536798720133","1"
"Very low transfer dependency","2006","general elemantary","909","0.329739778427729","0.311329870364936","0.348149686490522","1"
"Very low transfer dependency","2006","higher vocational","790","0.426379723748485","0.402473680353548","0.450285767143421","1"
"Very low transfer dependency","2006","middle vocational","4597","0.376343526845807","0.367283431431672","0.385403622259941","1"
"Very low transfer dependency","2006","vocational + Abi","616","0.464220653584672","0.436003533825732","0.492437773343611","1"
"Complete transfer dependency","2007","higher vocational","11","","","","5"
"Complete transfer dependency","2007","higher education","20","","","","5"
"Complete transfer dependency","2007","in school","11","","","","5"
"Complete transfer dependency","2007","inadequately","15","","","","5"
"Complete transfer dependency","2007","general elemantary","51","0.0259076110430935","0.019324535207299","0.0324906868788879","5"
"Complete transfer dependency","2007","middle vocational","123","0.014407740662713","0.0121012695601262","0.0167142117652998","5"
"Complete transfer dependency","2007","vocational + Abi","10","","","","5"
"High transfer dependency","2007","higher vocational","20","","","","3"
"High transfer dependency","2007","higher education","43","0.0146496405892031","0.0110751673426327","0.0182241138357735","3"
"High transfer dependency","2007","inadequately","15","","","","3"
"High transfer dependency","2007","in school","15","","","","3"
"High transfer dependency","2007","general elemantary","98","0.0502845301936161","0.041228683671083","0.0593403767161492","3"
"High transfer dependency","2007","vocational + Abi","19","","","","3"
"High transfer dependency","2007","middle vocational","259","0.0281081994139954","0.0249091061117802","0.0313072927162107","3"
"Low transfer dependency","2007","middle vocational","646","0.0636597687416427","0.0589342356939119","0.0683853017893735","2"
"Low transfer dependency","2007","general elemantary","204","0.0869623644459693","0.0752855303861365","0.0986391985058021","2"
"Low transfer dependency","2007","vocational + Abi","72","0.0587354648516293","0.0452162621427192","0.0722546675605394","2"
"Low transfer dependency","2007","higher vocational","68","0.045047802224626","0.0346175016422103","0.0554781028070417","2"
"Low transfer dependency","2007","higher education","124","0.0302595113457403","0.0251631296665655","0.0353558930249151","2"
"Low transfer dependency","2007","in school","53","0.104446007515863","0.0803722403835653","0.128519774648161","2"
"Low transfer dependency","2007","inadequately","31","0.164388698219952","0.114731828934168","0.214045567505735","2"
"No transfer dependency","2007","general elemantary","974","0.459551830634157","0.438899961029426","0.480203700238889","0"
"No transfer dependency","2007","middle vocational","4756","0.498817253951655","0.489139596992603","0.508494910910707","0"
"No transfer dependency","2007","vocational + Abi","446","0.427333661068918","0.398890398732502","0.455776923405334","0"
"No transfer dependency","2007","higher vocational","661","0.46617618849642","0.441089506863396","0.491262870129443","0"
"No transfer dependency","2007","higher education","2004","0.512088824491397","0.497217616144378","0.526960032838417","0"
"No transfer dependency","2007","in school","3","","","","0"
"No transfer dependency","2007","inadequately","64","0.341238349414352","0.277714870411831","0.404761828416873","0"
"Very high transfer dependency","2007","general elemantary","76","0.0375066554290659","0.0296331499169249","0.0453801609412069","4"
"Very high transfer dependency","2007","middle vocational","206","0.0223026134384119","0.0194444863232821","0.0251607405535416","4"
"Very high transfer dependency","2007","higher education","33","0.0121977680309735","0.00893205204003124","0.0154634840219157","4"
"Very high transfer dependency","2007","in school","17","","","","4"
"Very high transfer dependency","2007","vocational + Abi","13","","","","4"
"Very high transfer dependency","2007","higher vocational","11","","","","4"
"Very high transfer dependency","2007","inadequately","16","","","","4"
"Very low transfer dependency","2007","inadequately","73","0.282461153709536","0.222143661378932","0.342778646040141","1"
"Very low transfer dependency","2007","general elemantary","834","0.339787008254098","0.320159710232475","0.359414306275721","1"
"Very low transfer dependency","2007","higher education","2116","0.41893623344807","0.404257483051848","0.433614983844291","1"
"Very low transfer dependency","2007","in school","521","0.793414442530691","0.761546628410828","0.825282256650554","1"
"Very low transfer dependency","2007","higher vocational","748","0.447657280737251","0.422651158656607","0.472663402817896","1"
"Very low transfer dependency","2007","middle vocational","4264","0.372704423791582","0.36334563124116","0.382063216342004","1"
"Very low transfer dependency","2007","vocational + Abi","602","0.468269127516891","0.439578587131899","0.496959667901882","1"
"Complete transfer dependency","2008","in school","10","","","","5"
"Complete transfer dependency","2008","inadequately","16","","","","5"
"Complete transfer dependency","2008","general elemantary","44","0.0303562856826544","0.0229421359244983","0.0377704354408104","5"
"Complete transfer dependency","2008","middle vocational","107","0.0149164161806425","0.0124993788317644","0.0173334535295205","5"
"Complete transfer dependency","2008","vocational + Abi","9","","","","5"
"Complete transfer dependency","2008","higher vocational","6","","","","5"
"Complete transfer dependency","2008","higher education","16","","","","5"
"High transfer dependency","2008","general elemantary","74","0.0274825227572975","0.0204175913331173","0.0345474541814778","3"
"High transfer dependency","2008","inadequately","16","","","","3"
"High transfer dependency","2008","middle vocational","209","0.0289536389350423","0.0256102559024365","0.0322970219676481","3"
"High transfer dependency","2008","vocational + Abi","21","","","","3"
"High transfer dependency","2008","higher vocational","18","","","","3"
"High transfer dependency","2008","higher education","30","0.01133142120622","0.00810999170970265","0.0145528507027374","3"
"High transfer dependency","2008","in school","8","","","","3"
"Low transfer dependency","2008","middle vocational","543","0.0565198752684957","0.0519153851030477","0.0611243654339436","2"
"Low transfer dependency","2008","in school","36","0.0962847095857033","0.0715193682879491","0.121050050883458","2"
"Low transfer dependency","2008","inadequately","20","","","","2"
"Low transfer dependency","2008","general elemantary","180","0.0935285332221524","0.0809456526081793","0.106111413836125","2"
"Low transfer dependency","2008","vocational + Abi","62","0.0429933650503034","0.0309182398214357","0.0550684902791711","2"
"Low transfer dependency","2008","higher vocational","53","0.0346895730306213","0.0251210941026948","0.0442580519585479","2"
"Low transfer dependency","2008","higher education","129","0.034395748045078","0.0288490689855154","0.0399424271046406","2"
"No transfer dependency","2008","general elemantary","907","0.4692487988017","0.44768238058403","0.490815217019371","0"
"No transfer dependency","2008","middle vocational","4596","0.504133223264796","0.494163806776928","0.514102639752664","0"
"No transfer dependency","2008","in school","1","","","","0"
"No transfer dependency","2008","inadequately","57","0.378604217363973","0.307548594639139","0.449659840088807","0"
"No transfer dependency","2008","vocational + Abi","408","0.442502581566848","0.412935205534501","0.472069957599195","0"
"No transfer dependency","2008","higher vocational","627","0.486616021602548","0.460480914369273","0.512751128835823","0"
"No transfer dependency","2008","higher education","1997","0.52397217492161","0.508771903067837","0.539172446775384","0"
"Very high transfer dependency","2008","middle vocational","179","0.0188728593698915","0.0161595702635797","0.0215861484762034","4"
"Very high transfer dependency","2008","general elemantary","88","0.0451749713010483","0.0361998198639542","0.0541501227381425","4"
"Very high transfer dependency","2008","in school","8","","","","4"
"Very high transfer dependency","2008","higher vocational","8","","","","4"
"Very high transfer dependency","2008","inadequately","14","","","","4"
"Very high transfer dependency","2008","vocational + Abi","9","","","","4"
"Very high transfer dependency","2008","higher education","29","","","","4"
"Very low transfer dependency","2008","in school","482","0.850301921530906","0.820348631408993","0.880255211652819","1"
"Very low transfer dependency","2008","inadequately","56","0.217311627847889","0.156894858450531","0.277728397245248","1"
"Very low transfer dependency","2008","general elemantary","764","0.334208888235147","0.313823971607674","0.35459380486262","1"
"Very low transfer dependency","2008","higher education","1946","0.407959017045119","0.393001302969905","0.422916731120333","1"
"Very low transfer dependency","2008","higher vocational","693","0.442641929788135","0.416670051969685","0.468613807606586","1"
"Very low transfer dependency","2008","middle vocational","4028","0.376603986981132","0.366942609710703","0.386265364251561","1"
"Very low transfer dependency","2008","vocational + Abi","575","0.476831692629474","0.447098830290169","0.506564554968779","1"
"Complete transfer dependency","2009","in school","5","","","","5"
"Complete transfer dependency","2009","inadequately","18","","","","5"
"Complete transfer dependency","2009","general elemantary","38","0.0281302812782346","0.0205485239437303","0.035712038612739","5"
"Complete transfer dependency","2009","middle vocational","80","0.0133751616298193","0.0110039698470704","0.0157463534125682","5"
"Complete transfer dependency","2009","vocational + Abi","7","","","","5"
"Complete transfer dependency","2009","higher vocational","7","","","","5"
"Complete transfer dependency","2009","higher education","8","","","","5"
"High transfer dependency","2009","in school","10","","","","3"
"High transfer dependency","2009","inadequately","12","","","","3"
"High transfer dependency","2009","general elemantary","68","0.0364523002862815","0.027858645644759","0.0450459549278039","3"
"High transfer dependency","2009","middle vocational","162","0.0191240269777652","0.0162969485183584","0.021951105437172","3"
"High transfer dependency","2009","higher vocational","18","","","","3"
"High transfer dependency","2009","vocational + Abi","18","","","","3"
"High transfer dependency","2009","higher education","30","0.0101215599274949","0.00701612891946004","0.0132269909355297","3"
"Low transfer dependency","2009","general elemantary","158","0.0831519461428671","0.0704910714598941","0.09581282082584","2"
"Low transfer dependency","2009","middle vocational","514","0.0584474492843797","0.0536052104877427","0.0632896880810166","2"
"Low transfer dependency","2009","in school","37","0.113739923662827","0.0859662523443728","0.141513594981282","2"
"Low transfer dependency","2009","inadequately","25","","","","2"
"Low transfer dependency","2009","higher education","124","0.0462577338317398","0.0397412260500129","0.0527742416134667","2"
"Low transfer dependency","2009","higher vocational","48","0.0345952578583576","0.0247401885685225","0.0444503271481927","2"
"Low transfer dependency","2009","vocational + Abi","57","0.0401454183815296","0.0279360223205895","0.0523548144424696","2"
"No transfer dependency","2009","general elemantary","802","0.446271499409011","0.423477169374561","0.469065829443461","0"
