"transab_cat","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1989","Female","2393","0.395267893062581","0.381262153272507","0.409273632852655","1"
"Very low transfer dependency","1989","Male","2391","0.440748055748277","0.426243897201201","0.455252214295353","1"
"Complete transfer dependency","1990","Female","30","0.00760053395184803","0.00507004694387881","0.0101310209598172","5"
"Complete transfer dependency","1990","Male","23","","","","5"
"High transfer dependency","1990","Female","54","0.0111728308677325","0.00811029906830653","0.0142353626671585","3"
"High transfer dependency","1990","Male","45","0.0102981969317825","0.00730428133184619","0.0132921125317187","3"
"Low transfer dependency","1990","Female","129","0.0241795747888709","0.0197040076030569","0.0286551419746849","2"
"Low transfer dependency","1990","Male","118","0.0212454223542028","0.0169690416240363","0.0255218030843694","2"
"No transfer dependency","1990","Female","2045","0.560868525341281","0.546408581146717","0.575328469535845","0"
"No transfer dependency","1990","Male","1932","0.535964999701108","0.521175606332009","0.550754393070207","0"
"Very high transfer dependency","1990","Female","23","","","","4"
"Very high transfer dependency","1990","Male","24","","","","4"
"Very low transfer dependency","1990","Female","2244","0.391483882513254","0.377262828515187","0.405704936511322","1"
"Very low transfer dependency","1990","Male","2226","0.421993927121092","0.407347689447335","0.436640164794849","1"
"Complete transfer dependency","1991","Female","30","0.00666065163852576","0.00427932294747378","0.00904198032957775","5"
"Complete transfer dependency","1991","Male","28","","","","5"
"High transfer dependency","1991","Female","54","0.0128257846155619","0.00953157646200661","0.0161199927691172","3"
"High transfer dependency","1991","Male","37","0.00654735433921783","0.00414013744362946","0.0089545712348062","3"
"Low transfer dependency","1991","Female","147","0.02734813254971","0.0225733377139842","0.0321229273854358","2"
"Low transfer dependency","1991","Male","133","0.0248986780545669","0.0202479415726893","0.0295494145364445","2"
"No transfer dependency","1991","Female","2106","0.573065174011852","0.55858429368354","0.587546054340165","0"
"No transfer dependency","1991","Male","1975","0.550087722114494","0.535239015949147","0.56493642827984","0"
"Very high transfer dependency","1991","Female","22","","","","4"
"Very high transfer dependency","1991","Male","19","","","","4"
"Very low transfer dependency","1991","Female","2123","0.37529155269999","0.361116155110974","0.389466950289006","1"
"Very low transfer dependency","1991","Male","2120","0.40703109647578","0.392367568597455","0.421694624354106","1"
"Complete transfer dependency","1992","Female","29","","","","5"
"Complete transfer dependency","1992","Male","25","","","","5"
"High transfer dependency","1992","Female","94","0.0130965232300548","0.0103246078864378","0.0158684385736717","3"
"High transfer dependency","1992","Male","74","0.0112588237175795","0.00859799179784627","0.0139196556373127","3"
"Low transfer dependency","1992","Female","330","0.0334748042319512","0.029089192024781","0.0378604164391214","2"
"Low transfer dependency","1992","Male","312","0.0357476728846368","0.0310654847815634","0.0404298609877102","2"
"No transfer dependency","1992","Female","2667","0.528910828076803","0.51674035656076","0.541081299592845","0"
"No transfer dependency","1992","Male","2492","0.513385525576935","0.500780493848917","0.525990557304953","0"
"Very high transfer dependency","1992","Female","46","0.00859794390733475","0.00634688517900321","0.0108490026356663","4"
"Very high transfer dependency","1992","Male","34","0.00550725681434508","0.00364088530847839","0.00737362832021177","4"
"Very low transfer dependency","1992","Female","3296","0.410870285995926","0.398874673021015","0.422865898970837","1"
"Very low transfer dependency","1992","Male","3103","0.428498093651486","0.416018141780958","0.440978045522013","1"
"Complete transfer dependency","1993","Female","37","0.00609186542449549","0.00420239910906267","0.00798133173992831","5"
"Complete transfer dependency","1993","Male","20","","","","5"
"High transfer dependency","1993","Female","108","0.0135192278172816","0.0107150139242391","0.0163234417103242","3"
"High transfer dependency","1993","Male","104","0.0145923972975849","0.0115888308908865","0.0175959637042833","3"
"Low transfer dependency","1993","Female","406","0.0420348241603601","0.0371621164677207","0.0469075318529994","2"
"Low transfer dependency","1993","Male","378","0.0422416924117697","0.0372036179719694","0.0472797668515699","2"
"No transfer dependency","1993","Female","2680","0.527034814501126","0.514911395360504","0.539158233641748","0"
"No transfer dependency","1993","Male","2498","0.509875912141657","0.497354559914801","0.522397264368513","0"
"Very high transfer dependency","1993","Male","56","0.00836188095671741","0.00608104233679364","0.0106427195766412","4"
"Very high transfer dependency","1993","Female","64","0.00959280565207914","0.00722595640467372","0.0119596548994846","4"
"Very low transfer dependency","1993","Female","3220","0.401726462444658","0.389822103918766","0.413630820970549","1"
"Very low transfer dependency","1993","Male","3067","0.420333343027852","0.407969541004924","0.432697145050781","1"
"Complete transfer dependency","1994","Female","40","0.00692540455648267","0.00490232259437535","0.00894848651858999","5"
"Complete transfer dependency","1994","Male","36","0.00741386864406009","0.00523873632597281","0.00958900096214737","5"
"High transfer dependency","1994","Female","119","0.0155530274492655","0.0125344411202165","0.0185716137783146","3"
"High transfer dependency","1994","Male","110","0.0167135500364083","0.0134630249929364","0.0199640750798803","3"
"Low transfer dependency","1994","Female","406","0.0409082676069914","0.0360761712553278","0.0457403639586551","2"
"Low transfer dependency","1994","Male","371","0.0442697619829532","0.0390542086221721","0.0494853153437343","2"
"No transfer dependency","1994","Female","2741","0.539266368184812","0.527106563663931","0.551426172705692","0"
"No transfer dependency","1994","Male","2471","0.508353034600901","0.495676850795265","0.521029218406537","0"
"Very high transfer dependency","1994","Female","74","0.012026752703865","0.00936757873577032","0.0146859266719597","4"
"Very high transfer dependency","1994","Male","53","0.0100593664337238","0.0075290838516447","0.0125896490158029","4"
"Very low transfer dependency","1994","Female","3075","0.385320179498584","0.373447866913928","0.397192492083239","1"
"Very low transfer dependency","1994","Male","2934","0.413190418301954","0.400705006950336","0.425675829653571","1"
"Complete transfer dependency","1995","Female","64","0.0117720614146768","0.00918147307116011","0.0143626497581935","5"
"Complete transfer dependency","1995","Male","58","0.0126766395349178","0.00988333027562079","0.0154699487942148","5"
"High transfer dependency","1995","Female","136","0.016424417674099","0.0133716592157584","0.0194771761324396","3"
"High transfer dependency","1995","Male","112","0.0166207406426351","0.0134286666302739","0.0198128146549964","3"
"Low transfer dependency","1995","Female","394","0.0410541664758547","0.0362885483229933","0.0458197846287161","2"
"Low transfer dependency","1995","Male","373","0.0464898100492966","0.0412329211427917","0.0517466989558015","2"
"No transfer dependency","1995","Female","2838","0.545077003326474","0.533116720240325","0.557037286412623","0"
"No transfer dependency","1995","Male","2567","0.514057630275512","0.501578465115766","0.526536795435258","0"
"Very high transfer dependency","1995","Female","104","0.01410260021966","0.0112704972360742","0.0169347032032459","4"
"Very high transfer dependency","1995","Male","75","0.0123620160220398","0.0096031488771293","0.0151208831669503","4"
"Very low transfer dependency","1995","Female","3123","0.371569750889235","0.359963490765395","0.383176011013076","1"
"Very low transfer dependency","1995","Male","2977","0.397793163475599","0.385572670034025","0.410013656917172","1"
"Complete transfer dependency","1996","Female","60","0.0101482191383737","0.00772507462123515","0.0125713636555123","5"
"Complete transfer dependency","1996","Male","46","0.0108319100253504","0.00822747890659548","0.0134363411441053","5"
"High transfer dependency","1996","Female","170","0.0229466181681845","0.0193265412006356","0.0265666951357334","3"
"High transfer dependency","1996","Male","136","0.0179186177103677","0.014580886990075","0.0212563484306603","3"
"Low transfer dependency","1996","Female","430","0.0482639339037102","0.043082273627702","0.0534455941797184","2"
"Low transfer dependency","1996","Male","406","0.0526103645213574","0.0469930948341741","0.0582276342085407","2"
"No transfer dependency","1996","Female","2699","0.523698811321808","0.511623983676647","0.535773638966969","0"
"No transfer dependency","1996","Male","2440","0.492485012520456","0.479906008667044","0.505064016373869","0"
"Very high transfer dependency","1996","Female","104","0.0135047508928458","0.0107141990098585","0.0162953027758331","4"
"Very high transfer dependency","1996","Male","81","0.0106147203179883","0.00803624899868175","0.0131931916372949","4"
"Very low transfer dependency","1996","Female","3109","0.381437666575078","0.369694023656847","0.393181309493309","1"
"Very low transfer dependency","1996","Male","2959","0.41553937490448","0.403139736368864","0.427939013440095","1"
"Complete transfer dependency","1997","Female","62","0.0134367726053227","0.0106535804810404","0.016219964729605","5"
"Complete transfer dependency","1997","Male","42","0.00833199824350224","0.00606039247745602","0.0106036040095485","5"
"High transfer dependency","1997","Female","174","0.0267076225299028","0.0228102446405722","0.0306050004192334","3"
"High transfer dependency","1997","Male","146","0.0190554141123741","0.01563871558548","0.0224721126392683","3"
"Low transfer dependency","1997","Female","503","0.0576318534208065","0.0519983983707686","0.0632653084708445","2"
"Low transfer dependency","1997","Male","488","0.0643227668691331","0.0581919179022902","0.0704536158359759","2"
"No transfer dependency","1997","Female","2616","0.495746445596363","0.483660308123978","0.507832583068749","0"
"No transfer dependency","1997","Male","2336","0.465849213785082","0.453383135584488","0.478315291985676","0"
"Very high transfer dependency","1997","Female","111","0.0163014750192984","0.0132403737133919","0.0193625763252048","4"
"Very high transfer dependency","1997","Male","93","0.0148483652281132","0.0118258667601417","0.0178708636960847","4"
"Very low transfer dependency","1997","Female","3108","0.390175830828306","0.378384420857418","0.401967240799195","1"
"Very low transfer dependency","1997","Male","3046","0.427592241761795","0.415228700243177","0.439955783280413","1"
"Complete transfer dependency","1998","Female","76","0.0119883288773118","0.00949549355144431","0.0144811642031793","5"
"Complete transfer dependency","1998","Male","64","0.013663220246179","0.010909887606668","0.0164165528856901","5"
"High transfer dependency","1998","Female","171","0.0200130953612491","0.0168053454819842","0.0232208452405141","3"
"High transfer dependency","1998","Male","152","0.019039468817147","0.0157981427972788","0.0222807948370152","3"
"Low transfer dependency","1998","Female","535","0.0538893862557745","0.0487174185463055","0.0590613539652435","2"
"Low transfer dependency","1998","Male","516","0.061087559196342","0.0554074266790663","0.0667676917136178","2"
"No transfer dependency","1998","Female","3010","0.505105098449611","0.493653118085105","0.516557078814117","0"
"No transfer dependency","1998","Male","2647","0.464689147211201","0.452859989456113","0.476518304966289","0"
"Very high transfer dependency","1998","Female","124","0.0174749597183399","0.0144736339694107","0.020476285467269","4"
"Very high transfer dependency","1998","Male","102","0.0145156154297753","0.0116789237488269","0.0173523071107238","4"
"Very low transfer dependency","1998","Female","3406","0.391529131337713","0.380349302244951","0.402708960430476","1"
"Very low transfer dependency","1998","Male","3348","0.427004989099355","0.415273276110911","0.4387367020878","1"
"Complete transfer dependency","1999","Female","62","0.0100884283463734","0.00775205538266163","0.0124248013100851","5"
"Complete transfer dependency","1999","Male","47","0.00959552210793513","0.00723719302015745","0.0119538511957128","5"
"High transfer dependency","1999","Female","171","0.0204666344584768","0.017156352035505","0.0237769168814486","3"
"High transfer dependency","1999","Male","145","0.0174558513473527","0.0142876676193792","0.0206240350753263","3"
"Low transfer dependency","1999","Female","510","0.0535820396629829","0.0483172221546552","0.0588468571713106","2"
"Low transfer dependency","1999","Male","468","0.0564611843957664","0.0508775280336574","0.0620448407578754","2"
"No transfer dependency","1999","Female","2862","0.5018995293324","0.490209944557938","0.513589114106862","0"
"No transfer dependency","1999","Male","2584","0.465759711611905","0.453692329008876","0.477827094214935","0"
"Very high transfer dependency","1999","Female","94","0.0130349275736156","0.0103831480199256","0.0156867071273056","4"
"Very high transfer dependency","1999","Male","79","0.0112102034988481","0.00866324105497522","0.0137571659427211","4"
"Very low transfer dependency","1999","Female","3329","0.400928440626151","0.389470541403473","0.412386339848829","1"
"Very low transfer dependency","1999","Male","3241","0.439517527038192","0.427510570954574","0.451524483121811","1"
"Complete transfer dependency","2000","Female","126","0.00963716608170827","0.00792178384496364","0.0113525483184529","5"
"Complete transfer dependency","2000","Male","108","0.00966556603804487","0.00787834903873102","0.0114527830373587","5"
"High transfer dependency","2000","Female","257","0.0179466780828147","0.0156156439075429","0.0202777122580865","3"
"High transfer dependency","2000","Male","211","0.0161349068573868","0.0138333394011251","0.0184364743136485","3"
"Low transfer dependency","2000","Female","806","0.052884761028597","0.048955093980034","0.05681442807716","2"
"Low transfer dependency","2000","Male","748","0.0537633435376722","0.0496431679980178","0.0578835190773265","2"
"No transfer dependency","2000","Female","5464","0.516475627037392","0.507701111024788","0.525250143049996","0"
"No transfer dependency","2000","Male","4985","0.49748865704166","0.488355157175037","0.506622156908282","0"
"Very high transfer dependency","2000","Female","172","0.0130392293741091","0.0110473410870607","0.0150311176611575","4"
"Very high transfer dependency","2000","Male","132","0.0122445113194226","0.0102355658203437","0.0142534568185015","4"
"Very low transfer dependency","2000","Female","5635","0.390016538395379","0.381452282966311","0.398580793824446","1"
"Very low transfer dependency","2000","Male","5328","0.410703015205814","0.40171624254006","0.419689787871568","1"
"Complete transfer dependency","2001","Female","96","0.00864383427095321","0.00693728316342631","0.0103503853784801","5"
"Complete transfer dependency","2001","Male","91","0.00973301797374335","0.00784691950992859","0.0116191164375581","5"
"High transfer dependency","2001","Female","244","0.0191600904642047","0.0166328354367644","0.021687345491645","3"
"High transfer dependency","2001","Male","199","0.0170321175532446","0.0145463046607107","0.0195179304457784","3"
"Low transfer dependency","2001","Female","761","0.0536870282282496","0.0495317194036345","0.0578423370528647","2"
"Low transfer dependency","2001","Male","704","0.0538175100277918","0.0494822644607916","0.058152755594792","2"
"No transfer dependency","2001","Female","4612","0.489947163725364","0.480731355376406","0.499162972074321","0"
"No transfer dependency","2001","Male","4191","0.47554299348527","0.46594867151144","0.485137315459099","0"
"Very high transfer dependency","2001","Female","183","0.0158952538753861","0.0135895388761938","0.0182009688745784","4"
"Very high transfer dependency","2001","Male","128","0.013760855902773","0.0115227620688959","0.0159989497366501","4"
"Very low transfer dependency","2001","Female","5407","0.412666629435843","0.403590655478362","0.421742603393323","1"
"Very low transfer dependency","2001","Male","5095","0.430113505057177","0.420601979669725","0.43962503044463","1"
"Complete transfer dependency","2002","Female","111","0.0121165518200778","0.0101402790103206","0.014092824629835","5"
"Complete transfer dependency","2002","Male","104","0.0132660699129894","0.0111263409207165","0.0154057989052622","5"
"High transfer dependency","2002","Female","262","0.0273931554129538","0.0244447024046207","0.0303416084212869","3"
"High transfer dependency","2002","Male","197","0.0217049314520483","0.0189797103653915","0.0244301525387051","3"
"Low transfer dependency","2002","Female","704","0.0585210720671613","0.0542810710787402","0.0627610730555823","2"
"Low transfer dependency","2002","Male","623","0.0569272677117479","0.0525939516844755","0.0612605837390202","2"
"No transfer dependency","2002","Female","4812","0.488910808027145","0.479881225190601","0.497940390863688","0"
"No transfer dependency","2002","Male","4450","0.474089251723752","0.464750825818154","0.483427677629349","0"
"Very high transfer dependency","2002","Female","136","0.0118678616573926","0.00991172915637282","0.0138239941584123","4"
"Very high transfer dependency","2002","Male","107","0.0116224038296253","0.00961794552797253","0.013626862131278","4"
"Very low transfer dependency","2002","Female","5748","0.40119055101527","0.392336863510479","0.410044238520061","1"
"Very low transfer dependency","2002","Male","5502","0.422390075369838","0.413152419589129","0.431627731150547","1"
"Complete transfer dependency","2003","Female","129","0.0159146945699767","0.0136160171549441","0.0182133719850093","5"
"Complete transfer dependency","2003","Male","109","0.0149650921546822","0.0126486277537569","0.0172815565556074","5"
"High transfer dependency","2003","Female","237","0.021777627650984","0.019096690821662","0.0244585644803059","3"
"High transfer dependency","2003","Male","201","0.0201549870934798","0.0174737817427761","0.0228361924441836","3"
"Low transfer dependency","2003","Female","749","0.0628987525413468","0.058439348989619","0.0673581560930746","2"
"Low transfer dependency","2003","Male","656","0.0593585208903647","0.0548502114220236","0.0638668303587058","2"
"No transfer dependency","2003","Female","4630","0.480454091528471","0.471277098244461","0.489631084812482","0"
"No transfer dependency","2003","Male","4236","0.465221143803236","0.455704650237046","0.474737637369426","0"
"Very high transfer dependency","2003","Female","171","0.0166100757126825","0.0142625455318869","0.0189576058934781","4"
"Very high transfer dependency","2003","Male","121","0.0164957527653511","0.014065595881647","0.0189259096490552","4"
"Very low transfer dependency","2003","Female","5470","0.402344757996539","0.393337615333916","0.411351900659162","1"
"Very low transfer dependency","2003","Male","5230","0.423804503292886","0.414376323943564","0.433232682642208","1"
"Complete transfer dependency","2004","Female","115","0.0126752072402259","0.0105947573450671","0.0147556571353847","5"
"Complete transfer dependency","2004","Male","100","0.0144335877359917","0.0121244032657021","0.0167427722062812","5"
"High transfer dependency","2004","Female","232","0.0222675060236575","0.0195234339204064","0.0250115781269087","3"
"High transfer dependency","2004","Male","208","0.0220434930933305","0.0192008095799682","0.0248861766066928","3"
"Low transfer dependency","2004","Female","744","0.0672216956136943","0.0625648305435107","0.0718785606838779","2"
"Low transfer dependency","2004","Male","644","0.0621152157222313","0.0574421458288746","0.066788285615588","2"
"No transfer dependency","2004","Female","4489","0.478362037403497","0.469072102869389","0.487651971937604","0"
"No transfer dependency","2004","Male","4094","0.457689701593625","0.448043906570019","0.467335496617231","0"
"Very high transfer dependency","2004","Female","187","0.0200041061553965","0.0174002235023111","0.0226079888084818","4"
"Very high transfer dependency","2004","Male","146","0.0178028842944834","0.0152426892978209","0.0203630792911458","4"
"Very low transfer dependency","2004","Female","5340","0.399469447563529","0.390360692095292","0.408578203031766","1"
"Very low transfer dependency","2004","Male","5056","0.425915117560338","0.416341455008095","0.435488780112581","1"
"Complete transfer dependency","2005","Female","113","0.0121180826143405","0.0100422388910943","0.0141939263375867","5"
"Complete transfer dependency","2005","Male","106","0.0147673543306031","0.0123786267968131","0.017156081864393","5"
"High transfer dependency","2005","Female","263","0.0263431160776845","0.0233045986972427","0.0293816334581263","3"
"High transfer dependency","2005","Male","207","0.0233924914853579","0.0203992335648053","0.0263857494059104","3"
"Low transfer dependency","2005","Female","734","0.069943788707537","0.0651048027903025","0.0747827746247715","2"
"Low transfer dependency","2005","Male","654","0.0668752563095174","0.0619281817767184","0.0718223308423164","2"
"No transfer dependency","2005","Female","4390","0.466877878293428","0.4574124518931","0.476343304693756","0"
"No transfer dependency","2005","Male","3993","0.449193625591094","0.439343037888568","0.459044213293621","0"
"Very high transfer dependency","2005","Female","202","0.0217557115215748","0.0189879065253838","0.0245235165177658","4"
"Very high transfer dependency","2005","Male","143","0.0208330142793964","0.0180045525449359","0.0236614760138569","4"
"Very low transfer dependency","2005","Female","4970","0.402961422785435","0.393655528488437","0.412267317082434","1"
"Very low transfer dependency","2005","Male","4692","0.424938258004031","0.415148633699244","0.434727882308819","1"
"Complete transfer dependency","2006","Female","144","0.0170057606871358","0.0146446615644127","0.019366859809859","5"
"Complete transfer dependency","2006","Male","113","0.016942392911544","0.0144742615696623","0.0194105242534256","5"
"High transfer dependency","2006","Female","313","0.0316311834695243","0.0284350947934681","0.0348272721455805","3"
"High transfer dependency","2006","Male","245","0.0252469840433993","0.0222468306863488","0.0282471374004498","3"
"Low transfer dependency","2006","Female","698","0.0629619869679002","0.0585263242133287","0.0673976497224717","2"
"Low transfer dependency","2006","Male","656","0.0658007666361329","0.0610591478124783","0.0705423854597874","2"
"No transfer dependency","2006","Female","4944","0.475503403347066","0.46638352901517","0.484623277678963","0"
"No transfer dependency","2006","Male","4490","0.458873527927121","0.449343650812426","0.468403405041815","0"
"Very high transfer dependency","2006","Female","247","0.0255350406014397","0.0226543800072402","0.0284157011956391","4"
"Very high transfer dependency","2006","Male","181","0.0222279728052128","0.0194085504372027","0.025047395173223","4"
"Very low transfer dependency","2006","Female","5173","0.387362624926934","0.378466491181422","0.396258758672445","1"
"Very low transfer dependency","2006","Male","4818","0.410908355676591","0.40149909878209","0.420317612571091","1"
"Complete transfer dependency","2007","Female","139","0.0166505782926407","0.0142397686470999","0.0190613879381816","5"
"Complete transfer dependency","2007","Male","113","0.0161373399949827","0.0136498638387069","0.0186248161512584","5"
"High transfer dependency","2007","Female","274","0.0295844879484467","0.0263921767624596","0.0327767991344338","3"
"High transfer dependency","2007","Male","214","0.0277526011571732","0.0245098325885481","0.0309953697257983","3"
"Low transfer dependency","2007","Female","663","0.0658045976085986","0.0611332594406834","0.0704759357765139","2"
"Low transfer dependency","2007","Male","574","0.0592976546319935","0.0546351359572665","0.0639601733067205","2"
"No transfer dependency","2007","Female","4684","0.474431041853213","0.465023076097271","0.483839007609156","0"
"No transfer dependency","2007","Male","4260","0.46444004598609","0.454594391517141","0.474285700455039","0"
"Very high transfer dependency","2007","Female","234","0.0258840694692874","0.0228923840315451","0.0288757549070297","4"
"Very high transfer dependency","2007","Male","168","0.0215651135904607","0.0186975203210153","0.0244327068599062","4"
"Very low transfer dependency","2007","Female","4828","0.387645224827813","0.37846585008804","0.396824599567586","1"
"Very low transfer dependency","2007","Male","4528","0.4108072446393","0.401094914000726","0.420519575277874","1"
"Complete transfer dependency","2008","Female","120","0.0182585455755435","0.0156533980798142","0.0208636930712728","5"
"Complete transfer dependency","2008","Male","97","0.0172054685150178","0.0145567813550068","0.0198541556750288","5"
"High transfer dependency","2008","Female","217","0.0265574385821221","0.0234288466551128","0.0296860305091314","3"
"High transfer dependency","2008","Male","177","0.0243971583109251","0.0212546806474009","0.0275396359744493","3"
"Low transfer dependency","2008","Female","564","0.0592593798553045","0.0546651347471357","0.0638536249634734","2"
"Low transfer dependency","2008","Male","496","0.0570443540391013","0.0523202656490993","0.0617684424291034","2"
"No transfer dependency","2008","Female","4501","0.482839160818038","0.473115837635831","0.492562484000245","0"
"No transfer dependency","2008","Male","4129","0.473972330500609","0.463801724322099","0.484142936679119","0"
"Very high transfer dependency","2008","Female","221","0.0238207010044571","0.0208535289651036","0.0267878730438105","4"
"Very high transfer dependency","2008","Male","135","0.0162203727325322","0.0136473396141991","0.0187934058508654","4"
"Very low transfer dependency","2008","Female","4523","0.389264774164535","0.379777319812528","0.398752228516541","1"
"Very low transfer dependency","2008","Male","4225","0.411160315901814","0.401137951710621","0.421182680093007","1"
"Complete transfer dependency","2009","Female","85","0.0133517788936317","0.0110392647082046","0.0156642930790588","5"
