"transab_cat","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1984","Employed","1-pers.-HH","71","0.0832978916478875","0.0624670957965586","0.104128687499216","1"
"Very low transfer dependency","1984","Employed","(Married) couple without C. ","225","0.129856270932507","0.112742293691828","0.146970248173186","1"
"Very low transfer dependency","1984","Not Employed","Couple + C. LE and GT 16","474","0.897290771026553","0.872648249273229","0.921933292779876","1"
"Very low transfer dependency","1984","Not Employed","1-pers.-HH","70","0.115435163908198","0.0905616375901348","0.140308690226261","1"
"Very low transfer dependency","1984","Not Employed","Couple + C. LE 16 ","701","0.812079577122335","0.78604645101627","0.8381127032284","1"
"Very low transfer dependency","1984","Not Employed","Couple + C. GT 16 ","383","0.601829002109812","0.564225441899205","0.63943256232042","1"
"Very low transfer dependency","1984","Not Employed","Single parent ","90","0.394803935238691","0.330212410769498","0.459395459707883","1"
"Very low transfer dependency","1984","Employed","Single parent ","203","0.59320958632156","0.540839996041898","0.645579176601223","1"
"Very low transfer dependency","1984","Employed","Couple + C. LE 16 ","1906","0.909479591833314","0.897262935875841","0.921696247790787","1"
"Very low transfer dependency","1984","Employed","Couple + C. GT 16 ","697","0.587220323398638","0.559605011593555","0.614835635203722","1"
"Very low transfer dependency","1984","Employed","Couple + C. LE and GT 16","915","0.935697795051883","0.920732372695722","0.950663217408043","1"
"Complete transfer dependency","1985","Not Employed","(Married) couple without C. ","14","","","","5"
"Complete transfer dependency","1985","Not Employed","Single parent ","16","","","","5"
"Complete transfer dependency","1985","Not Employed","Couple + C. LE 16 ","36","0.0454408211470458","0.0305849155961038","0.0602967266979879","5"
"Complete transfer dependency","1985","Not Employed","Couple + C. GT 16 ","3","","","","5"
"Complete transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","7","","","","5"
"Complete transfer dependency","1985","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","1985","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1985","Not Employed","1-pers.-HH","22","","","","5"
"Complete transfer dependency","1985","Employed","Single parent ","","","","","5"
"Complete transfer dependency","1985","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1985","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1985","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1985","Not Employed","1-pers.-HH","11","","","","3"
"High transfer dependency","1985","Employed","Single parent ","4","","","","3"
"High transfer dependency","1985","Employed","Couple + C. LE 16 ","13","","","","3"
"High transfer dependency","1985","Employed","Couple + C. GT 16 ","13","","","","3"
"High transfer dependency","1985","Employed","Couple + C. LE and GT 16","6","","","","3"
"High transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","14","","","","3"
"High transfer dependency","1985","Not Employed","(Married) couple without C. ","12","","","","3"
"High transfer dependency","1985","Not Employed","Single parent ","8","","","","3"
"High transfer dependency","1985","Not Employed","Couple + C. LE 16 ","9","","","","3"
"High transfer dependency","1985","Not Employed","Couple + C. GT 16 ","16","","","","3"
"High transfer dependency","1985","Employed","1-pers.-HH","11","","","","3"
"High transfer dependency","1985","Employed","(Married) couple without C. ","6","","","","3"
"Low transfer dependency","1985","Not Employed","1-pers.-HH","8","","","","2"
"Low transfer dependency","1985","Not Employed","(Married) couple without C. ","24","","","","2"
"Low transfer dependency","1985","Not Employed","Single parent ","15","","","","2"
"Low transfer dependency","1985","Employed","Couple + C. LE and GT 16","31","0.0207924609757233","0.0114960755064457","0.030088846445001","2"
"Low transfer dependency","1985","Not Employed","Couple + C. LE 16 ","42","0.0451334488204044","0.0303254893926187","0.0599414082481901","2"
"Low transfer dependency","1985","Not Employed","Couple + C. GT 16 ","21","","","","2"
"Low transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","38","0.0447047531081973","0.0270106682257389","0.0623988379906557","2"
"Low transfer dependency","1985","Employed","1-pers.-HH","17","","","","2"
"Low transfer dependency","1985","Employed","(Married) couple without C. ","26","","","","2"
"Low transfer dependency","1985","Employed","Single parent ","15","","","","2"
"Low transfer dependency","1985","Employed","Couple + C. LE 16 ","61","0.0273951254828267","0.0199428261381379","0.0348474248275154","2"
"Low transfer dependency","1985","Employed","Couple + C. GT 16 ","15","","","","2"
"No transfer dependency","1985","Not Employed","1-pers.-HH","448","0.828171152583905","0.796899540153812","0.859442765013998","0"
"No transfer dependency","1985","Not Employed","(Married) couple without C. ","942","0.897496651789169","0.879390583462633","0.915602720115705","0"
"No transfer dependency","1985","Not Employed","Single parent ","63","0.326593596096675","0.262396761586063","0.390790430607286","0"
"No transfer dependency","1985","Not Employed","Couple + C. LE 16 ","18","","","","0"
"No transfer dependency","1985","Not Employed","Couple + C. GT 16 ","205","0.328057249029778","0.29210149532062","0.364013002738936","0"
"No transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","8","","","","0"
"No transfer dependency","1985","Employed","1-pers.-HH","490","0.837109970600964","0.807636726353251","0.866583214848677","0"
"No transfer dependency","1985","Employed","(Married) couple without C. ","1066","0.838138254697892","0.818185254406192","0.858091254989592","0"
"No transfer dependency","1985","Employed","Single parent ","104","0.305271654737478","0.255126804838789","0.355416504636168","0"
"No transfer dependency","1985","Employed","Couple + C. LE 16 ","52","0.0296998841919058","0.0219496318508967","0.0374501365329149","0"
"No transfer dependency","1985","Employed","Couple + C. GT 16 ","474","0.368398231403173","0.341419014195037","0.395377448611309","0"
"No transfer dependency","1985","Employed","Couple + C. LE and GT 16","14","","","","0"
"Very high transfer dependency","1985","Employed","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1985","Not Employed","1-pers.-HH","18","","","","4"
"Very high transfer dependency","1985","Not Employed","(Married) couple without C. ","10","","","","4"
"Very high transfer dependency","1985","Not Employed","Single parent ","14","","","","4"
"Very high transfer dependency","1985","Employed","1-pers.-HH","3","","","","4"
"Very high transfer dependency","1985","Employed","(Married) couple without C. ","","","","","4"
"Very high transfer dependency","1985","Employed","Single parent ","","","","","4"
"Very high transfer dependency","1985","Employed","Couple + C. LE 16 ","5","","","","4"
"Very high transfer dependency","1985","Employed","Couple + C. GT 16 ","1","","","","4"
"Very high transfer dependency","1985","Not Employed","Couple + C. LE 16 ","9","","","","4"
"Very high transfer dependency","1985","Not Employed","Couple + C. GT 16 ","2","","","","4"
"Very high transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Very low transfer dependency","1985","Not Employed","1-pers.-HH","52","0.0912524489560293","0.0673805988903538","0.115124299021705","1"
"Very low transfer dependency","1985","Not Employed","Couple + C. LE 16 ","641","0.86383629739974","0.839372660861489","0.88829993393799","1"
"Very low transfer dependency","1985","Not Employed","Couple + C. GT 16 ","408","0.632742348771531","0.595825355842506","0.669659341700556","1"
"Very low transfer dependency","1985","Not Employed","Couple + C. LE and GT 16","457","0.912744322458705","0.888581154916718","0.936907490000691","1"
"Very low transfer dependency","1985","Employed","1-pers.-HH","82","0.106162527081124","0.0815755952088979","0.13074945895335","1"
"Very low transfer dependency","1985","Employed","(Married) couple without C. ","211","0.139015788651207","0.120274134239732","0.157757443062682","1"
"Very low transfer dependency","1985","Employed","Single parent ","201","0.63146818856228","0.578940436514393","0.683995940610168","1"
"Very low transfer dependency","1985","Employed","Couple + C. LE 16 ","1712","0.935429706328518","0.924209331039985","0.94665008161705","1"
"Very low transfer dependency","1985","Not Employed","(Married) couple without C. ","76","0.0580110913402129","0.0440564999871407","0.0719656826932851","1"
"Very low transfer dependency","1985","Not Employed","Single parent ","89","0.436740408721374","0.368845509746802","0.504635307695945","1"
"Very low transfer dependency","1985","Employed","Couple + C. GT 16 ","725","0.611510316064054","0.584249393632811","0.638771238495298","1"
"Very low transfer dependency","1985","Employed","Couple + C. LE and GT 16","854","0.958531728463669","0.945542450373974","0.971521006553364","1"
"Complete transfer dependency","1986","Not Employed","(Married) couple without C. ","12","","","","5"
"Complete transfer dependency","1986","Not Employed","Single parent ","15","","","","5"
"Complete transfer dependency","1986","Not Employed","Couple + C. LE 16 ","27","","","","5"
"Complete transfer dependency","1986","Not Employed","Couple + C. GT 16 ","4","","","","5"
"Complete transfer dependency","1986","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","1986","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","6","","","","5"
"Complete transfer dependency","1986","Not Employed","1-pers.-HH","23","","","","5"
"Complete transfer dependency","1986","Employed","Single parent ","","","","","5"
"Complete transfer dependency","1986","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1986","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1986","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1986","Employed","Couple + C. LE and GT 16","8","","","","3"
"High transfer dependency","1986","Employed","Single parent ","3","","","","3"
"High transfer dependency","1986","Employed","Couple + C. LE 16 ","10","","","","3"
"High transfer dependency","1986","Not Employed","1-pers.-HH","13","","","","3"
"High transfer dependency","1986","Not Employed","(Married) couple without C. ","16","","","","3"
"High transfer dependency","1986","Not Employed","Single parent ","3","","","","3"
"High transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","12","","","","3"
"High transfer dependency","1986","Employed","(Married) couple without C. ","10","","","","3"
"High transfer dependency","1986","Employed","Couple + C. GT 16 ","7","","","","3"
"High transfer dependency","1986","Not Employed","Couple + C. LE 16 ","12","","","","3"
"High transfer dependency","1986","Employed","1-pers.-HH","12","","","","3"
"High transfer dependency","1986","Not Employed","Couple + C. GT 16 ","7","","","","3"
"Low transfer dependency","1986","Not Employed","(Married) couple without C. ","16","","","","2"
"Low transfer dependency","1986","Not Employed","Single parent ","18","","","","2"
"Low transfer dependency","1986","Not Employed","Couple + C. LE 16 ","41","0.0508434000140759","0.0340456298476852","0.0676411701804667","2"
"Low transfer dependency","1986","Not Employed","Couple + C. GT 16 ","23","","","","2"
"Low transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","26","","","","2"
"Low transfer dependency","1986","Employed","Single parent ","21","","","","2"
"Low transfer dependency","1986","Employed","Couple + C. LE 16 ","54","0.0309226903762378","0.0226449595764036","0.0392004211760719","2"
"Low transfer dependency","1986","Employed","Couple + C. GT 16 ","18","","","","2"
"Low transfer dependency","1986","Employed","Couple + C. LE and GT 16","31","0.023739974454418","0.0135295914639751","0.0339503574448609","2"
"Low transfer dependency","1986","Not Employed","1-pers.-HH","6","","","","2"
"Low transfer dependency","1986","Employed","1-pers.-HH","22","","","","2"
"Low transfer dependency","1986","Employed","(Married) couple without C. ","22","","","","2"
"No transfer dependency","1986","Not Employed","1-pers.-HH","417","0.808081377117334","0.774554255897834","0.841608498336833","0"
"No transfer dependency","1986","Not Employed","(Married) couple without C. ","874","0.897524925036066","0.878718868892095","0.916330981180036","0"
"No transfer dependency","1986","Not Employed","Single parent ","53","0.310983233455044","0.245336247690328","0.376630219219761","0"
"No transfer dependency","1986","Not Employed","Couple + C. LE 16 ","13","","","","0"
"No transfer dependency","1986","Not Employed","Couple + C. GT 16 ","186","0.321901877241348","0.285789953028935","0.358013801453761","0"
"No transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","8","","","","0"
"No transfer dependency","1986","Employed","1-pers.-HH","477","0.835921672061063","0.805781724144175","0.866061619977951","0"
"No transfer dependency","1986","Employed","(Married) couple without C. ","1100","0.839395614597812","0.819787928708027","0.859003300487597","0"
"No transfer dependency","1986","Employed","Single parent ","97","0.309616618871941","0.257472910329317","0.361760327414564","0"
"No transfer dependency","1986","Employed","Couple + C. LE 16 ","57","0.0259137373920733","0.01831647395167","0.0335110008324765","0"
"No transfer dependency","1986","Employed","Couple + C. GT 16 ","497","0.378254629116571","0.351509492428487","0.404999765804655","0"
"No transfer dependency","1986","Employed","Couple + C. LE and GT 16","16","","","","0"
"Very high transfer dependency","1986","Not Employed","1-pers.-HH","20","","","","4"
"Very high transfer dependency","1986","Employed","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1986","Not Employed","Single parent ","8","","","","4"
"Very high transfer dependency","1986","Not Employed","Couple + C. LE 16 ","7","","","","4"
"Very high transfer dependency","1986","Not Employed","Couple + C. GT 16 ","8","","","","4"
"Very high transfer dependency","1986","Employed","1-pers.-HH","3","","","","4"
"Very high transfer dependency","1986","Employed","(Married) couple without C. ","3","","","","4"
"Very high transfer dependency","1986","Employed","Single parent ","","","","","4"
"Very high transfer dependency","1986","Employed","Couple + C. LE 16 ","3","","","","4"
"Very high transfer dependency","1986","Not Employed","(Married) couple without C. ","9","","","","4"
"Very high transfer dependency","1986","Employed","Couple + C. GT 16 ","3","","","","4"
"Very high transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","3","","","","4"
"Very low transfer dependency","1986","Employed","Couple + C. LE 16 ","1556","0.93628298260493","0.924603469609504","0.947962495600355","1"
"Very low transfer dependency","1986","Not Employed","1-pers.-HH","51","0.101379619225815","0.075683140406018","0.127076098045612","1"
"Very low transfer dependency","1986","Not Employed","(Married) couple without C. ","72","0.0639918326171584","0.0488154789067707","0.079168186327546","1"
"Very low transfer dependency","1986","Not Employed","Couple + C. GT 16 ","415","0.624057163141747","0.586618899527609","0.661495426755886","1"
"Very low transfer dependency","1986","Employed","Couple + C. GT 16 ","738","0.604982262485352","0.578021880868873","0.631942644101831","1"
"Very low transfer dependency","1986","Employed","Couple + C. LE and GT 16","799","0.942743613902914","0.927161444494137","0.958325783311691","1"
"Very low transfer dependency","1986","Not Employed","Single parent ","94","0.463691320855809","0.392969521211375","0.534413120500244","1"
"Very low transfer dependency","1986","Not Employed","Couple + C. LE 16 ","557","0.865927315378073","0.839873203193306","0.891981427562841","1"
"Very low transfer dependency","1986","Not Employed","Couple + C. LE and GT 16","431","0.913689393528402","0.888722682638076","0.938656104418728","1"
"Very low transfer dependency","1986","Employed","1-pers.-HH","66","0.0909202410067734","0.0675229607343403","0.114317521279206","1"
"Very low transfer dependency","1986","Employed","(Married) couple without C. ","212","0.137178353210992","0.118805880888779","0.155550825533206","1"
"Very low transfer dependency","1986","Employed","Single parent ","181","0.596830756573494","0.541506713066226","0.652154800080763","1"
"Complete transfer dependency","1987","Not Employed","(Married) couple without C. ","4","","","","5"
"Complete transfer dependency","1987","Not Employed","Single parent ","10","","","","5"
"Complete transfer dependency","1987","Not Employed","Couple + C. LE 16 ","24","","","","5"
"Complete transfer dependency","1987","Not Employed","Couple + C. GT 16 ","3","","","","5"
"Complete transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","7","","","","5"
"Complete transfer dependency","1987","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","1987","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1987","Not Employed","1-pers.-HH","22","","","","5"
"Complete transfer dependency","1987","Employed","Single parent ","","","","","5"
"Complete transfer dependency","1987","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1987","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1987","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1987","Employed","Couple + C. LE and GT 16","8","","","","3"
"High transfer dependency","1987","Employed","Single parent ","3","","","","3"
"High transfer dependency","1987","Not Employed","1-pers.-HH","3","","","","3"
"High transfer dependency","1987","Not Employed","(Married) couple without C. ","13","","","","3"
"High transfer dependency","1987","Not Employed","Single parent ","6","","","","3"
"High transfer dependency","1987","Not Employed","Couple + C. LE 16 ","14","","","","3"
"High transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","9","","","","3"
"High transfer dependency","1987","Employed","1-pers.-HH","11","","","","3"
"High transfer dependency","1987","Employed","(Married) couple without C. ","3","","","","3"
"High transfer dependency","1987","Employed","Couple + C. LE 16 ","12","","","","3"
"High transfer dependency","1987","Employed","Couple + C. GT 16 ","7","","","","3"
"High transfer dependency","1987","Not Employed","Couple + C. GT 16 ","12","","","","3"
"Low transfer dependency","1987","Not Employed","1-pers.-HH","15","","","","2"
"Low transfer dependency","1987","Not Employed","(Married) couple without C. ","20","","","","2"
"Low transfer dependency","1987","Not Employed","Single parent ","23","","","","2"
"Low transfer dependency","1987","Not Employed","Couple + C. LE 16 ","43","0.070197905864102","0.0501686220472383","0.0902271896809658","2"
"Low transfer dependency","1987","Not Employed","Couple + C. GT 16 ","23","","","","2"
"Low transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","31","0.063404893518886","0.0399592923153137","0.0868504947224582","2"
"Low transfer dependency","1987","Employed","Single parent ","26","","","","2"
"Low transfer dependency","1987","Employed","Couple + C. LE 16 ","55","0.0319329537477706","0.0235229728906289","0.0403429346049122","2"
"Low transfer dependency","1987","Employed","Couple + C. GT 16 ","15","","","","2"
"Low transfer dependency","1987","Employed","Couple + C. LE and GT 16","32","0.0388731840655109","0.0254029465397159","0.052343421591306","2"
"Low transfer dependency","1987","Employed","1-pers.-HH","10","","","","2"
"Low transfer dependency","1987","Employed","(Married) couple without C. ","26","","","","2"
"No transfer dependency","1987","Not Employed","1-pers.-HH","418","0.80895506847202","0.775422942419461","0.842487194524579","0"
"No transfer dependency","1987","Not Employed","(Married) couple without C. ","864","0.903102022715544","0.884600046841693","0.921603998589394","0"
"No transfer dependency","1987","Not Employed","Single parent ","49","0.327370056926507","0.258818169956237","0.395921943896776","0"
"No transfer dependency","1987","Not Employed","Couple + C. LE 16 ","9","","","","0"
"No transfer dependency","1987","Not Employed","Couple + C. GT 16 ","201","0.346215815623735","0.309413831488785","0.383017799758685","0"
"No transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","6","","","","0"
"No transfer dependency","1987","Employed","1-pers.-HH","473","0.84519145166017","0.815702509823163","0.874680393497178","0"
"No transfer dependency","1987","Employed","(Married) couple without C. ","1125","0.854364576167532","0.83544985294867","0.873279299386393","0"
"No transfer dependency","1987","Employed","Single parent ","96","0.324219163928303","0.273013517692344","0.375424810164262","0"
"No transfer dependency","1987","Employed","Couple + C. LE 16 ","43","0.0265275055672005","0.0188409319201971","0.0342140792142038","0"
"No transfer dependency","1987","Employed","Couple + C. GT 16 ","513","0.400760004000915","0.373808139604662","0.427711868397169","0"
"No transfer dependency","1987","Employed","Couple + C. LE and GT 16","20","","","","0"
"Very high transfer dependency","1987","Employed","Couple + C. LE and GT 16","3","","","","4"
"Very high transfer dependency","1987","Not Employed","1-pers.-HH","19","","","","4"
"Very high transfer dependency","1987","Not Employed","Single parent ","6","","","","4"
"Very high transfer dependency","1987","Not Employed","Couple + C. LE 16 ","9","","","","4"
"Very high transfer dependency","1987","Not Employed","Couple + C. GT 16 ","2","","","","4"
"Very high transfer dependency","1987","Employed","1-pers.-HH","3","","","","4"
"Very high transfer dependency","1987","Employed","(Married) couple without C. ","1","","","","4"
"Very high transfer dependency","1987","Employed","Single parent ","2","","","","4"
"Very high transfer dependency","1987","Employed","Couple + C. LE 16 ","3","","","","4"
"Very high transfer dependency","1987","Employed","Couple + C. GT 16 ","1","","","","4"
"Very high transfer dependency","1987","Not Employed","(Married) couple without C. ","9","","","","4"
"Very high transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","6","","","","4"
"Very low transfer dependency","1987","Not Employed","1-pers.-HH","51","0.101637932673215","0.0758637593831605","0.127412105963269","1"
"Very low transfer dependency","1987","Not Employed","Couple + C. LE 16 ","526","0.840542133366257","0.8118402231853","0.869244043547215","1"
"Very low transfer dependency","1987","Not Employed","Couple + C. GT 16 ","401","0.606318463907921","0.568526148788957","0.644110779026886","1"
"Very low transfer dependency","1987","Not Employed","Couple + C. LE and GT 16","356","0.874034714755234","0.842110970645084","0.905958458865385","1"
"Very low transfer dependency","1987","Employed","1-pers.-HH","81","0.111213637533846","0.0855828538244991","0.136844421243193","1"
"Very low transfer dependency","1987","Employed","(Married) couple without C. ","181","0.127615438216973","0.109723785666358","0.145507090767588","1"
"Very low transfer dependency","1987","Employed","Single parent ","194","0.568105651464404","0.513918179486152","0.622293123442655","1"
"Very low transfer dependency","1987","Employed","Couple + C. LE 16 ","1566","0.934530641871565","0.922699175943687","0.946362107799442","1"
"Very low transfer dependency","1987","Not Employed","(Married) couple without C. ","72","0.0633255635277274","0.0480928872511979","0.078558239804257","1"
"Very low transfer dependency","1987","Not Employed","Single parent ","86","0.436542561979459","0.36408967535663","0.508995448602289","1"
"Very low transfer dependency","1987","Employed","Couple + C. GT 16 ","734","0.585735210429354","0.558643532289167","0.61282688856954","1"
"Very low transfer dependency","1987","Employed","Couple + C. LE and GT 16","728","0.914523966061194","0.895039900769353","0.934008031353036","1"
"Complete transfer dependency","1988","Not Employed","1-pers.-HH","25","","","","5"
"Complete transfer dependency","1988","Not Employed","(Married) couple without C. ","6","","","","5"
"Complete transfer dependency","1988","Not Employed","Single parent ","6","","","","5"
"Complete transfer dependency","1988","Not Employed","Couple + C. LE 16 ","19","","","","5"
"Complete transfer dependency","1988","Not Employed","Couple + C. GT 16 ","3","","","","5"
"Complete transfer dependency","1988","Not Employed","Couple + C. LE and GT 16","6","","","","5"
"Complete transfer dependency","1988","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","1988","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1988","Employed","Single parent ","","","","","5"
"Complete transfer dependency","1988","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1988","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1988","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1988","Employed","Couple + C. LE and GT 16","3","","","","3"
"High transfer dependency","1988","Not Employed","1-pers.-HH","9","","","","3"
"High transfer dependency","1988","Not Employed","(Married) couple without C. ","15","","","","3"
"High transfer dependency","1988","Not Employed","Single parent ","6","","","","3"
"High transfer dependency","1988","Not Employed","Couple + C. LE 16 ","8","","","","3"
"High transfer dependency","1988","Employed","Single parent ","5","","","","3"
"High transfer dependency","1988","Not Employed","Couple + C. GT 16 ","5","","","","3"
"High transfer dependency","1988","Not Employed","Couple + C. LE and GT 16","5","","","","3"
"High transfer dependency","1988","Employed","1-pers.-HH","3","","","","3"
"High transfer dependency","1988","Employed","(Married) couple without C. ","9","","","","3"
"High transfer dependency","1988","Employed","Couple + C. LE 16 ","8","","","","3"
