"transab_cat","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2001","Employed","(Married) couple without C. ","32","0.00781036577884791","0.00487035075921917","0.0107503807984766","3"
"High transfer dependency","2001","Employed","Single parent ","39","0.0475175974781766","0.0321583455265662","0.062876849429787","3"
"High transfer dependency","2001","Employed","Couple + C. LE 16 ","73","0.0196188020863489","0.0151894351138685","0.0240481690588293","3"
"High transfer dependency","2001","Employed","Couple + C. GT 16 ","20","","","","3"
"High transfer dependency","2001","Employed","Couple + C. LE and GT 16","21","","","","3"
"Low transfer dependency","2001","Not Employed","1-pers.-HH","38","0.02512149971826","0.0169876466964427","0.0332553527400772","2"
"Low transfer dependency","2001","Not Employed","(Married) couple without C. ","146","0.0346601509630376","0.028527038284683","0.0407932636413921","2"
"Low transfer dependency","2001","Not Employed","Single parent ","49","0.11872898721941","0.0854073041018497","0.152050670336971","2"
"Low transfer dependency","2001","Not Employed","Couple + C. LE 16 ","161","0.16170487244277","0.137730678394759","0.185679066490782","2"
"Low transfer dependency","2001","Not Employed","Couple + C. GT 16 ","100","0.081466554791264","0.0648252805895833","0.0981078289929447","2"
"Low transfer dependency","2001","Not Employed","Couple + C. LE and GT 16","73","0.124627174108546","0.0942111884895617","0.155043159727531","2"
"Low transfer dependency","2001","Employed","1-pers.-HH","62","0.0323287941620288","0.023565859323532","0.0410917290005256","2"
"Low transfer dependency","2001","Employed","(Married) couple without C. ","127","0.0311172376570728","0.0253182437467269","0.0369162315674187","2"
"Low transfer dependency","2001","Employed","Single parent ","70","0.0798053236629432","0.0602407613336058","0.0993698859922806","2"
"Low transfer dependency","2001","Employed","Couple + C. LE 16 ","328","0.0795338790611166","0.0708924032301845","0.0881753548920487","2"
"Low transfer dependency","2001","Employed","Couple + C. LE and GT 16","134","0.0890238247212996","0.0732933488851903","0.104754300557409","2"
"Low transfer dependency","2001","Employed","Couple + C. GT 16 ","114","0.0383270576442941","0.0308505817994904","0.0458035334890978","2"
"No transfer dependency","2001","Not Employed","(Married) couple without C. ","2758","0.825285814884223","0.812553954272205","0.838017675496242","0"
"No transfer dependency","2001","Not Employed","Single parent ","85","0.210198117212337","0.168225379353468","0.252170855071207","0"
"No transfer dependency","2001","Not Employed","Couple + C. LE 16 ","5","","","","0"
"No transfer dependency","2001","Not Employed","1-pers.-HH","1141","0.82215146426605","0.802276820317306","0.842026108214794","0"
"No transfer dependency","2001","Not Employed","Couple + C. GT 16 ","227","0.249588558119588","0.223260945815862","0.275916170423313","0"
"No transfer dependency","2001","Not Employed","Couple + C. LE and GT 16","2","","","","0"
"No transfer dependency","2001","Employed","1-pers.-HH","1245","0.819227540083151","0.800161551623478","0.838293528542824","0"
"No transfer dependency","2001","Employed","(Married) couple without C. ","2415","0.71929425952983","0.704287204887583","0.734301314172077","0"
"No transfer dependency","2001","Employed","Single parent ","125","0.155067760140673","0.128934954116136","0.18120056616521","0"
"No transfer dependency","2001","Employed","Couple + C. LE 16 ","65","0.0235028763126586","0.0186644522994793","0.0283413003258379","0"
"No transfer dependency","2001","Employed","Couple + C. GT 16 ","546","0.251591759988426","0.23469326672378","0.268490253253071","0"
"No transfer dependency","2001","Employed","Couple + C. LE and GT 16","1","","","","0"
"Very high transfer dependency","2001","Not Employed","(Married) couple without C. ","52","0.0163088214142836","0.0120619777046711","0.0205556651238961","4"
"Very high transfer dependency","2001","Not Employed","Single parent ","42","0.113274877289614","0.0806269877424301","0.145922766836797","4"
"Very high transfer dependency","2001","Not Employed","Couple + C. GT 16 ","13","","","","4"
"Very high transfer dependency","2001","Not Employed","Couple + C. LE and GT 16","13","","","","4"
"Very high transfer dependency","2001","Not Employed","1-pers.-HH","41","0.0214605586834912","0.0139285992497436","0.0289925181172388","4"
"Very high transfer dependency","2001","Not Employed","Couple + C. LE 16 ","38","0.0406245143701476","0.027769505167369","0.0534795235729262","4"
"Very high transfer dependency","2001","Employed","1-pers.-HH","25","","","","4"
"Very high transfer dependency","2001","Employed","(Married) couple without C. ","9","","","","4"
"Very high transfer dependency","2001","Employed","Single parent ","25","","","","4"
"Very high transfer dependency","2001","Employed","Couple + C. LE 16 ","35","0.00938409314902308","0.00630475957662876","0.0124634267214174","4"
"Very high transfer dependency","2001","Employed","Couple + C. GT 16 ","6","","","","4"
"Very high transfer dependency","2001","Employed","Couple + C. LE and GT 16","8","","","","4"
"Very low transfer dependency","2001","Not Employed","1-pers.-HH","125","0.0865325427406835","0.0719197048774682","0.101145380603899","1"
"Very low transfer dependency","2001","Not Employed","(Married) couple without C. ","373","0.102490192118283","0.0923210022328149","0.112659382003752","1"
"Very low transfer dependency","2001","Not Employed","Single parent ","109","0.350598208704748","0.301444601651429","0.399751815758068","1"
"Very low transfer dependency","2001","Not Employed","Couple + C. LE 16 ","614","0.683401449984065","0.653113045187146","0.713689854780983","1"
"Very low transfer dependency","2001","Not Employed","Couple + C. GT 16 ","666","0.638760401776669","0.609537988244658","0.667982815308681","1"
"Very low transfer dependency","2001","Not Employed","Couple + C. LE and GT 16","342","0.783961077548386","0.746063430930055","0.821858724166717","1"
"Very low transfer dependency","2001","Employed","1-pers.-HH","197","0.11241999804129","0.096769921675199","0.128070074407381","1"
"Very low transfer dependency","2001","Employed","(Married) couple without C. ","861","0.239596722255417","0.225341337417698","0.253852107093136","1"
"Very low transfer dependency","2001","Employed","Single parent ","478","0.68813675621756","0.65469155439964","0.721581958035481","1"
"Very low transfer dependency","2001","Employed","Couple + C. LE 16 ","3265","0.867960349390853","0.857148249251229","0.878772449530477","1"
"Very low transfer dependency","2001","Employed","Couple + C. GT 16 ","1847","0.700062411680072","0.682217503256064","0.71790732010408","1"
"Very low transfer dependency","2001","Employed","Couple + C. LE and GT 16","1095","0.878069248023599","0.859995166543853","0.896143329503346","1"
"Complete transfer dependency","2002","Not Employed","1-pers.-HH","80","0.0482663122137875","0.0371068582277757","0.0594257661997992","5"
"Complete transfer dependency","2002","Not Employed","(Married) couple without C. ","34","0.00926258310723318","0.0061046805614432","0.0124204856530232","5"
"Complete transfer dependency","2002","Not Employed","Single parent ","41","0.131539350124779","0.0960793856549904","0.166999314594568","5"
"Complete transfer dependency","2002","Not Employed","Couple + C. LE 16 ","43","0.0779138443469684","0.0599685433355452","0.0958591453583917","5"
"Complete transfer dependency","2002","Not Employed","Couple + C. GT 16 ","9","","","","5"
"Complete transfer dependency","2002","Not Employed","Couple + C. LE and GT 16","7","","","","5"
"Complete transfer dependency","2002","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","2002","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","2002","Employed","Couple + C. LE and GT 16","","","","","5"
"Complete transfer dependency","2002","Employed","Single parent ","","","","","5"
"Complete transfer dependency","2002","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","2002","Employed","Couple + C. GT 16 ","","","","","5"
"High transfer dependency","2002","Not Employed","(Married) couple without C. ","54","0.0172887318449175","0.0129919043435817","0.0215855593462533","3"
"High transfer dependency","2002","Not Employed","1-pers.-HH","29","","","","3"
"High transfer dependency","2002","Not Employed","Single parent ","30","0.120503033417604","0.0863482496443981","0.15465781719081","3"
"High transfer dependency","2002","Not Employed","Couple + C. LE 16 ","52","0.0654166116255277","0.0488623150512186","0.0819709081998368","3"
"High transfer dependency","2002","Not Employed","Couple + C. GT 16 ","36","0.0321038302065164","0.0218890767415168","0.0423185836715161","3"
"High transfer dependency","2002","Not Employed","Couple + C. LE and GT 16","27","","","","3"
"High transfer dependency","2002","Employed","1-pers.-HH","35","0.0206910228439864","0.0136631995630136","0.0277188461249591","3"
"High transfer dependency","2002","Employed","(Married) couple without C. ","31","0.0122025405917228","0.00874977127745027","0.0156553099059954","3"
"High transfer dependency","2002","Employed","Single parent ","43","0.0724987578524371","0.0539650760065152","0.0910324396983591","3"
"High transfer dependency","2002","Employed","Couple + C. LE 16 ","59","0.0179720496269042","0.0137508927822202","0.0221932064715882","3"
"High transfer dependency","2002","Employed","Couple + C. GT 16 ","21","","","","3"
"High transfer dependency","2002","Employed","Couple + C. LE and GT 16","25","","","","3"
"Low transfer dependency","2002","Not Employed","1-pers.-HH","41","0.0297656125452843","0.0209173314794046","0.038613893611164","2"
"Low transfer dependency","2002","Not Employed","(Married) couple without C. ","125","0.0332174665539338","0.0273100032450058","0.0391249298628618","2"
"Low transfer dependency","2002","Not Employed","Single parent ","30","0.0751471703923969","0.0474887095535604","0.102805631231233","2"
"Low transfer dependency","2002","Not Employed","Couple + C. LE 16 ","132","0.147465797029304","0.12372697103586","0.171204623022748","2"
"Low transfer dependency","2002","Not Employed","Couple + C. GT 16 ","117","0.109029792885805","0.0909688980701108","0.127090687701499","2"
"Low transfer dependency","2002","Not Employed","Couple + C. LE and GT 16","51","0.110688544601197","0.0829934461557793","0.138383643046615","2"
"Low transfer dependency","2002","Employed","1-pers.-HH","66","0.0413542548460163","0.0315241271641455","0.0511843825278872","2"
"Low transfer dependency","2002","Employed","(Married) couple without C. ","109","0.0290591392227358","0.0237765572820249","0.0343417211634466","2"
"Low transfer dependency","2002","Employed","Single parent ","78","0.0999420595423403","0.0785058224428668","0.121378296641814","2"
"Low transfer dependency","2002","Employed","Couple + C. LE 16 ","268","0.0739505222221916","0.0656355944958718","0.0822654499485114","2"
"Low transfer dependency","2002","Employed","Couple + C. LE and GT 16","111","0.0936746412430507","0.0785409042755021","0.108808378210599","2"
"Low transfer dependency","2002","Employed","Couple + C. GT 16 ","125","0.0602562767787232","0.0513802061136194","0.0691323474438269","2"
"No transfer dependency","2002","Not Employed","(Married) couple without C. ","2895","0.826550861545523","0.814069146977808","0.839032576113238","0"
"No transfer dependency","2002","Not Employed","Single parent ","89","0.220100007005694","0.176632486872598","0.26356752713879","0"
"No transfer dependency","2002","Not Employed","Couple + C. LE 16 ","1","","","","0"
"No transfer dependency","2002","Not Employed","1-pers.-HH","1115","0.804471656963784","0.783821497974212","0.825121815953356","0"
"No transfer dependency","2002","Not Employed","Couple + C. GT 16 ","227","0.231860047833227","0.207405016907052","0.256315078759402","0"
"No transfer dependency","2002","Not Employed","Couple + C. LE and GT 16","2","","","","0"
"No transfer dependency","2002","Employed","1-pers.-HH","1249","0.815573064873192","0.796425497949096","0.834720631797288","0"
"No transfer dependency","2002","Employed","(Married) couple without C. ","2751","0.724498846084203","0.710448434688655","0.738549257479751","0"
"No transfer dependency","2002","Employed","Single parent ","146","0.17246843682136","0.145467037728298","0.199469835914422","0"
"No transfer dependency","2002","Employed","Couple + C. GT 16 ","564","0.241574131879254","0.225608111835839","0.257540151922669","0"
"No transfer dependency","2002","Employed","Couple + C. LE and GT 16","6","","","","0"
"No transfer dependency","2002","Employed","Couple + C. LE 16 ","27","","","","0"
"Very high transfer dependency","2002","Not Employed","1-pers.-HH","31","0.0169476243348479","0.0102270574323607","0.023668191237335","4"
"Very high transfer dependency","2002","Not Employed","(Married) couple without C. ","40","0.0127872047177297","0.00908341280711316","0.0164909966283462","4"
"Very high transfer dependency","2002","Not Employed","Single parent ","50","0.139326125025003","0.102995659140226","0.17565659090978","4"
"Very high transfer dependency","2002","Not Employed","Couple + C. LE 16 ","22","","","","4"
"Very high transfer dependency","2002","Not Employed","Couple + C. GT 16 ","13","","","","4"
"Very high transfer dependency","2002","Not Employed","Couple + C. LE and GT 16","11","","","","4"
"Very high transfer dependency","2002","Employed","1-pers.-HH","12","","","","4"
"Very high transfer dependency","2002","Employed","(Married) couple without C. ","10","","","","4"
"Very high transfer dependency","2002","Employed","Single parent ","19","","","","4"
"Very high transfer dependency","2002","Employed","Couple + C. LE 16 ","17","","","","4"
"Very high transfer dependency","2002","Employed","Couple + C. GT 16 ","5","","","","4"
"Very high transfer dependency","2002","Employed","Couple + C. LE and GT 16","6","","","","4"
"Very low transfer dependency","2002","Not Employed","1-pers.-HH","121","0.0805387991008584","0.0663700195062405","0.0947075786954763","1"
"Very low transfer dependency","2002","Not Employed","(Married) couple without C. ","387","0.100893152230663","0.0909645095757933","0.110821794885532","1"
"Very low transfer dependency","2002","Not Employed","Single parent ","109","0.313384314034523","0.264717729815417","0.362050898253629","1"
"Very low transfer dependency","2002","Not Employed","Couple + C. LE 16 ","607","0.676083865386631","0.6447528653919","0.707414865381363","1"
"Very low transfer dependency","2002","Not Employed","Couple + C. GT 16 ","742","0.60602333806632","0.577708440064303","0.634338236068337","1"
"Very low transfer dependency","2002","Not Employed","Couple + C. LE and GT 16","395","0.73405071119559","0.695048693060283","0.773052729330897","1"
"Very low transfer dependency","2002","Employed","Single parent ","466","0.637169582650082","0.602804409814395","0.671534755485769","1"
"Very low transfer dependency","2002","Employed","Couple + C. LE and GT 16","1276","0.869489809263735","0.851993455280173","0.886986163247297","1"
"Very low transfer dependency","2002","Employed","1-pers.-HH","214","0.114941120506253","0.0991942672807516","0.130687973731754","1"
"Very low transfer dependency","2002","Employed","(Married) couple without C. ","983","0.230947397423724","0.217693517254047","0.244201277593401","1"
"Very low transfer dependency","2002","Employed","Couple + C. LE 16 ","3434","0.893017437516936","0.883196403210431","0.902838471823441","1"
"Very low transfer dependency","2002","Employed","Couple + C. GT 16 ","2046","0.68501419357376","0.667687720617307","0.702340666530213","1"
"Complete transfer dependency","2003","Not Employed","1-pers.-HH","78","0.0464877758774118","0.0356361087993728","0.0573394429554508","5"
"Complete transfer dependency","2003","Not Employed","(Married) couple without C. ","28","","","","5"
"Complete transfer dependency","2003","Not Employed","Single parent ","48","0.163022479150187","0.125333397821568","0.200711560478806","5"
"Complete transfer dependency","2003","Not Employed","Couple + C. LE 16 ","51","0.088837120783606","0.068909178512815","0.108765063054397","5"
"Complete transfer dependency","2003","Not Employed","Couple + C. GT 16 ","16","","","","5"
"Complete transfer dependency","2003","Not Employed","Couple + C. LE and GT 16","17","","","","5"
"Complete transfer dependency","2003","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","2003","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","2003","Employed","Single parent ","","","","","5"
"Complete transfer dependency","2003","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","2003","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","2003","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","2003","Not Employed","1-pers.-HH","22","","","","3"
"High transfer dependency","2003","Not Employed","(Married) couple without C. ","53","0.0136724980376793","0.00984868172925301","0.0174963143461056","3"
"High transfer dependency","2003","Not Employed","Single parent ","33","0.0843883930725926","0.0560267157775753","0.11275007036761","3"
"High transfer dependency","2003","Not Employed","Couple + C. LE 16 ","46","0.0569089500171021","0.0406820967844613","0.0731358032497428","3"
"High transfer dependency","2003","Not Employed","Couple + C. GT 16 ","42","0.0354188773972678","0.0247545870236011","0.0460831677709344","3"
"High transfer dependency","2003","Not Employed","Couple + C. LE and GT 16","12","","","","3"
"High transfer dependency","2003","Employed","1-pers.-HH","38","0.0225281542661732","0.0150803525906713","0.0299759559416752","3"
"High transfer dependency","2003","Employed","(Married) couple without C. ","32","0.0110153831978332","0.00766716564259282","0.0143636007530736","3"
"High transfer dependency","2003","Employed","Single parent ","44","0.0683953870127032","0.0499189709225736","0.0868718031028329","3"
"High transfer dependency","2003","Employed","Couple + C. LE 16 ","64","0.0179772864799034","0.0135879427145453","0.0223666302452615","3"
"High transfer dependency","2003","Employed","Couple + C. GT 16 ","30","0.0139686334031159","0.0095500223897548","0.018387244416477","3"
"High transfer dependency","2003","Employed","Couple + C. LE and GT 16","15","","","","3"
"Low transfer dependency","2003","Not Employed","(Married) couple without C. ","138","0.0312153082726619","0.0254891946317543","0.0369414219135695","2"
"Low transfer dependency","2003","Not Employed","1-pers.-HH","47","0.0331183795805431","0.0238951050280286","0.0423416541330575","2"
"Low transfer dependency","2003","Employed","1-pers.-HH","56","0.0334446920879462","0.0244208782913377","0.0424685058845548","2"
"Low transfer dependency","2003","Not Employed","Single parent ","41","0.102171270699349","0.0712685971316589","0.133073944267039","2"
"Low transfer dependency","2003","Not Employed","Couple + C. LE 16 ","114","0.142714425123254","0.118214548108834","0.167214302137673","2"
"Low transfer dependency","2003","Not Employed","Couple + C. GT 16 ","99","0.096651655147026","0.07960349717378","0.113699813120272","2"
"Low transfer dependency","2003","Not Employed","Couple + C. LE and GT 16","87","0.188410682832174","0.153822458453275","0.222998907211073","2"
"Low transfer dependency","2003","Employed","(Married) couple without C. ","126","0.0314850400057801","0.0258832814329244","0.0370867985786359","2"
"Low transfer dependency","2003","Employed","Single parent ","88","0.122477847541399","0.0984814344140666","0.146474260668732","2"
"Low transfer dependency","2003","Employed","Couple + C. LE 16 ","294","0.0879423768717687","0.0785864461400752","0.0972983076034623","2"
"Low transfer dependency","2003","Employed","Couple + C. GT 16 ","119","0.0557804052354681","0.047139867275476","0.0644209431954602","2"
"Low transfer dependency","2003","Employed","Couple + C. LE and GT 16","134","0.107982619155697","0.0912017676109566","0.124763470700438","2"
"No transfer dependency","2003","Not Employed","(Married) couple without C. ","2851","0.811290208944239","0.798406293999199","0.82417412388928","0"
"No transfer dependency","2003","Not Employed","Single parent ","78","0.179989568409138","0.140791175270396","0.219187961547881","0"
"No transfer dependency","2003","Not Employed","Couple + C. LE 16 ","2","","","","0"
"No transfer dependency","2003","Not Employed","1-pers.-HH","1131","0.780532372981687","0.759199731301844","0.80186501466153","0"
"No transfer dependency","2003","Not Employed","Couple + C. GT 16 ","237","0.216845506029885","0.193069214242185","0.240621797817585","0"
"No transfer dependency","2003","Not Employed","Couple + C. LE and GT 16","2","","","","0"
"No transfer dependency","2003","Employed","1-pers.-HH","1192","0.806711091211746","0.786892369006707","0.826529813416784","0"
"No transfer dependency","2003","Employed","(Married) couple without C. ","2561","0.715383541013814","0.700908540972595","0.729858541055033","0"
"No transfer dependency","2003","Employed","Single parent ","125","0.155296764376834","0.128786027720281","0.181807501033387","0"
"No transfer dependency","2003","Employed","Couple + C. LE 16 ","23","","","","0"
"No transfer dependency","2003","Employed","Couple + C. GT 16 ","515","0.23235648111998","0.216455620353855","0.248257341886105","0"
"No transfer dependency","2003","Employed","Couple + C. LE and GT 16","1","","","","0"
"Very high transfer dependency","2003","Not Employed","Couple + C. LE 16 ","39","0.0567661086372504","0.0405584056113457","0.0729738116631552","4"
"Very high transfer dependency","2003","Not Employed","Couple + C. GT 16 ","18","","","","4"
"Very high transfer dependency","2003","Not Employed","1-pers.-HH","34","0.0269075964108864","0.0185673585222922","0.0352478342994806","4"
"Very high transfer dependency","2003","Not Employed","(Married) couple without C. ","36","0.0115984241060062","0.00807285913940876","0.0151239890726036","4"
"Very high transfer dependency","2003","Not Employed","Single parent ","33","0.0798108765036489","0.0521602805589685","0.107461472448329","4"
"Very high transfer dependency","2003","Not Employed","Couple + C. LE and GT 16","14","","","","4"
"Very high transfer dependency","2003","Employed","1-pers.-HH","25","","","","4"
"Very high transfer dependency","2003","Employed","(Married) couple without C. ","17","","","","4"
"Very high transfer dependency","2003","Employed","Single parent ","27","","","","4"
"Very high transfer dependency","2003","Employed","Couple + C. LE 16 ","28","","","","4"
"Very high transfer dependency","2003","Employed","Couple + C. GT 16 ","8","","","","4"
"Very high transfer dependency","2003","Employed","Couple + C. LE and GT 16","9","","","","4"
"Very low transfer dependency","2003","Not Employed","1-pers.-HH","134","0.0974853335194042","0.0821969798935322","0.112773687145276","1"
"Very low transfer dependency","2003","Not Employed","(Married) couple without C. ","437","0.119361126753422","0.108685511933938","0.130036741572906","1"
"Very low transfer dependency","2003","Not Employed","Single parent ","136","0.390617412165084","0.340837316420398","0.440397507909771","1"
"Very low transfer dependency","2003","Not Employed","Couple + C. LE 16 ","531","0.650978822643504","0.617591889317073","0.684365755969936","1"
"Very low transfer dependency","2003","Not Employed","Couple + C. GT 16 ","742","0.621368909875062","0.593383731311885","0.649354088438239","1"
"Very low transfer dependency","2003","Not Employed","Couple + C. LE and GT 16","359","0.680525092674969","0.63928232582589","0.721767859524049","1"
"Very low transfer dependency","2003","Employed","1-pers.-HH","214","0.12288948154937","0.106411740074731","0.139367223024009","1"
"Very low transfer dependency","2003","Employed","(Married) couple without C. ","997","0.237034088010988","0.223392118743959","0.250676057278017","1"
"Very low transfer dependency","2003","Employed","Single parent ","433","0.612491161996945","0.576831334957984","0.648150989035906","1"
"Very low transfer dependency","2003","Employed","Couple + C. LE 16 ","3111","0.871275511205478","0.860212200715783","0.882338821695173","1"
"Very low transfer dependency","2003","Employed","Couple + C. GT 16 ","2038","0.695100386983394","0.677767709846495","0.712433064120293","1"
"Very low transfer dependency","2003","Employed","Couple + C. LE and GT 16","1155","0.870815081063334","0.852680008912699","0.888950153213969","1"
"Complete transfer dependency","2004","Not Employed","Single parent ","55","0.156764252484287","0.120063460299305","0.19346504466927","5"
"Complete transfer dependency","2004","Not Employed","Couple + C. LE 16 ","38","0.063940648727817","0.0461447472428571","0.081736550212777","5"
"Complete transfer dependency","2004","Not Employed","(Married) couple without C. ","21","","","","5"
"Complete transfer dependency","2004","Not Employed","1-pers.-HH","83","0.0561019835972915","0.0442493337325889","0.0679546334619941","5"
"Complete transfer dependency","2004","Not Employed","Couple + C. GT 16 ","9","","","","5"
"Complete transfer dependency","2004","Not Employed","Couple + C. LE and GT 16","6","","","","5"
"Complete transfer dependency","2004","Employed","1-pers.-HH","","","","","5"
"Complete transfer dependency","2004","Employed","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","2004","Employed","Single parent ","","","","","5"
"Complete transfer dependency","2004","Employed","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","2004","Employed","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","2004","Employed","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","2004","Not Employed","(Married) couple without C. ","41","0.0148683941550776","0.0108804567235545","0.0188563315866007","3"
"High transfer dependency","2004","Not Employed","Single parent ","24","","","","3"
"High transfer dependency","2004","Not Employed","1-pers.-HH","22","","","","3"
"High transfer dependency","2004","Not Employed","Couple + C. LE 16 ","34","0.0384333604417147","0.0244496103509814","0.052417110532448","3"
"High transfer dependency","2004","Not Employed","Couple + C. GT 16 ","42","0.0356277256681153","0.0250291973268464","0.0462262540093843","3"
"High transfer dependency","2004","Not Employed","Couple + C. LE and GT 16","26","","","","3"
"High transfer dependency","2004","Employed","1-pers.-HH","38","0.0198995427104455","0.0127384412461665","0.0270606441747245","3"
"High transfer dependency","2004","Employed","(Married) couple without C. ","37","0.0174856479589536","0.0132519827120312","0.0217193132058761","3"
"High transfer dependency","2004","Employed","Couple + C. GT 16 ","31","0.015043976574474","0.0104093483884335","0.0196786047605144","3"
"High transfer dependency","2004","Employed","Couple + C. LE and GT 16","24","","","","3"
"High transfer dependency","2004","Employed","Single parent ","45","0.0665025629390351","0.0478439841107961","0.085161141767274","3"
"High transfer dependency","2004","Employed","Couple + C. LE 16 ","61","0.0184736916370729","0.0138512960658794","0.0230960872082664","3"
"Low transfer dependency","2004","Not Employed","1-pers.-HH","41","0.0291181663887991","0.0204579447036548","0.0377783880739435","2"
"Low transfer dependency","2004","Not Employed","(Married) couple without C. ","126","0.0373817575159221","0.0311310946061382","0.043632420425706","2"
"Low transfer dependency","2004","Not Employed","Single parent ","33","0.0776551796124532","0.0506399112036699","0.104670448021236","2"
"Low transfer dependency","2004","Not Employed","Couple + C. LE 16 ","119","0.170679914599727","0.143312606531518","0.198047222667935","2"
"Low transfer dependency","2004","Not Employed","Couple + C. GT 16 ","108","0.10695329433372","0.0892822048073665","0.124624383860073","2"
"Low transfer dependency","2004","Not Employed","Couple + C. LE and GT 16","96","0.195499433428835","0.161510841329367","0.229488025528303","2"
"Low transfer dependency","2004","Employed","1-pers.-HH","69","0.0464861957886184","0.0356905536715889","0.057281837905648","2"
"Low transfer dependency","2004","Employed","(Married) couple without C. ","96","0.0249325622599392","0.0198963157228951","0.0299688087969832","2"
"Low transfer dependency","2004","Employed","Single parent ","91","0.141246515737031","0.115165414008929","0.167327617465132","2"
"Low transfer dependency","2004","Employed","Couple + C. LE 16 ","294","0.0949514463151945","0.0848884799170766","0.105014412713313","2"
"Low transfer dependency","2004","Employed","Couple + C. GT 16 ","128","0.063253083848663","0.0539852734140573","0.0725208942832686","2"
"Low transfer dependency","2004","Employed","Couple + C. LE and GT 16","132","0.109958642606119","0.0924827710828112","0.127434514129428","2"
"No transfer dependency","2004","Not Employed","(Married) couple without C. ","2848","0.810287488511567","0.797368255537075","0.823206721486059","0"
"No transfer dependency","2004","Not Employed","Single parent ","75","0.194891095354517","0.154905761250544","0.23487642945849","0"
"No transfer dependency","2004","Not Employed","Couple + C. LE 16 ","2","","","","0"
"No transfer dependency","2004","Not Employed","1-pers.-HH","1118","0.77812872110359","0.756727424980003","0.799530017227177","0"
"No transfer dependency","2004","Not Employed","Couple + C. GT 16 ","208","0.178292714620516","0.15640731277823","0.200178116462802","0"
"No transfer dependency","2004","Not Employed","Couple + C. LE and GT 16","2","","","","0"
"No transfer dependency","2004","Employed","1-pers.-HH","1130","0.792452081642828","0.771656614566196","0.81324754871946","0"
"No transfer dependency","2004","Employed","(Married) couple without C. ","2471","0.700274878469555","0.685476911798784","0.715072845140325","0"
"No transfer dependency","2004","Employed","Single parent ","104","0.150909828956869","0.124103430084317","0.177716227829422","0"
"No transfer dependency","2004","Employed","Couple + C. LE 16 ","21","","","","0"
"No transfer dependency","2004","Employed","Couple + C. GT 16 ","458","0.192237228301103","0.177233961965989","0.207240494636217","0"
"No transfer dependency","2004","Employed","Couple + C. LE and GT 16","8","","","","0"
"Very high transfer dependency","2004","Not Employed","1-pers.-HH","44","0.0257322895831383","0.01757694755342","0.0338876316128566","4"
"Very high transfer dependency","2004","Not Employed","(Married) couple without C. ","31","0.0083683175101786","0.00536664402740051","0.0113699909929567","4"
"Very high transfer dependency","2004","Not Employed","Single parent ","45","0.109508973209222","0.0779867352515697","0.141031211166874","4"
"Very high transfer dependency","2004","Not Employed","Couple + C. LE 16 ","42","0.0717638616218373","0.0529896410052433","0.0905380822384313","4"
"Very high transfer dependency","2004","Not Employed","Couple + C. GT 16 ","27","","","","4"
"Very high transfer dependency","2004","Not Employed","Couple + C. LE and GT 16","27","","","","4"
"Very high transfer dependency","2004","Employed","1-pers.-HH","24","","","","4"
"Very high transfer dependency","2004","Employed","(Married) couple without C. ","19","","","","4"
"Very high transfer dependency","2004","Employed","Single parent ","17","","","","4"
"Very high transfer dependency","2004","Employed","Couple + C. LE 16 ","34","0.0166181402921667","0.012229887904299","0.0210063926800344","4"
"Very high transfer dependency","2004","Employed","Couple + C. GT 16 ","7","","","","4"
"Very high transfer dependency","2004","Employed","Couple + C. LE and GT 16","11","","","","4"
"Very low transfer dependency","2004","Not Employed","1-pers.-HH","140","0.0984233359014066","0.0830801982446015","0.113766473558212","1"
"Very low transfer dependency","2004","Not Employed","(Married) couple without C. ","471","0.121475164929204","0.110710761969559","0.132239567888848","1"
"Very low transfer dependency","2004","Not Employed","Single parent ","145","0.391794308597867","0.342518731726081","0.441069885469653","1"
"Very low transfer dependency","2004","Not Employed","Couple + C. LE 16 ","491","0.652099926142528","0.617453047357581","0.686746804927476","1"
"Very low transfer dependency","2004","Not Employed","Couple + C. GT 16 ","781","0.631700690705536","0.604121260726646","0.659280120684426","1"
"Very low transfer dependency","2004","Not Employed","Couple + C. LE and GT 16","366","0.672294042664627","0.632066912916943","0.712521172412311","1"
"Very low transfer dependency","2004","Employed","1-pers.-HH","200","0.121694644279597","0.104930496470808","0.138458792088387","1"
"Very low transfer dependency","2004","Employed","(Married) couple without C. ","1059","0.248809005199032","0.234844857527487","0.262773152870577","1"
"Very low transfer dependency","2004","Employed","Single parent ","428","0.619531799468234","0.583174318213225","0.655889280723242","1"
