"transab_cat","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1984","Part Time","indirect migration background","1","","","","4"
"Very high transfer dependency","1984","Part Time","direct migration background","7","","","","4"
"Very high transfer dependency","1984","Full Time","direct migration background","1","","","","4"
"Very high transfer dependency","1984","Part Time","no migration background","7","","","","4"
"Very high transfer dependency","1984","Full Time","no migration background","","","","","4"
"Very high transfer dependency","1984","Full Time","indirect migration background","1","","","","4"
"Very high transfer dependency","1984","Not Working","no migration background","19","","","","4"
"Very high transfer dependency","1984","Not Working","direct migration background","19","","","","4"
"Very high transfer dependency","1984","Not Working","indirect migration background","1","","","","4"
"Very low transfer dependency","1984","Part Time","indirect migration background","13","","","","1"
"Very low transfer dependency","1984","Not Working","no migration background","1384","0.345676765108258","0.329884650630345","0.36146887958617","1"
"Very low transfer dependency","1984","Part Time","direct migration background","299","0.605530686339956","0.561899274880825","0.649162097799087","1"
"Very low transfer dependency","1984","Full Time","direct migration background","1202","0.589371591267996","0.567086507853902","0.611656674682089","1"
"Very low transfer dependency","1984","Full Time","no migration background","1870","0.512695206855609","0.496211012979174","0.529179400732044","1"
"Very low transfer dependency","1984","Part Time","no migration background","820","0.604241887165292","0.577821421148596","0.630662353181988","1"
"Very low transfer dependency","1984","Full Time","indirect migration background","27","","","","1"
"Very low transfer dependency","1984","Not Working","indirect migration background","33","0.391115277071322","0.26330257794265","0.518927976199995","1"
"Very low transfer dependency","1984","Not Working","direct migration background","543","0.492205010833562","0.460662108213398","0.523747913453725","1"
"Complete transfer dependency","1985","Not Working","indirect migration background","","","","","5"
"Complete transfer dependency","1985","Not Working","direct migration background","38","0.0510004092182693","0.0362969775228912","0.0657038409136474","5"
"Complete transfer dependency","1985","Not Working","no migration background","62","0.017714884508868","0.0131278983686262","0.0223018706491098","5"
"Complete transfer dependency","1985","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1985","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1985","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1985","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1985","Full Time","no migration background","","","","","5"
"Complete transfer dependency","1985","Full Time","direct migration background","","","","","5"
"High transfer dependency","1985","Full Time","no migration background","3","","","","3"
"High transfer dependency","1985","Not Working","direct migration background","34","0.0363815118661441","0.0238676372670431","0.0488953864652452","3"
"High transfer dependency","1985","Not Working","indirect migration background","2","","","","3"
"High transfer dependency","1985","Full Time","indirect migration background","","","","","3"
"High transfer dependency","1985","Part Time","no migration background","27","","","","3"
"High transfer dependency","1985","Part Time","direct migration background","18","","","","3"
"High transfer dependency","1985","Part Time","indirect migration background","","","","","3"
"High transfer dependency","1985","Not Working","no migration background","43","0.0136275085919266","0.00959599441078324","0.01765902277307","3"
"High transfer dependency","1985","Full Time","direct migration background","7","","","","3"
"Low transfer dependency","1985","Part Time","no migration background","61","0.0452295261469286","0.034014863803018","0.0564441884908391","2"
"Low transfer dependency","1985","Part Time","direct migration background","35","0.0696549453045933","0.0460823669216514","0.0932275236875352","2"
"Low transfer dependency","1985","Part Time","indirect migration background","1","","","","2"
"Low transfer dependency","1985","Not Working","no migration background","96","0.0258238355106624","0.0203085422902974","0.0313391287310274","2"
"Low transfer dependency","1985","Not Working","direct migration background","77","0.0629570164917601","0.0467239453738089","0.0791900876097114","2"
"Low transfer dependency","1985","Not Working","indirect migration background","4","","","","2"
"Low transfer dependency","1985","Full Time","indirect migration background","2","","","","2"
"Low transfer dependency","1985","Full Time","no migration background","41","0.0118857496800058","0.00812621997396086","0.0156452793860508","2"
"Low transfer dependency","1985","Full Time","direct migration background","39","0.0176043849514051","0.0109691377559134","0.0242396321468968","2"
"No transfer dependency","1985","Full Time","no migration background","1400","0.476349938144769","0.459023859321555","0.493676016967982","0"
"No transfer dependency","1985","Full Time","direct migration background","448","0.390121584984533","0.365510821168522","0.414732348800544","0"
"No transfer dependency","1985","Full Time","indirect migration background","16","","","","0"
"No transfer dependency","1985","Part Time","no migration background","358","0.302044323069616","0.277265826390161","0.326822819749071","0"
"No transfer dependency","1985","Part Time","direct migration background","80","0.251076260367497","0.210922085278811","0.291230435456183","0"
"No transfer dependency","1985","Part Time","indirect migration background","5","","","","0"
"No transfer dependency","1985","Not Working","no migration background","1638","0.591624522544817","0.574532541806406","0.608716503283227","0"
"No transfer dependency","1985","Not Working","direct migration background","161","0.345442840601063","0.31366233865511","0.377223342547016","0"
"No transfer dependency","1985","Not Working","indirect migration background","12","","","","0"
"Very high transfer dependency","1985","Part Time","indirect migration background","","","","","4"
"Very high transfer dependency","1985","Part Time","direct migration background","3","","","","4"
"Very high transfer dependency","1985","Part Time","no migration background","7","","","","4"
"Very high transfer dependency","1985","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1985","Full Time","no migration background","","","","","4"
"Very high transfer dependency","1985","Full Time","direct migration background","","","","","4"
"Very high transfer dependency","1985","Not Working","no migration background","47","0.0141091947965119","0.0100080509105931","0.0182103386824307","4"
"Very high transfer dependency","1985","Not Working","direct migration background","13","","","","4"
"Very high transfer dependency","1985","Not Working","indirect migration background","1","","","","4"
"Very low transfer dependency","1985","Part Time","direct migration background","312","0.628368498867328","0.58362061046262","0.673116387272036","1"
"Very low transfer dependency","1985","Full Time","direct migration background","1015","0.590036828518279","0.56522176145553","0.614851895581027","1"
"Very low transfer dependency","1985","Part Time","indirect migration background","15","","","","1"
"Very low transfer dependency","1985","Not Working","no migration background","1291","0.337100054047214","0.320662284537249","0.353537823557179","1"
"Very low transfer dependency","1985","Part Time","no migration background","866","0.621923507465689","0.595754694862573","0.648092320068804","1"
"Very low transfer dependency","1985","Full Time","no migration background","1748","0.510701771110051","0.493360251412132","0.528043290807969","1"
"Very low transfer dependency","1985","Full Time","indirect migration background","32","0.482540942755479","0.344035075965149","0.62104680954581","1"
"Very low transfer dependency","1985","Not Working","indirect migration background","52","0.459483345041452","0.343563352662603","0.575403337420301","1"
"Very low transfer dependency","1985","Not Working","direct migration background","537","0.48734080468697","0.453934408360954","0.520747201012986","1"
"Complete transfer dependency","1986","Not Working","indirect migration background","","","","","5"
"Complete transfer dependency","1986","Not Working","direct migration background","31","0.0451367952861131","0.0309446476002068","0.0593289429720194","5"
"Complete transfer dependency","1986","Not Working","no migration background","56","0.0184806168276528","0.013603962726295","0.0233572709290105","5"
"Complete transfer dependency","1986","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1986","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1986","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1986","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1986","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1986","Full Time","no migration background","","","","","5"
"High transfer dependency","1986","Full Time","no migration background","4","","","","3"
"High transfer dependency","1986","Full Time","indirect migration background","","","","","3"
"High transfer dependency","1986","Part Time","indirect migration background","1","","","","3"
"High transfer dependency","1986","Not Working","no migration background","41","0.0143130123148605","0.0100122116419017","0.0186138129878194","3"
"High transfer dependency","1986","Not Working","direct migration background","30","0.0159626373434448","0.00739481801369427","0.0245304566731953","3"
"High transfer dependency","1986","Not Working","indirect migration background","","","","","3"
"High transfer dependency","1986","Part Time","direct migration background","19","","","","3"
"High transfer dependency","1986","Part Time","no migration background","25","","","","3"
"High transfer dependency","1986","Full Time","direct migration background","2","","","","3"
"Low transfer dependency","1986","Not Working","indirect migration background","2","","","","2"
"Low transfer dependency","1986","Not Working","direct migration background","64","0.0622460866706927","0.0457297909055175","0.0787623824358679","2"
"Low transfer dependency","1986","Not Working","no migration background","83","0.0251394489226423","0.0194710108576671","0.0308078869876176","2"
"Low transfer dependency","1986","Part Time","indirect migration background","2","","","","2"
"Low transfer dependency","1986","Part Time","direct migration background","41","0.0784880203649876","0.053359094031934","0.103616946698041","2"
"Low transfer dependency","1986","Full Time","direct migration background","35","0.0197112522631701","0.0125931635637285","0.0268293409626116","2"
"Low transfer dependency","1986","Part Time","no migration background","65","0.0603754466152537","0.0472965612389996","0.0734543319915078","2"
"Low transfer dependency","1986","Full Time","indirect migration background","1","","","","2"
"Low transfer dependency","1986","Full Time","no migration background","36","0.0116679806186063","0.00788104066262079","0.0154549205745917","2"
"No transfer dependency","1986","Full Time","no migration background","1426","0.497075379516872","0.479443374055735","0.51470738497801","0"
"No transfer dependency","1986","Full Time","direct migration background","441","0.37705974337001","0.352242270190731","0.401877216549289","0"
"No transfer dependency","1986","Full Time","indirect migration background","22","","","","0"
"No transfer dependency","1986","Part Time","no migration background","344","0.294786866723396","0.269750134850497","0.319823598596296","0"
"No transfer dependency","1986","Part Time","direct migration background","104","0.296103389418401","0.253445645859517","0.338761132977284","0"
"No transfer dependency","1986","Part Time","indirect migration background","11","","","","0"
"No transfer dependency","1986","Not Working","no migration background","1496","0.596015240837171","0.578247776432129","0.613782705242213","0"
"No transfer dependency","1986","Not Working","direct migration background","162","0.371040657971811","0.338016312484916","0.404065003458706","0"
"No transfer dependency","1986","Not Working","indirect migration background","11","","","","0"
"Very high transfer dependency","1986","Part Time","indirect migration background","","","","","4"
"Very high transfer dependency","1986","Full Time","direct migration background","1","","","","4"
"Very high transfer dependency","1986","Not Working","no migration background","31","0.0114182931871444","0.00757130227079867","0.0152652841034902","4"
"Very high transfer dependency","1986","Part Time","direct migration background","4","","","","4"
"Very high transfer dependency","1986","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1986","Full Time","no migration background","1","","","","4"
"Very high transfer dependency","1986","Part Time","no migration background","7","","","","4"
"Very high transfer dependency","1986","Not Working","direct migration background","23","","","","4"
"Very high transfer dependency","1986","Not Working","indirect migration background","1","","","","4"
"Very low transfer dependency","1986","Part Time","direct migration background","272","0.576500751946136","0.530332012870753","0.622669491021518","1"
"Very low transfer dependency","1986","Part Time","no migration background","833","0.61325765511203","0.586515541526508","0.639999768697553","1"
"Very low transfer dependency","1986","Full Time","indirect migration background","32","0.39685893898784","0.267560203508378","0.526157674467303","1"
"Very low transfer dependency","1986","Full Time","no migration background","1622","0.48973938524111","0.47211079120199","0.507367979280229","1"
"Very low transfer dependency","1986","Full Time","direct migration background","986","0.602458218354603","0.577398041295681","0.627518395413526","1"
"Very low transfer dependency","1986","Part Time","indirect migration background","19","","","","1"
"Very low transfer dependency","1986","Not Working","no migration background","1223","0.334633387910529","0.31754782003174","0.351718955789318","1"
"Very low transfer dependency","1986","Not Working","direct migration background","512","0.47567575151215","0.441535425789891","0.509816077234408","1"
"Very low transfer dependency","1986","Not Working","indirect migration background","47","0.417088577455415","0.293351856062755","0.540825298848075","1"
"Complete transfer dependency","1987","Not Working","indirect migration background","","","","","5"
"Complete transfer dependency","1987","Not Working","direct migration background","31","0.0385732728659821","0.0254404100519872","0.0517061356799771","5"
"Complete transfer dependency","1987","Not Working","no migration background","43","0.0159756710314103","0.0113090167455024","0.0206423253173182","5"
"Complete transfer dependency","1987","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1987","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1987","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1987","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1987","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1987","Full Time","no migration background","","","","","5"
"High transfer dependency","1987","Full Time","no migration background","6","","","","3"
"High transfer dependency","1987","Full Time","indirect migration background","","","","","3"
"High transfer dependency","1987","Part Time","direct migration background","16","","","","3"
"High transfer dependency","1987","Part Time","indirect migration background","","","","","3"
"High transfer dependency","1987","Not Working","no migration background","31","0.0100092322791484","0.00630422460031908","0.0137142399579778","3"
"High transfer dependency","1987","Not Working","direct migration background","33","0.0262528058188647","0.0153492276823459","0.0371563839553835","3"
"High transfer dependency","1987","Not Working","indirect migration background","","","","","3"
"High transfer dependency","1987","Part Time","no migration background","23","","","","3"
"High transfer dependency","1987","Full Time","direct migration background","4","","","","3"
"Low transfer dependency","1987","Not Working","indirect migration background","5","","","","2"
"Low transfer dependency","1987","Not Working","direct migration background","59","0.0530733168295196","0.0377851870919036","0.0683614465671357","2"
"Low transfer dependency","1987","Not Working","no migration background","103","0.0343058052138307","0.027531312574081","0.0410802978535804","2"
"Low transfer dependency","1987","Part Time","indirect migration background","4","","","","2"
"Low transfer dependency","1987","Part Time","direct migration background","32","0.0610332457622667","0.0385110065287563","0.0835554849957771","2"
"Low transfer dependency","1987","Part Time","no migration background","68","0.0548438364886968","0.0423221758433597","0.0673654971340338","2"
"Low transfer dependency","1987","Full Time","no migration background","43","0.0132047919840958","0.00916883890245417","0.0172407450657374","2"
"Low transfer dependency","1987","Full Time","direct migration background","27","","","","2"
"Low transfer dependency","1987","Full Time","indirect migration background","1","","","","2"
"No transfer dependency","1987","Full Time","no migration background","1469","0.516049830525304","0.498380790525573","0.533718870525034","0"
"No transfer dependency","1987","Full Time","direct migration background","435","0.390396503815759","0.365347238106968","0.415445769524551","0"
"No transfer dependency","1987","Full Time","indirect migration background","25","","","","0"
"No transfer dependency","1987","Part Time","no migration background","364","0.323631613225527","0.297900217144711","0.349363009306343","0"
"No transfer dependency","1987","Part Time","direct migration background","73","0.208113227084751","0.169920153243087","0.246306300926415","0"
"No transfer dependency","1987","Part Time","indirect migration background","12","","","","0"
"No transfer dependency","1987","Not Working","no migration background","1467","0.616226512011426","0.598126418006305","0.634326606016547","0"
"No transfer dependency","1987","Not Working","direct migration background","167","0.38987872003499","0.356618055690798","0.423139384379183","0"
"No transfer dependency","1987","Not Working","indirect migration background","12","","","","0"
"Very high transfer dependency","1987","Part Time","indirect migration background","","","","","4"
"Very high transfer dependency","1987","Part Time","direct migration background","2","","","","4"
"Very high transfer dependency","1987","Full Time","direct migration background","","","","","4"
"Very high transfer dependency","1987","Not Working","no migration background","36","0.0134326330200556","0.00914796572796782","0.0177173003121435","4"
"Very high transfer dependency","1987","Part Time","no migration background","9","","","","4"
"Very high transfer dependency","1987","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1987","Full Time","no migration background","2","","","","4"
"Very high transfer dependency","1987","Not Working","direct migration background","13","","","","4"
"Very high transfer dependency","1987","Not Working","indirect migration background","2","","","","4"
"Very low transfer dependency","1987","Part Time","direct migration background","311","0.694738393510912","0.65141225647409","0.738064530547734","1"
"Very low transfer dependency","1987","Part Time","no migration background","806","0.59372380151506","0.56671227363269","0.62073532939743","1"
"Very low transfer dependency","1987","Full Time","no migration background","1553","0.467602135317965","0.449961135063692","0.485243135572238","1"
"Very low transfer dependency","1987","Full Time","direct migration background","991","0.590637192520704","0.565388848333818","0.615885536707589","1"
"Very low transfer dependency","1987","Full Time","indirect migration background","37","0.442651853322211","0.320000529406695","0.565303177237727","1"
"Very low transfer dependency","1987","Part Time","indirect migration background","18","","","","1"
"Very low transfer dependency","1987","Not Working","no migration background","1093","0.310050146444129","0.29283550862201","0.327264784266249","1"
"Very low transfer dependency","1987","Not Working","direct migration background","523","0.472266345938064","0.438220905114953","0.506311786761175","1"
"Very low transfer dependency","1987","Not Working","indirect migration background","53","0.390066002869047","0.277400148759856","0.502731856978238","1"
"Complete transfer dependency","1988","Not Working","indirect migration background","3","","","","5"
"Complete transfer dependency","1988","Not Working","direct migration background","33","0.0407554362370163","0.0268885159054066","0.054622356568626","5"
"Complete transfer dependency","1988","Not Working","no migration background","31","0.0138804779594272","0.00935284310019583","0.0184081128186587","5"
"Complete transfer dependency","1988","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1988","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1988","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1988","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1988","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1988","Full Time","no migration background","","","","","5"
"High transfer dependency","1988","Not Working","no migration background","31","0.0117567031890359","0.00758532926504905","0.0159280771130228","3"
"High transfer dependency","1988","Full Time","no migration background","4","","","","3"
"High transfer dependency","1988","Not Working","direct migration background","18","","","","3"
"High transfer dependency","1988","Not Working","indirect migration background","2","","","","3"
"High transfer dependency","1988","Part Time","indirect migration background","1","","","","3"
"High transfer dependency","1988","Part Time","direct migration background","10","","","","3"
"High transfer dependency","1988","Part Time","no migration background","18","","","","3"
"High transfer dependency","1988","Full Time","indirect migration background","1","","","","3"
"High transfer dependency","1988","Full Time","direct migration background","","","","","3"
"Low transfer dependency","1988","Not Working","indirect migration background","5","","","","2"
"Low transfer dependency","1988","Not Working","direct migration background","70","0.0619326119199198","0.0450282301949096","0.07883699364493","2"
"Low transfer dependency","1988","Not Working","no migration background","69","0.0250991960401606","0.0190455848200369","0.0311528072602843","2"
"Low transfer dependency","1988","Part Time","indirect migration background","2","","","","2"
"Low transfer dependency","1988","Part Time","direct migration background","40","0.0745417827051794","0.0504347384517466","0.0986488269586123","2"
"Low transfer dependency","1988","Part Time","no migration background","52","0.048058486975962","0.0361822391962926","0.0599347347556314","2"
"Low transfer dependency","1988","Full Time","indirect migration background","3","","","","2"
"Low transfer dependency","1988","Full Time","direct migration background","26","","","","2"
"Low transfer dependency","1988","Full Time","no migration background","36","0.0130404835527882","0.00889716462012282","0.0171838024854536","2"
"No transfer dependency","1988","Full Time","no migration background","1413","0.539564383652309","0.521360756168496","0.557768011136122","0"
"No transfer dependency","1988","Not Working","indirect migration background","17","","","","0"
"No transfer dependency","1988","Not Working","direct migration background","170","0.419328209692413","0.384721128006594","0.453935291378232","0"
"No transfer dependency","1988","Full Time","direct migration background","411","0.413866485029716","0.387446299383527","0.440286670675906","0"
"No transfer dependency","1988","Full Time","indirect migration background","29","","","","0"
"No transfer dependency","1988","Part Time","no migration background","369","0.345713337679111","0.319305601598238","0.372121073759984","0"
"No transfer dependency","1988","Part Time","direct migration background","89","0.281241908516976","0.239975463118492","0.322508353915459","0"
"No transfer dependency","1988","Part Time","indirect migration background","10","","","","0"
"No transfer dependency","1988","Not Working","no migration background","1399","0.629718910160237","0.611031739984948","0.648406080335525","0"
"Very high transfer dependency","1988","Part Time","indirect migration background","","","","","4"
"Very high transfer dependency","1988","Part Time","direct migration background","2","","","","4"
"Very high transfer dependency","1988","Full Time","direct migration background","1","","","","4"
"Very high transfer dependency","1988","Full Time","no migration background","1","","","","4"
"Very high transfer dependency","1988","Not Working","no migration background","41","0.0158406122479032","0.0110086547262652","0.0206725697695412","4"
"Very high transfer dependency","1988","Part Time","no migration background","12","","","","4"
"Very high transfer dependency","1988","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1988","Not Working","direct migration background","16","","","","4"
"Very high transfer dependency","1988","Not Working","indirect migration background","3","","","","4"
"Very low transfer dependency","1988","Part Time","direct migration background","315","0.621393247655345","0.576874482232156","0.665912013078535","1"
"Very low transfer dependency","1988","Part Time","no migration background","795","0.581613779719012","0.55422358625748","0.609003973180545","1"
"Very low transfer dependency","1988","Full Time","indirect migration background","36","0.432088845021766","0.315206134995345","0.548971555048187","1"
"Very low transfer dependency","1988","Full Time","no migration background","1426","0.44558299398819","0.427430578545801","0.463735409430579","1"
"Very low transfer dependency","1988","Full Time","direct migration background","897","0.568479396211604","0.541910984597565","0.595047807825644","1"
"Very low transfer dependency","1988","Part Time","indirect migration background","36","0.765626119968285","0.64701838111505","0.88423385882152","1"
"Very low transfer dependency","1988","Not Working","no migration background","994","0.303704100403237","0.285907926012937","0.321500274793536","1"
"Very low transfer dependency","1988","Not Working","direct migration background","474","0.441404063322322","0.406579183726305","0.476228942918339","1"
"Very low transfer dependency","1988","Not Working","indirect migration background","64","0.452044471571651","0.351433023009775","0.552655920133527","1"
"Complete transfer dependency","1989","Not Working","indirect migration background","2","","","","5"
"Complete transfer dependency","1989","Not Working","direct migration background","35","0.048662208301177","0.0336012245123879","0.0637231920899661","5"
"Complete transfer dependency","1989","Not Working","no migration background","44","0.0200275569212287","0.0144470761579296","0.0256080376845278","5"
"Complete transfer dependency","1989","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1989","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1989","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1989","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1989","Full Time","indirect migration background","","","","","5"
"Complete transfer dependency","1989","Full Time","no migration background","","","","","5"
"High transfer dependency","1989","Full Time","no migration background","5","","","","3"
"High transfer dependency","1989","Part Time","no migration background","24","","","","3"
"High transfer dependency","1989","Part Time","direct migration background","10","","","","3"
"High transfer dependency","1989","Part Time","indirect migration background","","","","","3"
"High transfer dependency","1989","Not Working","no migration background","29","","","","3"
"High transfer dependency","1989","Not Working","direct migration background","27","","","","3"
"High transfer dependency","1989","Not Working","indirect migration background","2","","","","3"
"High transfer dependency","1989","Full Time","indirect migration background","","","","","3"
"High transfer dependency","1989","Full Time","direct migration background","5","","","","3"
"Low transfer dependency","1989","Not Working","indirect migration background","7","","","","2"
"Low transfer dependency","1989","Not Working","no migration background","67","0.0226530027584197","0.0167259611405586","0.0285800443762808","2"
"Low transfer dependency","1989","Not Working","direct migration background","63","0.0554456687767068","0.0394265970972382","0.0714647404561754","2"
"Low transfer dependency","1989","Part Time","indirect migration background","3","","","","2"
"Low transfer dependency","1989","Part Time","direct migration background","42","0.0886712110170573","0.0610878696419975","0.116254552392117","2"
"Low transfer dependency","1989","Part Time","no migration background","46","0.042316809242282","0.0307070159290407","0.0539266025555232","2"
"Low transfer dependency","1989","Full Time","indirect migration background","2","","","","2"
"Low transfer dependency","1989","Full Time","no migration background","36","0.0109929656804412","0.00716218075748688","0.0148237506033956","2"
"Low transfer dependency","1989","Full Time","direct migration background","24","","","","2"
"No transfer dependency","1989","Full Time","no migration background","1451","0.553619222119954","0.53535551366452","0.571882930575388","0"
"No transfer dependency","1989","Not Working","indirect migration background","14","","","","0"
"No transfer dependency","1989","Not Working","direct migration background","195","0.435336227769567","0.400630797975281","0.470041657563854","0"
"No transfer dependency","1989","Not Working","no migration background","1315","0.629265600381692","0.610025863234566","0.648505337528818","0"
"No transfer dependency","1989","Part Time","indirect migration background","14","","","","0"
"No transfer dependency","1989","Part Time","direct migration background","88","0.289778991254281","0.24575917605182","0.333798806456742","0"
"No transfer dependency","1989","Full Time","direct migration background","413","0.406992521965195","0.380470069134505","0.433514974795885","0"
"No transfer dependency","1989","Full Time","indirect migration background","40","0.496984465982198","0.395908879505172","0.598060052459225","0"
"No transfer dependency","1989","Part Time","no migration background","339","0.334742348227939","0.307527409094458","0.361957287361421","0"
"Very high transfer dependency","1989","Part Time","indirect migration background","1","","","","4"
"Very high transfer dependency","1989","Part Time","direct migration background","3","","","","4"
"Very high transfer dependency","1989","Part Time","no migration background","5","","","","4"
"Very high transfer dependency","1989","Full Time","no migration background","1","","","","4"
"Very high transfer dependency","1989","Full Time","direct migration background","","","","","4"
"Very high transfer dependency","1989","Not Working","no migration background","32","0.0141121207333144","0.00941360590699447","0.0188106355596342","4"
"Very high transfer dependency","1989","Full Time","indirect migration background","","","","","4"
"Very high transfer dependency","1989","Not Working","direct migration background","13","","","","4"
"Very high transfer dependency","1989","Not Working","indirect migration background","1","","","","4"
"Very low transfer dependency","1989","Part Time","direct migration background","265","0.602301564063699","0.554811588462879","0.649791539664519","1"
"Very low transfer dependency","1989","Part Time","no migration background","741","0.588604535181501","0.560225433061665","0.616983637301336","1"
"Very low transfer dependency","1989","Full Time","indirect migration background","52","0.488779096594039","0.387727128070671","0.589831065117407","1"
"Very low transfer dependency","1989","Full Time","no migration background","1353","0.432887755609789","0.414684343296228","0.45109116792335","1"
"Very low transfer dependency","1989","Full Time","direct migration background","876","0.573407287048564","0.546706214543233","0.600108359553895","1"
"Very low transfer dependency","1989","Not Working","indirect migration background","80","0.550487991246807","0.455790225562863","0.645185756930751","1"
"Very low transfer dependency","1989","Not Working","direct migration background","451","0.42583292606009","0.391220756627326","0.460445095492853","1"
"Very low transfer dependency","1989","Part Time","indirect migration background","32","0.671924752918838","0.541784951027395","0.802064554810281","1"
"Very low transfer dependency","1989","Not Working","no migration background","934","0.301575523087733","0.283294164525291","0.319856881650176","1"
"Complete transfer dependency","1990","Not Working","indirect migration background","1","","","","5"
"Complete transfer dependency","1990","Not Working","direct migration background","24","","","","5"
"Complete transfer dependency","1990","Not Working","no migration background","28","","","","5"
"Complete transfer dependency","1990","Part Time","indirect migration background","","","","","5"
"Complete transfer dependency","1990","Part Time","direct migration background","","","","","5"
"Complete transfer dependency","1990","Part Time","no migration background","","","","","5"
"Complete transfer dependency","1990","Full Time","no migration background","","","","","5"
"Complete transfer dependency","1990","Full Time","direct migration background","","","","","5"
"Complete transfer dependency","1990","Full Time","indirect migration background","","","","","5"
"High transfer dependency","1990","Full Time","no migration background","3","","","","3"
