"plh0035","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","2006","general elemantary","651","0.258856044523569","0.241603497823559","0.276108591223579"
"No worries","2006","higher education","1595","0.353370383370908","0.339524979165855","0.367215787575962"
"No worries","2006","higher vocational","473","0.275643047300766","0.254095744871172","0.29719034973036"
"No worries","2006","in school","252","0.590520905854138","0.54214976358739","0.638892048120886"
"No worries","2006","inadequately","52","0.240925639787971","0.186132796924325","0.295718482651617"
"No worries","2006","middle vocational","3189","0.282439583719131","0.274053741562882","0.29082542587538"
"No worries","2006","vocational + Abi","437","0.338118480193505","0.311496382524142","0.364740577862869"
"Some worries","2006","general elemantary","1087","0.43949822407256","0.419948536124096","0.459047912021023"
"Some worries","2006","higher education","2469","0.512082242593856","0.497604330364801","0.52656015482291"
"Some worries","2006","higher vocational","927","0.556902054234275","0.532947816921137","0.580856291547414"
"Some worries","2006","in school","118","0.342751091803973","0.296062884587938","0.389439299020007"
"Some worries","2006","inadequately","94","0.392192094660095","0.329635550007275","0.454748639312914"
"Some worries","2006","middle vocational","5649","0.496780632719897","0.487467073776809","0.506094191662984"
"Some worries","2006","vocational + Abi","621","0.516824967313318","0.488703260517609","0.544946674109026"
"Big worries","2007","general elemantary","638","0.294419562800882","0.275391310850479","0.313447814751286"
"Big worries","2007","higher education","521","0.127046548932216","0.117189650726916","0.136903447137515"
"Big worries","2007","higher vocational","260","0.190546712016125","0.170848573010955","0.210244851021295"
"Big worries","2007","in school","22","","",""
"Big worries","2007","inadequately","81","0.404123031623091","0.338981953046514","0.469264110199669"
"Big worries","2007","middle vocational","2022","0.199369731169708","0.191661142026918","0.207078320312499"
"Big worries","2007","vocational + Abi","145","0.143601609577294","0.123524468982092","0.163678750172495"
"No worries","2007","general elemantary","565","0.240401733794977","0.222561395881777","0.258242071708177"
"No worries","2007","higher education","1508","0.335456790729498","0.321482068050058","0.349431513408937"
"No worries","2007","higher vocational","412","0.256064945285015","0.234173665654667","0.277956224915363"
"No worries","2007","in school","197","0.627908847561183","0.576378542452506","0.679439152669861"
"No worries","2007","inadequately","45","0.233586621861843","0.177420380014407","0.28975286370928"
"No worries","2007","middle vocational","2947","0.279959581092611","0.27129683889073","0.288622323294493"
"No worries","2007","vocational + Abi","413","0.324926764547494","0.298113328356608","0.351740200738381"
"Some worries","2007","general elemantary","1001","0.465178703404141","0.444355067860318","0.486002338947963"
"Some worries","2007","higher education","2356","0.537496660338286","0.522739302311533","0.55225401836504"
"Some worries","2007","higher vocational","855","0.55338834269886","0.528453386882183","0.578323298515537"
"Some worries","2007","in school","119","0.315830634325109","0.26627435646693","0.365386912183289"
"Some worries","2007","inadequately","92","0.362290346515065","0.298484610767778","0.426096082262353"
"Some worries","2007","middle vocational","5350","0.52067068773768","0.511031779556993","0.530309595918368"
"Some worries","2007","vocational + Abi","614","0.531471625875212","0.502902807676973","0.560040444073451"
"Big worries","2008","general elemantary","578","0.294296260416864","0.274452135522797","0.314140385310931"
"Big worries","2008","higher education","451","0.117866640062857","0.10810900248438","0.127624277641334"
"Big worries","2008","higher vocational","242","0.172580605596486","0.152891376441154","0.192269834751819"
"Big worries","2008","in school","19","","",""
"Big worries","2008","inadequately","62","0.312223019346444","0.245447310859291","0.378998727833598"
"Big worries","2008","middle vocational","1928","0.207814306402499","0.199759751441455","0.215868861363542"
"Big worries","2008","vocational + Abi","140","0.162881321500917","0.141060007095324","0.18470263590651"
"No worries","2008","general elemantary","538","0.261416716047355","0.242283199999905","0.280550232094804"
"No worries","2008","higher education","1485","0.349370271983901","0.33494274039607","0.363797803571732"
"No worries","2008","higher vocational","384","0.275110050288257","0.251842045822936","0.298378054753578"
"No worries","2008","in school","212","0.562466125756008","0.510715600090179","0.614216651421836"
"No worries","2008","inadequately","44","0.220985389444843","0.161197006316229","0.280773772573458"
"No worries","2008","middle vocational","2840","0.28738892418092","0.2784052989099","0.296372549451941"
"No worries","2008","vocational + Abi","414","0.339602467130337","0.311616527830862","0.367588406429812"
"Some worries","2008","general elemantary","910","0.444287023535782","0.422650601008627","0.465923446062936"
"Some worries","2008","higher education","2259","0.532763087953242","0.517665146230327","0.547861029676158"
"Some worries","2008","higher vocational","789","0.552309344115257","0.526400378092518","0.578218310137996"
"Some worries","2008","in school","122","0.377353278376804","0.326787621316344","0.427918935437263"
"Some worries","2008","inadequately","79","0.466791591208712","0.394900970444045","0.538682211973379"
"Some worries","2008","middle vocational","4980","0.504796769416581","0.494871544690163","0.514721994142998"
"Some worries","2008","vocational + Abi","546","0.497516211368746","0.467969007125937","0.527063415611554"
"Big worries","2009","general elemantary","544","0.30219086406479","0.28099460502344","0.32338712310614"
"Big worries","2009","higher education","449","0.113777115415992","0.103976960977246","0.123577269854737"
"Big worries","2009","higher vocational","223","0.185646847099572","0.16475825144237","0.206535442756774"
"Big worries","2009","in school","35","0.132139503081741","0.0944423512233001","0.169836654940181"
"Big worries","2009","inadequately","73","0.399708341485636","0.325416244753321","0.474000438217951"
"Big worries","2009","middle vocational","1818","0.199971004842166","0.19174717331005","0.208194836374282"
"Big worries","2009","vocational + Abi","118","0.138649318155872","0.117262484354527","0.160036151957218"
"No worries","2009","general elemantary","448","0.230303923030207","0.21086999759392","0.249737848466493"
"No worries","2009","higher education","1311","0.317517100792968","0.303150188941187","0.331884012644748"
"No worries","2009","higher vocational","328","0.247037696057569","0.223867628790598","0.27020776332454"
"No worries","2009","in school","173","0.516404556586953","0.460775284523381","0.572033828650524"
"No worries","2009","inadequately","38","0.239520831700546","0.174790898036197","0.304250765364895"
"No worries","2009","middle vocational","2474","0.2694815315472","0.260358946299093","0.278604116795308"
"No worries","2009","vocational + Abi","344","0.300015052205404","0.271654577405892","0.328375527004916"
"Some worries","2009","general elemantary","811","0.467505212905003","0.444474831155206","0.490535594654801"
"Some worries","2009","higher education","2273","0.568705783791041","0.553420812771326","0.583990754810756"
"Some worries","2009","higher vocational","780","0.567315456842859","0.540698582028592","0.593932331657126"
"Some worries","2009","in school","102","0.351455940331306","0.298309714198271","0.404602166464342"
"Some worries","2009","inadequately","56","0.360770826813818","0.287936878288828","0.433604775338809"
"Some worries","2009","middle vocational","4795","0.530547463610634","0.52028631935311","0.540808607868158"
"Some worries","2009","vocational + Abi","541","0.561335629638724","0.530625962468732","0.592045296808715"
"Big worries","2010","general elemantary","733","0.345936966007901","0.327143773063928","0.364730158951875"
"Big worries","2010","higher education","598","0.133128953317651","0.124041224790292","0.142216681845011"
"Big worries","2010","higher vocational","263","0.175119096158269","0.156577005326878","0.19366118698966"
"Big worries","2010","in school","52","0.114687918856517","0.0840308186055791","0.145345019107455"
"Big worries","2010","inadequately","126","0.420154409417774","0.367766442589649","0.472542376245898"
"Big worries","2010","middle vocational","2548","0.23544157678309","0.227773087529216","0.243110066036964"
"Big worries","2010","vocational + Abi","236","0.155988199024198","0.138795533363636","0.173180864684759"
"No worries","2010","general elemantary","685","0.23185267810226","0.215179415016478","0.248525941188042"
"No worries","2010","higher education","1949","0.313009195869842","0.300604222173311","0.325414169566372"
"No worries","2010","higher vocational","454","0.263722000711845","0.242224378898121","0.285219622525568"
"No worries","2010","in school","229","0.580418312132416","0.532939170538123","0.627897453726709"
"No worries","2010","inadequately","81","0.234687374545923","0.189705743006179","0.279669006085667"
"No worries","2010","middle vocational","3357","0.255012126656041","0.247134091507655","0.262890161804427"
"No worries","2010","vocational + Abi","633","0.312071323723234","0.290116916044936","0.334025731401533"
"Some worries","2010","general elemantary","1043","0.422210355889839","0.402696567026932","0.441724144752746"
"Some worries","2010","higher education","2821","0.553861850812507","0.540564128966856","0.567159572658158"
"Some worries","2010","higher vocational","897","0.561158903129886","0.536949008424137","0.585368797835636"
"Some worries","2010","in school","134","0.304893769011067","0.260601910089351","0.349185627932783"
"Some worries","2010","inadequately","134","0.345158216036303","0.294698105116533","0.395618326956073"
"Some worries","2010","middle vocational","5854","0.50954629656087","0.500510764532593","0.518581828589146"
"Some worries","2010","vocational + Abi","842","0.531940477252568","0.508297337556155","0.555583616948981"
"Big worries","2011","general elemantary","678","0.332671428630631","0.312685388153252","0.352657469108011"
"Big worries","2011","higher education","614","0.13715623257801","0.127187810951775","0.147124654204244"
"Big worries","2011","higher vocational","270","0.193615403374848","0.173221210362668","0.214009596387029"
"Big worries","2011","in school","31","0.0890097738023225","0.057361968074964","0.120657579529681"
"Big worries","2011","inadequately","85","0.388387079200418","0.323689123718458","0.453085034682378"
"Big worries","2011","middle vocational","2386","0.23199953263097","0.223895580747681","0.240103484514259"
"Big worries","2011","vocational + Abi","181","0.165051625237437","0.144047858697185","0.186055391777689"
"No worries","2011","general elemantary","499","0.212559181205336","0.195205242969918","0.229913119440754"
"No worries","2011","higher education","1497","0.328578294118959","0.314967932457415","0.342188655780503"
"No worries","2011","higher vocational","367","0.257012328769527","0.234457826743771","0.279566830795284"
"No worries","2011","in school","190","0.634973757465314","0.581467099102797","0.688480415827831"
"No worries","2011","inadequately","46","0.21778826388871","0.162998523258118","0.272578004519303"
"No worries","2011","middle vocational","2798","0.269486509804197","0.260968165465565","0.278004854142829"
"No worries","2011","vocational + Abi","401","0.333044501388824","0.306378553222982","0.359710449554666"
"Some worries","2011","general elemantary","958","0.454769390164033","0.433647397920995","0.475891382407071"
"Some worries","2011","higher education","2464","0.534265473303032","0.519811065150393","0.548719881455671"
"Some worries","2011","higher vocational","805","0.549372267855624","0.52369151302636","0.575053022684888"
"Some worries","2011","in school","90","0.276016468732363","0.226334392393746","0.32569854507098"
"Some worries","2011","inadequately","87","0.393824656910872","0.328965629887917","0.458683683933827"
"Some worries","2011","middle vocational","5238","0.498513957564833","0.488914633732485","0.508113281397181"
"Some worries","2011","vocational + Abi","618","0.501903873373739","0.473614435107432","0.530193311640045"
"Big worries","2012","general elemantary","656","0.307183542037539","0.28749947056847","0.326867613506608"
"Big worries","2012","higher education","594","0.132779858770207","0.123023392804997","0.142536324735416"
"Big worries","2012","higher vocational","252","0.191679111143538","0.171390924152924","0.211967298134151"
"Big worries","2012","in school","23","","",""
"Big worries","2012","inadequately","93","0.408584535344403","0.344917056813274","0.472252013875531"
"Big worries","2012","middle vocational","2369","0.229403999322554","0.221280686652587","0.237527311992521"
"Big worries","2012","vocational + Abi","186","0.158371500126563","0.137792054448311","0.178950945804815"
"No worries","2012","general elemantary","480","0.209141607139943","0.191788531979968","0.226494682299917"
"No worries","2012","higher education","1633","0.36180377140013","0.347987991168138","0.375619551632121"
"No worries","2012","higher vocational","374","0.26125524363309","0.238611738334264","0.283898748931917"
"No worries","2012","in school","159","0.532670673142119","0.474126065384674","0.591215280899565"
"No worries","2012","inadequately","50","0.234720387699362","0.179827531520878","0.289613243877846"
"No worries","2012","middle vocational","2714","0.264732458862481","0.2562084165718","0.273256501153161"
"No worries","2012","vocational + Abi","401","0.337874064301194","0.311212681626686","0.364535446975703"
"Some worries","2012","general elemantary","974","0.483674850822518","0.462352000608025","0.504997701037012"
"Some worries","2012","higher education","2420","0.505416369829664","0.491041422047216","0.519791317612112"
"Some worries","2012","higher vocational","820","0.547065645223372","0.521408915611039","0.572722374835705"
"Some worries","2012","in school","97","0.400213650925897","0.342723926493779","0.457703375358015"
"Some worries","2012","inadequately","86","0.356695076956236","0.294652854726653","0.418737299185819"
"Some worries","2012","middle vocational","5208","0.505863541814965","0.496203935180078","0.515523148449853"
"Some worries","2012","vocational + Abi","622","0.503754435572242","0.47557107992025","0.531937791224235"
"Big worries","2013","general elemantary","708","0.254936263900414","0.239185083696565","0.270687444104262"
"Big worries","2013","higher education","632","0.11873917964307","0.110165187299988","0.127313171986151"
"Big worries","2013","higher vocational","218","0.178050168043683","0.157844418273517","0.198255917813849"
"Big worries","2013","in school","26","","",""
"Big worries","2013","inadequately","156","0.329562380165069","0.28811160852264","0.371013151807498"
"Big worries","2013","middle vocational","2211","0.208033141638953","0.200480747704111","0.215585535573794"
"Big worries","2013","vocational + Abi","236","0.141193093469584","0.124561588941415","0.157824597997752"
"No worries","2013","general elemantary","929","0.275771915729224","0.259620400256272","0.291923431202177"
"No worries","2013","higher education","2067","0.396163494522944","0.383199741528363","0.409127247517525"
"No worries","2013","higher vocational","400","0.299358284475247","0.275168903354757","0.323547665595736"
"No worries","2013","in school","270","0.587887115529662","0.541200840850525","0.634573390208798"
"No worries","2013","inadequately","142","0.307792532887155","0.267089029000968","0.348496036773342"
"No worries","2013","middle vocational","3474","0.297546886901306","0.289040380304254","0.306053393498358"
"No worries","2013","vocational + Abi","643","0.385806793582734","0.362557247031361","0.409056340134106"
"Some worries","2013","general elemantary","1304","0.469291820370362","0.451255416072203","0.487328224668521"
"Some worries","2013","higher education","2769","0.485097325833986","0.471850529719243","0.498344121948729"
"Some worries","2013","higher vocational","759","0.522591547481071","0.496209568901353","0.548973526060788"
"Some worries","2013","in school","131","0.324278646637706","0.279879241546133","0.368678051729278"
"Some worries","2013","inadequately","196","0.362645086947775","0.320249936131202","0.405040237764348"
"Some worries","2013","middle vocational","5411","0.494419971459742","0.485117296973812","0.503722645945671"
"Some worries","2013","vocational + Abi","805","0.473000112947683","0.449154256194836","0.496845969700529"
"Big worries","2014","general elemantary","932","0.300287798279552","0.284182941635075","0.316392654924028"
"Big worries","2014","higher education","822","0.124786133960531","0.116573957928882","0.132998309992179"
"Big worries","2014","higher vocational","262","0.170725038198027","0.152276685654116","0.189173390741939"
"Big worries","2014","in school","45","0.120827139215565","0.0906127574290029","0.151041521002127"
"Big worries","2014","inadequately","203","0.426154958547981","0.382981791085468","0.469328126010495"
"Big worries","2014","middle vocational","2680","0.218887474675304","0.211658695065361","0.226116254285247"
"Big worries","2014","vocational + Abi","322","0.147249741116965","0.131917783405273","0.162581698828657"
"No worries","2014","general elemantary","806","0.222638602531165","0.208022216123906","0.237254988938424"
"No worries","2014","higher education","2083","0.352154778079306","0.340285606362228","0.364023949796383"
"No worries","2014","higher vocational","439","0.276820709702489","0.254883469895076","0.298757949509902"
"No worries","2014","in school","238","0.536771522564554","0.490545482847311","0.582997562281797"
"No worries","2014","inadequately","107","0.17672719628505","0.143426263309071","0.21002812926103"
"No worries","2014","middle vocational","3475","0.266809971162442","0.259077700800846","0.274542241524038"
"No worries","2014","vocational + Abi","666","0.335653825983731","0.315222223383397","0.356085428584065"
"Some worries","2014","general elemantary","1374","0.477073599189284","0.459525047753261","0.494622150625307"
"Some worries","2014","higher education","3316","0.523059087960164","0.510647548414169","0.535470627506158"
"Some worries","2014","higher vocational","897","0.552454252099484","0.528074651781754","0.576833852417213"
"Some worries","2014","in school","164","0.342401338219881","0.298412497523895","0.386390178915867"
"Some worries","2014","inadequately","194","0.397117845166969","0.354400058853029","0.439835631480908"
"Some worries","2014","middle vocational","6414","0.514302554162254","0.505564998039782","0.523040110284726"
"Some worries","2014","vocational + Abi","1064","0.517096432899304","0.495475452131739","0.538717413666868"
"Big worries","2015","general elemantary","791","0.277614133016149","0.261481411326507","0.293746854705791"
"Big worries","2015","higher education","743","0.110089539928745","0.102434294398952","0.117744785458539"
