"plh0035","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Saxony-Anhalt","lower secondary degree","93","0.356885526327906","0.297260187481125","0.416510865174687"
"Big worries","1999","Saxony-Anhalt","secondary school degree","50","0.158683291831977","0.117474490975469","0.199892092688485"
"Big worries","1999","Saxony-Anhalt","college entrance qualification","9","","",""
"Big worries","1999","Saxony-Anhalt","Other degree","3","","",""
"Big worries","1999","Saxony-Anhalt","no degree/no degree yet","3","","",""
"Big worries","1999","Thuringia","lower secondary degree","108","0.389517416898742","0.331243792439944","0.44779104135754"
"Big worries","1999","Thuringia","secondary school degree","47","0.197858394597281","0.155324426353687","0.240392362840876"
"Big worries","1999","Thuringia","college entrance qualification","7","","",""
"Big worries","1999","Thuringia","Other degree","1","","",""
"Big worries","1999","Thuringia","no degree/no degree yet","2","","",""
"Some worries","1999","Schleswig-Holstein","lower secondary degree","57","0.388839670279865","0.308659535824898","0.469019804734833"
"Some worries","1999","Schleswig-Holstein","secondary school degree","52","0.58556628413666","0.4859799523713","0.685152615902019"
"Some worries","1999","Schleswig-Holstein","college entrance qualification","24","","",""
"Some worries","1999","Schleswig-Holstein","Other degree","4","","",""
"Some worries","1999","Schleswig-Holstein","no degree/no degree yet","6","","",""
"Some worries","1999","Hamburg","lower secondary degree","20","","",""
"Some worries","1999","Hamburg","secondary school degree","19","","",""
"Some worries","1999","Hamburg","college entrance qualification","14","","",""
"Some worries","1999","Hamburg","Other degree","7","","",""
"Some worries","1999","Hamburg","no degree/no degree yet","4","","",""
"Some worries","1999","Lower Saxony","lower secondary degree","226","0.503745434682705","0.458687078907339","0.548803790458071"
"Some worries","1999","Lower Saxony","secondary school degree","157","0.443727481930938","0.390365992856049","0.497088971005826"
"Some worries","1999","Lower Saxony","college entrance qualification","104","0.536068454097475","0.464591775160339","0.607545133034612"
"Some worries","1999","Lower Saxony","Other degree","51","0.568691713393162","0.465215838738089","0.672167588048234"
"Some worries","1999","Lower Saxony","no degree/no degree yet","24","","",""
"Some worries","1999","Bremen","lower secondary degree","14","","",""
"Some worries","1999","Bremen","secondary school degree","5","","",""
"Some worries","1999","Bremen","college entrance qualification","4","","",""
"Some worries","1999","Bremen","Other degree","2","","",""
"Some worries","1999","Bremen","no degree/no degree yet","","","",""
"Some worries","1999","North Rhine-Westphalia","lower secondary degree","545","0.510819616004733","0.481211598327631","0.540427633681836"
"Some worries","1999","North Rhine-Westphalia","secondary school degree","240","0.435983808473684","0.39457876377384","0.477388853173528"
"Some worries","1999","North Rhine-Westphalia","college entrance qualification","239","0.483014257858467","0.43951685071711","0.526511664999823"
"Some worries","1999","North Rhine-Westphalia","Other degree","113","0.439601881231533","0.377324365035985","0.501879397427082"
"Some worries","1999","North Rhine-Westphalia","no degree/no degree yet","74","0.340859500236614","0.276597883460697","0.405121117012531"
"Some worries","1999","Hesse","lower secondary degree","177","0.532025603876981","0.480120361013798","0.583930846740164"
"Some worries","1999","Hesse","secondary school degree","84","0.439952335259153","0.366408821514478","0.513495849003828"
"Some worries","1999","Hesse","college entrance qualification","78","0.449694254418971","0.376818633428682","0.52256987540926"
"Some worries","1999","Hesse","Other degree","33","0.339686542324264","0.241292833130233","0.438080251518295"
"Some worries","1999","Hesse","no degree/no degree yet","26","","",""
"Some worries","1999","Rhineland-Palatinate,Saarland","lower secondary degree","224","0.542007269446009","0.494527373840271","0.589487165051746"
"Some worries","1999","Rhineland-Palatinate,Saarland","secondary school degree","60","0.470896814303225","0.386065668124073","0.555727960482376"
"Some worries","1999","Rhineland-Palatinate,Saarland","college entrance qualification","40","0.571665944524098","0.46584517604661","0.677486713001586"
"Some worries","1999","Rhineland-Palatinate,Saarland","Other degree","36","0.561869294354522","0.44563920651865","0.678099382190394"
"Some worries","1999","Rhineland-Palatinate,Saarland","no degree/no degree yet","10","","",""
"Some worries","1999","Baden-Württemberg","lower secondary degree","352","0.4983469648032","0.462705559116482","0.533988370489918"
"Some worries","1999","Baden-Württemberg","secondary school degree","144","0.482309460978772","0.424798967160568","0.539819954796975"
"Some worries","1999","Baden-Württemberg","college entrance qualification","113","0.450593903540707","0.388793998134153","0.512393808947262"
"Some worries","1999","Baden-Württemberg","Other degree","87","0.459611437883202","0.392046180416922","0.527176695349482"
"Some worries","1999","Baden-Württemberg","no degree/no degree yet","61","0.311973527188399","0.241281967326251","0.382665087050547"
"Some worries","1999","Bavaria","lower secondary degree","407","0.478913998750493","0.44490809707951","0.512919900421476"
"Some worries","1999","Bavaria","secondary school degree","214","0.538574965281807","0.490380092532203","0.58676983803141"
"Some worries","1999","Bavaria","college entrance qualification","123","0.490821569631801","0.432056059298538","0.549587079965063"
"Some worries","1999","Bavaria","Other degree","61","0.462041512100549","0.379750308382931","0.544332715818166"
"Some worries","1999","Bavaria","no degree/no degree yet","33","0.345338797188288","0.235510858938217","0.455166735438359"
"Some worries","1999","Berlin","lower secondary degree","62","0.561919523718842","0.473879087464629","0.649959959973056"
"Some worries","1999","Berlin","secondary school degree","104","0.498494574044057","0.426831518158456","0.570157629929658"
"Some worries","1999","Berlin","college entrance qualification","68","0.509619782177633","0.425909767612629","0.593329796742638"
"Some worries","1999","Berlin","Other degree","11","","",""
"Some worries","1999","Berlin","no degree/no degree yet","5","","",""
"Some worries","1999","Brandenburg","lower secondary degree","99","0.500935622322732","0.430757777093364","0.571113467552099"
"Some worries","1999","Brandenburg","secondary school degree","162","0.610438122030737","0.552907032452985","0.667969211608488"
"Some worries","1999","Brandenburg","college entrance qualification","58","0.615141345569335","0.513482577463242","0.716800113675428"
"Some worries","1999","Brandenburg","Other degree","5","","",""
"Some worries","1999","Brandenburg","no degree/no degree yet","2","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","lower secondary degree","60","0.494195462949004","0.402417925074611","0.585973000823396"
"Some worries","1999","Mecklenburg-Western Pomerania","secondary school degree","107","0.52192392501228","0.452346619870196","0.591501230154365"
"Some worries","1999","Mecklenburg-Western Pomerania","college entrance qualification","42","0.568183990653346","0.451310124185251","0.685057857121441"
"Some worries","1999","Mecklenburg-Western Pomerania","Other degree","","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","no degree/no degree yet","7","","",""
"Some worries","1999","Saxony","lower secondary degree","220","0.559784825479487","0.510517515215664","0.609052135743309"
"Some worries","1999","Saxony","secondary school degree","282","0.519174685265271","0.476557815615898","0.561791554914644"
"Some worries","1999","Saxony","college entrance qualification","96","0.53417729973773","0.460058819565694","0.608295779909766"
"Some worries","1999","Saxony","Other degree","4","","",""
"Some worries","1999","Saxony","no degree/no degree yet","12","","",""
"Some worries","1999","Saxony-Anhalt","lower secondary degree","125","0.508218326697963","0.445997814521264","0.570438838874661"
"Some worries","1999","Saxony-Anhalt","secondary school degree","168","0.529559171103976","0.473266174254214","0.585852167953738"
"Some worries","1999","Saxony-Anhalt","college entrance qualification","51","0.51915501495728","0.418151790980162","0.620158238934397"
"Some worries","1999","Saxony-Anhalt","Other degree","5","","",""
"Some worries","1999","Saxony-Anhalt","no degree/no degree yet","8","","",""
"Some worries","1999","Thuringia","lower secondary degree","123","0.491032761848385","0.431291815255651","0.55077370844112"
"Some worries","1999","Thuringia","secondary school degree","206","0.580927054763814","0.528247905334126","0.633606204193502"
"Some worries","1999","Thuringia","college entrance qualification","43","0.496478932428415","0.386916331653418","0.606041533203412"
"Some worries","1999","Thuringia","Other degree","3","","",""
"Some worries","1999","Thuringia","no degree/no degree yet","10","","",""
"No worries","1999","Schleswig-Holstein","lower secondary degree","59","0.389776331621203","0.309561223176642","0.469991440065764"
"No worries","1999","Schleswig-Holstein","secondary school degree","38","0.343445683023264","0.24745070229364","0.439440663752887"
"No worries","1999","Schleswig-Holstein","college entrance qualification","34","0.510936664162052","0.386508603206827","0.635364725117277"
"No worries","1999","Schleswig-Holstein","Other degree","2","","",""
"No worries","1999","Schleswig-Holstein","no degree/no degree yet","8","","",""
"No worries","1999","Hamburg","lower secondary degree","20","","",""
"No worries","1999","Hamburg","secondary school degree","9","","",""
"No worries","1999","Hamburg","college entrance qualification","14","","",""
"No worries","1999","Hamburg","Other degree","5","","",""
"No worries","1999","Hamburg","no degree/no degree yet","3","","",""
"No worries","1999","Lower Saxony","lower secondary degree","134","0.243883062204735","0.205183787665986","0.282582336743484"
"No worries","1999","Lower Saxony","secondary school degree","142","0.445217704977577","0.391838330039858","0.498597079915295"
"No worries","1999","Lower Saxony","college entrance qualification","72","0.386298664296033","0.316512805839215","0.456084522752851"
"No worries","1999","Lower Saxony","Other degree","15","","",""
"No worries","1999","Lower Saxony","no degree/no degree yet","25","","",""
"No worries","1999","Bremen","lower secondary degree","11","","",""
"No worries","1999","Bremen","secondary school degree","6","","",""
"No worries","1999","Bremen","college entrance qualification","5","","",""
"No worries","1999","Bremen","Other degree","2","","",""
"No worries","1999","Bremen","no degree/no degree yet","2","","",""
"No worries","1999","North Rhine-Westphalia","lower secondary degree","271","0.226808943449795","0.202005354235414","0.251612532664175"
"No worries","1999","North Rhine-Westphalia","secondary school degree","247","0.422835968054893","0.381587494427888","0.464084441681897"
"No worries","1999","North Rhine-Westphalia","college entrance qualification","226","0.442809173685888","0.399572288962021","0.486046058409754"
"No worries","1999","North Rhine-Westphalia","Other degree","58","0.259014565881493","0.204045278460536","0.31398385330245"
"No worries","1999","North Rhine-Westphalia","no degree/no degree yet","75","0.417806786978396","0.350942185212056","0.484671388744737"
"No worries","1999","Hesse","lower secondary degree","89","0.19731783467712","0.155918926096832","0.238716743257408"
"No worries","1999","Hesse","secondary school degree","75","0.438308522028459","0.364794879622126","0.511822164434791"
"No worries","1999","Hesse","college entrance qualification","91","0.497206440883328","0.423960291003221","0.570452590763435"
"No worries","1999","Hesse","Other degree","29","","",""
"No worries","1999","Hesse","no degree/no degree yet","16","","",""
"No worries","1999","Rhineland-Palatinate,Saarland","lower secondary degree","117","0.261679380733656","0.219791811599595","0.303566949867718"
"No worries","1999","Rhineland-Palatinate,Saarland","secondary school degree","59","0.421924582310865","0.337991738923302","0.505857425698428"
"No worries","1999","Rhineland-Palatinate,Saarland","college entrance qualification","37","0.363365638254268","0.260510637039222","0.466220639469315"
"No worries","1999","Rhineland-Palatinate,Saarland","Other degree","20","","",""
"No worries","1999","Rhineland-Palatinate,Saarland","no degree/no degree yet","17","","",""
"No worries","1999","Baden-Württemberg","lower secondary degree","224","0.212705644849939","0.183535051046317","0.241876238653561"
"No worries","1999","Baden-Württemberg","secondary school degree","119","0.416212982953336","0.359480195825323","0.472945770081348"
"No worries","1999","Baden-Württemberg","college entrance qualification","122","0.497892323670161","0.435789040082406","0.559995607257915"
"No worries","1999","Baden-Württemberg","Other degree","45","0.203922561109497","0.149298341629487","0.258546780589508"
"No worries","1999","Baden-Württemberg","no degree/no degree yet","42","0.361351888972958","0.288052205445891","0.434651572500025"
"No worries","1999","Bavaria","lower secondary degree","237","0.253425817182592","0.223816203763134","0.28303543060205"
"No worries","1999","Bavaria","secondary school degree","153","0.322977596817753","0.277769637914952","0.368185555720553"
"No worries","1999","Bavaria","college entrance qualification","133","0.413150120138456","0.355268171337476","0.471032068939436"
"No worries","1999","Bavaria","Other degree","32","0.233862651603628","0.163995620878949","0.303729682328306"
"No worries","1999","Bavaria","no degree/no degree yet","23","","",""
"No worries","1999","Berlin","lower secondary degree","28","","",""
"No worries","1999","Berlin","secondary school degree","54","0.315372293129193","0.248773510415253","0.381971075843132"
"No worries","1999","Berlin","college entrance qualification","57","0.392679303554916","0.310905188273064","0.474453418836767"
"No worries","1999","Berlin","Other degree","4","","",""
"No worries","1999","Berlin","no degree/no degree yet","18","","",""
"No worries","1999","Brandenburg","lower secondary degree","17","","",""
"No worries","1999","Brandenburg","secondary school degree","68","0.251081785635099","0.199923221005154","0.302240350265043"
"No worries","1999","Brandenburg","college entrance qualification","23","","",""
"No worries","1999","Brandenburg","Other degree","1","","",""
"No worries","1999","Brandenburg","no degree/no degree yet","12","","",""
"No worries","1999","Mecklenburg-Western Pomerania","lower secondary degree","19","","",""
"No worries","1999","Mecklenburg-Western Pomerania","secondary school degree","60","0.351909731804706","0.285390245845031","0.418429217764382"
"No worries","1999","Mecklenburg-Western Pomerania","college entrance qualification","20","","",""
"No worries","1999","Mecklenburg-Western Pomerania","Other degree","2","","",""
"No worries","1999","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"No worries","1999","Saxony","lower secondary degree","45","0.0798037042217177","0.0529089516604811","0.106698456782954"
"No worries","1999","Saxony","secondary school degree","164","0.300684762372821","0.261571563560328","0.339797961185314"
"No worries","1999","Saxony","college entrance qualification","64","0.377740727414921","0.305703653884787","0.449777800945055"
"No worries","1999","Saxony","Other degree","1","","",""
"No worries","1999","Saxony","no degree/no degree yet","20","","",""
"No worries","1999","Saxony-Anhalt","lower secondary degree","30","0.134896146974131","0.0923797800613126","0.17741251388695"
"No worries","1999","Saxony-Anhalt","secondary school degree","84","0.311757537064047","0.259515051369018","0.364000022759076"
"No worries","1999","Saxony-Anhalt","college entrance qualification","34","0.334730134211101","0.239334061475792","0.43012620694641"
"No worries","1999","Saxony-Anhalt","Other degree","4","","",""
"No worries","1999","Saxony-Anhalt","no degree/no degree yet","11","","",""
"No worries","1999","Thuringia","lower secondary degree","38","0.119449821252873","0.0806935704306087","0.158206072075136"
"No worries","1999","Thuringia","secondary school degree","84","0.221214550638905","0.176899739801305","0.265529361476505"
"No worries","1999","Thuringia","college entrance qualification","30","0.341907071307054","0.23796275401603","0.445851388598077"
"No worries","1999","Thuringia","Other degree","2","","",""
"No worries","1999","Thuringia","no degree/no degree yet","4","","",""
"Big worries","2000","Schleswig-Holstein","lower secondary degree","56","0.180609112302784","0.139040499093064","0.222177725512504"
"Big worries","2000","Schleswig-Holstein","secondary school degree","13","","",""
"Big worries","2000","Schleswig-Holstein","college entrance qualification","6","","",""
"Big worries","2000","Schleswig-Holstein","Other degree","6","","",""
"Big worries","2000","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Big worries","2000","Hamburg","lower secondary degree","20","","",""
"Big worries","2000","Hamburg","secondary school degree","9","","",""
"Big worries","2000","Hamburg","college entrance qualification","10","","",""
"Big worries","2000","Hamburg","Other degree","2","","",""
"Big worries","2000","Hamburg","no degree/no degree yet","","","",""
"Big worries","2000","Lower Saxony","lower secondary degree","193","0.227464365229168","0.200016407797981","0.254912322660355"
"Big worries","2000","Lower Saxony","secondary school degree","54","0.089650701194941","0.0663609393175856","0.112940463072297"
"Big worries","2000","Lower Saxony","college entrance qualification","32","0.103299520841127","0.0722462205973633","0.13435282108489"
"Big worries","2000","Lower Saxony","Other degree","15","","",""
"Big worries","2000","Lower Saxony","no degree/no degree yet","10","","",""
"Big worries","2000","Bremen","lower secondary degree","18","","",""
"Big worries","2000","Bremen","secondary school degree","10","","",""
"Big worries","2000","Bremen","college entrance qualification","6","","",""
"Big worries","2000","Bremen","Other degree","8","","",""
"Big worries","2000","Bremen","no degree/no degree yet","1","","",""
"Big worries","2000","North Rhine-Westphalia","lower secondary degree","531","0.244375743968341","0.226528548662424","0.262222939274257"
"Big worries","2000","North Rhine-Westphalia","secondary school degree","152","0.148542752048964","0.127507192091547","0.169578312006382"
"Big worries","2000","North Rhine-Westphalia","college entrance qualification","109","0.107755714511264","0.0896528135246515","0.125858615497877"
"Big worries","2000","North Rhine-Westphalia","Other degree","91","0.210269870203483","0.170484496198563","0.250055244208403"
"Big worries","2000","North Rhine-Westphalia","no degree/no degree yet","55","0.207551846018166","0.158537981495562","0.25656571054077"
"Big worries","2000","Hesse","lower secondary degree","153","0.240737210997785","0.207640354524397","0.273834067471173"
"Big worries","2000","Hesse","secondary school degree","55","0.145207543037157","0.111673177668421","0.178741908405893"
"Big worries","2000","Hesse","college entrance qualification","20","","",""
"Big worries","2000","Hesse","Other degree","47","0.286536946214139","0.219927240325669","0.353146652102608"
"Big worries","2000","Hesse","no degree/no degree yet","21","","",""
"Big worries","2000","Rhineland-Palatinate,Saarland","lower secondary degree","203","0.281346787844604","0.249503758848","0.313189816841209"
"Big worries","2000","Rhineland-Palatinate,Saarland","secondary school degree","40","0.130274633934899","0.0926827810964316","0.167866486773367"
"Big worries","2000","Rhineland-Palatinate,Saarland","college entrance qualification","26","","",""
"Big worries","2000","Rhineland-Palatinate,Saarland","Other degree","29","","",""
"Big worries","2000","Rhineland-Palatinate,Saarland","no degree/no degree yet","8","","",""
"Big worries","2000","Baden-Württemberg","lower secondary degree","273","0.249949695696087","0.225791638055847","0.274107753336327"
"Big worries","2000","Baden-Württemberg","secondary school degree","65","0.124974212359625","0.0989442897722824","0.151004134946968"
"Big worries","2000","Baden-Württemberg","college entrance qualification","49","0.0894427289529577","0.0660146425417841","0.112870815364131"
"Big worries","2000","Baden-Württemberg","Other degree","82","0.260379526211922","0.21427258118166","0.306486471242184"
"Big worries","2000","Baden-Württemberg","no degree/no degree yet","33","0.220264933969854","0.154597720154929","0.28593214778478"
"Big worries","2000","Bavaria","lower secondary degree","316","0.199655352424647","0.180367444682982","0.218943260166311"
"Big worries","2000","Bavaria","secondary school degree","91","0.130193744432551","0.107146847354994","0.153240641510109"
"Big worries","2000","Bavaria","college entrance qualification","51","0.0897383722241638","0.0672775779443099","0.112199166504018"
"Big worries","2000","Bavaria","Other degree","46","0.250572372033053","0.188462772416004","0.312681971650102"
"Big worries","2000","Bavaria","no degree/no degree yet","17","","",""
"Big worries","2000","Berlin","lower secondary degree","47","0.260353731470673","0.198282349428466","0.322425113512879"
"Big worries","2000","Berlin","secondary school degree","52","0.173060193504369","0.129891130272057","0.21622925673668"
"Big worries","2000","Berlin","college entrance qualification","29","","",""
"Big worries","2000","Berlin","Other degree","12","","",""
"Big worries","2000","Berlin","no degree/no degree yet","5","","",""
"Big worries","2000","Brandenburg","lower secondary degree","116","0.376701223536871","0.323105526984111","0.43029692008963"
"Big worries","2000","Brandenburg","secondary school degree","84","0.184748982764483","0.149662820733634","0.219835144795332"
"Big worries","2000","Brandenburg","college entrance qualification","20","","",""
"Big worries","2000","Brandenburg","Other degree","8","","",""
"Big worries","2000","Brandenburg","no degree/no degree yet","1","","",""
"Big worries","2000","Mecklenburg-Western Pomerania","lower secondary degree","42","0.283921850190585","0.215122277932962","0.352721422448208"
"Big worries","2000","Mecklenburg-Western Pomerania","secondary school degree","49","0.185898666737997","0.139495931672564","0.23230140180343"
"Big worries","2000","Mecklenburg-Western Pomerania","college entrance qualification","10","","",""
"Big worries","2000","Mecklenburg-Western Pomerania","Other degree","2","","",""
"Big worries","2000","Mecklenburg-Western Pomerania","no degree/no degree yet","2","","",""
"Big worries","2000","Saxony","lower secondary degree","152","0.300201704956194","0.26203486305746","0.338368546854927"
"Big worries","2000","Saxony","secondary school degree","102","0.132024196329657","0.109077216818919","0.154971175840395"
"Big worries","2000","Saxony","college entrance qualification","34","0.123503549030129","0.0873418080677158","0.159665289992542"
"Big worries","2000","Saxony","Other degree","8","","",""
"Big worries","2000","Saxony","no degree/no degree yet","1","","",""
"Big worries","2000","Saxony-Anhalt","lower secondary degree","123","0.332204538278883","0.284847906596522","0.379561169961243"
"Big worries","2000","Saxony-Anhalt","secondary school degree","74","0.164246379027817","0.129588429391253","0.198904328664381"
"Big worries","2000","Saxony-Anhalt","college entrance qualification","19","","",""
"Big worries","2000","Saxony-Anhalt","Other degree","4","","",""
"Big worries","2000","Saxony-Anhalt","no degree/no degree yet","5","","",""
"Big worries","2000","Thuringia","lower secondary degree","140","0.366386776482294","0.318690215227967","0.414083337736621"
"Big worries","2000","Thuringia","secondary school degree","67","0.158020460792082","0.125822226051052","0.190218695533112"
"Big worries","2000","Thuringia","college entrance qualification","20","","",""
"Big worries","2000","Thuringia","Other degree","3","","",""
"Big worries","2000","Thuringia","no degree/no degree yet","3","","",""
"Some worries","2000","Schleswig-Holstein","lower secondary degree","140","0.416811728470273","0.363536600922926","0.47008685601762"
"Some worries","2000","Schleswig-Holstein","secondary school degree","80","0.517745241598542","0.444544093212605","0.590946389984479"
"Some worries","2000","Schleswig-Holstein","college entrance qualification","52","0.419192005009285","0.337457231849625","0.500926778168944"
"Some worries","2000","Schleswig-Holstein","Other degree","17","","",""
"Some worries","2000","Schleswig-Holstein","no degree/no degree yet","6","","",""
"Some worries","2000","Hamburg","lower secondary degree","52","0.526738926202202","0.42984510030517","0.623632752099235"
"Some worries","2000","Hamburg","secondary school degree","46","0.575798110288108","0.470732631197621","0.680863589378594"
"Some worries","2000","Hamburg","college entrance qualification","42","0.439840223995702","0.337856509361705","0.5418239386297"
"Some worries","2000","Hamburg","Other degree","9","","",""
"Some worries","2000","Hamburg","no degree/no degree yet","2","","",""
"Some worries","2000","Lower Saxony","lower secondary degree","448","0.502782614917158","0.47004422137391","0.535521008460407"
"Some worries","2000","Lower Saxony","secondary school degree","275","0.501766328420066","0.461004705581377","0.542527951258755"
"Some worries","2000","Lower Saxony","college entrance qualification","186","0.48532284121958","0.434329000739346","0.536316681699813"
"Some worries","2000","Lower Saxony","Other degree","47","0.401798668048172","0.311802586705562","0.491794749390782"
"Some worries","2000","Lower Saxony","no degree/no degree yet","24","","",""
"Some worries","2000","Bremen","lower secondary degree","38","0.48914072486917","0.377487754527253","0.600793695211087"
"Some worries","2000","Bremen","secondary school degree","18","","",""
"Some worries","2000","Bremen","college entrance qualification","10","","",""
"Some worries","2000","Bremen","Other degree","9","","",""
"Some worries","2000","Bremen","no degree/no degree yet","2","","",""
"Some worries","2000","North Rhine-Westphalia","lower secondary degree","1078","0.482030153441308","0.461277323618005","0.502782983264611"
"Some worries","2000","North Rhine-Westphalia","secondary school degree","499","0.462583956791101","0.433092412274577","0.492075501307624"
"Some worries","2000","North Rhine-Westphalia","college entrance qualification","508","0.444125689927902","0.415117049002391","0.473134330853412"
"Some worries","2000","North Rhine-Westphalia","Other degree","199","0.509493855528877","0.460686276137386","0.558301434920369"
"Some worries","2000","North Rhine-Westphalia","no degree/no degree yet","93","0.329688664412006","0.272873992087","0.386503336737011"
"Some worries","2000","Hesse","lower secondary degree","329","0.510831671152386","0.472133793305944","0.549529548998828"
"Some worries","2000","Hesse","secondary school degree","192","0.475237636173398","0.427703903862025","0.522771368484771"
"Some worries","2000","Hesse","college entrance qualification","165","0.452539853757917","0.40083542281469","0.504244284701145"
"Some worries","2000","Hesse","Other degree","77","0.391236029592101","0.319339926782016","0.463132132402187"
"Some worries","2000","Hesse","no degree/no degree yet","17","","",""
"Some worries","2000","Rhineland-Palatinate,Saarland","lower secondary degree","352","0.458526862470406","0.423240689711117","0.493813035229695"
"Some worries","2000","Rhineland-Palatinate,Saarland","secondary school degree","144","0.472013361687827","0.416261246965801","0.527765476409852"
