"plh0035","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"No worries","2015","direct migration background","Urban Area","1374","0.274513119507807","0.261356833975311","0.287669405040302"
"No worries","2015","indirect migration background","Rural Area","116","0.366407609457018","0.313029505788116","0.419785713125921"
"No worries","2015","indirect migration background","Urban Area","514","0.401076255352691","0.375142209359688","0.427010301345693"
"No worries","2015","no migration background","Rural Area","1997","0.25015820590567","0.240231789201039","0.260084622610301"
"No worries","2015","no migration background","Urban Area","3683","0.298187631495187","0.289965314368528","0.306409948621846"
"Some worries","2015","direct migration background","Rural Area","682","0.463457527898312","0.438196895773288","0.488718160023335"
"Some worries","2015","direct migration background","Urban Area","2036","0.474658421359714","0.45993704421402","0.489379798505408"
"Some worries","2015","indirect migration background","Rural Area","154","0.542316699251254","0.487123579304427","0.597509819198081"
"Some worries","2015","indirect migration background","Urban Area","625","0.433078445273185","0.406859464530548","0.459297426015823"
"Some worries","2015","no migration background","Rural Area","3973","0.545415958886797","0.534003707819825","0.55682820995377"
"Some worries","2015","no migration background","Urban Area","6199","0.523524811768636","0.514547885022104","0.532501738515169"
"Big worries","2016","direct migration background","Rural Area","598","0.250330199830859","0.23383654942807","0.266823850233647"
"Big worries","2016","direct migration background","Urban Area","1397","0.260064852319322","0.24951127147069","0.270618433167955"
"Big worries","2016","indirect migration background","Rural Area","47","0.109391532851312","0.0745330889084843","0.144249976794139"
"Big worries","2016","indirect migration background","Urban Area","215","0.147192089260128","0.127605974393129","0.166778204127127"
"Big worries","2016","no migration background","Rural Area","1285","0.201160632286836","0.191646764115633","0.210674500458039"
"Big worries","2016","no migration background","Urban Area","1883","0.176154884341997","0.16906350391533","0.183246264768664"
"No worries","2016","direct migration background","Rural Area","1099","0.332845298086092","0.314903761180446","0.350786834991739"
"No worries","2016","direct migration background","Urban Area","2660","0.249900284606544","0.239484186592189","0.2603163826209"
"No worries","2016","indirect migration background","Rural Area","129","0.432291207309151","0.376965911560357","0.487616503057944"
"No worries","2016","indirect migration background","Urban Area","483","0.414985483238287","0.387747168989414","0.44222379748716"
"No worries","2016","no migration background","Rural Area","1854","0.262409383074659","0.251968114296905","0.272850651852412"
"No worries","2016","no migration background","Urban Area","3482","0.29979682822142","0.291268062052193","0.308325594390647"
"Some worries","2016","direct migration background","Rural Area","953","0.416824502083049","0.398052897019528","0.435596107146571"
"Some worries","2016","direct migration background","Urban Area","2580","0.490034863074133","0.478008178658518","0.502061547489749"
"Some worries","2016","indirect migration background","Rural Area","132","0.458317259839538","0.402671979081204","0.513962540597872"
"Some worries","2016","indirect migration background","Urban Area","559","0.437822427501586","0.410396191270434","0.465248663732737"
"Some worries","2016","no migration background","Rural Area","3681","0.536429984638505","0.524594934694235","0.548265034582775"
"Some worries","2016","no migration background","Urban Area","5721","0.524048287436582","0.514751610188822","0.533344964684342"
"Big worries","2017","direct migration background","Rural Area","552","0.218173894086928","0.202835073531037","0.233512714642818"
"Big worries","2017","direct migration background","Urban Area","1543","0.235787379893024","0.226111827949235","0.245462931836812"
"Big worries","2017","indirect migration background","Rural Area","44","0.0855773819308447","0.0541314639698238","0.117023299891866"
"Big worries","2017","indirect migration background","Urban Area","211","0.125655457576749","0.108311378885686","0.142999536267812"
"Big worries","2017","no migration background","Rural Area","1479","0.19881839647357","0.190011896115279","0.207624896831862"
"Big worries","2017","no migration background","Urban Area","1915","0.169372413888723","0.162761820812629","0.175983006964816"
"No worries","2017","direct migration background","Rural Area","1158","0.300822102022116","0.283789374157876","0.317854829886357"
"No worries","2017","direct migration background","Urban Area","3041","0.281587077694993","0.27133523825038","0.291838917139606"
"No worries","2017","indirect migration background","Rural Area","117","0.410476413183447","0.355178849745986","0.465773976620908"
"No worries","2017","indirect migration background","Urban Area","537","0.418168460706159","0.392358132788793","0.443978788623525"
"No worries","2017","no migration background","Rural Area","2123","0.249886076683612","0.240332978703962","0.259439174663262"
"No worries","2017","no migration background","Urban Area","3957","0.307468358113836","0.299335635955355","0.315601080272317"
"Some worries","2017","direct migration background","Rural Area","1075","0.481004003890956","0.462447684426104","0.499560323355808"
"Some worries","2017","direct migration background","Urban Area","2810","0.482625542411983","0.471235744688605","0.494015340135362"
"Some worries","2017","indirect migration background","Rural Area","143","0.503946204885708","0.447742133462864","0.560150276308552"
"Some worries","2017","indirect migration background","Urban Area","655","0.456176081717092","0.430113666284723","0.482238497149461"
"Some worries","2017","no migration background","Rural Area","4288","0.551295526842817","0.540321095565067","0.562269958120567"
"Some worries","2017","no migration background","Urban Area","6495","0.523159227997441","0.514356454100513","0.531962001894369"
"Big worries","2018","direct migration background","Rural Area","436","0.205591668866374","0.189071927018966","0.222111410713782"
"Big worries","2018","direct migration background","Urban Area","1212","0.209835058078359","0.199873843250501","0.219796272906216"
"Big worries","2018","indirect migration background","Rural Area","38","0.0963212993306728","0.0638434958785687","0.128799102782777"
"Big worries","2018","indirect migration background","Urban Area","197","0.12291677140454","0.105674339946029","0.14015920286305"
"Big worries","2018","no migration background","Rural Area","1176","0.16816642796212","0.15974441355961","0.176588442364629"
"Big worries","2018","no migration background","Urban Area","1617","0.141287868690205","0.135059411075922","0.147516326304487"
"No worries","2018","direct migration background","Rural Area","951","0.306542047312358","0.287695417562741","0.325388677061975"
"No worries","2018","direct migration background","Urban Area","2571","0.273359653396128","0.262456770063198","0.284262536729057"
"No worries","2018","indirect migration background","Rural Area","131","0.438226303622811","0.383606720510937","0.492845886734686"
"No worries","2018","indirect migration background","Urban Area","565","0.42432951631904","0.398375107853707","0.450283924784374"
"No worries","2018","no migration background","Rural Area","2116","0.267541212734703","0.257573051582348","0.277509373887057"
"No worries","2018","no migration background","Urban Area","4055","0.31818586548025","0.309857155891962","0.326514575068538"
"Some worries","2018","direct migration background","Rural Area","912","0.487866283821268","0.467433822181259","0.508298745461277"
"Some worries","2018","direct migration background","Urban Area","2636","0.516805288525514","0.504580567307104","0.529030009743923"
"Some worries","2018","indirect migration background","Rural Area","148","0.465452397046516","0.410542669510905","0.520362124582126"
"Some worries","2018","indirect migration background","Urban Area","631","0.45275371227642","0.426614351986271","0.478893072566569"
"Some worries","2018","no migration background","Rural Area","4284","0.564292359303178","0.55312686945849","0.575457849147866"
"Some worries","2018","no migration background","Urban Area","6342","0.540526265829546","0.531614925633443","0.549437606025648"
"Big worries","2019","direct migration background","Rural Area","414","0.260524563699461","0.241421618471976","0.279627508926945"
"Big worries","2019","direct migration background","Urban Area","976","0.250719652752068","0.239101155128998","0.262338150375138"
"Big worries","2019","indirect migration background","Rural Area","54","0.165593320019816","0.125242758397258","0.205943881642374"
"Big worries","2019","indirect migration background","Urban Area","211","0.146825126594544","0.127328904726033","0.166321348463055"
"Big worries","2019","no migration background","Rural Area","1417","0.214791025698349","0.205516459004497","0.224065592392201"
"Big worries","2019","no migration background","Urban Area","1676","0.165615472831163","0.15881040403306","0.172420541629266"
"No worries","2019","direct migration background","Rural Area","820","0.261190567794705","0.242071836205989","0.280309299383422"
"No worries","2019","direct migration background","Urban Area","2306","0.25586739470718","0.244170616513151","0.267564172901209"
"No worries","2019","indirect migration background","Rural Area","109","0.368898209651044","0.316521010518347","0.421275408783742"
"No worries","2019","indirect migration background","Urban Area","442","0.372904203514563","0.346266497443811","0.399541909585315"
"No worries","2019","no migration background","Rural Area","1875","0.232756466750079","0.223212906235576","0.242300027264582"
"No worries","2019","no migration background","Urban Area","3556","0.292927724655744","0.284596456978427","0.301258992333062"
"Some worries","2019","direct migration background","Rural Area","794","0.478284868505834","0.456544136990467","0.500025600021201"
"Some worries","2019","direct migration background","Urban Area","2064","0.493412952540752","0.480011066290536","0.506814838790968"
"Some worries","2019","indirect migration background","Rural Area","163","0.46550847032914","0.411361582692273","0.519655357966007"
"Some worries","2019","indirect migration background","Urban Area","613","0.480270669890893","0.452749753948688","0.507791585833098"
"Some worries","2019","no migration background","Rural Area","4240","0.552452507551571","0.541223019069932","0.563681996033211"
"Some worries","2019","no migration background","Urban Area","6231","0.541456802513092","0.532335203441032","0.550578401585152"
