"plb0195_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not paid","2000","16-34 y.","(Married) couple without C. ","132","0.155043122623511","0.130284867242548","0.179801378004474"
"Not paid","2000","16-34 y.","Single parent ","20","","",""
"Not paid","2000","16-34 y.","Couple + C. LE 16 ","102","0.130959041540926","0.106669078514012","0.155249004567839"
"Not paid","2000","16-34 y.","Couple + C. GT 16 ","52","0.0996816834900839","0.0723646944684834","0.126998672511685"
"Not paid","2000","16-34 y.","Couple + C. LE and GT 16","23","","",""
"Not paid","2000","35-65 y.","1-pers.-HH","82","0.15196417832717","0.121168444918152","0.182759911736188"
"Not paid","2000","35-65 y.","(Married) couple without C. ","262","0.195891469949662","0.174553617989615","0.217229321909709"
"Not paid","2000","35-65 y.","Single parent ","34","0.13082408210467","0.0905273673045676","0.171120796904771"
"Not paid","2000","35-65 y.","Couple + C. LE 16 ","277","0.179439808245192","0.160489231487192","0.198390385003191"
"Not paid","2000","35-65 y.","Couple + C. GT 16 ","177","0.167832893314229","0.144576837108593","0.191088949519866"
"Not paid","2000","35-65 y.","Couple + C. LE and GT 16","103","0.197723999184087","0.164736782671531","0.230711215696642"
"Not paid","2000","66 and older","1-pers.-HH","2","","",""
"Not paid","2000","66 and older","(Married) couple without C. ","1","","",""
"Not paid","2000","66 and older","Single parent ","","","",""
"Not paid","2000","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2000","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2000","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2001","16-34 y.","1-pers.-HH","205","0.464302525878871","0.417218913203258","0.511386138554485"
"Acclaimed","2001","16-34 y.","(Married) couple without C. ","345","0.462445774220652","0.426077638425937","0.498813910015367"
"Acclaimed","2001","16-34 y.","Single parent ","61","0.493665467296763","0.409639448846117","0.57769148574741"
"Acclaimed","2001","16-34 y.","Couple + C. LE 16 ","273","0.397278057286043","0.360086611719061","0.434469502853026"
"Acclaimed","2001","16-34 y.","Couple + C. GT 16 ","199","0.494711121364989","0.447618827065466","0.541803415664513"
"Acclaimed","2001","16-34 y.","Couple + C. LE and GT 16","57","0.395069200485838","0.310379120831803","0.479759280139873"
"Acclaimed","2001","35-65 y.","1-pers.-HH","242","0.50570116005129","0.461789971720962","0.549612348381617"
"Acclaimed","2001","35-65 y.","(Married) couple without C. ","591","0.460414852550548","0.432661395116209","0.488168309984886"
"Acclaimed","2001","35-65 y.","Single parent ","124","0.487394775538102","0.425803417599015","0.548986133477188"
"Acclaimed","2001","35-65 y.","Couple + C. LE 16 ","664","0.425606422718515","0.400928148920164","0.450284696516865"
"Acclaimed","2001","35-65 y.","Couple + C. GT 16 ","440","0.479972625683553","0.44846752549382","0.511477725873285"
"Acclaimed","2001","35-65 y.","Couple + C. LE and GT 16","249","0.465999730167631","0.423490442662665","0.508509017672597"
"Acclaimed","2001","66 and older","1-pers.-HH","","","",""
"Acclaimed","2001","66 and older","(Married) couple without C. ","4","","",""
"Acclaimed","2001","66 and older","Single parent ","","","",""
"Acclaimed","2001","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2001","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2001","16-34 y.","1-pers.-HH","103","0.258925696155012","0.21757070716047","0.300280685149554"
"Partly, partly","2001","16-34 y.","(Married) couple without C. ","180","0.252415880158287","0.220729847679498","0.284101912637076"
"Partly, partly","2001","16-34 y.","Single parent ","32","0.204770478421012","0.136950358028122","0.272590598813903"
"Partly, partly","2001","16-34 y.","Couple + C. LE 16 ","160","0.262967009018728","0.229506590727795","0.296427427309661"
"Partly, partly","2001","16-34 y.","Couple + C. GT 16 ","107","0.229602120330201","0.189988035300047","0.269216205360355"
"Partly, partly","2001","16-34 y.","Couple + C. LE and GT 16","17","","",""
"Partly, partly","2001","35-65 y.","1-pers.-HH","98","0.186825910710647","0.15259300691413","0.221058814507164"
"Partly, partly","2001","35-65 y.","(Married) couple without C. ","241","0.202773843103986","0.180386158824381","0.225161527383591"
"Partly, partly","2001","35-65 y.","Single parent ","57","0.236125837318903","0.183793456115012","0.288458218522795"
"Partly, partly","2001","35-65 y.","Couple + C. LE 16 ","334","0.216880011115439","0.196310222806121","0.237449799424757"
"Partly, partly","2001","35-65 y.","Couple + C. GT 16 ","212","0.199749291128657","0.174536833291308","0.224961748966005"
"Partly, partly","2001","35-65 y.","Couple + C. LE and GT 16","118","0.214211115895448","0.179249282633904","0.249172949156993"
"Partly, partly","2001","66 and older","1-pers.-HH","","","",""
"Partly, partly","2001","66 and older","(Married) couple without C. ","1","","",""
"Partly, partly","2001","66 and older","Single parent ","","","",""
"Partly, partly","2001","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2001","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2001","16-34 y.","1-pers.-HH","60","0.142322071017195","0.109337738458899","0.17530640357549"
"Paid","2001","16-34 y.","(Married) couple without C. ","86","0.124821206176622","0.10071260166561","0.148929810687635"
"Paid","2001","16-34 y.","Single parent ","27","","",""
"Paid","2001","16-34 y.","Couple + C. LE 16 ","136","0.206722107383344","0.175943894026962","0.237500320739726"
"Paid","2001","16-34 y.","Couple + C. GT 16 ","74","0.165627832466664","0.130613108548233","0.200642556385094"
"Paid","2001","16-34 y.","Couple + C. LE and GT 16","35","0.283452068264411","0.205378227474542","0.361525909054281"
"Paid","2001","35-65 y.","1-pers.-HH","73","0.146203433023733","0.115172887761223","0.177233978286242"
"Paid","2001","35-65 y.","(Married) couple without C. ","167","0.142711874910505","0.123235599922972","0.162188149898038"
"Paid","2001","35-65 y.","Single parent ","38","0.152336469565471","0.108057090407752","0.19661584872319"
"Paid","2001","35-65 y.","Couple + C. LE 16 ","262","0.171511398566139","0.15269676921329","0.190326027918988"
"Paid","2001","35-65 y.","Couple + C. GT 16 ","150","0.166066867365474","0.142599377501585","0.189534357229363"
"Paid","2001","35-65 y.","Couple + C. LE and GT 16","86","0.164601741850891","0.133001947879726","0.196201535822055"
"Paid","2001","66 and older","1-pers.-HH","","","",""
"Paid","2001","66 and older","(Married) couple without C. ","1","","",""
"Paid","2001","66 and older","Single parent ","","","",""
"Paid","2001","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2001","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2001","16-34 y.","1-pers.-HH","63","0.134449706948922","0.102243799556158","0.166655614341686"
"Not paid","2001","16-34 y.","(Married) couple without C. ","111","0.160317139444439","0.133554612715446","0.187079666173432"
"Not paid","2001","16-34 y.","Single parent ","16","","",""
"Not paid","2001","16-34 y.","Couple + C. LE 16 ","96","0.133032826311884","0.107221043375304","0.158844609248465"
"Not paid","2001","16-34 y.","Couple + C. GT 16 ","53","0.110058925838146","0.0805809673081599","0.139536884368132"
"Not paid","2001","16-34 y.","Couple + C. LE and GT 16","19","","",""
"Not paid","2001","35-65 y.","1-pers.-HH","85","0.161269496214331","0.128968140280875","0.193570852147787"
"Not paid","2001","35-65 y.","(Married) couple without C. ","240","0.194099429434961","0.172076996361356","0.216121862508567"
"Not paid","2001","35-65 y.","Single parent ","34","0.124142917577524","0.0835111769574738","0.164774658197574"
"Not paid","2001","35-65 y.","Couple + C. LE 16 ","282","0.186002167599908","0.166580946564597","0.205423388635218"
"Not paid","2001","35-65 y.","Couple + C. GT 16 ","164","0.154211215822316","0.131436735843044","0.176985695801589"
"Not paid","2001","35-65 y.","Couple + C. LE and GT 16","76","0.15518741208603","0.124332189152489","0.186042635019571"
"Not paid","2001","66 and older","1-pers.-HH","2","","",""
"Not paid","2001","66 and older","(Married) couple without C. ","","","",""
"Not paid","2001","66 and older","Single parent ","","","",""
"Not paid","2001","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2001","66 and older","Couple + C. GT 16 ","1","","",""
"Not paid","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2002","16-34 y.","1-pers.-HH","185","0.434289453099486","0.386715762628765","0.481863143570208"
"Acclaimed","2002","16-34 y.","(Married) couple without C. ","301","0.448973649015552","0.41019558153577","0.487751716495335"
"Acclaimed","2002","16-34 y.","Single parent ","62","0.498209781090232","0.410205364332276","0.586214197848189"
"Acclaimed","2002","16-34 y.","Couple + C. LE 16 ","245","0.424024419804353","0.383700972430068","0.464347867178639"
"Acclaimed","2002","16-34 y.","Couple + C. GT 16 ","220","0.537407949445856","0.490660437812523","0.584155461079189"
"Acclaimed","2002","16-34 y.","Couple + C. LE and GT 16","62","0.493125186657067","0.409711465455806","0.576538907858329"
"Acclaimed","2002","35-65 y.","1-pers.-HH","238","0.522076362218917","0.477155554482776","0.566997169955058"
"Acclaimed","2002","35-65 y.","(Married) couple without C. ","674","0.491344703236274","0.465823316170433","0.516866090302116"
"Acclaimed","2002","35-65 y.","Single parent ","131","0.574805789563295","0.51212948552109","0.6374820936055"
"Acclaimed","2002","35-65 y.","Couple + C. LE 16 ","700","0.451365486745476","0.427273958488534","0.475457015002418"
"Acclaimed","2002","35-65 y.","Couple + C. GT 16 ","471","0.499798292329319","0.469540982253224","0.530055602405415"
"Acclaimed","2002","35-65 y.","Couple + C. LE and GT 16","261","0.48952900901523","0.448455036539877","0.530602981490583"
"Acclaimed","2002","66 and older","1-pers.-HH","","","",""
"Acclaimed","2002","66 and older","(Married) couple without C. ","2","","",""
"Acclaimed","2002","66 and older","Single parent ","","","",""
"Acclaimed","2002","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2002","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2002","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2002","16-34 y.","1-pers.-HH","102","0.261166920125525","0.219005783234356","0.303328057016694"
"Partly, partly","2002","16-34 y.","(Married) couple without C. ","140","0.212010604541833","0.180144532727483","0.243876676356184"
"Partly, partly","2002","16-34 y.","Single parent ","26","","",""
"Partly, partly","2002","16-34 y.","Couple + C. LE 16 ","148","0.238902639776137","0.204109728745097","0.273695550807178"
"Partly, partly","2002","16-34 y.","Couple + C. GT 16 ","94","0.228013851667107","0.188677621006267","0.267350082327947"
"Partly, partly","2002","16-34 y.","Couple + C. LE and GT 16","34","0.189785562675823","0.124361106320911","0.255210019030736"
"Partly, partly","2002","35-65 y.","1-pers.-HH","103","0.214994229604653","0.178049617368862","0.251938841840444"
"Partly, partly","2002","35-65 y.","(Married) couple without C. ","243","0.169170187402949","0.150031272986196","0.188309101819702"
"Partly, partly","2002","35-65 y.","Single parent ","45","0.202238775237649","0.151315325624102","0.253162224851196"
"Partly, partly","2002","35-65 y.","Couple + C. LE 16 ","347","0.209902037489034","0.190186554889923","0.229617520088146"
"Partly, partly","2002","35-65 y.","Couple + C. GT 16 ","215","0.206485738335152","0.181990439294915","0.230981037375389"
"Partly, partly","2002","35-65 y.","Couple + C. LE and GT 16","119","0.213557031232969","0.17988397681143","0.247230085654508"
"Partly, partly","2002","66 and older","1-pers.-HH","","","",""
"Partly, partly","2002","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","2002","66 and older","Single parent ","","","",""
"Partly, partly","2002","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2002","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2002","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2002","16-34 y.","1-pers.-HH","55","0.118220802770398","0.0872318471542226","0.149209758386573"
"Paid","2002","16-34 y.","(Married) couple without C. ","73","0.140892638502648","0.113768408196835","0.168016868808461"
"Paid","2002","16-34 y.","Single parent ","13","","",""
"Paid","2002","16-34 y.","Couple + C. LE 16 ","111","0.210688520568121","0.177414534475169","0.243962506661074"
"Paid","2002","16-34 y.","Couple + C. GT 16 ","63","0.105700733024191","0.0768745055464943","0.134526960501889"
"Paid","2002","16-34 y.","Couple + C. LE and GT 16","22","","",""
"Paid","2002","35-65 y.","1-pers.-HH","40","0.0902190052422877","0.0644546823435672","0.115983328141008"
"Paid","2002","35-65 y.","(Married) couple without C. ","143","0.117247049206363","0.100823390975136","0.13367070743759"
"Paid","2002","35-65 y.","Single parent ","28","","",""
"Paid","2002","35-65 y.","Couple + C. LE 16 ","213","0.157631117872465","0.139989811205173","0.175272424539756"
"Paid","2002","35-65 y.","Couple + C. GT 16 ","126","0.140145963284043","0.119139012852952","0.161152913715134"
"Paid","2002","35-65 y.","Couple + C. LE and GT 16","65","0.136512968867418","0.108302726116891","0.164723211617946"
"Paid","2002","66 and older","1-pers.-HH","","","",""
"Paid","2002","66 and older","(Married) couple without C. ","1","","",""
"Paid","2002","66 and older","Single parent ","","","",""
"Paid","2002","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2002","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2002","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2002","16-34 y.","1-pers.-HH","75","0.186322824004591","0.14895144191043","0.223694206098752"
"Not paid","2002","16-34 y.","(Married) couple without C. ","118","0.198123107939967","0.167048120115063","0.22919809576487"
"Not paid","2002","16-34 y.","Single parent ","23","","",""
"Not paid","2002","16-34 y.","Couple + C. LE 16 ","73","0.126384419851388","0.0992720712802327","0.153496768422544"
"Not paid","2002","16-34 y.","Couple + C. GT 16 ","60","0.128877465862845","0.0974625796811827","0.160292352044508"
"Not paid","2002","16-34 y.","Couple + C. LE and GT 16","20","","",""
"Not paid","2002","35-65 y.","1-pers.-HH","94","0.172710402934142","0.138717416846974","0.206703389021311"
"Not paid","2002","35-65 y.","(Married) couple without C. ","414","0.222238060154413","0.201013831708055","0.243462288600772"
"Not paid","2002","35-65 y.","Single parent ","35","0.111546730129602","0.0716355235356279","0.151457936723577"
"Not paid","2002","35-65 y.","Couple + C. LE 16 ","379","0.181101357893025","0.162457553272858","0.199745162513192"
"Not paid","2002","35-65 y.","Couple + C. GT 16 ","237","0.153570006051486","0.131752300821209","0.175387711281762"
"Not paid","2002","35-65 y.","Couple + C. LE and GT 16","124","0.160400990884383","0.130247927549653","0.190554054219113"
"Not paid","2002","66 and older","1-pers.-HH","2","","",""
"Not paid","2002","66 and older","(Married) couple without C. ","2","","",""
"Not paid","2002","66 and older","Single parent ","","","",""
"Not paid","2002","66 and older","Couple + C. LE 16 ","1","","",""
"Not paid","2002","66 and older","Couple + C. GT 16 ","1","","",""
"Not paid","2002","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2003","16-34 y.","1-pers.-HH","176","0.477974271888887","0.427882704219863","0.528065839557911"
"Acclaimed","2003","16-34 y.","(Married) couple without C. ","334","0.492544483188886","0.454402976752852","0.530685989624921"
"Acclaimed","2003","16-34 y.","Single parent ","71","0.609409964760956","0.523189394562967","0.695630534958944"
"Acclaimed","2003","16-34 y.","Couple + C. LE 16 ","250","0.47735246712073","0.434503843353484","0.520201090887976"
"Acclaimed","2003","16-34 y.","Couple + C. GT 16 ","218","0.532354689001913","0.484973917794115","0.579735460209711"
"Acclaimed","2003","16-34 y.","Couple + C. LE and GT 16","62","0.50177205896054","0.412312913617932","0.591231204303149"
"Acclaimed","2003","35-65 y.","1-pers.-HH","241","0.549448571426901","0.504704345829408","0.594192797024394"
"Acclaimed","2003","35-65 y.","(Married) couple without C. ","658","0.528080741628679","0.50161720711023","0.554544276147128"
"Acclaimed","2003","35-65 y.","Single parent ","137","0.609278051578425","0.548182903804652","0.670373199352197"
"Acclaimed","2003","35-65 y.","Couple + C. LE 16 ","639","0.439355056454345","0.414018294067092","0.464691818841598"
"Acclaimed","2003","35-65 y.","Couple + C. GT 16 ","503","0.546273764177212","0.516016229542574","0.57653129881185"
"Acclaimed","2003","35-65 y.","Couple + C. LE and GT 16","258","0.475728383797152","0.434439072578113","0.517017695016192"
"Acclaimed","2003","66 and older","1-pers.-HH","","","",""
"Acclaimed","2003","66 and older","(Married) couple without C. ","1","","",""
"Acclaimed","2003","66 and older","Single parent ","","","",""
"Acclaimed","2003","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2003","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2003","16-34 y.","1-pers.-HH","84","0.238809089066298","0.196053919564352","0.281564258568244"
"Partly, partly","2003","16-34 y.","(Married) couple without C. ","129","0.197689274778867","0.167305692525527","0.228072857032206"
"Partly, partly","2003","16-34 y.","Single parent ","23","","",""
"Partly, partly","2003","16-34 y.","Couple + C. LE 16 ","118","0.208373448716581","0.173532160402722","0.24321473703044"
"Partly, partly","2003","16-34 y.","Couple + C. GT 16 ","95","0.238256763991634","0.19780194948517","0.278711578498099"
"Partly, partly","2003","16-34 y.","Couple + C. LE and GT 16","22","","",""
"Partly, partly","2003","35-65 y.","1-pers.-HH","92","0.179669462285086","0.145144528072197","0.214194396497974"
"Partly, partly","2003","35-65 y.","(Married) couple without C. ","223","0.16663871161201","0.146884102319808","0.186393320904211"
"Partly, partly","2003","35-65 y.","Single parent ","42","0.153112514925178","0.108022201784352","0.198202828066004"
"Partly, partly","2003","35-65 y.","Couple + C. LE 16 ","309","0.223483665618423","0.202217091198497","0.244750240038348"
"Partly, partly","2003","35-65 y.","Couple + C. GT 16 ","194","0.183839389839326","0.160297651854987","0.207381127823666"
"Partly, partly","2003","35-65 y.","Couple + C. LE and GT 16","120","0.221307789690527","0.186986689686938","0.255628889694116"
"Partly, partly","2003","66 and older","1-pers.-HH","","","",""
"Partly, partly","2003","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","2003","66 and older","Single parent ","","","",""
"Partly, partly","2003","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2003","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2003","16-34 y.","1-pers.-HH","49","0.112111329478466","0.0804724992483533","0.143750159708579"
"Paid","2003","16-34 y.","(Married) couple without C. ","79","0.140869049411325","0.114328274566471","0.167409824256179"
"Paid","2003","16-34 y.","Single parent ","13","","",""
"Paid","2003","16-34 y.","Couple + C. LE 16 ","81","0.164244842172441","0.132461596681947","0.196028087662936"
"Paid","2003","16-34 y.","Couple + C. GT 16 ","59","0.137250700814349","0.104573647672507","0.169927753956191"
"Paid","2003","16-34 y.","Couple + C. LE and GT 16","20","","",""
"Paid","2003","35-65 y.","1-pers.-HH","30","0.0599427360159618","0.0385952507740897","0.0812902212578339"
"Paid","2003","35-65 y.","(Married) couple without C. ","138","0.122676533486805","0.105285537516816","0.140067529456794"
"Paid","2003","35-65 y.","Single parent ","37","0.145270248819189","0.101146967767808","0.189393529870571"
"Paid","2003","35-65 y.","Couple + C. LE 16 ","185","0.149778951439437","0.131561372150011","0.167996530728862"
"Paid","2003","35-65 y.","Couple + C. GT 16 ","111","0.12233729230226","0.102422550684653","0.142252033919867"
"Paid","2003","35-65 y.","Couple + C. LE and GT 16","79","0.17128669283626","0.140137707689067","0.202435677983453"
"Paid","2003","66 and older","1-pers.-HH","","","",""
"Paid","2003","66 and older","(Married) couple without C. ","1","","",""
"Paid","2003","66 and older","Single parent ","","","",""
"Paid","2003","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2003","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2003","16-34 y.","1-pers.-HH","73","0.171105309566349","0.133339584114027","0.208871035018672"
"Not paid","2003","16-34 y.","(Married) couple without C. ","118","0.168897192620922","0.14031373822988","0.197480647011965"
"Not paid","2003","16-34 y.","Single parent ","16","","",""
"Not paid","2003","16-34 y.","Couple + C. LE 16 ","73","0.150029241990248","0.11939530678783","0.180663177192666"
"Not paid","2003","16-34 y.","Couple + C. GT 16 ","54","0.0921378461921037","0.0646733096084435","0.119602382775764"
"Not paid","2003","16-34 y.","Couple + C. LE and GT 16","16","","",""
"Not paid","2003","35-65 y.","1-pers.-HH","112","0.210939230272051","0.17425028806996","0.247628172474142"
"Not paid","2003","35-65 y.","(Married) couple without C. ","348","0.182604013272507","0.16212376375969","0.203084262785324"
"Not paid","2003","35-65 y.","Single parent ","29","","",""
"Not paid","2003","35-65 y.","Couple + C. LE 16 ","341","0.187382326487796","0.167461525612021","0.207303127363571"
"Not paid","2003","35-65 y.","Couple + C. GT 16 ","232","0.147549553681202","0.125995203084266","0.169103904278138"
"Not paid","2003","35-65 y.","Couple + C. LE and GT 16","105","0.131677133676061","0.103721088454247","0.159633178897874"
"Not paid","2003","66 and older","1-pers.-HH","3","","",""
"Not paid","2003","66 and older","(Married) couple without C. ","3","","",""
"Not paid","2003","66 and older","Single parent ","","","",""
"Not paid","2003","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2003","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2004","16-34 y.","1-pers.-HH","165","0.458830806708978","0.406249501630219","0.511412111787736"
"Acclaimed","2004","16-34 y.","(Married) couple without C. ","308","0.471456418137859","0.432352335469233","0.510560500806486"
"Acclaimed","2004","16-34 y.","Single parent ","50","0.43944720048203","0.345842463505116","0.533051937458943"
"Acclaimed","2004","16-34 y.","Couple + C. LE 16 ","220","0.505909544797221","0.459715977400309","0.552103112194132"
"Acclaimed","2004","16-34 y.","Couple + C. GT 16 ","198","0.50689123405574","0.458139938624226","0.555642529487253"
"Acclaimed","2004","16-34 y.","Couple + C. LE and GT 16","45","0.311958113945697","0.22334275044169","0.400573477449703"
"Acclaimed","2004","35-65 y.","1-pers.-HH","244","0.531285679713442","0.486171057154255","0.57640030227263"
"Acclaimed","2004","35-65 y.","(Married) couple without C. ","703","0.512482491673363","0.486656778752405","0.53830820459432"
"Acclaimed","2004","35-65 y.","Single parent ","138","0.583246679054939","0.520610496034258","0.645882862075619"
"Acclaimed","2004","35-65 y.","Couple + C. LE 16 ","616","0.483114365863205","0.456806314398525","0.509422417327886"
"Acclaimed","2004","35-65 y.","Couple + C. GT 16 ","499","0.495122388293371","0.464966962116712","0.52527781447003"
"Acclaimed","2004","35-65 y.","Couple + C. LE and GT 16","237","0.44743725242589","0.404451611901121","0.490422892950659"
"Acclaimed","2004","66 and older","1-pers.-HH","","","",""
"Acclaimed","2004","66 and older","(Married) couple without C. ","1","","",""
"Acclaimed","2004","66 and older","Single parent ","","","",""
"Acclaimed","2004","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2004","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2004","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2004","16-34 y.","1-pers.-HH","73","0.201100869280966","0.158805629469239","0.243396109092694"
"Partly, partly","2004","16-34 y.","(Married) couple without C. ","144","0.240575092056706","0.207091759727017","0.274058424386394"
"Partly, partly","2004","16-34 y.","Single parent ","21","","",""
"Partly, partly","2004","16-34 y.","Couple + C. LE 16 ","114","0.234633032243533","0.195479471154727","0.27378659333234"
"Partly, partly","2004","16-34 y.","Couple + C. GT 16 ","81","0.18085060615278","0.14331884447591","0.218382367829651"
"Partly, partly","2004","16-34 y.","Couple + C. LE and GT 16","22","","",""
"Partly, partly","2004","35-65 y.","1-pers.-HH","64","0.132136306456031","0.101521183799566","0.162751429112497"
"Partly, partly","2004","35-65 y.","(Married) couple without C. ","225","0.172464853219001","0.152945688921824","0.191984017516179"
"Partly, partly","2004","35-65 y.","Single parent ","45","0.201957569371977","0.150953753242692","0.252961385501262"
"Partly, partly","2004","35-65 y.","Couple + C. LE 16 ","265","0.173553656391797","0.1536152386446","0.193492074138994"
"Partly, partly","2004","35-65 y.","Couple + C. GT 16 ","206","0.225351332359255","0.20015144577933","0.250551218939181"
"Partly, partly","2004","35-65 y.","Couple + C. LE and GT 16","106","0.226962548033122","0.19075126622235","0.263173829843894"
"Partly, partly","2004","66 and older","1-pers.-HH","","","",""
"Partly, partly","2004","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","2004","66 and older","Single parent ","","","",""
"Partly, partly","2004","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2004","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2004","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2004","16-34 y.","1-pers.-HH","43","0.0995506516464994","0.0679576972098964","0.131143606083102"
"Paid","2004","16-34 y.","(Married) couple without C. ","62","0.112468797118717","0.0877191640386496","0.137218430198784"
"Paid","2004","16-34 y.","Single parent ","24","","",""
"Paid","2004","16-34 y.","Couple + C. LE 16 ","53","0.120269375127526","0.0902159332559729","0.150322816999078"
"Paid","2004","16-34 y.","Couple + C. GT 16 ","52","0.135228470732348","0.101882591857318","0.168574349607378"
"Paid","2004","16-34 y.","Couple + C. LE and GT 16","15","","",""
"Paid","2004","35-65 y.","1-pers.-HH","52","0.137505455384944","0.106371284499377","0.168639626270512"
"Paid","2004","35-65 y.","(Married) couple without C. ","118","0.100932595683325","0.085368297538206","0.116496893828445"
"Paid","2004","35-65 y.","Single parent ","25","","",""
"Paid","2004","35-65 y.","Couple + C. LE 16 ","168","0.138049342259405","0.119888965700077","0.156209718818733"
"Paid","2004","35-65 y.","Couple + C. GT 16 ","103","0.112273416631159","0.0932322210440934","0.131314612218224"
"Paid","2004","35-65 y.","Couple + C. LE and GT 16","67","0.152584323064546","0.12149797279289","0.183670673336203"
"Paid","2004","66 and older","1-pers.-HH","1","","",""
"Paid","2004","66 and older","(Married) couple without C. ","3","","",""
"Paid","2004","66 and older","Single parent ","","","",""
"Paid","2004","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2004","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2004","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2004","16-34 y.","1-pers.-HH","64","0.240517672363557","0.195418260743709","0.285617083983404"
"Not paid","2004","16-34 y.","(Married) couple without C. ","112","0.175499692686718","0.145701184972068","0.205298200401368"
"Not paid","2004","16-34 y.","Single parent ","13","","",""
"Not paid","2004","16-34 y.","Couple + C. LE 16 ","63","0.13918804783172","0.107206686201421","0.171169409462019"
"Not paid","2004","16-34 y.","Couple + C. GT 16 ","73","0.177029689059133","0.139810016697362","0.214249361420903"
"Not paid","2004","16-34 y.","Couple + C. LE and GT 16","23","","",""
"Not paid","2004","35-65 y.","1-pers.-HH","110","0.199072558445582","0.162973036731163","0.235172080160001"
"Not paid","2004","35-65 y.","(Married) couple without C. ","393","0.214120059424311","0.192925496083045","0.235314622765577"
"Not paid","2004","35-65 y.","Single parent ","30","0.110704917498118","0.0708422814737166","0.15056755352252"
"Not paid","2004","35-65 y.","Couple + C. LE 16 ","337","0.205282635485593","0.184018441063994","0.226546829907192"
"Not paid","2004","35-65 y.","Couple + C. GT 16 ","248","0.167252862716215","0.144743692461974","0.189762032970457"
"Not paid","2004","35-65 y.","Couple + C. LE and GT 16","104","0.173015876476441","0.140315097660933","0.20571665529195"
"Not paid","2004","66 and older","1-pers.-HH","1","","",""
"Not paid","2004","66 and older","(Married) couple without C. ","4","","",""
"Not paid","2004","66 and older","Single parent ","","","",""
"Not paid","2004","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2004","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2004","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2005","16-34 y.","1-pers.-HH","174","0.445585015810673","0.394384236129037","0.496785795492309"
"Acclaimed","2005","16-34 y.","(Married) couple without C. ","305","0.517117177089604","0.477032694146387","0.55720166003282"
"Acclaimed","2005","16-34 y.","Single parent ","54","0.533755152928761","0.436465765922114","0.631044539935408"
