"plb0195_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1985","66 and older","Male","7","","","","4"
"Not paid","1985","35-65 y.","Female","157","0.286289886706955","0.250030132637627","0.322549640776284","4"
"Not paid","1985","66 and older","Female","1","","","","4"
"Paid","1985","16-34 y.","Male","457","0.441679887332187","0.409608797071464","0.47375097759291","3"
"Paid","1985","16-34 y.","Female","156","0.21670152322293","0.183926095461104","0.249476950984756","3"
"Paid","1985","35-65 y.","Male","689","0.356775557557487","0.333206704758497","0.380344410356478","3"
"Paid","1985","35-65 y.","Female","190","0.266239811740275","0.230785056103472","0.301694567377078","3"
"Paid","1985","66 and older","Male","1","","","","3"
"Paid","1985","66 and older","Female","","","","","3"
"Partly, partly","1985","16-34 y.","Female","70","0.129791561661632","0.10305604263784","0.156527080685423","2"
"Partly, partly","1985","16-34 y.","Male","116","0.130522882773646","0.108766300021576","0.152279465525717","2"
"Partly, partly","1985","35-65 y.","Female","55","0.0927937776089754","0.0695196525728361","0.116067902645115","2"
"Partly, partly","1985","35-65 y.","Male","162","0.110689417910236","0.0952532530055777","0.126125582814895","2"
"Partly, partly","1985","66 and older","Male","","","","","2"
"Partly, partly","1985","66 and older","Female","","","","","2"
"Acclaimed","1986","16-34 y.","Male","212","0.250968906073429","0.223296168360959","0.278641643785899","1"
"Acclaimed","1986","16-34 y.","Female","251","0.441549471142575","0.401816183289658","0.481282758995491","1"
"Acclaimed","1986","35-65 y.","Male","298","0.234383345822415","0.212511513824365","0.256255177820464","1"
"Acclaimed","1986","35-65 y.","Female","208","0.422496104128328","0.380678946519688","0.464313261736968","1"
"Acclaimed","1986","66 and older","Male","","","","","1"
"Acclaimed","1986","66 and older","Female","","","","","1"
"Not paid","1986","16-34 y.","Male","112","0.126194611448776","0.105000265967543","0.147388956930009","4"
"Not paid","1986","16-34 y.","Female","127","0.20931029472769","0.176758809972932","0.241861779482448","4"
"Not paid","1986","35-65 y.","Male","312","0.253696522398292","0.231230246377831","0.276162798418753","4"
"Not paid","1986","66 and older","Male","","","","","4"
"Not paid","1986","35-65 y.","Female","109","0.221535413807329","0.186378826836125","0.256692000778533","4"
"Not paid","1986","66 and older","Female","1","","","","4"
"Paid","1986","16-34 y.","Male","491","0.468207224512579","0.436359198704808","0.50005525032035","3"
"Paid","1986","16-34 y.","Female","148","0.219067174118203","0.185971749457261","0.252162598779145","3"
"Paid","1986","35-65 y.","Female","171","0.27615854134487","0.238308473414488","0.314008609275252","3"
"Paid","1986","35-65 y.","Male","686","0.403243112618818","0.377915264115045","0.42857096112259","3"
"Paid","1986","66 and older","Male","1","","","","3"
"Paid","1986","66 and older","Female","1","","","","3"
"Partly, partly","1986","16-34 y.","Male","128","0.154629257965216","0.131553196501513","0.177705319428918","2"
"Partly, partly","1986","35-65 y.","Female","48","0.0798099407194726","0.0568678517859281","0.102752029653017","2"
"Partly, partly","1986","16-34 y.","Female","74","0.130073060011532","0.103157245010102","0.156988875012963","2"
"Partly, partly","1986","35-65 y.","Male","145","0.108677019160476","0.0926075136990869","0.124746524621865","2"
"Partly, partly","1986","66 and older","Male","","","","","2"
"Partly, partly","1986","66 and older","Female","","","","","2"
"Acclaimed","1987","16-34 y.","Male","","","","","1"
"Acclaimed","1987","16-34 y.","Female","","","","","1"
"Acclaimed","1987","35-65 y.","Male","","","","","1"
"Acclaimed","1987","35-65 y.","Female","","","","","1"
"Acclaimed","1987","66 and older","Male","","","","","1"
"Acclaimed","1987","66 and older","Female","","","","","1"
"Not paid","1987","16-34 y.","Male","","","","","4"
"Not paid","1987","16-34 y.","Female","","","","","4"
"Not paid","1987","35-65 y.","Male","","","","","4"
"Not paid","1987","35-65 y.","Female","","","","","4"
"Not paid","1987","66 and older","Male","","","","","4"
"Not paid","1987","66 and older","Female","","","","","4"
"Paid","1987","16-34 y.","Male","","","","","3"
"Paid","1987","16-34 y.","Female","","","","","3"
"Paid","1987","35-65 y.","Female","","","","","3"
"Paid","1987","35-65 y.","Male","","","","","3"
"Paid","1987","66 and older","Male","","","","","3"
"Paid","1987","66 and older","Female","","","","","3"
"Partly, partly","1987","16-34 y.","Female","","","","","2"
"Partly, partly","1987","35-65 y.","Male","","","","","2"
"Partly, partly","1987","16-34 y.","Male","","","","","2"
"Partly, partly","1987","35-65 y.","Female","","","","","2"
"Partly, partly","1987","66 and older","Male","","","","","2"
"Partly, partly","1987","66 and older","Female","","","","","2"
"Acclaimed","1988","16-34 y.","Male","228","0.267237640628371","0.238643004929054","0.295832276327688","1"
"Acclaimed","1988","16-34 y.","Female","262","0.460770978139523","0.420953015654852","0.500588940624194","1"
"Acclaimed","1988","35-65 y.","Male","305","0.251214085676414","0.228273016795831","0.274155154556997","1"
"Acclaimed","1988","35-65 y.","Female","224","0.446841166590129","0.406026883006763","0.487655450173494","1"
"Acclaimed","1988","66 and older","Male","1","","","","1"
"Acclaimed","1988","66 and older","Female","1","","","","1"
"Not paid","1988","16-34 y.","Male","115","0.143549645800688","0.12089244067041","0.166206850930967","4"
"Not paid","1988","16-34 y.","Female","117","0.220775320613884","0.187642648938256","0.253907992289512","4"
"Not paid","1988","35-65 y.","Male","265","0.234528469301008","0.212116752371398","0.256940186230619","4"
"Not paid","1988","66 and older","Male","2","","","","4"
"Not paid","1988","35-65 y.","Female","92","0.172130150796901","0.141140251085425","0.203120050508377","4"
"Not paid","1988","66 and older","Female","","","","","4"
"Paid","1988","16-34 y.","Female","155","0.206337467722306","0.174011105665601","0.238663829779012","3"
"Paid","1988","16-34 y.","Male","455","0.447010707622198","0.4148836093657","0.479137805878696","3"
"Paid","1988","35-65 y.","Female","202","0.281026602542828","0.244125376958119","0.317927828127536","3"
"Paid","1988","35-65 y.","Male","626","0.379429308548137","0.353762380689242","0.405096236407031","3"
"Paid","1988","66 and older","Male","","","","","3"
"Paid","1988","66 and older","Female","","","","","3"
"Partly, partly","1988","16-34 y.","Male","122","0.142202005948742","0.119633669280919","0.164770342616566","2"
"Partly, partly","1988","16-34 y.","Female","68","0.112116233524287","0.0869126582143654","0.137319808834208","2"
"Partly, partly","1988","35-65 y.","Female","52","0.100002080070142","0.0753736951394106","0.124630465000874","2"
"Partly, partly","1988","35-65 y.","Male","177","0.134828136474441","0.116762457774847","0.152893815174035","2"
"Partly, partly","1988","66 and older","Male","1","","","","2"
"Partly, partly","1988","66 and older","Female","","","","","2"
"Acclaimed","1989","16-34 y.","Male","219","0.257759591594835","0.230119449615563","0.285399733574107","1"
"Acclaimed","1989","16-34 y.","Female","289","0.438488853107553","0.400832032978846","0.47614567323626","1"
"Acclaimed","1989","35-65 y.","Male","302","0.24421038396185","0.221770051481875","0.266650716441824","1"
"Acclaimed","1989","35-65 y.","Female","236","0.428486211766409","0.389502377821137","0.467470045711681","1"
"Acclaimed","1989","66 and older","Male","1","","","","1"
"Acclaimed","1989","66 and older","Female","","","","","1"
"Not paid","1989","16-34 y.","Male","98","0.107399954059066","0.0878344493570404","0.126965458761093","4"
"Not paid","1989","16-34 y.","Female","101","0.168845973343068","0.140416338295272","0.197275608390864","4"
"Not paid","1989","35-65 y.","Male","269","0.23065870021793","0.208655228609391","0.252662171826468","4"
"Not paid","1989","66 and older","Male","3","","","","4"
"Not paid","1989","35-65 y.","Female","100","0.189704633698471","0.158818509483347","0.220590757913595","4"
"Not paid","1989","66 and older","Female","1","","","","4"
"Paid","1989","16-34 y.","Male","483","0.459616435296615","0.428123771562313","0.491109099030917","3"
"Paid","1989","16-34 y.","Female","189","0.251752800499576","0.218814978421645","0.284690622577507","3"
"Paid","1989","35-65 y.","Female","214","0.278347122267569","0.243040163675234","0.313654080859905","3"
"Paid","1989","35-65 y.","Male","629","0.368572967691695","0.343374734613715","0.393771200769674","3"
"Paid","1989","66 and older","Male","1","","","","3"
"Paid","1989","66 and older","Female","1","","","","3"
"Partly, partly","1989","16-34 y.","Female","88","0.140912373049802","0.114507841284189","0.167316904815416","2"
"Partly, partly","1989","16-34 y.","Male","162","0.175224019049484","0.151201122218166","0.199246915880802","2"
"Partly, partly","1989","35-65 y.","Male","208","0.156557948128526","0.137577260189468","0.175538636067585","2"
"Partly, partly","1989","35-65 y.","Female","69","0.103462032267551","0.0794694157764877","0.127454648758614","2"
"Partly, partly","1989","66 and older","Male","","","","","2"
"Partly, partly","1989","66 and older","Female","","","","","2"
"Acclaimed","1990","16-34 y.","Male","223","0.255194713158843","0.227772930277348","0.282616496040338","1"
"Acclaimed","1990","16-34 y.","Female","292","0.461436013679241","0.423317162443242","0.49955486491524","1"
"Acclaimed","1990","35-65 y.","Male","319","0.267941670368502","0.244515257345348","0.291368083391656","1"
"Acclaimed","1990","35-65 y.","Female","243","0.442689656156496","0.403497085668707","0.481882226644285","1"
"Acclaimed","1990","66 and older","Male","","","","","1"
"Acclaimed","1990","66 and older","Female","","","","","1"
"Not paid","1990","16-34 y.","Male","88","0.103580887193095","0.0844147830712704","0.122746991314919","4"
"Not paid","1990","16-34 y.","Female","86","0.158997468748734","0.131036052615539","0.186958884881928","4"
"Not paid","1990","66 and older","Male","1","","","","4"
"Not paid","1990","35-65 y.","Male","250","0.220979848788793","0.199033437980315","0.242926259597271","4"
"Not paid","1990","35-65 y.","Female","86","0.154273992271647","0.125772558278035","0.182775426265259","4"
"Not paid","1990","66 and older","Female","2","","","","4"
"Paid","1990","16-34 y.","Female","181","0.235577857101845","0.203129010147517","0.268026704056173","3"
"Paid","1990","16-34 y.","Male","491","0.460106775985229","0.428757917665867","0.491455634304591","3"
"Paid","1990","35-65 y.","Male","604","0.368660673912725","0.343142026586415","0.394179321239034","3"
"Paid","1990","35-65 y.","Female","216","0.2881865692217","0.2524489623964","0.323924176046999","3"
"Paid","1990","66 and older","Male","","","","","3"
"Paid","1990","66 and older","Female","","","","","3"
"Partly, partly","1990","16-34 y.","Male","169","0.181117623662833","0.156894530804706","0.205340716520961","2"
"Partly, partly","1990","16-34 y.","Female","98","0.14398866047018","0.117143295612569","0.170834025327792","2"
"Partly, partly","1990","35-65 y.","Female","72","0.114849782350157","0.0896916100291558","0.140007954671158","2"
"Partly, partly","1990","35-65 y.","Male","200","0.14241780692998","0.123932236923448","0.160903376936512","2"
"Partly, partly","1990","66 and older","Male","","","","","2"
"Partly, partly","1990","66 and older","Female","","","","","2"
"Acclaimed","1991","16-34 y.","Male","426","0.285377736900118","0.262061180172785","0.308694293627451","1"
"Acclaimed","1991","16-34 y.","Female","520","0.487366040282751","0.457486412887444","0.517245667678059","1"
"Acclaimed","1991","35-65 y.","Male","554","0.278091722781253","0.258700718475491","0.297482727087015","1"
"Acclaimed","1991","35-65 y.","Female","524","0.440722338350763","0.412250012971332","0.469194663730193","1"
"Acclaimed","1991","66 and older","Male","","","","","1"
"Acclaimed","1991","66 and older","Female","2","","","","1"
"Not paid","1991","16-34 y.","Male","114","0.101552230728955","0.0859564452852971","0.117148016172613","4"
"Not paid","1991","16-34 y.","Female","125","0.125605959514938","0.105795133853953","0.145416785175922","4"
"Not paid","1991","35-65 y.","Male","367","0.202858270481157","0.185455059213782","0.220261481748532","4"
"Not paid","1991","66 and older","Male","1","","","","4"
"Not paid","1991","35-65 y.","Female","187","0.178315429196667","0.15636344925027","0.200267409143065","4"
"Not paid","1991","66 and older","Female","","","","","4"
"Paid","1991","16-34 y.","Female","284","0.253377677655873","0.227377368040242","0.279377987271504","3"
"Paid","1991","16-34 y.","Male","661","0.43440206777364","0.408809377013944","0.459994758533335","3"
"Paid","1991","35-65 y.","Male","829","0.371809800928468","0.350894156225276","0.39272544563166","3"
"Paid","1991","35-65 y.","Female","327","0.272816930210832","0.247273206498061","0.298360653923603","3"
"Paid","1991","66 and older","Male","1","","","","3"
"Paid","1991","66 and older","Female","","","","","3"
"Partly, partly","1991","16-34 y.","Female","146","0.133650322546437","0.113309173899198","0.153991471193676","2"
"Partly, partly","1991","16-34 y.","Male","240","0.178667964597287","0.158889215247998","0.198446713946576","2"
"Partly, partly","1991","35-65 y.","Male","301","0.147240205809122","0.131904921684099","0.162575489934144","2"
"Partly, partly","1991","35-65 y.","Female","130","0.108145302241738","0.0903347432115124","0.125955861271963","2"
"Partly, partly","1991","66 and older","Male","1","","","","2"
"Partly, partly","1991","66 and older","Female","","","","","2"
"Acclaimed","1992","16-34 y.","Male","389","0.288795849661485","0.264788789437245","0.312802909885725","1"
"Acclaimed","1992","16-34 y.","Female","485","0.490063256401757","0.459141407155402","0.520985105648113","1"
"Acclaimed","1992","35-65 y.","Male","496","0.26660928058565","0.246876544218755","0.286342016952545","1"
"Acclaimed","1992","35-65 y.","Female","482","0.453858317613561","0.424423452079083","0.483293183148038","1"
"Acclaimed","1992","66 and older","Male","","","","","1"
"Acclaimed","1992","66 and older","Female","","","","","1"
"Not paid","1992","16-34 y.","Male","104","0.0840729482073125","0.0693733674485924","0.0987725289660326","4"
"Not paid","1992","16-34 y.","Female","138","0.14092421876517","0.11940186377202","0.16244657375832","4"
"Not paid","1992","35-65 y.","Male","362","0.206983168148873","0.188903490002012","0.225062846295735","4"
"Not paid","1992","35-65 y.","Female","169","0.157746622931462","0.136196454910836","0.179296790952088","4"
"Not paid","1992","66 and older","Male","1","","","","4"
"Not paid","1992","66 and older","Female","","","","","4"
"Paid","1992","16-34 y.","Female","227","0.204103187923474","0.179172485712269","0.229033890134678","3"
"Paid","1992","16-34 y.","Male","621","0.428348813601876","0.402136177060286","0.454561450143467","3"
"Paid","1992","35-65 y.","Female","294","0.259566208237985","0.233647315962285","0.285485100513684","3"
"Paid","1992","35-65 y.","Male","741","0.356392852884242","0.33502027544453","0.377765430323953","3"
"Paid","1992","66 and older","Male","2","","","","3"
"Paid","1992","66 and older","Female","","","","","3"
"Partly, partly","1992","16-34 y.","Male","255","0.198782388529326","0.177642116922624","0.219922660136027","2"
"Partly, partly","1992","16-34 y.","Female","154","0.164909336909599","0.141954687118261","0.187863986700937","2"
"Partly, partly","1992","35-65 y.","Male","330","0.170014698381235","0.15325136382535","0.18677803293712","2"
"Partly, partly","1992","35-65 y.","Female","154","0.128828851216993","0.109022359623753","0.148635342810232","2"
"Partly, partly","1992","66 and older","Male","","","","","2"
"Partly, partly","1992","66 and older","Female","1","","","","2"
"Acclaimed","1993","16-34 y.","Male","349","0.27588152778868","0.251860676478012","0.299902379099348","1"
"Acclaimed","1993","16-34 y.","Female","498","0.500016250805552","0.468917462297222","0.531115039313883","1"
"Acclaimed","1993","35-65 y.","Male","454","0.260086821062818","0.240009859848413","0.280163782277223","1"
"Acclaimed","1993","35-65 y.","Female","503","0.450924884584771","0.421705337643936","0.480144431525606","1"
"Acclaimed","1993","66 and older","Male","","","","","1"
"Acclaimed","1993","66 and older","Female","","","","","1"
"Not paid","1993","16-34 y.","Female","123","0.136191999807543","0.114858707884462","0.157525291730625","4"
"Not paid","1993","16-34 y.","Male","135","0.124400372875043","0.106663138873682","0.142137606876405","4"
"Not paid","1993","35-65 y.","Male","360","0.214216179647989","0.1954391841834","0.232993175112579","4"
"Not paid","1993","35-65 y.","Female","184","0.172808810385933","0.150606846804802","0.195010773967064","4"
"Not paid","1993","66 and older","Male","","","","","4"
"Not paid","1993","66 and older","Female","2","","","","4"
"Paid","1993","16-34 y.","Male","577","0.400007931436132","0.373679236858125","0.426336626014138","3"
"Paid","1993","16-34 y.","Female","224","0.221303449161833","0.195483719924045","0.247123178399622","3"
"Paid","1993","35-65 y.","Male","691","0.355242228231976","0.333338955495974","0.377145500967977","3"
"Paid","1993","35-65 y.","Female","271","0.242011802026035","0.216860817493224","0.267162786558846","3"
"Paid","1993","66 and older","Male","2","","","","3"
"Paid","1993","66 and older","Female","1","","","","3"
"Partly, partly","1993","16-34 y.","Male","269","0.199710167900144","0.178224641004247","0.221195694796042","2"
"Partly, partly","1993","16-34 y.","Female","148","0.142488300225071","0.120747120973093","0.164229479477049","2"
"Partly, partly","1993","35-65 y.","Female","156","0.134254503003261","0.114234458116756","0.154274547889766","2"
"Partly, partly","1993","35-65 y.","Male","329","0.170454771057217","0.153245081305558","0.187664460808876","2"
"Partly, partly","1993","66 and older","Male","","","","","2"
"Partly, partly","1993","66 and older","Female","","","","","2"
"Acclaimed","1994","16-34 y.","Male","348","0.279599658045542","0.255155871650954","0.30404344444013","1"
"Acclaimed","1994","16-34 y.","Female","520","0.547577051686379","0.516430604144743","0.578723499228016","1"
"Acclaimed","1994","35-65 y.","Male","525","0.298819720671526","0.277608659570794","0.320030781772257","1"
"Acclaimed","1994","35-65 y.","Female","533","0.464004257852522","0.435016841298152","0.492991674406891","1"
"Acclaimed","1994","66 and older","Male","","","","","1"
"Acclaimed","1994","66 and older","Female","1","","","","1"
"Not paid","1994","16-34 y.","Male","148","0.131835636594426","0.113409656632127","0.150261616556726","4"
"Not paid","1994","16-34 y.","Female","118","0.114692491508781","0.0947523537337103","0.134632629283851","4"
"Not paid","1994","35-65 y.","Male","338","0.204587996019043","0.185894993463383","0.223280998574703","4"
"Not paid","1994","35-65 y.","Female","193","0.174347610202923","0.152294264813979","0.196400955591867","4"
"Not paid","1994","66 and older","Male","","","","","4"
"Not paid","1994","66 and older","Female","","","","","4"
"Paid","1994","16-34 y.","Female","196","0.197309147256363","0.172405591870713","0.222212702642013","3"
"Paid","1994","16-34 y.","Male","525","0.372323053929914","0.345993635901979","0.39865247195785","3"
"Paid","1994","35-65 y.","Female","255","0.226882812767676","0.202538847393799","0.251226778141552","3"
"Paid","1994","35-65 y.","Male","597","0.317052405566312","0.29548975540271","0.338615055729913","3"
"Paid","1994","66 and older","Male","","","","","3"
"Paid","1994","66 and older","Female","","","","","3"
"Partly, partly","1994","16-34 y.","Female","147","0.140421309548477","0.118680639896184","0.16216197920077","2"
"Partly, partly","1994","16-34 y.","Male","274","0.216241651430117","0.193819670880993","0.23866363197924","2"
"Partly, partly","1994","35-65 y.","Female","156","0.134765319176879","0.11491699291442","0.154613645439339","2"
"Partly, partly","1994","35-65 y.","Male","329","0.17953987774312","0.161754949306777","0.197324806179463","2"
"Partly, partly","1994","66 and older","Male","","","","","2"
"Partly, partly","1994","66 and older","Female","","","","","2"
"Acclaimed","1995","16-34 y.","Male","367","0.278560138981787","0.255027195243419","0.302093082720155","1"
"Acclaimed","1995","16-34 y.","Female","548","0.535863052612985","0.505212550587251","0.566513554638718","1"
"Acclaimed","1995","35-65 y.","Female","598","0.490392763397246","0.46254581639224","0.518239710402252","1"
"Acclaimed","1995","35-65 y.","Male","536","0.292808954974347","0.272288231613274","0.313329678335419","1"
"Acclaimed","1995","66 and older","Female","1","","","","1"
"Acclaimed","1995","66 and older","Male","","","","","1"
"Not paid","1995","16-34 y.","Female","124","0.129977777750028","0.109310306550814","0.150645248949242","4"
"Not paid","1995","16-34 y.","Male","157","0.125363962349045","0.107981282034754","0.142746642663335","4"
"Not paid","1995","35-65 y.","Male","352","0.210996465010502","0.19259683135127","0.229396098669734","4"
"Not paid","1995","35-65 y.","Female","186","0.160922823098685","0.140453779818391","0.18139186637898","4"
"Not paid","1995","66 and older","Male","","","","","4"
"Not paid","1995","66 and older","Female","","","","","4"
"Paid","1995","16-34 y.","Male","573","0.367527797647255","0.342218358489398","0.392837236805112","3"
"Paid","1995","16-34 y.","Female","189","0.186154282461649","0.162232409945139","0.210076154978159","3"
"Paid","1995","35-65 y.","Male","650","0.314260421260745","0.293326211842465","0.335194630679025","3"
"Paid","1995","35-65 y.","Female","264","0.206498625060382","0.183949993382973","0.229047256737791","3"
"Paid","1995","66 and older","Male","3","","","","3"
"Paid","1995","66 and older","Female","1","","","","3"
"Partly, partly","1995","16-34 y.","Female","156","0.148004887175339","0.126180392619643","0.169829381731035","2"
"Partly, partly","1995","16-34 y.","Male","297","0.228548101021913","0.206505647236277","0.25059055480755","2"
"Partly, partly","1995","35-65 y.","Male","351","0.181934158754406","0.164536798167628","0.199331519341184","2"
"Partly, partly","1995","35-65 y.","Female","190","0.142185788443687","0.122731628485575","0.161639948401799","2"
"Partly, partly","1995","66 and older","Male","","","","","2"
"Partly, partly","1995","66 and older","Female","","","","","2"
"Acclaimed","1996","16-34 y.","Male","424","0.327400332485787","0.302180618745843","0.352620046225732","1"
"Acclaimed","1996","16-34 y.","Female","543","0.554419310161416","0.523092425449403","0.585746194873428","1"
"Acclaimed","1996","35-65 y.","Female","628","0.510874832199084","0.482708994990266","0.539040669407903","1"
"Acclaimed","1996","35-65 y.","Male","615","0.347312351688964","0.325598970601389","0.369025732776538","1"
"Acclaimed","1996","66 and older","Female","","","","","1"
"Acclaimed","1996","66 and older","Male","2","","","","1"
"Not paid","1996","16-34 y.","Male","146","0.121727644948192","0.10415522850567","0.139300061390714","4"
"Not paid","1996","16-34 y.","Female","123","0.121535706575099","0.100941320222841","0.142130092927357","4"
"Not paid","1996","35-65 y.","Male","335","0.204066625862361","0.185686901550919","0.222446350173804","4"
"Not paid","1996","35-65 y.","Female","190","0.161902527252259","0.141147204776795","0.182657849727723","4"
"Not paid","1996","66 and older","Male","","","","","4"
"Not paid","1996","66 and older","Female","1","","","","4"
"Paid","1996","16-34 y.","Female","173","0.182520086600661","0.158174024122838","0.206866149078484","3"
"Paid","1996","16-34 y.","Male","486","0.340871227081251","0.315396908388527","0.366345545773975","3"
"Paid","1996","35-65 y.","Female","230","0.175404888968381","0.153976149205237","0.196833628731524","3"
"Paid","1996","35-65 y.","Male","581","0.282670779469741","0.262134850067199","0.303206708872284","3"
"Paid","1996","66 and older","Male","2","","","","3"
"Paid","1996","66 and older","Female","","","","","3"
"Partly, partly","1996","16-34 y.","Female","128","0.141524896662824","0.119555651792665","0.163494141532983","2"
"Partly, partly","1996","16-34 y.","Male","274","0.210000795484769","0.188110780067163","0.231890810902376","2"
"Partly, partly","1996","35-65 y.","Female","162","0.151817751580276","0.131598677059851","0.172036826100702","2"
"Partly, partly","1996","35-65 y.","Male","316","0.165950242978934","0.148983457466186","0.182917028491682","2"
"Partly, partly","1996","66 and older","Male","","","","","2"
"Partly, partly","1996","66 and older","Female","","","","","2"
"Acclaimed","1997","16-34 y.","Male","403","0.36621688265285","0.338384528426916","0.394049236878784","1"
"Acclaimed","1997","16-34 y.","Female","490","0.59732968179292","0.563904237159968","0.630755126425873","1"
"Acclaimed","1997","35-65 y.","Male","559","0.348796355866257","0.325652701788032","0.371940009944482","1"
"Acclaimed","1997","35-65 y.","Female","516","0.527386170922732","0.496334065766349","0.558438276079115","1"
"Acclaimed","1997","66 and older","Male","1","","","","1"
"Acclaimed","1997","66 and older","Female","","","","","1"
"Not paid","1997","16-34 y.","Male","151","0.155271134557336","0.134348592004714","0.176193677109957","4"
"Not paid","1997","16-34 y.","Female","113","0.133354646457402","0.110184962020986","0.156524330893818","4"
"Not paid","1997","35-65 y.","Male","338","0.240096803555902","0.219354362068341","0.260839245043463","4"
"Not paid","1997","35-65 y.","Female","179","0.186750504068365","0.162511416954608","0.210989591182122","4"
"Not paid","1997","66 and older","Male","","","","","4"
"Not paid","1997","66 and older","Female","1","","","","4"
"Paid","1997","16-34 y.","Male","289","0.228263182877037","0.204015905905267","0.252510459848806","3"
"Paid","1997","16-34 y.","Female","95","0.10213741218811","0.0814982198079203","0.122776604568301","3"
"Paid","1997","35-65 y.","Female","136","0.124047586219651","0.103545036081832","0.14455013635747","3"
"Paid","1997","35-65 y.","Male","357","0.19055545191972","0.171483647282385","0.209627256557055","3"
"Paid","1997","66 and older","Male","","","","","3"
"Paid","1997","66 and older","Female","","","","","3"
"Partly, partly","1997","16-34 y.","Male","308","0.250248799912778","0.225224898768163","0.275272701057392","2"
"Partly, partly","1997","16-34 y.","Female","129","0.167178259561567","0.141747386920845","0.192609132202289","2"
"Partly, partly","1997","35-65 y.","Male","375","0.220551388658121","0.200417104620707","0.240685672695536","2"
"Partly, partly","1997","35-65 y.","Female","162","0.161815738789252","0.138909509807015","0.184721967771488","2"
"Partly, partly","1997","66 and older","Male","","","","","2"
"Partly, partly","1997","66 and older","Female","","","","","2"
"Acclaimed","1998","16-34 y.","Male","409","0.358154443665512","0.33113938921611","0.385169498114913","1"
"Acclaimed","1998","16-34 y.","Female","471","0.557207985844931","0.523697137406632","0.590718834283231","1"
"Acclaimed","1998","35-65 y.","Female","631","0.535649327307454","0.506974002331894","0.564324652283015","1"
"Acclaimed","1998","35-65 y.","Male","707","0.391526464989665","0.369040568243276","0.414012361736053","1"
"Acclaimed","1998","66 and older","Female","1","","","","1"
"Acclaimed","1998","66 and older","Male","1","","","","1"
"Not paid","1998","16-34 y.","Male","180","0.165304791586005","0.144375135733693","0.186234447438317","4"
"Not paid","1998","16-34 y.","Female","118","0.136396283887387","0.113241784913247","0.159550782861528","4"
"Not paid","1998","35-65 y.","Male","366","0.221258134238409","0.202135171086625","0.240381097390193","4"
"Not paid","1998","35-65 y.","Female","186","0.155775992579855","0.134925124544138","0.176626860615571","4"
"Not paid","1998","66 and older","Male","1","","","","4"
"Not paid","1998","66 and older","Female","1","","","","4"
