"plb0195_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Paid","2012","35-65 y.","Female","371","0.0981239179141781","0.0886655289966224","0.107582306831734","3"
"Paid","2012","35-65 y.","Male","486","0.125478934071895","0.115303145192494","0.135654722951296","3"
"Paid","2012","66 and older","Male","8","","","","3"
"Paid","2012","66 and older","Female","6","","","","3"
"Partly, partly","2012","16-34 y.","Male","343","0.249920199798204","0.226384298746294","0.273456100850115","2"
"Partly, partly","2012","16-34 y.","Female","199","0.172719478602423","0.151050527278296","0.19438842992655","2"
"Partly, partly","2012","35-65 y.","Male","887","0.239442732635178","0.226333890597995","0.252551574672361","2"
"Partly, partly","2012","35-65 y.","Female","628","0.161207628930023","0.14951596498706","0.172899292872987","2"
"Partly, partly","2012","66 and older","Female","5","","","","2"
"Partly, partly","2012","66 and older","Male","","","","","2"
"Acclaimed","2013","16-34 y.","Male","670","0.454551348034179","0.429436646068374","0.479666049999985","1"
"Acclaimed","2013","35-65 y.","Male","1895","0.44955677488188","0.434664174142509","0.464449375621251","1"
"Acclaimed","2013","16-34 y.","Female","743","0.555769645197972","0.529361970356821","0.582177320039122","1"
"Acclaimed","2013","35-65 y.","Female","2284","0.595611059697012","0.580136776395717","0.611085342998307","1"
"Acclaimed","2013","66 and older","Male","1","","","","1"
"Acclaimed","2013","66 and older","Female","11","","","","1"
"Not paid","2013","16-34 y.","Male","201","0.149611155080482","0.131620358931238","0.167601951229726","4"
"Not paid","2013","16-34 y.","Female","200","0.145782607619601","0.127027666770408","0.164537548468793","4"
"Not paid","2013","35-65 y.","Male","902","0.203849692425449","0.191788935310387","0.215910449540511","4"
"Not paid","2013","35-65 y.","Female","517","0.139734291254942","0.128802348816858","0.150666233693026","4"
"Not paid","2013","66 and older","Male","7","","","","4"
"Not paid","2013","66 and older","Female","3","","","","4"
"Paid","2013","16-34 y.","Male","229","0.134712469233524","0.117492049278975","0.151932889188074","3"
"Paid","2013","16-34 y.","Female","173","0.105164270659709","0.0888606372275299","0.121467904091888","3"
"Paid","2013","35-65 y.","Male","548","0.118937337976221","0.109245982734659","0.128628693217783","3"
"Paid","2013","35-65 y.","Female","450","0.100369588186029","0.090894949277509","0.109844227094548","3"
"Paid","2013","66 and older","Female","4","","","","3"
"Paid","2013","66 and older","Male","3","","","","3"
"Partly, partly","2013","16-34 y.","Male","410","0.261125027651815","0.238970150566771","0.283279904736858","2"
"Partly, partly","2013","16-34 y.","Female","244","0.193283476522719","0.172297147506109","0.214269805539328","2"
"Partly, partly","2013","35-65 y.","Female","613","0.164285060862017","0.152601972766884","0.17596814895715","2"
"Partly, partly","2013","35-65 y.","Male","941","0.22765619471645","0.215102629658782","0.240209759774119","2"
"Partly, partly","2013","66 and older","Male","1","","","","2"
"Partly, partly","2013","66 and older","Female","1","","","","2"
"Acclaimed","2014","16-34 y.","Male","588","0.484044493935893","0.456709791721067","0.511379196150719","1"
"Acclaimed","2014","35-65 y.","Male","1673","0.442032452955424","0.426377610052694","0.457687295858154","1"
"Acclaimed","2014","16-34 y.","Female","667","0.564434719739925","0.536531701833387","0.592337737646463","1"
"Acclaimed","2014","35-65 y.","Female","2153","0.578943828632353","0.562963677989753","0.594923979274954","1"
"Acclaimed","2014","66 and older","Male","6","","","","1"
"Acclaimed","2014","66 and older","Female","6","","","","1"
"Not paid","2014","16-34 y.","Male","156","0.1191623387197","0.101441550888909","0.136883126550492","4"
"Not paid","2014","16-34 y.","Female","181","0.151311285000115","0.13114492275703","0.171477647243199","4"
"Not paid","2014","35-65 y.","Male","796","0.192571827671158","0.180141989010146","0.20500166633217","4"
"Not paid","2014","35-65 y.","Female","469","0.143360606074196","0.132018163965145","0.154703048183247","4"
"Not paid","2014","66 and older","Male","7","","","","4"
"Not paid","2014","66 and older","Female","5","","","","4"
"Paid","2014","16-34 y.","Male","196","0.141607141885997","0.122537119378395","0.160677164393599","3"
"Paid","2014","16-34 y.","Female","141","0.0832777042618216","0.0677287581015441","0.0988266504220991","3"
"Paid","2014","35-65 y.","Female","375","0.0931464207448687","0.083739568827462","0.102553272662275","3"
"Paid","2014","35-65 y.","Male","472","0.122296926819854","0.111969342544567","0.132624511095141","3"
"Paid","2014","66 and older","Male","9","","","","3"
"Paid","2014","66 and older","Female","5","","","","3"
"Partly, partly","2014","16-34 y.","Male","344","0.255186025458409","0.231339894137486","0.279032156779333","2"
"Partly, partly","2014","16-34 y.","Female","224","0.200976290998138","0.178425076429476","0.223527505566801","2"
"Partly, partly","2014","35-65 y.","Female","670","0.184549144548582","0.171993253151659","0.197105035945505","2"
"Partly, partly","2014","35-65 y.","Male","925","0.243098792553564","0.229577190009489","0.256620395097639","2"
"Partly, partly","2014","66 and older","Female","2","","","","2"
"Partly, partly","2014","66 and older","Male","4","","","","2"
"Acclaimed","2015","16-34 y.","Male","","","","","1"
"Acclaimed","2015","16-34 y.","Female","","","","","1"
"Acclaimed","2015","35-65 y.","Male","","","","","1"
"Acclaimed","2015","35-65 y.","Female","","","","","1"
"Acclaimed","2015","66 and older","Male","","","","","1"
"Acclaimed","2015","66 and older","Female","","","","","1"
"Not paid","2015","16-34 y.","Male","","","","","4"
"Not paid","2015","16-34 y.","Female","","","","","4"
"Not paid","2015","35-65 y.","Male","","","","","4"
"Not paid","2015","35-65 y.","Female","","","","","4"
"Not paid","2015","66 and older","Male","","","","","4"
"Not paid","2015","66 and older","Female","","","","","4"
"Paid","2015","16-34 y.","Male","","","","","3"
"Paid","2015","16-34 y.","Female","","","","","3"
"Paid","2015","35-65 y.","Male","","","","","3"
"Paid","2015","66 and older","Female","","","","","3"
"Paid","2015","35-65 y.","Female","","","","","3"
"Paid","2015","66 and older","Male","","","","","3"
"Partly, partly","2015","16-34 y.","Male","","","","","2"
"Partly, partly","2015","16-34 y.","Female","","","","","2"
"Partly, partly","2015","35-65 y.","Female","","","","","2"
"Partly, partly","2015","35-65 y.","Male","","","","","2"
"Partly, partly","2015","66 and older","Male","","","","","2"
"Partly, partly","2015","66 and older","Female","","","","","2"
"Acclaimed","2016","16-34 y.","Male","","","","","1"
"Acclaimed","2016","35-65 y.","Male","","","","","1"
"Acclaimed","2016","16-34 y.","Female","","","","","1"
"Acclaimed","2016","35-65 y.","Female","","","","","1"
"Acclaimed","2016","66 and older","Male","","","","","1"
"Acclaimed","2016","66 and older","Female","","","","","1"
"Not paid","2016","16-34 y.","Male","","","","","4"
"Not paid","2016","16-34 y.","Female","","","","","4"
"Not paid","2016","35-65 y.","Male","","","","","4"
"Not paid","2016","35-65 y.","Female","","","","","4"
"Not paid","2016","66 and older","Male","","","","","4"
"Not paid","2016","66 and older","Female","","","","","4"
"Paid","2016","16-34 y.","Male","","","","","3"
"Paid","2016","16-34 y.","Female","","","","","3"
"Paid","2016","35-65 y.","Female","","","","","3"
"Paid","2016","66 and older","Male","","","","","3"
"Paid","2016","35-65 y.","Male","","","","","3"
"Paid","2016","66 and older","Female","","","","","3"
"Partly, partly","2016","16-34 y.","Male","","","","","2"
"Partly, partly","2016","16-34 y.","Female","","","","","2"
"Partly, partly","2016","35-65 y.","Female","","","","","2"
"Partly, partly","2016","35-65 y.","Male","","","","","2"
"Partly, partly","2016","66 and older","Male","","","","","2"
"Partly, partly","2016","66 and older","Female","","","","","2"
"Acclaimed","2017","16-34 y.","Male","","","","","1"
"Acclaimed","2017","35-65 y.","Male","","","","","1"
"Acclaimed","2017","16-34 y.","Female","","","","","1"
"Acclaimed","2017","35-65 y.","Female","","","","","1"
"Acclaimed","2017","66 and older","Male","","","","","1"
"Acclaimed","2017","66 and older","Female","","","","","1"
"Not paid","2017","16-34 y.","Male","","","","","4"
"Not paid","2017","16-34 y.","Female","","","","","4"
"Not paid","2017","35-65 y.","Male","","","","","4"
"Not paid","2017","35-65 y.","Female","","","","","4"
"Not paid","2017","66 and older","Male","","","","","4"
"Not paid","2017","66 and older","Female","","","","","4"
"Paid","2017","16-34 y.","Male","","","","","3"
"Paid","2017","16-34 y.","Female","","","","","3"
"Paid","2017","35-65 y.","Female","","","","","3"
"Paid","2017","35-65 y.","Male","","","","","3"
"Paid","2017","66 and older","Female","","","","","3"
"Paid","2017","66 and older","Male","","","","","3"
"Partly, partly","2017","16-34 y.","Male","","","","","2"
"Partly, partly","2017","16-34 y.","Female","","","","","2"
"Partly, partly","2017","35-65 y.","Male","","","","","2"
"Partly, partly","2017","35-65 y.","Female","","","","","2"
"Partly, partly","2017","66 and older","Male","","","","","2"
"Partly, partly","2017","66 and older","Female","","","","","2"
"Acclaimed","2018","16-34 y.","Male","560","0.462753300066034","0.435034516512637","0.490472083619432","1"
"Acclaimed","2018","35-65 y.","Male","1717","0.484553608644359","0.468345013507474","0.500762203781243","1"
"Acclaimed","2018","16-34 y.","Female","638","0.605363681886055","0.576413737223227","0.634313626548883","1"
"Acclaimed","2018","35-65 y.","Female","2332","0.607575741735711","0.592105503710098","0.623045979761324","1"
"Acclaimed","2018","66 and older","Male","12","","","","1"
"Acclaimed","2018","66 and older","Female","11","","","","1"
"Not paid","2018","16-34 y.","Male","117","0.0980423769331946","0.0815108674994691","0.11457388636692","4"
"Not paid","2018","16-34 y.","Female","130","0.113188029216697","0.0944226625828639","0.13195339585053","4"
"Not paid","2018","35-65 y.","Male","629","0.173603047786423","0.161318597342176","0.18588749823067","4"
"Not paid","2018","35-65 y.","Female","394","0.107064260861419","0.0972682056475821","0.116860316075257","4"
"Not paid","2018","66 and older","Male","7","","","","4"
"Not paid","2018","66 and older","Female","3","","","","4"
"Paid","2018","16-34 y.","Male","195","0.128528255515195","0.109922877915989","0.147133633114402","3"
"Paid","2018","16-34 y.","Female","108","0.0677079841385202","0.0528268183264585","0.0825891499505819","3"
"Paid","2018","66 and older","Female","8","","","","3"
"Paid","2018","35-65 y.","Male","442","0.116727514465925","0.106313535968005","0.127141492963845","3"
"Paid","2018","35-65 y.","Female","427","0.103522898623887","0.0938711351134398","0.113174662134334","3"
"Paid","2018","66 and older","Male","13","","","","3"
"Partly, partly","2018","16-34 y.","Male","371","0.310676067485576","0.284949721573048","0.336402413398103","2"
"Partly, partly","2018","16-34 y.","Female","219","0.213740304758728","0.189459266658393","0.238021342859063","2"
"Partly, partly","2018","35-65 y.","Male","864","0.225115829103293","0.211570045977009","0.238661612229578","2"
"Partly, partly","2018","35-65 y.","Female","674","0.181837098778983","0.169616851383165","0.194057346174801","2"
"Partly, partly","2018","66 and older","Male","7","","","","2"
"Partly, partly","2018","66 and older","Female","10","","","","2"
