"plb0195_h","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","1989","Employed","Urban Area","807","0.315057798523068","0.298138946502053","0.331976650544084","1"
"Not paid","1989","Not Employed","Urban Area","4","","","","4"
"Not paid","1989","Not Employed","Rural Area","2","","","","4"
"Not paid","1989","Employed","Urban Area","456","0.184849290276424","0.170711658646795","0.198986921906053","4"
"Not paid","1989","Employed","Rural Area","110","0.174304536526614","0.146593923263267","0.202015149789961","4"
"Paid","1989","Not Employed","Rural Area","4","","","","3"
"Paid","1989","Not Employed","Urban Area","20","","","","3"
"Paid","1989","Employed","Urban Area","1216","0.352123985524798","0.334728259159604","0.369519711889992","3"
"Paid","1989","Employed","Rural Area","277","0.348619467356555","0.313811789751304","0.383427144961807","3"
"Partly, partly","1989","Not Employed","Urban Area","3","","","","2"
"Partly, partly","1989","Not Employed","Rural Area","2","","","","2"
"Partly, partly","1989","Employed","Urban Area","417","0.14796892567571","0.135037041992771","0.160900809358649","2"
"Partly, partly","1989","Employed","Rural Area","105","0.151841720955939","0.12562877365928","0.178054668252598","2"
"Acclaimed","1990","Employed","Rural Area","257","0.370814663853721","0.336153238055836","0.405476089651606","1"
"Acclaimed","1990","Not Employed","Urban Area","7","","","","1"
"Acclaimed","1990","Not Employed","Rural Area","2","","","","1"
"Acclaimed","1990","Employed","Urban Area","811","0.321134511044264","0.303956327011947","0.338312695076582","1"
"Not paid","1990","Not Employed","Urban Area","2","","","","4"
"Not paid","1990","Not Employed","Rural Area","1","","","","4"
"Not paid","1990","Employed","Urban Area","415","0.178107700189815","0.164031329367156","0.192184071012473","4"
"Not paid","1990","Employed","Rural Area","95","0.141509210818602","0.116497761871093","0.166520659766112","4"
"Paid","1990","Not Employed","Rural Area","5","","","","3"
"Paid","1990","Not Employed","Urban Area","17","","","","3"
"Paid","1990","Employed","Urban Area","1187","0.356751332621847","0.339126940569699","0.374375724673994","3"
"Paid","1990","Employed","Rural Area","283","0.327276935257059","0.293606049898094","0.360947820616024","3"
"Partly, partly","1990","Not Employed","Urban Area","3","","","","2"
"Partly, partly","1990","Not Employed","Rural Area","","","","","2"
"Partly, partly","1990","Employed","Urban Area","425","0.144006456144074","0.131089263948975","0.156923648339174","2"
"Partly, partly","1990","Employed","Rural Area","111","0.160399190070618","0.134065229121311","0.186733151019924","2"
"Acclaimed","1991","Employed","Rural Area","256","0.339587767281185","0.306353633558385","0.372821901003986","1"
"Acclaimed","1991","Not Employed","Urban Area","8","","","","1"
"Acclaimed","1991","Not Employed","Rural Area","4","","","","1"
"Acclaimed","1991","Employed","Urban Area","896","0.321865288093331","0.30520832130539","0.338522254881272","1"
"Not paid","1991","Not Employed","Urban Area","4","","","","4"
"Not paid","1991","Not Employed","Rural Area","3","","","","4"
"Not paid","1991","Employed","Rural Area","92","0.133394412406159","0.109533867840149","0.15725495697217","4"
"Not paid","1991","Employed","Urban Area","403","0.169528581310673","0.156150782198303","0.182906380423043","4"
"Paid","1991","Employed","Rural Area","309","0.377720273168663","0.343696790722013","0.411743755615312","3"
"Paid","1991","Not Employed","Rural Area","5","","","","3"
"Paid","1991","Employed","Urban Area","1278","0.360454276950008","0.343335932850118","0.377572621049897","3"
"Paid","1991","Not Employed","Urban Area","29","","","","3"
"Partly, partly","1991","Not Employed","Urban Area","7","","","","2"
"Partly, partly","1991","Not Employed","Rural Area","","","","","2"
"Partly, partly","1991","Employed","Urban Area","445","0.148151853645988","0.135485969909726","0.160817737382251","2"
"Partly, partly","1991","Employed","Rural Area","123","0.149297547143993","0.124287416029984","0.174307678258001","2"
"Acclaimed","1992","Employed","Rural Area","704","0.375773218588154","0.353330418974971","0.398216018201338","1"
"Acclaimed","1992","Not Employed","Urban Area","16","","","","1"
"Acclaimed","1992","Employed","Urban Area","1104","0.338890750305354","0.323229627994877","0.35455187261583","1"
"Acclaimed","1992","Not Employed","Rural Area","8","","","","1"
"Not paid","1992","Not Employed","Urban Area","3","","","","4"
"Not paid","1992","Not Employed","Rural Area","4","","","","4"
"Not paid","1992","Employed","Urban Area","514","0.162451178122153","0.15024659623701","0.174655760007295","4"
"Not paid","1992","Employed","Rural Area","239","0.135746125169602","0.119874283985054","0.151617966354151","4"
"Paid","1992","Employed","Rural Area","561","0.315989118412744","0.29444590470063","0.337532332124857","3"
"Paid","1992","Not Employed","Urban Area","9","","","","3"
"Paid","1992","Not Employed","Rural Area","6","","","","3"
"Paid","1992","Employed","Urban Area","1296","0.332084621805427","0.316501964824579","0.347667278786275","3"
"Partly, partly","1992","Not Employed","Urban Area","4","","","","2"
"Partly, partly","1992","Not Employed","Rural Area","4","","","","2"
"Partly, partly","1992","Employed","Urban Area","595","0.166573449767067","0.154245440199549","0.178901459334584","2"
"Partly, partly","1992","Employed","Rural Area","285","0.172491537829499","0.154984485108301","0.189998590550698","2"
"Acclaimed","1993","Not Employed","Urban Area","15","","","","1"
"Acclaimed","1993","Not Employed","Rural Area","10","","","","1"
"Acclaimed","1993","Employed","Urban Area","1111","0.33405867380012","0.318274189748349","0.349843157851891","1"
"Acclaimed","1993","Employed","Rural Area","668","0.373775856684135","0.351249717734715","0.396301995633555","1"
"Not paid","1993","Not Employed","Rural Area","7","","","","4"
"Not paid","1993","Not Employed","Urban Area","7","","","","4"
"Not paid","1993","Employed","Urban Area","533","0.177623911287","0.164833427171691","0.190414395402308","4"
"Not paid","1993","Employed","Rural Area","257","0.153037617349912","0.136274785409632","0.169800449290192","4"
"Paid","1993","Not Employed","Urban Area","18","","","","3"
"Paid","1993","Employed","Rural Area","546","0.309653395241378","0.288126185014253","0.331180605468504","3"
"Paid","1993","Employed","Urban Area","1195","0.322610001073246","0.306965585838643","0.338254416307848","3"
"Paid","1993","Not Employed","Rural Area","7","","","","3"
"Partly, partly","1993","Not Employed","Urban Area","6","","","","2"
"Partly, partly","1993","Not Employed","Rural Area","4","","","","2"
"Partly, partly","1993","Employed","Urban Area","591","0.165707413839635","0.153264239303709","0.178150588375561","2"
"Partly, partly","1993","Employed","Rural Area","301","0.163533130724574","0.146312721021446","0.180753540427703","2"
"Acclaimed","1994","Not Employed","Urban Area","17","","","","1"
"Acclaimed","1994","Not Employed","Rural Area","8","","","","1"
"Acclaimed","1994","Employed","Urban Area","1229","0.37278798468958","0.356544041830713","0.389031927548447","1"
"Acclaimed","1994","Employed","Rural Area","673","0.376325865248862","0.353542961110773","0.399108769386952","1"
"Not paid","1994","Not Employed","Rural Area","2","","","","4"
"Not paid","1994","Not Employed","Urban Area","4","","","","4"
"Not paid","1994","Employed","Urban Area","528","0.172426541476881","0.159736628296903","0.185116454656859","4"
"Not paid","1994","Employed","Rural Area","263","0.150882026195345","0.134049435910718","0.167714616479972","4"
"Paid","1994","Not Employed","Urban Area","17","","","","3"
"Paid","1994","Employed","Rural Area","478","0.285191519166657","0.26395852045622","0.306424517877094","3"
"Paid","1994","Not Employed","Rural Area","6","","","","3"
"Paid","1994","Employed","Urban Area","1072","0.289090950616127","0.273861733257215","0.304320167975039","3"
"Partly, partly","1994","Not Employed","Urban Area","6","","","","2"
"Partly, partly","1994","Not Employed","Rural Area","2","","","","2"
"Partly, partly","1994","Employed","Urban Area","575","0.165694523217411","0.153204307490721","0.178184738944101","2"
"Partly, partly","1994","Employed","Rural Area","323","0.187600589389136","0.1692415446207","0.205959634157572","2"
"Acclaimed","1995","Not Employed","Urban Area","21","","","","1"
"Acclaimed","1995","Not Employed","Rural Area","11","","","","1"
"Acclaimed","1995","Employed","Urban Area","1290","0.372881229261696","0.357062884833356","0.388699573690035","1"
"Acclaimed","1995","Employed","Rural Area","728","0.375113784221774","0.353128927093513","0.397098641350036","1"
"Not paid","1995","Not Employed","Urban Area","7","","","","4"
"Not paid","1995","Not Employed","Rural Area","3","","","","4"
"Not paid","1995","Employed","Urban Area","538","0.172073063338071","0.15972629447029","0.184419832205851","4"
"Not paid","1995","Employed","Rural Area","271","0.152924576772742","0.136581216743823","0.169267936801662","4"
"Paid","1995","Not Employed","Urban Area","23","","","","3"
"Paid","1995","Employed","Rural Area","517","0.287655270919503","0.267100012583801","0.308210529255205","3"
"Paid","1995","Not Employed","Rural Area","8","","","","3"
"Paid","1995","Employed","Urban Area","1132","0.279433327548424","0.264754983816849","0.294111671279999","3"
"Partly, partly","1995","Not Employed","Urban Area","9","","","","2"
"Partly, partly","1995","Employed","Urban Area","630","0.17561237985181","0.163165968174797","0.188058791528823","2"
"Partly, partly","1995","Not Employed","Rural Area","8","","","","2"
"Partly, partly","1995","Employed","Rural Area","347","0.18430636808598","0.166699773263531","0.20191296290843","2"
"Acclaimed","1996","Employed","Urban Area","1426","0.414662661071633","0.398284739512557","0.431040582630709","1"
"Acclaimed","1996","Not Employed","Urban Area","18","","","","1"
"Acclaimed","1996","Not Employed","Rural Area","10","","","","1"
"Acclaimed","1996","Employed","Rural Area","758","0.417567143404508","0.394835283513998","0.440299003295018","1"
"Not paid","1996","Not Employed","Rural Area","1","","","","4"
"Not paid","1996","Not Employed","Urban Area","9","","","","4"
"Not paid","1996","Employed","Urban Area","527","0.171367350889074","0.158840172288478","0.18389452948967","4"
"Not paid","1996","Employed","Rural Area","258","0.14157239435211","0.125503351673265","0.157641437030956","4"
"Paid","1996","Not Employed","Urban Area","19","","","","3"
"Paid","1996","Employed","Urban Area","951","0.245079267574224","0.230780053425794","0.259378481722654","3"
"Paid","1996","Not Employed","Rural Area","9","","","","3"
"Paid","1996","Employed","Rural Area","493","0.269598742437487","0.249144256695648","0.290053228179326","3"
"Partly, partly","1996","Not Employed","Rural Area","4","","","","2"
"Partly, partly","1996","Not Employed","Urban Area","5","","","","2"
"Partly, partly","1996","Employed","Urban Area","572","0.168890720465069","0.156435822701328","0.18134561822881","2"
"Partly, partly","1996","Employed","Rural Area","299","0.171261719805894","0.153896202374917","0.188627237236872","2"
"Acclaimed","1997","Not Employed","Rural Area","8","","","","1"
"Acclaimed","1997","Employed","Urban Area","1237","0.424702053372081","0.406913070784648","0.442491035959514","1"
"Acclaimed","1997","Not Employed","Urban Area","12","","","","1"
"Acclaimed","1997","Employed","Rural Area","712","0.45229612301519","0.427893076730031","0.476699169300349","1"
"Not paid","1997","Not Employed","Rural Area","3","","","","4"
"Not paid","1997","Not Employed","Urban Area","3","","","","4"
"Not paid","1997","Employed","Urban Area","521","0.202463048832728","0.188001633116037","0.21692446454942","4"
"Not paid","1997","Employed","Rural Area","255","0.163885484714761","0.145736061407057","0.182034908022466","4"
"Paid","1997","Not Employed","Urban Area","6","","","","3"
"Paid","1997","Employed","Urban Area","585","0.167561099019572","0.154120293369877","0.181001904669267","3"
"Paid","1997","Not Employed","Rural Area","1","","","","3"
"Paid","1997","Employed","Rural Area","285","0.177098232637243","0.158381035495948","0.195815429778538","3"
"Partly, partly","1997","Not Employed","Rural Area","2","","","","2"
"Partly, partly","1997","Not Employed","Urban Area","3","","","","2"
"Partly, partly","1997","Employed","Urban Area","623","0.205273798775619","0.190738028755502","0.219809568795735","2"
"Partly, partly","1997","Employed","Rural Area","346","0.206720159632805","0.186865413967649","0.226574905297961","2"
"Acclaimed","1998","Not Employed","Rural Area","8","","","","1"
"Acclaimed","1998","Employed","Urban Area","1376","0.436061511895903","0.418834120622359","0.453288903169447","1"
"Acclaimed","1998","Employed","Rural Area","829","0.460346785624564","0.437289095083388","0.48340447616574","1"
"Acclaimed","1998","Not Employed","Urban Area","7","","","","1"
"Not paid","1998","Not Employed","Rural Area","2","","","","4"
"Not paid","1998","Not Employed","Urban Area","10","","","","4"
"Not paid","1998","Employed","Urban Area","561","0.190812428652395","0.177161641245098","0.204463216059691","4"
"Not paid","1998","Employed","Rural Area","279","0.158548891166195","0.141651801347491","0.175445980984899","4"
"Paid","1998","Not Employed","Urban Area","8","","","","3"
"Paid","1998","Employed","Urban Area","568","0.167694130884574","0.154715461131648","0.180672800637499","3"
"Paid","1998","Not Employed","Rural Area","6","","","","3"
"Paid","1998","Employed","Rural Area","293","0.162934150821805","0.145849671903244","0.180018629740367","3"
"Partly, partly","1998","Not Employed","Urban Area","9","","","","2"
"Partly, partly","1998","Not Employed","Rural Area","2","","","","2"
"Partly, partly","1998","Employed","Urban Area","678","0.205431928567129","0.191396383011744","0.219467474122514","2"
"Partly, partly","1998","Employed","Rural Area","394","0.218170172387436","0.199064176956338","0.237276167818534","2"
"Acclaimed","1999","Not Employed","Rural Area","5","","","","1"
"Acclaimed","1999","Employed","Rural Area","806","0.457890385137761","0.434699461795469","0.481081308480052","1"
"Acclaimed","1999","Not Employed","Urban Area","16","","","","1"
"Acclaimed","1999","Employed","Urban Area","1380","0.448088267902207","0.430738399168579","0.465438136635835","1"
"Not paid","1999","Not Employed","Rural Area","2","","","","4"
"Not paid","1999","Not Employed","Urban Area","2","","","","4"
"Not paid","1999","Employed","Urban Area","568","0.195283954836279","0.18145357190155","0.209114337771009","4"
"Not paid","1999","Employed","Rural Area","269","0.148371353612325","0.131825320719036","0.164917386505615","4"
"Paid","1999","Not Employed","Urban Area","4","","","","3"
"Paid","1999","Not Employed","Rural Area","3","","","","3"
"Paid","1999","Employed","Urban Area","547","0.153460499796808","0.140885687484877","0.166035312108739","3"
"Paid","1999","Employed","Rural Area","294","0.156439353939115","0.139530082901571","0.173348624976659","3"
"Partly, partly","1999","Not Employed","Urban Area","2","","","","2"
"Partly, partly","1999","Not Employed","Rural Area","3","","","","2"
"Partly, partly","1999","Employed","Urban Area","661","0.203167277464706","0.189129768248475","0.217204786680936","2"
"Partly, partly","1999","Employed","Rural Area","404","0.237298907310799","0.21749646408967","0.257101350531928","2"
"Acclaimed","2000","Employed","Rural Area","1420","0.497487690841707","0.479156887390675","0.515818494292738","1"
"Acclaimed","2000","Not Employed","Urban Area","21","","","","1"
"Acclaimed","2000","Not Employed","Rural Area","13","","","","1"
"Acclaimed","2000","Employed","Urban Area","2446","0.463270612335047","0.449911269291604","0.476629955378491","1"
"Not paid","2000","Not Employed","Rural Area","3","","","","4"
"Not paid","2000","Not Employed","Urban Area","5","","","","4"
"Not paid","2000","Employed","Urban Area","928","0.169188930796404","0.159144457959217","0.17923340363359","4"
"Not paid","2000","Employed","Rural Area","440","0.15228503088398","0.139112460957695","0.165457600810265","4"
"Paid","2000","Not Employed","Urban Area","11","","","","3"
"Paid","2000","Not Employed","Rural Area","4","","","","3"
"Paid","2000","Employed","Urban Area","879","0.163457249195294","0.153550385182278","0.17336411320831","3"
"Paid","2000","Employed","Rural Area","414","0.140935043242827","0.128178309910762","0.153691776574892","3"
"Partly, partly","2000","Not Employed","Urban Area","12","","","","2"
"Partly, partly","2000","Not Employed","Rural Area","7","","","","2"
"Partly, partly","2000","Employed","Urban Area","1099","0.204083207673255","0.193285600876129","0.21488081447038","2"
"Partly, partly","2000","Employed","Rural Area","584","0.209292235031487","0.194377980914124","0.224206489148849","2"
"Acclaimed","2001","Not Employed","Urban Area","20","","","","1"
"Acclaimed","2001","Not Employed","Rural Area","9","","","","1"
"Acclaimed","2001","Employed","Rural Area","1284","0.487394852736242","0.46838197835103","0.506407727121454","1"
"Acclaimed","2001","Employed","Urban Area","2213","0.444673522135537","0.430940727542098","0.458406316728976","1"
"Not paid","2001","Not Employed","Urban Area","10","","","","4"
"Not paid","2001","Not Employed","Rural Area","3","","","","4"
"Not paid","2001","Employed","Urban Area","866","0.166690808026604","0.156391145131467","0.17699047092174","4"
"Not paid","2001","Employed","Rural Area","400","0.15059710855549","0.136992657810974","0.164201559300007","4"
"Paid","2001","Not Employed","Urban Area","4","","","","3"
"Paid","2001","Employed","Rural Area","404","0.147108821008356","0.133635272287494","0.160582369729218","3"
"Paid","2001","Employed","Urban Area","822","0.167026669378155","0.156718713346115","0.177334625410194","3"
"Paid","2001","Not Employed","Rural Area","7","","","","3"
"Partly, partly","2001","Not Employed","Rural Area","4","","","","2"
"Partly, partly","2001","Employed","Urban Area","1129","0.221609000459705","0.210131252105849","0.233086748813561","2"
"Partly, partly","2001","Not Employed","Urban Area","8","","","","2"
"Partly, partly","2001","Employed","Rural Area","567","0.214899217699912","0.199275083857639","0.230523351542185","2"
"Acclaimed","2002","Not Employed","Urban Area","18","","","","1"
"Acclaimed","2002","Not Employed","Rural Area","14","","","","1"
"Acclaimed","2002","Employed","Urban Area","2313","0.467845889771447","0.454394887957838","0.481296891585056","1"
"Acclaimed","2002","Employed","Rural Area","1288","0.50138026500982","0.482307464025635","0.520453065994005","1"
"Not paid","2002","Not Employed","Rural Area","1","","","","4"
"Not paid","2002","Not Employed","Urban Area","2","","","","4"
"Not paid","2002","Employed","Urban Area","1246","0.195457673960739","0.184767486447927","0.206147861473552","4"
"Not paid","2002","Employed","Rural Area","446","0.14204173872128","0.128725327510485","0.155358149932076","4"
"Paid","2002","Not Employed","Urban Area","11","","","","3"
"Paid","2002","Employed","Rural Area","326","0.128515999050173","0.115750010951831","0.141281987148516","3"
"Paid","2002","Not Employed","Rural Area","3","","","","3"
"Paid","2002","Employed","Urban Area","652","0.135961096686468","0.126721383514629","0.145200809858308","3"
"Partly, partly","2002","Employed","Urban Area","1075","0.200735339581346","0.189937379051551","0.211533300111141","2"
"Partly, partly","2002","Not Employed","Rural Area","5","","","","2"
"Partly, partly","2002","Not Employed","Urban Area","2","","","","2"
"Partly, partly","2002","Employed","Rural Area","580","0.228061997218726","0.212056697907757","0.244067296529695","2"
"Acclaimed","2003","Not Employed","Urban Area","20","","","","1"
"Acclaimed","2003","Not Employed","Rural Area","14","","","","1"
"Acclaimed","2003","Employed","Rural Area","1301","0.557450675505354","0.538023538686167","0.576877812324541","1"
"Acclaimed","2003","Employed","Urban Area","2293","0.479429696561282","0.46557546298971","0.493283930132854","1"
"Not paid","2003","Not Employed","Rural Area","4","","","","4"
"Not paid","2003","Employed","Urban Area","1119","0.187504828790755","0.17668059990107","0.198329057680439","4"
"Not paid","2003","Employed","Rural Area","419","0.128316261704789","0.11523513789984","0.141397385509737","4"
"Not paid","2003","Not Employed","Urban Area","7","","","","4"
"Paid","2003","Not Employed","Urban Area","9","","","","3"
"Paid","2003","Not Employed","Rural Area","5","","","","3"
"Paid","2003","Employed","Urban Area","608","0.137377277851228","0.127830688431434","0.146923867271023","3"
"Paid","2003","Employed","Rural Area","280","0.116649139288204","0.104093693931931","0.129204584644478","3"
"Partly, partly","2003","Not Employed","Urban Area","5","","","","2"
"Partly, partly","2003","Not Employed","Rural Area","1","","","","2"
"Partly, partly","2003","Employed","Urban Area","975","0.195688196796735","0.184686114696979","0.206690278896492","2"
"Partly, partly","2003","Employed","Rural Area","511","0.197583923501653","0.182009917136708","0.213157929866599","2"
"Acclaimed","2004","Not Employed","Urban Area","10","","","","1"
"Acclaimed","2004","Not Employed","Rural Area","8","","","","1"
"Acclaimed","2004","Employed","Rural Area","1225","0.530296925711459","0.51042077515837","0.550173076264548","1"
"Acclaimed","2004","Employed","Urban Area","2250","0.478519091839182","0.464437115525314","0.49260106815305","1"
"Not paid","2004","Not Employed","Rural Area","5","","","","4"
"Not paid","2004","Employed","Rural Area","442","0.155899526124185","0.141452432367887","0.170346619880482","4"
"Not paid","2004","Not Employed","Urban Area","8","","","","4"
"Not paid","2004","Employed","Urban Area","1151","0.207085702360794","0.195662629414658","0.21850877530693","4"
"Paid","2004","Not Employed","Urban Area","3","","","","3"
"Paid","2004","Not Employed","Rural Area","2","","","","3"
"Paid","2004","Employed","Urban Area","553","0.13139471893288","0.121871254682351","0.140918183183408","3"
"Paid","2004","Employed","Rural Area","251","0.108644611611733","0.0962512088237078","0.121038014399758","3"
"Partly, partly","2004","Not Employed","Urban Area","3","","","","2"
"Partly, partly","2004","Not Employed","Rural Area","6","","","","2"
"Partly, partly","2004","Employed","Urban Area","880","0.183000486867145","0.172100354059659","0.19390061967463","2"
"Partly, partly","2004","Employed","Rural Area","504","0.205158936552623","0.189076702101136","0.22124117100411","2"
"Acclaimed","2005","Not Employed","Urban Area","8","","","","1"
"Acclaimed","2005","Not Employed","Rural Area","5","","","","1"
"Acclaimed","2005","Employed","Rural Area","1177","0.542974172226144","0.522431831259207","0.563516513193081","1"
"Acclaimed","2005","Employed","Urban Area","2202","0.48907524621234","0.474470024725025","0.503680467699656","1"
"Not paid","2005","Employed","Rural Area","378","0.152955119181367","0.138111999302665","0.167798239060069","4"
"Not paid","2005","Not Employed","Urban Area","7","","","","4"
"Not paid","2005","Not Employed","Rural Area","3","","","","4"
"Not paid","2005","Employed","Urban Area","990","0.190272580878971","0.178804272525748","0.201740889232194","4"
"Paid","2005","Not Employed","Urban Area","5","","","","3"
"Paid","2005","Not Employed","Rural Area","3","","","","3"
"Paid","2005","Employed","Urban Area","448","0.113480449039757","0.10421329214344","0.122747605936073","3"
"Paid","2005","Employed","Rural Area","233","0.103080400255131","0.0905416347374039","0.115619165772857","3"
"Partly, partly","2005","Not Employed","Urban Area","1","","","","2"
"Partly, partly","2005","Employed","Urban Area","860","0.207171723868932","0.19533049870414","0.219012949033724","2"
"Partly, partly","2005","Not Employed","Rural Area","9","","","","2"
"Partly, partly","2005","Employed","Rural Area","471","0.200990308337358","0.184464848334139","0.217515768340577","2"
"Acclaimed","2006","Not Employed","Urban Area","16","","","","1"
"Acclaimed","2006","Not Employed","Rural Area","13","","","","1"
"Acclaimed","2006","Employed","Rural Area","1301","0.529378243854093","0.509781084841933","0.548975402866253","1"
"Acclaimed","2006","Employed","Urban Area","2407","0.480039354771276","0.466124411770724","0.493954297771827","1"
"Not paid","2006","Not Employed","Urban Area","8","","","","4"
"Not paid","2006","Employed","Rural Area","448","0.169720667646758","0.154982158628741","0.184459176664774","4"
"Not paid","2006","Not Employed","Rural Area","2","","","","4"
"Not paid","2006","Employed","Urban Area","1161","0.210901919193331","0.199539690338205","0.222264148048456","4"
"Paid","2006","Not Employed","Urban Area","7","","","","3"
"Paid","2006","Not Employed","Rural Area","6","","","","3"
"Paid","2006","Employed","Rural Area","245","0.0976630540055575","0.0860077503574893","0.109318357653626","3"
"Paid","2006","Employed","Urban Area","505","0.125208542211719","0.115990747763551","0.134426336659888","3"
"Partly, partly","2006","Not Employed","Urban Area","10","","","","2"
"Partly, partly","2006","Employed","Urban Area","879","0.183850183823674","0.173061343865726","0.194639023781623","2"
"Partly, partly","2006","Not Employed","Rural Area","4","","","","2"
"Partly, partly","2006","Employed","Rural Area","498","0.203238034493592","0.187438624750047","0.219037444237136","2"
"Acclaimed","2007","Not Employed","Urban Area","23","","","","1"
"Acclaimed","2007","Not Employed","Rural Area","12","","","","1"
"Acclaimed","2007","Employed","Rural Area","1255","0.528086634302838","0.508034891746397","0.548138376859279","1"
"Acclaimed","2007","Employed","Urban Area","2164","0.474525370523377","0.459940495490092","0.489110245556662","1"
"Not paid","2007","Not Employed","Urban Area","11","","","","4"
"Not paid","2007","Employed","Urban Area","1057","0.21252972215473","0.200580929081197","0.224478515228262","4"
