"plb0195_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1987","Employed","Not Working","","","",""
"Paid","1987","Not Employed","Full Time","","","",""
"Paid","1987","Not Employed","Part Time","","","",""
"Paid","1987","Not Employed","Not Working","","","",""
"Paid","1987","Employed","Full Time","","","",""
"Paid","1987","Employed","Part Time","","","",""
"Paid","1987","Employed","Not Working","","","",""
"Not paid","1987","Not Employed","Full Time","","","",""
"Not paid","1987","Not Employed","Part Time","","","",""
"Not paid","1987","Not Employed","Not Working","","","",""
"Not paid","1987","Employed","Full Time","","","",""
"Not paid","1987","Employed","Part Time","","","",""
"Not paid","1987","Employed","Not Working","","","",""
"Acclaimed","1988","Not Employed","Full Time","","","",""
"Acclaimed","1988","Not Employed","Part Time","","","",""
"Acclaimed","1988","Not Employed","Not Working","13","","",""
"Acclaimed","1988","Employed","Full Time","801","0.320781760957354","0.303439688709584","0.338123833205124"
"Acclaimed","1988","Employed","Part Time","207","0.356755547473633","0.319786213551616","0.39372488139565"
"Acclaimed","1988","Employed","Not Working","","","",""
"Partly, partly","1988","Not Employed","Full Time","","","",""
"Partly, partly","1988","Not Employed","Part Time","","","",""
"Partly, partly","1988","Not Employed","Not Working","2","","",""
"Partly, partly","1988","Employed","Full Time","366","0.137113026021335","0.12433370434546","0.149892347697209"
"Partly, partly","1988","Employed","Part Time","52","0.0858984975899457","0.0642733923828223","0.107523602797069"
"Partly, partly","1988","Employed","Not Working","","","",""
"Paid","1988","Not Employed","Full Time","","","",""
"Paid","1988","Not Employed","Part Time","","","",""
"Paid","1988","Not Employed","Not Working","20","","",""
"Paid","1988","Employed","Full Time","1130","0.337981548205113","0.320407450746126","0.3555556456641"
"Paid","1988","Employed","Part Time","288","0.383429416935605","0.345906002633231","0.420952831237979"
"Paid","1988","Employed","Not Working","","","",""
"Not paid","1988","Not Employed","Full Time","","","",""
"Not paid","1988","Not Employed","Part Time","","","",""
"Not paid","1988","Not Employed","Not Working","7","","",""
"Not paid","1988","Employed","Full Time","486","0.204123664816198","0.189148867184185","0.219098462448211"
"Not paid","1988","Employed","Part Time","98","0.173916538000816","0.144664869811108","0.203168206190525"
"Not paid","1988","Employed","Not Working","","","",""
"Acclaimed","1989","Not Employed","Full Time","","","",""
"Acclaimed","1989","Not Employed","Part Time","","","",""
"Acclaimed","1989","Not Employed","Not Working","12","","",""
"Acclaimed","1989","Employed","Full Time","824","0.308653324501931","0.292073585469578","0.325233063534285"
"Acclaimed","1989","Employed","Part Time","211","0.355202056758145","0.317949762934225","0.392454350582064"
"Acclaimed","1989","Employed","Not Working","","","",""
"Partly, partly","1989","Not Employed","Full Time","","","",""
"Partly, partly","1989","Not Employed","Part Time","","","",""
"Partly, partly","1989","Not Employed","Not Working","5","","",""
"Partly, partly","1989","Employed","Full Time","446","0.153722447378687","0.140776932528205","0.166667962229169"
"Partly, partly","1989","Employed","Part Time","76","0.126840734917401","0.100935975083595","0.152745494751207"
"Partly, partly","1989","Employed","Not Working","","","",""
"Paid","1989","Not Employed","Full Time","","","",""
"Paid","1989","Not Employed","Part Time","","","",""
"Paid","1989","Not Employed","Not Working","24","","",""
"Paid","1989","Employed","Full Time","1227","0.345507779211054","0.328440062298466","0.362575496123642"
"Paid","1989","Employed","Part Time","266","0.377509165004089","0.339775091355833","0.415243238652345"
"Paid","1989","Employed","Not Working","","","",""
"Not paid","1989","Not Employed","Full Time","","","",""
"Not paid","1989","Not Employed","Part Time","","","",""
"Not paid","1989","Not Employed","Not Working","6","","",""
"Not paid","1989","Employed","Full Time","485","0.192116448908327","0.177976399414535","0.206256498402119"
"Not paid","1989","Employed","Part Time","81","0.140448043320366","0.113402396322817","0.167493690317915"
"Not paid","1989","Employed","Not Working","","","",""
"Acclaimed","1990","Not Employed","Full Time","","","",""
"Acclaimed","1990","Not Employed","Part Time","","","",""
"Acclaimed","1990","Not Employed","Not Working","9","","",""
"Acclaimed","1990","Employed","Full Time","862","0.327578698737805","0.310699632228951","0.344457765246658"
"Acclaimed","1990","Employed","Part Time","206","0.351636055687187","0.313868399559389","0.389403711814985"
"Acclaimed","1990","Employed","Not Working","","","",""
"Partly, partly","1990","Not Employed","Full Time","","","",""
"Partly, partly","1990","Not Employed","Part Time","","","",""
"Partly, partly","1990","Not Employed","Not Working","3","","",""
"Partly, partly","1990","Employed","Full Time","450","0.147820106289004","0.135055651685661","0.160584560892347"
"Partly, partly","1990","Employed","Part Time","86","0.146455800765189","0.118489810515176","0.174421791015202"
"Partly, partly","1990","Employed","Not Working","","","",""
"Paid","1990","Not Employed","Full Time","","","",""
"Paid","1990","Not Employed","Part Time","","","",""
"Paid","1990","Not Employed","Not Working","22","","",""
"Paid","1990","Employed","Full Time","1219","0.344093146897037","0.32700759695645","0.361178696837624"
"Paid","1990","Employed","Part Time","251","0.378529369523024","0.340165359046896","0.416893379999152"
"Paid","1990","Employed","Not Working","","","",""
"Not paid","1990","Not Employed","Full Time","","","",""
"Not paid","1990","Not Employed","Part Time","","","",""
"Not paid","1990","Not Employed","Not Working","3","","",""
"Not paid","1990","Employed","Full Time","439","0.180508048076155","0.166675872346408","0.194340223805901"
"Not paid","1990","Employed","Part Time","71","0.1233787740246","0.0973657931411895","0.14939175490801"
"Not paid","1990","Employed","Not Working","","","",""
"Acclaimed","1991","Not Employed","Full Time","","","",""
"Acclaimed","1991","Not Employed","Part Time","","","",""
"Acclaimed","1991","Not Employed","Not Working","12","","",""
"Acclaimed","1991","Employed","Full Time","908","0.316136967638515","0.299777114199428","0.332496821077602"
"Acclaimed","1991","Employed","Part Time","244","0.365021543668027","0.329331404025106","0.400711683310948"
"Acclaimed","1991","Employed","Not Working","","","",""
"Partly, partly","1991","Not Employed","Full Time","","","",""
"Partly, partly","1991","Not Employed","Part Time","","","",""
"Partly, partly","1991","Not Employed","Not Working","7","","",""
"Partly, partly","1991","Employed","Full Time","470","0.152428035974677","0.139781315446199","0.165074756503154"
"Partly, partly","1991","Employed","Part Time","98","0.131847263133137","0.106766362238549","0.156928164027725"
"Partly, partly","1991","Employed","Not Working","","","",""
"Paid","1991","Not Employed","Full Time","","","",""
"Paid","1991","Not Employed","Part Time","","","",""
"Paid","1991","Not Employed","Not Working","34","0.475578954120565","0.34921481711822","0.60194309112291"
"Paid","1991","Employed","Full Time","1307","0.362457863951537","0.345544094240137","0.379371633662936"
"Paid","1991","Employed","Part Time","280","0.371331494200408","0.335513501153555","0.407149487247261"
"Paid","1991","Employed","Not Working","","","",""
"Not paid","1991","Not Employed","Full Time","","","",""
"Not paid","1991","Not Employed","Part Time","","","",""
"Not paid","1991","Not Employed","Not Working","7","","",""
"Not paid","1991","Employed","Full Time","418","0.168977132435272","0.155792207596427","0.182162057274117"
"Not paid","1991","Employed","Part Time","77","0.131799698998429","0.106722635572021","0.156876762424836"
"Not paid","1991","Employed","Not Working","","","",""
"Acclaimed","1992","Not Employed","Full Time","","","",""
"Acclaimed","1992","Not Employed","Part Time","","","",""
"Acclaimed","1992","Not Employed","Not Working","25","","",""
"Acclaimed","1992","Employed","Full Time","1484","0.345523070128993","0.331503888818491","0.359542251439496"
"Acclaimed","1992","Employed","Part Time","343","0.367623447409978","0.336635265427141","0.398611629392815"
"Acclaimed","1992","Employed","Not Working","","","",""
"Partly, partly","1992","Not Employed","Full Time","","","",""
"Partly, partly","1992","Not Employed","Part Time","","","",""
"Partly, partly","1992","Not Employed","Not Working","8","","",""
"Partly, partly","1992","Employed","Full Time","766","0.176474347198214","0.165235641095532","0.187713053300896"
"Partly, partly","1992","Employed","Part Time","120","0.130449488298134","0.108803609908367","0.152095366687901"
"Partly, partly","1992","Employed","Not Working","","","",""
"Paid","1992","Not Employed","Full Time","","","",""
"Paid","1992","Not Employed","Part Time","","","",""
"Paid","1992","Not Employed","Not Working","15","","",""
"Paid","1992","Employed","Full Time","1526","0.316163946498504","0.302456103380926","0.329871789616081"
"Paid","1992","Employed","Part Time","344","0.374576004561368","0.343468593864269","0.405683415258467"
"Paid","1992","Employed","Not Working","","","",""
"Not paid","1992","Not Employed","Full Time","","","",""
"Not paid","1992","Not Employed","Part Time","","","",""
"Not paid","1992","Not Employed","Not Working","7","","",""
"Not paid","1992","Employed","Full Time","644","0.161838636174289","0.150980835114517","0.172696437234061"
"Not paid","1992","Employed","Part Time","123","0.12735105973052","0.105925721769438","0.148776397691602"
"Not paid","1992","Employed","Not Working","","","",""
"Acclaimed","1993","Not Employed","Full Time","","","",""
"Acclaimed","1993","Not Employed","Part Time","","","",""
"Acclaimed","1993","Not Employed","Not Working","25","","",""
"Acclaimed","1993","Employed","Full Time","1427","0.337366906047692","0.323210256598134","0.35152355549725"
"Acclaimed","1993","Employed","Part Time","352","0.382498296494054","0.351042748476556","0.413953844511552"
"Acclaimed","1993","Employed","Not Working","","","",""
"Partly, partly","1993","Not Employed","Full Time","","","",""
"Partly, partly","1993","Not Employed","Part Time","","","",""
"Partly, partly","1993","Not Employed","Not Working","10","","",""
"Partly, partly","1993","Employed","Full Time","762","0.170767158445482","0.159500033750233","0.182034283140731"
"Partly, partly","1993","Employed","Part Time","130","0.139865319645186","0.11741607805906","0.162314561231312"
"Partly, partly","1993","Employed","Not Working","","","",""
"Paid","1993","Not Employed","Full Time","","","",""
"Paid","1993","Not Employed","Part Time","","","",""
"Paid","1993","Not Employed","Not Working","25","","",""
"Paid","1993","Employed","Full Time","1422","0.312787385260075","0.298905678879031","0.326669091641119"
"Paid","1993","Employed","Part Time","319","0.345496723694472","0.314718659416735","0.376274787972208"
"Paid","1993","Employed","Not Working","","","",""
"Not paid","1993","Not Employed","Full Time","","","",""
"Not paid","1993","Not Employed","Part Time","","","",""
"Not paid","1993","Not Employed","Not Working","14","","",""
"Not paid","1993","Employed","Full Time","674","0.179078550246751","0.167598460993934","0.190558639499568"
"Not paid","1993","Employed","Part Time","116","0.132139660166289","0.11022145756552","0.154057862767057"
"Not paid","1993","Employed","Not Working","","","",""
"Acclaimed","1994","Not Employed","Full Time","","","",""
"Acclaimed","1994","Not Employed","Part Time","","","",""
"Acclaimed","1994","Not Employed","Not Working","25","","",""
"Acclaimed","1994","Employed","Full Time","1484","0.361310437380634","0.346693326652751","0.375927548108517"
"Acclaimed","1994","Employed","Part Time","418","0.423371556632825","0.392624671583749","0.454118441681901"
"Acclaimed","1994","Employed","Not Working","","","",""
"Partly, partly","1994","Not Employed","Full Time","","","",""
"Partly, partly","1994","Not Employed","Part Time","","","",""
"Partly, partly","1994","Not Employed","Not Working","8","","",""
"Partly, partly","1994","Employed","Full Time","766","0.180030262421493","0.16833935980242","0.191721165040565"
"Partly, partly","1994","Employed","Part Time","132","0.139844259152529","0.118261690932637","0.16142682737242"
"Partly, partly","1994","Employed","Not Working","","","",""
"Paid","1994","Not Employed","Full Time","","","",""
"Paid","1994","Not Employed","Part Time","","","",""
"Paid","1994","Not Employed","Not Working","23","","",""
"Paid","1994","Employed","Full Time","1234","0.283390640094901","0.269678338307665","0.297102941882137"
"Paid","1994","Employed","Part Time","316","0.306192055547712","0.277510094060888","0.334874017034536"
"Paid","1994","Employed","Not Working","","","",""
"Not paid","1994","Not Employed","Full Time","","","",""
"Not paid","1994","Not Employed","Part Time","","","",""
"Not paid","1994","Not Employed","Not Working","6","","",""
"Not paid","1994","Employed","Full Time","665","0.175268660102973","0.163699954858609","0.186837365347336"
"Not paid","1994","Employed","Part Time","126","0.130592128666934","0.109623861605257","0.15156039572861"
"Not paid","1994","Employed","Not Working","","","",""
"Acclaimed","1995","Not Employed","Full Time","","","",""
"Acclaimed","1995","Not Employed","Part Time","","","",""
"Acclaimed","1995","Not Employed","Not Working","32","0.441489682450307","0.338900229067432","0.544079135833182"
"Acclaimed","1995","Employed","Full Time","1564","0.364231451580122","0.349876712307197","0.378586190853048"
"Acclaimed","1995","Employed","Part Time","454","0.407033529220478","0.378464920787718","0.435602137653238"
"Acclaimed","1995","Employed","Not Working","","","",""
"Partly, partly","1995","Not Employed","Full Time","","","",""
"Partly, partly","1995","Not Employed","Part Time","","","",""
"Partly, partly","1995","Not Employed","Not Working","17","","",""
"Partly, partly","1995","Employed","Full Time","816","0.189512312223064","0.177821384035978","0.20120324041015"
"Partly, partly","1995","Employed","Part Time","161","0.137593251727999","0.11756174738067","0.157624756075328"
"Partly, partly","1995","Employed","Not Working","","","",""
"Paid","1995","Not Employed","Full Time","","","",""
"Paid","1995","Not Employed","Part Time","","","",""
"Paid","1995","Not Employed","Not Working","31","0.296765132737432","0.202384372565193","0.391145892909671"
"Paid","1995","Employed","Full Time","1257","0.270153362146314","0.256907566181964","0.283399158110665"
"Paid","1995","Employed","Part Time","392","0.324073884426577","0.29685749214839","0.351290276704765"
"Paid","1995","Employed","Not Working","","","",""
"Not paid","1995","Not Employed","Full Time","","","",""
"Not paid","1995","Not Employed","Part Time","","","",""
"Not paid","1995","Not Employed","Not Working","10","","",""
"Not paid","1995","Employed","Full Time","680","0.1761028740505","0.164740298535015","0.187465449565984"
"Not paid","1995","Employed","Part Time","129","0.131299334624946","0.111660068052759","0.150938601197132"
"Not paid","1995","Employed","Not Working","","","",""
"Acclaimed","1996","Not Employed","Full Time","","","",""
"Acclaimed","1996","Not Employed","Part Time","","","",""
"Acclaimed","1996","Not Employed","Not Working","28","","",""
"Acclaimed","1996","Employed","Full Time","1682","0.406496184467452","0.391591735116297","0.421400633818608"
"Acclaimed","1996","Employed","Part Time","502","0.447533973341988","0.418308504271763","0.476759442412213"
"Acclaimed","1996","Employed","Not Working","","","",""
"Partly, partly","1996","Not Employed","Full Time","","","",""
"Partly, partly","1996","Not Employed","Part Time","","","",""
"Partly, partly","1996","Not Employed","Not Working","9","","",""
"Partly, partly","1996","Employed","Full Time","717","0.171255643617311","0.15982399993569","0.182687287298931"
"Partly, partly","1996","Employed","Part Time","154","0.163619806476511","0.141877004798603","0.18536260815442"
"Partly, partly","1996","Employed","Not Working","","","",""
"Paid","1996","Not Employed","Full Time","","","",""
"Paid","1996","Not Employed","Part Time","","","",""
"Paid","1996","Not Employed","Not Working","28","","",""
"Paid","1996","Employed","Full Time","1097","0.241160705680914","0.228179826137004","0.254141585224824"
"Paid","1996","Employed","Part Time","347","0.291437762573408","0.264728763627324","0.318146761519491"
"Paid","1996","Employed","Not Working","","","",""
"Not paid","1996","Not Employed","Full Time","","","",""
"Not paid","1996","Not Employed","Part Time","","","",""
"Not paid","1996","Not Employed","Not Working","10","","",""
"Not paid","1996","Employed","Full Time","676","0.181087466234323","0.169402192341994","0.192772740126652"
"Not paid","1996","Employed","Part Time","109","0.0974084576080931","0.0799807742539332","0.114836140962253"
"Not paid","1996","Employed","Not Working","","","",""
"Acclaimed","1997","Not Employed","Full Time","","","",""
"Acclaimed","1997","Not Employed","Part Time","","","",""
"Acclaimed","1997","Not Employed","Not Working","20","","",""
"Acclaimed","1997","Employed","Full Time","1532","0.416656054264337","0.400807012629023","0.432505095899651"
"Acclaimed","1997","Employed","Part Time","417","0.498310934327031","0.464638546707936","0.531983321946125"
"Acclaimed","1997","Employed","Not Working","","","",""
"Partly, partly","1997","Not Employed","Full Time","","","",""
"Partly, partly","1997","Not Employed","Part Time","","","",""
"Partly, partly","1997","Not Employed","Not Working","5","","",""
"Partly, partly","1997","Employed","Full Time","818","0.214909632304962","0.201704596730433","0.228114667879492"
"Partly, partly","1997","Employed","Part Time","151","0.168201561462796","0.14301142919908","0.193391693726512"
"Partly, partly","1997","Employed","Not Working","","","",""
"Paid","1997","Not Employed","Full Time","","","",""
"Paid","1997","Not Employed","Part Time","","","",""
"Paid","1997","Not Employed","Not Working","7","","",""
"Paid","1997","Employed","Full Time","694","0.162790285103566","0.150922130859877","0.174658439347255"
"Paid","1997","Employed","Part Time","176","0.201100270931636","0.174106792595974","0.228093749267298"
"Paid","1997","Employed","Not Working","","","",""
"Not paid","1997","Not Employed","Full Time","","","",""
"Not paid","1997","Not Employed","Part Time","","","",""
"Not paid","1997","Not Employed","Not Working","6","","",""
"Not paid","1997","Employed","Full Time","673","0.205644028327134","0.192650788814453","0.218637267839816"
"Not paid","1997","Employed","Part Time","103","0.132387233278538","0.109563199265065","0.155211267292011"
"Not paid","1997","Employed","Not Working","","","",""
"Acclaimed","1998","Not Employed","Full Time","","","",""
"Acclaimed","1998","Not Employed","Part Time","","","",""
"Acclaimed","1998","Not Employed","Not Working","15","","",""
"Acclaimed","1998","Employed","Full Time","1708","0.430285808031465","0.414806239687552","0.445765376375378"
"Acclaimed","1998","Employed","Part Time","497","0.490033908996245","0.459768178115922","0.520299639876569"
"Acclaimed","1998","Employed","Not Working","","","",""
"Partly, partly","1998","Not Employed","Full Time","","","",""
"Partly, partly","1998","Not Employed","Part Time","","","",""
"Partly, partly","1998","Not Employed","Not Working","11","","",""
"Partly, partly","1998","Employed","Full Time","863","0.214145637749342","0.201320044399897","0.226971231098787"
"Partly, partly","1998","Employed","Part Time","209","0.192428712053203","0.168561987487954","0.216295436618452"
"Partly, partly","1998","Employed","Not Working","","","",""
"Paid","1998","Not Employed","Full Time","","","",""
"Paid","1998","Not Employed","Part Time","","","",""
"Paid","1998","Not Employed","Not Working","14","","",""
"Paid","1998","Employed","Full Time","652","0.159174697710277","0.147736918239368","0.170612477181185"
"Paid","1998","Employed","Part Time","209","0.191069726486044","0.167267425916083","0.214872027056005"
"Paid","1998","Employed","Not Working","","","",""
"Not paid","1998","Not Employed","Full Time","","","",""
"Not paid","1998","Not Employed","Part Time","","","",""
"Not paid","1998","Not Employed","Not Working","12","","",""
"Not paid","1998","Employed","Full Time","707","0.196393856508917","0.183973404843656","0.208814308174178"
"Not paid","1998","Employed","Part Time","133","0.126467652464508","0.106344469580448","0.146590835348568"
"Not paid","1998","Employed","Not Working","","","",""
"Acclaimed","1999","Not Employed","Full Time","","","",""
"Acclaimed","1999","Not Employed","Part Time","","","",""
"Acclaimed","1999","Not Employed","Not Working","21","","",""
"Acclaimed","1999","Employed","Full Time","1674","0.438887420888556","0.423286781796309","0.454488059980802"
"Acclaimed","1999","Employed","Part Time","512","0.495838625679842","0.465480902676271","0.526196348683413"
"Acclaimed","1999","Employed","Not Working","","","",""
"Partly, partly","1999","Not Employed","Full Time","","","",""
"Partly, partly","1999","Not Employed","Part Time","","","",""
"Partly, partly","1999","Not Employed","Not Working","5","","",""
"Partly, partly","1999","Employed","Full Time","883","0.220850660870497","0.207809972236261","0.233891349504732"
"Partly, partly","1999","Employed","Part Time","182","0.186868373086362","0.163200318594606","0.210536427578118"
"Partly, partly","1999","Employed","Not Working","","","",""
"Paid","1999","Not Employed","Full Time","","","",""
"Paid","1999","Not Employed","Part Time","","","",""
"Paid","1999","Not Employed","Not Working","7","","",""
"Paid","1999","Employed","Full Time","630","0.1462259163372","0.13511820767608","0.15733362499832"
"Paid","1999","Employed","Part Time","211","0.184269085117341","0.160728680019415","0.207809490215267"
"Paid","1999","Employed","Not Working","","","",""
"Not paid","1999","Not Employed","Full Time","","","",""
"Not paid","1999","Not Employed","Part Time","","","",""
"Not paid","1999","Not Employed","Not Working","4","","",""
"Not paid","1999","Employed","Full Time","700","0.194036001903748","0.181604036275823","0.206467967531673"
"Not paid","1999","Employed","Part Time","137","0.133023916116455","0.112404201287454","0.153643630945457"
"Not paid","1999","Employed","Not Working","","","",""
"Acclaimed","2000","Not Employed","Full Time","","","",""
"Acclaimed","2000","Not Employed","Part Time","","","",""
"Acclaimed","2000","Not Employed","Not Working","34","0.473789572773249","0.361532485619121","0.586046659927377"
"Acclaimed","2000","Employed","Full Time","2973","0.455049343757887","0.443029069153043","0.467069618362731"
"Acclaimed","2000","Employed","Part Time","893","0.549256207786811","0.525004325856897","0.573508089716725"
"Acclaimed","2000","Employed","Not Working","","","",""
"Partly, partly","2000","Not Employed","Full Time","","","",""
"Partly, partly","2000","Not Employed","Part Time","","","",""
"Partly, partly","2000","Not Employed","Not Working","19","","",""
"Partly, partly","2000","Employed","Full Time","1415","0.213279751757612","0.20339213715052","0.223167366364705"
"Partly, partly","2000","Employed","Part Time","268","0.175171594429792","0.156644525087499","0.193698663772085"
"Partly, partly","2000","Employed","Not Working","","","",""
"Paid","2000","Not Employed","Full Time","","","",""
"Paid","2000","Not Employed","Part Time","","","",""
"Paid","2000","Not Employed","Not Working","15","","",""
"Paid","2000","Employed","Full Time","1015","0.152638671714849","0.143957603634908","0.16131973979479"
"Paid","2000","Employed","Part Time","278","0.17210491862604","0.153706632296781","0.190503204955299"
"Paid","2000","Employed","Not Working","","","",""
"Not paid","2000","Not Employed","Full Time","","","",""
"Not paid","2000","Not Employed","Part Time","","","",""
"Not paid","2000","Not Employed","Not Working","8","","",""
"Not paid","2000","Employed","Full Time","1190","0.179032232769652","0.169778110778603","0.188286354760701"
"Not paid","2000","Employed","Part Time","178","0.103467279157357","0.088622365779216","0.118312192535499"
"Not paid","2000","Employed","Not Working","","","",""
"Acclaimed","2001","Not Employed","Full Time","","","",""
"Acclaimed","2001","Not Employed","Part Time","","","",""
"Acclaimed","2001","Not Employed","Not Working","29","","",""
"Acclaimed","2001","Employed","Full Time","2664","0.444276192666949","0.431753485597309","0.456798899736588"
"Acclaimed","2001","Employed","Part Time","833","0.507903338672461","0.483685270665556","0.532121406679365"
"Acclaimed","2001","Employed","Not Working","","","",""
"Partly, partly","2001","Not Employed","Full Time","","","",""
"Partly, partly","2001","Not Employed","Part Time","","","",""
"Partly, partly","2001","Not Employed","Not Working","12","","",""
"Partly, partly","2001","Employed","Full Time","1397","0.22769945520509","0.217130881849965","0.238268028560215"
"Partly, partly","2001","Employed","Part Time","299","0.189436431031293","0.17045412184304","0.208418740219547"
"Partly, partly","2001","Employed","Not Working","","","",""
"Paid","2001","Not Employed","Full Time","","","",""
"Paid","2001","Not Employed","Part Time","","","",""
"Paid","2001","Not Employed","Not Working","11","","",""
"Paid","2001","Employed","Full Time","895","0.152334085142848","0.143277737103937","0.161390433181759"
"Paid","2001","Employed","Part Time","331","0.192442034943894","0.173345236071673","0.211538833816116"
"Paid","2001","Employed","Not Working","","","",""
"Not paid","2001","Not Employed","Full Time","","","",""
"Not paid","2001","Not Employed","Part Time","","","",""
"Not paid","2001","Not Employed","Not Working","13","","",""
"Not paid","2001","Employed","Full Time","1092","0.175690266985113","0.16609932497595","0.185281208994276"
"Not paid","2001","Employed","Part Time","174","0.110218195352352","0.0950479655545641","0.125388425150139"
"Not paid","2001","Employed","Not Working","","","",""
"Acclaimed","2002","Not Employed","Full Time","","","",""
