"plb0195_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","2013","Part Time","East Germany","311","0.57834178705445","0.537033756745038","0.619649817363861","1"
"Acclaimed","2013","Not Working","West Germany","731","0.421902294432774","0.398328696482544","0.445475892383004","1"
"Acclaimed","2013","Not Working","East Germany","82","0.556308939620712","0.481405269553189","0.631212609688236","1"
"Not paid","2013","Full Time","West Germany","1053","0.199309629627432","0.188202290383928","0.210416968870936","4"
"Not paid","2013","Full Time","East Germany","239","0.144162513154996","0.126114125131953","0.162210901178039","4"
"Not paid","2013","Part Time","West Germany","233","0.10761271246565","0.0947306074189096","0.12049481751239","4"
"Not paid","2013","Part Time","East Germany","71","0.130411215740399","0.102241896254545","0.158580535226253","4"
"Not paid","2013","Not Working","West Germany","208","0.144072762987947","0.127310653554493","0.1608348724214","4"
"Not paid","2013","Not Working","East Germany","26","","","","4"
"Paid","2013","Full Time","West Germany","487","0.0931464752076984","0.0850654701617072","0.10122748025369","3"
"Paid","2013","Full Time","East Germany","142","0.0945185430618831","0.0794866082342246","0.109550477889542","3"
"Paid","2013","Part Time","West Germany","309","0.142681933706363","0.128142956998508","0.157220910414218","3"
"Paid","2013","Part Time","East Germany","76","0.131650715010748","0.103368022273515","0.159933407747981","3"
"Paid","2013","Not Working","East Germany","22","","","","3"
"Paid","2013","Not Working","West Germany","371","0.215739193451906","0.196104953822962","0.23537343308085","3"
"Partly, partly","2013","Full Time","West Germany","1024","0.212886592937433","0.201504912092172","0.224268273782695","2"
"Partly, partly","2013","Full Time","East Germany","289","0.226509626563225","0.205002252780434","0.248017000346016","2"
"Partly, partly","2013","Part Time","East Germany","91","0.159596282194403","0.128961324396388","0.190231239992417","2"
"Partly, partly","2013","Part Time","West Germany","391","0.187300422133033","0.171081844841142","0.203518999424924","2"
"Partly, partly","2013","Not Working","West Germany","376","0.218285749127373","0.198568060129317","0.238003438125429","2"
"Partly, partly","2013","Not Working","East Germany","39","0.187811086443372","0.128927550726998","0.246694622159745","2"
"Acclaimed","2014","Full Time","West Germany","2600","0.491036107035333","0.477729463124756","0.50434275094591","1"
"Acclaimed","2014","Part Time","West Germany","1345","0.531148662759643","0.51136829849767","0.550929027021616","1"
"Acclaimed","2014","Full Time","East Germany","746","0.519650250856713","0.494110081167233","0.545190420546193","1"
"Acclaimed","2014","Part Time","East Germany","287","0.580526211983698","0.537185429239128","0.623866994728267","1"
"Acclaimed","2014","Not Working","West Germany","87","0.530917590681969","0.460693624062697","0.601141557301241","1"
"Acclaimed","2014","Not Working","East Germany","28","","","","1"
"Not paid","2014","Full Time","West Germany","1040","0.184189520937366","0.173871523080805","0.194507518793926","4"
"Not paid","2014","Full Time","East Germany","245","0.158344767368384","0.139682758317725","0.177006776419043","4"
"Not paid","2014","Part Time","West Germany","242","0.106400085548415","0.0941778342995381","0.118622336797292","4"
"Not paid","2014","Part Time","East Germany","53","0.1056502080337","0.0786527855383093","0.132647630529091","4"
"Not paid","2014","Not Working","West Germany","31","0.157470202447104","0.106214870126161","0.208725534768047","4"
"Not paid","2014","Not Working","East Germany","3","","","","4"
"Paid","2014","Full Time","West Germany","591","0.0977551760668966","0.0898502026256201","0.105660149508173","3"
"Paid","2014","Full Time","East Germany","140","0.0974741273299418","0.082311867600517","0.112636387059367","3"
"Paid","2014","Part Time","East Germany","53","0.0867039229713538","0.0619890382188986","0.111418807723809","3"
"Paid","2014","Part Time","West Germany","370","0.15791913552764","0.143464640051939","0.172373631003341","3"
"Paid","2014","Not Working","West Germany","42","0.179234527151523","0.125262640126018","0.233206414177029","3"
"Paid","2014","Not Working","East Germany","2","","","","3"
"Partly, partly","2014","Full Time","West Germany","1191","0.227019195960405","0.2158689620163","0.23816942990451","2"
"Partly, partly","2014","Full Time","East Germany","339","0.224530854444961","0.20319992891336","0.245861779976562","2"
"Partly, partly","2014","Part Time","East Germany","105","0.227119657011248","0.190322275766313","0.263917038256184","2"
"Partly, partly","2014","Part Time","West Germany","488","0.204532116164302","0.188543873167682","0.220520359160921","2"
"Partly, partly","2014","Not Working","East Germany","12","","","","2"
"Partly, partly","2014","Not Working","West Germany","34","0.132377679719404","0.0846884874812004","0.180066871957607","2"
"Acclaimed","2015","Full Time","West Germany","","","","","1"
"Acclaimed","2015","Full Time","East Germany","","","","","1"
"Acclaimed","2015","Part Time","West Germany","","","","","1"
"Acclaimed","2015","Part Time","East Germany","","","","","1"
"Acclaimed","2015","Not Working","West Germany","","","","","1"
"Acclaimed","2015","Not Working","East Germany","","","","","1"
"Not paid","2015","Full Time","West Germany","","","","","4"
"Not paid","2015","Full Time","East Germany","","","","","4"
"Not paid","2015","Part Time","West Germany","","","","","4"
"Not paid","2015","Part Time","East Germany","","","","","4"
"Not paid","2015","Not Working","West Germany","","","","","4"
"Not paid","2015","Not Working","East Germany","","","","","4"
"Paid","2015","Full Time","West Germany","","","","","3"
"Paid","2015","Full Time","East Germany","","","","","3"
"Paid","2015","Part Time","West Germany","","","","","3"
"Paid","2015","Not Working","East Germany","","","","","3"
"Paid","2015","Part Time","East Germany","","","","","3"
"Paid","2015","Not Working","West Germany","","","","","3"
"Partly, partly","2015","Full Time","West Germany","","","","","2"
"Partly, partly","2015","Full Time","East Germany","","","","","2"
"Partly, partly","2015","Part Time","East Germany","","","","","2"
"Partly, partly","2015","Part Time","West Germany","","","","","2"
"Partly, partly","2015","Not Working","West Germany","","","","","2"
"Partly, partly","2015","Not Working","East Germany","","","","","2"
"Acclaimed","2016","Full Time","West Germany","","","","","1"
"Acclaimed","2016","Part Time","West Germany","","","","","1"
"Acclaimed","2016","Full Time","East Germany","","","","","1"
"Acclaimed","2016","Part Time","East Germany","","","","","1"
"Acclaimed","2016","Not Working","West Germany","","","","","1"
"Acclaimed","2016","Not Working","East Germany","","","","","1"
"Not paid","2016","Full Time","West Germany","","","","","4"
"Not paid","2016","Full Time","East Germany","","","","","4"
"Not paid","2016","Part Time","West Germany","","","","","4"
"Not paid","2016","Part Time","East Germany","","","","","4"
"Not paid","2016","Not Working","West Germany","","","","","4"
"Not paid","2016","Not Working","East Germany","","","","","4"
"Paid","2016","Full Time","West Germany","","","","","3"
"Paid","2016","Full Time","East Germany","","","","","3"
"Paid","2016","Part Time","East Germany","","","","","3"
"Paid","2016","Not Working","West Germany","","","","","3"
"Paid","2016","Part Time","West Germany","","","","","3"
"Paid","2016","Not Working","East Germany","","","","","3"
"Partly, partly","2016","Full Time","West Germany","","","","","2"
"Partly, partly","2016","Full Time","East Germany","","","","","2"
"Partly, partly","2016","Part Time","East Germany","","","","","2"
"Partly, partly","2016","Part Time","West Germany","","","","","2"
"Partly, partly","2016","Not Working","West Germany","","","","","2"
"Partly, partly","2016","Not Working","East Germany","","","","","2"
"Acclaimed","2017","Full Time","West Germany","","","","","1"
"Acclaimed","2017","Part Time","West Germany","","","","","1"
"Acclaimed","2017","Full Time","East Germany","","","","","1"
"Acclaimed","2017","Part Time","East Germany","","","","","1"
"Acclaimed","2017","Not Working","West Germany","","","","","1"
"Acclaimed","2017","Not Working","East Germany","","","","","1"
"Not paid","2017","Full Time","West Germany","","","","","4"
"Not paid","2017","Full Time","East Germany","","","","","4"
"Not paid","2017","Part Time","West Germany","","","","","4"
"Not paid","2017","Part Time","East Germany","","","","","4"
"Not paid","2017","Not Working","West Germany","","","","","4"
"Not paid","2017","Not Working","East Germany","","","","","4"
"Paid","2017","Full Time","West Germany","","","","","3"
"Paid","2017","Full Time","East Germany","","","","","3"
"Paid","2017","Part Time","East Germany","","","","","3"
"Paid","2017","Part Time","West Germany","","","","","3"
"Paid","2017","Not Working","East Germany","","","","","3"
"Paid","2017","Not Working","West Germany","","","","","3"
"Partly, partly","2017","Full Time","West Germany","","","","","2"
"Partly, partly","2017","Full Time","East Germany","","","","","2"
"Partly, partly","2017","Part Time","West Germany","","","","","2"
"Partly, partly","2017","Part Time","East Germany","","","","","2"
"Partly, partly","2017","Not Working","West Germany","","","","","2"
"Partly, partly","2017","Not Working","East Germany","","","","","2"
"Acclaimed","2018","Full Time","West Germany","2655","0.514962299053175","0.501411016225587","0.528513581880762","1"
"Acclaimed","2018","Part Time","West Germany","1457","0.565759367333697","0.546498730454447","0.585020004212948","1"
"Acclaimed","2018","Full Time","East Germany","797","0.561200681162244","0.535728777932183","0.586672584392304","1"
"Acclaimed","2018","Part Time","East Germany","316","0.596765151099315","0.555313893685468","0.638216408513162","1"
"Acclaimed","2018","Not Working","West Germany","40","0.441672321911461","0.348017339996281","0.535327303826641","1"
"Acclaimed","2018","Not Working","East Germany","5","","","","1"
"Not paid","2018","Full Time","West Germany","800","0.149537878899353","0.139868289358701","0.159207468440005","4"
"Not paid","2018","Full Time","East Germany","179","0.128348413035117","0.111179767145201","0.145517058925033","4"
"Not paid","2018","Part Time","West Germany","239","0.0964002517246893","0.0849314862442332","0.107869017205145","4"
"Not paid","2018","Part Time","East Germany","40","0.0894351074375629","0.0653212649034154","0.11354894997171","4"
"Not paid","2018","Not Working","West Germany","18","","","","4"
"Not paid","2018","Not Working","East Germany","4","","","","4"
"Paid","2018","Full Time","West Germany","567","0.0976738060441703","0.089624178582","0.105723433506341","3"
"Paid","2018","Full Time","East Germany","122","0.0817362487747525","0.0676738179047111","0.095798679644794","3"
"Paid","2018","Not Working","East Germany","3","","","","3"
"Paid","2018","Part Time","West Germany","388","0.144173630532281","0.130523862000716","0.157823399063846","3"
"Paid","2018","Part Time","East Germany","87","0.155178023962653","0.124582727692289","0.185773320233017","3"
"Paid","2018","Not Working","West Germany","26","","","","3"
"Partly, partly","2018","Full Time","West Germany","1203","0.237826016003302","0.226281873364023","0.249370158642581","2"
"Partly, partly","2018","Full Time","East Germany","360","0.228714657027887","0.207155892615578","0.250273421440196","2"
"Partly, partly","2018","Part Time","West Germany","460","0.193666750409333","0.178310882964697","0.209022617853968","2"
"Partly, partly","2018","Part Time","East Germany","95","0.158621717500469","0.127751909657493","0.189491525343445","2"
"Partly, partly","2018","Not Working","West Germany","24","","","","2"
"Partly, partly","2018","Not Working","East Germany","3","","","","2"
