"plb0195_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Paid","1991","Not Working","West Germany","34","0.475578954120565","0.34921481711822","0.60194309112291","3"
"Paid","1991","Not Working","East Germany","","","","","3"
"Partly, partly","1991","Full Time","East Germany","","","","","2"
"Partly, partly","1991","Full Time","West Germany","470","0.152428035974677","0.139781315446199","0.165074756503154","2"
"Partly, partly","1991","Part Time","West Germany","98","0.131847263133137","0.106766362238549","0.156928164027725","2"
"Partly, partly","1991","Part Time","East Germany","","","","","2"
"Partly, partly","1991","Not Working","West Germany","7","","","","2"
"Partly, partly","1991","Not Working","East Germany","","","","","2"
"Acclaimed","1992","Full Time","West Germany","942","0.338986632530223","0.322098373529267","0.355874891531179","1"
"Acclaimed","1992","Full Time","East Germany","542","0.370992511750714","0.345706253802061","0.396278769699367","1"
"Acclaimed","1992","Part Time","West Germany","220","0.358621621498864","0.321921156745438","0.39532208625229","1"
"Acclaimed","1992","Part Time","East Germany","123","0.407473643270915","0.349293282827073","0.465654003714757","1"
"Acclaimed","1992","Not Working","West Germany","16","","","","1"
"Acclaimed","1992","Not Working","East Germany","9","","","","1"
"Not paid","1992","Full Time","West Germany","393","0.156103098176485","0.14315401767372","0.169052178679251","4"
"Not paid","1992","Full Time","East Germany","251","0.184187346461325","0.163896545146147","0.204478147776503","4"
"Not paid","1992","Part Time","West Germany","79","0.119433398864657","0.0946169193727159","0.144249878356598","4"
"Not paid","1992","Part Time","East Germany","44","0.162401763818852","0.118731475668609","0.206072051969096","4"
"Not paid","1992","Not Working","West Germany","6","","","","4"
"Not paid","1992","Not Working","East Germany","1","","","","4"
"Paid","1992","Full Time","East Germany","369","0.276299439193861","0.252892558554721","0.299706319833001","3"
"Paid","1992","Full Time","West Germany","1157","0.326394711203621","0.3096659888222","0.343123433585041","3"
"Paid","1992","Part Time","East Germany","73","0.278352996373465","0.225284941893523","0.331421050853406","3"
"Paid","1992","Part Time","West Germany","271","0.396311977236982","0.358881871849269","0.433742082624694","3"
"Paid","1992","Not Working","West Germany","12","","","","3"
"Paid","1992","Not Working","East Germany","3","","","","3"
"Partly, partly","1992","Full Time","West Germany","526","0.178515558089671","0.164853183745878","0.192177932433464","2"
"Partly, partly","1992","Full Time","East Germany","240","0.1685207025941","0.148926552297959","0.188114852890241","2"
"Partly, partly","1992","Part Time","West Germany","86","0.125633002399497","0.10027033542305","0.150995669375945","2"
"Partly, partly","1992","Part Time","East Germany","34","0.151771596536768","0.109287687877932","0.194255505195604","2"
"Partly, partly","1992","Not Working","West Germany","4","","","","2"
"Partly, partly","1992","Not Working","East Germany","4","","","","2"
"Acclaimed","1993","Full Time","West Germany","916","0.330193494875693","0.313089060306669","0.347297929444718","1"
"Acclaimed","1993","Full Time","East Germany","511","0.365125489665269","0.339732357482611","0.390518621847927","1"
"Acclaimed","1993","Part Time","West Germany","246","0.373695575615337","0.337333777391867","0.410057373838807","1"
"Acclaimed","1993","Part Time","East Germany","106","0.428970065995174","0.365958996737858","0.491981135252491","1"
"Acclaimed","1993","Not Working","West Germany","12","","","","1"
"Acclaimed","1993","Not Working","East Germany","13","","","","1"
"Not paid","1993","Full Time","East Germany","246","0.179164418546192","0.158938641252281","0.199390195840103","4"
"Not paid","1993","Full Time","West Germany","428","0.17905636004328","0.165111911881424","0.193000808205137","4"
"Not paid","1993","Part Time","West Germany","75","0.115632914531704","0.0915975531650753","0.139668275898333","4"
"Not paid","1993","Part Time","East Germany","41","0.2192829070002","0.166605650053739","0.271960163946661","4"
"Not paid","1993","Not Working","West Germany","5","","","","4"
"Not paid","1993","Not Working","East Germany","9","","","","4"
"Paid","1993","Full Time","West Germany","1057","0.323499062382698","0.306484511121854","0.340513613643543","3"
"Paid","1993","Full Time","East Germany","365","0.271336954221983","0.247885536797993","0.294788371645973","3"
"Paid","1993","Part Time","West Germany","259","0.366247731918184","0.3300367026112","0.402458761225169","3"
"Paid","1993","Part Time","East Germany","60","0.235946951030453","0.181891081288724","0.290002820772181","3"
"Paid","1993","Not Working","West Germany","21","","","","3"
"Paid","1993","Not Working","East Germany","4","","","","3"
"Partly, partly","1993","Full Time","West Germany","503","0.167251082698328","0.153677600043732","0.180824565352924","2"
"Partly, partly","1993","Full Time","East Germany","259","0.184373137566556","0.163920664225166","0.204825610907947","2"
"Partly, partly","1993","Part Time","East Germany","30","0.115800075974173","0.0750617126782713","0.156538439270074","2"
"Partly, partly","1993","Part Time","West Germany","100","0.144423777934775","0.118003198468669","0.17084435740088","2"
"Partly, partly","1993","Not Working","West Germany","7","","","","2"
"Partly, partly","1993","Not Working","East Germany","3","","","","2"
"Acclaimed","1994","Full Time","West Germany","961","0.361673510872643","0.343783540857436","0.37956348088785","1"
"Acclaimed","1994","Full Time","East Germany","523","0.359967337509992","0.334624449818188","0.385310225201796","1"
"Acclaimed","1994","Part Time","West Germany","306","0.418621010928839","0.38319598866081","0.454046033196868","1"
"Acclaimed","1994","Part Time","East Germany","112","0.450365122933576","0.388318359634343","0.512411886232809","1"
"Acclaimed","1994","Not Working","West Germany","21","","","","1"
"Acclaimed","1994","Not Working","East Germany","4","","","","1"
"Not paid","1994","Full Time","West Germany","393","0.170887223441849","0.156872277444125","0.184902169439573","4"
"Not paid","1994","Full Time","East Germany","272","0.191476692752839","0.17070232989842","0.212251055607257","4"
"Not paid","1994","Part Time","West Germany","77","0.117921733963639","0.0947626997864791","0.141080768140798","4"
"Not paid","1994","Part Time","East Germany","49","0.202587886794916","0.152463650825401","0.25271212276443","4"
"Not paid","1994","Not Working","West Germany","5","","","","4"
"Not paid","1994","Not Working","East Germany","1","","","","4"
"Paid","1994","Full Time","East Germany","332","0.265064185590002","0.241760548205717","0.288367822974287","3"
"Paid","1994","Full Time","West Germany","902","0.288344739174707","0.271478405952","0.305211072397415","3"
"Paid","1994","Part Time","East Germany","48","0.172343290595985","0.125243180228587","0.219443400963383","3"
"Paid","1994","Part Time","West Germany","268","0.329747841702117","0.295989582298991","0.363506101105243","3"
"Paid","1994","Not Working","West Germany","20","","","","3"
"Paid","1994","Not Working","East Germany","3","","","","3"
"Partly, partly","1994","Full Time","East Germany","251","0.183491784147167","0.163055022797358","0.203928545496976","2"
"Partly, partly","1994","Full Time","West Germany","515","0.179094526510801","0.164818164223576","0.193370888798025","2"
"Partly, partly","1994","Part Time","East Germany","38","0.174703699675524","0.127349814738157","0.222057584612891","2"
"Partly, partly","1994","Part Time","West Germany","94","0.133709413405405","0.109270452085036","0.158148374725774","2"
"Partly, partly","1994","Not Working","West Germany","4","","","","2"
"Partly, partly","1994","Not Working","East Germany","4","","","","2"
"Acclaimed","1995","Full Time","West Germany","1015","0.359483198346522","0.342205462618324","0.37676093407472","1"
"Acclaimed","1995","Full Time","East Germany","549","0.382177358014335","0.35629504137911","0.40805967464956","1"
"Acclaimed","1995","Part Time","East Germany","116","0.449110646754653","0.388416459123913","0.509804834385394","1"
"Acclaimed","1995","Part Time","West Germany","338","0.400381320834245","0.367971598241912","0.432791043426577","1"
"Acclaimed","1995","Not Working","East Germany","9","","","","1"
"Acclaimed","1995","Not Working","West Germany","23","","","","1"
"Not paid","1995","Full Time","East Germany","242","0.18488705728692","0.164209420213372","0.205564694360468","4"
"Not paid","1995","Full Time","West Germany","438","0.173778693513296","0.160135101493574","0.187422285533019","4"
"Not paid","1995","Part Time","West Germany","94","0.130555657092984","0.108270301226451","0.152841012959517","4"
"Not paid","1995","Part Time","East Germany","35","0.136003307366483","0.0941751230630958","0.177831491669869","4"
"Not paid","1995","Not Working","West Germany","8","","","","4"
"Not paid","1995","Not Working","East Germany","2","","","","4"
"Paid","1995","Full Time","West Germany","957","0.27895195319912","0.262803569093891","0.295100337304349","3"
"Paid","1995","Full Time","East Germany","300","0.236899303439163","0.214252256735358","0.259546350142967","3"
"Paid","1995","Part Time","West Germany","327","0.335077598557169","0.303855721263344","0.366299475850994","3"
"Paid","1995","Part Time","East Germany","65","0.254472250517517","0.201323830322262","0.307620670712772","3"
"Paid","1995","Not Working","West Germany","26","","","","3"
"Paid","1995","Not Working","East Germany","5","","","","3"
"Partly, partly","1995","Full Time","East Germany","263","0.196036281259583","0.174890428114149","0.217182134405017","2"
"Partly, partly","1995","Full Time","West Germany","553","0.187786154941061","0.173724085307821","0.201848224574302","2"
"Partly, partly","1995","Part Time","West Germany","119","0.133985423515602","0.111453814277182","0.156517032754021","2"
"Partly, partly","1995","Part Time","East Germany","42","0.160413795361347","0.11563300626182","0.205194584460875","2"
"Partly, partly","1995","Not Working","West Germany","5","","","","2"
"Partly, partly","1995","Not Working","East Germany","12","","","","2"
"Acclaimed","1996","Full Time","West Germany","1121","0.408762386328633","0.390646978821936","0.42687779383533","1"
"Acclaimed","1996","Full Time","East Germany","561","0.397885193716862","0.37170766605105","0.424062721382674","1"
"Acclaimed","1996","Part Time","East Germany","107","0.466327537325216","0.400704771358938","0.531950303291495","1"
"Acclaimed","1996","Part Time","West Germany","395","0.444873956502885","0.412225144727401","0.47752276827837","1"
"Acclaimed","1996","Not Working","East Germany","9","","","","1"
"Acclaimed","1996","Not Working","West Germany","19","","","","1"
"Not paid","1996","Full Time","West Germany","422","0.178423961361283","0.16431542089291","0.192532501829655","4"
"Not paid","1996","Full Time","East Germany","254","0.191208107391133","0.17017605617424","0.212240158608027","4"
"Not paid","1996","Part Time","West Germany","73","0.0867582547531184","0.068265510274121","0.105250999232116","4"
"Not paid","1996","Part Time","East Germany","36","0.17265432291504","0.122937446735492","0.222371199094589","4"
"Not paid","1996","Not Working","West Germany","7","","","","4"
"Not paid","1996","Not Working","East Germany","3","","","","4"
"Paid","1996","Full Time","East Germany","297","0.239339714152539","0.216519861291109","0.26215956701397","3"
"Paid","1996","Full Time","West Germany","800","0.241639946050614","0.22586551490577","0.257414377195458","3"
"Paid","1996","Part Time","East Germany","47","0.197119832392604","0.144788459365251","0.249451205419956","3"
"Paid","1996","Part Time","West Germany","300","0.304787400924821","0.274545407824263","0.33502939402538","3"
"Paid","1996","Not Working","West Germany","25","","","","3"
"Paid","1996","Not Working","East Germany","3","","","","3"
"Partly, partly","1996","Full Time","East Germany","231","0.171566984739466","0.151403961846988","0.191730007631943","2"
"Partly, partly","1996","Full Time","West Germany","486","0.17117370625947","0.15729394792709","0.185053464591851","2"
"Partly, partly","1996","Part Time","East Germany","32","0.16389830736714","0.115202856716232","0.212593758018048","2"
"Partly, partly","1996","Part Time","West Germany","122","0.163580387819175","0.139279015000594","0.187881760637756","2"
"Partly, partly","1996","Not Working","West Germany","7","","","","2"
"Partly, partly","1996","Not Working","East Germany","2","","","","2"
"Acclaimed","1997","Full Time","West Germany","1044","0.416297693940609","0.397131165160181","0.435464222721036","1"
"Acclaimed","1997","Full Time","East Germany","488","0.418048062808162","0.389857671981359","0.446238453634964","1"
"Acclaimed","1997","Part Time","West Germany","304","0.513672960321096","0.474203126676493","0.553142793965699","1"
"Acclaimed","1997","Part Time","East Germany","113","0.424326980516312","0.360591632389226","0.488062328643397","1"
"Acclaimed","1997","Not Working","West Germany","12","","","","1"
"Acclaimed","1997","Not Working","East Germany","8","","","","1"
"Not paid","1997","Full Time","West Germany","427","0.205519679555653","0.189808310233051","0.221231048878255","4"
"Not paid","1997","Full Time","East Germany","246","0.206127046509827","0.183007068136539","0.229247024883114","4"
"Not paid","1997","Part Time","West Germany","71","0.115672430415739","0.0904155767714744","0.140929284060004","4"
"Not paid","1997","Part Time","East Germany","32","0.212886198938033","0.160098270583124","0.265674127292943","4"
"Not paid","1997","Not Working","West Germany","4","","","","4"
"Not paid","1997","Not Working","East Germany","2","","","","4"
"Paid","1997","Full Time","West Germany","526","0.166555567983775","0.152069061631873","0.181042074335678","3"
"Paid","1997","Full Time","East Germany","168","0.148164486453089","0.127859890056722","0.168469082849455","3"
"Paid","1997","Part Time","East Germany","38","0.175047738628795","0.126043374066222","0.224052103191369","3"
"Paid","1997","Part Time","West Germany","138","0.206509817973031","0.174543039925844","0.238476596020218","3"
"Paid","1997","Not Working","West Germany","5","","","","3"
"Paid","1997","Not Working","East Germany","2","","","","3"
"Partly, partly","1997","Full Time","West Germany","544","0.211627058519963","0.195745350357675","0.227508766682252","2"
"Partly, partly","1997","Full Time","East Germany","274","0.227660404228923","0.203694582099456","0.25162622635839","2"
"Partly, partly","1997","Part Time","West Germany","103","0.164144791290134","0.134894054186829","0.193395528393438","2"
"Partly, partly","1997","Part Time","East Germany","48","0.187739081916859","0.137381226709823","0.238096937123896","2"
"Partly, partly","1997","Not Working","West Germany","5","","","","2"
"Partly, partly","1997","Not Working","East Germany","","","","","2"
"Acclaimed","1998","Full Time","West Germany","1151","0.429505548209083","0.410813392202288","0.448197704215878","1"
"Acclaimed","1998","Full Time","East Germany","557","0.433181740408875","0.40555715030198","0.460806330515771","1"
"Acclaimed","1998","Part Time","East Germany","126","0.458409112654992","0.399411409422208","0.517406815887775","1"
"Acclaimed","1998","Part Time","West Germany","371","0.497000060004888","0.461775968724984","0.532224151284793","1"
"Acclaimed","1998","Not Working","East Germany","4","","","","1"
"Acclaimed","1998","Not Working","West Germany","11","","","","1"
"Not paid","1998","Full Time","West Germany","480","0.200166885391604","0.185057559049359","0.21527621173385","4"
"Not paid","1998","Full Time","East Germany","227","0.18239026925649","0.160861821688737","0.203918716824243","4"
"Not paid","1998","Part Time","West Germany","89","0.118592891453073","0.0958159600415672","0.141369822864579","4"
"Not paid","1998","Part Time","East Germany","44","0.162217338756649","0.118567049120569","0.205867628392728","4"
"Not paid","1998","Not Working","West Germany","8","","","","4"
"Not paid","1998","Not Working","East Germany","4","","","","4"
"Paid","1998","Full Time","East Germany","162","0.136736430651816","0.117582730606024","0.155890130697608","3"
"Paid","1998","Full Time","West Germany","490","0.165220307893078","0.151196467945366","0.17924414784079","3"
"Paid","1998","Part Time","East Germany","45","0.16711654916819","0.122941742687455","0.211291355648924","3"
"Paid","1998","Part Time","West Germany","164","0.196346011858206","0.168361147580008","0.224330876136405","3"
"Paid","1998","Not Working","West Germany","11","","","","3"
"Paid","1998","Not Working","East Germany","3","","","","3"
"Partly, partly","1998","Full Time","East Germany","290","0.247691559682819","0.223626196140203","0.271756923225434","2"
"Partly, partly","1998","Full Time","West Germany","573","0.205107258506235","0.189859918817157","0.220354598195312","2"
"Partly, partly","1998","Part Time","West Germany","150","0.188061036683832","0.160532145760732","0.215589927606932","2"
"Partly, partly","1998","Part Time","East Germany","59","0.21225699942017","0.163840197856727","0.260673800983613","2"
"Partly, partly","1998","Not Working","West Germany","10","","","","2"
"Partly, partly","1998","Not Working","East Germany","1","","","","2"
"Acclaimed","1999","Full Time","West Germany","1135","0.438719846664059","0.419936059110364","0.457503634217754","1"
"Acclaimed","1999","Full Time","East Germany","539","0.43954140721421","0.411529279337066","0.467553535091353","1"
"Acclaimed","1999","Part Time","East Germany","154","0.473926287302743","0.41723469454054","0.530617880064946","1"
"Acclaimed","1999","Part Time","West Germany","358","0.501032899345501","0.465105093022319","0.536960705668683","1"
"Acclaimed","1999","Not Working","East Germany","3","","","","1"
"Acclaimed","1999","Not Working","West Germany","18","","","","1"
"Not paid","1999","Full Time","East Germany","228","0.178521016757094","0.156907902895518","0.20013413061867","4"
"Not paid","1999","Full Time","West Germany","472","0.198011485032435","0.182927053471883","0.213095916592987","4"
"Not paid","1999","Part Time","West Germany","94","0.125910907654437","0.102072834349499","0.149748980959376","4"
