"plb0195_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","2008","Employed","Male","1539","0.430239328363931","0.414277472038931","0.446201184688931","1"
"Not paid","2008","Not Employed","Male","8","","","","4"
"Not paid","2008","Not Employed","Female","10","","","","4"
"Not paid","2008","Employed","Male","893","0.202821407143671","0.18985806990167","0.215784744385673","4"
"Not paid","2008","Employed","Female","567","0.172051710378113","0.158782695233317","0.185320725522909","4"
"Paid","2008","Not Employed","Male","5","","","","3"
"Paid","2008","Employed","Male","445","0.130059465071314","0.119215256171602","0.140903673971026","3"
"Paid","2008","Not Employed","Female","2","","","","3"
"Paid","2008","Employed","Female","241","0.0758365039204345","0.0665292589924785","0.0851437488483906","3"
"Partly, partly","2008","Not Employed","Female","3","","","","2"
"Partly, partly","2008","Employed","Male","819","0.236879799421084","0.223172793574122","0.250586805268046","2"
"Partly, partly","2008","Not Employed","Male","5","","","","2"
"Partly, partly","2008","Employed","Female","542","0.187310109365889","0.173593378313643","0.201026840418134","2"
"Acclaimed","2009","Not Employed","Male","6","","","","1"
"Acclaimed","2009","Not Employed","Female","9","","","","1"
"Acclaimed","2009","Employed","Female","1570","0.555687638304703","0.53727965516754","0.574095621441866","1"
"Acclaimed","2009","Employed","Male","1396","0.429688860298287","0.41269055889162","0.446687161704953","1"
"Not paid","2009","Not Employed","Male","4","","","","4"
"Not paid","2009","Not Employed","Female","5","","","","4"
"Not paid","2009","Employed","Male","795","0.209862096282286","0.195879397494332","0.223844795070241","4"
"Not paid","2009","Employed","Female","486","0.158982115238639","0.145435730909412","0.172528499567867","4"
"Paid","2009","Not Employed","Male","3","","","","3"
"Paid","2009","Not Employed","Female","4","","","","3"
"Paid","2009","Employed","Male","349","0.115256091178427","0.104290973799122","0.126221208557732","3"
"Paid","2009","Employed","Female","235","0.0921652493866732","0.0814492262029253","0.102881272570421","3"
"Partly, partly","2009","Employed","Male","718","0.245192952241","0.230420774798752","0.259965129683248","2"
"Partly, partly","2009","Not Employed","Female","","","","","2"
"Partly, partly","2009","Not Employed","Male","1","","","","2"
"Partly, partly","2009","Employed","Female","508","0.193164997069984","0.178539749607518","0.207790244532451","2"
"Acclaimed","2010","Not Employed","Male","10","","","","1"
"Acclaimed","2010","Not Employed","Female","55","0.351403911718451","0.259206243580839","0.443601579856063","1"
"Acclaimed","2010","Employed","Female","2210","0.595099912289889","0.579315167646271","0.610884656933507","1"
"Acclaimed","2010","Employed","Male","1994","0.457203492761624","0.442796505895226","0.471610479628022","1"
"Not paid","2010","Not Employed","Male","5","","","","4"
"Not paid","2010","Not Employed","Female","17","","","","4"
"Not paid","2010","Employed","Male","1021","0.205870108169246","0.194176668307288","0.217563548031204","4"
"Not paid","2010","Employed","Female","588","0.164286938228758","0.152371807958913","0.176202068498603","4"
"Paid","2010","Not Employed","Male","8","","","","3"
"Paid","2010","Employed","Male","589","0.120960283404502","0.111529983271328","0.130390583537675","3"
"Paid","2010","Not Employed","Female","16","","","","3"
"Paid","2010","Employed","Female","352","0.0893686124360232","0.0801951666811815","0.0985420581908648","3"
"Partly, partly","2010","Not Employed","Female","15","","","","2"
"Partly, partly","2010","Employed","Male","989","0.215966115664628","0.204065755840051","0.227866475489205","2"
"Partly, partly","2010","Not Employed","Male","10","","","","2"
"Partly, partly","2010","Employed","Female","565","0.15124453704533","0.139723281176705","0.162765792913955","2"
"Acclaimed","2011","Not Employed","Female","64","0.478751335855234","0.383201285918173","0.574301385792295","1"
"Acclaimed","2011","Not Employed","Male","15","","","","1"
"Acclaimed","2011","Employed","Female","2694","0.581775541588661","0.567585686306655","0.595965396870667","1"
"Acclaimed","2011","Employed","Male","2245","0.424288655196585","0.41107717236911","0.43750013802406","1"
"Not paid","2011","Not Employed","Female","11","","","","4"
"Not paid","2011","Employed","Male","1208","0.209747948237902","0.198864910436587","0.220630986039217","4"
"Not paid","2011","Employed","Female","738","0.165687322450412","0.154991736447524","0.1763829084533","4"
"Not paid","2011","Not Employed","Male","4","","","","4"
"Paid","2011","Not Employed","Male","6","","","","3"
"Paid","2011","Not Employed","Female","17","","","","3"
"Paid","2011","Employed","Male","731","0.142544368166272","0.133198937469314","0.15188979886323","3"
"Paid","2011","Employed","Female","488","0.0904939850759491","0.0822410549610379","0.0987469151908604","3"
"Partly, partly","2011","Employed","Female","722","0.162043150884978","0.151442764633485","0.17264353713647","2"
"Partly, partly","2011","Not Employed","Female","13","","","","2"
"Partly, partly","2011","Employed","Male","1192","0.223419028399242","0.212284497806233","0.234553558992251","2"
"Partly, partly","2011","Not Employed","Male","6","","","","2"
"Acclaimed","2012","Not Employed","Female","63","0.608942309850466","0.521631913750084","0.696252705950848","1"
"Acclaimed","2012","Not Employed","Male","45","0.558222412123449","0.455625967590018","0.66081885665688","1"
"Acclaimed","2012","Employed","Male","2332","0.444078535675288","0.43070694893927","0.457450122411306","1"
"Acclaimed","2012","Employed","Female","2861","0.587935228060805","0.57411273083","0.60175772529161","1"
"Not paid","2012","Not Employed","Female","25","","","","4"
"Not paid","2012","Employed","Male","1083","0.185989421165256","0.175518003574123","0.196460838756388","4"
"Not paid","2012","Employed","Female","690","0.145437897318182","0.135537568149277","0.155338226487088","4"
"Not paid","2012","Not Employed","Male","12","","","","4"
"Paid","2012","Not Employed","Male","9","","","","3"
"Paid","2012","Not Employed","Female","15","","","","3"
"Paid","2012","Employed","Male","683","0.127848270846815","0.118861787254917","0.136834754438713","3"
"Paid","2012","Employed","Female","505","0.101159973729675","0.0926919009478859","0.109628046511464","3"
"Partly, partly","2012","Not Employed","Male","24","","","","2"
"Partly, partly","2012","Employed","Female","815","0.165466900891337","0.155031326080586","0.175902475702089","2"
"Partly, partly","2012","Not Employed","Female","17","","","","2"
"Partly, partly","2012","Employed","Male","1206","0.242083772312642","0.230556149034461","0.253611395590823","2"
"Acclaimed","2013","Not Employed","Male","437","0.416190259332726","0.386792255819494","0.445588262845957","1"
"Acclaimed","2013","Not Employed","Female","376","0.461807690967782","0.426708543808226","0.496906838127338","1"
"Acclaimed","2013","Employed","Male","2129","0.454277584135467","0.440085182027306","0.468469986243628","1"
"Acclaimed","2013","Employed","Female","2662","0.593729925128626","0.579328900429327","0.608130949827924","1"
"Not paid","2013","Not Employed","Female","101","0.171517831787177","0.144978287490858","0.198057376083496","4"
"Not paid","2013","Employed","Male","977","0.196161095735939","0.18484229779399","0.207479893677887","4"
"Not paid","2013","Employed","Female","619","0.138890521043661","0.128750076429532","0.149030965657791","4"
"Not paid","2013","Not Employed","Male","133","0.131123755815581","0.110993195411137","0.151254316220025","4"
"Paid","2013","Not Employed","Male","232","0.212212822292931","0.187827613539044","0.236598031046818","3"
"Paid","2013","Not Employed","Female","161","0.193574210993375","0.165757665621624","0.221390756365125","3"
"Paid","2013","Employed","Male","548","0.113164816268047","0.104134841729323","0.122194790806772","3"
"Paid","2013","Employed","Female","466","0.0950108834348522","0.0864128354381706","0.103608931431534","3"
"Partly, partly","2013","Not Employed","Male","278","0.240473162558762","0.214984850081199","0.265961475036326","2"
"Partly, partly","2013","Not Employed","Female","137","0.173100266251666","0.146464049901383","0.199736482601949","2"
"Partly, partly","2013","Employed","Female","721","0.172368670392861","0.1612937876753","0.183443553110421","2"
"Partly, partly","2013","Employed","Male","1074","0.236396503860547","0.224285954731425","0.24850705298967","2"
"Acclaimed","2014","Not Employed","Male","47","0.477364302464147","0.38526987043259","0.569458734495703","1"
"Acclaimed","2014","Not Employed","Female","68","0.627385165951722","0.542962315485735","0.711808016417709","1"
"Acclaimed","2014","Employed","Male","2220","0.452483371866087","0.438773162211045","0.466193581521129","1"
"Acclaimed","2014","Employed","Female","2758","0.572435560142037","0.558398958820358","0.586472161463716","1"
"Not paid","2014","Not Employed","Female","22","","","","4"
"Not paid","2014","Employed","Male","947","0.17345047321369","0.16302090539098","0.1838800410364","4"
"Not paid","2014","Employed","Female","633","0.146152459559472","0.136129612496381","0.156175306622562","4"
"Not paid","2014","Not Employed","Male","12","","","","4"
"Paid","2014","Not Employed","Male","26","","","","3"
"Paid","2014","Not Employed","Female","18","","","","3"
"Paid","2014","Employed","Male","651","0.126188796493332","0.117042119748332","0.135335473238333","3"
"Paid","2014","Employed","Female","503","0.0906665526453245","0.0825198285570277","0.0988132767336213","3"
"Partly, partly","2014","Not Employed","Male","28","","","","2"
"Partly, partly","2014","Not Employed","Female","18","","","","2"
"Partly, partly","2014","Employed","Male","1245","0.24787735842689","0.235983934793987","0.259770782059793","2"
"Partly, partly","2014","Employed","Female","878","0.190745427653167","0.179598183263362","0.201892672042972","2"
"Acclaimed","2015","Not Employed","Male","","","","","1"
"Acclaimed","2015","Not Employed","Female","","","","","1"
"Acclaimed","2015","Employed","Male","","","","","1"
"Acclaimed","2015","Employed","Female","","","","","1"
"Not paid","2015","Not Employed","Female","","","","","4"
"Not paid","2015","Employed","Female","","","","","4"
"Not paid","2015","Employed","Male","","","","","4"
"Not paid","2015","Not Employed","Male","","","","","4"
"Paid","2015","Not Employed","Male","","","","","3"
"Paid","2015","Not Employed","Female","","","","","3"
"Paid","2015","Employed","Male","","","","","3"
"Paid","2015","Employed","Female","","","","","3"
"Partly, partly","2015","Not Employed","Male","","","","","2"
"Partly, partly","2015","Not Employed","Female","","","","","2"
"Partly, partly","2015","Employed","Male","","","","","2"
"Partly, partly","2015","Employed","Female","","","","","2"
"Acclaimed","2016","Not Employed","Male","","","","","1"
"Acclaimed","2016","Not Employed","Female","","","","","1"
"Acclaimed","2016","Employed","Male","","","","","1"
"Acclaimed","2016","Employed","Female","","","","","1"
"Not paid","2016","Not Employed","Male","","","","","4"
"Not paid","2016","Not Employed","Female","","","","","4"
"Not paid","2016","Employed","Male","","","","","4"
"Not paid","2016","Employed","Female","","","","","4"
"Paid","2016","Not Employed","Male","","","","","3"
"Paid","2016","Not Employed","Female","","","","","3"
"Paid","2016","Employed","Male","","","","","3"
"Paid","2016","Employed","Female","","","","","3"
"Partly, partly","2016","Employed","Female","","","","","2"
"Partly, partly","2016","Not Employed","Male","","","","","2"
"Partly, partly","2016","Employed","Male","","","","","2"
"Partly, partly","2016","Not Employed","Female","","","","","2"
"Acclaimed","2017","Not Employed","Male","","","","","1"
"Acclaimed","2017","Not Employed","Female","","","","","1"
"Acclaimed","2017","Employed","Male","","","","","1"
"Acclaimed","2017","Employed","Female","","","","","1"
"Not paid","2017","Not Employed","Male","","","","","4"
"Not paid","2017","Not Employed","Female","","","","","4"
"Not paid","2017","Employed","Male","","","","","4"
"Not paid","2017","Employed","Female","","","","","4"
"Paid","2017","Not Employed","Male","","","","","3"
"Paid","2017","Not Employed","Female","","","","","3"
"Paid","2017","Employed","Male","","","","","3"
"Paid","2017","Employed","Female","","","","","3"
"Partly, partly","2017","Not Employed","Female","","","","","2"
"Partly, partly","2017","Employed","Female","","","","","2"
"Partly, partly","2017","Not Employed","Male","","","","","2"
"Partly, partly","2017","Employed","Male","","","","","2"
"Acclaimed","2018","Not Employed","Male","11","","","","1"
"Acclaimed","2018","Not Employed","Female","34","0.545437288945288","0.436325314807547","0.654549263083028","1"
"Acclaimed","2018","Employed","Male","2278","0.478064740690838","0.464065614292399","0.492063867089276","1"
"Acclaimed","2018","Employed","Female","2947","0.605370549368227","0.591648760913619","0.619092337822836","1"
"Not paid","2018","Not Employed","Male","7","","","","4"
"Not paid","2018","Not Employed","Female","15","","","","4"
"Not paid","2018","Employed","Male","746","0.152138350596789","0.142072949003798","0.16220375218978","4"
"Not paid","2018","Employed","Female","512","0.107774660968527","0.0990690162834511","0.116480305653603","4"
"Paid","2018","Not Employed","Male","11","","","","3"
"Paid","2018","Not Employed","Female","18","","","","3"
"Paid","2018","Employed","Male","639","0.12064630396369","0.111518042586178","0.129774565341203","3"
"Paid","2018","Employed","Female","525","0.0950178674266893","0.0867854388699086","0.10325029598347","3"
"Partly, partly","2018","Not Employed","Male","14","","","","2"
"Partly, partly","2018","Not Employed","Female","13","","","","2"
"Partly, partly","2018","Employed","Female","890","0.191836922236556","0.180782884821438","0.202890959651675","2"
"Partly, partly","2018","Employed","Male","1228","0.249150604748684","0.237029096814562","0.261272112682806","2"
