"plb0195_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2003","higher vocational","Urban Area","110","0.215865106953253","0.179211896216594","0.252518317689911","2"
"Partly, partly","2003","higher vocational","Rural Area","57","0.243490860918496","0.189304748733107","0.297676973103884","2"
"Partly, partly","2003","higher education","Urban Area","215","0.155181452965356","0.136627880075607","0.173735025855105","2"
"Partly, partly","2003","higher education","Rural Area","91","0.145089712128867","0.115945974960708","0.174233449297026","2"
"Partly, partly","2003","in school","Urban Area","","","","","2"
"Partly, partly","2003","vocational + Abi","Urban Area","70","0.200827450816409","0.161665268832137","0.239989632800681","2"
"Partly, partly","2003","vocational + Abi","Rural Area","19","","","","2"
"Partly, partly","2003","general elemantary","Rural Area","26","","","","2"
"Partly, partly","2003","middle vocational","Urban Area","514","0.208825366679895","0.192335183928278","0.225315549431512","2"
"Partly, partly","2003","middle vocational","Rural Area","315","0.207931091373413","0.186875021939826","0.228987160807001","2"
"Acclaimed","2004","general elemantary","Urban Area","125","0.375708528251472","0.321086999972386","0.430330056530559","1"
"Acclaimed","2004","general elemantary","Rural Area","77","0.499830267025399","0.416104759897501","0.583555774153298","1"
"Acclaimed","2004","middle vocational","Urban Area","1123","0.522884156573423","0.50205060955717","0.543717703589676","1"
"Acclaimed","2004","middle vocational","Rural Area","692","0.546141133140573","0.519612672593065","0.572669593688081","1"
"Acclaimed","2004","inadequately","Rural Area","1","","","","1"
"Acclaimed","2004","in school","Urban Area","1","","","","1"
"Acclaimed","2004","vocational + Abi","Urban Area","224","0.563538318065836","0.514753170349986","0.612323465781685","1"
"Acclaimed","2004","vocational + Abi","Rural Area","64","0.630482172924716","0.53986949920217","0.721094846647262","1"
"Acclaimed","2004","higher vocational","Urban Area","219","0.495191664079669","0.449699245938081","0.540684082221257","1"
"Acclaimed","2004","higher education","Rural Area","244","0.441710099822185","0.400763068796155","0.482657130848215","1"
"Acclaimed","2004","in school","Rural Area","1","","","","1"
"Acclaimed","2004","inadequately","Urban Area","6","","","","1"
"Acclaimed","2004","higher vocational","Rural Area","146","0.563990981256843","0.50348169168532","0.624500270828366","1"
"Acclaimed","2004","higher education","Urban Area","548","0.383764880768935","0.358551109215559","0.40897865232231","1"
"Not paid","2004","in school","Rural Area","","","","","4"
"Not paid","2004","inadequately","Urban Area","1","","","","4"
"Not paid","2004","higher vocational","Urban Area","88","0.202174869401829","0.165631672132261","0.238718066671397","4"
"Not paid","2004","higher vocational","Rural Area","42","0.157339715843276","0.11290896203429","0.201770469652263","4"
"Not paid","2004","inadequately","Rural Area","1","","","","4"
"Not paid","2004","general elemantary","Urban Area","46","0.168548533995578","0.12632782120861","0.210769246782546","4"
"Not paid","2004","higher education","Urban Area","633","0.409699747959114","0.38420203020891","0.435197465709318","4"
"Not paid","2004","higher education","Rural Area","206","0.330671833601135","0.291879847143032","0.369463820059238","4"
"Not paid","2004","in school","Urban Area","","","","","4"
"Not paid","2004","general elemantary","Rural Area","19","","","","4"
"Not paid","2004","middle vocational","Urban Area","310","0.121785739152104","0.108144713764385","0.135426764539822","4"
"Not paid","2004","middle vocational","Rural Area","159","0.112311853828383","0.0954873524954512","0.129136355161315","4"
"Not paid","2004","vocational + Abi","Urban Area","74","0.167483236755202","0.130752046313073","0.204214427197331","4"
"Not paid","2004","vocational + Abi","Rural Area","16","","","","4"
"Paid","2004","vocational + Abi","Urban Area","43","0.115920895183181","0.0844304163915588","0.147411373974804","3"
"Paid","2004","general elemantary","Urban Area","62","0.237536340258095","0.189538773127779","0.285533907388411","3"
"Paid","2004","general elemantary","Rural Area","15","","","","3"
"Paid","2004","middle vocational","Urban Area","317","0.152788013854725","0.137781174106951","0.1677948536025","3"
"Paid","2004","middle vocational","Rural Area","183","0.126505140703817","0.108792494157354","0.144217787250281","3"
"Paid","2004","higher education","Rural Area","32","0.0797922241672433","0.057448935217071","0.102135513117416","3"
"Paid","2004","vocational + Abi","Rural Area","3","","","","3"
"Paid","2004","in school","Urban Area","4","","","","3"
"Paid","2004","in school","Rural Area","1","","","","3"
"Paid","2004","inadequately","Urban Area","10","","","","3"
"Paid","2004","inadequately","Rural Area","1","","","","3"
"Paid","2004","higher vocational","Urban Area","51","0.0880724537527457","0.0622861368239797","0.113858770681512","3"
"Paid","2004","higher vocational","Rural Area","18","","","","3"
"Paid","2004","higher education","Urban Area","62","0.0702795913297508","0.0570263296634154","0.0835328529960863","3"
"Partly, partly","2004","in school","Rural Area","","","","","2"
"Partly, partly","2004","inadequately","Urban Area","3","","","","2"
"Partly, partly","2004","inadequately","Rural Area","1","","","","2"
"Partly, partly","2004","general elemantary","Urban Area","69","0.218206597494854","0.171623908055665","0.264789286934044","2"
"Partly, partly","2004","higher vocational","Urban Area","106","0.214561012765756","0.177208421689602","0.251913603841911","2"
"Partly, partly","2004","higher vocational","Rural Area","52","0.206529030881555","0.157132743060525","0.255925318702584","2"
"Partly, partly","2004","higher education","Urban Area","186","0.1362557799422","0.118468807969382","0.154042751915018","2"
"Partly, partly","2004","higher education","Rural Area","83","0.147825842409436","0.118559851835523","0.17709183298335","2"
"Partly, partly","2004","vocational + Abi","Urban Area","56","0.153057549995781","0.117640925513754","0.188474174477808","2"
"Partly, partly","2004","vocational + Abi","Rural Area","26","","","","2"
"Partly, partly","2004","in school","Urban Area","","","","","2"
"Partly, partly","2004","general elemantary","Rural Area","26","","","","2"
"Partly, partly","2004","middle vocational","Urban Area","458","0.202542090419748","0.185778768490235","0.219305412349261","2"
"Partly, partly","2004","middle vocational","Rural Area","319","0.215041872327226","0.193149947187504","0.236933797466948","2"
"Acclaimed","2005","general elemantary","Urban Area","131","0.396668699714871","0.339367862162784","0.453969537266959","1"
"Acclaimed","2005","general elemantary","Rural Area","63","0.42490749525092","0.341827839840761","0.507987150661079","1"
"Acclaimed","2005","middle vocational","Urban Area","1080","0.519016862657475","0.497419923970287","0.540613801344663","1"
"Acclaimed","2005","middle vocational","Rural Area","659","0.55321249983106","0.525739614729375","0.580685384932745","1"
"Acclaimed","2005","vocational + Abi","Urban Area","220","0.582351545716162","0.533216579249596","0.631486512182728","1"
"Acclaimed","2005","higher education","Rural Area","247","0.482666122253545","0.439840260092797","0.525491984414292","1"
"Acclaimed","2005","in school","Urban Area","2","","","","1"
"Acclaimed","2005","in school","Rural Area","","","","","1"
"Acclaimed","2005","inadequately","Urban Area","8","","","","1"
"Acclaimed","2005","inadequately","Rural Area","3","","","","1"
"Acclaimed","2005","vocational + Abi","Rural Area","72","0.594878785914268","0.505542924372027","0.684214647456509","1"
"Acclaimed","2005","higher vocational","Urban Area","229","0.530848562477615","0.483290981524341","0.578406143430889","1"
"Acclaimed","2005","higher vocational","Rural Area","129","0.633499440514936","0.569971848634718","0.697027032395153","1"
"Acclaimed","2005","higher education","Urban Area","523","0.399580145239958","0.373106442543039","0.426053847936877","1"
"Not paid","2005","in school","Rural Area","","","","","4"
"Not paid","2005","inadequately","Urban Area","3","","","","4"
"Not paid","2005","inadequately","Rural Area","","","","","4"
"Not paid","2005","general elemantary","Urban Area","42","0.196512707189049","0.149969757765892","0.243055656612207","4"
"Not paid","2005","higher vocational","Urban Area","77","0.178416245442254","0.141930684561741","0.214901806322767","4"
"Not paid","2005","higher vocational","Rural Area","40","0.142785611011921","0.0966603430124932","0.188910879011349","4"
"Not paid","2005","higher education","Urban Area","541","0.384026360872536","0.357739011547598","0.410313710197475","4"
"Not paid","2005","higher education","Rural Area","173","0.312263665947209","0.272547349877015","0.351979982017403","4"
"Not paid","2005","in school","Urban Area","","","","","4"
"Not paid","2005","general elemantary","Rural Area","21","","","","4"
"Not paid","2005","middle vocational","Urban Area","263","0.113650243448353","0.0999311856460008","0.127369301250706","4"
"Not paid","2005","middle vocational","Rural Area","128","0.102502669103952","0.0857419772954205","0.119263360912484","4"
"Not paid","2005","vocational + Abi","Urban Area","67","0.146374201535873","0.111156691745649","0.181591711326097","4"
"Not paid","2005","vocational + Abi","Rural Area","15","","","","4"
"Paid","2005","vocational + Abi","Urban Area","31","0.0870280733327176","0.0589445880431017","0.115111558622333","3"
"Paid","2005","in school","Urban Area","3","","","","3"
"Paid","2005","in school","Rural Area","1","","","","3"
"Paid","2005","general elemantary","Urban Area","52","0.186061343742408","0.140479384407998","0.231643303076818","3"
"Paid","2005","general elemantary","Rural Area","23","","","","3"
"Paid","2005","middle vocational","Urban Area","259","0.130155391738793","0.115611238033861","0.144699545443724","3"
"Paid","2005","middle vocational","Rural Area","176","0.131269689158649","0.11260879342655","0.149930584890748","3"
"Paid","2005","higher education","Rural Area","20","","","","3"
"Paid","2005","inadequately","Urban Area","8","","","","3"
"Paid","2005","vocational + Abi","Rural Area","2","","","","3"
"Paid","2005","higher vocational","Rural Area","10","","","","3"
"Paid","2005","higher education","Urban Area","56","0.0548636446705111","0.0425560048974217","0.0671712844436005","3"
"Paid","2005","inadequately","Rural Area","1","","","","3"
"Paid","2005","higher vocational","Urban Area","36","0.112469080049964","0.0823607807406689","0.14257737935926","3"
"Partly, partly","2005","in school","Rural Area","1","","","","2"
"Partly, partly","2005","inadequately","Urban Area","3","","","","2"
"Partly, partly","2005","inadequately","Rural Area","1","","","","2"
"Partly, partly","2005","general elemantary","Urban Area","55","0.220757249353671","0.172176641138575","0.269337857568767","2"
"Partly, partly","2005","higher vocational","Rural Area","42","0.182224176266277","0.131329531712756","0.233118820819799","2"
"Partly, partly","2005","higher education","Urban Area","195","0.161529849216995","0.141638904438741","0.181420793995248","2"
"Partly, partly","2005","higher education","Rural Area","83","0.170449509032491","0.138222757087893","0.20267626097709","2"
"Partly, partly","2005","in school","Urban Area","","","","","2"
"Partly, partly","2005","general elemantary","Rural Area","29","","","","2"
"Partly, partly","2005","higher vocational","Urban Area","81","0.178266112030167","0.14179257321724","0.214739650843094","2"
"Partly, partly","2005","middle vocational","Urban Area","454","0.237177502155379","0.218791596472303","0.255563407838455","2"
"Partly, partly","2005","middle vocational","Rural Area","295","0.213015141906339","0.190389745519776","0.235640538292902","2"
"Partly, partly","2005","vocational + Abi","Urban Area","69","0.184246179415248","0.145620919735035","0.222871439095461","2"
"Partly, partly","2005","vocational + Abi","Rural Area","27","","","","2"
"Acclaimed","2006","general elemantary","Urban Area","123","0.444585927808139","0.3837143717242","0.505457483892077","1"
"Acclaimed","2006","general elemantary","Rural Area","68","0.503620443673094","0.420501635024117","0.58673925232207","1"
"Acclaimed","2006","middle vocational","Urban Area","1245","0.522545724217962","0.502203105640228","0.542888342795696","1"
"Acclaimed","2006","middle vocational","Rural Area","749","0.546717171765279","0.520546993451751","0.572887350078807","1"
"Acclaimed","2006","vocational + Abi","Urban Area","232","0.585011518589002","0.538222544663844","0.63180049251416","1"
"Acclaimed","2006","higher education","Rural Area","257","0.459164865107506","0.418001519375567","0.500328210839444","1"
"Acclaimed","2006","higher vocational","Rural Area","135","0.517485983665575","0.453868251941393","0.581103715389757","1"
"Acclaimed","2006","higher education","Urban Area","560","0.364735921753962","0.340204064887706","0.389267778620218","1"
"Acclaimed","2006","in school","Urban Area","","","","","1"
"Acclaimed","2006","in school","Rural Area","2","","","","1"
"Acclaimed","2006","inadequately","Urban Area","7","","","","1"
"Acclaimed","2006","inadequately","Rural Area","4","","","","1"
"Acclaimed","2006","vocational + Abi","Rural Area","85","0.570025250384045","0.49026513814117","0.64978536262692","1"
"Acclaimed","2006","higher vocational","Urban Area","240","0.490465497906779","0.444732172893129","0.536198822920428","1"
"Not paid","2006","in school","Urban Area","","","","","4"
"Not paid","2006","in school","Rural Area","1","","","","4"
"Not paid","2006","inadequately","Urban Area","3","","","","4"
"Not paid","2006","inadequately","Rural Area","1","","","","4"
"Not paid","2006","general elemantary","Urban Area","35","0.113398782225406","0.0745572400005756","0.152240324450236","4"
"Not paid","2006","higher vocational","Urban Area","95","0.23041675594531","0.191893181311663","0.268940330578956","4"
"Not paid","2006","higher vocational","Rural Area","38","0.245920191924621","0.191095062131201","0.30074532171804","4"
"Not paid","2006","higher education","Urban Area","645","0.418630718002757","0.393488384036851","0.443773051968664","4"
"Not paid","2006","higher education","Rural Area","195","0.364139865544697","0.324392458154898","0.403887272934496","4"
"Not paid","2006","general elemantary","Rural Area","19","","","","4"
"Not paid","2006","middle vocational","Urban Area","294","0.121205337775879","0.107913550205093","0.134497125346665","4"
"Not paid","2006","middle vocational","Rural Area","166","0.1108413148403","0.0943376208338022","0.127345008846798","4"
"Not paid","2006","vocational + Abi","Urban Area","91","0.171033289203481","0.135277023093959","0.206789555313002","4"
"Not paid","2006","vocational + Abi","Rural Area","22","","","","4"
"Paid","2006","vocational + Abi","Urban Area","35","0.107324659320342","0.0779319364623681","0.136717382178316","3"
"Paid","2006","higher vocational","Urban Area","36","0.0835330531959071","0.0582208860769897","0.108845220314825","3"
"Paid","2006","in school","Urban Area","3","","","","3"
"Paid","2006","in school","Rural Area","1","","","","3"
"Paid","2006","general elemantary","Urban Area","51","0.273635353627183","0.219022916077109","0.328247791177258","3"
"Paid","2006","general elemantary","Rural Area","23","","","","3"
"Paid","2006","middle vocational","Urban Area","311","0.149853540861478","0.135317062930555","0.1643900187924","3"
"Paid","2006","middle vocational","Rural Area","163","0.114194065935795","0.0974742400014018","0.130913891870188","3"
"Paid","2006","higher vocational","Rural Area","15","","","","3"
"Paid","2006","higher education","Rural Area","31","0.047680688144038","0.0300789138969895","0.0652824623910864","3"
"Paid","2006","vocational + Abi","Rural Area","13","","","","3"
"Paid","2006","inadequately","Urban Area","7","","","","3"
"Paid","2006","higher education","Urban Area","65","0.0557220194235845","0.044031673591164","0.0674123652560051","3"
"Paid","2006","inadequately","Rural Area","3","","","","3"
"Partly, partly","2006","in school","Urban Area","1","","","","2"
"Partly, partly","2006","in school","Rural Area","","","","","2"
"Partly, partly","2006","inadequately","Urban Area","1","","","","2"
"Partly, partly","2006","inadequately","Rural Area","2","","","","2"
"Partly, partly","2006","general elemantary","Urban Area","47","0.168379936339272","0.122540870537813","0.214219002140731","2"
"Partly, partly","2006","higher vocational","Rural Area","49","0.176656332084464","0.128101875557992","0.225210788610935","2"
"Partly, partly","2006","higher education","Urban Area","209","0.160911340819696","0.142184640674905","0.179638040964487","2"
"Partly, partly","2006","higher education","Rural Area","80","0.129014581203759","0.101324850353626","0.156704312053892","2"
"Partly, partly","2006","general elemantary","Rural Area","29","","","","2"
"Partly, partly","2006","higher vocational","Urban Area","88","0.195584692952004","0.159297836842037","0.231871549061972","2"
"Partly, partly","2006","middle vocational","Urban Area","466","0.206395397144681","0.189912600278995","0.222878194010367","2"
"Partly, partly","2006","middle vocational","Rural Area","312","0.228247447458626","0.206183526506982","0.25031136841027","2"
"Partly, partly","2006","vocational + Abi","Urban Area","68","0.136630532887176","0.104015673124455","0.169245392649896","2"
"Partly, partly","2006","vocational + Abi","Rural Area","28","","","","2"
"Acclaimed","2007","general elemantary","Urban Area","98","0.482298666365659","0.414391736520219","0.550205596211099","1"
"Acclaimed","2007","general elemantary","Rural Area","55","0.569911027354533","0.476538546655307","0.66328350805376","1"
"Acclaimed","2007","middle vocational","Urban Area","1107","0.514618070332597","0.493272723025503","0.535963417639691","1"
"Acclaimed","2007","middle vocational","Rural Area","723","0.528827837907923","0.502061323013827","0.555594352802019","1"
"Acclaimed","2007","in school","Urban Area","1","","","","1"
"Acclaimed","2007","in school","Rural Area","1","","","","1"
"Acclaimed","2007","inadequately","Urban Area","4","","","","1"
"Acclaimed","2007","inadequately","Rural Area","4","","","","1"
"Acclaimed","2007","vocational + Abi","Urban Area","196","0.491855092469203","0.442428099384398","0.541282085554009","1"
"Acclaimed","2007","higher education","Rural Area","252","0.48100778885813","0.439251372360713","0.522764205355547","1"
"Acclaimed","2007","higher vocational","Rural Area","126","0.496409527292581","0.4316521641352","0.561166890449961","1"
"Acclaimed","2007","higher education","Urban Area","546","0.38703880335646","0.361331311712623","0.412746295000296","1"
"Acclaimed","2007","vocational + Abi","Rural Area","90","0.637308629334213","0.560111976945811","0.714505281722615","1"
"Acclaimed","2007","higher vocational","Urban Area","219","0.501690678087268","0.453352007567863","0.550029348606673","1"
"Not paid","2007","in school","Urban Area","","","","","4"
"Not paid","2007","in school","Rural Area","","","","","4"
"Not paid","2007","inadequately","Urban Area","1","","","","4"
"Not paid","2007","inadequately","Rural Area","1","","","","4"
"Not paid","2007","general elemantary","Urban Area","24","","","","4"
"Not paid","2007","higher vocational","Urban Area","85","0.216803879754376","0.176966022726531","0.256641736782221","4"
"Not paid","2007","higher vocational","Rural Area","44","0.237734354067763","0.182599085331735","0.292869622803792","4"
"Not paid","2007","higher education","Urban Area","580","0.399276990514725","0.373428199627894","0.425125781401556","4"
"Not paid","2007","higher education","Rural Area","191","0.324615229760151","0.28548370021711","0.363746759303191","4"
"Not paid","2007","general elemantary","Rural Area","16","","","","4"
"Not paid","2007","middle vocational","Urban Area","281","0.125989427553454","0.111816998161527","0.140161856945381","4"
"Not paid","2007","middle vocational","Rural Area","148","0.103556684776201","0.0872188180970531","0.119894551455349","4"
"Not paid","2007","vocational + Abi","Urban Area","89","0.188839131341571","0.15014444695797","0.227533815725173","4"
"Not paid","2007","vocational + Abi","Rural Area","22","","","","4"
"Paid","2007","general elemantary","Urban Area","45","0.205466778221502","0.150557812965762","0.260375743477243","3"
"Paid","2007","general elemantary","Rural Area","10","","","","3"
"Paid","2007","middle vocational","Urban Area","273","0.138459815991432","0.123708914865675","0.153210717117189","3"
"Paid","2007","middle vocational","Rural Area","154","0.108819317386031","0.0921206912039733","0.125517943568088","3"
"Paid","2007","in school","Urban Area","1","","","","3"
"Paid","2007","in school","Rural Area","","","","","3"
"Paid","2007","inadequately","Urban Area","4","","","","3"
"Paid","2007","vocational + Abi","Rural Area","8","","","","3"
"Paid","2007","vocational + Abi","Urban Area","31","0.0986319289424395","0.0691530024455274","0.128110855439352","3"
"Paid","2007","higher education","Rural Area","24","","","","3"
"Paid","2007","inadequately","Rural Area","","","","","3"
"Paid","2007","higher vocational","Urban Area","26","","","","3"
"Paid","2007","higher vocational","Rural Area","7","","","","3"
"Paid","2007","higher education","Urban Area","45","0.04493231610453","0.033998734874025","0.0558658973350351","3"
"Partly, partly","2007","inadequately","Rural Area","2","","","","2"
"Partly, partly","2007","general elemantary","Urban Area","41","0.180654803731919","0.128370101791941","0.232939505671896","2"
"Partly, partly","2007","in school","Urban Area","1","","","","2"
"Partly, partly","2007","in school","Rural Area","1","","","","2"
"Partly, partly","2007","inadequately","Urban Area","1","","","","2"
"Partly, partly","2007","general elemantary","Rural Area","27","","","","2"
"Partly, partly","2007","higher vocational","Urban Area","81","0.212802398528426","0.173233193919111","0.252371603137742","2"
"Partly, partly","2007","higher vocational","Rural Area","52","0.244299380811455","0.188649220211355","0.299949541411554","2"
"Partly, partly","2007","higher education","Urban Area","208","0.168751890024286","0.148984213934151","0.18851956611442","2"
"Partly, partly","2007","higher education","Rural Area","83","0.145891735664277","0.116390612285421","0.175392859043132","2"
"Partly, partly","2007","middle vocational","Urban Area","445","0.220932686122517","0.203213801270518","0.238651570974517","2"
"Partly, partly","2007","middle vocational","Rural Area","311","0.258796159929845","0.235311049521472","0.282281270338219","2"
"Partly, partly","2007","vocational + Abi","Urban Area","77","0.220673847246786","0.179673562355098","0.261674132138475","2"
"Partly, partly","2007","vocational + Abi","Rural Area","29","","","","2"
"Acclaimed","2008","general elemantary","Urban Area","104","0.458693723929616","0.393439742944703","0.523947704914529","1"
"Acclaimed","2008","general elemantary","Rural Area","72","0.55727125689036","0.470542124992855","0.644000388787865","1"
"Acclaimed","2008","middle vocational","Urban Area","1073","0.502339929147322","0.480914353481373","0.523765504813271","1"
"Acclaimed","2008","middle vocational","Rural Area","679","0.522286246133793","0.495319499598753","0.549252992668832","1"
"Acclaimed","2008","in school","Urban Area","2","","","","1"
"Acclaimed","2008","in school","Rural Area","","","","","1"
"Acclaimed","2008","inadequately","Urban Area","3","","","","1"
"Acclaimed","2008","inadequately","Rural Area","2","","","","1"
"Acclaimed","2008","vocational + Abi","Urban Area","201","0.525300868172137","0.476364540739424","0.574237195604851","1"
"Acclaimed","2008","higher education","Rural Area","237","0.445068168150224","0.402188015182694","0.487948321117754","1"
"Acclaimed","2008","vocational + Abi","Rural Area","81","0.635668898509904","0.556515872269012","0.714821924750795","1"
"Acclaimed","2008","higher vocational","Urban Area","202","0.541764466068336","0.491799447902699","0.591729484233973","1"
"Acclaimed","2008","higher vocational","Rural Area","119","0.515403789922123","0.448909854911197","0.581897724933049","1"
"Acclaimed","2008","higher education","Urban Area","520","0.388391784528232","0.362393009892049","0.414390559164415","1"
"Not paid","2008","in school","Urban Area","","","","","4"
"Not paid","2008","in school","Rural Area","","","","","4"
"Not paid","2008","inadequately","Urban Area","1","","","","4"
"Not paid","2008","inadequately","Rural Area","1","","","","4"
"Not paid","2008","general elemantary","Urban Area","28","","","","4"
"Not paid","2008","general elemantary","Rural Area","14","","","","4"
"Not paid","2008","middle vocational","Urban Area","303","0.12417970487171","0.110047820837293","0.138311588906127","4"
"Not paid","2008","middle vocational","Rural Area","151","0.109469484117426","0.0926132201118929","0.126325748122959","4"
"Not paid","2008","vocational + Abi","Urban Area","77","0.167618229135808","0.131013263818623","0.204223194452992","4"
"Not paid","2008","vocational + Abi","Rural Area","23","","","","4"
"Not paid","2008","higher vocational","Urban Area","71","0.180241451296671","0.141694793836416","0.218788108756925","4"
"Not paid","2008","higher vocational","Rural Area","39","0.250889995096659","0.193209006612629","0.308570983580688","4"
"Not paid","2008","higher education","Urban Area","571","0.388882996041179","0.362878234980986","0.414887757101373","4"
"Not paid","2008","higher education","Rural Area","180","0.365397914589948","0.323849254770911","0.406946574408986","4"
"Paid","2008","general elemantary","Urban Area","40","0.172727706558994","0.123224956659149","0.222230456458838","3"
"Paid","2008","general elemantary","Rural Area","16","","","","3"
"Paid","2008","middle vocational","Urban Area","262","0.133759505692079","0.119173082164816","0.148345929219341","3"
"Paid","2008","in school","Rural Area","1","","","","3"
"Paid","2008","inadequately","Urban Area","7","","","","3"
"Paid","2008","inadequately","Rural Area","1","","","","3"
"Paid","2008","middle vocational","Rural Area","161","0.101179437845274","0.0848987399904003","0.117460135700148","3"
"Paid","2008","in school","Urban Area","5","","","","3"
"Paid","2008","vocational + Abi","Rural Area","16","","","","3"
"Paid","2008","vocational + Abi","Urban Area","36","0.105652005576413","0.0755281721898861","0.135775838962939","3"
"Paid","2008","higher vocational","Urban Area","28","","","","3"
"Paid","2008","higher education","Rural Area","36","0.08379320508057","0.0598862428403068","0.107700167320833","3"
"Paid","2008","higher vocational","Rural Area","13","","","","3"
"Paid","2008","higher education","Urban Area","64","0.0625043506716005","0.0495915347147646","0.0754171666284363","3"
"Partly, partly","2008","inadequately","Rural Area","3","","","","2"
"Partly, partly","2008","general elemantary","Urban Area","52","0.23115957841985","0.1759520718489","0.286367084990799","2"
"Partly, partly","2008","in school","Urban Area","1","","","","2"
"Partly, partly","2008","in school","Rural Area","","","","","2"
"Partly, partly","2008","inadequately","Urban Area","3","","","","2"
"Partly, partly","2008","general elemantary","Rural Area","24","","","","2"
"Partly, partly","2008","middle vocational","Urban Area","454","0.23972086028889","0.221426943386708","0.258014777191071","2"
"Partly, partly","2008","middle vocational","Rural Area","327","0.267064831903507","0.243179486970504","0.290950176836511","2"
"Partly, partly","2008","vocational + Abi","Urban Area","86","0.201428897115643","0.162124985170347","0.240732809060938","2"
"Partly, partly","2008","vocational + Abi","Rural Area","22","","","","2"
"Partly, partly","2008","higher vocational","Urban Area","81","0.20980340258885","0.168972380550679","0.250634424627021","2"
"Partly, partly","2008","higher vocational","Rural Area","46","0.171937955436673","0.12173427662332","0.222141634250026","2"
"Partly, partly","2008","higher education","Urban Area","195","0.160220868758989","0.14065391192396","0.179787825594017","2"
"Partly, partly","2008","higher education","Rural Area","63","0.105740712179257","0.0792083397059822","0.132273084652532","2"
"Acclaimed","2009","general elemantary","Urban Area","68","0.377349833771361","0.304485035643272","0.45021463189945","1"
"Acclaimed","2009","general elemantary","Rural Area","43","0.429929415740267","0.33089745660482","0.528961374875713","1"
"Acclaimed","2009","middle vocational","Urban Area","917","0.500625293738647","0.477449533007775","0.523801054469519","1"
"Acclaimed","2009","middle vocational","Rural Area","635","0.529336428569578","0.500929326554045","0.557743530585111","1"
"Acclaimed","2009","inadequately","Rural Area","4","","","","1"
"Acclaimed","2009","vocational + Abi","Urban Area","189","0.545591816213343","0.493796449728011","0.597387182698676","1"
"Acclaimed","2009","higher education","Rural Area","235","0.45846794894947","0.41518111992541","0.501754777973531","1"
"Acclaimed","2009","in school","Urban Area","1","","","","1"
"Acclaimed","2009","in school","Rural Area","","","","","1"
"Acclaimed","2009","inadequately","Urban Area","6","","","","1"
"Acclaimed","2009","vocational + Abi","Rural Area","71","0.682414170471886","0.599806047910707","0.765022293033065","1"
"Acclaimed","2009","higher vocational","Urban Area","181","0.499862066433884","0.446558075217954","0.553166057649814","1"
"Acclaimed","2009","higher vocational","Rural Area","120","0.585597376820224","0.518489464639311","0.652705289001137","1"
"Acclaimed","2009","higher education","Urban Area","490","0.384310272550836","0.357114957147375","0.411505587954297","1"
"Not paid","2009","in school","Urban Area","1","","","","4"
"Not paid","2009","in school","Rural Area","","","","","4"
"Not paid","2009","inadequately","Urban Area","1","","","","4"
"Not paid","2009","inadequately","Rural Area","1","","","","4"
"Not paid","2009","general elemantary","Urban Area","30","0.236055035528104","0.1722196770983","0.299890393957908","4"
"Not paid","2009","general elemantary","Rural Area","16","","","","4"
"Not paid","2009","middle vocational","Urban Area","243","0.118148643485556","0.103187100065745","0.133110186905366","4"
"Not paid","2009","middle vocational","Rural Area","126","0.099393318010227","0.0823657774562416","0.116420858564212","4"
"Not paid","2009","vocational + Abi","Urban Area","72","0.187267756734502","0.146685222524535","0.227850290944469","4"
"Not paid","2009","vocational + Abi","Rural Area","18","","","","4"
"Not paid","2009","higher vocational","Urban Area","68","0.228111950994736","0.183377622886021","0.272846279103451","4"
"Not paid","2009","higher vocational","Rural Area","31","0.152624700318553","0.103634047046379","0.201615353590727","4"
"Not paid","2009","higher education","Urban Area","496","0.37026928511217","0.343272724909736","0.397265845314604","4"
"Not paid","2009","higher education","Rural Area","174","0.297725987695814","0.25800217998027","0.337449795411359","4"
"Paid","2009","general elemantary","Urban Area","35","0.209751623745522","0.148550682402246","0.270952565088798","3"
"Paid","2009","general elemantary","Rural Area","15","","","","3"
"Paid","2009","middle vocational","Urban Area","236","0.150678286692997","0.134096711523404","0.167259861862589","3"
"Paid","2009","inadequately","Rural Area","2","","","","3"
"Paid","2009","middle vocational","Rural Area","134","0.0905700408746448","0.0742364130028274","0.106903668746462","3"
"Paid","2009","in school","Rural Area","1","","","","3"
"Paid","2009","inadequately","Urban Area","5","","","","3"
"Paid","2009","vocational + Abi","Rural Area","7","","","","3"
"Paid","2009","higher vocational","Urban Area","20","","","","3"
"Paid","2009","higher education","Rural Area","30","0.0814063496574527","0.057649980795728","0.105162718519177","3"
"Paid","2009","vocational + Abi","Urban Area","25","","","","3"
"Paid","2009","in school","Urban Area","1","","","","3"
"Paid","2009","higher vocational","Rural Area","15","","","","3"
"Paid","2009","higher education","Urban Area","58","0.0646263476191897","0.0508805634028521","0.0783721318355273","3"
"Partly, partly","2009","inadequately","Rural Area","2","","","","2"
"Partly, partly","2009","general elemantary","Urban Area","37","0.176843506955012","0.11949007721984","0.234196936690185","2"
"Partly, partly","2009","in school","Urban Area","1","","","","2"
"Partly, partly","2009","in school","Rural Area","","","","","2"
"Partly, partly","2009","inadequately","Urban Area","3","","","","2"
"Partly, partly","2009","general elemantary","Rural Area","22","","","","2"
"Partly, partly","2009","middle vocational","Urban Area","392","0.230547776082801","0.211025267068507","0.250070285097095","2"
