"plb0195_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Partly, partly","2001","Rhineland-Palatinate,Saarland","Rural Area","29","","",""
"Partly, partly","2001","Baden-Württemberg","Urban Area","199","0.213971142867674","0.186336124480972","0.241606161254376"
"Partly, partly","2001","Baden-Württemberg","Rural Area","22","","",""
"Partly, partly","2001","Bavaria","Urban Area","114","0.206737630986889","0.171829948789375","0.241645313184403"
"Partly, partly","2001","Bavaria","Rural Area","110","0.182948850174261","0.151618905865927","0.214278794482595"
"Partly, partly","2001","Berlin","Urban Area","80","0.310945970590141","0.258567047066044","0.363324894114238"
"Partly, partly","2001","Berlin","Rural Area","","","",""
"Partly, partly","2001","Brandenburg","Urban Area","5","","",""
"Partly, partly","2001","Brandenburg","Rural Area","65","0.205476863507553","0.159755181190858","0.251198545824247"
"Partly, partly","2001","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Partly, partly","2001","Mecklenburg-Western Pomerania","Rural Area","44","0.212257368757886","0.151846466809035","0.272668270706737"
"Partly, partly","2001","Saxony","Urban Area","76","0.279301755583761","0.228532472763953","0.330071038403569"
"Partly, partly","2001","Saxony","Rural Area","68","0.252324722459177","0.203092560310852","0.301556884607503"
"Partly, partly","2001","Saxony-Anhalt","Urban Area","18","","",""
"Partly, partly","2001","Saxony-Anhalt","Rural Area","46","0.184370604801985","0.136681023715497","0.232060185888474"
"Partly, partly","2001","Thuringia","Urban Area","23","","",""
"Partly, partly","2001","Thuringia","Rural Area","50","0.19606399842058","0.147334979558033","0.244793017283128"
"Paid","2001","Schleswig-Holstein","Urban Area","9","","",""
"Paid","2001","Schleswig-Holstein","Rural Area","19","","",""
"Paid","2001","Hamburg","Urban Area","7","","",""
"Paid","2001","Hamburg","Rural Area","","","",""
"Paid","2001","Lower Saxony","Urban Area","51","0.193352352265117","0.151679309731228","0.235025394799006"
"Paid","2001","Lower Saxony","Rural Area","59","0.185470312481718","0.143661319236082","0.227279305727354"
"Paid","2001","Bremen","Urban Area","10","","",""
"Paid","2001","Bremen","Rural Area","","","",""
"Paid","2001","North Rhine-Westphalia","Urban Area","328","0.211040288050524","0.190634067228699","0.231446508872349"
"Paid","2001","North Rhine-Westphalia","Rural Area","9","","",""
"Paid","2001","Hesse","Urban Area","62","0.147101133260736","0.113306429527692","0.180895836993779"
"Paid","2001","Hesse","Rural Area","16","","",""
"Paid","2001","Rhineland-Palatinate,Saarland","Urban Area","63","0.226821495210411","0.178870649507642","0.27477234091318"
"Paid","2001","Rhineland-Palatinate,Saarland","Rural Area","22","","",""
"Paid","2001","Baden-Württemberg","Urban Area","147","0.165940532465955","0.140871495115884","0.191009569816026"
"Paid","2001","Baden-Württemberg","Rural Area","16","","",""
"Paid","2001","Bavaria","Urban Area","66","0.13247352026871","0.103251601584125","0.161695438953294"
"Paid","2001","Bavaria","Rural Area","74","0.109025339588877","0.0837692238907343","0.134281455287019"
"Paid","2001","Berlin","Urban Area","35","0.113000297885871","0.0771750672628652","0.148825528508878"
"Paid","2001","Berlin","Rural Area","","","",""
"Paid","2001","Brandenburg","Urban Area","4","","",""
"Paid","2001","Brandenburg","Rural Area","46","0.168201304793585","0.125874911673874","0.210527697913297"
"Paid","2001","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Paid","2001","Mecklenburg-Western Pomerania","Rural Area","21","","",""
"Paid","2001","Saxony","Urban Area","26","","",""
"Paid","2001","Saxony","Rural Area","41","0.105341530717756","0.070544599233115","0.140138462202396"
"Paid","2001","Saxony-Anhalt","Urban Area","12","","",""
"Paid","2001","Saxony-Anhalt","Rural Area","39","0.174898273424209","0.128180972699807","0.221615574148611"
"Paid","2001","Thuringia","Urban Area","5","","",""
"Paid","2001","Thuringia","Rural Area","49","0.21254113961729","0.162328455148133","0.262753824086447"
"Not paid","2001","Schleswig-Holstein","Urban Area","18","","",""
"Not paid","2001","Schleswig-Holstein","Rural Area","25","","",""
"Not paid","2001","Hamburg","Urban Area","17","","",""
"Not paid","2001","Hamburg","Rural Area","","","",""
"Not paid","2001","Lower Saxony","Urban Area","43","0.104190152815534","0.0719527684724689","0.136427537158599"
"Not paid","2001","Lower Saxony","Rural Area","41","0.107703686119568","0.0743572917384984","0.141050080500637"
"Not paid","2001","Bremen","Urban Area","8","","",""
"Not paid","2001","Bremen","Rural Area","","","",""
"Not paid","2001","North Rhine-Westphalia","Urban Area","268","0.176647407085603","0.157575283798769","0.195719530372436"
"Not paid","2001","North Rhine-Westphalia","Rural Area","3","","",""
"Not paid","2001","Hesse","Urban Area","78","0.215881654016935","0.176627055352661","0.25513625268121"
"Not paid","2001","Hesse","Rural Area","13","","",""
"Not paid","2001","Rhineland-Palatinate,Saarland","Urban Area","39","0.135703017451889","0.0964890727983292","0.174916962105449"
"Not paid","2001","Rhineland-Palatinate,Saarland","Rural Area","19","","",""
"Not paid","2001","Baden-Württemberg","Urban Area","152","0.171261408485441","0.14587498931512","0.196647827655762"
"Not paid","2001","Baden-Württemberg","Rural Area","20","","",""
"Not paid","2001","Bavaria","Urban Area","95","0.17656897134633","0.143700944957061","0.209436997735598"
"Not paid","2001","Bavaria","Rural Area","91","0.160449394945213","0.130707910619883","0.190190879270542"
"Not paid","2001","Berlin","Urban Area","46","0.135904315670218","0.0971263514370783","0.174682279903357"
"Not paid","2001","Berlin","Rural Area","","","",""
"Not paid","2001","Brandenburg","Urban Area","9","","",""
"Not paid","2001","Brandenburg","Rural Area","42","0.137880790514704","0.0988665634714897","0.176895017557919"
"Not paid","2001","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"Not paid","2001","Mecklenburg-Western Pomerania","Rural Area","24","","",""
"Not paid","2001","Saxony","Urban Area","59","0.180183175095729","0.136691814452594","0.223674535738864"
"Not paid","2001","Saxony","Rural Area","44","0.151863547855499","0.111184373254364","0.192542722456633"
"Not paid","2001","Saxony-Anhalt","Urban Area","20","","",""
"Not paid","2001","Saxony-Anhalt","Rural Area","47","0.196161910078394","0.14732784650216","0.244995973654627"
"Not paid","2001","Thuringia","Urban Area","17","","",""
"Not paid","2001","Thuringia","Rural Area","34","0.122409352304206","0.0821810880767729","0.16263761653164"
"Acclaimed","2002","Schleswig-Holstein","Urban Area","48","0.580800368262253","0.482096002495917","0.679504734028589"
"Acclaimed","2002","Schleswig-Holstein","Rural Area","61","0.459293210952639","0.376448151271991","0.542138270633287"
"Acclaimed","2002","Hamburg","Urban Area","53","0.553274289269918","0.463190659121854","0.643357919417982"
"Acclaimed","2002","Hamburg","Rural Area","","","",""
"Acclaimed","2002","Lower Saxony","Urban Area","179","0.523770087002749","0.471743523397116","0.575796650608382"
"Acclaimed","2002","Lower Saxony","Rural Area","161","0.504140363042935","0.451458011067105","0.556822715018765"
"Acclaimed","2002","Bremen","Urban Area","28","","",""
"Acclaimed","2002","Bremen","Rural Area","","","",""
"Acclaimed","2002","North Rhine-Westphalia","Urban Area","631","0.425964676230852","0.401291717633087","0.450637634828616"
"Acclaimed","2002","North Rhine-Westphalia","Rural Area","14","","",""
"Acclaimed","2002","Hesse","Urban Area","225","0.458948003320911","0.414826399015527","0.503069607626295"
"Acclaimed","2002","Hesse","Rural Area","47","0.435447073409077","0.340156170739848","0.530737976078307"
"Acclaimed","2002","Rhineland-Palatinate,Saarland","Urban Area","125","0.407303834459585","0.352609473531445","0.461998195387725"
"Acclaimed","2002","Rhineland-Palatinate,Saarland","Rural Area","51","0.447905345576556","0.358559471028423","0.537251220124689"
"Acclaimed","2002","Baden-Württemberg","Urban Area","374","0.446042305552292","0.41369256715424","0.478392043950343"
"Acclaimed","2002","Baden-Württemberg","Rural Area","28","","",""
"Acclaimed","2002","Bavaria","Urban Area","269","0.550321510164175","0.510350151632017","0.590292868696333"
"Acclaimed","2002","Bavaria","Rural Area","296","0.523020751986678","0.481945226718942","0.564096277254413"
"Acclaimed","2002","Berlin","Urban Area","135","0.466677615394709","0.408450278432034","0.524904952357383"
"Acclaimed","2002","Berlin","Rural Area","","","",""
"Acclaimed","2002","Brandenburg","Urban Area","13","","",""
"Acclaimed","2002","Brandenburg","Rural Area","157","0.52825324635572","0.471575117212508","0.584931375498932"
"Acclaimed","2002","Mecklenburg-Western Pomerania","Urban Area","17","","",""
"Acclaimed","2002","Mecklenburg-Western Pomerania","Rural Area","84","0.553444415849914","0.477818819172497","0.629070012527332"
"Acclaimed","2002","Saxony","Urban Area","139","0.470265481160208","0.413405996000291","0.527124966320124"
"Acclaimed","2002","Saxony","Rural Area","164","0.54991227154942","0.49548822034815","0.604336322750691"
"Acclaimed","2002","Saxony-Anhalt","Urban Area","40","0.497405419679325","0.400374049925632","0.594436789433017"
"Acclaimed","2002","Saxony-Anhalt","Rural Area","123","0.489471890713847","0.427130954217869","0.551812827209826"
"Acclaimed","2002","Thuringia","Urban Area","55","0.589037635577876","0.494478396413975","0.683596874741777"
"Acclaimed","2002","Thuringia","Rural Area","116","0.447990839322459","0.385207085430984","0.510774593213934"
"Partly, partly","2002","Schleswig-Holstein","Urban Area","20","","",""
"Partly, partly","2002","Schleswig-Holstein","Rural Area","30","0.193068533494475","0.127451776024705","0.258685290964245"
"Partly, partly","2002","Hamburg","Urban Area","22","","",""
"Partly, partly","2002","Hamburg","Rural Area","","","",""
"Partly, partly","2002","Lower Saxony","Urban Area","73","0.25806268313039","0.212480757125547","0.303644609135233"
"Partly, partly","2002","Lower Saxony","Rural Area","81","0.21344342137253","0.170270005391947","0.256616837353114"
"Partly, partly","2002","Bremen","Urban Area","15","","",""
"Partly, partly","2002","Bremen","Rural Area","","","",""
"Partly, partly","2002","North Rhine-Westphalia","Urban Area","308","0.201374300165852","0.181364682477689","0.221383917854015"
"Partly, partly","2002","North Rhine-Westphalia","Rural Area","3","","",""
"Partly, partly","2002","Hesse","Urban Area","87","0.195311756165352","0.160210062500556","0.230413449830149"
"Partly, partly","2002","Hesse","Rural Area","26","","",""
"Partly, partly","2002","Rhineland-Palatinate,Saarland","Urban Area","72","0.193036975881529","0.149101603222833","0.236972348540226"
"Partly, partly","2002","Rhineland-Palatinate,Saarland","Rural Area","21","","",""
"Partly, partly","2002","Baden-Württemberg","Urban Area","185","0.182583449215832","0.1574416204313","0.207725278000363"
"Partly, partly","2002","Baden-Württemberg","Rural Area","28","","",""
"Partly, partly","2002","Bavaria","Urban Area","133","0.185859191199839","0.154603335603639","0.217115046796039"
"Partly, partly","2002","Bavaria","Rural Area","108","0.244742021734624","0.209384985332908","0.280099058136339"
"Partly, partly","2002","Berlin","Urban Area","54","0.206180391162098","0.158962332458824","0.253398449865372"
"Partly, partly","2002","Berlin","Rural Area","","","",""
"Partly, partly","2002","Brandenburg","Urban Area","6","","",""
"Partly, partly","2002","Brandenburg","Rural Area","67","0.238653836683168","0.190257192244865","0.287050481121471"
"Partly, partly","2002","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Partly, partly","2002","Mecklenburg-Western Pomerania","Rural Area","41","0.197479551069206","0.136919927588731","0.258039174549681"
"Partly, partly","2002","Saxony","Urban Area","57","0.224271374668168","0.176754915886181","0.271787833450156"
"Partly, partly","2002","Saxony","Rural Area","82","0.234372235161018","0.188032079006703","0.280712391315334"
"Partly, partly","2002","Saxony-Anhalt","Urban Area","19","","",""
"Partly, partly","2002","Saxony-Anhalt","Rural Area","44","0.185094340148261","0.136660394399689","0.233528285896833"
"Partly, partly","2002","Thuringia","Urban Area","20","","",""
"Partly, partly","2002","Thuringia","Rural Area","54","0.262951389226556","0.207370515378172","0.31853226307494"
"Paid","2002","Schleswig-Holstein","Urban Area","5","","",""
"Paid","2002","Schleswig-Holstein","Rural Area","18","","",""
"Paid","2002","Hamburg","Urban Area","13","","",""
"Paid","2002","Hamburg","Rural Area","","","",""
"Paid","2002","Lower Saxony","Urban Area","48","0.117845810657951","0.0842584572015692","0.151433164114333"
"Paid","2002","Lower Saxony","Rural Area","59","0.186149834678586","0.14513758458282","0.227162084774353"
"Paid","2002","Bremen","Urban Area","8","","",""
"Paid","2002","Bremen","Rural Area","","","",""
"Paid","2002","North Rhine-Westphalia","Urban Area","247","0.1658178554289","0.147260707924776","0.184375002933023"
"Paid","2002","North Rhine-Westphalia","Rural Area","5","","",""
"Paid","2002","Hesse","Urban Area","52","0.146017046361855","0.114750750614781","0.17728334210893"
"Paid","2002","Hesse","Rural Area","9","","",""
"Paid","2002","Rhineland-Palatinate,Saarland","Urban Area","50","0.188031275003473","0.14453501256276","0.231527537444187"
"Paid","2002","Rhineland-Palatinate,Saarland","Rural Area","21","","",""
"Paid","2002","Baden-Württemberg","Urban Area","119","0.148719458593844","0.125563396868893","0.171875520318794"
"Paid","2002","Baden-Württemberg","Rural Area","14","","",""
"Paid","2002","Bavaria","Urban Area","48","0.0727133426219247","0.0518490498432594","0.09357763540059"
"Paid","2002","Bavaria","Rural Area","64","0.0942176640375618","0.0701932937549921","0.118242034320132"
"Paid","2002","Berlin","Urban Area","25","","",""
"Paid","2002","Berlin","Rural Area","","","",""
"Paid","2002","Brandenburg","Urban Area","3","","",""
"Paid","2002","Brandenburg","Rural Area","30","0.126359655220091","0.0886362823891577","0.164083028051024"
"Paid","2002","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Paid","2002","Mecklenburg-Western Pomerania","Rural Area","20","","",""
"Paid","2002","Saxony","Urban Area","22","","",""
"Paid","2002","Saxony","Rural Area","23","","",""
"Paid","2002","Saxony-Anhalt","Urban Area","13","","",""
"Paid","2002","Saxony-Anhalt","Rural Area","31","0.13146151519367","0.0893216187006176","0.173601411686722"
"Paid","2002","Thuringia","Urban Area","8","","",""
"Paid","2002","Thuringia","Rural Area","35","0.148873230385051","0.103931995582167","0.193814465187934"
"Not paid","2002","Schleswig-Holstein","Urban Area","23","","",""
"Not paid","2002","Schleswig-Holstein","Rural Area","30","0.159159510430483","0.0983440783866912","0.219974942474275"
"Not paid","2002","Hamburg","Urban Area","29","","",""
"Not paid","2002","Hamburg","Rural Area","","","",""
"Not paid","2002","Lower Saxony","Urban Area","54","0.10032141920891","0.0690255524431144","0.131617285974706"
"Not paid","2002","Lower Saxony","Rural Area","45","0.096266380905948","0.0651873417702608","0.127345420041635"
"Not paid","2002","Bremen","Urban Area","10","","",""
"Not paid","2002","Bremen","Rural Area","","","",""
"Not paid","2002","North Rhine-Westphalia","Urban Area","357","0.206843168174396","0.186633217514255","0.227053118834538"
"Not paid","2002","North Rhine-Westphalia","Rural Area","1","","",""
"Not paid","2002","Hesse","Urban Area","126","0.199723194151881","0.164324730158551","0.235121658145212"
"Not paid","2002","Hesse","Rural Area","22","","",""
"Not paid","2002","Rhineland-Palatinate,Saarland","Urban Area","63","0.211627914655412","0.166158502497887","0.257097326812938"
"Not paid","2002","Rhineland-Palatinate,Saarland","Rural Area","26","","",""
"Not paid","2002","Baden-Württemberg","Urban Area","229","0.222654786638033","0.195579851190807","0.249729722085259"
"Not paid","2002","Baden-Württemberg","Rural Area","21","","",""
"Not paid","2002","Bavaria","Urban Area","145","0.191105956014061","0.159514289358138","0.222697622669984"
"Not paid","2002","Bavaria","Rural Area","100","0.138019562241137","0.109653898460148","0.166385226022126"
"Not paid","2002","Berlin","Urban Area","68","0.207661833515416","0.160318681717219","0.255004985313613"
"Not paid","2002","Berlin","Rural Area","","","",""
"Not paid","2002","Brandenburg","Urban Area","9","","",""
"Not paid","2002","Brandenburg","Rural Area","44","0.106733261741021","0.0716758030316548","0.141790720450387"
"Not paid","2002","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Not paid","2002","Mecklenburg-Western Pomerania","Rural Area","21","","",""
"Not paid","2002","Saxony","Urban Area","78","0.22557705220717","0.177962599060106","0.273191505354235"
"Not paid","2002","Saxony","Rural Area","52","0.140846870722333","0.102792507058035","0.178901234386631"
"Not paid","2002","Saxony-Anhalt","Urban Area","30","0.171092636346517","0.0980095864200336","0.244175686273"
"Not paid","2002","Saxony-Anhalt","Rural Area","49","0.193972253944222","0.144661185069167","0.243283322819277"
"Not paid","2002","Thuringia","Urban Area","21","","",""
"Not paid","2002","Thuringia","Rural Area","36","0.140184541065934","0.0963524432682129","0.184016638863655"
"Acclaimed","2003","Schleswig-Holstein","Urban Area","31","0.387739630912592","0.279611434137571","0.495867827687613"
"Acclaimed","2003","Schleswig-Holstein","Rural Area","62","0.534165065970801","0.44564903261217","0.622681099329431"
"Acclaimed","2003","Hamburg","Urban Area","46","0.531270656167662","0.436272725726387","0.626268586608937"
"Acclaimed","2003","Hamburg","Rural Area","","","",""
"Acclaimed","2003","Lower Saxony","Urban Area","191","0.542217727893771","0.490965692182866","0.593469763604676"
"Acclaimed","2003","Lower Saxony","Rural Area","162","0.543612110285983","0.49051127430139","0.596712946270576"
"Acclaimed","2003","Bremen","Urban Area","22","","",""
"Acclaimed","2003","Bremen","Rural Area","","","",""
"Acclaimed","2003","North Rhine-Westphalia","Urban Area","627","0.430901342328546","0.405386286109686","0.456416398547406"
"Acclaimed","2003","North Rhine-Westphalia","Rural Area","12","","",""
"Acclaimed","2003","Hesse","Urban Area","212","0.510094368431763","0.46431215008116","0.555876586782366"
"Acclaimed","2003","Hesse","Rural Area","49","0.454386209115554","0.359148556641702","0.549623861589406"
"Acclaimed","2003","Rhineland-Palatinate,Saarland","Urban Area","140","0.45209191720496","0.396418724431681","0.507765109978238"
"Acclaimed","2003","Rhineland-Palatinate,Saarland","Rural Area","48","0.454075811981517","0.362276543217102","0.545875080745932"
"Acclaimed","2003","Baden-Württemberg","Urban Area","362","0.442385663668314","0.409229677803994","0.475541649532634"
"Acclaimed","2003","Baden-Württemberg","Rural Area","32","0.46904767866242","0.361686986625112","0.576408370699728"
"Acclaimed","2003","Bavaria","Urban Area","265","0.567599336193627","0.526158736241984","0.609039936145271"
"Acclaimed","2003","Bavaria","Rural Area","321","0.632785417149007","0.593177669287484","0.672393165010529"
"Acclaimed","2003","Berlin","Urban Area","131","0.510528532432055","0.44964891581034","0.571408149053769"
"Acclaimed","2003","Berlin","Rural Area","","","",""
"Acclaimed","2003","Brandenburg","Urban Area","15","","",""
"Acclaimed","2003","Brandenburg","Rural Area","163","0.620274894522563","0.562705253025583","0.677844536019543"
"Acclaimed","2003","Mecklenburg-Western Pomerania","Urban Area","15","","",""
"Acclaimed","2003","Mecklenburg-Western Pomerania","Rural Area","80","0.559175278103116","0.479722440234218","0.638628115972014"
"Acclaimed","2003","Saxony","Urban Area","158","0.530683503700549","0.473734282830792","0.587632724570306"
"Acclaimed","2003","Saxony","Rural Area","161","0.587971770448613","0.531994516442755","0.643949024454471"
"Acclaimed","2003","Saxony-Anhalt","Urban Area","42","0.581964399385974","0.478911171769317","0.68501762700263"
"Acclaimed","2003","Saxony-Anhalt","Rural Area","111","0.505761370179295","0.438775627724093","0.572747112634497"
"Acclaimed","2003","Thuringia","Urban Area","56","0.568298483534888","0.473104071223035","0.663492895846741"
"Acclaimed","2003","Thuringia","Rural Area","114","0.496011422556661","0.433276500379981","0.558746344733341"
"Partly, partly","2003","Schleswig-Holstein","Urban Area","13","","",""
"Partly, partly","2003","Schleswig-Holstein","Rural Area","23","","",""
"Partly, partly","2003","Hamburg","Urban Area","17","","",""
"Partly, partly","2003","Hamburg","Rural Area","","","",""
"Partly, partly","2003","Lower Saxony","Urban Area","72","0.196229767015575","0.155374958266709","0.23708457576444"
"Partly, partly","2003","Lower Saxony","Rural Area","79","0.196879029825359","0.154487415622001","0.239270644028717"
"Partly, partly","2003","Bremen","Urban Area","12","","",""
"Partly, partly","2003","Bremen","Rural Area","","","",""
"Partly, partly","2003","North Rhine-Westphalia","Urban Area","285","0.200021035156363","0.179410420459947","0.220631649852779"
"Partly, partly","2003","North Rhine-Westphalia","Rural Area","6","","",""
"Partly, partly","2003","Hesse","Urban Area","89","0.197217355694195","0.160776639396411","0.23365807199198"
"Partly, partly","2003","Hesse","Rural Area","33","0.320873842735191","0.231585280829283","0.410162404641099"
"Partly, partly","2003","Rhineland-Palatinate,Saarland","Urban Area","56","0.154868214582519","0.114399233779196","0.195337195385842"
"Partly, partly","2003","Rhineland-Palatinate,Saarland","Rural Area","23","","",""
"Partly, partly","2003","Baden-Württemberg","Urban Area","171","0.220791597040434","0.193102260986049","0.248480933094818"
"Partly, partly","2003","Baden-Württemberg","Rural Area","21","","",""
"Partly, partly","2003","Bavaria","Urban Area","112","0.178349658519387","0.146328165305527","0.210371151733247"
"Partly, partly","2003","Bavaria","Rural Area","101","0.167073598019693","0.136422277832553","0.197724918206834"
"Partly, partly","2003","Berlin","Urban Area","47","0.172995872337653","0.126930995103286","0.219060749572021"
"Partly, partly","2003","Berlin","Rural Area","","","",""
"Partly, partly","2003","Brandenburg","Urban Area","3","","",""
"Partly, partly","2003","Brandenburg","Rural Area","49","0.192027225724475","0.145302524315362","0.238751927133588"
"Partly, partly","2003","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"Partly, partly","2003","Mecklenburg-Western Pomerania","Rural Area","25","","",""
"Partly, partly","2003","Saxony","Urban Area","55","0.210443691250832","0.163928309188322","0.256959073313343"
"Partly, partly","2003","Saxony","Rural Area","60","0.200887715375574","0.155320712970557","0.246454717780592"
"Partly, partly","2003","Saxony-Anhalt","Urban Area","18","","",""
"Partly, partly","2003","Saxony-Anhalt","Rural Area","43","0.211530868651196","0.156814101687008","0.266247635615383"
"Partly, partly","2003","Thuringia","Urban Area","23","","",""
"Partly, partly","2003","Thuringia","Rural Area","49","0.18542581987573","0.136661339388968","0.234190300362493"
"Paid","2003","Schleswig-Holstein","Urban Area","4","","",""
"Paid","2003","Schleswig-Holstein","Rural Area","15","","",""
"Paid","2003","Hamburg","Urban Area","14","","",""
"Paid","2003","Hamburg","Rural Area","","","",""
"Paid","2003","Lower Saxony","Urban Area","42","0.114993090525554","0.0821757047550793","0.147810476296028"
"Paid","2003","Lower Saxony","Rural Area","47","0.166584868414509","0.126862219064138","0.206307517764879"
"Paid","2003","Bremen","Urban Area","8","","",""
"Paid","2003","Bremen","Rural Area","","","",""
"Paid","2003","North Rhine-Westphalia","Urban Area","228","0.176177062620012","0.156547733911313","0.19580639132871"
"Paid","2003","North Rhine-Westphalia","Rural Area","3","","",""
"Paid","2003","Hesse","Urban Area","39","0.0997753142181196","0.0723278414385804","0.127222786997659"
"Paid","2003","Hesse","Rural Area","9","","",""
"Paid","2003","Rhineland-Palatinate,Saarland","Urban Area","57","0.214274638574769","0.168376013662378","0.26017326348716"
"Paid","2003","Rhineland-Palatinate,Saarland","Rural Area","21","","",""
"Paid","2003","Baden-Württemberg","Urban Area","122","0.15512337345774","0.130955984809105","0.179290762106375"
"Paid","2003","Baden-Württemberg","Rural Area","10","","",""
"Paid","2003","Bavaria","Urban Area","42","0.0752234532525006","0.0531608398209924","0.0972860666840089"
"Paid","2003","Bavaria","Rural Area","46","0.0663121346659352","0.045867030886017","0.0867572384458535"
"Paid","2003","Berlin","Urban Area","19","","",""
"Paid","2003","Berlin","Rural Area","","","",""
"Paid","2003","Brandenburg","Urban Area","4","","",""
"Paid","2003","Brandenburg","Rural Area","27","","",""
"Paid","2003","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Paid","2003","Mecklenburg-Western Pomerania","Rural Area","20","","",""
"Paid","2003","Saxony","Urban Area","17","","",""
"Paid","2003","Saxony","Rural Area","26","","",""
"Paid","2003","Saxony-Anhalt","Urban Area","9","","",""
"Paid","2003","Saxony-Anhalt","Rural Area","22","","",""
"Paid","2003","Thuringia","Urban Area","9","","",""
"Paid","2003","Thuringia","Rural Area","39","0.183126466515044","0.134596929472897","0.231656003557191"
"Not paid","2003","Schleswig-Holstein","Urban Area","30","0.362476293888441","0.255794879902576","0.469157707874306"
"Not paid","2003","Schleswig-Holstein","Rural Area","22","","",""
"Not paid","2003","Hamburg","Urban Area","29","","",""
"Not paid","2003","Hamburg","Rural Area","","","",""
"Not paid","2003","Lower Saxony","Urban Area","58","0.146559414565101","0.110177270835756","0.182941558294446"
"Not paid","2003","Lower Saxony","Rural Area","50","0.0929239914741494","0.0619729327545169","0.123875050193782"
"Not paid","2003","Bremen","Urban Area","16","","",""
"Not paid","2003","Bremen","Rural Area","","","",""
"Not paid","2003","North Rhine-Westphalia","Urban Area","307","0.192900559895079","0.172570245602987","0.213230874187171"
"Not paid","2003","North Rhine-Westphalia","Rural Area","6","","",""
"Not paid","2003","Hesse","Urban Area","118","0.192912961655922","0.156775616597881","0.229050306713964"
"Not paid","2003","Hesse","Rural Area","14","","",""
"Not paid","2003","Rhineland-Palatinate,Saarland","Urban Area","54","0.178765229637752","0.135905039512897","0.221625419762607"
"Not paid","2003","Rhineland-Palatinate,Saarland","Rural Area","21","","",""
"Not paid","2003","Baden-Württemberg","Urban Area","207","0.181699365833512","0.155958235843257","0.207440495823767"
"Not paid","2003","Baden-Württemberg","Rural Area","20","","",""
"Not paid","2003","Bavaria","Urban Area","130","0.178827552034485","0.146772512319126","0.210882591749844"
"Not paid","2003","Bavaria","Rural Area","101","0.133828850165365","0.105853940792879","0.16180375953785"
"Not paid","2003","Berlin","Urban Area","62","0.231443707080435","0.180079718721649","0.282807695439221"
"Not paid","2003","Berlin","Rural Area","","","",""
"Not paid","2003","Brandenburg","Urban Area","8","","",""
"Not paid","2003","Brandenburg","Rural Area","34","0.0921394749648986","0.0578311748456234","0.126447775084174"
"Not paid","2003","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"Not paid","2003","Mecklenburg-Western Pomerania","Rural Area","25","","",""
"Not paid","2003","Saxony","Urban Area","65","0.174441289249167","0.131136521974339","0.217746056523994"
"Not paid","2003","Saxony","Rural Area","50","0.120815356618986","0.0837497610025748","0.157880952235397"
"Not paid","2003","Saxony-Anhalt","Urban Area","19","","",""
"Not paid","2003","Saxony-Anhalt","Rural Area","38","0.153127745931593","0.104879991905405","0.201375499957781"
"Not paid","2003","Thuringia","Urban Area","16","","",""
"Not paid","2003","Thuringia","Rural Area","42","0.135436291052564","0.092500526113164","0.178372055991965"
"Acclaimed","2004","Schleswig-Holstein","Urban Area","32","0.265348692904127","0.173100926562395","0.357596459245858"
"Acclaimed","2004","Schleswig-Holstein","Rural Area","45","0.371544816129604","0.283609798292649","0.459479833966559"
"Acclaimed","2004","Hamburg","Urban Area","38","0.408701390037642","0.308248909906624","0.50915387016866"
"Acclaimed","2004","Hamburg","Rural Area","","","",""
"Acclaimed","2004","Lower Saxony","Urban Area","179","0.573992616461273","0.520314037881259","0.627671195041287"
"Acclaimed","2004","Lower Saxony","Rural Area","141","0.493596270744221","0.437487267475063","0.549705274013379"
"Acclaimed","2004","Bremen","Urban Area","19","","",""
"Acclaimed","2004","Bremen","Rural Area","","","",""
"Acclaimed","2004","North Rhine-Westphalia","Urban Area","632","0.434453264355025","0.40858958148503","0.46031694722502"
"Acclaimed","2004","North Rhine-Westphalia","Rural Area","13","","",""
"Acclaimed","2004","Hesse","Urban Area","202","0.498210493095149","0.451807298052463","0.544613688137836"
"Acclaimed","2004","Hesse","Rural Area","49","0.663535371339337","0.56249144932124","0.764579293357434"
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Urban Area","127","0.468171171188933","0.409620178745323","0.526722163632543"
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Rural Area","51","0.498883556832522","0.405018539704662","0.592748573960382"
"Acclaimed","2004","Baden-Württemberg","Urban Area","374","0.478166549220082","0.44454592922419","0.511787169215975"
"Acclaimed","2004","Baden-Württemberg","Rural Area","30","0.45755771553837","0.347699066259383","0.567416364817356"
"Acclaimed","2004","Bavaria","Urban Area","249","0.536591659209509","0.493895743782936","0.579287574636081"
"Acclaimed","2004","Bavaria","Rural Area","309","0.592481270755182","0.551856489735205","0.633106051775159"
"Acclaimed","2004","Berlin","Urban Area","138","0.560108722265139","0.499773591225815","0.620443853304463"
