"plb0195_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Paid","1994","Bavaria","Not Working","3","","","","3"
"Paid","1994","Berlin","Full Time","55","0.2613733414891","0.200326290825651","0.32242039215255","3"
"Paid","1994","Berlin","Part Time","9","","","","3"
"Paid","1994","Brandenburg","Full Time","51","0.229956244051256","0.174849546288388","0.285062941814125","3"
"Paid","1994","Brandenburg","Part Time","9","","","","3"
"Paid","1994","Bavaria","Part Time","46","0.354832830817842","0.271944931378991","0.437720730256694","3"
"Partly, partly","1994","Schleswig-Holstein","Part Time","4","","","","2"
"Partly, partly","1994","Schleswig-Holstein","Full Time","16","","","","2"
"Partly, partly","1994","Schleswig-Holstein","Not Working","","","","","2"
"Partly, partly","1994","Hamburg","Full Time","9","","","","2"
"Partly, partly","1994","Hamburg","Part Time","3","","","","2"
"Partly, partly","1994","Bremen","Part Time","1","","","","2"
"Partly, partly","1994","Hamburg","Not Working","","","","","2"
"Partly, partly","1994","Lower Saxony","Full Time","62","0.191423811717742","0.147343380786285","0.2355042426492","2"
"Partly, partly","1994","Lower Saxony","Part Time","15","","","","2"
"Partly, partly","1994","Lower Saxony","Not Working","1","","","","2"
"Partly, partly","1994","Bremen","Full Time","3","","","","2"
"Partly, partly","1994","Bremen","Not Working","","","","","2"
"Partly, partly","1994","North Rhine-Westphalia","Full Time","97","0.122417865284151","0.0987221016408463","0.146113628927455","2"
"Partly, partly","1994","North Rhine-Westphalia","Part Time","20","","","","2"
"Partly, partly","1994","North Rhine-Westphalia","Not Working","2","","","","2"
"Partly, partly","1994","Hesse","Full Time","58","0.212110130634003","0.161934658849634","0.262285602418372","2"
"Partly, partly","1994","Rhineland-Palatinate,Saarland","Full Time","46","0.225355173716643","0.166712216278696","0.283998131154591","2"
"Partly, partly","1994","Hesse","Part Time","13","","","","2"
"Partly, partly","1994","Hesse","Not Working","","","","","2"
"Partly, partly","1994","Rhineland-Palatinate,Saarland","Part Time","5","","","","2"
"Partly, partly","1994","Rhineland-Palatinate,Saarland","Not Working","1","","","","2"
"Partly, partly","1994","Baden-Württemberg","Part Time","16","","","","2"
"Partly, partly","1994","Baden-Württemberg","Not Working","","","","","2"
"Partly, partly","1994","Baden-Württemberg","Full Time","113","0.227994916552258","0.192243527759298","0.263746305345217","2"
"Partly, partly","1994","Bavaria","Full Time","97","0.177060448127825","0.144314498688549","0.209806397567101","2"
"Partly, partly","1994","Berlin","Full Time","31","0.169062552335211","0.116987534272593","0.221137570397828","2"
"Partly, partly","1994","Berlin","Part Time","8","","","","2"
"Partly, partly","1994","Bavaria","Part Time","12","","","","2"
"Partly, partly","1994","Bavaria","Not Working","","","","","2"
"Partly, partly","1994","Berlin","Not Working","1","","","","2"
"Partly, partly","1994","Brandenburg","Part Time","4","","","","2"
"Partly, partly","1994","Brandenburg","Not Working","","","","","2"
"Partly, partly","1994","Mecklenburg-Western Pomerania","Full Time","27","","","","2"
"Partly, partly","1994","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Partly, partly","1994","Brandenburg","Full Time","51","0.242139573491041","0.186041030293102","0.29823811668898","2"
"Partly, partly","1994","Mecklenburg-Western Pomerania","Part Time","8","","","","2"
"Partly, partly","1994","Saxony","Full Time","79","0.185823735194121","0.14840114410621","0.223246326282032","2"
"Partly, partly","1994","Saxony","Part Time","15","","","","2"
"Partly, partly","1994","Saxony-Anhalt","Part Time","4","","","","2"
"Partly, partly","1994","Saxony","Not Working","2","","","","2"
"Partly, partly","1994","Saxony-Anhalt","Full Time","44","0.173906858735456","0.127656926420105","0.220156791050807","2"
"Partly, partly","1994","Saxony-Anhalt","Not Working","","","","","2"
"Partly, partly","1994","Thuringia","Not Working","1","","","","2"
"Partly, partly","1994","Thuringia","Full Time","33","0.121728539818384","0.0793797561344516","0.164077323502316","2"
"Partly, partly","1994","Thuringia","Part Time","4","","","","2"
"Acclaimed","1995","Hamburg","Not Working","1","","","","1"
"Acclaimed","1995","Lower Saxony","Full Time","125","0.368310857249411","0.317486837797092","0.419134876701729","1"
"Acclaimed","1995","Lower Saxony","Part Time","43","0.5130155554255","0.41143059209512","0.61460051875588","1"
"Acclaimed","1995","Lower Saxony","Not Working","1","","","","1"
"Acclaimed","1995","Schleswig-Holstein","Not Working","2","","","","1"
"Acclaimed","1995","Hamburg","Full Time","24","","","","1"
"Acclaimed","1995","Hamburg","Part Time","7","","","","1"
"Acclaimed","1995","Bremen","Full Time","3","","","","1"
"Acclaimed","1995","Bremen","Part Time","4","","","","1"
"Acclaimed","1995","Bremen","Not Working","","","","","1"
"Acclaimed","1995","North Rhine-Westphalia","Full Time","223","0.325858186735265","0.292601745567919","0.359114627902611","1"
"Acclaimed","1995","Schleswig-Holstein","Full Time","25","","","","1"
"Acclaimed","1995","Schleswig-Holstein","Part Time","16","","","","1"
"Acclaimed","1995","North Rhine-Westphalia","Part Time","96","0.356429816171925","0.299195444162573","0.413664188181278","1"
"Acclaimed","1995","North Rhine-Westphalia","Not Working","3","","","","1"
"Acclaimed","1995","Hesse","Full Time","113","0.398108375901624","0.341672018259108","0.45454473354414","1"
"Acclaimed","1995","Hesse","Part Time","34","0.534511091404972","0.420086415670023","0.648935767139921","1"
"Acclaimed","1995","Hesse","Not Working","4","","","","1"
"Acclaimed","1995","Rhineland-Palatinate,Saarland","Full Time","61","0.335246109098162","0.270306093425002","0.400186124771322","1"
"Acclaimed","1995","Rhineland-Palatinate,Saarland","Part Time","17","","","","1"
"Acclaimed","1995","Rhineland-Palatinate,Saarland","Not Working","1","","","","1"
"Acclaimed","1995","Baden-Württemberg","Full Time","187","0.322262721422829","0.284130166294224","0.360395276551435","1"
"Acclaimed","1995","Baden-Württemberg","Part Time","43","0.334487064648139","0.25769223097351","0.411281898322769","1"
"Acclaimed","1995","Baden-Württemberg","Not Working","6","","","","1"
"Acclaimed","1995","Bavaria","Full Time","213","0.40789107999506","0.366593790604538","0.449188369385581","1"
"Acclaimed","1995","Bavaria","Part Time","64","0.369694279624855","0.294185881944424","0.445202677305287","1"
"Acclaimed","1995","Bavaria","Not Working","5","","","","1"
"Acclaimed","1995","Saxony-Anhalt","Not Working","2","","","","1"
"Acclaimed","1995","Thuringia","Not Working","2","","","","1"
"Acclaimed","1995","Berlin","Full Time","85","0.426859185766244","0.3568958576168","0.496822513915688","1"
"Acclaimed","1995","Berlin","Part Time","22","","","","1"
"Acclaimed","1995","Berlin","Not Working","2","","","","1"
"Acclaimed","1995","Brandenburg","Full Time","84","0.362699976672324","0.297828677681415","0.427571275663233","1"
"Acclaimed","1995","Brandenburg","Part Time","13","","","","1"
"Acclaimed","1995","Brandenburg","Not Working","1","","","","1"
"Acclaimed","1995","Mecklenburg-Western Pomerania","Full Time","66","0.402815592155304","0.32705514672258","0.478576037588028","1"
"Acclaimed","1995","Mecklenburg-Western Pomerania","Part Time","12","","","","1"
"Acclaimed","1995","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Acclaimed","1995","Saxony","Full Time","165","0.372708653437726","0.32532402475811","0.420093282117342","1"
"Acclaimed","1995","Saxony","Part Time","40","0.504693899733697","0.399633431787354","0.60975436768004","1"
"Acclaimed","1995","Saxony","Not Working","2","","","","1"
"Acclaimed","1995","Saxony-Anhalt","Full Time","94","0.379950603154312","0.319663400726897","0.440237805581728","1"
"Acclaimed","1995","Saxony-Anhalt","Part Time","20","","","","1"
"Acclaimed","1995","Thuringia","Full Time","96","0.380007809861358","0.318211393792794","0.441804225929922","1"
"Acclaimed","1995","Thuringia","Part Time","23","","","","1"
"Not paid","1995","Schleswig-Holstein","Part Time","5","","","","4"
"Not paid","1995","Schleswig-Holstein","Full Time","15","","","","4"
"Not paid","1995","Schleswig-Holstein","Not Working","","","","","4"
"Not paid","1995","Hamburg","Not Working","","","","","4"
"Not paid","1995","Hamburg","Part Time","","","","","4"
"Not paid","1995","Hamburg","Full Time","5","","","","4"
"Not paid","1995","Lower Saxony","Full Time","52","0.150844964382469","0.113133886599697","0.18855604216524","4"
"Not paid","1995","Lower Saxony","Part Time","4","","","","4"
"Not paid","1995","Lower Saxony","Not Working","1","","","","4"
"Not paid","1995","Bremen","Full Time","3","","","","4"
"Not paid","1995","Bremen","Part Time","1","","","","4"
"Not paid","1995","Bremen","Not Working","","","","","4"
"Not paid","1995","North Rhine-Westphalia","Full Time","130","0.200859326615116","0.172431514210974","0.229287139019258","4"
"Not paid","1995","Brandenburg","Full Time","34","0.184386340721224","0.132060829351249","0.236711852091198","4"
"Not paid","1995","Brandenburg","Part Time","3","","","","4"
"Not paid","1995","North Rhine-Westphalia","Part Time","36","0.172802924584546","0.127622324971325","0.217983524197768","4"
"Not paid","1995","North Rhine-Westphalia","Not Working","1","","","","4"
"Not paid","1995","Hesse","Full Time","36","0.127198954081998","0.0887841547606912","0.165613753403304","4"
"Not paid","1995","Hesse","Part Time","11","","","","4"
"Not paid","1995","Hesse","Not Working","","","","","4"
"Not paid","1995","Berlin","Full Time","25","","","","4"
"Not paid","1995","Berlin","Part Time","3","","","","4"
"Not paid","1995","Berlin","Not Working","","","","","4"
"Not paid","1995","Rhineland-Palatinate,Saarland","Full Time","25","","","","4"
"Not paid","1995","Bavaria","Full Time","83","0.170445703376374","0.138847377138057","0.202044029614691","4"
"Not paid","1995","Bavaria","Part Time","16","","","","4"
"Not paid","1995","Bavaria","Not Working","3","","","","4"
"Not paid","1995","Baden-Württemberg","Full Time","76","0.201523800701032","0.168793172203312","0.234254429198752","4"
"Not paid","1995","Baden-Württemberg","Part Time","13","","","","4"
"Not paid","1995","Baden-Württemberg","Not Working","3","","","","4"
"Not paid","1995","Rhineland-Palatinate,Saarland","Part Time","6","","","","4"
"Not paid","1995","Rhineland-Palatinate,Saarland","Not Working","","","","","4"
"Not paid","1995","Brandenburg","Not Working","1","","","","4"
"Not paid","1995","Mecklenburg-Western Pomerania","Full Time","30","0.141907653771711","0.0880056292849145","0.195809678258508","4"
"Not paid","1995","Mecklenburg-Western Pomerania","Part Time","3","","","","4"
"Not paid","1995","Mecklenburg-Western Pomerania","Not Working","","","","","4"
"Not paid","1995","Saxony","Full Time","74","0.217905104020696","0.177449236111046","0.258360971930345","4"
"Not paid","1995","Saxony","Part Time","14","","","","4"
"Not paid","1995","Saxony","Not Working","","","","","4"
"Not paid","1995","Saxony-Anhalt","Full Time","44","0.169156303133477","0.122592100037207","0.215720506229747","4"
"Not paid","1995","Saxony-Anhalt","Part Time","5","","","","4"
"Not paid","1995","Saxony-Anhalt","Not Working","1","","","","4"
"Not paid","1995","Thuringia","Full Time","48","0.195452928862739","0.144966954959599","0.245938902765879","4"
"Not paid","1995","Thuringia","Part Time","9","","","","4"
"Not paid","1995","Thuringia","Not Working","","","","","4"
"Paid","1995","Schleswig-Holstein","Full Time","26","","","","3"
"Paid","1995","Schleswig-Holstein","Part Time","8","","","","3"
"Paid","1995","Schleswig-Holstein","Not Working","","","","","3"
"Paid","1995","Hamburg","Full Time","7","","","","3"
"Paid","1995","Hamburg","Part Time","4","","","","3"
"Paid","1995","Thuringia","Not Working","1","","","","3"
"Paid","1995","Hamburg","Not Working","","","","","3"
"Paid","1995","Lower Saxony","Full Time","115","0.308998081248055","0.260309450681409","0.3576867118147","3"
"Paid","1995","Lower Saxony","Part Time","33","0.32965292907107","0.234112993460691","0.425192864681449","3"
"Paid","1995","Lower Saxony","Not Working","2","","","","3"
"Paid","1995","Bremen","Full Time","10","","","","3"
"Paid","1995","Bremen","Part Time","1","","","","3"
"Paid","1995","Saxony","Not Working","","","","","3"
"Paid","1995","Saxony-Anhalt","Not Working","","","","","3"
"Paid","1995","Thuringia","Full Time","55","0.247355660746784","0.192423112649498","0.302288208844071","3"
"Paid","1995","Thuringia","Part Time","15","","","","3"
"Paid","1995","Bremen","Not Working","","","","","3"
"Paid","1995","North Rhine-Westphalia","Full Time","289","0.32555182494518","0.292303468557276","0.358800181333084","3"
"Paid","1995","North Rhine-Westphalia","Part Time","110","0.381983220857778","0.323920921930237","0.44004551978532","3"
"Paid","1995","North Rhine-Westphalia","Not Working","10","","","","3"
"Paid","1995","Hesse","Full Time","77","0.217916189093861","0.170320177089581","0.26551220109814","3"
"Paid","1995","Brandenburg","Not Working","3","","","","3"
"Paid","1995","Mecklenburg-Western Pomerania","Not Working","1","","","","3"
"Paid","1995","Saxony","Full Time","87","0.244460108389258","0.202343751702423","0.286576465076093","3"
"Paid","1995","Saxony","Part Time","19","","","","3"
"Paid","1995","Saxony-Anhalt","Full Time","58","0.242232722051711","0.18901788385221","0.295447560251212","3"
"Paid","1995","Saxony-Anhalt","Part Time","9","","","","3"
"Paid","1995","Hesse","Part Time","16","","","","3"
"Paid","1995","Hesse","Not Working","1","","","","3"
"Paid","1995","Rhineland-Palatinate,Saarland","Full Time","78","0.35855237693759","0.292580783317407","0.424523970557774","3"
"Paid","1995","Rhineland-Palatinate,Saarland","Part Time","27","","","","3"
"Paid","1995","Rhineland-Palatinate,Saarland","Not Working","4","","","","3"
"Paid","1995","Baden-Württemberg","Full Time","196","0.260923737872956","0.225092516924991","0.296754958820921","3"
"Paid","1995","Bavaria","Not Working","4","","","","3"
"Paid","1995","Berlin","Full Time","40","0.19994753501563","0.1433738148812","0.25652125515006","3"
"Paid","1995","Berlin","Not Working","","","","","3"
"Paid","1995","Brandenburg","Full Time","46","0.22038426790599","0.164455216284539","0.27631331952744","3"
"Paid","1995","Brandenburg","Part Time","10","","","","3"
"Paid","1995","Mecklenburg-Western Pomerania","Full Time","33","0.232175929334058","0.166956857975186","0.29739500069293","3"
"Paid","1995","Mecklenburg-Western Pomerania","Part Time","10","","","","3"
"Paid","1995","Baden-Württemberg","Part Time","61","0.35288871715332","0.275107906988541","0.430669527318099","3"
"Paid","1995","Baden-Württemberg","Not Working","5","","","","3"
"Paid","1995","Bavaria","Full Time","140","0.235787856706991","0.200116771186868","0.271458942227115","3"
"Paid","1995","Bavaria","Part Time","56","0.347251473556653","0.27277943133297","0.421723515780336","3"
"Paid","1995","Berlin","Part Time","13","","","","3"
"Partly, partly","1995","Schleswig-Holstein","Part Time","7","","","","2"
"Partly, partly","1995","Schleswig-Holstein","Not Working","1","","","","2"
"Partly, partly","1995","Hamburg","Full Time","6","","","","2"
"Partly, partly","1995","Hamburg","Part Time","2","","","","2"
