"plb0195_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2001","Single parent ","West Germany","61","0.216967848543816","0.168602593979019","0.265333103108614","2"
"Partly, partly","2001","Couple + C. LE 16 ","East Germany","103","0.237574743529541","0.199736695146308","0.275412791912773","2"
"Partly, partly","2001","Couple + C. GT 16 ","West Germany","220","0.213027967245909","0.186527020815811","0.239528913676008","2"
"Partly, partly","2001","Couple + C. GT 16 ","East Germany","99","0.196713707166426","0.161262827567548","0.232164586765304","2"
"Partly, partly","2001","Couple + C. LE and GT 16","East Germany","48","0.231129956486606","0.174911902995763","0.28734800997745","2"
"Partly, partly","2001","Couple + C. LE and GT 16","West Germany","87","0.187903440605234","0.151444839777996","0.224362041432472","2"
"Acclaimed","2002","1-pers.-HH","West Germany","344","0.485146130851451","0.448816652489623","0.52147560921328","1"
"Acclaimed","2002","1-pers.-HH","East Germany","79","0.473835360705132","0.398105977738997","0.549564743671267","1"
"Acclaimed","2002","(Married) couple without C. ","West Germany","746","0.475302020525242","0.451132630327162","0.499471410723321","1"
"Acclaimed","2002","(Married) couple without C. ","East Germany","231","0.491914970632281","0.446765687748757","0.537064253515806","1"
"Acclaimed","2002","Single parent ","West Germany","133","0.544461894398993","0.484387108977002","0.604536679820984","1"
"Acclaimed","2002","Single parent ","East Germany","60","0.559876696353048","0.462093580599528","0.657659812106569","1"
"Acclaimed","2002","Couple + C. LE 16 ","West Germany","722","0.435717945522796","0.412506190625674","0.458929700419918","1"
"Acclaimed","2002","Couple + C. LE 16 ","East Germany","223","0.484181595958905","0.438709847245156","0.529653344672653","1"
"Acclaimed","2002","Couple + C. GT 16 ","East Germany","261","0.559920644722123","0.517255309981569","0.602585979462677","1"
"Acclaimed","2002","Couple + C. LE and GT 16","West Germany","226","0.480119818873579","0.436588755100985","0.523650882646173","1"
"Acclaimed","2002","Couple + C. LE and GT 16","East Germany","97","0.527381958971496","0.458363088952772","0.59640082899022","1"
"Acclaimed","2002","Couple + C. GT 16 ","West Germany","430","0.491860781684174","0.460350861043332","0.523370702325016","1"
"Not paid","2002","1-pers.-HH","West Germany","144","0.18312995207332","0.155015018449331","0.211244885697309","4"
"Not paid","2002","1-pers.-HH","East Germany","27","","","","4"
"Not paid","2002","(Married) couple without C. ","West Germany","431","0.22344094083879","0.203280743081952","0.243601138595628","4"
"Not paid","2002","(Married) couple without C. ","East Germany","103","0.180730352572653","0.145979407658407","0.215481297486898","4"
"Not paid","2002","Single parent ","West Germany","42","0.148114648762447","0.10526614026746","0.190963157257433","4"
"Not paid","2002","Single parent ","East Germany","16","","","","4"
"Not paid","2002","Couple + C. LE 16 ","West Germany","374","0.170979520602135","0.153355223308359","0.18860381789591","4"
"Not paid","2002","Couple + C. LE 16 ","East Germany","79","0.141675457138241","0.10994603392044","0.173404880356042","4"
"Not paid","2002","Couple + C. GT 16 ","West Germany","193","0.143272376406227","0.121190423910061","0.165354328902393","4"
"Not paid","2002","Couple + C. GT 16 ","East Germany","105","0.15374679927157","0.122744091763308","0.184749506779832","4"
"Not paid","2002","Couple + C. LE and GT 16","West Germany","112","0.173437130131766","0.140447167917855","0.206427092345678","4"
"Not paid","2002","Couple + C. LE and GT 16","East Germany","32","0.116194949528505","0.071893092864284","0.160496806192726","4"
"Paid","2002","1-pers.-HH","West Germany","79","0.103609451507684","0.0814566218902147","0.125762281125154","3"
"Paid","2002","1-pers.-HH","East Germany","16","","","","3"
"Paid","2002","(Married) couple without C. ","West Germany","173","0.126870729133678","0.110762560823679","0.142978897443676","3"
"Paid","2002","(Married) couple without C. ","East Germany","44","0.111138361225635","0.0827535040372986","0.139523218413971","3"
"Paid","2002","Single parent ","West Germany","33","0.114592594360559","0.0761691778476174","0.1530160108735","3"
"Paid","2002","Single parent ","East Germany","8","","","","3"
"Paid","2002","Couple + C. LE 16 ","West Germany","271","0.176074514154461","0.158244595955234","0.193904432353687","3"
"Paid","2002","Couple + C. GT 16 ","West Germany","138","0.147330432391322","0.124991034310264","0.169669830472379","3"
"Paid","2002","Couple + C. LE and GT 16","East Germany","24","","","","3"
"Paid","2002","Couple + C. LE 16 ","East Germany","53","0.153023983529049","0.120266961800549","0.185781005257549","3"
"Paid","2002","Couple + C. GT 16 ","East Germany","51","0.0849151376088782","0.0609560837577853","0.108874191459971","3"
"Paid","2002","Couple + C. LE and GT 16","West Germany","63","0.141747284127315","0.111356787366413","0.172137780888217","3"
"Partly, partly","2002","1-pers.-HH","West Germany","160","0.228114465567545","0.197612083982335","0.258616847152754","2"
"Partly, partly","2002","(Married) couple without C. ","East Germany","93","0.216216315569431","0.179038833050479","0.253393798088383","2"
"Partly, partly","2002","Single parent ","East Germany","15","","","","2"
"Partly, partly","2002","Couple + C. LE 16 ","West Germany","386","0.217228019720609","0.197924669494437","0.23653136994678","2"
"Partly, partly","2002","Couple + C. LE 16 ","East Germany","109","0.221118963373805","0.183358469947977","0.258879456799633","2"
"Partly, partly","2002","1-pers.-HH","East Germany","45","0.267838403877626","0.200675455616015","0.335001352139238","2"
"Partly, partly","2002","(Married) couple without C. ","West Germany","290","0.174386309502291","0.156022160689092","0.192750458315489","2"
"Partly, partly","2002","Single parent ","West Germany","56","0.192830862478002","0.145240756327399","0.240420968628604","2"
"Partly, partly","2002","Couple + C. GT 16 ","East Germany","103","0.201417418397429","0.166946341720581","0.235888495074276","2"
"Partly, partly","2002","Couple + C. GT 16 ","West Germany","206","0.217536409518278","0.191532843992873","0.243539975043682","2"
"Partly, partly","2002","Couple + C. LE and GT 16","West Germany","105","0.204695766867339","0.169540215764688","0.239851317969991","2"
"Partly, partly","2002","Couple + C. LE and GT 16","East Germany","48","0.221405598821148","0.164007170599548","0.278804027042747","2"
"Acclaimed","2003","1-pers.-HH","West Germany","332","0.508561068968337","0.471553085919479","0.545569052017196","1"
"Acclaimed","2003","1-pers.-HH","East Germany","85","0.56324090377448","0.486147432409334","0.640334375139626","1"
"Acclaimed","2003","(Married) couple without C. ","West Germany","725","0.502673277244926","0.477717580410464","0.527628974079387","1"
"Acclaimed","2003","(Married) couple without C. ","East Germany","268","0.571629894832726","0.527815472001097","0.615444317664355","1"
"Acclaimed","2003","Single parent ","West Germany","155","0.613603323401326","0.556053726384743","0.671152920417908","1"
"Acclaimed","2003","Single parent ","East Germany","53","0.590786255658227","0.490856019370963","0.690716491945492","1"
"Acclaimed","2003","Couple + C. LE 16 ","West Germany","686","0.444286547149408","0.419855438269012","0.468717656029804","1"
"Acclaimed","2003","Couple + C. LE 16 ","East Germany","203","0.4831114775066","0.434563291360726","0.531659663652475","1"
"Acclaimed","2003","Couple + C. GT 16 ","East Germany","259","0.594058548185528","0.550577863318159","0.637539233052896","1"
"Acclaimed","2003","Couple + C. LE and GT 16","West Germany","231","0.468378028033388","0.424942627637223","0.511813428429553","1"
"Acclaimed","2003","Couple + C. LE and GT 16","East Germany","89","0.53107818013688","0.457141743360061","0.605014616913699","1"
"Acclaimed","2003","Couple + C. GT 16 ","West Germany","462","0.52505660281952","0.493727556739046","0.556385648899995","1"
"Not paid","2003","1-pers.-HH","West Germany","164","0.210680305551016","0.180492779605831","0.240867831496202","4"
"Not paid","2003","1-pers.-HH","East Germany","24","","","","4"
"Not paid","2003","(Married) couple without C. ","West Germany","370","0.186224117612897","0.166793962212379","0.205654273013414","4"
"Not paid","2003","(Married) couple without C. ","East Germany","99","0.157818130323541","0.125538285233931","0.190097975413151","4"
"Not paid","2003","Single parent ","West Germany","33","0.126230059852246","0.0869780690790241","0.165482050625467","4"
"Not paid","2003","Single parent ","East Germany","12","","","","4"
"Not paid","2003","Couple + C. LE 16 ","West Germany","352","0.182735529173435","0.163734420160918","0.201736638185951","4"
"Not paid","2003","Couple + C. LE 16 ","East Germany","62","0.143283637215488","0.109245348632282","0.177321925798693","4"
"Not paid","2003","Couple + C. GT 16 ","West Germany","194","0.131950292105638","0.110717815325405","0.15318276888587","4"
"Not paid","2003","Couple + C. GT 16 ","East Germany","92","0.126817675105906","0.097353627155184","0.156281723056628","4"
"Not paid","2003","Couple + C. LE and GT 16","West Germany","91","0.122231036055996","0.0937192142335198","0.150742857878472","4"
"Not paid","2003","Couple + C. LE and GT 16","East Germany","30","0.153202157546988","0.0998377885094167","0.206566526584559","4"
"Paid","2003","1-pers.-HH","West Germany","62","0.0730901446900473","0.0538221178440488","0.0923581715360457","3"
"Paid","2003","1-pers.-HH","East Germany","17","","","","3"
"Paid","2003","(Married) couple without C. ","West Germany","174","0.131561429288487","0.114690471157374","0.148432387419601","3"
"Paid","2003","(Married) couple without C. ","East Germany","44","0.113165594668928","0.0851158751626464","0.141215314175209","3"
"Paid","2003","Single parent ","East Germany","11","","","","3"
"Paid","2003","Couple + C. LE 16 ","West Germany","227","0.163133807006228","0.144966684697706","0.181300929314749","3"
"Paid","2003","Couple + C. LE and GT 16","East Germany","20","","","","3"
"Paid","2003","Single parent ","West Germany","39","0.128267830126247","0.0887464452212892","0.167789215031205","3"
"Paid","2003","Couple + C. LE 16 ","East Germany","39","0.104546428331994","0.0748210751676631","0.134271781496325","3"
"Paid","2003","Couple + C. GT 16 ","West Germany","113","0.13164813719069","0.110436293827296","0.152859980554084","3"
"Paid","2003","Couple + C. GT 16 ","East Germany","57","0.112255560460926","0.0843045210450129","0.140206599876838","3"
"Paid","2003","Couple + C. LE and GT 16","West Germany","79","0.210843226456777","0.175336913036751","0.246349539876803","3"
"Partly, partly","2003","1-pers.-HH","West Germany","143","0.207668480790599","0.177640381635805","0.237696579945393","2"
"Partly, partly","2003","(Married) couple without C. ","East Germany","79","0.157386380174805","0.125142458182461","0.189630302167149","2"
"Partly, partly","2003","Single parent ","East Germany","17","","","","2"
"Partly, partly","2003","Couple + C. LE 16 ","West Germany","324","0.20984411667093","0.189822878580424","0.229865354761435","2"
"Partly, partly","2003","Couple + C. LE 16 ","East Germany","103","0.269058456945918","0.225974504997311","0.312142408894525","2"
"Partly, partly","2003","1-pers.-HH","East Germany","33","0.176621412823135","0.117346490935254","0.235896334711015","2"
"Partly, partly","2003","(Married) couple without C. ","West Germany","273","0.179541175853691","0.160384668446927","0.198697683260454","2"
"Partly, partly","2003","Single parent ","West Germany","48","0.131898786620181","0.0919054787930505","0.171892094447312","2"
"Partly, partly","2003","Couple + C. GT 16 ","East Germany","82","0.166868216247641","0.133854553206787","0.199881879288494","2"
"Partly, partly","2003","Couple + C. LE and GT 16","East Germany","36","0.207820890669824","0.14770554340003","0.267936237939617","2"
"Partly, partly","2003","Couple + C. GT 16 ","West Germany","207","0.211344967884152","0.185731836489162","0.236958099279141","2"
"Partly, partly","2003","Couple + C. LE and GT 16","West Germany","106","0.19854770945384","0.163824857458236","0.233270561449444","2"
"Acclaimed","2004","1-pers.-HH","West Germany","328","0.501391203046171","0.46315861217231","0.539623793920033","1"
"Acclaimed","2004","1-pers.-HH","East Germany","81","0.490019032511148","0.412560090961766","0.56747797406053","1"
"Acclaimed","2004","(Married) couple without C. ","West Germany","760","0.493530956467286","0.468979692526827","0.518082220407745","1"
"Acclaimed","2004","(Married) couple without C. ","East Germany","252","0.522483744864592","0.477799137718483","0.567168352010702","1"
"Acclaimed","2004","Single parent ","West Germany","144","0.551001648046923","0.490426144727619","0.611577151366227","1"
"Acclaimed","2004","Single parent ","East Germany","44","0.485548269758495","0.380527067363405","0.590569472153584","1"
"Acclaimed","2004","Couple + C. LE 16 ","West Germany","630","0.481083939518335","0.455428627514205","0.506739251522466","1"
"Acclaimed","2004","Couple + C. LE 16 ","East Germany","206","0.535684805687127","0.485474877758283","0.58589473361597","1"
"Acclaimed","2004","Couple + C. GT 16 ","East Germany","244","0.531051140254885","0.487740568409954","0.574361712099816","1"
"Acclaimed","2004","Couple + C. LE and GT 16","West Germany","196","0.38838402298783","0.343893478867922","0.432874567107739","1"
"Acclaimed","2004","Couple + C. GT 16 ","West Germany","453","0.487174078891293","0.455389727083284","0.518958430699303","1"
"Acclaimed","2004","Couple + C. LE and GT 16","East Germany","86","0.560979784726013","0.48359859325449","0.638360976197535","1"
"Not paid","2004","Couple + C. GT 16 ","West Germany","221","0.177690331745769","0.153383078500765","0.201997584990773","4"
"Not paid","2004","Couple + C. GT 16 ","East Germany","100","0.148326074897639","0.117479394721317","0.17917275507396","4"
"Not paid","2004","Couple + C. LE and GT 16","West Germany","106","0.202606659930037","0.165915555133716","0.239297764726359","4"
"Not paid","2004","Couple + C. LE and GT 16","East Germany","21","","","","4"
"Not paid","2004","1-pers.-HH","West Germany","147","0.218822527181257","0.187208030183981","0.250437024178534","4"
"Not paid","2004","1-pers.-HH","East Germany","28","","","","4"
"Not paid","2004","(Married) couple without C. ","West Germany","419","0.217165093036746","0.196917644504406","0.237412541569087","4"
"Not paid","2004","(Married) couple without C. ","East Germany","90","0.146437675019023","0.114809691509888","0.178065658528159","4"
"Not paid","2004","Single parent ","West Germany","30","0.126638143349036","0.086136039153277","0.167140247544796","4"
"Not paid","2004","Single parent ","East Germany","13","","","","4"
"Not paid","2004","Couple + C. LE 16 ","West Germany","341","0.193448386410239","0.173166098042533","0.213730674777945","4"
"Not paid","2004","Couple + C. LE 16 ","East Germany","59","0.154504219484368","0.118116538332354","0.190891900636381","4"
"Paid","2004","1-pers.-HH","West Germany","77","0.125206846174533","0.0999003433960157","0.15051334895305","3"
"Paid","2004","1-pers.-HH","East Germany","19","","","","3"
"Paid","2004","(Married) couple without C. ","West Germany","144","0.104462030119223","0.0894423239699228","0.119481736268523","3"
"Paid","2004","(Married) couple without C. ","East Germany","39","0.107928699558574","0.0801702165602402","0.135687182556907","3"
"Paid","2004","Couple + C. LE 16 ","East Germany","39","0.103035878073731","0.0724296182880811","0.133642137859381","3"
"Paid","2004","Single parent ","East Germany","9","","","","3"
"Paid","2004","Couple + C. LE and GT 16","West Germany","68","0.188810087206379","0.153085148239383","0.224535026173375","3"
"Paid","2004","Couple + C. LE 16 ","West Germany","182","0.138588611897424","0.120847232143227","0.156329991651622","3"
"Paid","2004","Couple + C. GT 16 ","East Germany","53","0.111110678845836","0.0838356795632209","0.138385678128451","3"
"Paid","2004","Single parent ","West Germany","40","0.159757644656154","0.115137464604156","0.204377824708153","3"
"Paid","2004","Couple + C. GT 16 ","West Germany","102","0.121660238618102","0.100873234986183","0.14244724225002","3"
"Paid","2004","Couple + C. LE and GT 16","East Germany","14","","","","3"
"Partly, partly","2004","1-pers.-HH","West Germany","105","0.154579423598039","0.126936902171548","0.182221945024529","2"
"Partly, partly","2004","1-pers.-HH","East Germany","32","0.195787883921269","0.134303289602338","0.257272478240201","2"
"Partly, partly","2004","(Married) couple without C. ","West Germany","270","0.184841920376745","0.165780232331011","0.203903608422479","2"
"Partly, partly","2004","(Married) couple without C. ","East Germany","99","0.223149880557811","0.185902612871101","0.260397148244521","2"
"Partly, partly","2004","Single parent ","West Germany","45","0.162602563947886","0.117663117657518","0.207542010238254","2"
"Partly, partly","2004","Single parent ","East Germany","21","","","","2"
"Partly, partly","2004","Couple + C. LE 16 ","West Germany","304","0.186879062174002","0.166863112045539","0.206895012302465","2"
"Partly, partly","2004","Couple + C. LE 16 ","East Germany","75","0.206775096754775","0.166001805208673","0.247548388300877","2"
"Partly, partly","2004","Couple + C. GT 16 ","East Germany","113","0.20951210600164","0.174192554853056","0.244831657150224","2"
"Partly, partly","2004","Couple + C. GT 16 ","West Germany","174","0.213475350744836","0.187418835998271","0.239531865491401","2"
"Partly, partly","2004","Couple + C. LE and GT 16","West Germany","91","0.220199229875753","0.182372625600844","0.258025834150663","2"
"Partly, partly","2004","Couple + C. LE and GT 16","East Germany","37","0.281431494537744","0.211311804890457","0.351551184185032","2"
"Acclaimed","2005","1-pers.-HH","West Germany","334","0.500121602189101","0.462429988216491","0.537813216161711","1"
"Acclaimed","2005","1-pers.-HH","East Germany","99","0.57904256819299","0.506513445141621","0.651571691244359","1"
"Acclaimed","2005","(Married) couple without C. ","West Germany","751","0.531497279018109","0.506048648000366","0.556945910035852","1"
"Acclaimed","2005","(Married) couple without C. ","East Germany","230","0.541738846696408","0.49518310348479","0.588294589908026","1"
"Acclaimed","2005","Single parent ","West Germany","151","0.612308268381626","0.551546844044407","0.673069692718845","1"
"Acclaimed","2005","Single parent ","East Germany","52","0.58135056175606","0.477685414404846","0.685015709107275","1"
"Acclaimed","2005","Couple + C. LE 16 ","West Germany","629","0.45049514707552","0.423964292378784","0.477026001772255","1"
"Acclaimed","2005","Couple + C. LE 16 ","East Germany","170","0.492829820968469","0.438475790330613","0.547183851606325","1"
"Acclaimed","2005","Couple + C. GT 16 ","East Germany","225","0.49055371973233","0.445310432270406","0.535797007194254","1"
"Acclaimed","2005","Couple + C. GT 16 ","West Germany","404","0.508559111289421","0.474341670185038","0.542776552393804","1"
"Acclaimed","2005","Couple + C. LE and GT 16","East Germany","81","0.547424353671674","0.468554683813909","0.626294023529439","1"
"Acclaimed","2005","Couple + C. LE and GT 16","West Germany","198","0.425857994764144","0.378957630391432","0.472758359136856","1"
"Not paid","2005","1-pers.-HH","West Germany","141","0.213737418799839","0.182834547934287","0.244640289665392","4"
"Not paid","2005","1-pers.-HH","East Germany","28","","","","4"
"Not paid","2005","(Married) couple without C. ","West Germany","353","0.207657630283258","0.186971072519895","0.228344188046621","4"
"Not paid","2005","(Married) couple without C. ","East Germany","94","0.156126892672928","0.12221131767873","0.190042467667127","4"
"Not paid","2005","Single parent ","West Germany","23","","","","4"
"Not paid","2005","Single parent ","East Germany","12","","","","4"
"Not paid","2005","Couple + C. LE 16 ","West Germany","306","0.196146344078824","0.174972533621537","0.217320154536111","4"
"Not paid","2005","Couple + C. LE 16 ","East Germany","47","0.157722795782885","0.118096710731138","0.197348880834631","4"
"Not paid","2005","Couple + C. GT 16 ","West Germany","159","0.14567264580159","0.121526805442929","0.169818486160251","4"
"Not paid","2005","Couple + C. GT 16 ","East Germany","93","0.152911129340478","0.120339033385594","0.185483225295363","4"
"Not paid","2005","Couple + C. LE and GT 16","West Germany","76","0.179142614750611","0.142770591262161","0.215514638239062","4"
"Not paid","2005","Couple + C. LE and GT 16","East Germany","21","","","","4"
"Paid","2005","1-pers.-HH","West Germany","61","0.088726366510139","0.0672912675036387","0.110161465516639","3"
"Paid","2005","1-pers.-HH","East Germany","8","","","","3"
"Paid","2005","(Married) couple without C. ","West Germany","129","0.0889009979148244","0.0743867697205584","0.10341522610909","3"
"Paid","2005","(Married) couple without C. ","East Germany","45","0.142686769809614","0.110006670403312","0.175366869215915","3"
"Paid","2005","Couple + C. LE 16 ","East Germany","38","0.158968882842353","0.119216011431249","0.198721754253458","3"
"Paid","2005","Couple + C. LE and GT 16","West Germany","57","0.141768663022221","0.10868401951683","0.174853306527612","3"
"Paid","2005","Single parent ","East Germany","4","","","","3"
"Paid","2005","Couple + C. GT 16 ","East Germany","45","0.114189954294543","0.0854063006715803","0.142973607917507","3"
"Paid","2005","Couple + C. LE 16 ","West Germany","132","0.107436555777691","0.0909239351563859","0.123949176398996","3"
"Paid","2005","Couple + C. GT 16 ","West Germany","101","0.15563244942323","0.130820721593056","0.180444177253404","3"
"Paid","2005","Single parent ","West Germany","27","","","","3"
"Paid","2005","Couple + C. LE and GT 16","East Germany","18","","","","3"
"Partly, partly","2005","1-pers.-HH","West Germany","140","0.197414612500921","0.167408480525178","0.227420744476664","2"
"Partly, partly","2005","1-pers.-HH","East Germany","43","0.235691844079427","0.173340673110642","0.298043015048211","2"
"Partly, partly","2005","(Married) couple without C. ","West Germany","244","0.171944092783808","0.152700715120937","0.19118747044668","2"
"Partly, partly","2005","(Married) couple without C. ","East Germany","71","0.15944749082105","0.125240645653582","0.193654335988518","2"
"Partly, partly","2005","Single parent ","West Germany","46","0.190459714640094","0.141490807497986","0.239428621782202","2"
"Partly, partly","2005","Single parent ","East Germany","19","","","","2"
"Partly, partly","2005","Couple + C. LE 16 ","West Germany","284","0.245921953067966","0.222959027667084","0.268884878468848","2"
"Partly, partly","2005","Couple + C. LE 16 ","East Germany","70","0.190478500406293","0.147786786942282","0.233170213870303","2"
"Partly, partly","2005","Couple + C. GT 16 ","East Germany","106","0.242345196632648","0.20356459268523","0.281125800580067","2"
"Partly, partly","2005","Couple + C. LE and GT 16","West Germany","96","0.253230727463024","0.211984372531465","0.294477082394583","2"
"Partly, partly","2005","Couple + C. GT 16 ","West Germany","156","0.190135793485759","0.163277450965193","0.216994136006325","2"
"Partly, partly","2005","Couple + C. LE and GT 16","East Germany","33","0.18241762576646","0.121224655345648","0.243610596187272","2"
"Acclaimed","2006","1-pers.-HH","West Germany","357","0.473386099911282","0.437747853365181","0.509024346457383","1"
"Acclaimed","2006","1-pers.-HH","East Germany","97","0.458561323399738","0.391801596232371","0.525321050567104","1"
"Acclaimed","2006","(Married) couple without C. ","West Germany","804","0.504047808734565","0.480075181168577","0.528020436300554","1"
"Acclaimed","2006","(Married) couple without C. ","East Germany","255","0.512328918881709","0.468206169329552","0.556451668433865","1"
"Acclaimed","2006","Single parent ","West Germany","182","0.584106067761285","0.52814614453935","0.640065990983219","1"
"Acclaimed","2006","Single parent ","East Germany","42","0.437540009760653","0.330166816684806","0.5449132028365","1"
"Acclaimed","2006","Couple + C. LE 16 ","West Germany","697","0.477750420902667","0.452084539517127","0.503416302288208","1"
"Acclaimed","2006","Couple + C. LE 16 ","East Germany","205","0.538160403465437","0.486661463080783","0.589659343850091","1"
"Acclaimed","2006","Couple + C. GT 16 ","West Germany","471","0.508201462409853","0.476208220963683","0.540194703856023","1"
"Acclaimed","2006","Couple + C. LE and GT 16","East Germany","66","0.462676247220345","0.378254893160127","0.547097601280562","1"
"Acclaimed","2006","Couple + C. LE and GT 16","West Germany","228","0.440160593316834","0.394698161399339","0.485623025234329","1"
"Acclaimed","2006","Couple + C. GT 16 ","East Germany","257","0.535784520004891","0.492157944650768","0.579411095359014","1"
"Not paid","2006","1-pers.-HH","West Germany","176","0.218996499407078","0.189477101528135","0.248515897286022","4"
"Not paid","2006","1-pers.-HH","East Germany","46","0.208314654254456","0.153904818047936","0.262724490460977","4"
"Not paid","2006","(Married) couple without C. ","West Germany","414","0.226577049270839","0.206505709997543","0.246648388544136","4"
"Not paid","2006","(Married) couple without C. ","East Germany","109","0.160228709489935","0.127848823862767","0.192608595117103","4"
"Not paid","2006","Single parent ","West Germany","33","0.110166435100507","0.074618121821946","0.145714748379068","4"
"Not paid","2006","Single parent ","East Germany","12","","","","4"
"Not paid","2006","Couple + C. LE 16 ","West Germany","331","0.20240689966301","0.18176165923456","0.22305214009146","4"
"Not paid","2006","Couple + C. LE 16 ","East Germany","67","0.172281646626123","0.133273291277059","0.211290001975188","4"
"Not paid","2006","Couple + C. GT 16 ","West Germany","203","0.173395314661935","0.149167497797329","0.197623131526542","4"
"Not paid","2006","Couple + C. GT 16 ","East Germany","94","0.142124033013789","0.111578884252047","0.172669181775531","4"
"Not paid","2006","Couple + C. LE and GT 16","West Germany","76","0.195089021109964","0.158797456467523","0.231380585752404","4"
"Not paid","2006","Couple + C. LE and GT 16","East Germany","30","0.263342836232332","0.188768541562219","0.337917130902446","4"
"Paid","2006","1-pers.-HH","West Germany","73","0.113004064970667","0.0904060513573856","0.135602078583948","3"
"Paid","2006","1-pers.-HH","East Germany","19","","","","3"
"Paid","2006","(Married) couple without C. ","West Germany","164","0.107634775778134","0.0927751630844658","0.122494388471801","3"
"Paid","2006","(Married) couple without C. ","East Germany","34","0.0963056517913648","0.0702644332693609","0.122346870313369","3"
"Paid","2006","Couple + C. GT 16 ","West Germany","101","0.134696309138987","0.112848454495608","0.156544163782366","3"
"Paid","2006","Single parent ","East Germany","5","","","","3"
"Paid","2006","Couple + C. GT 16 ","East Germany","50","0.122832442225881","0.0941184184087259","0.151546466043036","3"
"Paid","2006","Couple + C. LE 16 ","East Germany","28","","","","3"
"Paid","2006","Couple + C. LE 16 ","West Germany","164","0.122502795648751","0.105656187859012","0.13934940343849","3"
"Paid","2006","Couple + C. LE and GT 16","East Germany","9","","","","3"
"Paid","2006","Couple + C. LE and GT 16","West Germany","67","0.195073169015419","0.158782721500371","0.231363616530466","3"
"Paid","2006","Single parent ","West Germany","31","0.10150083052398","0.0672135060845506","0.135788154963409","3"
"Partly, partly","2006","1-pers.-HH","West Germany","148","0.194613335710973","0.16635471674623","0.222871954675716","2"
"Partly, partly","2006","1-pers.-HH","East Germany","52","0.250267146215461","0.192231289980125","0.308303002450797","2"
"Partly, partly","2006","(Married) couple without C. ","West Germany","289","0.161740366216462","0.144085747046332","0.179394985386592","2"
"Partly, partly","2006","(Married) couple without C. ","East Germany","95","0.231136719836992","0.193924663970491","0.268348775703493","2"
"Partly, partly","2006","Single parent ","West Germany","52","0.204226666614229","0.158455616730999","0.249997716497458","2"
"Partly, partly","2006","Single parent ","East Germany","23","","","","2"
"Partly, partly","2006","Couple + C. LE 16 ","West Germany","263","0.197339883785572","0.176890045866683","0.217789721704461","2"
"Partly, partly","2006","Couple + C. LE 16 ","East Germany","60","0.178322287095339","0.138781035932154","0.217863538258525","2"
"Partly, partly","2006","Couple + C. GT 16 ","West Germany","163","0.183706913789225","0.158925134684391","0.208488692894059","2"
"Partly, partly","2006","Couple + C. GT 16 ","East Germany","101","0.199259004755439","0.164316724505376","0.234201285005501","2"
"Partly, partly","2006","Couple + C. LE and GT 16","West Germany","87","0.169677216557783","0.135301592189567","0.204052840926","2"
"Partly, partly","2006","Couple + C. LE and GT 16","East Germany","29","","","","2"
"Acclaimed","2007","1-pers.-HH","West Germany","382","0.501755143864255","0.465484606527582","0.538025681200929","1"
"Acclaimed","2007","1-pers.-HH","East Germany","98","0.513048402552898","0.444120593593438","0.581976211512359","1"
"Acclaimed","2007","(Married) couple without C. ","West Germany","716","0.494597385434032","0.469134054638229","0.520060716229834","1"
"Acclaimed","2007","(Married) couple without C. ","East Germany","262","0.514650804510832","0.470930848381032","0.558370760640632","1"
"Acclaimed","2007","Single parent ","West Germany","135","0.530425361629071","0.469645085901449","0.591205637356694","1"
"Acclaimed","2007","Single parent ","East Germany","47","0.467957377597998","0.365438520286708","0.570476234909288","1"
"Acclaimed","2007","Couple + C. LE 16 ","West Germany","631","0.461061877519228","0.434598259278618","0.487525495759839","1"
"Acclaimed","2007","Couple + C. LE 16 ","East Germany","188","0.564613508332999","0.511756467192368","0.617470549473629","1"
"Acclaimed","2007","Couple + C. GT 16 ","East Germany","260","0.545867989765134","0.501693346473365","0.590042633056903","1"
"Acclaimed","2007","Couple + C. LE and GT 16","West Germany","190","0.511539220769679","0.461865395180226","0.561213046359132","1"
"Acclaimed","2007","Couple + C. LE and GT 16","East Germany","53","0.327250135045498","0.244329568223238","0.410170701867757","1"
"Acclaimed","2007","Couple + C. GT 16 ","West Germany","421","0.455031739092621","0.421903780214434","0.488159697970807","1"
"Not paid","2007","1-pers.-HH","West Germany","160","0.22206451515451","0.19191377104297","0.25221525926605","4"
"Not paid","2007","1-pers.-HH","East Germany","44","0.213749187240229","0.15721577543708","0.270282599043377","4"
"Not paid","2007","(Married) couple without C. ","West Germany","356","0.218762444131938","0.197707771095682","0.239817117168193","4"
"Not paid","2007","(Married) couple without C. ","East Germany","113","0.162134027905891","0.129892130260091","0.194375925551692","4"
"Not paid","2007","Single parent ","West Germany","38","0.138199998077431","0.0961703771699511","0.18022961898491","4"
"Not paid","2007","Single parent ","East Germany","17","","","","4"
"Not paid","2007","Couple + C. LE 16 ","West Germany","313","0.190027416284693","0.169199613616617","0.210855218952768","4"
"Not paid","2007","Couple + C. LE 16 ","East Germany","62","0.141720853539295","0.10453986769103","0.178901839387559","4"
"Not paid","2007","Couple + C. GT 16 ","West Germany","198","0.194508144992567","0.168175911276601","0.220840378708533","4"
