"plb0195_h","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Not paid","1986","35-65 y.","421","0.244297292687983","0.225357310228116","0.26323727514785"
"Not paid","1986","66 and older","1","","",""
"Acclaimed","1987","16-34 y.","","","",""
"Acclaimed","1987","35-65 y.","","","",""
"Acclaimed","1987","66 and older","","","",""
"Partly, partly","1987","16-34 y.","","","",""
"Partly, partly","1987","35-65 y.","","","",""
"Partly, partly","1987","66 and older","","","",""
"Paid","1987","16-34 y.","","","",""
"Paid","1987","35-65 y.","","","",""
"Paid","1987","66 and older","","","",""
"Not paid","1987","16-34 y.","","","",""
"Not paid","1987","35-65 y.","","","",""
"Not paid","1987","66 and older","","","",""
"Acclaimed","1988","16-34 y.","490","0.347499756912279","0.323577158146476","0.371422355678083"
"Acclaimed","1988","35-65 y.","529","0.31117695924381","0.290591088581489","0.33176282990613"
"Acclaimed","1988","66 and older","2","","",""
"Partly, partly","1988","16-34 y.","190","0.12972483898683","0.112844520781859","0.146605157191801"
"Partly, partly","1988","35-65 y.","229","0.12415338527298","0.109490987354499","0.138815783191461"
"Partly, partly","1988","66 and older","1","","",""
"Paid","1988","16-34 y.","610","0.347198738192606","0.323280987951806","0.371116488433405"
"Paid","1988","35-65 y.","828","0.349267282966983","0.328069425640315","0.37046514029365"
"Paid","1988","66 and older","","","",""
"Not paid","1988","16-34 y.","232","0.175576665908285","0.156462766267831","0.19469056554874"
"Not paid","1988","35-65 y.","357","0.215402372516227","0.197123036038081","0.233681708994373"
"Not paid","1988","66 and older","2","","",""
"Acclaimed","1989","16-34 y.","508","0.336276998916771","0.313335089300946","0.359218908532597"
"Acclaimed","1989","35-65 y.","538","0.30204267637763","0.282054654969343","0.322030697785918"
"Acclaimed","1989","66 and older","1","","",""
"Partly, partly","1989","16-34 y.","250","0.160317404247356","0.142500368109135","0.178134440385578"
"Partly, partly","1989","35-65 y.","277","0.139894566019548","0.124793851923696","0.1549952801154"
"Partly, partly","1989","66 and older","","","",""
"Paid","1989","16-34 y.","672","0.369310562610753","0.345874146934956","0.39274697828655"
"Paid","1989","35-65 y.","843","0.340256896407711","0.319631034089105","0.360882758726317"
"Paid","1989","66 and older","2","","",""
"Not paid","1989","16-34 y.","199","0.134095034225119","0.117547662935047","0.150642405515191"
"Not paid","1989","35-65 y.","369","0.217805861195111","0.199837301093717","0.235774421296504"
"Not paid","1989","66 and older","4","","",""
"Acclaimed","1990","16-34 y.","515","0.34227659261613","0.319228704358062","0.365324480874197"
"Acclaimed","1990","35-65 y.","562","0.324733442368573","0.304159255410457","0.345307629326689"
"Acclaimed","1990","66 and older","","","",""
"Partly, partly","1990","16-34 y.","267","0.165440550792568","0.147390828940841","0.183490272644294"
"Partly, partly","1990","35-65 y.","272","0.13345840771648","0.11851707871828","0.148399736714681"
"Partly, partly","1990","66 and older","","","",""
"Paid","1990","16-34 y.","672","0.365303260881599","0.341913229809189","0.38869329195401"
"Paid","1990","35-65 y.","820","0.342507199325228","0.321657398719845","0.363356999930612"
"Paid","1990","66 and older","","","",""
"Not paid","1990","16-34 y.","174","0.126979595709703","0.110806242998068","0.143152948421338"
"Not paid","1990","35-65 y.","336","0.199300950589719","0.181749585735761","0.216852315443677"
"Not paid","1990","66 and older","3","","",""
"Acclaimed","1991","16-34 y.","946","0.372193163649609","0.353304989042045","0.391081338257173"
"Acclaimed","1991","35-65 y.","1078","0.336845819921316","0.320518667782423","0.353172972060209"
"Acclaimed","1991","66 and older","2","","",""
"Partly, partly","1991","16-34 y.","386","0.159319191720588","0.145018982667815","0.173619400773361"
"Partly, partly","1991","35-65 y.","431","0.133116261471607","0.121381248151982","0.144851274791233"
"Partly, partly","1991","66 and older","1","","",""
"Paid","1991","16-34 y.","945","0.356597019575529","0.337880583240129","0.37531345591093"
"Paid","1991","35-65 y.","1156","0.33604632108213","0.319728729226368","0.352363912937892"
"Paid","1991","66 and older","1","","",""
"Not paid","1991","16-34 y.","239","0.111890625054273","0.0995731171432995","0.124208132965247"
"Not paid","1991","35-65 y.","554","0.193991597524946","0.180331655785738","0.207651539264155"
"Not paid","1991","66 and older","1","","",""
"Acclaimed","1992","16-34 y.","874","0.375134113355612","0.355654249853404","0.39461397685782"
"Acclaimed","1992","35-65 y.","978","0.334661158405446","0.317854001694981","0.351468315115911"
"Acclaimed","1992","66 and older","","","",""
"Partly, partly","1992","16-34 y.","409","0.18425176725172","0.168653256961795","0.199850277541645"
"Partly, partly","1992","35-65 y.","484","0.155046534680035","0.1421546152288","0.16793845413127"
"Partly, partly","1992","66 and older","1","","",""
"Paid","1992","16-34 y.","848","0.332153516630316","0.313203614511293","0.351103418749338"
"Paid","1992","35-65 y.","1035","0.321203165953111","0.304571721552595","0.337834610353627"
"Paid","1992","66 and older","2","","",""
"Not paid","1992","16-34 y.","242","0.108460602762352","0.0959492145910695","0.120971990933635"
"Not paid","1992","35-65 y.","531","0.189089140961408","0.175141845276728","0.203036436646088"
"Not paid","1992","66 and older","1","","",""
"Acclaimed","1993","16-34 y.","847","0.370153734679125","0.350518692742357","0.389788776615893"
"Acclaimed","1993","35-65 y.","957","0.330921364672991","0.313935590885444","0.347907138460538"
"Acclaimed","1993","66 and older","","","",""
"Partly, partly","1993","16-34 y.","417","0.175642358702566","0.16016859536096","0.191116122044171"
"Partly, partly","1993","35-65 y.","485","0.157018093809269","0.143884961235947","0.170151226382591"
"Partly, partly","1993","66 and older","","","",""
"Paid","1993","16-34 y.","801","0.324843915354856","0.305799705989521","0.34388812472019"
"Paid","1993","35-65 y.","962","0.313213791058274","0.296471473606448","0.329956108510101"
"Paid","1993","66 and older","3","","",""
"Not paid","1993","16-34 y.","258","0.129359991263453","0.115712815492031","0.143007167034875"
"Not paid","1993","35-65 y.","544","0.198846750459466","0.184438826763924","0.213254674155007"
"Not paid","1993","66 and older","2","","",""
"Acclaimed","1994","16-34 y.","868","0.391579931374138","0.371527181325551","0.411632681422725"
"Acclaimed","1994","35-65 y.","1058","0.362214111591649","0.344798807341649","0.379629415841648"
"Acclaimed","1994","66 and older","1","","",""
"Partly, partly","1994","16-34 y.","421","0.18455844676714","0.168620757889177","0.200496135645104"
"Partly, partly","1994","35-65 y.","485","0.16235633309987","0.148994218203783","0.175718447995957"
"Partly, partly","1994","66 and older","","","",""
"Paid","1994","16-34 y.","721","0.299189627116022","0.280377604635313","0.318001649596732"
"Paid","1994","35-65 y.","852","0.28244719061982","0.266135217602659","0.298759163636982"
"Paid","1994","66 and older","","","",""
"Not paid","1994","16-34 y.","266","0.124671994742699","0.111100370462956","0.138243619022442"
"Not paid","1994","35-65 y.","531","0.192982364688661","0.178683180690709","0.207281548686613"
"Not paid","1994","66 and older","","","",""
"Acclaimed","1995","16-34 y.","915","0.38562353495818","0.36619462046507","0.40505244945129"
"Acclaimed","1995","35-65 y.","1134","0.368713572261786","0.351803637244092","0.38562350727948"
"Acclaimed","1995","66 and older","1","","",""
"Partly, partly","1995","16-34 y.","453","0.195034178168995","0.179218290614097","0.210850065723892"
"Partly, partly","1995","35-65 y.","541","0.1666642595642","0.15360208771286","0.179726431415541"
"Partly, partly","1995","66 and older","","","",""
"Paid","1995","16-34 y.","762","0.292058522146628","0.273908251451419","0.310208792841837"
"Paid","1995","35-65 y.","914","0.272862201618737","0.257249998233751","0.288474405003724"
"Paid","1995","66 and older","4","","",""
"Not paid","1995","16-34 y.","281","0.127283764726197","0.113980062379217","0.140587467073177"
"Not paid","1995","35-65 y.","538","0.191759966555276","0.177961421308336","0.205558511802216"
"Not paid","1995","66 and older","","","",""
"Acclaimed","1996","16-34 y.","967","0.423749714719618","0.403541503174971","0.443957926264265"
"Acclaimed","1996","35-65 y.","1243","0.410654851560265","0.393215766056128","0.428093937064402"
"Acclaimed","1996","66 and older","2","","",""
"Partly, partly","1996","16-34 y.","402","0.180938861469598","0.165195709765544","0.196682013173653"
"Partly, partly","1996","35-65 y.","478","0.160477182581411","0.147465805318571","0.17348855984425"
"Partly, partly","1996","66 and older","","","",""
"Paid","1996","16-34 y.","659","0.273665239645579","0.255432756250607","0.291897723040552"
"Paid","1996","35-65 y.","811","0.241130142313306","0.225966282026094","0.256294002600518"
"Paid","1996","66 and older","2","","",""
"Not paid","1996","16-34 y.","269","0.121646184165205","0.108278641318999","0.13501372701141"
"Not paid","1996","35-65 y.","525","0.187737823545019","0.173895009775361","0.201580637314677"
"Not paid","1996","66 and older","1","","",""
"Acclaimed","1997","16-34 y.","893","0.461670290045475","0.439700541541986","0.483640038548965"
"Acclaimed","1997","35-65 y.","1075","0.414353075003054","0.395497709123967","0.43320844088214"
"Acclaimed","1997","66 and older","1","","",""
"Partly, partly","1997","16-34 y.","437","0.215939293213134","0.197806044010752","0.234072542415516"
"Partly, partly","1997","35-65 y.","537","0.1989907162281","0.183709183012352","0.214272249443849"
"Partly, partly","1997","66 and older","","","",""
"Paid","1997","16-34 y.","384","0.176171154148752","0.159382308190238","0.192960000107265"
"Paid","1997","35-65 y.","493","0.166141755815558","0.151894958075658","0.180388553555458"
"Paid","1997","66 and older","","","",""
"Not paid","1997","16-34 y.","264","0.146219262592639","0.130648480814395","0.161790044370882"
"Not paid","1997","35-65 y.","517","0.220514452953288","0.204645279375485","0.236383626531091"
"Not paid","1997","66 and older","1","","",""
"Acclaimed","1998","16-34 y.","880","0.436805861792632","0.415356164713677","0.458255558871587"
"Acclaimed","1998","35-65 y.","1338","0.446212122663455","0.428340413295349","0.464083832031561"
"Acclaimed","1998","66 and older","2","","",""
"Partly, partly","1998","16-34 y.","492","0.234220752312744","0.215905523290139","0.252535981335348"
"Partly, partly","1998","35-65 y.","591","0.195013103723574","0.180768512490822","0.209257694956326"
"Partly, partly","1998","66 and older","","","",""
"Paid","1998","16-34 y.","384","0.175091124656688","0.158655624468048","0.191526624845328"
"Paid","1998","35-65 y.","491","0.162363037266594","0.149104512975868","0.175621561557319"
"Paid","1998","66 and older","","","",""
"Not paid","1998","16-34 y.","298","0.153882261237936","0.138277484798479","0.169487037677393"
"Not paid","1998","35-65 y.","552","0.196411736346377","0.182128579720275","0.210694892972478"
"Not paid","1998","66 and older","2","","",""
"Acclaimed","1999","16-34 y.","877","0.456004241489363","0.434159784348253","0.477848698630472"
"Acclaimed","1999","35-65 y.","1329","0.453357136517029","0.435429310307061","0.471284962726996"
"Acclaimed","1999","66 and older","1","","",""
"Partly, partly","1999","16-34 y.","482","0.2401329799415","0.221397977176978","0.258867982706022"
"Partly, partly","1999","35-65 y.","586","0.19671006731257","0.182394616815707","0.211025517809433"
"Partly, partly","1999","66 and older","2","","",""
"Paid","1999","16-34 y.","357","0.156526500336136","0.140590155542528","0.172462845129745"
"Paid","1999","35-65 y.","488","0.151604848393292","0.138689349155207","0.164520347631378"
"Paid","1999","66 and older","3","","",""
"Not paid","1999","16-34 y.","281","0.147336278233001","0.131790846105768","0.162881710360234"
"Not paid","1999","35-65 y.","559","0.198327947777109","0.183968230322748","0.21268766523147"
"Not paid","1999","66 and older","1","","",""
"Acclaimed","2000","16-34 y.","1371","0.488819920752673","0.470563600070118","0.507076241435227"
"Acclaimed","2000","35-65 y.","2526","0.466398814028541","0.453090631074328","0.479706996982754"
"Acclaimed","2000","66 and older","3","","",""
"Partly, partly","2000","16-34 y.","624","0.213966658470767","0.198988949647622","0.228944367293912"
"Partly, partly","2000","35-65 y.","1078","0.20201131460197","0.191300614356365","0.212722014847576"
"Partly, partly","2000","66 and older","","","",""
"Paid","2000","16-34 y.","472","0.159471549265142","0.146100371488938","0.172842727041347"
"Paid","2000","35-65 y.","835","0.155947827978491","0.14626937460916","0.165626281347822"
"Paid","2000","66 and older","1","","",""
"Not paid","2000","16-34 y.","413","0.137741871511418","0.125155414829699","0.150328328193138"
"Not paid","2000","35-65 y.","959","0.175642043390998","0.165491160710331","0.185792926071665"
"Not paid","2000","66 and older","4","","",""
"Acclaimed","2001","16-34 y.","1156","0.447476863468796","0.428290230625484","0.466663496312109"
"Acclaimed","2001","35-65 y.","2366","0.462954655025435","0.449349673821076","0.476559636229795"
"Acclaimed","2001","66 and older","4","","",""
"Partly, partly","2001","16-34 y.","616","0.247306195113382","0.230658086266048","0.263954303960716"
"Partly, partly","2001","35-65 y.","1091","0.206489617558008","0.195445051503835","0.21753418361218"
"Partly, partly","2001","66 and older","1","","",""
"Paid","2001","16-34 y.","434","0.167848408348425","0.153427318727911","0.182269497968939"
"Paid","2001","35-65 y.","801","0.157672312633006","0.147728761826117","0.167615863439895"
"Paid","2001","66 and older","2","","",""
"Not paid","2001","16-34 y.","374","0.137368533069397","0.12408558372551","0.150651482413285"
"Not paid","2001","35-65 y.","902","0.172883414783551","0.162565705877864","0.183201123689239"
"Not paid","2001","66 and older","3","","",""
"Acclaimed","2002","16-34 y.","1102","0.457300025630453","0.437340176462055","0.47725987479885"
"Acclaimed","2002","35-65 y.","2529","0.490091150422896","0.476974718893894","0.503207581951899"
"Acclaimed","2002","66 and older","2","","",""
"Partly, partly","2002","16-34 y.","559","0.228472903524638","0.211651211256347","0.24529459579293"
"Partly, partly","2002","35-65 y.","1103","0.198991990594196","0.188516672512814","0.209467308675578"
"Partly, partly","2002","66 and older","","","",""
"Paid","2002","16-34 y.","348","0.143596848195635","0.129546459981126","0.157647236410143"
"Paid","2002","35-65 y.","643","0.13127646559243","0.122415822921223","0.140137108263636"
"Paid","2002","66 and older","1","","",""
"Not paid","2002","16-34 y.","384","0.170630222649274","0.15555794717218","0.185702498126369"
"Not paid","2002","35-65 y.","1305","0.179640393390478","0.169567943294522","0.189712843486435"
"Not paid","2002","66 and older","6","","",""
"Acclaimed","2003","16-34 y.","1140","0.499217187045912","0.478707236776075","0.519727137315748"
"Acclaimed","2003","35-65 y.","2487","0.509369435388833","0.495885245167798","0.522853625609869"
"Acclaimed","2003","66 and older","1","","",""
"Partly, partly","2003","16-34 y.","480","0.207698194036849","0.191058060071732","0.224338328001967"
"Partly, partly","2003","35-65 y.","1012","0.190230433849691","0.179643947199553","0.200816920499828"
"Partly, partly","2003","66 and older","","","",""
"Paid","2003","16-34 y.","308","0.139358815473329","0.125152762796244","0.153564868150414"
"Paid","2003","35-65 y.","593","0.127070298376093","0.118086855926128","0.136053740826058"
"Paid","2003","66 and older","1","","",""
"Not paid","2003","16-34 y.","355","0.15372580344391","0.138930493394649","0.168521113493172"
"Not paid","2003","35-65 y.","1188","0.173329832385383","0.163119640103488","0.183540024667278"
"Not paid","2003","66 and older","6","","",""
"Acclaimed","2004","16-34 y.","1011","0.473617289100458","0.452185439970473","0.495049138230443"
"Acclaimed","2004","35-65 y.","2481","0.504209692766459","0.490628102630948","0.517791282901969"
"Acclaimed","2004","66 and older","1","","",""
"Partly, partly","2004","16-34 y.","462","0.213288549129014","0.195705808602816","0.230871289655212"
"Partly, partly","2004","35-65 y.","931","0.180383359532125","0.169938571559634","0.190828147504615"
"Partly, partly","2004","66 and older","","","",""
"Paid","2004","16-34 y.","257","0.125361291405679","0.111148115304607","0.139574467506752"
"Paid","2004","35-65 y.","548","0.123153974198369","0.114227460132091","0.132080488264646"
"Paid","2004","66 and older","4","","",""
"Not paid","2004","16-34 y.","355","0.187732870364849","0.170971301682339","0.204494439047359"
"Not paid","2004","35-65 y.","1246","0.192252973503048","0.181548378868872","0.202957568137225"
"Not paid","2004","66 and older","5","","",""
"Acclaimed","2005","16-34 y.","975","0.485314292339071","0.463160029440947","0.507468555237194"
"Acclaimed","2005","35-65 y.","2416","0.515324470375991","0.501237559031989","0.529411381719992"
"Acclaimed","2005","66 and older","1","","",""
"Partly, partly","2005","16-34 y.","439","0.230192598789879","0.211532607819115","0.248852589760642"
"Partly, partly","2005","35-65 y.","902","0.194757704790296","0.183595230677283","0.205920178903309"
"Partly, partly","2005","66 and older","","","",""
"Paid","2005","16-34 y.","219","0.110509180031368","0.0966114259209423","0.124406934141795"
"Paid","2005","35-65 y.","467","0.110601031848277","0.101760513053234","0.119441550643321"
"Paid","2005","66 and older","3","","",""
"Not paid","2005","16-34 y.","322","0.173983928839682","0.157179508914702","0.190788348764663"
"Not paid","2005","35-65 y.","1050","0.179316792985436","0.168503745584797","0.190129840386075"
"Not paid","2005","66 and older","6","","",""
"Acclaimed","2006","16-34 y.","984","0.480569929846677","0.458738813559553","0.502401046133801"
"Acclaimed","2006","35-65 y.","2748","0.500861946715579","0.487620175516027","0.514103717915131"
"Acclaimed","2006","66 and older","5","","",""
"Partly, partly","2006","16-34 y.","412","0.205762466419204","0.188098331030229","0.22342660180818"
"Partly, partly","2006","35-65 y.","977","0.183354489328146","0.17310648538176","0.193602493274532"
"Partly, partly","2006","66 and older","2","","",""
"Paid","2006","16-34 y.","228","0.12626107187892","0.111747988794426","0.140774154963415"
"Paid","2006","35-65 y.","529","0.115214129976705","0.106758447191243","0.123669812762167"
"Paid","2006","66 and older","6","","",""
"Not paid","2006","16-34 y.","388","0.187406531855198","0.170355010700148","0.204458053010249"
"Not paid","2006","35-65 y.","1223","0.20056943397957","0.189964707545037","0.211174160414103"
"Not paid","2006","66 and older","8","","",""
"Acclaimed","2007","16-34 y.","919","0.467891501974831","0.445203413225305","0.490579590724357"
"Acclaimed","2007","35-65 y.","2529","0.503995291820628","0.490242190310431","0.517748393330825"
"Acclaimed","2007","66 and older","6","","",""
"Partly, partly","2007","16-34 y.","410","0.234877215215634","0.21560146684447","0.254152963586799"
"Partly, partly","2007","35-65 y.","960","0.205526904634744","0.19441167479718","0.216642134472309"
"Partly, partly","2007","66 and older","2","","",""
"Paid","2007","16-34 y.","186","0.105407450424726","0.0914446178967833","0.119370282952668"
"Paid","2007","35-65 y.","449","0.0989854554790348","0.0907706723404206","0.107200238617649"
"Paid","2007","66 and older","2","","",""
"Not paid","2007","16-34 y.","343","0.191823832384809","0.173920678791477","0.209726985978141"
"Not paid","2007","35-65 y.","1139","0.191492348065593","0.180668983457603","0.202315712673584"
"Not paid","2007","66 and older","13","","",""
"Acclaimed","2008","16-34 y.","910","0.489955442314381","0.467132702700557","0.512778181928205"
"Acclaimed","2008","35-65 y.","2412","0.488819714280718","0.474971063791432","0.502668364770004"
"Acclaimed","2008","66 and older","6","","",""
"Partly, partly","2008","16-34 y.","393","0.217687301347354","0.198846812760503","0.236527789934206"
"Partly, partly","2008","35-65 y.","975","0.214812805917787","0.203434889527863","0.226190722307712"
"Partly, partly","2008","66 and older","1","","",""
"Paid","2008","16-34 y.","206","0.10554051368929","0.0915131724385666","0.119567854940013"
"Paid","2008","35-65 y.","482","0.106163310969341","0.0976291198207842","0.114697502117898"
"Paid","2008","66 and older","5","","",""
"Not paid","2008","16-34 y.","334","0.186816742648975","0.169022171115859","0.204611314182091"
"Not paid","2008","35-65 y.","1136","0.190204168832154","0.179331307877766","0.201077029786541"
"Not paid","2008","66 and older","8","","",""
"Acclaimed","2009","16-34 y.","790","0.460566332188128","0.43631676736905","0.484815897007205"
"Acclaimed","2009","35-65 y.","2188","0.499225280140276","0.484526486547416","0.513924073733136"
"Acclaimed","2009","66 and older","3","","",""
"Partly, partly","2009","16-34 y.","366","0.240160034767021","0.219377416233555","0.260942653300487"
"Partly, partly","2009","35-65 y.","859","0.213796975016522","0.201744386167898","0.225849563865145"
"Partly, partly","2009","66 and older","2","","",""
"Paid","2009","16-34 y.","172","0.104846778667359","0.0899423591449011","0.119751198189817"
"Paid","2009","35-65 y.","411","0.102836138245992","0.0939067650587676","0.111765511433216"
"Paid","2009","66 and older","8","","",""
"Not paid","2009","16-34 y.","295","0.194426854377492","0.175172921824532","0.213680786930452"
"Not paid","2009","35-65 y.","987","0.184141606597211","0.172747098922179","0.195536114272243"
"Not paid","2009","66 and older","8","","",""
"Acclaimed","2010","16-34 y.","1177","0.513085337802558","0.492893953719143","0.533276721885974"
"Acclaimed","2010","35-65 y.","3086","0.522880771579854","0.510307308224097","0.535454234935612"
"Acclaimed","2010","66 and older","6","","",""
"Partly, partly","2010","16-34 y.","491","0.218632688613499","0.201936012266341","0.235329364960656"
"Partly, partly","2010","35-65 y.","1085","0.176694802770228","0.167093449678536","0.18629615586192"
"Partly, partly","2010","66 and older","3","","",""
"Paid","2010","16-34 y.","292","0.0972796307995585","0.0853085754269999","0.109250686172117"
"Paid","2010","35-65 y.","667","0.110432709424238","0.102542684202019","0.118322734646457"
"Paid","2010","66 and older","6","","",""
"Not paid","2010","16-34 y.","394","0.171002342784385","0.155792576398211","0.186212109170558"
"Not paid","2010","35-65 y.","1224","0.18999171622568","0.180116373244287","0.199867059207073"
"Not paid","2010","66 and older","13","","",""
"Acclaimed","2011","16-34 y.","1251","0.510686879052376","0.491273354058172","0.53010040404658"
"Acclaimed","2011","35-65 y.","3760","0.489345983256688","0.478093296414683","0.500598670098694"
"Acclaimed","2011","66 and older","7","","",""
"Partly, partly","2011","16-34 y.","539","0.203380603224181","0.187748629279907","0.219012577168456"
"Partly, partly","2011","35-65 y.","1391","0.192301443708012","0.183429867891748","0.201173019524276"
"Partly, partly","2011","66 and older","3","","",""
"Paid","2011","16-34 y.","364","0.11712238790279","0.104634073331462","0.129610702474118"
"Paid","2011","35-65 y.","872","0.121386488545612","0.114035107136084","0.12873786995514"
"Paid","2011","66 and older","6","","",""
"Not paid","2011","16-34 y.","393","0.168810129820653","0.154262809848666","0.183357449792639"
"Not paid","2011","35-65 y.","1558","0.196966084489688","0.188013518881658","0.205918650097717"
"Not paid","2011","66 and older","10","","",""
"Acclaimed","2012","16-34 y.","1222","0.512610796193566","0.492894770618422","0.53232682176871"
"Acclaimed","2012","35-65 y.","4069","0.509960760579757","0.498917001002446","0.521004520157068"
"Acclaimed","2012","66 and older","10","","",""
"Partly, partly","2012","16-34 y.","542","0.215126114258691","0.198917941681513","0.231334286835869"
"Partly, partly","2012","35-65 y.","1515","0.204877188697668","0.195960634689556","0.213793742705779"
"Partly, partly","2012","66 and older","5","","",""
"Paid","2012","16-34 y.","341","0.117346690415036","0.104652118922047","0.130041261908025"
"Paid","2012","35-65 y.","857","0.11339304208568","0.10638830392684","0.12039778024452"
"Paid","2012","66 and older","14","","",""
"Not paid","2012","16-34 y.","364","0.154916399132707","0.140644358285925","0.169188439979488"
"Not paid","2012","35-65 y.","1430","0.171769008636895","0.163436394368929","0.180101622904862"
"Not paid","2012","66 and older","16","","",""
"Acclaimed","2013","16-34 y.","1413","0.50061971191042","0.482327053971892","0.518912369848949"
"Acclaimed","2013","35-65 y.","4179","0.514095783473555","0.503244861478013","0.524946705469098"
"Acclaimed","2013","66 and older","12","","",""
"Partly, partly","2013","16-34 y.","654","0.23024771247345","0.21484559970432","0.24564982524258"
"Partly, partly","2013","35-65 y.","1554","0.199653523261297","0.190974980760581","0.208332065762013"
"Partly, partly","2013","66 and older","2","","",""
"Paid","2013","16-34 y.","402","0.121263940638114","0.109321249373061","0.133206631903168"
"Paid","2013","35-65 y.","998","0.110732551894429","0.103919791131496","0.117545312657362"
"Paid","2013","66 and older","7","","",""
"Not paid","2013","16-34 y.","401","0.147868634978016","0.134881945688122","0.160855324267909"
"Not paid","2013","35-65 y.","1419","0.175518141370719","0.167259267295287","0.18377701544615"
"Not paid","2013","66 and older","10","","",""
"Acclaimed","2014","16-34 y.","1255","0.521984164146483","0.502391719618747","0.541576608674218"
"Acclaimed","2014","35-65 y.","3826","0.503112369852112","0.491821544295784","0.514403195408439"
"Acclaimed","2014","66 and older","12","","",""
"Partly, partly","2014","16-34 y.","568","0.229602076327082","0.213105862505851","0.246098290148312"
"Partly, partly","2014","35-65 y.","1595","0.216978189960881","0.207670132025718","0.226286247896043"
"Partly, partly","2014","66 and older","6","","",""
"Paid","2014","16-34 y.","337","0.114078924308589","0.101609711261432","0.126548137355746"
"Paid","2014","35-65 y.","847","0.109292087158043","0.102246355115166","0.116337819200919"
"Paid","2014","66 and older","14","","",""
"Not paid","2014","16-34 y.","337","0.134334835217847","0.120959394093848","0.147710276341845"
"Not paid","2014","35-65 y.","1265","0.170617353028965","0.162122552615237","0.179112153442693"
"Not paid","2014","66 and older","12","","",""
"Acclaimed","2015","16-34 y.","","","",""
"Acclaimed","2015","35-65 y.","","","",""
"Acclaimed","2015","66 and older","","","",""
"Partly, partly","2015","16-34 y.","","","",""
"Partly, partly","2015","35-65 y.","","","",""
"Partly, partly","2015","66 and older","","","",""
"Paid","2015","16-34 y.","","","",""
"Paid","2015","35-65 y.","","","",""
"Paid","2015","66 and older","","","",""
"Not paid","2015","16-34 y.","","","",""
"Not paid","2015","35-65 y.","","","",""
"Not paid","2015","66 and older","","","",""
"Acclaimed","2016","16-34 y.","","","",""
"Acclaimed","2016","35-65 y.","","","",""
"Acclaimed","2016","66 and older","","","",""
"Partly, partly","2016","16-34 y.","","","",""
"Partly, partly","2016","35-65 y.","","","",""
"Partly, partly","2016","66 and older","","","",""
"Paid","2016","16-34 y.","","","",""
"Paid","2016","35-65 y.","","","",""
"Paid","2016","66 and older","","","",""
"Not paid","2016","16-34 y.","","","",""
"Not paid","2016","35-65 y.","","","",""
"Not paid","2016","66 and older","","","",""
"Acclaimed","2017","16-34 y.","","","",""
"Acclaimed","2017","35-65 y.","","","",""
"Acclaimed","2017","66 and older","","","",""
"Partly, partly","2017","16-34 y.","","","",""
"Partly, partly","2017","35-65 y.","","","",""
"Partly, partly","2017","66 and older","","","",""
