"plb0195_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Paid","1984","Employed","(1a) inadequately completed","243","0.75847783188822","0.709883020104188","0.807072643672251"
"Paid","1984","Employed","(1b) general elementary school","425","0.510191312855962","0.473472564769037","0.546910060942886"
"Paid","1984","Employed","(1c) basic vocational qualification","836","0.436407890803707","0.413535162704865","0.459280618902549"
"Paid","1984","Employed","(2b) intermediate general qualification","23","","",""
"Paid","1984","Employed","(2a) intermediate vocational","129","0.194553280439923","0.164237753005934","0.224868807873912"
"Paid","1984","Employed","(2c_gen) general maturity certificate","45","0.421173690497556","0.311600189447992","0.53074719154712"
"Paid","1984","Employed","(2c_voc) vocational maturity certificate","54","0.182332351834998","0.129085653876873","0.235579049793123"
"Paid","1984","Employed","(3a) lower tertiary education","26","","",""
"Paid","1984","Employed","(3b) higher tertiary education","40","0.122528962115248","0.0833450563004721","0.161712867930025"
"Not paid","1984","Not Employed","(0) in school","","","",""
"Not paid","1984","Not Employed","(1a) inadequately completed","1","","",""
"Not paid","1984","Not Employed","(1b) general elementary school","3","","",""
"Not paid","1984","Not Employed","(1c) basic vocational qualification","4","","",""
"Not paid","1984","Not Employed","(2b) intermediate general qualification","1","","",""
"Not paid","1984","Not Employed","(2a) intermediate vocational","1","","",""
"Not paid","1984","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Not paid","1984","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1984","Not Employed","(3a) lower tertiary education","","","",""
"Not paid","1984","Not Employed","(3b) higher tertiary education","6","","",""
"Not paid","1984","Employed","(0) in school","1","","",""
"Not paid","1984","Employed","(1a) inadequately completed","14","","",""
"Not paid","1984","Employed","(1b) general elementary school","99","0.167313431013364","0.139896788038372","0.194730073988355"
"Not paid","1984","Employed","(1c) basic vocational qualification","300","0.172649708346286","0.155218927014665","0.190080489677908"
"Not paid","1984","Employed","(2b) intermediate general qualification","24","","",""
"Not paid","1984","Employed","(2a) intermediate vocational","189","0.29722203162507","0.262221309125547","0.332222754124593"
"Not paid","1984","Employed","(2c_gen) general maturity certificate","9","","",""
"Not paid","1984","Employed","(2c_voc) vocational maturity certificate","63","0.366515451459088","0.300066740020268","0.432964162897908"
"Not paid","1984","Employed","(3a) lower tertiary education","69","0.47647549788533","0.396548913513089","0.55640208225757"
"Not paid","1984","Employed","(3b) higher tertiary education","164","0.65362295566675","0.596762524276963","0.710483387056537"
"Acclaimed","1985","Not Employed","(0) in school","","","",""
"Acclaimed","1985","Not Employed","(1a) inadequately completed","","","",""
"Acclaimed","1985","Not Employed","(1b) general elementary school","1","","",""
"Acclaimed","1985","Not Employed","(1c) basic vocational qualification","2","","",""
"Acclaimed","1985","Not Employed","(2b) intermediate general qualification","4","","",""
"Acclaimed","1985","Not Employed","(2a) intermediate vocational","3","","",""
"Acclaimed","1985","Not Employed","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1985","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1985","Not Employed","(3a) lower tertiary education","1","","",""
"Acclaimed","1985","Not Employed","(3b) higher tertiary education","","","",""
"Acclaimed","1985","Employed","(0) in school","","","",""
"Acclaimed","1985","Employed","(1a) inadequately completed","13","","",""
"Acclaimed","1985","Employed","(1b) general elementary school","98","0.216884016385776","0.182627948320322","0.25114008445123"
"Acclaimed","1985","Employed","(1c) basic vocational qualification","372","0.257662910054881","0.235798503659734","0.279527316450027"
"Acclaimed","1985","Employed","(2b) intermediate general qualification","44","0.400422485157968","0.308856611048485","0.49198835926745"
"Acclaimed","1985","Employed","(2a) intermediate vocational","218","0.358694431940501","0.320602388793494","0.396786475087509"
"Acclaimed","1985","Employed","(2c_gen) general maturity certificate","20","","",""
"Acclaimed","1985","Employed","(2c_voc) vocational maturity certificate","53","0.36494368719567","0.2925763359819","0.437311038409439"
"Acclaimed","1985","Employed","(3a) lower tertiary education","32","0.234014793423241","0.162595910315649","0.305433676530833"
"Acclaimed","1985","Employed","(3b) higher tertiary education","34","0.139450216854138","0.0985072470733433","0.180393186634932"
"Partly, partly","1985","Not Employed","(0) in school","","","",""
"Partly, partly","1985","Not Employed","(1a) inadequately completed","","","",""
"Partly, partly","1985","Not Employed","(1b) general elementary school","","","",""
"Partly, partly","1985","Not Employed","(1c) basic vocational qualification","1","","",""
"Partly, partly","1985","Not Employed","(2b) intermediate general qualification","","","",""
"Partly, partly","1985","Not Employed","(2a) intermediate vocational","1","","",""
"Partly, partly","1985","Not Employed","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1985","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1985","Not Employed","(3a) lower tertiary education","","","",""
"Partly, partly","1985","Not Employed","(3b) higher tertiary education","1","","",""
"Partly, partly","1985","Employed","(0) in school","","","",""
"Partly, partly","1985","Employed","(1a) inadequately completed","12","","",""
"Partly, partly","1985","Employed","(1b) general elementary school","53","0.115654119586565","0.0890712214430262","0.142237017730103"
"Partly, partly","1985","Employed","(1c) basic vocational qualification","170","0.112228429090372","0.0964482031906925","0.128008654990052"
"Partly, partly","1985","Employed","(2b) intermediate general qualification","12","","",""
"Partly, partly","1985","Employed","(2a) intermediate vocational","81","0.133049744998434","0.106075856539159","0.16002363345771"
"Partly, partly","1985","Employed","(2c_gen) general maturity certificate","4","","",""
"Partly, partly","1985","Employed","(2c_voc) vocational maturity certificate","15","","",""
"Partly, partly","1985","Employed","(3a) lower tertiary education","15","","",""
"Partly, partly","1985","Employed","(3b) higher tertiary education","38","0.137297171386948","0.0966207113817803","0.177973631392115"
"Paid","1985","Not Employed","(0) in school","","","",""
"Paid","1985","Not Employed","(1a) inadequately completed","","","",""
"Paid","1985","Not Employed","(1b) general elementary school","4","","",""
"Paid","1985","Not Employed","(1c) basic vocational qualification","11","","",""
"Paid","1985","Not Employed","(2b) intermediate general qualification","","","",""
"Paid","1985","Not Employed","(2a) intermediate vocational","4","","",""
"Paid","1985","Not Employed","(2c_gen) general maturity certificate","","","",""
"Paid","1985","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Paid","1985","Not Employed","(3a) lower tertiary education","","","",""
"Paid","1985","Not Employed","(3b) higher tertiary education","3","","",""
"Paid","1985","Employed","(0) in school","","","",""
"Paid","1985","Employed","(1a) inadequately completed","151","0.710698655918794","0.646053622892392","0.775343688945196"
"Paid","1985","Employed","(1b) general elementary school","344","0.534835686292432","0.493376184541405","0.576295188043459"
"Paid","1985","Employed","(1c) basic vocational qualification","684","0.417698106768152","0.393042453625108","0.442353759911197"
"Paid","1985","Employed","(2b) intermediate general qualification","28","","",""
"Paid","1985","Employed","(2a) intermediate vocational","126","0.192023453997796","0.160739909017609","0.223306998977982"
"Paid","1985","Employed","(2c_gen) general maturity certificate","24","","",""
"Paid","1985","Employed","(2c_voc) vocational maturity certificate","49","0.210559029432814","0.149271742525391","0.271846316340236"
"Paid","1985","Employed","(3a) lower tertiary education","19","","",""
"Paid","1985","Employed","(3b) higher tertiary education","30","0.0871008688490212","0.0537732424219504","0.120428495276092"
"Not paid","1985","Not Employed","(0) in school","1","","",""
"Not paid","1985","Not Employed","(1a) inadequately completed","","","",""
"Not paid","1985","Not Employed","(1b) general elementary school","4","","",""
"Not paid","1985","Not Employed","(1c) basic vocational qualification","5","","",""
"Not paid","1985","Not Employed","(2b) intermediate general qualification","","","",""
"Not paid","1985","Not Employed","(2a) intermediate vocational","2","","",""
"Not paid","1985","Not Employed","(2c_gen) general maturity certificate","","","",""
"Not paid","1985","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Not paid","1985","Not Employed","(3a) lower tertiary education","","","",""
"Not paid","1985","Not Employed","(3b) higher tertiary education","1","","",""
"Not paid","1985","Employed","(0) in school","","","",""
"Not paid","1985","Employed","(1a) inadequately completed","13","","",""
"Not paid","1985","Employed","(1b) general elementary school","61","0.132626177735227","0.104434009563695","0.160818345906759"
"Not paid","1985","Employed","(1c) basic vocational qualification","311","0.212410554086595","0.191962633630002","0.232858474543188"
"Not paid","1985","Employed","(2b) intermediate general qualification","26","","",""
"Not paid","1985","Employed","(2a) intermediate vocational","184","0.316232369063269","0.279300875255537","0.353163862871001"
"Not paid","1985","Employed","(2c_gen) general maturity certificate","10","","",""
"Not paid","1985","Employed","(2c_voc) vocational maturity certificate","53","0.349712533294873","0.27802693392029","0.421398132669457"
"Not paid","1985","Employed","(3a) lower tertiary education","69","0.522933643792385","0.438678990897183","0.607188296687586"
"Not paid","1985","Employed","(3b) higher tertiary education","173","0.636151742909893","0.579289726774279","0.693013759045508"
"Acclaimed","1986","Not Employed","(0) in school","","","",""
"Acclaimed","1986","Not Employed","(1a) inadequately completed","","","",""
"Acclaimed","1986","Not Employed","(1b) general elementary school","1","","",""
"Acclaimed","1986","Not Employed","(1c) basic vocational qualification","2","","",""
"Acclaimed","1986","Not Employed","(2b) intermediate general qualification","1","","",""
"Acclaimed","1986","Not Employed","(2a) intermediate vocational","3","","",""
"Acclaimed","1986","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Acclaimed","1986","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Acclaimed","1986","Not Employed","(3a) lower tertiary education","1","","",""
"Acclaimed","1986","Not Employed","(3b) higher tertiary education","","","",""
"Acclaimed","1986","Employed","(0) in school","","","",""
"Acclaimed","1986","Employed","(1a) inadequately completed","22","","",""
"Acclaimed","1986","Employed","(1b) general elementary school","103","0.231881479182612","0.19680161972721","0.266961338638015"
"Acclaimed","1986","Employed","(1c) basic vocational qualification","402","0.297321126435105","0.27367208874378","0.320970164126431"
"Acclaimed","1986","Employed","(2b) intermediate general qualification","44","0.442686161806228","0.345817056026953","0.539555267585504"
"Acclaimed","1986","Employed","(2a) intermediate vocational","232","0.4157015043282","0.375242159544666","0.456160849111734"
"Acclaimed","1986","Employed","(2c_gen) general maturity certificate","19","","",""
"Acclaimed","1986","Employed","(2c_voc) vocational maturity certificate","50","0.339679497132946","0.267634122323412","0.41172487194248"
"Acclaimed","1986","Employed","(3a) lower tertiary education","38","0.304266312733997","0.220538923702009","0.387993701765985"
"Acclaimed","1986","Employed","(3b) higher tertiary education","38","0.166527656623446","0.118691209935956","0.214364103310935"
"Partly, partly","1986","Not Employed","(0) in school","1","","",""
"Partly, partly","1986","Not Employed","(1a) inadequately completed","","","",""
"Partly, partly","1986","Not Employed","(1b) general elementary school","","","",""
"Partly, partly","1986","Not Employed","(1c) basic vocational qualification","1","","",""
"Partly, partly","1986","Not Employed","(2b) intermediate general qualification","1","","",""
"Partly, partly","1986","Not Employed","(2a) intermediate vocational","1","","",""
"Partly, partly","1986","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1986","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1986","Not Employed","(3a) lower tertiary education","","","",""
"Partly, partly","1986","Not Employed","(3b) higher tertiary education","","","",""
"Partly, partly","1986","Employed","(0) in school","","","",""
"Partly, partly","1986","Employed","(1a) inadequately completed","13","","",""
"Partly, partly","1986","Employed","(1b) general elementary school","46","0.0883724831435535","0.0647797672915074","0.1119651989956"
"Partly, partly","1986","Employed","(1c) basic vocational qualification","178","0.129939143619756","0.112542440355485","0.147335846884028"
"Partly, partly","1986","Employed","(2b) intermediate general qualification","13","","",""
"Partly, partly","1986","Employed","(2a) intermediate vocational","77","0.131367696383235","0.10363622305699","0.159099169709479"
"Partly, partly","1986","Employed","(2c_gen) general maturity certificate","8","","",""
"Partly, partly","1986","Employed","(2c_voc) vocational maturity certificate","19","","",""
"Partly, partly","1986","Employed","(3a) lower tertiary education","12","","",""
"Partly, partly","1986","Employed","(3b) higher tertiary education","23","","",""
"Paid","1986","Not Employed","(0) in school","2","","",""
"Paid","1986","Not Employed","(1a) inadequately completed","3","","",""
"Paid","1986","Not Employed","(1b) general elementary school","8","","",""
"Paid","1986","Not Employed","(1c) basic vocational qualification","5","","",""
"Paid","1986","Not Employed","(2b) intermediate general qualification","1","","",""
"Paid","1986","Not Employed","(2a) intermediate vocational","","","",""
"Paid","1986","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Paid","1986","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Paid","1986","Not Employed","(3a) lower tertiary education","","","",""
"Paid","1986","Not Employed","(3b) higher tertiary education","1","","",""
"Paid","1986","Employed","(0) in school","","","",""
"Paid","1986","Employed","(1a) inadequately completed","149","0.685920611511456","0.619923042993539","0.751918180029372"
"Paid","1986","Employed","(1b) general elementary school","351","0.571094594945828","0.529956376518317","0.612232813373339"
"Paid","1986","Employed","(1c) basic vocational qualification","677","0.445506579703347","0.419790935974314","0.47122222343238"
"Paid","1986","Employed","(2b) intermediate general qualification","25","","",""
"Paid","1986","Employed","(2a) intermediate vocational","127","0.215554385433308","0.181796866929896","0.24931190393672"
"Paid","1986","Employed","(2c_gen) general maturity certificate","26","","",""
"Paid","1986","Employed","(2c_voc) vocational maturity certificate","54","0.25788341291231","0.191334368937076","0.324432456887545"
"Paid","1986","Employed","(3a) lower tertiary education","15","","",""
"Paid","1986","Employed","(3b) higher tertiary education","29","","",""
"Not paid","1986","Not Employed","(0) in school","","","",""
"Not paid","1986","Not Employed","(1a) inadequately completed","1","","",""
"Not paid","1986","Not Employed","(1b) general elementary school","","","",""
"Not paid","1986","Not Employed","(1c) basic vocational qualification","2","","",""
"Not paid","1986","Not Employed","(2b) intermediate general qualification","","","",""
"Not paid","1986","Not Employed","(2a) intermediate vocational","2","","",""
"Not paid","1986","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Not paid","1986","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1986","Not Employed","(3a) lower tertiary education","2","","",""
"Not paid","1986","Not Employed","(3b) higher tertiary education","2","","",""
"Not paid","1986","Employed","(0) in school","","","",""
"Not paid","1986","Employed","(1a) inadequately completed","6","","",""
"Not paid","1986","Employed","(1b) general elementary school","56","0.108651442728006","0.0827840756021399","0.134518809853872"
"Not paid","1986","Employed","(1c) basic vocational qualification","178","0.127233150241791","0.109991794940192","0.14447450554339"
"Not paid","1986","Employed","(2b) intermediate general qualification","19","","",""
"Not paid","1986","Employed","(2a) intermediate vocational","134","0.237376413855258","0.202447541760386","0.27230528595013"
"Not paid","1986","Employed","(2c_gen) general maturity certificate","16","","",""
"Not paid","1986","Employed","(2c_voc) vocational maturity certificate","43","0.278363882999192","0.210183471118752","0.346544294879632"
"Not paid","1986","Employed","(3a) lower tertiary education","51","0.458429993948296","0.367755965565458","0.549104022331133"
"Not paid","1986","Employed","(3b) higher tertiary education","143","0.630788153788499","0.568822689464265","0.692753618112734"
"Acclaimed","1987","Not Employed","(0) in school","","","",""
"Acclaimed","1987","Not Employed","(1a) inadequately completed","","","",""
"Acclaimed","1987","Not Employed","(1b) general elementary school","","","",""
"Acclaimed","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Acclaimed","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Acclaimed","1987","Not Employed","(2a) intermediate vocational","","","",""
"Acclaimed","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1987","Not Employed","(3a) lower tertiary education","","","",""
"Acclaimed","1987","Not Employed","(3b) higher tertiary education","","","",""
"Acclaimed","1987","Employed","(0) in school","","","",""
"Acclaimed","1987","Employed","(1a) inadequately completed","","","",""
"Acclaimed","1987","Employed","(1b) general elementary school","","","",""
"Acclaimed","1987","Employed","(1c) basic vocational qualification","","","",""
"Acclaimed","1987","Employed","(2b) intermediate general qualification","","","",""
"Acclaimed","1987","Employed","(2a) intermediate vocational","","","",""
"Acclaimed","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1987","Employed","(3a) lower tertiary education","","","",""
"Acclaimed","1987","Employed","(3b) higher tertiary education","","","",""
"Partly, partly","1987","Not Employed","(0) in school","","","",""
"Partly, partly","1987","Not Employed","(1a) inadequately completed","","","",""
"Partly, partly","1987","Not Employed","(1b) general elementary school","","","",""
"Partly, partly","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Partly, partly","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Partly, partly","1987","Not Employed","(2a) intermediate vocational","","","",""
"Partly, partly","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1987","Not Employed","(3a) lower tertiary education","","","",""
"Partly, partly","1987","Not Employed","(3b) higher tertiary education","","","",""
"Partly, partly","1987","Employed","(0) in school","","","",""
"Partly, partly","1987","Employed","(1a) inadequately completed","","","",""
"Partly, partly","1987","Employed","(1b) general elementary school","","","",""
"Partly, partly","1987","Employed","(1c) basic vocational qualification","","","",""
"Partly, partly","1987","Employed","(2b) intermediate general qualification","","","",""
"Partly, partly","1987","Employed","(2a) intermediate vocational","","","",""
"Partly, partly","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1987","Employed","(3a) lower tertiary education","","","",""
"Partly, partly","1987","Employed","(3b) higher tertiary education","","","",""
"Paid","1987","Not Employed","(0) in school","","","",""
"Paid","1987","Not Employed","(1a) inadequately completed","","","",""
"Paid","1987","Not Employed","(1b) general elementary school","","","",""
"Paid","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Paid","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Paid","1987","Not Employed","(2a) intermediate vocational","","","",""
"Paid","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Paid","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Paid","1987","Not Employed","(3a) lower tertiary education","","","",""
"Paid","1987","Not Employed","(3b) higher tertiary education","","","",""
"Paid","1987","Employed","(0) in school","","","",""
"Paid","1987","Employed","(1a) inadequately completed","","","",""
"Paid","1987","Employed","(1b) general elementary school","","","",""
"Paid","1987","Employed","(1c) basic vocational qualification","","","",""
"Paid","1987","Employed","(2b) intermediate general qualification","","","",""
"Paid","1987","Employed","(2a) intermediate vocational","","","",""
"Paid","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Paid","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Paid","1987","Employed","(3a) lower tertiary education","","","",""
"Paid","1987","Employed","(3b) higher tertiary education","","","",""
"Not paid","1987","Not Employed","(0) in school","","","",""
"Not paid","1987","Not Employed","(1a) inadequately completed","","","",""
"Not paid","1987","Not Employed","(1b) general elementary school","","","",""
"Not paid","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Not paid","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Not paid","1987","Not Employed","(2a) intermediate vocational","","","",""
"Not paid","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Not paid","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1987","Not Employed","(3a) lower tertiary education","","","",""
"Not paid","1987","Not Employed","(3b) higher tertiary education","","","",""
"Not paid","1987","Employed","(0) in school","","","",""
"Not paid","1987","Employed","(1a) inadequately completed","","","",""
"Not paid","1987","Employed","(1b) general elementary school","","","",""
"Not paid","1987","Employed","(1c) basic vocational qualification","","","",""
"Not paid","1987","Employed","(2b) intermediate general qualification","","","",""
"Not paid","1987","Employed","(2a) intermediate vocational","","","",""
"Not paid","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Not paid","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1987","Employed","(3a) lower tertiary education","","","",""
"Not paid","1987","Employed","(3b) higher tertiary education","","","",""
"Acclaimed","1988","Not Employed","(0) in school","","","",""
"Acclaimed","1988","Not Employed","(1a) inadequately completed","","","",""
"Acclaimed","1988","Not Employed","(1b) general elementary school","1","","",""
"Acclaimed","1988","Not Employed","(1c) basic vocational qualification","4","","",""
"Acclaimed","1988","Not Employed","(2b) intermediate general qualification","1","","",""
"Acclaimed","1988","Not Employed","(2a) intermediate vocational","2","","",""
"Acclaimed","1988","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Acclaimed","1988","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Acclaimed","1988","Not Employed","(3a) lower tertiary education","","","",""
"Acclaimed","1988","Not Employed","(3b) higher tertiary education","2","","",""
"Acclaimed","1988","Employed","(0) in school","","","",""
"Acclaimed","1988","Employed","(1a) inadequately completed","20","","",""
"Acclaimed","1988","Employed","(1b) general elementary school","113","0.26630539328352","0.22949750916614","0.303113277400901"
"Acclaimed","1988","Employed","(1c) basic vocational qualification","406","0.320374148661217","0.295674371153694","0.345073926168739"
"Acclaimed","1988","Employed","(2b) intermediate general qualification","51","0.411853596611186","0.32305190443801","0.500655288784362"
"Acclaimed","1988","Employed","(2a) intermediate vocational","246","0.440751199893781","0.399409103925067","0.482093295862496"
"Acclaimed","1988","Employed","(2c_gen) general maturity certificate","20","","",""
"Acclaimed","1988","Employed","(2c_voc) vocational maturity certificate","56","0.376781533350375","0.304151708447213","0.449411358253537"
"Acclaimed","1988","Employed","(3a) lower tertiary education","30","0.239306842048984","0.160289686385768","0.3183239977122"
"Acclaimed","1988","Employed","(3b) higher tertiary education","46","0.179533055053325","0.13137644218796","0.22768966791869"
"Partly, partly","1988","Not Employed","(0) in school","","","",""
"Partly, partly","1988","Not Employed","(1a) inadequately completed","","","",""
"Partly, partly","1988","Not Employed","(1b) general elementary school","","","",""
"Partly, partly","1988","Not Employed","(1c) basic vocational qualification","","","",""
"Partly, partly","1988","Not Employed","(2b) intermediate general qualification","1","","",""
"Partly, partly","1988","Not Employed","(2a) intermediate vocational","","","",""
"Partly, partly","1988","Not Employed","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1988","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1988","Not Employed","(3a) lower tertiary education","","","",""
"Partly, partly","1988","Not Employed","(3b) higher tertiary education","1","","",""
"Partly, partly","1988","Employed","(0) in school","","","",""
"Partly, partly","1988","Employed","(1a) inadequately completed","13","","",""
"Partly, partly","1988","Employed","(1b) general elementary school","51","0.10226422067834","0.0770335187820613","0.12749492257462"
"Partly, partly","1988","Employed","(1c) basic vocational qualification","188","0.142346302139758","0.123851127322728","0.160841476956787"
"Partly, partly","1988","Employed","(2b) intermediate general qualification","13","","",""
"Partly, partly","1988","Employed","(2a) intermediate vocational","72","0.1191066233976","0.0921340218173764","0.146079224977823"
"Partly, partly","1988","Employed","(2c_gen) general maturity certificate","6","","",""
"Partly, partly","1988","Employed","(2c_voc) vocational maturity certificate","31","0.182521372044766","0.124625832994561","0.240416911094972"
"Partly, partly","1988","Employed","(3a) lower tertiary education","15","","",""
"Partly, partly","1988","Employed","(3b) higher tertiary education","27","","",""
"Paid","1988","Not Employed","(0) in school","","","",""
"Paid","1988","Not Employed","(1a) inadequately completed","2","","",""
"Paid","1988","Not Employed","(1b) general elementary school","3","","",""
"Paid","1988","Not Employed","(1c) basic vocational qualification","7","","",""
"Paid","1988","Not Employed","(2b) intermediate general qualification","2","","",""
"Paid","1988","Not Employed","(2a) intermediate vocational","2","","",""
"Paid","1988","Not Employed","(2c_gen) general maturity certificate","","","",""
"Paid","1988","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Paid","1988","Not Employed","(3a) lower tertiary education","1","","",""
"Paid","1988","Not Employed","(3b) higher tertiary education","1","","",""
"Paid","1988","Employed","(0) in school","1","","",""
"Paid","1988","Employed","(1a) inadequately completed","145","0.780964705792026","0.720877065261301","0.841052346322751"
"Paid","1988","Employed","(1b) general elementary school","356","0.564367520683036","0.523078522957538","0.605656518408535"
"Paid","1988","Employed","(1c) basic vocational qualification","618","0.420091094455329","0.39396460911979","0.446217579790868"
"Paid","1988","Employed","(2b) intermediate general qualification","31","0.24195592547919","0.164683873140272","0.319227977818109"
