"plb0195_h","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1994","no migration background","Female","280","0.156878393057256","0.13992589761237","0.173830888502143","4"
"Not paid","1994","direct migration background","Male","35","0.133653723428295","0.103946017894776","0.163361428961813","4"
"Not paid","1994","direct migration background","Female","19","","","","4"
"Not paid","1994","indirect migration background","Male","13","","","","4"
"Not paid","1994","indirect migration background","Female","12","","","","4"
"Paid","1994","no migration background","Female","322","0.200395282882573","0.181736282154603","0.219054283610544","3"
"Paid","1994","no migration background","Male","783","0.312872407651805","0.294649716074085","0.331095099229526","3"
"Paid","1994","direct migration background","Female","105","0.318184637667642","0.262420667146214","0.37394860818907","3"
"Paid","1994","direct migration background","Male","300","0.542981172376192","0.49949088732599","0.586471457426395","3"
"Paid","1994","indirect migration background","Male","39","0.41825653291904","0.318004372413223","0.518508693424856","3"
"Paid","1994","indirect migration background","Female","24","","","","3"
"Partly, partly","1994","no migration background","Female","263","0.13933746696395","0.123195466147159","0.155479467780741","2"
"Partly, partly","1994","no migration background","Male","509","0.197826023777657","0.182169829793636","0.213482217761678","2"
"Partly, partly","1994","direct migration background","Female","33","0.135259703581992","0.0943140546621452","0.176205352501839","2"
"Partly, partly","1994","direct migration background","Male","70","0.142168684106053","0.111680206234503","0.172657161977603","2"
"Partly, partly","1994","indirect migration background","Male","24","","","","2"
"Partly, partly","1994","indirect migration background","Female","7","","","","2"
"Acclaimed","1995","no migration background","Male","772","0.305434284586973","0.287543291220724","0.323325277953222","1"
"Acclaimed","1995","no migration background","Female","969","0.516553267521841","0.493750803616498","0.539355731427184","1"
"Acclaimed","1995","direct migration background","Female","133","0.451129556631659","0.397030215775726","0.505228897487591","1"
"Acclaimed","1995","direct migration background","Male","103","0.164214179049103","0.13542214418759","0.193006213910616","1"
"Acclaimed","1995","indirect migration background","Female","45","0.520135744426675","0.415155878125165","0.625115610728185","1"
"Acclaimed","1995","indirect migration background","Male","28","","","","1"
"Not paid","1995","no migration background","Female","273","0.155612455985566","0.139072170796678","0.172152741174454","4"
"Not paid","1995","no migration background","Male","441","0.181001631648103","0.166046106943777","0.195957156352429","4"
"Not paid","1995","direct migration background","Male","50","0.148311242147305","0.120689756954536","0.175932727340074","4"
"Not paid","1995","direct migration background","Female","28","","","","4"
"Not paid","1995","indirect migration background","Male","18","","","","4"
"Not paid","1995","indirect migration background","Female","9","","","","4"
"Paid","1995","no migration background","Male","790","0.303822662756385","0.285958242989859","0.32168708252291","3"
"Paid","1995","no migration background","Female","319","0.181682165224719","0.164088064962663","0.199276265486775","3"
"Paid","1995","direct migration background","Male","395","0.560789299163374","0.522218747679039","0.599359850647709","3"
"Paid","1995","direct migration background","Female","114","0.314046590863965","0.263586182411841","0.36450699931609","3"
"Paid","1995","indirect migration background","Male","41","0.30569279822464","0.217150689678875","0.394234906770405","3"
"Paid","1995","indirect migration background","Female","21","","","","3"
"Partly, partly","1995","no migration background","Female","284","0.146152111267874","0.130032940104067","0.162271282431681","2"
"Partly, partly","1995","no migration background","Male","543","0.209741421008539","0.193927280106547","0.225555561910532","2"
"Partly, partly","1995","direct migration background","Male","88","0.126685279640218","0.100834836005061","0.152535723275375","2"
"Partly, partly","1995","direct migration background","Female","50","0.131971666147347","0.0951745561409957","0.168768776153699","2"
"Partly, partly","1995","indirect migration background","Male","17","","","","2"
"Partly, partly","1995","indirect migration background","Female","12","","","","2"
"Acclaimed","1996","no migration background","Male","864","0.352161693057989","0.333445875323433","0.370877510792544","1"
"Acclaimed","1996","no migration background","Female","990","0.532988467376929","0.509850240643587","0.55612669411027","1"
"Acclaimed","1996","direct migration background","Female","139","0.493435072752977","0.437418060136856","0.549452085369098","1"
"Acclaimed","1996","direct migration background","Male","142","0.251188857611423","0.215553732140528","0.286823983082319","1"
"Acclaimed","1996","indirect migration background","Female","42","0.537053267545313","0.431669660699807","0.64243687439082","1"
"Acclaimed","1996","indirect migration background","Male","35","0.366800374020967","0.276739333933199","0.456861414108734","1"
"Not paid","1996","no migration background","Male","434","0.180916535743133","0.165832843974726","0.196000227511541","4"
"Not paid","1996","no migration background","Female","271","0.149957411657495","0.133399266936059","0.166515556378931","4"
"Not paid","1996","direct migration background","Male","35","0.125055244793855","0.0978762600894858","0.152234229498224","4"
"Not paid","1996","direct migration background","Female","32","0.119448954666492","0.0831113895524664","0.155786519780518","4"
"Not paid","1996","indirect migration background","Male","12","","","","4"
"Not paid","1996","indirect migration background","Female","11","","","","4"
"Paid","1996","no migration background","Female","283","0.163832189215754","0.146666798094437","0.180997580337071","3"
"Paid","1996","no migration background","Male","729","0.279777020887672","0.262187907609173","0.297366134166171","3"
"Paid","1996","direct migration background","Female","102","0.278590142205034","0.228360360986809","0.32881992342326","3"
"Paid","1996","direct migration background","Male","304","0.484859330126411","0.44379518788707","0.525923472365751","3"
"Paid","1996","indirect migration background","Male","36","0.275224510696413","0.191760922521431","0.358688098871396","3"
"Paid","1996","indirect migration background","Female","18","","","","3"
"Partly, partly","1996","no migration background","Female","242","0.153221931749822","0.136516695149529","0.169927168350116","2"
"Partly, partly","1996","no migration background","Male","475","0.187144750311206","0.171862057971345","0.202427442651067","2"
"Partly, partly","1996","direct migration background","Female","33","0.108525830375497","0.0736753861264985","0.143376274624495","2"
"Partly, partly","1996","direct migration background","Male","88","0.138896567468311","0.110480408437051","0.167312726499571","2"
"Partly, partly","1996","indirect migration background","Male","27","","","","2"
"Partly, partly","1996","indirect migration background","Female","15","","","","2"
"Acclaimed","1997","no migration background","Male","778","0.360787835296877","0.340738925836735","0.380836744757018","1"
"Acclaimed","1997","no migration background","Female","843","0.558675539997852","0.533696770913008","0.583654309082696","1"
"Acclaimed","1997","direct migration background","Male","141","0.29310698099821","0.251734502199063","0.334479459797357","1"
"Acclaimed","1997","direct migration background","Female","114","0.537293262996122","0.470953054352014","0.603633471640229","1"
"Acclaimed","1997","indirect migration background","Male","44","0.494421192378719","0.401827362213249","0.587015022544189","1"
"Acclaimed","1997","indirect migration background","Female","49","0.564598366376179","0.459809847695582","0.669386885056775","1"
"Not paid","1997","no migration background","Male","429","0.214775927687497","0.197631148334309","0.231920707040685","4"
"Not paid","1997","no migration background","Female","253","0.165806356155034","0.147097543288691","0.184515169021376","4"
"Not paid","1997","direct migration background","Male","47","0.182980772602948","0.14783763915456","0.218123906051335","4"
"Not paid","1997","direct migration background","Female","28","","","","4"
"Not paid","1997","indirect migration background","Male","13","","","","4"
"Not paid","1997","indirect migration background","Female","12","","","","4"
"Paid","1997","no migration background","Male","448","0.186568735046176","0.170304929996979","0.202832540095373","3"
"Paid","1997","no migration background","Female","172","0.109547896210482","0.093836328976105","0.125259463444858","3"
"Paid","1997","direct migration background","Female","46","0.140167116344317","0.0939770784410131","0.18635715424762","3"
"Paid","1997","direct migration background","Male","172","0.322522611437366","0.280036292909308","0.365008929965424","3"
"Paid","1997","indirect migration background","Male","26","","","","3"
"Paid","1997","indirect migration background","Female","13","","","","3"
"Partly, partly","1997","no migration background","Male","549","0.237867501969451","0.220091868272636","0.255643135666266","2"
"Partly, partly","1997","no migration background","Female","250","0.165970207636633","0.147253991317031","0.184686423956235","2"
"Partly, partly","1997","direct migration background","Male","105","0.201389634961477","0.164938786381757","0.237840483541197","2"
"Partly, partly","1997","direct migration background","Female","29","","","","2"
"Partly, partly","1997","indirect migration background","Male","29","","","","2"
"Partly, partly","1997","indirect migration background","Female","12","","","","2"
"Acclaimed","1998","no migration background","Male","949","0.389280665628613","0.370171422022656","0.40838990923457","1"
"Acclaimed","1998","no migration background","Female","945","0.547740943329607","0.524185175357205","0.57129671130201","1"
"Acclaimed","1998","direct migration background","Female","118","0.502859642883388","0.436181404602119","0.569537881164658","1"
"Acclaimed","1998","direct migration background","Male","128","0.294679280472265","0.250657499939496","0.338701061005033","1"
"Acclaimed","1998","indirect migration background","Female","40","0.582801245219101","0.47266393505255","0.692938555385653","1"
"Acclaimed","1998","indirect migration background","Male","40","0.411848721602936","0.319453773504378","0.504243669701493","1"
"Not paid","1998","no migration background","Male","488","0.206564282949948","0.190698016864166","0.222430549035731","4"
"Not paid","1998","no migration background","Female","275","0.151528881421855","0.134558864734412","0.168498898109298","4"
"Not paid","1998","direct migration background","Male","45","0.173263325643538","0.136717615295135","0.209809035991941","4"
"Not paid","1998","direct migration background","Female","21","","","","4"
"Not paid","1998","indirect migration background","Male","14","","","","4"
"Not paid","1998","indirect migration background","Female","9","","","","4"
"Paid","1998","no migration background","Female","192","0.114320888231957","0.0992611638026334","0.129380612661281","3"
"Paid","1998","no migration background","Male","455","0.178569966142188","0.163559964414564","0.193579967869812","3"
"Paid","1998","direct migration background","Female","41","0.174652693040576","0.124020442925344","0.225284943155809","3"
