"plb0195_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Paid","1984","Schleswig-Holstein","no migration background","50","0.394646181805759","0.310300698412136","0.478991665199381","3"
"Paid","1984","Rhineland-Palatinate,Saarland","direct migration background","33","0.583262711507833","0.447953834374327","0.718571588641338","3"
"Paid","1984","Rhineland-Palatinate,Saarland","no migration background","80","0.370570272111359","0.306014099427253","0.435126444795464","3"
"Paid","1984","Baden-Württemberg","direct migration background","207","0.560547858336343","0.502204982232923","0.618890734439764","3"
"Paid","1984","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Paid","1984","Brandenburg","direct migration background","","","","","3"
"Paid","1984","Saxony","no migration background","","","","","3"
"Paid","1984","Bavaria","no migration background","166","0.274419818374266","0.238950998102391","0.309888638646141","3"
"Paid","1984","Hamburg","no migration background","29","","","","3"
"Paid","1984","Brandenburg","indirect migration background","","","","","3"
"Paid","1984","Saxony","direct migration background","","","","","3"
"Paid","1984","Hamburg","direct migration background","18","","","","3"
"Paid","1984","Hamburg","indirect migration background","","","","","3"
"Paid","1984","Lower Saxony","no migration background","120","0.316738744722584","0.27026991672872","0.363207572716447","3"
"Paid","1984","Lower Saxony","direct migration background","39","0.655054698877918","0.534776652444397","0.775332745311438","3"
"Paid","1984","Lower Saxony","indirect migration background","","","","","3"
"Paid","1984","Bremen","indirect migration background","","","","","3"
"Paid","1984","North Rhine-Westphalia","no migration background","292","0.356553307883976","0.323868974027051","0.389237641740901","3"
"Paid","1984","North Rhine-Westphalia","direct migration background","237","0.641811012002663","0.588778406560387","0.69484361744494","3"
"Paid","1984","Hesse","no migration background","89","0.293179163637632","0.241667131119426","0.344691196155839","3"
"Paid","1984","Hesse","direct migration background","101","0.617629148603221","0.541854168919341","0.693404128287101","3"
"Paid","1984","Baden-Württemberg","no migration background","197","0.379824316855598","0.338347638528523","0.421300995182672","3"
"Paid","1984","Bavaria","direct migration background","104","0.427323446169241","0.352519154888874","0.502127737449608","3"
"Paid","1984","Bavaria","indirect migration background","3","","","","3"
"Paid","1984","Berlin","no migration background","39","0.316315158293881","0.235116136705638","0.397514179882125","3"
"Paid","1984","Berlin","direct migration background","27","","","","3"
"Paid","1984","Berlin","indirect migration background","","","","","3"
"Paid","1984","Brandenburg","no migration background","","","","","3"
"Paid","1984","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Paid","1984","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Paid","1984","Saxony","indirect migration background","","","","","3"
"Paid","1984","Saxony-Anhalt","no migration background","","","","","3"
"Paid","1984","Saxony-Anhalt","direct migration background","","","","","3"
"Paid","1984","Saxony-Anhalt","indirect migration background","","","","","3"
"Paid","1984","Bremen","no migration background","12","","","","3"
"Paid","1984","Bremen","direct migration background","10","","","","3"
"Paid","1984","Thuringia","no migration background","","","","","3"
"Paid","1984","Thuringia","direct migration background","","","","","3"
"Paid","1984","Thuringia","indirect migration background","","","","","3"
"Partly, partly","1984","Lower Saxony","indirect migration background","","","","","2"
"Partly, partly","1984","Hamburg","no migration background","6","","","","2"
"Partly, partly","1984","Schleswig-Holstein","no migration background","14","","","","2"
"Partly, partly","1984","Schleswig-Holstein","direct migration background","1","","","","2"
"Partly, partly","1984","North Rhine-Westphalia","direct migration background","22","","","","2"
"Partly, partly","1984","Hamburg","direct migration background","5","","","","2"
"Partly, partly","1984","Schleswig-Holstein","indirect migration background","","","","","2"
"Partly, partly","1984","Lower Saxony","direct migration background","4","","","","2"
"Partly, partly","1984","Lower Saxony","no migration background","46","0.116172984188786","0.084165323445984","0.148180644931587","2"
"Partly, partly","1984","North Rhine-Westphalia","no migration background","102","0.118848331997223","0.096766098589372","0.140930565405074","2"
"Partly, partly","1984","Hamburg","indirect migration background","","","","","2"
"Partly, partly","1984","Hesse","indirect migration background","","","","","2"
"Partly, partly","1984","Rhineland-Palatinate,Saarland","no migration background","20","","","","2"
"Partly, partly","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Partly, partly","1984","Saxony-Anhalt","indirect migration background","","","","","2"
"Partly, partly","1984","Bremen","no migration background","1","","","","2"
"Partly, partly","1984","North Rhine-Westphalia","indirect migration background","","","","","2"
"Partly, partly","1984","Hesse","direct migration background","13","","","","2"
"Partly, partly","1984","Thuringia","no migration background","","","","","2"
"Partly, partly","1984","Bremen","direct migration background","","","","","2"
"Partly, partly","1984","Bremen","indirect migration background","","","","","2"
"Partly, partly","1984","Thuringia","indirect migration background","","","","","2"
"Partly, partly","1984","Hesse","no migration background","35","0.110039395721028","0.0746276812998015","0.145451110142255","2"
"Partly, partly","1984","Rhineland-Palatinate,Saarland","direct migration background","3","","","","2"
"Partly, partly","1984","Baden-Württemberg","no migration background","57","0.100845896256947","0.075112245695785","0.126579546818109","2"
"Partly, partly","1984","Baden-Württemberg","direct migration background","20","","","","2"
"Partly, partly","1984","Bavaria","direct migration background","15","","","","2"
"Partly, partly","1984","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Partly, partly","1984","Saxony","no migration background","","","","","2"
"Partly, partly","1984","Saxony","direct migration background","","","","","2"
"Partly, partly","1984","Saxony","indirect migration background","","","","","2"
"Partly, partly","1984","Saxony-Anhalt","no migration background","","","","","2"
"Partly, partly","1984","Saxony-Anhalt","direct migration background","","","","","2"
"Partly, partly","1984","Thuringia","direct migration background","","","","","2"
"Partly, partly","1984","Baden-Württemberg","indirect migration background","","","","","2"
"Partly, partly","1984","Bavaria","no migration background","84","0.136262414790178","0.108993035598777","0.163531793981578","2"
"Partly, partly","1984","Bavaria","indirect migration background","","","","","2"
"Partly, partly","1984","Berlin","indirect migration background","","","","","2"
"Partly, partly","1984","Brandenburg","no migration background","","","","","2"
"Partly, partly","1984","Brandenburg","direct migration background","","","","","2"
"Partly, partly","1984","Brandenburg","indirect migration background","","","","","2"
"Partly, partly","1984","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Partly, partly","1984","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Partly, partly","1984","Berlin","no migration background","13","","","","2"
"Partly, partly","1984","Berlin","direct migration background","1","","","","2"
"Acclaimed","1985","Schleswig-Holstein","no migration background","33","0.269995403211614","0.192167726354295","0.347823080068934","1"
"Acclaimed","1985","Schleswig-Holstein","direct migration background","5","","","","1"
"Acclaimed","1985","Schleswig-Holstein","indirect migration background","","","","","1"
"Acclaimed","1985","Hamburg","no migration background","27","","","","1"
"Acclaimed","1985","Hamburg","direct migration background","2","","","","1"
"Acclaimed","1985","Hamburg","indirect migration background","","","","","1"
"Acclaimed","1985","Lower Saxony","no migration background","106","0.320002070395665","0.269748805405199","0.370255335386132","1"
"Acclaimed","1985","Lower Saxony","direct migration background","5","","","","1"
"Acclaimed","1985","Lower Saxony","indirect migration background","","","","","1"
"Acclaimed","1985","Bremen","no migration background","5","","","","1"
"Acclaimed","1985","Bremen","direct migration background","","","","","1"
"Acclaimed","1985","Bremen","indirect migration background","","","","","1"
"Acclaimed","1985","North Rhine-Westphalia","no migration background","192","0.263663909094845","0.23191742618021","0.295410392009481","1"
"Acclaimed","1985","North Rhine-Westphalia","direct migration background","24","","","","1"
"Acclaimed","1985","North Rhine-Westphalia","indirect migration background","","","","","1"
"Acclaimed","1985","Hesse","no migration background","80","0.312370638976624","0.256464636846463","0.368276641106784","1"
"Acclaimed","1985","Hesse","direct migration background","15","","","","1"
"Acclaimed","1985","Hesse","indirect migration background","1","","","","1"
"Acclaimed","1985","Rhineland-Palatinate,Saarland","no migration background","43","0.2485494907635","0.185414740216734","0.311684241310267","1"
"Acclaimed","1985","Rhineland-Palatinate,Saarland","direct migration background","2","","","","1"
"Acclaimed","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Acclaimed","1985","Baden-Württemberg","no migration background","102","0.224337698869936","0.186744871255546","0.261930526484327","1"
"Acclaimed","1985","Baden-Württemberg","direct migration background","29","","","","1"
"Acclaimed","1985","Baden-Württemberg","indirect migration background","1","","","","1"
"Acclaimed","1985","Bavaria","no migration background","163","0.294763153042272","0.25658965961053","0.332936646474014","1"
"Acclaimed","1985","Bavaria","direct migration background","25","","","","1"
"Acclaimed","1985","Bavaria","indirect migration background","4","","","","1"
"Acclaimed","1985","Berlin","no migration background","38","0.375541733476437","0.281563166591725","0.469520300361148","1"
"Acclaimed","1985","Berlin","direct migration background","2","","","","1"
"Acclaimed","1985","Berlin","indirect migration background","","","","","1"
"Acclaimed","1985","Brandenburg","no migration background","","","","","1"
"Acclaimed","1985","Brandenburg","direct migration background","","","","","1"
"Acclaimed","1985","Brandenburg","indirect migration background","","","","","1"
"Acclaimed","1985","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Acclaimed","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Acclaimed","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Acclaimed","1985","Saxony","no migration background","","","","","1"
"Acclaimed","1985","Saxony","direct migration background","","","","","1"
"Acclaimed","1985","Saxony","indirect migration background","","","","","1"
"Acclaimed","1985","Saxony-Anhalt","no migration background","","","","","1"
"Acclaimed","1985","Saxony-Anhalt","direct migration background","","","","","1"
"Acclaimed","1985","Saxony-Anhalt","indirect migration background","","","","","1"
"Acclaimed","1985","Thuringia","no migration background","","","","","1"
"Acclaimed","1985","Thuringia","direct migration background","","","","","1"
"Acclaimed","1985","Thuringia","indirect migration background","","","","","1"
"Not paid","1985","North Rhine-Westphalia","indirect migration background","1","","","","4"
"Not paid","1985","Hesse","direct migration background","15","","","","4"
"Not paid","1985","Hesse","indirect migration background","","","","","4"
"Not paid","1985","Rhineland-Palatinate,Saarland","no migration background","50","0.270000793859698","0.205143988495758","0.334857599223638","4"
"Not paid","1985","Bremen","indirect migration background","","","","","4"
"Not paid","1985","North Rhine-Westphalia","no migration background","220","0.295477240599939","0.262604057239287","0.32835042396059","4"
"Not paid","1985","North Rhine-Westphalia","direct migration background","21","","","","4"
"Not paid","1985","Hesse","no migration background","83","0.308367255914219","0.252659196690387","0.364075315138051","4"
"Not paid","1985","Hamburg","indirect migration background","","","","","4"
"Not paid","1985","Lower Saxony","indirect migration background","","","","","4"
"Not paid","1985","Bremen","no migration background","4","","","","4"
"Not paid","1985","Bremen","direct migration background","","","","","4"
"Not paid","1985","Schleswig-Holstein","no migration background","24","","","","4"
"Not paid","1985","Schleswig-Holstein","direct migration background","","","","","4"
"Not paid","1985","Schleswig-Holstein","indirect migration background","","","","","4"
"Not paid","1985","Hamburg","no migration background","18","","","","4"
"Not paid","1985","Hamburg","direct migration background","5","","","","4"
"Not paid","1985","Lower Saxony","no migration background","96","0.28563444363778","0.236971358866366","0.334297528409194","4"
"Not paid","1985","Lower Saxony","direct migration background","3","","","","4"
"Not paid","1985","Rhineland-Palatinate,Saarland","direct migration background","2","","","","4"
"Not paid","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Not paid","1985","Baden-Württemberg","no migration background","147","0.307042216253935","0.265473180038289","0.348611252469581","4"
"Not paid","1985","Baden-Württemberg","direct migration background","19","","","","4"
"Not paid","1985","Baden-Württemberg","indirect migration background","1","","","","4"
"Not paid","1985","Bavaria","no migration background","169","0.313451264605801","0.274611328150643","0.35229120106096","4"
"Not paid","1985","Bavaria","direct migration background","15","","","","4"
"Not paid","1985","Bavaria","indirect migration background","4","","","","4"
"Not paid","1985","Berlin","no migration background","23","","","","4"
"Not paid","1985","Berlin","direct migration background","1","","","","4"
"Not paid","1985","Berlin","indirect migration background","","","","","4"
"Not paid","1985","Brandenburg","no migration background","","","","","4"
"Not paid","1985","Brandenburg","direct migration background","","","","","4"
"Not paid","1985","Brandenburg","indirect migration background","","","","","4"
"Not paid","1985","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Not paid","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Not paid","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Not paid","1985","Saxony","no migration background","","","","","4"
"Not paid","1985","Saxony","direct migration background","","","","","4"
"Not paid","1985","Saxony","indirect migration background","","","","","4"
"Not paid","1985","Saxony-Anhalt","no migration background","","","","","4"
"Not paid","1985","Saxony-Anhalt","direct migration background","","","","","4"
"Not paid","1985","Saxony-Anhalt","indirect migration background","","","","","4"
"Not paid","1985","Thuringia","no migration background","","","","","4"
"Not paid","1985","Thuringia","direct migration background","","","","","4"
"Not paid","1985","Thuringia","indirect migration background","","","","","4"
"Paid","1985","Schleswig-Holstein","no migration background","54","0.435103726922759","0.348192908241718","0.5220145456038","3"
"Paid","1985","Hesse","indirect migration background","1","","","","3"
"Paid","1985","Schleswig-Holstein","direct migration background","12","","","","3"
"Paid","1985","Hamburg","direct migration background","11","","","","3"
"Paid","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Paid","1985","Baden-Württemberg","direct migration background","152","0.535764263212414","0.470160650014957","0.601367876409871","3"
"Paid","1985","Bremen","indirect migration background","","","","","3"
"Paid","1985","North Rhine-Westphalia","indirect migration background","4","","","","3"
"Paid","1985","Schleswig-Holstein","indirect migration background","","","","","3"
"Paid","1985","Hesse","direct migration background","75","0.607447860351896","0.518199067931342","0.696696652772449","3"
"Paid","1985","Hamburg","indirect migration background","","","","","3"
"Paid","1985","Lower Saxony","no migration background","103","0.314386251511492","0.264370635071816","0.364401867951167","3"
"Paid","1985","Baden-Württemberg","no migration background","164","0.346883774119296","0.303988963948985","0.389778584289606","3"
"Paid","1985","Baden-Württemberg","indirect migration background","5","","","","3"
"Paid","1985","Bavaria","no migration background","149","0.270576673420173","0.233380966919466","0.30777237992088","3"
"Paid","1985","Bavaria","direct migration background","83","0.484056737850317","0.399756206067592","0.568357269633041","3"
"Paid","1985","Rhineland-Palatinate,Saarland","no migration background","66","0.356000501356962","0.286051759420138","0.425949243293786","3"
"Paid","1985","Rhineland-Palatinate,Saarland","direct migration background","23","","","","3"
"Paid","1985","Berlin","indirect migration background","","","","","3"
"Paid","1985","Brandenburg","no migration background","","","","","3"
"Paid","1985","Brandenburg","direct migration background","","","","","3"
"Paid","1985","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Paid","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Paid","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Paid","1985","Saxony","no migration background","","","","","3"
"Paid","1985","Saxony","direct migration background","","","","","3"
"Paid","1985","Hamburg","no migration background","22","","","","3"
"Paid","1985","Saxony","indirect migration background","","","","","3"
"Paid","1985","Saxony-Anhalt","no migration background","","","","","3"
"Paid","1985","Brandenburg","indirect migration background","","","","","3"
"Paid","1985","North Rhine-Westphalia","no migration background","245","0.330039662252315","0.296159939744725","0.363919384759904","3"
"Paid","1985","Hesse","no migration background","69","0.251393046425626","0.199063172741437","0.303722920109814","3"
"Paid","1985","Berlin","direct migration background","12","","","","3"
"Paid","1985","Lower Saxony","direct migration background","20","","","","3"
"Paid","1985","Lower Saxony","indirect migration background","1","","","","3"
"Paid","1985","Bremen","no migration background","8","","","","3"
"Paid","1985","Bremen","direct migration background","5","","","","3"
"Paid","1985","North Rhine-Westphalia","direct migration background","184","0.614621322241134","0.553679883751494","0.675562760730773","3"
"Paid","1985","Bavaria","indirect migration background","","","","","3"
"Paid","1985","Berlin","no migration background","25","","","","3"
"Paid","1985","Saxony-Anhalt","direct migration background","","","","","3"
"Paid","1985","Saxony-Anhalt","indirect migration background","","","","","3"
"Paid","1985","Thuringia","no migration background","","","","","3"
"Paid","1985","Thuringia","direct migration background","","","","","3"
"Paid","1985","Thuringia","indirect migration background","","","","","3"
"Partly, partly","1985","Hamburg","direct migration background","1","","","","2"
"Partly, partly","1985","Bremen","no migration background","1","","","","2"
"Partly, partly","1985","Schleswig-Holstein","no migration background","14","","","","2"
"Partly, partly","1985","Hamburg","no migration background","10","","","","2"
"Partly, partly","1985","Hamburg","indirect migration background","","","","","2"
"Partly, partly","1985","Lower Saxony","no migration background","26","","","","2"
"Partly, partly","1985","Schleswig-Holstein","indirect migration background","","","","","2"
"Partly, partly","1985","Lower Saxony","indirect migration background","","","","","2"
"Partly, partly","1985","Schleswig-Holstein","direct migration background","","","","","2"
"Partly, partly","1985","Thuringia","indirect migration background","","","","","2"
"Partly, partly","1985","Lower Saxony","direct migration background","5","","","","2"
"Partly, partly","1985","Bremen","direct migration background","","","","","2"
"Partly, partly","1985","North Rhine-Westphalia","direct migration background","16","","","","2"
"Partly, partly","1985","Hesse","direct migration background","10","","","","2"
"Partly, partly","1985","Hesse","indirect migration background","","","","","2"
"Partly, partly","1985","Bremen","indirect migration background","","","","","2"
"Partly, partly","1985","North Rhine-Westphalia","no migration background","83","0.110819188052901","0.0882022007497746","0.133436175356027","2"
"Partly, partly","1985","Rhineland-Palatinate,Saarland","no migration background","21","","","","2"
"Partly, partly","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Partly, partly","1985","Baden-Württemberg","no migration background","60","0.121736310756833","0.0922690305650905","0.151203590948575","2"
"Partly, partly","1985","Baden-Württemberg","direct migration background","22","","","","2"
"Partly, partly","1985","Saxony","indirect migration background","","","","","2"
"Partly, partly","1985","Saxony-Anhalt","no migration background","","","","","2"
"Partly, partly","1985","Saxony-Anhalt","direct migration background","","","","","2"
"Partly, partly","1985","Saxony-Anhalt","indirect migration background","","","","","2"
"Partly, partly","1985","Thuringia","no migration background","","","","","2"
"Partly, partly","1985","Thuringia","direct migration background","","","","","2"
"Partly, partly","1985","North Rhine-Westphalia","indirect migration background","1","","","","2"
"Partly, partly","1985","Hesse","no migration background","32","0.127869058683532","0.0875862532286179","0.168151864138445","2"
"Partly, partly","1985","Rhineland-Palatinate,Saarland","direct migration background","1","","","","2"
"Partly, partly","1985","Baden-Württemberg","indirect migration background","1","","","","2"
"Partly, partly","1985","Bavaria","direct migration background","12","","","","2"
"Partly, partly","1985","Bavaria","indirect migration background","2","","","","2"
"Partly, partly","1985","Brandenburg","indirect migration background","","","","","2"
"Partly, partly","1985","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Partly, partly","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Partly, partly","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Partly, partly","1985","Saxony","no migration background","","","","","2"
"Partly, partly","1985","Saxony","direct migration background","","","","","2"
"Partly, partly","1985","Bavaria","no migration background","67","0.121208908931754","0.0938834222633639","0.148534395600144","2"
"Partly, partly","1985","Berlin","no migration background","16","","","","2"
"Partly, partly","1985","Berlin","direct migration background","2","","","","2"
"Partly, partly","1985","Berlin","indirect migration background","","","","","2"
"Partly, partly","1985","Brandenburg","no migration background","","","","","2"
"Partly, partly","1985","Brandenburg","direct migration background","","","","","2"
"Acclaimed","1986","Schleswig-Holstein","no migration background","36","0.336130782806641","0.247853865759586","0.424407699853696","1"
"Acclaimed","1986","Schleswig-Holstein","direct migration background","3","","","","1"
"Acclaimed","1986","Schleswig-Holstein","indirect migration background","","","","","1"
"Acclaimed","1986","Hamburg","no migration background","22","","","","1"
"Acclaimed","1986","Hamburg","direct migration background","2","","","","1"
"Acclaimed","1986","Hamburg","indirect migration background","","","","","1"
"Acclaimed","1986","Lower Saxony","no migration background","116","0.345110135597795","0.293972335534834","0.396247935660756","1"
"Acclaimed","1986","Lower Saxony","direct migration background","14","","","","1"
"Acclaimed","1986","Lower Saxony","indirect migration background","","","","","1"
"Acclaimed","1986","Bremen","no migration background","5","","","","1"
"Acclaimed","1986","Bremen","direct migration background","","","","","1"
"Acclaimed","1986","Bremen","indirect migration background","","","","","1"
"Acclaimed","1986","North Rhine-Westphalia","no migration background","188","0.285697688052363","0.251154708372945","0.320240667731781","1"
"Acclaimed","1986","North Rhine-Westphalia","direct migration background","23","","","","1"
"Acclaimed","1986","North Rhine-Westphalia","indirect migration background","1","","","","1"
"Acclaimed","1986","Hesse","no migration background","86","0.360692140784432","0.300065580163956","0.421318701404908","1"
"Acclaimed","1986","Hesse","direct migration background","14","","","","1"
"Acclaimed","1986","Hesse","indirect migration background","1","","","","1"
"Acclaimed","1986","Rhineland-Palatinate,Saarland","no migration background","49","0.25689823180897","0.194607720779115","0.319188742838825","1"
"Acclaimed","1986","Rhineland-Palatinate,Saarland","direct migration background","3","","","","1"
"Acclaimed","1986","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","1"
"Acclaimed","1986","Baden-Württemberg","no migration background","110","0.272531199180468","0.229846202705436","0.3152161956555","1"
"Acclaimed","1986","Baden-Württemberg","direct migration background","36","0.179796821756329","0.1328470745176","0.226746568995059","1"
"Acclaimed","1986","Baden-Württemberg","indirect migration background","2","","","","1"
"Acclaimed","1986","Bavaria","no migration background","186","0.387584655128239","0.343724997274462","0.431444312982017","1"
"Acclaimed","1986","Bavaria","direct migration background","29","","","","1"
