"plb0195_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Not paid","1984","Berlin","Male","18","","",""
"Not paid","1984","Berlin","Female","7","","",""
"Not paid","1984","Brandenburg","Male","","","",""
"Not paid","1984","Brandenburg","Female","","","",""
"Not paid","1984","Mecklenburg-Western Pomerania","Male","","","",""
"Not paid","1984","Mecklenburg-Western Pomerania","Female","","","",""
"Not paid","1984","Saxony","Male","","","",""
"Not paid","1984","Saxony","Female","","","",""
"Not paid","1984","Saxony-Anhalt","Male","","","",""
"Not paid","1984","Saxony-Anhalt","Female","","","",""
"Not paid","1984","Thuringia","Male","","","",""
"Not paid","1984","Thuringia","Female","","","",""
"Acclaimed","1985","Schleswig-Holstein","Male","17","","",""
"Acclaimed","1985","Schleswig-Holstein","Female","21","","",""
"Acclaimed","1985","Hamburg","Male","11","","",""
"Acclaimed","1985","Hamburg","Female","18","","",""
"Acclaimed","1985","Lower Saxony","Male","52","0.224475789089349","0.171016571779783","0.277935006398915"
"Acclaimed","1985","Lower Saxony","Female","59","0.447072536190643","0.361932168773153","0.532212903608132"
"Acclaimed","1985","Bremen","Male","2","","",""
"Acclaimed","1985","Bremen","Female","3","","",""
"Acclaimed","1985","North Rhine-Westphalia","Male","116","0.197038673400088","0.167445508948271","0.226631837851906"
"Acclaimed","1985","North Rhine-Westphalia","Female","100","0.377610636147885","0.322476184851854","0.432745087443916"
"Acclaimed","1985","Hesse","Male","49","0.222114240621319","0.172255813616079","0.271972667626559"
"Acclaimed","1985","Hesse","Female","47","0.474534049339706","0.382869449863284","0.566198648816128"
"Acclaimed","1985","Rhineland-Palatinate,Saarland","Male","28","","",""
"Acclaimed","1985","Rhineland-Palatinate,Saarland","Female","17","","",""
"Acclaimed","1985","Baden-Württemberg","Male","62","0.140621111664049","0.109934973573204","0.171307249754894"
"Acclaimed","1985","Baden-Württemberg","Female","70","0.361106196530798","0.296142571325359","0.426069821736236"
"Acclaimed","1985","Bavaria","Male","97","0.242503513952022","0.20231918671278","0.282687841191263"
"Acclaimed","1985","Bavaria","Female","95","0.374269424866097","0.314988636379926","0.433550213352268"
"Acclaimed","1985","Berlin","Male","23","","",""
"Acclaimed","1985","Berlin","Female","17","","",""
"Acclaimed","1985","Brandenburg","Male","","","",""
"Acclaimed","1985","Brandenburg","Female","","","",""
"Acclaimed","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Acclaimed","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Acclaimed","1985","Saxony","Male","","","",""
"Acclaimed","1985","Saxony","Female","","","",""
"Acclaimed","1985","Saxony-Anhalt","Male","","","",""
"Acclaimed","1985","Saxony-Anhalt","Female","","","",""
"Acclaimed","1985","Thuringia","Male","","","",""
"Acclaimed","1985","Thuringia","Female","","","",""
"Partly, partly","1985","Schleswig-Holstein","Male","9","","",""
"Partly, partly","1985","Schleswig-Holstein","Female","5","","",""
"Partly, partly","1985","Hamburg","Male","9","","",""
"Partly, partly","1985","Hamburg","Female","2","","",""
"Partly, partly","1985","Lower Saxony","Male","23","","",""
"Partly, partly","1985","Lower Saxony","Female","8","","",""
"Partly, partly","1985","Bremen","Male","1","","",""
"Partly, partly","1985","Bremen","Female","","","",""
"Partly, partly","1985","North Rhine-Westphalia","Male","67","0.102573636661426","0.0800008257180171","0.125146447604835"
"Partly, partly","1985","North Rhine-Westphalia","Female","33","0.117694217335298","0.0810456508534231","0.154342783817172"
"Partly, partly","1985","Hesse","Male","28","","",""
"Partly, partly","1985","Hesse","Female","14","","",""
"Partly, partly","1985","Rhineland-Palatinate,Saarland","Male","14","","",""
"Partly, partly","1985","Rhineland-Palatinate,Saarland","Female","8","","",""
"Partly, partly","1985","Baden-Württemberg","Male","60","0.139109198570434","0.108561634146784","0.169656762994085"
"Partly, partly","1985","Baden-Württemberg","Female","23","","",""
"Partly, partly","1985","Bavaria","Male","55","0.129803591281747","0.0982927955802674","0.161314386983227"
"Partly, partly","1985","Bavaria","Female","26","","",""
"Partly, partly","1985","Berlin","Male","12","","",""
"Partly, partly","1985","Berlin","Female","6","","",""
"Partly, partly","1985","Brandenburg","Male","","","",""
"Partly, partly","1985","Brandenburg","Female","","","",""
"Partly, partly","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Partly, partly","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Partly, partly","1985","Saxony","Male","","","",""
"Partly, partly","1985","Saxony","Female","","","",""
"Partly, partly","1985","Saxony-Anhalt","Male","","","",""
"Partly, partly","1985","Saxony-Anhalt","Female","","","",""
"Partly, partly","1985","Thuringia","Male","","","",""
"Partly, partly","1985","Thuringia","Female","","","",""
"Paid","1985","Schleswig-Holstein","Male","50","0.491918279001266","0.391387382817745","0.592449175184788"
"Paid","1985","Schleswig-Holstein","Female","16","","",""
"Paid","1985","Hamburg","Male","25","","",""
"Paid","1985","Hamburg","Female","8","","",""
"Paid","1985","Lower Saxony","Male","94","0.386000430423553","0.323624348711312","0.448376512135793"
"Paid","1985","Lower Saxony","Female","30","0.222167051385918","0.150980912663042","0.293353190108794"
"Paid","1985","Bremen","Male","10","","",""
"Paid","1985","Bremen","Female","3","","",""
"Paid","1985","North Rhine-Westphalia","Male","344","0.414574752604008","0.377922092035568","0.451227413172448"
"Paid","1985","North Rhine-Westphalia","Female","89","0.231605235141713","0.183627885734076","0.27958258454935"
"Paid","1985","Hesse","Male","111","0.331699217725535","0.275224942148291","0.388173493302779"
"Paid","1985","Hesse","Female","34","0.182223327591859","0.111361065682019","0.2530855895017"
"Paid","1985","Rhineland-Palatinate,Saarland","Male","66","0.415759710239232","0.334980979598966","0.496538440879499"
"Paid","1985","Rhineland-Palatinate,Saarland","Female","23","","",""
"Paid","1985","Baden-Württemberg","Male","261","0.443567567451849","0.399713413059713","0.487421721843985"
"Paid","1985","Baden-Württemberg","Female","60","0.243328763549487","0.185293924949397","0.301363602149577"
"Paid","1985","Bavaria","Male","163","0.305232724255272","0.262056705249468","0.348408743261077"
"Paid","1985","Bavaria","Female","69","0.254631951117427","0.201265300891194","0.307998601343661"
"Paid","1985","Berlin","Male","23","","",""
"Paid","1985","Berlin","Female","14","","",""
"Paid","1985","Brandenburg","Male","","","",""
"Paid","1985","Brandenburg","Female","","","",""
"Paid","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Paid","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Paid","1985","Saxony","Male","","","",""
"Paid","1985","Saxony","Female","","","",""
"Paid","1985","Saxony-Anhalt","Male","","","",""
"Paid","1985","Saxony-Anhalt","Female","","","",""
"Paid","1985","Thuringia","Male","","","",""
"Paid","1985","Thuringia","Female","","","",""
"Not paid","1985","Schleswig-Holstein","Male","19","","",""
"Not paid","1985","Schleswig-Holstein","Female","5","","",""
"Not paid","1985","Hamburg","Male","17","","",""
"Not paid","1985","Hamburg","Female","6","","",""
"Not paid","1985","Lower Saxony","Male","65","0.288698749605295","0.230637096082185","0.346760403128405"
"Not paid","1985","Lower Saxony","Female","34","0.268427185433028","0.192542441788041","0.344311929078016"
"Not paid","1985","Bremen","Male","3","","",""
"Not paid","1985","Bremen","Female","1","","",""
"Not paid","1985","North Rhine-Westphalia","Male","167","0.285812937334477","0.252199317278458","0.319426557390496"
"Not paid","1985","North Rhine-Westphalia","Female","75","0.273089911375104","0.222418495130714","0.323761327619494"
"Not paid","1985","Hesse","Male","79","0.340524771586405","0.283683202363712","0.397366340809098"
"Not paid","1985","Hesse","Female","19","","",""
"Not paid","1985","Rhineland-Palatinate,Saarland","Male","35","0.250045446690599","0.179070182027516","0.321020711353681"
"Not paid","1985","Rhineland-Palatinate,Saarland","Female","17","","",""
"Not paid","1985","Baden-Württemberg","Male","110","0.276702122313668","0.237211909708173","0.316192334919163"
"Not paid","1985","Baden-Württemberg","Female","57","0.278601784618146","0.217967546844634","0.339236022391658"
"Not paid","1985","Bavaria","Male","122","0.322460170510959","0.278636088520614","0.366284252501305"
"Not paid","1985","Bavaria","Female","66","0.268869346432826","0.214557289561442","0.323181403304209"
"Not paid","1985","Berlin","Male","17","","",""
"Not paid","1985","Berlin","Female","7","","",""
"Not paid","1985","Brandenburg","Male","","","",""
"Not paid","1985","Brandenburg","Female","","","",""
"Not paid","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Not paid","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Not paid","1985","Saxony","Male","","","",""
"Not paid","1985","Saxony","Female","","","",""
"Not paid","1985","Saxony-Anhalt","Male","","","",""
"Not paid","1985","Saxony-Anhalt","Female","","","",""
"Not paid","1985","Thuringia","Male","","","",""
"Not paid","1985","Thuringia","Female","","","",""
"Acclaimed","1986","Schleswig-Holstein","Male","18","","",""
"Acclaimed","1986","Schleswig-Holstein","Female","21","","",""
"Acclaimed","1986","Hamburg","Male","10","","",""
"Acclaimed","1986","Hamburg","Female","14","","",""
"Acclaimed","1986","Lower Saxony","Male","67","0.264141440631508","0.209381387418218","0.318901493844797"
"Acclaimed","1986","Lower Saxony","Female","63","0.462727162785136","0.379234608669252","0.546219716901019"
"Acclaimed","1986","Bremen","Male","2","","",""
"Acclaimed","1986","Bremen","Female","3","","",""
"Acclaimed","1986","North Rhine-Westphalia","Male","114","0.202896105901999","0.171979932532357","0.233812279271642"
"Acclaimed","1986","North Rhine-Westphalia","Female","98","0.437987146339759","0.375861795304472","0.500112497375045"
"Acclaimed","1986","Hesse","Male","54","0.286619600147762","0.22929214411733","0.343947056178194"
"Acclaimed","1986","Hesse","Female","47","0.439135641698113","0.348431433666315","0.529839849729911"
"Acclaimed","1986","Rhineland-Palatinate,Saarland","Male","30","0.210930685847081","0.147716352921313","0.274145018772849"
"Acclaimed","1986","Rhineland-Palatinate,Saarland","Female","23","","",""
"Acclaimed","1986","Baden-Württemberg","Male","85","0.191615029126417","0.156369483801884","0.226860574450951"
"Acclaimed","1986","Baden-Württemberg","Female","63","0.379348549906792","0.312763595201269","0.445933504612315"
"Acclaimed","1986","Bavaria","Male","114","0.32939948916411","0.281766735323564","0.377032243004655"
"Acclaimed","1986","Bavaria","Female","105","0.44844237880195","0.385125035130821","0.511759722473079"
"Acclaimed","1986","Berlin","Male","16","","",""
"Acclaimed","1986","Berlin","Female","22","","",""
"Acclaimed","1986","Brandenburg","Male","","","",""
"Acclaimed","1986","Brandenburg","Female","","","",""
"Acclaimed","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Acclaimed","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Acclaimed","1986","Saxony","Male","","","",""
"Acclaimed","1986","Saxony","Female","","","",""
"Acclaimed","1986","Saxony-Anhalt","Male","","","",""
"Acclaimed","1986","Saxony-Anhalt","Female","","","",""
"Acclaimed","1986","Thuringia","Male","","","",""
"Acclaimed","1986","Thuringia","Female","","","",""
"Partly, partly","1986","Schleswig-Holstein","Male","11","","",""
"Partly, partly","1986","Schleswig-Holstein","Female","4","","",""
"Partly, partly","1986","Hamburg","Male","12","","",""
"Partly, partly","1986","Hamburg","Female","6","","",""
"Partly, partly","1986","Lower Saxony","Male","33","0.14532566959918","0.101551298634756","0.189100040563603"
"Partly, partly","1986","Lower Saxony","Female","17","","",""
"Partly, partly","1986","Bremen","Male","5","","",""
"Partly, partly","1986","Bremen","Female","","","",""
"Partly, partly","1986","North Rhine-Westphalia","Male","65","0.116118694200223","0.0914901093190706","0.140747279081375"
"Partly, partly","1986","North Rhine-Westphalia","Female","23","","",""
"Partly, partly","1986","Hesse","Male","31","0.148185611095101","0.103142887380815","0.193228334809388"
"Partly, partly","1986","Hesse","Female","14","","",""
"Partly, partly","1986","Rhineland-Palatinate,Saarland","Male","12","","",""
"Partly, partly","1986","Rhineland-Palatinate,Saarland","Female","3","","",""
"Partly, partly","1986","Baden-Württemberg","Male","43","0.105416311071359","0.0779155489659935","0.132917073176724"
"Partly, partly","1986","Baden-Württemberg","Female","22","","",""
"Partly, partly","1986","Bavaria","Male","50","0.129288000112361","0.0952841053325855","0.163291894892137"
"Partly, partly","1986","Bavaria","Female","26","","",""
"Partly, partly","1986","Berlin","Male","11","","",""
"Partly, partly","1986","Berlin","Female","7","","",""
"Partly, partly","1986","Brandenburg","Male","","","",""
"Partly, partly","1986","Brandenburg","Female","","","",""
"Partly, partly","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Partly, partly","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Partly, partly","1986","Saxony","Male","","","",""
"Partly, partly","1986","Saxony","Female","","","",""
"Partly, partly","1986","Saxony-Anhalt","Male","","","",""
"Partly, partly","1986","Saxony-Anhalt","Female","","","",""
"Partly, partly","1986","Thuringia","Male","","","",""
"Partly, partly","1986","Thuringia","Female","","","",""
"Paid","1986","Schleswig-Holstein","Male","42","0.458194390006813","0.350352423826161","0.566036356187465"
"Paid","1986","Schleswig-Holstein","Female","15","","",""
"Paid","1986","Hamburg","Male","19","","",""
"Paid","1986","Hamburg","Female","5","","",""
"Paid","1986","Lower Saxony","Male","101","0.39301168431616","0.332346249579927","0.453677119052393"
"Paid","1986","Lower Saxony","Female","34","0.240542320944118","0.168971607765327","0.312113034122909"
"Paid","1986","Bremen","Male","14","","",""
"Paid","1986","Bremen","Female","6","","",""
"Paid","1986","North Rhine-Westphalia","Male","347","0.455721502374308","0.417434465056389","0.494008539692227"
"Paid","1986","North Rhine-Westphalia","Female","68","0.22546491713567","0.173138007932612","0.277791826338729"
"Paid","1986","Hesse","Male","113","0.361143443992815","0.3002471748351","0.422039713150529"
"Paid","1986","Hesse","Female","32","0.25910181907087","0.179023736412372","0.339179901729369"
"Paid","1986","Rhineland-Palatinate,Saarland","Male","87","0.527713323923994","0.450358041460629","0.605068606387359"
"Paid","1986","Rhineland-Palatinate,Saarland","Female","22","","",""
"Paid","1986","Baden-Württemberg","Male","274","0.481718223377385","0.436971643985772","0.526464802768998"
"Paid","1986","Baden-Württemberg","Female","72","0.285735051687474","0.223741797228288","0.347728306146659"
"Paid","1986","Bavaria","Male","144","0.351917970474532","0.303517676251286","0.400318264697778"
"Paid","1986","Bavaria","Female","59","0.227875387826628","0.174472305242255","0.281278470411001"
"Paid","1986","Berlin","Male","37","0.475186728806368","0.363645022377903","0.586728435234832"
"Paid","1986","Berlin","Female","7","","",""
"Paid","1986","Brandenburg","Male","","","",""
"Paid","1986","Brandenburg","Female","","","",""
"Paid","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Paid","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Paid","1986","Saxony","Male","","","",""
"Paid","1986","Saxony","Female","","","",""
"Paid","1986","Saxony-Anhalt","Male","","","",""
"Paid","1986","Saxony-Anhalt","Female","","","",""
"Paid","1986","Thuringia","Male","","","",""
"Paid","1986","Thuringia","Female","","","",""
"Not paid","1986","Schleswig-Holstein","Male","11","","",""
"Not paid","1986","Schleswig-Holstein","Female","9","","",""
"Not paid","1986","Hamburg","Male","13","","",""
"Not paid","1986","Hamburg","Female","9","","",""
"Not paid","1986","Lower Saxony","Male","48","0.197521205453153","0.148070548716926","0.246971862189381"
"Not paid","1986","Lower Saxony","Female","23","","",""
"Not paid","1986","Bremen","Male","","","",""
"Not paid","1986","Bremen","Female","3","","",""
"Not paid","1986","North Rhine-Westphalia","Male","124","0.22526369752347","0.193148250593443","0.257379144453498"
"Not paid","1986","North Rhine-Westphalia","Female","56","0.253240439563544","0.198787419204986","0.307693459922102"
"Not paid","1986","Hesse","Male","41","0.204051344764322","0.152958345449359","0.255144344079285"
"Not paid","1986","Hesse","Female","22","","",""
"Not paid","1986","Rhineland-Palatinate,Saarland","Male","31","0.175529256892976","0.116583780589676","0.234474733196275"
"Not paid","1986","Rhineland-Palatinate,Saarland","Female","13","","",""
"Not paid","1986","Baden-Württemberg","Male","77","0.221250436424839","0.184077975768181","0.258422897081496"
"Not paid","1986","Baden-Württemberg","Female","47","0.22937065974401","0.171677448979553","0.287063870508468"
"Not paid","1986","Bavaria","Male","66","0.189394540248998","0.149684458617736","0.229104621880259"
"Not paid","1986","Bavaria","Female","47","0.214642121261231","0.162370593166825","0.266913649355637"
"Not paid","1986","Berlin","Male","13","","",""
"Not paid","1986","Berlin","Female","8","","",""
"Not paid","1986","Brandenburg","Male","","","",""
"Not paid","1986","Brandenburg","Female","","","",""
"Not paid","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Not paid","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Not paid","1986","Saxony","Male","","","",""
"Not paid","1986","Saxony","Female","","","",""
"Not paid","1986","Saxony-Anhalt","Male","","","",""
"Not paid","1986","Saxony-Anhalt","Female","","","",""
"Not paid","1986","Thuringia","Male","","","",""
"Not paid","1986","Thuringia","Female","","","",""
"Acclaimed","1987","Schleswig-Holstein","Male","","","",""
"Acclaimed","1987","Schleswig-Holstein","Female","","","",""
"Acclaimed","1987","Hamburg","Male","","","",""
"Acclaimed","1987","Hamburg","Female","","","",""
"Acclaimed","1987","Lower Saxony","Male","","","",""
"Acclaimed","1987","Lower Saxony","Female","","","",""
"Acclaimed","1987","Bremen","Male","","","",""
"Acclaimed","1987","Bremen","Female","","","",""
"Acclaimed","1987","North Rhine-Westphalia","Male","","","",""
"Acclaimed","1987","North Rhine-Westphalia","Female","","","",""
"Acclaimed","1987","Hesse","Male","","","",""
"Acclaimed","1987","Hesse","Female","","","",""
"Acclaimed","1987","Rhineland-Palatinate,Saarland","Male","","","",""
"Acclaimed","1987","Rhineland-Palatinate,Saarland","Female","","","",""
"Acclaimed","1987","Baden-Württemberg","Male","","","",""
"Acclaimed","1987","Baden-Württemberg","Female","","","",""
"Acclaimed","1987","Bavaria","Male","","","",""
"Acclaimed","1987","Bavaria","Female","","","",""
"Acclaimed","1987","Berlin","Male","","","",""
"Acclaimed","1987","Berlin","Female","","","",""
"Acclaimed","1987","Brandenburg","Male","","","",""
"Acclaimed","1987","Brandenburg","Female","","","",""
"Acclaimed","1987","Mecklenburg-Western Pomerania","Male","","","",""
"Acclaimed","1987","Mecklenburg-Western Pomerania","Female","","","",""
"Acclaimed","1987","Saxony","Male","","","",""
"Acclaimed","1987","Saxony","Female","","","",""
"Acclaimed","1987","Saxony-Anhalt","Male","","","",""
"Acclaimed","1987","Saxony-Anhalt","Female","","","",""
"Acclaimed","1987","Thuringia","Male","","","",""
"Acclaimed","1987","Thuringia","Female","","","",""
"Partly, partly","1987","Schleswig-Holstein","Male","","","",""
"Partly, partly","1987","Schleswig-Holstein","Female","","","",""
"Partly, partly","1987","Hamburg","Male","","","",""
"Partly, partly","1987","Hamburg","Female","","","",""
"Partly, partly","1987","Lower Saxony","Male","","","",""
"Partly, partly","1987","Lower Saxony","Female","","","",""
"Partly, partly","1987","Bremen","Male","","","",""
"Partly, partly","1987","Bremen","Female","","","",""
"Partly, partly","1987","North Rhine-Westphalia","Male","","","",""
"Partly, partly","1987","North Rhine-Westphalia","Female","","","",""
"Partly, partly","1987","Hesse","Male","","","",""
"Partly, partly","1987","Hesse","Female","","","",""
"Partly, partly","1987","Rhineland-Palatinate,Saarland","Male","","","",""
"Partly, partly","1987","Rhineland-Palatinate,Saarland","Female","","","",""
"Partly, partly","1987","Baden-Württemberg","Male","","","",""
"Partly, partly","1987","Baden-Württemberg","Female","","","",""
"Partly, partly","1987","Bavaria","Male","","","",""
"Partly, partly","1987","Bavaria","Female","","","",""
"Partly, partly","1987","Berlin","Male","","","",""
"Partly, partly","1987","Berlin","Female","","","",""
"Partly, partly","1987","Brandenburg","Male","","","",""
"Partly, partly","1987","Brandenburg","Female","","","",""
"Partly, partly","1987","Mecklenburg-Western Pomerania","Male","","","",""
"Partly, partly","1987","Mecklenburg-Western Pomerania","Female","","","",""
"Partly, partly","1987","Saxony","Male","","","",""
"Partly, partly","1987","Saxony","Female","","","",""
"Partly, partly","1987","Saxony-Anhalt","Male","","","",""
"Partly, partly","1987","Saxony-Anhalt","Female","","","",""
"Partly, partly","1987","Thuringia","Male","","","",""
"Partly, partly","1987","Thuringia","Female","","","",""
"Paid","1987","Schleswig-Holstein","Male","","","",""
