"plb0195_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Paid","1988","(2c_voc) vocational maturity certificate","West Germany","48","0.187782881022151","0.130085536511572","0.24548022553273"
"Paid","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Paid","1988","(3a) lower tertiary education","West Germany","17","","",""
"Paid","1988","(3a) lower tertiary education","East Germany","","","",""
"Paid","1988","(3b) higher tertiary education","West Germany","22","","",""
"Paid","1988","(3b) higher tertiary education","East Germany","","","",""
"Not paid","1988","(0) in school","West Germany","","","",""
"Not paid","1988","(0) in school","East Germany","","","",""
"Not paid","1988","(1a) inadequately completed","West Germany","4","","",""
"Not paid","1988","(1a) inadequately completed","East Germany","","","",""
"Not paid","1988","(1b) general elementary school","West Germany","35","0.0685143597488241","0.0475722191473528","0.0894565003502954"
"Not paid","1988","(1b) general elementary school","East Germany","","","",""
"Not paid","1988","(1c) basic vocational qualification","West Germany","162","0.118304831541467","0.101295639853624","0.135314023229311"
"Not paid","1988","(1c) basic vocational qualification","East Germany","","","",""
"Not paid","1988","(2b) intermediate general qualification","West Germany","23","","",""
"Not paid","1988","(2b) intermediate general qualification","East Germany","","","",""
"Not paid","1988","(2a) intermediate vocational","West Germany","110","0.212891619002547","0.178926937825687","0.246856300179407"
"Not paid","1988","(2a) intermediate vocational","East Germany","","","",""
"Not paid","1988","(2c_gen) general maturity certificate","West Germany","12","","",""
"Not paid","1988","(2c_gen) general maturity certificate","East Germany","","","",""
"Not paid","1988","(2c_voc) vocational maturity certificate","West Germany","39","0.257771068368436","0.193149457122047","0.322392679614826"
"Not paid","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Not paid","1988","(3a) lower tertiary education","West Germany","52","0.488088054412049","0.396330382353836","0.579845726470261"
"Not paid","1988","(3a) lower tertiary education","East Germany","","","",""
"Not paid","1988","(3b) higher tertiary education","West Germany","150","0.633805188696666","0.57384593219516","0.693764445198172"
"Not paid","1988","(3b) higher tertiary education","East Germany","","","",""
"Acclaimed","1989","(0) in school","West Germany","","","",""
"Acclaimed","1989","(0) in school","East Germany","","","",""
"Acclaimed","1989","(1a) inadequately completed","West Germany","28","","",""
"Acclaimed","1989","(1a) inadequately completed","East Germany","","","",""
"Acclaimed","1989","(1b) general elementary school","West Germany","112","0.252955072195728","0.218258666142086","0.28765147824937"
"Acclaimed","1989","(1b) general elementary school","East Germany","","","",""
"Acclaimed","1989","(1c) basic vocational qualification","West Germany","405","0.303449048570826","0.279727979372284","0.327170117769368"
"Acclaimed","1989","(1c) basic vocational qualification","East Germany","","","",""
"Acclaimed","1989","(2b) intermediate general qualification","West Germany","56","0.444417977274951","0.356244477894347","0.532591476655556"
"Acclaimed","1989","(2b) intermediate general qualification","East Germany","","","",""
"Acclaimed","1989","(2a) intermediate vocational","West Germany","264","0.421804882547644","0.383087936471834","0.460521828623454"
"Acclaimed","1989","(2a) intermediate vocational","East Germany","","","",""
"Acclaimed","1989","(2c_gen) general maturity certificate","West Germany","27","","",""
"Acclaimed","1989","(2c_gen) general maturity certificate","East Germany","","","",""
"Acclaimed","1989","(2c_voc) vocational maturity certificate","West Germany","66","0.378227213090694","0.307185435932452","0.449268990248937"
"Acclaimed","1989","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Acclaimed","1989","(3a) lower tertiary education","West Germany","29","","",""
"Acclaimed","1989","(3a) lower tertiary education","East Germany","","","",""
"Acclaimed","1989","(3b) higher tertiary education","West Germany","46","0.184512101417646","0.135436722891642","0.23358747994365"
"Acclaimed","1989","(3b) higher tertiary education","East Germany","","","",""
"Partly, partly","1989","(0) in school","West Germany","","","",""
"Partly, partly","1989","(0) in school","East Germany","","","",""
"Partly, partly","1989","(1a) inadequately completed","West Germany","23","","",""
"Partly, partly","1989","(1a) inadequately completed","East Germany","","","",""
"Partly, partly","1989","(1b) general elementary school","West Germany","74","0.124944054937472","0.0985524900159935","0.151335619858951"
"Partly, partly","1989","(1b) general elementary school","East Germany","","","",""
"Partly, partly","1989","(1c) basic vocational qualification","West Germany","215","0.149416535233384","0.131022681692691","0.167810388774076"
"Partly, partly","1989","(1c) basic vocational qualification","East Germany","","","",""
"Partly, partly","1989","(2b) intermediate general qualification","West Germany","23","","",""
"Partly, partly","1989","(2b) intermediate general qualification","East Germany","","","",""
"Partly, partly","1989","(2a) intermediate vocational","West Germany","88","0.139332075463383","0.112183225058734","0.166480925868031"
"Partly, partly","1989","(2a) intermediate vocational","East Germany","","","",""
"Partly, partly","1989","(2c_gen) general maturity certificate","West Germany","9","","",""
"Partly, partly","1989","(2c_gen) general maturity certificate","East Germany","","","",""
"Partly, partly","1989","(2c_voc) vocational maturity certificate","West Germany","31","0.204156099531726","0.145106534692012","0.263205664371441"
"Partly, partly","1989","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Partly, partly","1989","(3a) lower tertiary education","West Germany","25","","",""
"Partly, partly","1989","(3a) lower tertiary education","East Germany","","","",""
"Partly, partly","1989","(3b) higher tertiary education","West Germany","30","0.130171301227337","0.0875999966124","0.172742605842275"
"Partly, partly","1989","(3b) higher tertiary education","East Germany","","","",""
"Paid","1989","(0) in school","West Germany","3","","",""
"Paid","1989","(0) in school","East Germany","","","",""
"Paid","1989","(1a) inadequately completed","West Germany","139","0.695422442276852","0.63082667127606","0.760018213277645"
"Paid","1989","(1a) inadequately completed","East Germany","","","",""
"Paid","1989","(1b) general elementary school","West Germany","375","0.543039803361697","0.503279979391894","0.5827996273315"
"Paid","1989","(1b) general elementary school","East Germany","","","",""
"Paid","1989","(1c) basic vocational qualification","West Germany","684","0.443281259530486","0.417649847532121","0.468912671528851"
"Paid","1989","(1c) basic vocational qualification","East Germany","","","",""
"Paid","1989","(2b) intermediate general qualification","West Germany","24","","",""
"Paid","1989","(2b) intermediate general qualification","East Germany","","","",""
"Paid","1989","(2a) intermediate vocational","West Germany","142","0.213651191399383","0.181516927320833","0.245785455477933"
"Paid","1989","(2a) intermediate vocational","East Germany","","","",""
"Paid","1989","(2c_gen) general maturity certificate","West Germany","37","0.423560364029798","0.315953455241285","0.531167272818311"
"Paid","1989","(2c_gen) general maturity certificate","East Germany","","","",""
"Paid","1989","(2c_voc) vocational maturity certificate","West Germany","46","0.193501413610497","0.135629818651351","0.251373008569642"
"Paid","1989","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Paid","1989","(3a) lower tertiary education","West Germany","15","","",""
"Paid","1989","(3a) lower tertiary education","East Germany","","","",""
"Paid","1989","(3b) higher tertiary education","West Germany","24","","",""
"Paid","1989","(3b) higher tertiary education","East Germany","","","",""
"Not paid","1989","(0) in school","West Germany","","","",""
"Not paid","1989","(0) in school","East Germany","","","",""
"Not paid","1989","(1a) inadequately completed","West Germany","5","","",""
"Not paid","1989","(1a) inadequately completed","East Germany","","","",""
"Not paid","1989","(1b) general elementary school","West Germany","42","0.0790610695051024","0.0575240206354236","0.100598118374781"
"Not paid","1989","(1b) general elementary school","East Germany","","","",""
"Not paid","1989","(1c) basic vocational qualification","West Germany","139","0.103853156665304","0.0881128073563993","0.11959350597421"
"Not paid","1989","(1c) basic vocational qualification","East Germany","","","",""
"Not paid","1989","(2b) intermediate general qualification","West Germany","19","","",""
"Not paid","1989","(2b) intermediate general qualification","East Germany","","","",""
"Not paid","1989","(2a) intermediate vocational","West Germany","131","0.225211850589591","0.192463065992293","0.257960635186888"
"Not paid","1989","(2a) intermediate vocational","East Germany","","","",""
"Not paid","1989","(2c_gen) general maturity certificate","West Germany","8","","",""
"Not paid","1989","(2c_gen) general maturity certificate","East Germany","","","",""
"Not paid","1989","(2c_voc) vocational maturity certificate","West Germany","36","0.224115273767082","0.163027274080218","0.285203273453947"
"Not paid","1989","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Not paid","1989","(3a) lower tertiary education","West Germany","47","0.435878354571909","0.345640631215287","0.526116077928531"
"Not paid","1989","(3a) lower tertiary education","East Germany","","","",""
"Not paid","1989","(3b) higher tertiary education","West Germany","140","0.599068312206152","0.537064865041324","0.66107175937098"
"Not paid","1989","(3b) higher tertiary education","East Germany","","","",""
"Acclaimed","1990","(0) in school","West Germany","","","",""
"Acclaimed","1990","(0) in school","East Germany","","","",""
"Acclaimed","1990","(1a) inadequately completed","West Germany","23","","",""
"Acclaimed","1990","(1a) inadequately completed","East Germany","","","",""
"Acclaimed","1990","(1b) general elementary school","West Germany","120","0.255687875693712","0.220810526527525","0.2905652248599"
"Acclaimed","1990","(1b) general elementary school","East Germany","","","",""
