"plb0195_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Partly, partly","2009","secondary school degree","middle vocational","377","0.247615460209501","0.226969667958878","0.268261252460124"
"Partly, partly","2009","secondary school degree","vocational + Abi","3","","",""
"Partly, partly","2009","secondary school degree","higher vocational","61","0.207593816385949","0.160588583478031","0.254599049293868"
"Partly, partly","2009","secondary school degree","higher education","32","0.139787163176808","0.0962770930595155","0.1832972332941"
"Partly, partly","2009","college entrance qualification","in school","","","",""
"Partly, partly","2009","college entrance qualification","inadequately","","","",""
"Partly, partly","2009","college entrance qualification","general elemantary","","","",""
"Partly, partly","2009","college entrance qualification","middle vocational","19","","",""
"Partly, partly","2009","college entrance qualification","vocational + Abi","86","0.19254819398808","0.155663697371548","0.229432690604613"
"Partly, partly","2009","college entrance qualification","higher vocational","25","","",""
"Partly, partly","2009","college entrance qualification","higher education","212","0.189687687751035","0.169194891557546","0.210180483944524"
"Partly, partly","2009","Other degree","in school","","","",""
"Partly, partly","2009","Other degree","inadequately","1","","",""
"Partly, partly","2009","Other degree","general elemantary","4","","",""
"Partly, partly","2009","Other degree","middle vocational","16","","",""
"Partly, partly","2009","Other degree","vocational + Abi","4","","",""
"Partly, partly","2009","Other degree","higher vocational","1","","",""
"Partly, partly","2009","Other degree","higher education","3","","",""
"Partly, partly","2009","no degree/no degree yet","in school","1","","",""
"Partly, partly","2009","no degree/no degree yet","inadequately","4","","",""
"Partly, partly","2009","no degree/no degree yet","general elemantary","","","",""
"Partly, partly","2009","no degree/no degree yet","middle vocational","3","","",""
"Partly, partly","2009","no degree/no degree yet","vocational + Abi","","","",""
"Partly, partly","2009","no degree/no degree yet","higher vocational","","","",""
"Partly, partly","2009","no degree/no degree yet","higher education","","","",""
"Paid","2009","lower secondary degree","in school","","","",""
"Paid","2009","lower secondary degree","inadequately","","","",""
"Paid","2009","lower secondary degree","general elemantary","31","0.240838232276288","0.166471943249525","0.315204521303051"
"Paid","2009","lower secondary degree","middle vocational","157","0.149854100759531","0.127863409418598","0.171844792100463"
"Paid","2009","lower secondary degree","vocational + Abi","2","","",""
"Paid","2009","lower secondary degree","higher vocational","10","","",""
"Paid","2009","lower secondary degree","higher education","2","","",""
"Paid","2009","secondary school degree","in school","","","",""
"Paid","2009","secondary school degree","inadequately","","","",""
"Paid","2009","secondary school degree","general elemantary","14","","",""
"Paid","2009","secondary school degree","middle vocational","167","0.09941360420233","0.0851013400309202","0.11372586837374"
"Paid","2009","secondary school degree","vocational + Abi","","","",""
"Paid","2009","secondary school degree","higher vocational","18","","",""
"Paid","2009","secondary school degree","higher education","16","","",""
"Paid","2009","college entrance qualification","in school","","","",""
"Paid","2009","college entrance qualification","inadequately","","","",""
"Paid","2009","college entrance qualification","general elemantary","","","",""
"Paid","2009","college entrance qualification","middle vocational","20","","",""
"Paid","2009","college entrance qualification","vocational + Abi","23","","",""
"Paid","2009","college entrance qualification","higher vocational","7","","",""
"Paid","2009","college entrance qualification","higher education","61","0.0507330013108735","0.0392621698218986","0.0622038327998484"
"Paid","2009","Other degree","in school","","","",""
"Paid","2009","Other degree","inadequately","2","","",""
"Paid","2009","Other degree","general elemantary","5","","",""
"Paid","2009","Other degree","middle vocational","17","","",""
"Paid","2009","Other degree","vocational + Abi","7","","",""
"Paid","2009","Other degree","higher vocational","","","",""
"Paid","2009","Other degree","higher education","9","","",""
"Paid","2009","no degree/no degree yet","in school","2","","",""
"Paid","2009","no degree/no degree yet","inadequately","5","","",""
"Paid","2009","no degree/no degree yet","general elemantary","","","",""
"Paid","2009","no degree/no degree yet","middle vocational","","","",""
"Paid","2009","no degree/no degree yet","vocational + Abi","","","",""
"Paid","2009","no degree/no degree yet","higher vocational","","","",""
"Paid","2009","no degree/no degree yet","higher education","","","",""
"Not paid","2009","lower secondary degree","in school","","","",""
"Not paid","2009","lower secondary degree","inadequately","","","",""
"Not paid","2009","lower secondary degree","general elemantary","19","","",""
"Not paid","2009","lower secondary degree","middle vocational","103","0.0926845935540486","0.0748180413630506","0.110551145745047"
"Not paid","2009","lower secondary degree","vocational + Abi","","","",""
"Not paid","2009","lower secondary degree","higher vocational","29","","",""
"Not paid","2009","lower secondary degree","higher education","8","","",""
"Not paid","2009","secondary school degree","in school","","","",""
"Not paid","2009","secondary school degree","inadequately","","","",""
"Not paid","2009","secondary school degree","general elemantary","23","","",""
"Not paid","2009","secondary school degree","middle vocational","222","0.121160197979371","0.105551826637506","0.136768569321235"
"Not paid","2009","secondary school degree","vocational + Abi","","","",""
"Not paid","2009","secondary school degree","higher vocational","45","0.19301311683158","0.147273584030328","0.238752649632833"
"Not paid","2009","secondary school degree","higher education","65","0.263143783276982","0.207892660105775","0.318394906448189"
"Not paid","2009","college entrance qualification","in school","","","",""
"Not paid","2009","college entrance qualification","inadequately","","","",""
"Not paid","2009","college entrance qualification","general elemantary","","","",""
"Not paid","2009","college entrance qualification","middle vocational","33","0.181951064203346","0.120618201037445","0.243283927369248"
"Not paid","2009","college entrance qualification","vocational + Abi","87","0.169928209691775","0.134795924527372","0.205060494856178"
"Not paid","2009","college entrance qualification","higher vocational","24","","",""
"Not paid","2009","college entrance qualification","higher education","571","0.368671586138944","0.343454033717396","0.393889138560493"
"Not paid","2009","Other degree","in school","","","",""
"Not paid","2009","Other degree","inadequately","2","","",""
"Not paid","2009","Other degree","general elemantary","4","","",""
"Not paid","2009","Other degree","middle vocational","6","","",""
"Not paid","2009","Other degree","vocational + Abi","3","","",""
"Not paid","2009","Other degree","higher vocational","1","","",""
"Not paid","2009","Other degree","higher education","18","","",""
"Not paid","2009","no degree/no degree yet","in school","1","","",""
"Not paid","2009","no degree/no degree yet","inadequately","","","",""
"Not paid","2009","no degree/no degree yet","general elemantary","","","",""
"Not paid","2009","no degree/no degree yet","middle vocational","1","","",""
"Not paid","2009","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","2009","no degree/no degree yet","higher vocational","","","",""
"Not paid","2009","no degree/no degree yet","higher education","","","",""
"Acclaimed","2010","lower secondary degree","in school","","","",""
"Acclaimed","2010","lower secondary degree","inadequately","","","",""
"Acclaimed","2010","lower secondary degree","general elemantary","98","0.54081265920288","0.472260924384762","0.609364394020997"
"Acclaimed","2010","lower secondary degree","middle vocational","663","0.522906883753945","0.496063576325031","0.549750191182859"
"Acclaimed","2010","lower secondary degree","vocational + Abi","4","","",""
"Acclaimed","2010","lower secondary degree","higher vocational","61","0.509371973974628","0.421025497200734","0.597718450748521"
"Acclaimed","2010","lower secondary degree","higher education","14","","",""
"Acclaimed","2010","secondary school degree","in school","","","",""
"Acclaimed","2010","secondary school degree","inadequately","","","",""
"Acclaimed","2010","secondary school degree","general elemantary","104","0.499181674602425","0.427326004870206","0.571037344334644"
"Acclaimed","2010","secondary school degree","middle vocational","1337","0.559531019342082","0.53953998297059","0.579522055713575"
"Acclaimed","2010","secondary school degree","vocational + Abi","1","","",""
"Acclaimed","2010","secondary school degree","higher vocational","191","0.505096116510733","0.452716596496078","0.557475636525387"
"Acclaimed","2010","secondary school degree","higher education","151","0.601442387756647","0.542270859360009","0.660613916153284"
"Acclaimed","2010","college entrance qualification","in school","","","",""
"Acclaimed","2010","college entrance qualification","inadequately","","","",""
"Acclaimed","2010","college entrance qualification","general elemantary","","","",""
"Acclaimed","2010","college entrance qualification","middle vocational","87","0.646997888729005","0.574731969163616","0.719263808294393"
"Acclaimed","2010","college entrance qualification","vocational + Abi","395","0.614825703124374","0.577950052730053","0.651701353518696"
"Acclaimed","2010","college entrance qualification","higher vocational","125","0.54811965624087","0.480158009353449","0.616081303128292"
"Acclaimed","2010","college entrance qualification","higher education","798","0.428082785015063","0.405996379457981","0.450169190572146"
"Acclaimed","2010","Other degree","in school","","","",""
"Acclaimed","2010","Other degree","inadequately","","","",""
"Acclaimed","2010","Other degree","general elemantary","15","","",""
"Acclaimed","2010","Other degree","middle vocational","57","0.361717375068496","0.282124302615701","0.441310447521292"
"Acclaimed","2010","Other degree","vocational + Abi","27","","",""
"Acclaimed","2010","Other degree","higher vocational","6","","",""
"Acclaimed","2010","Other degree","higher education","43","0.333608808156544","0.248536059331866","0.418681556981222"
"Acclaimed","2010","no degree/no degree yet","in school","3","","",""
"Acclaimed","2010","no degree/no degree yet","inadequately","11","","",""
"Acclaimed","2010","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","2010","no degree/no degree yet","middle vocational","3","","",""
"Acclaimed","2010","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","2010","no degree/no degree yet","higher vocational","","","",""
"Acclaimed","2010","no degree/no degree yet","higher education","","","",""
"Partly, partly","2010","lower secondary degree","in school","","","",""
"Partly, partly","2010","lower secondary degree","inadequately","","","",""
"Partly, partly","2010","lower secondary degree","general elemantary","32","0.130335695124609","0.0840221974602001","0.176649192789019"
"Partly, partly","2010","lower secondary degree","middle vocational","316","0.207148077597652","0.185368032937761","0.228928122257542"
"Partly, partly","2010","lower secondary degree","vocational + Abi","2","","",""
"Partly, partly","2010","lower secondary degree","higher vocational","22","","",""
"Partly, partly","2010","lower secondary degree","higher education","1","","",""
"Partly, partly","2010","secondary school degree","in school","","","",""
"Partly, partly","2010","secondary school degree","inadequately","","","",""
"Partly, partly","2010","secondary school degree","general elemantary","40","0.255851499717995","0.193144588678","0.31855841075799"
"Partly, partly","2010","secondary school degree","middle vocational","485","0.209126107225995","0.192749523606689","0.2255026908453"
"Partly, partly","2010","secondary school degree","vocational + Abi","1","","",""
"Partly, partly","2010","secondary school degree","higher vocational","61","0.137781153283068","0.101671964446166","0.173890342119971"
"Partly, partly","2010","secondary school degree","higher education","37","0.110097827490549","0.0722683167096258","0.147927338271472"
"Partly, partly","2010","college entrance qualification","in school","","","",""
"Partly, partly","2010","college entrance qualification","inadequately","","","",""
"Partly, partly","2010","college entrance qualification","general elemantary","","","",""
"Partly, partly","2010","college entrance qualification","middle vocational","24","","",""
"Partly, partly","2010","college entrance qualification","vocational + Abi","112","0.187822373658947","0.15822629279434","0.217418454523555"
"Partly, partly","2010","college entrance qualification","higher vocational","35","0.212989742639747","0.157080446917726","0.268899038361769"
"Partly, partly","2010","college entrance qualification","higher education","284","0.159221140275556","0.142889273339491","0.175553007211621"
"Partly, partly","2010","Other degree","in school","","","",""
"Partly, partly","2010","Other degree","inadequately","4","","",""
"Partly, partly","2010","Other degree","general elemantary","8","","",""
"Partly, partly","2010","Other degree","middle vocational","32","0.276132896974728","0.202074796630729","0.350190997318727"
"Partly, partly","2010","Other degree","vocational + Abi","9","","",""
"Partly, partly","2010","Other degree","higher vocational","3","","",""
"Partly, partly","2010","Other degree","higher education","22","","",""
"Partly, partly","2010","no degree/no degree yet","in school","","","",""
"Partly, partly","2010","no degree/no degree yet","inadequately","10","","",""
"Partly, partly","2010","no degree/no degree yet","general elemantary","","","",""
"Partly, partly","2010","no degree/no degree yet","middle vocational","3","","",""
"Partly, partly","2010","no degree/no degree yet","vocational + Abi","","","",""
"Partly, partly","2010","no degree/no degree yet","higher vocational","","","",""
"Partly, partly","2010","no degree/no degree yet","higher education","","","",""
"Paid","2010","lower secondary degree","in school","","","",""
"Paid","2010","lower secondary degree","inadequately","","","",""
"Paid","2010","lower secondary degree","general elemantary","54","0.237553453051111","0.179009041269486","0.296097864832736"
"Paid","2010","lower secondary degree","middle vocational","232","0.177896459618683","0.15734374545494","0.198449173782425"
"Paid","2010","lower secondary degree","vocational + Abi","","","",""
"Paid","2010","lower secondary degree","higher vocational","12","","",""
"Paid","2010","lower secondary degree","higher education","","","",""
"Paid","2010","secondary school degree","in school","","","",""
"Paid","2010","secondary school degree","inadequately","","","",""
"Paid","2010","secondary school degree","general elemantary","21","","",""
"Paid","2010","secondary school degree","middle vocational","274","0.104664211589712","0.0923372047747962","0.116991218404627"
"Paid","2010","secondary school degree","vocational + Abi","1","","",""
"Paid","2010","secondary school degree","higher vocational","26","","",""
"Paid","2010","secondary school degree","higher education","15","","",""
"Paid","2010","college entrance qualification","in school","","","",""
"Paid","2010","college entrance qualification","inadequately","","","",""
"Paid","2010","college entrance qualification","general elemantary","","","",""
"Paid","2010","college entrance qualification","middle vocational","22","","",""
"Paid","2010","college entrance qualification","vocational + Abi","64","0.0613459823878973","0.0431623406303017","0.079529624145493"
"Paid","2010","college entrance qualification","higher vocational","5","","",""
"Paid","2010","college entrance qualification","higher education","89","0.0426914823853102","0.033667647184465","0.0517153175861554"
"Paid","2010","Other degree","in school","","","",""
"Paid","2010","Other degree","inadequately","4","","",""
"Paid","2010","Other degree","general elemantary","24","","",""
"Paid","2010","Other degree","middle vocational","43","0.310993040253056","0.234314963277965","0.387671117228147"
"Paid","2010","Other degree","vocational + Abi","17","","",""
"Paid","2010","Other degree","higher vocational","3","","",""
"Paid","2010","Other degree","higher education","13","","",""
"Paid","2010","no degree/no degree yet","in school","4","","",""
"Paid","2010","no degree/no degree yet","inadequately","11","","",""
"Paid","2010","no degree/no degree yet","general elemantary","","","",""
"Paid","2010","no degree/no degree yet","middle vocational","5","","",""
"Paid","2010","no degree/no degree yet","vocational + Abi","","","",""
"Paid","2010","no degree/no degree yet","higher vocational","","","",""
"Paid","2010","no degree/no degree yet","higher education","1","","",""
"Not paid","2010","lower secondary degree","in school","","","",""
"Not paid","2010","lower secondary degree","inadequately","","","",""
"Not paid","2010","lower secondary degree","general elemantary","19","","",""
"Not paid","2010","lower secondary degree","middle vocational","119","0.0920485790297209","0.0765117594994824","0.107585398559959"
"Not paid","2010","lower secondary degree","vocational + Abi","","","",""
"Not paid","2010","lower secondary degree","higher vocational","28","","",""
"Not paid","2010","lower secondary degree","higher education","7","","",""
"Not paid","2010","secondary school degree","in school","","","",""
"Not paid","2010","secondary school degree","inadequately","","","",""
"Not paid","2010","secondary school degree","general elemantary","21","","",""
"Not paid","2010","secondary school degree","middle vocational","273","0.126678661842211","0.113284845794645","0.140072477889778"
"Not paid","2010","secondary school degree","vocational + Abi","","","",""
"Not paid","2010","secondary school degree","higher vocational","72","0.299933391736508","0.251927321104258","0.347939462368758"
"Not paid","2010","secondary school degree","higher education","60","0.252171618895801","0.199688541590045","0.304654696201556"
"Not paid","2010","college entrance qualification","in school","","","",""
"Not paid","2010","college entrance qualification","inadequately","","","",""
"Not paid","2010","college entrance qualification","general elemantary","","","",""
"Not paid","2010","college entrance qualification","middle vocational","35","0.107750007272276","0.0608637700258036","0.154636244518749"
"Not paid","2010","college entrance qualification","vocational + Abi","98","0.136005940828781","0.110030115826993","0.161981765830569"
"Not paid","2010","college entrance qualification","higher vocational","41","0.228320159597111","0.171000290767883","0.285640028426339"
"Not paid","2010","college entrance qualification","higher education","757","0.37000459232407","0.348453622179295","0.391555562468846"
"Not paid","2010","Other degree","in school","","","",""
"Not paid","2010","Other degree","inadequately","","","",""
"Not paid","2010","Other degree","general elemantary","10","","",""
"Not paid","2010","Other degree","middle vocational","8","","",""
"Not paid","2010","Other degree","vocational + Abi","10","","",""
"Not paid","2010","Other degree","higher vocational","","","",""
"Not paid","2010","Other degree","higher education","40","0.410413779455754","0.321659006653569","0.499168552257939"
"Not paid","2010","no degree/no degree yet","in school","","","",""
"Not paid","2010","no degree/no degree yet","inadequately","3","","",""
"Not paid","2010","no degree/no degree yet","general elemantary","","","",""
"Not paid","2010","no degree/no degree yet","middle vocational","3","","",""
"Not paid","2010","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","2010","no degree/no degree yet","higher vocational","","","",""
"Not paid","2010","no degree/no degree yet","higher education","","","",""
"Acclaimed","2011","lower secondary degree","in school","","","",""
"Acclaimed","2011","lower secondary degree","inadequately","","","",""
"Acclaimed","2011","lower secondary degree","general elemantary","122","0.440480924243133","0.382123422120308","0.498838426365958"
"Acclaimed","2011","lower secondary degree","middle vocational","711","0.478335506388116","0.453272522615993","0.503398490160239"
"Acclaimed","2011","lower secondary degree","vocational + Abi","2","","",""
"Acclaimed","2011","lower secondary degree","higher vocational","70","0.526833961088078","0.443832764134886","0.609835158041269"
"Acclaimed","2011","lower secondary degree","higher education","10","","",""
"Acclaimed","2011","secondary school degree","in school","","","",""
"Acclaimed","2011","secondary school degree","inadequately","","","",""
"Acclaimed","2011","secondary school degree","general elemantary","120","0.515342964012174","0.450614427732978","0.580071500291371"
"Acclaimed","2011","secondary school degree","middle vocational","1522","0.517016200943947","0.498673307632671","0.535359094255224"
"Acclaimed","2011","secondary school degree","vocational + Abi","2","","",""
"Acclaimed","2011","secondary school degree","higher vocational","225","0.514707236963567","0.466271213401688","0.563143260525446"
"Acclaimed","2011","secondary school degree","higher education","186","0.569479818164799","0.515058324495149","0.62390131183445"
"Acclaimed","2011","college entrance qualification","in school","","","",""
"Acclaimed","2011","college entrance qualification","inadequately","","","",""
"Acclaimed","2011","college entrance qualification","general elemantary","","","",""
"Acclaimed","2011","college entrance qualification","middle vocational","98","0.585643286988256","0.516502461605532","0.654784112370979"
"Acclaimed","2011","college entrance qualification","vocational + Abi","471","0.596415857553565","0.562524279669886","0.630307435437244"
"Acclaimed","2011","college entrance qualification","higher vocational","130","0.511503304946163","0.448524350695497","0.574482259196828"
"Acclaimed","2011","college entrance qualification","higher education","1002","0.444879672972241","0.424481300669008","0.465278045275474"
"Acclaimed","2011","Other degree","in school","","","",""
"Acclaimed","2011","Other degree","inadequately","5","","",""
"Acclaimed","2011","Other degree","general elemantary","18","","",""
"Acclaimed","2011","Other degree","middle vocational","78","0.412972250608324","0.341439957419756","0.484504543796891"
"Acclaimed","2011","Other degree","vocational + Abi","39","0.44552984898121","0.339868508339646","0.551191189622774"
"Acclaimed","2011","Other degree","higher vocational","6","","",""
"Acclaimed","2011","Other degree","higher education","51","0.328838670750477","0.248997448764672","0.408679892736282"
"Acclaimed","2011","no degree/no degree yet","in school","5","","",""
"Acclaimed","2011","no degree/no degree yet","inadequately","10","","",""
"Acclaimed","2011","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","2011","no degree/no degree yet","middle vocational","9","","",""
"Acclaimed","2011","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","2011","no degree/no degree yet","higher vocational","","","",""
"Acclaimed","2011","no degree/no degree yet","higher education","","","",""
"Partly, partly","2011","lower secondary degree","in school","","","",""
"Partly, partly","2011","lower secondary degree","inadequately","","","",""
"Partly, partly","2011","lower secondary degree","general elemantary","50","0.217207504644866","0.168736007624381","0.265679001665351"
"Partly, partly","2011","lower secondary degree","middle vocational","390","0.248678237097822","0.226991076345081","0.270365397850563"
"Partly, partly","2011","lower secondary degree","vocational + Abi","2","","",""
"Partly, partly","2011","lower secondary degree","higher vocational","23","","",""
"Partly, partly","2011","lower secondary degree","higher education","2","","",""
"Partly, partly","2011","secondary school degree","in school","","","",""
"Partly, partly","2011","secondary school degree","inadequately","","","",""
"Partly, partly","2011","secondary school degree","general elemantary","49","0.206291412752528","0.153882944780374","0.258699880724681"
"Partly, partly","2011","secondary school degree","middle vocational","605","0.218698726048684","0.203525362091157","0.233872090006211"
"Partly, partly","2011","secondary school degree","vocational + Abi","1","","",""
"Partly, partly","2011","secondary school degree","higher vocational","79","0.145354957310623","0.111196814501269","0.179513100119977"
"Partly, partly","2011","secondary school degree","higher education","39","0.127517820277857","0.0908573312435306","0.164178309312184"
"Partly, partly","2011","college entrance qualification","in school","","","",""
"Partly, partly","2011","college entrance qualification","inadequately","","","",""
"Partly, partly","2011","college entrance qualification","general elemantary","","","",""
"Partly, partly","2011","college entrance qualification","middle vocational","32","0.13420114976837","0.0863582597401865","0.182044039796555"
"Partly, partly","2011","college entrance qualification","vocational + Abi","136","0.165994352794101","0.140291501523074","0.191697204065127"
"Partly, partly","2011","college entrance qualification","higher vocational","41","0.184855569670765","0.135948238891155","0.233762900450376"
"Partly, partly","2011","college entrance qualification","higher education","324","0.160655199119375","0.145582248990873","0.175728149247878"
"Partly, partly","2011","Other degree","in school","","","",""
"Partly, partly","2011","Other degree","inadequately","1","","",""
"Partly, partly","2011","Other degree","general elemantary","17","","",""
"Partly, partly","2011","Other degree","middle vocational","35","0.269364887480257","0.204913368299972","0.333816406660541"
"Partly, partly","2011","Other degree","vocational + Abi","15","","",""
"Partly, partly","2011","Other degree","higher vocational","5","","",""
"Partly, partly","2011","Other degree","higher education","18","","",""
"Partly, partly","2011","no degree/no degree yet","in school","1","","",""
"Partly, partly","2011","no degree/no degree yet","inadequately","10","","",""
"Partly, partly","2011","no degree/no degree yet","general elemantary","","","",""
"Partly, partly","2011","no degree/no degree yet","middle vocational","4","","",""
"Partly, partly","2011","no degree/no degree yet","vocational + Abi","","","",""
"Partly, partly","2011","no degree/no degree yet","higher vocational","","","",""
"Partly, partly","2011","no degree/no degree yet","higher education","","","",""
"Paid","2011","lower secondary degree","in school","","","",""
"Paid","2011","lower secondary degree","inadequately","","","",""
"Paid","2011","lower secondary degree","general elemantary","86","0.274730489291022","0.222258342451523","0.327202636130522"
"Paid","2011","lower secondary degree","middle vocational","281","0.188446366701621","0.168825268034174","0.208067465369069"
"Paid","2011","lower secondary degree","vocational + Abi","","","",""
"Paid","2011","lower secondary degree","higher vocational","17","","",""
"Paid","2011","lower secondary degree","higher education","1","","",""
"Paid","2011","secondary school degree","in school","","","",""
"Paid","2011","secondary school degree","inadequately","","","",""
"Paid","2011","secondary school degree","general elemantary","34","0.131177534890715","0.0874529592250952","0.174902110556336"
"Paid","2011","secondary school degree","middle vocational","358","0.116869642231677","0.105076955912525","0.128662328550828"
"Paid","2011","secondary school degree","vocational + Abi","1","","",""
"Paid","2011","secondary school degree","higher vocational","30","0.0875035494200991","0.0601184158332882","0.11488868300691"
"Paid","2011","secondary school degree","higher education","16","","",""
"Paid","2011","college entrance qualification","in school","","","",""
"Paid","2011","college entrance qualification","inadequately","","","",""
"Paid","2011","college entrance qualification","general elemantary","","","",""
"Paid","2011","college entrance qualification","middle vocational","29","","",""
"Paid","2011","college entrance qualification","vocational + Abi","76","0.0862257577499806","0.0668352975441306","0.105616217955831"
"Paid","2011","college entrance qualification","higher vocational","14","","",""
"Paid","2011","college entrance qualification","higher education","94","0.0403686596511793","0.0322897073507496","0.048447611951609"
"Paid","2011","Other degree","in school","","","",""
"Paid","2011","Other degree","inadequately","3","","",""
"Paid","2011","Other degree","general elemantary","23","","",""
"Paid","2011","Other degree","middle vocational","52","0.230556264541694","0.169365018811077","0.291747510272311"
"Paid","2011","Other degree","vocational + Abi","21","","",""
"Paid","2011","Other degree","higher vocational","5","","",""
"Paid","2011","Other degree","higher education","16","","",""
"Paid","2011","no degree/no degree yet","in school","2","","",""
"Paid","2011","no degree/no degree yet","inadequately","22","","",""
"Paid","2011","no degree/no degree yet","general elemantary","","","",""
"Paid","2011","no degree/no degree yet","middle vocational","6","","",""
"Paid","2011","no degree/no degree yet","vocational + Abi","","","",""
"Paid","2011","no degree/no degree yet","higher vocational","","","",""
"Paid","2011","no degree/no degree yet","higher education","1","","",""
"Not paid","2011","lower secondary degree","in school","","","",""
"Not paid","2011","lower secondary degree","inadequately","","","",""
"Not paid","2011","lower secondary degree","general elemantary","20","","",""
"Not paid","2011","lower secondary degree","middle vocational","144","0.0845398898124407","0.0705819482547782","0.0984978313701031"
"Not paid","2011","lower secondary degree","vocational + Abi","","","",""
"Not paid","2011","lower secondary degree","higher vocational","29","","",""
"Not paid","2011","lower secondary degree","higher education","4","","",""
"Not paid","2011","secondary school degree","in school","","","",""
"Not paid","2011","secondary school degree","inadequately","","","",""
"Not paid","2011","secondary school degree","general elemantary","26","","",""
"Not paid","2011","secondary school degree","middle vocational","366","0.147415430775692","0.134402063429602","0.160428798121782"
"Not paid","2011","secondary school degree","vocational + Abi","","","",""
"Not paid","2011","secondary school degree","higher vocational","75","0.252434256305711","0.210333947820352","0.29453456479107"
"Not paid","2011","secondary school degree","higher education","77","0.255761661179709","0.207809490399284","0.303713831960134"
"Not paid","2011","college entrance qualification","in school","","","",""
"Not paid","2011","college entrance qualification","inadequately","","","",""
"Not paid","2011","college entrance qualification","general elemantary","","","",""
"Not paid","2011","college entrance qualification","middle vocational","36","0.174912163479139","0.121592072285539","0.228232254672738"
"Not paid","2011","college entrance qualification","vocational + Abi","122","0.151364031902354","0.126605652607984","0.176122411196723"
"Not paid","2011","college entrance qualification","higher vocational","57","0.26272290141897","0.207272493438029","0.318173309399911"
"Not paid","2011","college entrance qualification","higher education","860","0.354096468257204","0.334466242478245","0.373726694036164"
"Not paid","2011","Other degree","in school","","","",""
"Not paid","2011","Other degree","inadequately","","","",""
"Not paid","2011","Other degree","general elemantary","14","","",""
"Not paid","2011","Other degree","middle vocational","17","","",""
"Not paid","2011","Other degree","vocational + Abi","10","","",""
"Not paid","2011","Other degree","higher vocational","2","","",""
"Not paid","2011","Other degree","higher education","48","0.389177381128911","0.306315722641584","0.472039039616238"
"Not paid","2011","no degree/no degree yet","in school","2","","",""
"Not paid","2011","no degree/no degree yet","inadequately","9","","",""
"Not paid","2011","no degree/no degree yet","general elemantary","","","",""
"Not paid","2011","no degree/no degree yet","middle vocational","4","","",""
"Not paid","2011","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","2011","no degree/no degree yet","higher vocational","","","",""
"Not paid","2011","no degree/no degree yet","higher education","","","",""
"Acclaimed","2012","lower secondary degree","in school","","","",""
"Acclaimed","2012","lower secondary degree","inadequately","","","",""
"Acclaimed","2012","lower secondary degree","general elemantary","129","0.442410915452408","0.385540771267687","0.499281059637129"
"Acclaimed","2012","lower secondary degree","middle vocational","756","0.497338780618164","0.472598736369337","0.522078824866991"
"Acclaimed","2012","lower secondary degree","vocational + Abi","1","","",""
"Acclaimed","2012","lower secondary degree","higher vocational","62","0.399162010987492","0.318040250680656","0.480283771294329"
"Acclaimed","2012","lower secondary degree","higher education","7","","",""
"Acclaimed","2012","secondary school degree","in school","","","",""
"Acclaimed","2012","secondary school degree","inadequately","","","",""
"Acclaimed","2012","secondary school degree","general elemantary","134","0.557332374636819","0.492859552078428","0.62180519719521"
"Acclaimed","2012","secondary school degree","middle vocational","1644","0.552815825301405","0.534797326620935","0.570834323981874"
"Acclaimed","2012","secondary school degree","vocational + Abi","2","","",""
"Acclaimed","2012","secondary school degree","higher vocational","211","0.498308021252251","0.448937524403675","0.547678518100826"
"Acclaimed","2012","secondary school degree","higher education","169","0.636448329292503","0.580005258032506","0.6928914005525"
"Acclaimed","2012","college entrance qualification","in school","","","",""
"Acclaimed","2012","college entrance qualification","inadequately","","","",""
"Acclaimed","2012","college entrance qualification","general elemantary","","","",""
"Acclaimed","2012","college entrance qualification","middle vocational","107","0.525614738607121","0.457916977021382","0.593312500192861"
"Acclaimed","2012","college entrance qualification","vocational + Abi","483","0.574409924411839","0.541287819981639","0.607532028842039"
"Acclaimed","2012","college entrance qualification","higher vocational","164","0.610232880772243","0.551066059250986","0.6693997022935"
"Acclaimed","2012","college entrance qualification","higher education","1066","0.456323203143505","0.436120414331896","0.476525991955114"
"Acclaimed","2012","Other degree","in school","","","",""
"Acclaimed","2012","Other degree","inadequately","6","","",""
"Acclaimed","2012","Other degree","general elemantary","28","","",""
"Acclaimed","2012","Other degree","middle vocational","68","0.336263835457556","0.266861208106679","0.405666462808433"
"Acclaimed","2012","Other degree","vocational + Abi","36","0.427971064318348","0.326312587750989","0.529629540885706"
"Acclaimed","2012","Other degree","higher vocational","7","","",""
"Acclaimed","2012","Other degree","higher education","71","0.419395790588986","0.341459477968465","0.497332103209507"
"Acclaimed","2012","no degree/no degree yet","in school","3","","",""
"Acclaimed","2012","no degree/no degree yet","inadequately","14","","",""
"Acclaimed","2012","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","2012","no degree/no degree yet","middle vocational","14","","",""
"Acclaimed","2012","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","2012","no degree/no degree yet","higher vocational","","","",""
