"plb0195_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Paid","2001","Part Time","in school","12","","","","3"
"Paid","2001","Part Time","inadequately","5","","","","3"
"Paid","2001","Part Time","general elemantary","50","0.336870667746962","0.261484731071402","0.412256604422522","3"
"Paid","2001","Not Working","higher education","1","","","","3"
"Paid","2001","Not Working","higher vocational","","","","","3"
"Paid","2001","Not Working","in school","2","","","","3"
"Paid","2001","Not Working","inadequately","","","","","3"
"Paid","2001","Not Working","general elemantary","2","","","","3"
"Paid","2001","Not Working","middle vocational","6","","","","3"
"Paid","2001","Not Working","vocational + Abi","","","","","3"
"Partly, partly","2001","Full Time","general elemantary","86","0.221667121184552","0.180653009572453","0.26268123279665","2"
"Partly, partly","2001","Full Time","middle vocational","778","0.234243929364364","0.219604066826709","0.24888379190202","2"
"Partly, partly","2001","Full Time","vocational + Abi","89","0.245650967489913","0.201245147060931","0.290056787918895","2"
"Partly, partly","2001","Full Time","higher vocational","157","0.229246866357798","0.195299991677779","0.263193741037816","2"
"Partly, partly","2001","Full Time","higher education","280","0.209469697495494","0.188567725225065","0.230371669765924","2"
"Partly, partly","2001","Full Time","inadequately","6","","","","2"
"Partly, partly","2001","Full Time","in school","","","","","2"
"Partly, partly","2001","Part Time","vocational + Abi","22","","","","2"
"Partly, partly","2001","Part Time","higher vocational","28","","","","2"
"Partly, partly","2001","Part Time","higher education","52","0.154174287272063","0.113378881273252","0.194969693270873","2"
"Partly, partly","2001","Not Working","in school","","","","","2"
"Partly, partly","2001","Not Working","inadequately","","","","","2"
"Partly, partly","2001","Not Working","higher education","3","","","","2"
"Partly, partly","2001","Part Time","middle vocational","172","0.203186861435965","0.17714395339509","0.22922976947684","2"
"Partly, partly","2001","Not Working","general elemantary","1","","","","2"
"Partly, partly","2001","Not Working","middle vocational","6","","","","2"
"Partly, partly","2001","Not Working","vocational + Abi","1","","","","2"
"Partly, partly","2001","Not Working","higher vocational","1","","","","2"
"Partly, partly","2001","Part Time","inadequately","1","","","","2"
"Partly, partly","2001","Part Time","general elemantary","21","","","","2"
"Partly, partly","2001","Part Time","in school","2","","","","2"
"Acclaimed","2002","Full Time","general elemantary","146","0.458445927657707","0.403595068754593","0.51329678656082","1"
"Acclaimed","2002","Full Time","middle vocational","1416","0.48574717972244","0.467948329876421","0.503546029568459","1"
"Acclaimed","2002","Full Time","vocational + Abi","191","0.498222049822842","0.448851582430507","0.547592517215177","1"
"Acclaimed","2002","Full Time","higher vocational","281","0.523256228463204","0.482782811126903","0.563729645799505","1"
"Acclaimed","2002","Full Time","higher education","646","0.384761480301822","0.36245164469746","0.407071315906184","1"
"Acclaimed","2002","Part Time","in school","3","","","","1"
"Acclaimed","2002","Part Time","inadequately","1","","","","1"
"Acclaimed","2002","Part Time","vocational + Abi","60","0.535245709133124","0.442040529093128","0.628450889173121","1"
"Acclaimed","2002","Part Time","higher vocational","104","0.609285619787501","0.533684494189331","0.68488674538567","1"
"Acclaimed","2002","Part Time","higher education","165","0.447346410414767","0.397871991250606","0.496820829578928","1"
"Acclaimed","2002","Not Working","in school","","","","","1"
"Acclaimed","2002","Not Working","inadequately","","","","","1"
"Acclaimed","2002","Not Working","general elemantary","6","","","","1"
"Acclaimed","2002","Not Working","middle vocational","14","","","","1"
"Acclaimed","2002","Not Working","higher education","6","","","","1"
"Acclaimed","2002","Full Time","in school","","","","","1"
"Acclaimed","2002","Full Time","inadequately","10","","","","1"
"Acclaimed","2002","Part Time","general elemantary","59","0.426411576582685","0.345068873367963","0.507754279797406","1"
"Acclaimed","2002","Part Time","middle vocational","505","0.561795092536555","0.529179535544421","0.594410649528689","1"
"Acclaimed","2002","Not Working","vocational + Abi","2","","","","1"
"Acclaimed","2002","Not Working","higher vocational","3","","","","1"
"Not paid","2002","Full Time","inadequately","2","","","","4"
"Not paid","2002","Full Time","general elemantary","37","0.118822267756052","0.0832018396141675","0.154442695897936","4"
"Not paid","2002","Part Time","vocational + Abi","11","","","","4"
"Not paid","2002","Not Working","higher education","","","","","4"
"Not paid","2002","Full Time","in school","1","","","","4"
"Not paid","2002","Full Time","middle vocational","373","0.107476317682895","0.0964465918361803","0.11850604352961","4"
"Not paid","2002","Part Time","middle vocational","77","0.0855863035501453","0.067196770291527","0.103975836808763","4"
"Not paid","2002","Part Time","higher vocational","11","","","","4"
"Not paid","2002","Not Working","higher vocational","","","","","4"
"Not paid","2002","Full Time","vocational + Abi","79","0.18483211228532","0.146504459375792","0.223159765194847","4"
"Not paid","2002","Full Time","higher vocational","110","0.166201011216111","0.136035015090099","0.196367007342122","4"
"Not paid","2002","Full Time","higher education","818","0.403909669837412","0.381409956703993","0.42640938297083","4"
"Not paid","2002","Part Time","in school","2","","","","4"
"Not paid","2002","Part Time","inadequately","","","","","4"
"Not paid","2002","Part Time","general elemantary","22","","","","4"
"Not paid","2002","Part Time","higher education","144","0.375161375915648","0.326985987826812","0.423336764004484","4"
"Not paid","2002","Not Working","in school","","","","","4"
"Not paid","2002","Not Working","inadequately","","","","","4"
"Not paid","2002","Not Working","general elemantary","","","","","4"
"Not paid","2002","Not Working","middle vocational","3","","","","4"
"Not paid","2002","Not Working","vocational + Abi","","","","","4"
"Paid","2002","Part Time","vocational + Abi","16","","","","3"
"Paid","2002","Part Time","higher vocational","24","","","","3"
"Paid","2002","Part Time","higher education","23","","","","3"
"Paid","2002","Full Time","inadequately","10","","","","3"
"Paid","2002","Full Time","general elemantary","62","0.198225179883949","0.154339374107054","0.242110985660844","3"
"Paid","2002","Full Time","middle vocational","453","0.153256084251262","0.140427363279769","0.166084805222756","3"
"Paid","2002","Full Time","vocational + Abi","42","0.129125917022664","0.0960139963741097","0.162237837671219","3"
"Paid","2002","Part Time","middle vocational","145","0.167450842002578","0.142906814928558","0.191994869076598","3"
"Paid","2002","Full Time","in school","","","","","3"
"Paid","2002","Full Time","higher vocational","53","0.0962417717294414","0.0723428616691315","0.120140681789751","3"
"Paid","2002","Full Time","higher education","88","0.0540371405314596","0.0436699270931483","0.0644043539697708","3"
"Paid","2002","Part Time","in school","16","","","","3"
"Paid","2002","Part Time","inadequately","2","","","","3"
"Paid","2002","Part Time","general elemantary","38","0.248604845517213","0.17751739999211","0.319692291042316","3"
"Paid","2002","Not Working","middle vocational","7","","","","3"
"Paid","2002","Not Working","higher education","","","","","3"
"Paid","2002","Not Working","inadequately","","","","","3"
"Paid","2002","Not Working","vocational + Abi","2","","","","3"
"Paid","2002","Not Working","higher vocational","","","","","3"
"Paid","2002","Not Working","general elemantary","4","","","","3"
"Paid","2002","Not Working","in school","1","","","","3"
"Partly, partly","2002","Full Time","inadequately","1","","","","2"
"Partly, partly","2002","Full Time","middle vocational","787","0.253520418343403","0.238028189901561","0.269012646785245","2"
"Partly, partly","2002","Full Time","higher education","275","0.157291709329307","0.14059732656519","0.173986092093424","2"
"Partly, partly","2002","Full Time","general elemantary","72","0.224506624702292","0.178573912899958","0.270439336504626","2"
"Partly, partly","2002","Full Time","vocational + Abi","82","0.187819920869174","0.14925459785558","0.226385243882767","2"
"Partly, partly","2002","Full Time","higher vocational","141","0.214300988591244","0.181049556952073","0.247552420230415","2"
"Partly, partly","2002","Full Time","in school","","","","","2"
"Partly, partly","2002","Part Time","vocational + Abi","23","","","","2"
"Partly, partly","2002","Part Time","higher vocational","21","","","","2"
"Partly, partly","2002","Part Time","higher education","56","0.128502570562661","0.0952043373144379","0.161800803810884","2"
"Partly, partly","2002","Not Working","in school","","","","","2"
"Partly, partly","2002","Not Working","inadequately","","","","","2"
"Partly, partly","2002","Not Working","higher education","1","","","","2"
"Partly, partly","2002","Not Working","general elemantary","1","","","","2"
"Partly, partly","2002","Part Time","middle vocational","162","0.185167761910722","0.159634047253005","0.210701476568439","2"
"Partly, partly","2002","Not Working","middle vocational","4","","","","2"
"Partly, partly","2002","Not Working","vocational + Abi","","","","","2"
"Partly, partly","2002","Not Working","higher vocational","1","","","","2"
"Partly, partly","2002","Part Time","in school","3","","","","2"
"Partly, partly","2002","Part Time","inadequately","3","","","","2"
"Partly, partly","2002","Part Time","general elemantary","23","","","","2"
"Acclaimed","2003","Full Time","general elemantary","159","0.517829223609407","0.461285919332121","0.574372527886692","1"
"Acclaimed","2003","Full Time","middle vocational","1424","0.53093396893936","0.512547762968147","0.549320174910573","1"
"Acclaimed","2003","Full Time","vocational + Abi","207","0.514569420203915","0.465529788990922","0.563609051416909","1"
"Acclaimed","2003","Full Time","higher vocational","256","0.487844506901231","0.44618375033708","0.529505263465383","1"
"Acclaimed","2003","Full Time","higher education","629","0.403404942468117","0.379890191298217","0.426919693638018","1"
"Acclaimed","2003","Part Time","in school","","","","","1"
"Acclaimed","2003","Full Time","inadequately","10","","","","1"
"Acclaimed","2003","Part Time","inadequately","1","","","","1"
"Acclaimed","2003","Part Time","vocational + Abi","65","0.491345367613937","0.401144228453795","0.581546506774079","1"
"Acclaimed","2003","Part Time","higher vocational","104","0.654244237337163","0.581892541721344","0.726595932952983","1"
"Acclaimed","2003","Part Time","higher education","163","0.511737278075563","0.458682901841796","0.564791654309331","1"
"Acclaimed","2003","Not Working","in school","","","","","1"
"Acclaimed","2003","Not Working","inadequately","","","","","1"
"Acclaimed","2003","Not Working","general elemantary","4","","","","1"
"Acclaimed","2003","Not Working","middle vocational","15","","","","1"
"Acclaimed","2003","Not Working","higher education","6","","","","1"
"Acclaimed","2003","Full Time","in school","","","","","1"
"Acclaimed","2003","Part Time","general elemantary","72","0.520313201091181","0.438430647519631","0.60219575466273","1"
"Acclaimed","2003","Part Time","middle vocational","489","0.552709013225834","0.52024299393178","0.585175032519888","1"
"Acclaimed","2003","Not Working","vocational + Abi","4","","","","1"
"Acclaimed","2003","Not Working","higher vocational","5","","","","1"
"Not paid","2003","Full Time","inadequately","1","","","","4"
"Not paid","2003","Full Time","general elemantary","29","","","","4"
"Not paid","2003","Part Time","middle vocational","82","0.0853795094383803","0.0671328659569117","0.103626152919849","4"
"Not paid","2003","Part Time","vocational + Abi","18","","","","4"
"Not paid","2003","Not Working","higher education","3","","","","4"
"Not paid","2003","Full Time","in school","","","","","4"
"Not paid","2003","Full Time","middle vocational","369","0.107496740591584","0.0960848545340539","0.118908626649114","4"
"Not paid","2003","Full Time","vocational + Abi","88","0.185216211074251","0.147098893469417","0.223333528679085","4"
"Not paid","2003","Full Time","higher vocational","111","0.19349832663017","0.160573251958813","0.226423401301528","4"
"Not paid","2003","Full Time","higher education","700","0.372553061218321","0.34937844637495","0.395727676061692","4"
"Not paid","2003","Part Time","in school","","","","","4"
"Not paid","2003","Part Time","inadequately","3","","","","4"
"Not paid","2003","Part Time","general elemantary","10","","","","4"
"Not paid","2003","Part Time","higher vocational","16","","","","4"
"Not paid","2003","Not Working","higher vocational","1","","","","4"
"Not paid","2003","Part Time","higher education","101","0.282388602055288","0.234609371965219","0.330167832145358","4"
"Not paid","2003","Not Working","in school","","","","","4"
"Not paid","2003","Not Working","inadequately","","","","","4"
"Not paid","2003","Not Working","general elemantary","2","","","","4"
"Not paid","2003","Not Working","middle vocational","4","","","","4"
"Not paid","2003","Not Working","vocational + Abi","1","","","","4"
"Paid","2003","Full Time","inadequately","12","","","","3"
"Paid","2003","Full Time","general elemantary","55","0.191105588961699","0.146614803280582","0.235596374642817","3"
"Paid","2003","Full Time","middle vocational","385","0.14590334771585","0.132897429718096","0.158909265713605","3"
"Paid","2003","Full Time","vocational + Abi","37","0.115989232962874","0.084569733744737","0.147408732181011","3"
"Paid","2003","Full Time","in school","","","","","3"
"Paid","2003","Full Time","higher vocational","53","0.0748873922655559","0.0529498899764936","0.0968248945546182","3"
"Paid","2003","Full Time","higher education","82","0.0639491797703027","0.0522219034611647","0.0756764560794408","3"
"Paid","2003","Part Time","in school","3","","","","3"
"Paid","2003","Part Time","inadequately","1","","","","3"
"Paid","2003","Part Time","general elemantary","35","0.271083172442839","0.19822633086302","0.343940014022658","3"
"Paid","2003","Part Time","middle vocational","155","0.172485462928565","0.14781656427659","0.197154361580541","3"
"Paid","2003","Part Time","vocational + Abi","13","","","","3"
"Paid","2003","Part Time","higher vocational","12","","","","3"
"Paid","2003","Part Time","higher education","34","0.0945555594411231","0.0634995722429655","0.125611546639281","3"
"Paid","2003","Not Working","higher education","","","","","3"
"Paid","2003","Not Working","inadequately","","","","","3"
"Paid","2003","Not Working","general elemantary","4","","","","3"
"Paid","2003","Not Working","in school","1","","","","3"
"Paid","2003","Not Working","middle vocational","9","","","","3"
"Paid","2003","Not Working","vocational + Abi","","","","","3"
"Paid","2003","Not Working","higher vocational","","","","","3"
"Partly, partly","2003","Full Time","inadequately","1","","","","2"
"Partly, partly","2003","Full Time","general elemantary","57","0.218281450321602","0.171537965391008","0.265024935252196","2"
"Partly, partly","2003","Full Time","vocational + Abi","67","0.18422513575896","0.146186822943203","0.222263448574716","2"
"Partly, partly","2003","Full Time","higher education","261","0.160092816543259","0.14251635189666","0.177669281189857","2"
"Partly, partly","2003","Full Time","in school","","","","","2"
"Partly, partly","2003","Full Time","higher vocational","133","0.243769774203042","0.207984654956592","0.279554893449492","2"
"Partly, partly","2003","Full Time","middle vocational","652","0.215665942753205","0.200513027511623","0.230818857994788","2"
"Partly, partly","2003","Part Time","vocational + Abi","22","","","","2"
"Partly, partly","2003","Part Time","higher vocational","34","0.162932449621166","0.106752920633368","0.219111978608964","2"
"Partly, partly","2003","Part Time","higher education","43","0.111318560428025","0.0779353771215279","0.144701743734522","2"
"Partly, partly","2003","Part Time","middle vocational","175","0.189426014407221","0.163840047308565","0.215011981505876","2"
"Partly, partly","2003","Not Working","in school","","","","","2"
"Partly, partly","2003","Part Time","in school","","","","","2"
"Partly, partly","2003","Part Time","inadequately","1","","","","2"
"Partly, partly","2003","Part Time","general elemantary","26","","","","2"
"Partly, partly","2003","Not Working","inadequately","","","","","2"
"Partly, partly","2003","Not Working","higher education","2","","","","2"
"Partly, partly","2003","Not Working","general elemantary","1","","","","2"
"Partly, partly","2003","Not Working","middle vocational","2","","","","2"
"Partly, partly","2003","Not Working","vocational + Abi","","","","","2"
"Partly, partly","2003","Not Working","higher vocational","","","","","2"
"Acclaimed","2004","Full Time","general elemantary","144","0.433994543312321","0.378999539358011","0.488989547266631","1"
"Acclaimed","2004","Full Time","middle vocational","1319","0.526002118937563","0.507048158690467","0.544956079184659","1"
"Acclaimed","2004","Full Time","vocational + Abi","215","0.569236309581528","0.519513982639815","0.618958636523242","1"
"Acclaimed","2004","Full Time","higher vocational","256","0.476554677242491","0.435114364766308","0.517994989718674","1"
"Acclaimed","2004","Full Time","higher education","625","0.390191111734866","0.366568565726974","0.413813657742758","1"
"Acclaimed","2004","Part Time","in school","1","","","","1"
"Acclaimed","2004","Full Time","inadequately","6","","","","1"
"Acclaimed","2004","Part Time","inadequately","1","","","","1"
"Acclaimed","2004","Part Time","vocational + Abi","70","0.584324490019482","0.496511317156261","0.672137662882704","1"
"Acclaimed","2004","Part Time","higher vocational","108","0.668790963816451","0.596091461171607","0.741490466461294","1"
"Acclaimed","2004","Part Time","higher education","162","0.430234926604849","0.377914700362788","0.48255515284691","1"
"Acclaimed","2004","Not Working","in school","","","","","1"
"Acclaimed","2004","Not Working","inadequately","","","","","1"
"Acclaimed","2004","Not Working","general elemantary","2","","","","1"
"Acclaimed","2004","Not Working","middle vocational","6","","","","1"
"Acclaimed","2004","Not Working","higher education","5","","","","1"
"Acclaimed","2004","Not Working","vocational + Abi","3","","","","1"
"Acclaimed","2004","Not Working","higher vocational","1","","","","1"
"Acclaimed","2004","Full Time","in school","1","","","","1"
"Acclaimed","2004","Part Time","general elemantary","56","0.374890335067082","0.288276414584175","0.461504255549988","1"
"Acclaimed","2004","Part Time","middle vocational","490","0.55233455828917","0.519443433436548","0.585225683141791","1"
"Not paid","2004","Full Time","inadequately","1","","","","4"
"Not paid","2004","Full Time","general elemantary","45","0.139326224356852","0.100901875794085","0.177750572919619","4"
"Not paid","2004","Part Time","middle vocational","80","0.0722432107333852","0.0551187689552698","0.0893676525115006","4"
"Not paid","2004","Part Time","vocational + Abi","15","","","","4"
"Not paid","2004","Not Working","higher vocational","1","","","","4"
"Not paid","2004","Not Working","higher education","5","","","","4"
"Not paid","2004","Full Time","in school","","","","","4"
"Not paid","2004","Full Time","middle vocational","385","0.131253919648675","0.118435910170825","0.144071929126524","4"
"Not paid","2004","Full Time","vocational + Abi","75","0.172517054280744","0.134578467782076","0.210455640779412","4"
"Not paid","2004","Full Time","higher vocational","114","0.204206624285803","0.170758939289604","0.237654309282003","4"
"Not paid","2004","Full Time","higher education","728","0.408586402644808","0.384780823594819","0.432391981694797","4"
"Not paid","2004","Part Time","in school","","","","","4"
"Not paid","2004","Part Time","inadequately","1","","","","4"
"Not paid","2004","Part Time","general elemantary","17","","","","4"
"Not paid","2004","Part Time","higher vocational","15","","","","4"
"Not paid","2004","Part Time","higher education","106","0.309388682519386","0.26054167906443","0.358235685974342","4"
"Not paid","2004","Not Working","in school","","","","","4"
"Not paid","2004","Not Working","inadequately","","","","","4"
"Not paid","2004","Not Working","general elemantary","3","","","","4"
"Not paid","2004","Not Working","middle vocational","4","","","","4"
"Not paid","2004","Not Working","vocational + Abi","","","","","4"
"Paid","2004","Full Time","inadequately","6","","","","3"
"Paid","2004","Full Time","general elemantary","51","0.179872804723098","0.13725469786949","0.222490911576707","3"
"Paid","2004","Full Time","middle vocational","336","0.131899347695913","0.119054635325025","0.144744060066801","3"
"Paid","2004","Full Time","vocational + Abi","27","","","","3"
"Paid","2004","Full Time","higher vocational","57","0.083914139378356","0.0609094351459889","0.106918843610723","3"
"Paid","2004","Full Time","higher education","60","0.0594498887661139","0.0479985138124858","0.070901263719742","3"
"Paid","2004","Part Time","in school","4","","","","3"
"Paid","2004","Part Time","inadequately","5","","","","3"
"Paid","2004","Part Time","general elemantary","26","","","","3"
"Paid","2004","Part Time","middle vocational","161","0.184393599154959","0.158742022346134","0.210045175963784","3"
"Paid","2004","Part Time","vocational + Abi","18","","","","3"
"Paid","2004","Part Time","higher vocational","12","","","","3"
"Paid","2004","Part Time","higher education","34","0.137534987411123","0.101139611544002","0.173930363278245","3"
"Paid","2004","Full Time","in school","","","","","3"
"Paid","2004","Not Working","higher education","","","","","3"
"Paid","2004","Not Working","in school","1","","","","3"
"Paid","2004","Not Working","inadequately","","","","","3"
"Paid","2004","Not Working","general elemantary","","","","","3"
"Paid","2004","Not Working","middle vocational","3","","","","3"
"Paid","2004","Not Working","vocational + Abi","1","","","","3"
"Paid","2004","Not Working","higher vocational","","","","","3"
"Partly, partly","2004","Full Time","vocational + Abi","64","0.192411402814568","0.152829552211954","0.231993253417181","2"
"Partly, partly","2004","Full Time","higher vocational","131","0.23532455909335","0.200127758355812","0.270521359830888","2"
"Partly, partly","2004","Full Time","higher education","225","0.141772596854212","0.124880308813926","0.158664884894497","2"
"Partly, partly","2004","Full Time","inadequately","3","","","","2"
"Partly, partly","2004","Full Time","general elemantary","72","0.246806427607728","0.198965198412967","0.29464765680249","2"
"Partly, partly","2004","Full Time","middle vocational","626","0.210844613717849","0.195360707348889","0.22632852008681","2"
"Partly, partly","2004","Full Time","in school","","","","","2"
"Partly, partly","2004","Part Time","vocational + Abi","18","","","","2"
"Partly, partly","2004","Part Time","higher vocational","26","","","","2"
"Partly, partly","2004","Part Time","higher education","42","0.122841403464642","0.0881533191175666","0.157529487811717","2"
"Partly, partly","2004","Part Time","middle vocational","147","0.191028631822486","0.165026039851427","0.217031223793544","2"
"Partly, partly","2004","Not Working","in school","","","","","2"
"Partly, partly","2004","Part Time","inadequately","1","","","","2"
"Partly, partly","2004","Part Time","general elemantary","21","","","","2"
"Partly, partly","2004","Part Time","in school","","","","","2"
"Partly, partly","2004","Not Working","inadequately","","","","","2"
"Partly, partly","2004","Not Working","higher education","2","","","","2"
"Partly, partly","2004","Not Working","middle vocational","4","","","","2"
"Partly, partly","2004","Not Working","vocational + Abi","","","","","2"
"Partly, partly","2004","Not Working","higher vocational","1","","","","2"
"Partly, partly","2004","Not Working","general elemantary","2","","","","2"
"Acclaimed","2005","Full Time","general elemantary","132","0.384443743646797","0.327362127193842","0.441525360099753","1"
"Acclaimed","2005","Full Time","middle vocational","1275","0.530177812153434","0.510523283939106","0.549832340367761","1"
"Acclaimed","2005","Full Time","vocational + Abi","217","0.582536742070744","0.53308436182773","0.631989122313757","1"
"Acclaimed","2005","Full Time","higher vocational","270","0.539263478786659","0.496297011890621","0.582229945682697","1"
"Acclaimed","2005","Full Time","higher education","593","0.394977893987039","0.370072738942444","0.419883049031635","1"
"Acclaimed","2005","Part Time","in school","1","","","","1"
"Acclaimed","2005","Part Time","vocational + Abi","74","0.595535764690828","0.506983214256679","0.684088315124977","1"
"Acclaimed","2005","Part Time","higher vocational","87","0.674102776332116","0.592262665901055","0.755942886763178","1"
"Acclaimed","2005","Part Time","higher education","172","0.528405246133872","0.475806173817333","0.581004318450411","1"
"Acclaimed","2005","Not Working","in school","","","","","1"
"Acclaimed","2005","Not Working","inadequately","","","","","1"
"Acclaimed","2005","Not Working","general elemantary","2","","","","1"
"Acclaimed","2005","Not Working","middle vocational","4","","","","1"
"Acclaimed","2005","Full Time","inadequately","9","","","","1"
"Acclaimed","2005","Part Time","inadequately","2","","","","1"
"Acclaimed","2005","Part Time","middle vocational","460","0.540921058613992","0.506813408812871","0.575028708415112","1"
"Acclaimed","2005","Not Working","vocational + Abi","1","","","","1"
"Acclaimed","2005","Not Working","higher education","5","","","","1"
"Acclaimed","2005","Not Working","higher vocational","1","","","","1"
"Acclaimed","2005","Part Time","general elemantary","60","0.457721343128109","0.372730338442836","0.542712347813383","1"
"Acclaimed","2005","Full Time","in school","1","","","","1"
"Not paid","2005","Full Time","inadequately","1","","","","4"
"Not paid","2005","Full Time","general elemantary","40","0.209534812144116","0.161780185163169","0.257289439125063","4"
"Not paid","2005","Part Time","middle vocational","77","0.0884339148013168","0.0690006991676549","0.107867130434979","4"
"Not paid","2005","Part Time","vocational + Abi","8","","","","4"
"Not paid","2005","Not Working","higher vocational","","","","","4"
"Not paid","2005","Not Working","higher education","4","","","","4"
"Not paid","2005","Full Time","in school","","","","","4"
"Not paid","2005","Full Time","middle vocational","308","0.115090661773481","0.102522998953466","0.127658324593495","4"
"Not paid","2005","Full Time","vocational + Abi","74","0.171606391845938","0.133796841787107","0.209415941904769","4"
"Not paid","2005","Full Time","higher vocational","103","0.179669133246953","0.146576289982168","0.212761976511738","4"
"Not paid","2005","Full Time","higher education","607","0.395827634212707","0.37091321789138","0.420742050534033","4"
"Not paid","2005","Part Time","in school","","","","","4"
"Not paid","2005","Part Time","inadequately","2","","","","4"
"Not paid","2005","Part Time","general elemantary","23","","","","4"
"Not paid","2005","Part Time","higher vocational","14","","","","4"
"Not paid","2005","Part Time","higher education","103","0.235145810832497","0.190460170099151","0.279831451565843","4"
"Not paid","2005","Not Working","in school","","","","","4"
"Not paid","2005","Not Working","inadequately","","","","","4"
"Not paid","2005","Not Working","general elemantary","","","","","4"
"Not paid","2005","Not Working","middle vocational","6","","","","4"
"Not paid","2005","Not Working","vocational + Abi","","","","","4"
"Paid","2005","Full Time","inadequately","5","","","","3"
"Paid","2005","Full Time","general elemantary","39","0.138938200329231","0.0983524120752178","0.179523988583245","3"
"Paid","2005","Full Time","middle vocational","306","0.125938988087416","0.112873186412107","0.139004789762726","3"
"Paid","2005","Full Time","vocational + Abi","22","","","","3"
"Paid","2005","Full Time","higher vocational","38","0.0837020690419446","0.0598300435707234","0.107574094513166","3"
"Paid","2005","Full Time","higher education","54","0.0501644412052512","0.0390435540270448","0.0612853283834577","3"
"Paid","2005","Part Time","in school","4","","","","3"
"Paid","2005","Part Time","inadequately","3","","","","3"
"Paid","2005","Part Time","general elemantary","35","0.244803912352366","0.171453903897969","0.318153920806764","3"
"Paid","2005","Part Time","middle vocational","126","0.143145187865067","0.11917435293178","0.167116022798355","3"
"Paid","2005","Part Time","vocational + Abi","10","","","","3"
"Paid","2005","Part Time","higher vocational","8","","","","3"
"Paid","2005","Part Time","higher education","21","","","","3"
"Paid","2005","Full Time","in school","","","","","3"
"Paid","2005","Not Working","higher education","1","","","","3"
"Paid","2005","Not Working","in school","","","","","3"
"Paid","2005","Not Working","inadequately","1","","","","3"
"Paid","2005","Not Working","middle vocational","3","","","","3"
"Paid","2005","Not Working","vocational + Abi","1","","","","3"
"Paid","2005","Not Working","general elemantary","1","","","","3"
"Paid","2005","Not Working","higher vocational","","","","","3"
"Partly, partly","2005","Full Time","inadequately","4","","","","2"
"Partly, partly","2005","Full Time","general elemantary","68","0.267083243879855","0.215167792310315","0.318998695449396","2"
"Partly, partly","2005","Full Time","middle vocational","588","0.228792537985669","0.212250400454729","0.24533467551661","2"
"Partly, partly","2005","Full Time","vocational + Abi","69","0.179535805682579","0.141048122984269","0.218023488380888","2"
"Partly, partly","2005","Full Time","higher education","226","0.159030030595003","0.140398563733248","0.177661497456757","2"
"Partly, partly","2005","Full Time","higher vocational","106","0.197365318924443","0.16305717680418","0.231673461044707","2"
"Partly, partly","2005","Full Time","in school","","","","","2"
"Partly, partly","2005","Part Time","vocational + Abi","26","","","","2"
"Partly, partly","2005","Part Time","higher vocational","17","","","","2"
"Partly, partly","2005","Part Time","higher education","50","0.187170998200349","0.146072219611533","0.228269776789165","2"
"Partly, partly","2005","Part Time","middle vocational","157","0.227499838719624","0.198806505573602","0.256193171865647","2"
"Partly, partly","2005","Not Working","in school","","","","","2"
"Partly, partly","2005","Not Working","inadequately","","","","","2"
"Partly, partly","2005","Part Time","in school","1","","","","2"
"Partly, partly","2005","Part Time","inadequately","","","","","2"
"Partly, partly","2005","Part Time","general elemantary","14","","","","2"
"Partly, partly","2005","Not Working","higher education","2","","","","2"
"Partly, partly","2005","Not Working","middle vocational","4","","","","2"
"Partly, partly","2005","Not Working","vocational + Abi","1","","","","2"
"Partly, partly","2005","Not Working","general elemantary","2","","","","2"
"Partly, partly","2005","Not Working","higher vocational","","","","","2"
"Acclaimed","2006","Full Time","general elemantary","123","0.460103495485666","0.398197681036046","0.522009309935287","1"
"Acclaimed","2006","Full Time","middle vocational","1409","0.521920919735353","0.50310366840181","0.540738171068897","1"
"Acclaimed","2006","Full Time","vocational + Abi","222","0.554826161769549","0.507409044424227","0.602243279114871","1"
"Acclaimed","2006","Full Time","higher vocational","263","0.470244458581862","0.427951234111276","0.512537683052448","1"
"Acclaimed","2006","Full Time","higher education","628","0.362771554946505","0.339621553258108","0.385921556634903","1"
"Acclaimed","2006","Part Time","in school","","","","","1"
"Acclaimed","2006","Part Time","inadequately","","","","","1"
"Acclaimed","2006","Part Time","vocational + Abi","95","0.687939042728047","0.613543031057305","0.76233505439879","1"
"Acclaimed","2006","Part Time","higher vocational","111","0.618186020050524","0.542670706231333","0.693701333869716","1"
"Acclaimed","2006","Part Time","higher education","186","0.488855614910981","0.438396512941334","0.539314716880629","1"
"Acclaimed","2006","Not Working","in school","","","","","1"
"Acclaimed","2006","Not Working","inadequately","","","","","1"
"Acclaimed","2006","Not Working","general elemantary","4","","","","1"
"Acclaimed","2006","Not Working","middle vocational","21","","","","1"
"Acclaimed","2006","Not Working","higher education","3","","","","1"
"Acclaimed","2006","Full Time","in school","2","","","","1"
"Acclaimed","2006","Full Time","inadequately","11","","","","1"
"Acclaimed","2006","Part Time","general elemantary","64","0.478392533034918","0.394745237592081","0.562039828477756","1"
"Acclaimed","2006","Part Time","middle vocational","564","0.562243263448131","0.530794925760456","0.593691601135807","1"
"Acclaimed","2006","Not Working","vocational + Abi","","","","","1"
"Acclaimed","2006","Not Working","higher vocational","1","","","","1"
"Not paid","2006","Full Time","in school","","","","","4"
"Not paid","2006","Full Time","inadequately","1","","","","4"
