"plb0195_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1984","Full Time","vocational + Abi","35","0.39475604243803","0.303824150742425","0.485687934133636","4"
"Not paid","1984","Part Time","in school","","","","","4"
"Not paid","1984","Part Time","inadequately","1","","","","4"
"Not paid","1984","Part Time","general elemantary","31","0.204906754286619","0.147209342006578","0.262604166566659","4"
"Not paid","1984","Full Time","higher vocational","94","0.339193044461079","0.284228019082994","0.394158069839165","4"
"Not paid","1984","Full Time","higher education","197","0.609145679779552","0.557203964837999","0.661087394721104","4"
"Paid","1984","Part Time","higher education","20","","","","3"
"Paid","1984","Full Time","middle vocational","831","0.383380451279393","0.361800303617936","0.40496059894085","3"
"Paid","1984","Part Time","higher vocational","14","","","","3"
"Paid","1984","Part Time","vocational + Abi","8","","","","3"
"Paid","1984","Full Time","inadequately","181","0.744473048932259","0.687482914870678","0.80146318299384","3"
"Paid","1984","Full Time","general elemantary","346","0.457367781625874","0.418090680608588","0.496644882643161","3"
"Paid","1984","Full Time","higher vocational","66","0.225088087165576","0.176600777817706","0.273575396513447","3"
"Paid","1984","Full Time","vocational + Abi","37","0.221806159802562","0.144517229349383","0.29909509025574","3"
"Paid","1984","Full Time","higher education","46","0.114054851196722","0.0802165508993829","0.147893151494061","3"
"Paid","1984","Full Time","in school","","","","","3"
"Paid","1984","Part Time","middle vocational","150","0.392905159590406","0.34314069156189","0.442669627618921","3"
"Paid","1984","Part Time","in school","","","","","3"
"Paid","1984","Part Time","inadequately","32","0.844223857546835","0.728922193335654","0.959525521758016","3"
"Paid","1984","Part Time","general elemantary","96","0.444786005016434","0.37375058942222","0.515821420610648","3"
"Paid","1984","Not Working","higher vocational","2","","","","3"
"Paid","1984","Not Working","higher education","3","","","","3"
"Paid","1984","Not Working","in school","","","","","3"
"Paid","1984","Not Working","inadequately","1","","","","3"
"Paid","1984","Not Working","general elemantary","8","","","","3"
"Paid","1984","Not Working","middle vocational","18","","","","3"
"Paid","1984","Not Working","vocational + Abi","3","","","","3"
"Partly, partly","1984","Not Working","higher vocational","1","","","","2"
"Partly, partly","1984","Full Time","general elemantary","53","0.106288373704529","0.0819889799591424","0.130587767449915","2"
"Partly, partly","1984","Full Time","middle vocational","214","0.112409146653576","0.0983894692707061","0.126428824036446","2"
"Partly, partly","1984","Full Time","higher education","48","0.123571337410212","0.0885392995483278","0.158603375272097","2"
"Partly, partly","1984","Not Working","higher education","1","","","","2"
"Partly, partly","1984","Full Time","vocational + Abi","10","","","","2"
"Partly, partly","1984","Full Time","inadequately","15","","","","2"
"Partly, partly","1984","Full Time","higher vocational","43","0.141278454519748","0.10084044143076","0.181716467608737","2"
"Partly, partly","1984","Part Time","higher vocational","8","","","","2"
"Partly, partly","1984","Not Working","in school","","","","","2"
"Partly, partly","1984","Not Working","inadequately","","","","","2"
"Partly, partly","1984","Not Working","general elemantary","1","","","","2"
"Partly, partly","1984","Not Working","middle vocational","2","","","","2"
"Partly, partly","1984","Not Working","vocational + Abi","1","","","","2"
"Partly, partly","1984","Part Time","middle vocational","41","0.11488554219331","0.0823933034635547","0.147377780923065","2"
"Partly, partly","1984","Part Time","vocational + Abi","2","","","","2"
"Partly, partly","1984","Part Time","higher education","11","","","","2"
"Partly, partly","1984","Full Time","in school","","","","","2"
"Partly, partly","1984","Part Time","in school","","","","","2"
"Partly, partly","1984","Part Time","inadequately","4","","","","2"
"Partly, partly","1984","Part Time","general elemantary","7","","","","2"
"Acclaimed","1985","Full Time","in school","","","","","1"
"Acclaimed","1985","Full Time","inadequately","12","","","","1"
"Acclaimed","1985","Full Time","general elemantary","95","0.251147664109639","0.212229569678315","0.290065758540962","1"
"Acclaimed","1985","Full Time","middle vocational","432","0.282108424258361","0.260261427466078","0.303955421050643","1"
"Acclaimed","1985","Full Time","vocational + Abi","16","","","","1"
"Acclaimed","1985","Full Time","higher vocational","75","0.316954456573055","0.259620608301185","0.374288304844926","1"
"Acclaimed","1985","Full Time","higher education","58","0.172267892786003","0.133042241470052","0.211493544101953","1"
"Acclaimed","1985","Part Time","in school","","","","","1"
"Acclaimed","1985","Part Time","inadequately","1","","","","1"
"Acclaimed","1985","Part Time","general elemantary","47","0.28231397440513","0.216738379897584","0.347889568912677","1"
"Acclaimed","1985","Part Time","middle vocational","122","0.34712891500134","0.298687117606431","0.395570712396249","1"
"Acclaimed","1985","Part Time","vocational + Abi","6","","","","1"
"Acclaimed","1985","Part Time","higher vocational","16","","","","1"
"Acclaimed","1985","Part Time","higher education","8","","","","1"
"Acclaimed","1985","Not Working","in school","","","","","1"
"Acclaimed","1985","Not Working","inadequately","","","","","1"
"Acclaimed","1985","Not Working","general elemantary","5","","","","1"
"Acclaimed","1985","Not Working","middle vocational","5","","","","1"
"Acclaimed","1985","Not Working","vocational + Abi","","","","","1"
"Acclaimed","1985","Not Working","higher vocational","1","","","","1"
"Acclaimed","1985","Not Working","higher education","1","","","","1"
"Not paid","1985","Part Time","higher vocational","13","","","","4"
"Not paid","1985","Part Time","higher education","29","","","","4"
"Not paid","1985","Part Time","vocational + Abi","4","","","","4"
"Not paid","1985","Not Working","higher education","1","","","","4"
"Not paid","1985","Not Working","higher vocational","","","","","4"
"Not paid","1985","Full Time","general elemantary","63","0.166021022840503","0.132628595038267","0.199413450642739","4"
"Not paid","1985","Part Time","middle vocational","63","0.170803950662032","0.132509247793731","0.209098653530333","4"
"Not paid","1985","Full Time","inadequately","8","","","","4"
"Not paid","1985","Full Time","middle vocational","361","0.237537683288775","0.216877710782926","0.258197655794624","4"
"Not paid","1985","Full Time","vocational + Abi","25","","","","4"
"Not paid","1985","Full Time","higher vocational","95","0.382509942763314","0.322624098140392","0.442395787386236","4"
"Not paid","1985","Full Time","higher education","213","0.605430294913573","0.554659140890563","0.656201448936584","4"
"Not paid","1985","Part Time","in school","","","","","4"
"Not paid","1985","Part Time","inadequately","4","","","","4"
"Not paid","1985","Part Time","general elemantary","23","","","","4"
"Not paid","1985","Not Working","in school","1","","","","4"
"Not paid","1985","Not Working","inadequately","","","","","4"
"Not paid","1985","Not Working","general elemantary","4","","","","4"
"Not paid","1985","Not Working","middle vocational","7","","","","4"
"Not paid","1985","Not Working","vocational + Abi","1","","","","4"
"Not paid","1985","Full Time","in school","","","","","4"
"Paid","1985","Full Time","middle vocational","659","0.366760299147247","0.343364950829733","0.390155647464761","3"
"Paid","1985","Full Time","general elemantary","276","0.472064303871923","0.427264099405962","0.516864508337885","3"
"Paid","1985","Part Time","higher vocational","16","","","","3"
"Paid","1985","Full Time","vocational + Abi","34","0.302558210099151","0.201897137952726","0.403219282245575","3"
"Paid","1985","Full Time","higher vocational","49","0.17522351034772","0.128379706352734","0.222067314342706","3"
"Paid","1985","Part Time","higher education","8","","","","3"
"Paid","1985","Full Time","higher education","41","0.102534534621159","0.0710231818806017","0.134045887361717","3"
"Paid","1985","Full Time","inadequately","109","0.690971064338097","0.614151791052573","0.767790337623621","3"
"Paid","1985","Part Time","vocational + Abi","8","","","","3"
"Paid","1985","Full Time","in school","","","","","3"
"Paid","1985","Part Time","in school","","","","","3"
"Paid","1985","Part Time","middle vocational","142","0.35761972161649","0.308848013475862","0.406391429757119","3"
"Paid","1985","Part Time","inadequately","25","","","","3"
"Paid","1985","Part Time","general elemantary","90","0.455700277944222","0.383145251188893","0.528255304699551","3"
"Paid","1985","Not Working","higher vocational","","","","","3"
"Paid","1985","Not Working","higher education","3","","","","3"
"Paid","1985","Not Working","in school","","","","","3"
"Paid","1985","Not Working","inadequately","","","","","3"
"Paid","1985","Not Working","general elemantary","4","","","","3"
"Paid","1985","Not Working","middle vocational","15","","","","3"
"Paid","1985","Not Working","vocational + Abi","","","","","3"
"Partly, partly","1985","Full Time","general elemantary","43","0.110767009177935","0.0826025186491381","0.138931499706731","2"
"Partly, partly","1985","Not Working","higher vocational","","","","","2"
"Partly, partly","1985","Full Time","middle vocational","178","0.113593593305618","0.09818909173207","0.128998094879166","2"
"Partly, partly","1985","Full Time","vocational + Abi","5","","","","2"
"Partly, partly","1985","Full Time","higher vocational","34","0.12531209031591","0.0845167200287799","0.16610746060304","2"
"Partly, partly","1985","Full Time","higher education","44","0.119767277679265","0.0860392507675096","0.15349530459102","2"
"Partly, partly","1985","Not Working","higher education","1","","","","2"
"Partly, partly","1985","Full Time","inadequately","10","","","","2"
"Partly, partly","1985","Part Time","middle vocational","44","0.124447412720138","0.090858558454603","0.158036266985673","2"
"Partly, partly","1985","Part Time","vocational + Abi","3","","","","2"
"Partly, partly","1985","Part Time","higher vocational","8","","","","2"
"Partly, partly","1985","Part Time","higher education","9","","","","2"
"Partly, partly","1985","Not Working","in school","","","","","2"
"Partly, partly","1985","Not Working","inadequately","","","","","2"
"Partly, partly","1985","Not Working","general elemantary","","","","","2"
"Partly, partly","1985","Not Working","middle vocational","2","","","","2"
"Partly, partly","1985","Not Working","vocational + Abi","","","","","2"
"Partly, partly","1985","Full Time","in school","","","","","2"
"Partly, partly","1985","Part Time","in school","","","","","2"
"Partly, partly","1985","Part Time","inadequately","1","","","","2"
"Partly, partly","1985","Part Time","general elemantary","21","","","","2"
"Acclaimed","1986","Full Time","general elemantary","105","0.280631337521464","0.240561427593855","0.320701247449073","1"
"Acclaimed","1986","Full Time","middle vocational","463","0.322194469492938","0.299034322500944","0.345354616484932","1"
"Acclaimed","1986","Full Time","vocational + Abi","19","","","","1"
"Acclaimed","1986","Full Time","higher vocational","66","0.330078908236478","0.26707580851046","0.393082007962497","1"
"Acclaimed","1986","Full Time","higher education","67","0.210746388519799","0.16505064615384","0.256442130885757","1"
"Acclaimed","1986","Part Time","in school","","","","","1"
"Acclaimed","1986","Part Time","inadequately","3","","","","1"
"Acclaimed","1986","Full Time","in school","","","","","1"
"Acclaimed","1986","Full Time","inadequately","17","","","","1"
"Acclaimed","1986","Part Time","general elemantary","41","0.278534560138511","0.210341315020372","0.346727805256649","1"
"Acclaimed","1986","Part Time","middle vocational","136","0.377124631213581","0.327058980109753","0.427190282317409","1"
"Acclaimed","1986","Part Time","vocational + Abi","6","","","","1"
"Acclaimed","1986","Part Time","higher vocational","18","","","","1"
"Acclaimed","1986","Part Time","higher education","9","","","","1"
"Acclaimed","1986","Not Working","in school","","","","","1"
"Acclaimed","1986","Not Working","inadequately","","","","","1"
"Acclaimed","1986","Not Working","general elemantary","2","","","","1"
"Acclaimed","1986","Not Working","middle vocational","6","","","","1"
"Acclaimed","1986","Not Working","vocational + Abi","","","","","1"
"Acclaimed","1986","Not Working","higher vocational","1","","","","1"
"Acclaimed","1986","Not Working","higher education","1","","","","1"
"Not paid","1986","Part Time","vocational + Abi","3","","","","4"
"Not paid","1986","Part Time","higher vocational","6","","","","4"
"Not paid","1986","Not Working","higher education","4","","","","4"
"Not paid","1986","Full Time","general elemantary","50","0.121715261909082","0.0925567932064034","0.15087373061176","4"
"Not paid","1986","Full Time","middle vocational","236","0.16446237678611","0.146090818159436","0.182833935412784","4"
"Not paid","1986","Part Time","higher education","23","","","","4"
"Not paid","1986","Full Time","inadequately","4","","","","4"
"Not paid","1986","Not Working","higher vocational","1","","","","4"
"Not paid","1986","Part Time","middle vocational","42","0.114476170883193","0.0815868796909558","0.147365462075429","4"
"Not paid","1986","Full Time","in school","","","","","4"
"Not paid","1986","Full Time","vocational + Abi","23","","","","4"
"Not paid","1986","Full Time","higher vocational","62","0.283622185303079","0.223229774334999","0.344014596271158","4"
"Not paid","1986","Full Time","higher education","171","0.575612425032424","0.520234868652677","0.630989981412171","4"
"Not paid","1986","Part Time","in school","","","","","4"
"Not paid","1986","Part Time","inadequately","2","","","","4"
"Not paid","1986","Part Time","general elemantary","25","","","","4"
"Not paid","1986","Not Working","in school","","","","","4"
"Not paid","1986","Not Working","inadequately","1","","","","4"
"Not paid","1986","Not Working","general elemantary","","","","","4"
"Not paid","1986","Not Working","middle vocational","5","","","","4"
"Not paid","1986","Not Working","vocational + Abi","","","","","4"
"Paid","1986","Full Time","general elemantary","284","0.501120788644372","0.456530176042465","0.545711401246278","3"
"Paid","1986","Full Time","middle vocational","668","0.384018695874366","0.359914665477762","0.40812272627097","3"
"Paid","1986","Full Time","vocational + Abi","39","0.333121545793699","0.236809882747213","0.429433208840184","3"
"Paid","1986","Full Time","higher vocational","54","0.241002230757049","0.183699939821921","0.298304521692177","3"
"Paid","1986","Part Time","higher education","7","","","","3"
"Paid","1986","Part Time","higher vocational","10","","","","3"
"Paid","1986","Full Time","inadequately","109","0.666448238974764","0.588348621905439","0.744547856044089","3"
"Paid","1986","Part Time","vocational + Abi","7","","","","3"
"Paid","1986","Full Time","higher education","37","0.112241860626957","0.076873727397651","0.147609993856262","3"
"Paid","1986","Full Time","in school","","","","","3"
"Paid","1986","Part Time","in school","","","","","3"
"Paid","1986","Part Time","middle vocational","142","0.384497758728874","0.334245155278653","0.434750362179094","3"
"Paid","1986","Part Time","inadequately","14","","","","3"
"Paid","1986","Part Time","general elemantary","86","0.46317855670433","0.387323734065296","0.539033379343364","3"
"Paid","1986","Not Working","higher vocational","","","","","3"
"Paid","1986","Not Working","higher education","1","","","","3"
"Paid","1986","Not Working","inadequately","3","","","","3"
"Paid","1986","Not Working","general elemantary","9","","","","3"
"Paid","1986","Not Working","middle vocational","6","","","","3"
"Paid","1986","Not Working","vocational + Abi","1","","","","3"
"Paid","1986","Not Working","in school","2","","","","3"
"Partly, partly","1986","Full Time","general elemantary","44","0.0965326119250826","0.07019552151339","0.122869702336775","2"
"Partly, partly","1986","Full Time","middle vocational","197","0.129324457846586","0.112694229120654","0.145954686572519","2"
"Partly, partly","1986","Full Time","vocational + Abi","11","","","","2"
"Partly, partly","1986","Full Time","higher vocational","32","0.145296675703394","0.0980820294772685","0.19251132192952","2"
"Partly, partly","1986","Full Time","higher education","31","0.101399325820821","0.0675781827514437","0.135220468890198","2"
"Partly, partly","1986","Full Time","inadequately","10","","","","2"
"Partly, partly","1986","Not Working","higher vocational","","","","","2"
"Partly, partly","1986","Not Working","higher education","","","","","2"
"Partly, partly","1986","Full Time","in school","","","","","2"
"Partly, partly","1986","Part Time","in school","","","","","2"
"Partly, partly","1986","Part Time","inadequately","3","","","","2"
"Partly, partly","1986","Part Time","general elemantary","14","","","","2"
"Partly, partly","1986","Part Time","middle vocational","40","0.123901439174353","0.0898675563281224","0.157935322020584","2"
"Partly, partly","1986","Part Time","vocational + Abi","1","","","","2"
"Partly, partly","1986","Part Time","higher vocational","2","","","","2"
"Partly, partly","1986","Part Time","higher education","4","","","","2"
"Partly, partly","1986","Not Working","in school","","","","","2"
"Partly, partly","1986","Not Working","inadequately","","","","","2"
"Partly, partly","1986","Not Working","general elemantary","1","","","","2"
"Partly, partly","1986","Not Working","middle vocational","4","","","","2"
"Partly, partly","1986","Not Working","vocational + Abi","","","","","2"
"Acclaimed","1987","Full Time","general elemantary","","","","","1"
"Acclaimed","1987","Full Time","middle vocational","","","","","1"
"Acclaimed","1987","Full Time","vocational + Abi","","","","","1"
"Acclaimed","1987","Full Time","higher vocational","","","","","1"
"Acclaimed","1987","Full Time","higher education","","","","","1"
"Acclaimed","1987","Part Time","in school","","","","","1"
"Acclaimed","1987","Part Time","inadequately","","","","","1"
"Acclaimed","1987","Part Time","vocational + Abi","","","","","1"
"Acclaimed","1987","Part Time","higher vocational","","","","","1"
"Acclaimed","1987","Part Time","higher education","","","","","1"
"Acclaimed","1987","Not Working","in school","","","","","1"
"Acclaimed","1987","Not Working","inadequately","","","","","1"
"Acclaimed","1987","Not Working","general elemantary","","","","","1"
"Acclaimed","1987","Not Working","middle vocational","","","","","1"
"Acclaimed","1987","Full Time","in school","","","","","1"
"Acclaimed","1987","Full Time","inadequately","","","","","1"
"Acclaimed","1987","Part Time","general elemantary","","","","","1"
"Acclaimed","1987","Part Time","middle vocational","","","","","1"
"Acclaimed","1987","Not Working","vocational + Abi","","","","","1"
"Acclaimed","1987","Not Working","higher vocational","","","","","1"
"Acclaimed","1987","Not Working","higher education","","","","","1"
"Not paid","1987","Not Working","higher education","","","","","4"
"Not paid","1987","Part Time","vocational + Abi","","","","","4"
"Not paid","1987","Full Time","general elemantary","","","","","4"
"Not paid","1987","Not Working","higher vocational","","","","","4"
"Not paid","1987","Part Time","middle vocational","","","","","4"
"Not paid","1987","Part Time","higher vocational","","","","","4"
"Not paid","1987","Full Time","inadequately","","","","","4"
"Not paid","1987","Full Time","middle vocational","","","","","4"
"Not paid","1987","Full Time","in school","","","","","4"
"Not paid","1987","Full Time","vocational + Abi","","","","","4"
"Not paid","1987","Full Time","higher vocational","","","","","4"
"Not paid","1987","Full Time","higher education","","","","","4"
"Not paid","1987","Part Time","in school","","","","","4"
"Not paid","1987","Part Time","inadequately","","","","","4"
"Not paid","1987","Part Time","general elemantary","","","","","4"
"Not paid","1987","Part Time","higher education","","","","","4"
"Not paid","1987","Not Working","in school","","","","","4"
"Not paid","1987","Not Working","inadequately","","","","","4"
"Not paid","1987","Not Working","general elemantary","","","","","4"
"Not paid","1987","Not Working","middle vocational","","","","","4"
"Not paid","1987","Not Working","vocational + Abi","","","","","4"
"Paid","1987","Part Time","higher education","","","","","3"
"Paid","1987","Full Time","general elemantary","","","","","3"
"Paid","1987","Part Time","higher vocational","","","","","3"
"Paid","1987","Full Time","inadequately","","","","","3"
"Paid","1987","Full Time","middle vocational","","","","","3"
"Paid","1987","Part Time","vocational + Abi","","","","","3"
"Paid","1987","Full Time","vocational + Abi","","","","","3"
"Paid","1987","Full Time","higher vocational","","","","","3"
"Paid","1987","Part Time","middle vocational","","","","","3"
"Paid","1987","Full Time","in school","","","","","3"
"Paid","1987","Part Time","in school","","","","","3"
"Paid","1987","Part Time","inadequately","","","","","3"
"Paid","1987","Part Time","general elemantary","","","","","3"
"Paid","1987","Full Time","higher education","","","","","3"
"Paid","1987","Not Working","in school","","","","","3"
"Paid","1987","Not Working","inadequately","","","","","3"
"Paid","1987","Not Working","general elemantary","","","","","3"
"Paid","1987","Not Working","middle vocational","","","","","3"
"Paid","1987","Not Working","vocational + Abi","","","","","3"
"Paid","1987","Not Working","higher vocational","","","","","3"
"Paid","1987","Not Working","higher education","","","","","3"
"Partly, partly","1987","Full Time","higher education","","","","","2"
"Partly, partly","1987","Full Time","general elemantary","","","","","2"
"Partly, partly","1987","Full Time","middle vocational","","","","","2"
"Partly, partly","1987","Full Time","inadequately","","","","","2"
"Partly, partly","1987","Full Time","vocational + Abi","","","","","2"
"Partly, partly","1987","Full Time","higher vocational","","","","","2"
"Partly, partly","1987","Full Time","in school","","","","","2"
"Partly, partly","1987","Part Time","vocational + Abi","","","","","2"
"Partly, partly","1987","Part Time","higher vocational","","","","","2"
"Partly, partly","1987","Not Working","in school","","","","","2"
"Partly, partly","1987","Not Working","inadequately","","","","","2"
"Partly, partly","1987","Not Working","general elemantary","","","","","2"
"Partly, partly","1987","Not Working","middle vocational","","","","","2"
"Partly, partly","1987","Not Working","vocational + Abi","","","","","2"
"Partly, partly","1987","Not Working","higher vocational","","","","","2"
"Partly, partly","1987","Not Working","higher education","","","","","2"
"Partly, partly","1987","Part Time","higher education","","","","","2"
"Partly, partly","1987","Part Time","in school","","","","","2"
"Partly, partly","1987","Part Time","inadequately","","","","","2"
"Partly, partly","1987","Part Time","general elemantary","","","","","2"
"Partly, partly","1987","Part Time","middle vocational","","","","","2"
"Acclaimed","1988","Full Time","general elemantary","118","0.308473232012416","0.267453119226073","0.34949334479876","1"
"Acclaimed","1988","Full Time","middle vocational","499","0.343996819408969","0.320301933108267","0.36769170570967","1"
"Acclaimed","1988","Full Time","vocational + Abi","24","","","","1"
"Acclaimed","1988","Full Time","higher vocational","73","0.381628968420636","0.314802992956972","0.448454943884301","1"
"Acclaimed","1988","Full Time","higher education","60","0.184454393189233","0.140044174801304","0.228864611577162","1"
"Acclaimed","1988","Part Time","in school","","","","","1"
"Acclaimed","1988","Part Time","inadequately","3","","","","1"
"Acclaimed","1988","Part Time","vocational + Abi","5","","","","1"
"Acclaimed","1988","Part Time","higher vocational","16","","","","1"
"Acclaimed","1988","Part Time","higher education","16","","","","1"
"Acclaimed","1988","Not Working","in school","","","","","1"
"Acclaimed","1988","Not Working","inadequately","","","","","1"
"Acclaimed","1988","Not Working","general elemantary","2","","","","1"
"Acclaimed","1988","Not Working","middle vocational","6","","","","1"
"Acclaimed","1988","Full Time","in school","","","","","1"
"Acclaimed","1988","Full Time","inadequately","14","","","","1"
"Acclaimed","1988","Part Time","general elemantary","46","0.292957261184178","0.22647025080384","0.359444271564517","1"
"Acclaimed","1988","Part Time","middle vocational","118","0.393458474835719","0.339596252127705","0.447320697543734","1"
"Acclaimed","1988","Not Working","vocational + Abi","1","","","","1"
"Acclaimed","1988","Not Working","higher vocational","2","","","","1"
"Acclaimed","1988","Not Working","higher education","2","","","","1"
"Not paid","1988","Part Time","vocational + Abi","3","","","","4"
"Not paid","1988","Full Time","inadequately","3","","","","4"
"Not paid","1988","Full Time","general elemantary","39","0.0995199702461162","0.0729325762092205","0.126107364283012","4"
"Not paid","1988","Full Time","middle vocational","209","0.147218914911584","0.129545314618952","0.164892515204216","4"
"Not paid","1988","Part Time","middle vocational","33","0.108898142481316","0.0745519610172444","0.143244323945388","4"
"Not paid","1988","Not Working","higher education","1","","","","4"
"Not paid","1988","Full Time","vocational + Abi","18","","","","4"
"Not paid","1988","Full Time","higher education","165","0.596334323890136","0.540155829488036","0.652512818292235","4"
"Not paid","1988","Part Time","higher vocational","6","","","","4"
"Not paid","1988","Full Time","higher vocational","50","0.244477587092857","0.185356382589413","0.303598791596301","4"
"Not paid","1988","Part Time","higher education","36","0.568312141343891","0.446003765098874","0.690620517588907","4"
"Not paid","1988","Not Working","inadequately","","","","","4"
"Not paid","1988","Not Working","general elemantary","1","","","","4"
"Not paid","1988","Not Working","middle vocational","3","","","","4"
"Not paid","1988","Not Working","vocational + Abi","2","","","","4"
"Not paid","1988","Not Working","higher vocational","","","","","4"
"Not paid","1988","Part Time","in school","","","","","4"
"Not paid","1988","Not Working","in school","","","","","4"
"Not paid","1988","Part Time","inadequately","1","","","","4"
"Not paid","1988","Part Time","general elemantary","18","","","","4"
"Not paid","1988","Full Time","in school","","","","","4"
"Paid","1988","Part Time","higher vocational","8","","","","3"
"Paid","1988","Part Time","higher education","9","","","","3"
"Paid","1988","Full Time","general elemantary","280","0.476923103255546","0.43256320307038","0.521283003440713","3"
"Paid","1988","Part Time","vocational + Abi","7","","","","3"
"Paid","1988","Full Time","inadequately","111","0.856558687137004","0.797647967960493","0.915469406313516","3"
"Paid","1988","Full Time","middle vocational","618","0.366898555408493","0.342858575732559","0.390938535084427","3"
"Paid","1988","Full Time","vocational + Abi","29","","","","3"
"Paid","1988","Full Time","higher vocational","46","0.209372977748543","0.153404149620776","0.26534180587631","3"
"Paid","1988","Part Time","middle vocational","139","0.409052544235218","0.354843901651025","0.463261186819411","3"
"Paid","1988","Full Time","in school","","","","","3"
"Paid","1988","Full Time","higher education","28","","","","3"
"Paid","1988","Part Time","in school","1","","","","3"
"Paid","1988","Part Time","inadequately","20","","","","3"
"Paid","1988","Part Time","general elemantary","102","0.494260983304074","0.421222249984583","0.567299716623565","3"
"Paid","1988","Not Working","in school","","","","","3"
"Paid","1988","Not Working","inadequately","2","","","","3"
"Paid","1988","Not Working","general elemantary","5","","","","3"
"Paid","1988","Not Working","middle vocational","9","","","","3"
"Paid","1988","Not Working","vocational + Abi","1","","","","3"
"Paid","1988","Not Working","higher vocational","","","","","3"
"Paid","1988","Not Working","higher education","2","","","","3"
"Partly, partly","1988","Full Time","vocational + Abi","16","","","","2"
"Partly, partly","1988","Full Time","higher education","40","0.13104041849446","0.0924022346400965","0.169678602348824","2"
"Partly, partly","1988","Full Time","higher vocational","34","0.164520466737964","0.113519554267023","0.215521379208905","2"
"Partly, partly","1988","Full Time","general elemantary","50","0.115083694485921","0.0867409692320015","0.14342641973984","2"
"Partly, partly","1988","Full Time","middle vocational","218","0.141885710270954","0.124481018386516","0.159290402155391","2"
"Partly, partly","1988","Full Time","inadequately","8","","","","2"
"Partly, partly","1988","Full Time","in school","","","","","2"
"Partly, partly","1988","Part Time","vocational + Abi","4","","","","2"
"Partly, partly","1988","Part Time","higher vocational","4","","","","2"
"Partly, partly","1988","Part Time","higher education","2","","","","2"
"Partly, partly","1988","Not Working","in school","","","","","2"
"Partly, partly","1988","Not Working","inadequately","","","","","2"
"Partly, partly","1988","Not Working","general elemantary","1","","","","2"
"Partly, partly","1988","Not Working","middle vocational","","","","","2"
"Partly, partly","1988","Not Working","vocational + Abi","","","","","2"
"Partly, partly","1988","Not Working","higher vocational","","","","","2"
"Partly, partly","1988","Not Working","higher education","1","","","","2"
"Partly, partly","1988","Part Time","in school","","","","","2"
"Partly, partly","1988","Part Time","inadequately","1","","","","2"
"Partly, partly","1988","Part Time","general elemantary","14","","","","2"
"Partly, partly","1988","Part Time","middle vocational","26","","","","2"
"Acclaimed","1989","Full Time","in school","","","","","1"
"Acclaimed","1989","Full Time","inadequately","22","","","","1"
"Acclaimed","1989","Full Time","general elemantary","119","0.285237388727622","0.247536079582864","0.322938697872379","1"
"Acclaimed","1989","Full Time","middle vocational","516","0.331519803366033","0.30888054030397","0.354159066428096","1"
