"plb0195_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Paid","2013","66 and older","East Germany","2","","",""
"Not paid","2013","16-34 y.","West Germany","329","0.149688178323665","0.135223739303681","0.164152617343649"
"Not paid","2013","16-34 y.","East Germany","72","0.138812313997246","0.109459659061095","0.168164968933397"
"Not paid","2013","35-65 y.","West Germany","1157","0.183088397238215","0.173697462452114","0.192479332024316"
"Not paid","2013","35-65 y.","East Germany","262","0.14207467277567","0.125151870147566","0.158997475403774"
"Not paid","2013","66 and older","West Germany","8","","",""
"Not paid","2013","66 and older","East Germany","2","","",""
"Acclaimed","2014","16-34 y.","West Germany","1018","0.520010137271099","0.498319718403664","0.541700556138535"
"Acclaimed","2014","16-34 y.","East Germany","237","0.532075966974364","0.486428545991968","0.577723387956759"
"Acclaimed","2014","35-65 y.","West Germany","3002","0.495388548582973","0.482725960859696","0.50805113630625"
"Acclaimed","2014","35-65 y.","East Germany","824","0.537698718285135","0.51282982307253","0.562567613497741"
"Acclaimed","2014","66 and older","West Germany","12","","",""
"Acclaimed","2014","66 and older","East Germany","","","",""
"Partly, partly","2014","16-34 y.","West Germany","448","0.226283254417946","0.208117091384663","0.244449417451229"
"Partly, partly","2014","16-34 y.","East Germany","120","0.246568864745982","0.207138331743398","0.285999397748567"
"Partly, partly","2014","35-65 y.","West Germany","1261","0.217165296749169","0.206722876137356","0.227607717360982"
"Partly, partly","2014","35-65 y.","East Germany","334","0.216140348127362","0.195609281069115","0.236671415185609"
"Partly, partly","2014","66 and older","West Germany","4","","",""
"Partly, partly","2014","66 and older","East Germany","2","","",""
"Paid","2014","16-34 y.","West Germany","284","0.114445789471526","0.100624343289762","0.12826723565329"
"Paid","2014","16-34 y.","East Germany","53","0.11220340228052","0.083329764801143","0.141077039759897"
"Paid","2014","35-65 y.","West Germany","708","0.113603956033541","0.105567185535557","0.121640726531525"
"Paid","2014","35-65 y.","East Germany","139","0.0899840537211","0.0757105129047871","0.104257594537413"
"Paid","2014","66 and older","West Germany","11","","",""
"Paid","2014","66 and older","East Germany","3","","",""
"Not paid","2014","16-34 y.","West Germany","288","0.139260818839428","0.124229528632523","0.154292109046333"
"Not paid","2014","16-34 y.","East Germany","49","0.109151765999134","0.0806245760893328","0.137678955908935"
"Not paid","2014","35-65 y.","West Germany","1018","0.173842198634317","0.16424421419286","0.183440183075775"
"Not paid","2014","35-65 y.","East Germany","247","0.156176879866403","0.138069378594538","0.174284381138268"
"Not paid","2014","66 and older","West Germany","7","","",""
"Not paid","2014","66 and older","East Germany","5","","",""
"Acclaimed","2015","16-34 y.","West Germany","","","",""
"Acclaimed","2015","16-34 y.","East Germany","","","",""
"Acclaimed","2015","35-65 y.","West Germany","","","",""
"Acclaimed","2015","35-65 y.","East Germany","","","",""
"Acclaimed","2015","66 and older","West Germany","","","",""
"Acclaimed","2015","66 and older","East Germany","","","",""
"Partly, partly","2015","16-34 y.","West Germany","","","",""
"Partly, partly","2015","16-34 y.","East Germany","","","",""
"Partly, partly","2015","35-65 y.","West Germany","","","",""
"Partly, partly","2015","35-65 y.","East Germany","","","",""
"Partly, partly","2015","66 and older","West Germany","","","",""
"Partly, partly","2015","66 and older","East Germany","","","",""
"Paid","2015","16-34 y.","West Germany","","","",""
"Paid","2015","16-34 y.","East Germany","","","",""
"Paid","2015","35-65 y.","West Germany","","","",""
"Paid","2015","35-65 y.","East Germany","","","",""
"Paid","2015","66 and older","West Germany","","","",""
"Paid","2015","66 and older","East Germany","","","",""
"Not paid","2015","16-34 y.","West Germany","","","",""
"Not paid","2015","16-34 y.","East Germany","","","",""
"Not paid","2015","35-65 y.","West Germany","","","",""
"Not paid","2015","35-65 y.","East Germany","","","",""
"Not paid","2015","66 and older","West Germany","","","",""
"Not paid","2015","66 and older","East Germany","","","",""
"Acclaimed","2016","16-34 y.","West Germany","","","",""
"Acclaimed","2016","16-34 y.","East Germany","","","",""
"Acclaimed","2016","35-65 y.","West Germany","","","",""
"Acclaimed","2016","35-65 y.","East Germany","","","",""
"Acclaimed","2016","66 and older","West Germany","","","",""
"Acclaimed","2016","66 and older","East Germany","","","",""
"Partly, partly","2016","16-34 y.","West Germany","","","",""
"Partly, partly","2016","16-34 y.","East Germany","","","",""
"Partly, partly","2016","35-65 y.","West Germany","","","",""
"Partly, partly","2016","35-65 y.","East Germany","","","",""
"Partly, partly","2016","66 and older","West Germany","","","",""
"Partly, partly","2016","66 and older","East Germany","","","",""
"Paid","2016","16-34 y.","West Germany","","","",""
"Paid","2016","16-34 y.","East Germany","","","",""
"Paid","2016","35-65 y.","West Germany","","","",""
"Paid","2016","35-65 y.","East Germany","","","",""
"Paid","2016","66 and older","West Germany","","","",""
"Paid","2016","66 and older","East Germany","","","",""
"Not paid","2016","16-34 y.","West Germany","","","",""
"Not paid","2016","16-34 y.","East Germany","","","",""
"Not paid","2016","35-65 y.","West Germany","","","",""
"Not paid","2016","35-65 y.","East Germany","","","",""
"Not paid","2016","66 and older","West Germany","","","",""
"Not paid","2016","66 and older","East Germany","","","",""
"Acclaimed","2017","16-34 y.","West Germany","","","",""
"Acclaimed","2017","16-34 y.","East Germany","","","",""
"Acclaimed","2017","35-65 y.","West Germany","","","",""
"Acclaimed","2017","35-65 y.","East Germany","","","",""
"Acclaimed","2017","66 and older","West Germany","","","",""
"Acclaimed","2017","66 and older","East Germany","","","",""
"Partly, partly","2017","16-34 y.","West Germany","","","",""
"Partly, partly","2017","16-34 y.","East Germany","","","",""
"Partly, partly","2017","35-65 y.","West Germany","","","",""
"Partly, partly","2017","35-65 y.","East Germany","","","",""
"Partly, partly","2017","66 and older","West Germany","","","",""
"Partly, partly","2017","66 and older","East Germany","","","",""
"Paid","2017","16-34 y.","West Germany","","","",""
"Paid","2017","16-34 y.","East Germany","","","",""
"Paid","2017","35-65 y.","West Germany","","","",""
"Paid","2017","35-65 y.","East Germany","","","",""
"Paid","2017","66 and older","West Germany","","","",""
"Paid","2017","66 and older","East Germany","","","",""
"Not paid","2017","16-34 y.","West Germany","","","",""
"Not paid","2017","16-34 y.","East Germany","","","",""
"Not paid","2017","35-65 y.","West Germany","","","",""
"Not paid","2017","35-65 y.","East Germany","","","",""
"Not paid","2017","66 and older","West Germany","","","",""
"Not paid","2017","66 and older","East Germany","","","",""
"Acclaimed","2018","16-34 y.","West Germany","981","0.524201849825287","0.501828151731375","0.5465755479192"
"Acclaimed","2018","16-34 y.","East Germany","217","0.542743310385436","0.495325397300497","0.590161223470375"
"Acclaimed","2018","35-65 y.","West Germany","3151","0.53350421878092","0.520774615340524","0.546233822221315"
"Acclaimed","2018","35-65 y.","East Germany","898","0.577298855614952","0.552933425282836","0.601664285947068"
"Acclaimed","2018","66 and older","West Germany","20","","",""
"Acclaimed","2018","66 and older","East Germany","3","","",""
"Partly, partly","2018","16-34 y.","West Germany","466","0.268778682605486","0.248917781141089","0.288639584069883"
"Partly, partly","2018","16-34 y.","East Germany","124","0.257030180238282","0.215435019259729","0.298625341216835"
"Partly, partly","2018","35-65 y.","West Germany","1206","0.207693916868892","0.197342960720171","0.218044873017612"
"Partly, partly","2018","35-65 y.","East Germany","332","0.193443883160279","0.173961063014356","0.212926703306202"
"Partly, partly","2018","66 and older","West Germany","15","","",""
"Partly, partly","2018","66 and older","East Germany","2","","",""
"Paid","2018","16-34 y.","West Germany","255","0.102778001194945","0.0891736709872876","0.116382331402603"
"Paid","2018","16-34 y.","East Germany","48","0.0918551542406243","0.0643639041090321","0.119346404372216"
"Paid","2018","35-65 y.","West Germany","708","0.1122667292182","0.10421129661069","0.120322161825709"
"Paid","2018","35-65 y.","East Germany","161","0.103006428488933","0.0880135902282603","0.117999266749605"
"Paid","2018","66 and older","West Germany","18","","",""
"Paid","2018","66 and older","East Germany","3","","",""
"Not paid","2018","16-34 y.","West Germany","212","0.104241466374281","0.0905518002145146","0.117931132534048"
"Not paid","2018","16-34 y.","East Germany","35","0.108371355135658","0.0787834361468585","0.137959274124457"
"Not paid","2018","35-65 y.","West Germany","835","0.146535135131989","0.137511411344857","0.155558858919121"
"Not paid","2018","35-65 y.","East Germany","188","0.126250832735836","0.109868809442381","0.142632856029291"
"Not paid","2018","66 and older","West Germany","10","","",""
"Not paid","2018","66 and older","East Germany","","","",""
