"plb0195_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1985","66 and older","West Germany","","","",""
"Acclaimed","1985","66 and older","East Germany","","","",""
"Partly, partly","1985","16-34 y.","West Germany","186","0.130219974283686","0.113345512432075","0.147094436135298"
"Partly, partly","1985","16-34 y.","East Germany","","","",""
"Partly, partly","1985","35-65 y.","West Germany","217","0.105477169605098","0.0925947713137993","0.118359567896397"
"Partly, partly","1985","35-65 y.","East Germany","","","",""
"Partly, partly","1985","66 and older","West Germany","","","",""
"Partly, partly","1985","66 and older","East Germany","","","",""
"Paid","1985","16-34 y.","West Germany","613","0.34849529929498","0.324603786332378","0.372386812257581"
"Paid","1985","16-34 y.","East Germany","","","",""
"Paid","1985","35-65 y.","West Germany","879","0.330406297796664","0.310679726225936","0.350132869367392"
"Paid","1985","35-65 y.","East Germany","","","",""
"Paid","1985","66 and older","West Germany","1","","",""
"Paid","1985","66 and older","East Germany","","","",""
"Not paid","1985","16-34 y.","West Germany","291","0.205579235715632","0.18531634831906","0.225842123112204"
"Not paid","1985","16-34 y.","East Germany","","","",""
"Not paid","1985","35-65 y.","West Germany","622","0.322817495450171","0.303208598213922","0.342426392686419"
"Not paid","1985","35-65 y.","East Germany","","","",""
"Not paid","1985","66 and older","West Germany","8","","",""
"Not paid","1985","66 and older","East Germany","","","",""
"Acclaimed","1986","16-34 y.","West Germany","463","0.330265443789272","0.306798958405553","0.353731929172992"
"Acclaimed","1986","16-34 y.","East Germany","","","",""
"Acclaimed","1986","35-65 y.","West Germany","506","0.289360151791535","0.269371251745343","0.309349051837728"
"Acclaimed","1986","35-65 y.","East Germany","","","",""
"Acclaimed","1986","66 and older","West Germany","","","",""
"Acclaimed","1986","66 and older","East Germany","","","",""
"Partly, partly","1986","16-34 y.","West Germany","202","0.144411943956909","0.126873177640159","0.161950710273659"
"Partly, partly","1986","16-34 y.","East Germany","","","",""
"Partly, partly","1986","35-65 y.","West Germany","193","0.100240484687011","0.0870022657461133","0.113478703627908"
"Partly, partly","1986","35-65 y.","East Germany","","","",""
"Partly, partly","1986","66 and older","West Germany","","","",""
"Partly, partly","1986","66 and older","East Germany","","","",""
"Paid","1986","16-34 y.","West Germany","639","0.364545324908824","0.340530292111429","0.388560357706218"
"Paid","1986","16-34 y.","East Germany","","","",""
"Paid","1986","35-65 y.","West Germany","857","0.366102070833471","0.344866911909849","0.387337229757094"
"Paid","1986","35-65 y.","East Germany","","","",""
"Paid","1986","66 and older","West Germany","2","","",""
"Paid","1986","66 and older","East Germany","","","",""
"Not paid","1986","16-34 y.","West Germany","239","0.160777287344995","0.142449244518888","0.179105330171102"
"Not paid","1986","16-34 y.","East Germany","","","",""
"Not paid","1986","35-65 y.","West Germany","421","0.244297292687983","0.225357310228116","0.26323727514785"
"Not paid","1986","35-65 y.","East Germany","","","",""
"Not paid","1986","66 and older","West Germany","1","","",""
"Not paid","1986","66 and older","East Germany","","","",""
"Acclaimed","1987","16-34 y.","West Germany","","","",""
"Acclaimed","1987","16-34 y.","East Germany","","","",""
"Acclaimed","1987","35-65 y.","West Germany","","","",""
"Acclaimed","1987","35-65 y.","East Germany","","","",""
"Acclaimed","1987","66 and older","West Germany","","","",""
"Acclaimed","1987","66 and older","East Germany","","","",""
"Partly, partly","1987","16-34 y.","West Germany","","","",""
"Partly, partly","1987","16-34 y.","East Germany","","","",""
"Partly, partly","1987","35-65 y.","West Germany","","","",""
"Partly, partly","1987","35-65 y.","East Germany","","","",""
"Partly, partly","1987","66 and older","West Germany","","","",""
"Partly, partly","1987","66 and older","East Germany","","","",""
"Paid","1987","16-34 y.","West Germany","","","",""
"Paid","1987","16-34 y.","East Germany","","","",""
"Paid","1987","35-65 y.","West Germany","","","",""
"Paid","1987","35-65 y.","East Germany","","","",""
"Paid","1987","66 and older","West Germany","","","",""
"Paid","1987","66 and older","East Germany","","","",""
"Not paid","1987","16-34 y.","West Germany","","","",""
"Not paid","1987","16-34 y.","East Germany","","","",""
"Not paid","1987","35-65 y.","West Germany","","","",""
"Not paid","1987","35-65 y.","East Germany","","","",""
"Not paid","1987","66 and older","West Germany","","","",""
"Not paid","1987","66 and older","East Germany","","","",""
"Acclaimed","1988","16-34 y.","West Germany","490","0.347499756912279","0.323577158146476","0.371422355678083"
"Acclaimed","1988","16-34 y.","East Germany","","","",""
"Acclaimed","1988","35-65 y.","West Germany","529","0.31117695924381","0.290591088581489","0.33176282990613"
"Acclaimed","1988","35-65 y.","East Germany","","","",""
"Acclaimed","1988","66 and older","West Germany","2","","",""
"Acclaimed","1988","66 and older","East Germany","","","",""
"Partly, partly","1988","16-34 y.","West Germany","190","0.12972483898683","0.112844520781859","0.146605157191801"
"Partly, partly","1988","16-34 y.","East Germany","","","",""
"Partly, partly","1988","35-65 y.","West Germany","229","0.12415338527298","0.109490987354499","0.138815783191461"
"Partly, partly","1988","35-65 y.","East Germany","","","",""
"Partly, partly","1988","66 and older","West Germany","1","","",""
"Partly, partly","1988","66 and older","East Germany","","","",""
"Paid","1988","16-34 y.","West Germany","610","0.347198738192606","0.323280987951806","0.371116488433405"
"Paid","1988","16-34 y.","East Germany","","","",""
"Paid","1988","35-65 y.","West Germany","828","0.349267282966983","0.328069425640315","0.37046514029365"
"Paid","1988","35-65 y.","East Germany","","","",""
"Paid","1988","66 and older","West Germany","","","",""
"Paid","1988","66 and older","East Germany","","","",""
"Not paid","1988","16-34 y.","West Germany","232","0.175576665908285","0.156462766267831","0.19469056554874"
"Not paid","1988","16-34 y.","East Germany","","","",""
"Not paid","1988","35-65 y.","West Germany","357","0.215402372516227","0.197123036038081","0.233681708994373"
"Not paid","1988","35-65 y.","East Germany","","","",""
"Not paid","1988","66 and older","West Germany","2","","",""
"Not paid","1988","66 and older","East Germany","","","",""
"Acclaimed","1989","16-34 y.","West Germany","508","0.336276998916771","0.313335089300946","0.359218908532597"
"Acclaimed","1989","16-34 y.","East Germany","","","",""
"Acclaimed","1989","35-65 y.","West Germany","538","0.30204267637763","0.282054654969343","0.322030697785918"
"Acclaimed","1989","35-65 y.","East Germany","","","",""
"Acclaimed","1989","66 and older","West Germany","1","","",""
"Acclaimed","1989","66 and older","East Germany","","","",""
"Partly, partly","1989","16-34 y.","West Germany","250","0.160317404247356","0.142500368109135","0.178134440385578"
"Partly, partly","1989","16-34 y.","East Germany","","","",""
"Partly, partly","1989","35-65 y.","West Germany","277","0.139894566019548","0.124793851923696","0.1549952801154"
"Partly, partly","1989","35-65 y.","East Germany","","","",""
"Partly, partly","1989","66 and older","West Germany","","","",""
"Partly, partly","1989","66 and older","East Germany","","","",""
"Paid","1989","16-34 y.","West Germany","672","0.369310562610753","0.345874146934956","0.39274697828655"
"Paid","1989","16-34 y.","East Germany","","","",""
"Paid","1989","35-65 y.","West Germany","843","0.340256896407711","0.319631034089105","0.360882758726317"
"Paid","1989","35-65 y.","East Germany","","","",""
"Paid","1989","66 and older","West Germany","2","","",""
"Paid","1989","66 and older","East Germany","","","",""
"Not paid","1989","16-34 y.","West Germany","199","0.134095034225119","0.117547662935047","0.150642405515191"
"Not paid","1989","16-34 y.","East Germany","","","",""
"Not paid","1989","35-65 y.","West Germany","369","0.217805861195111","0.199837301093717","0.235774421296504"
"Not paid","1989","35-65 y.","East Germany","","","",""
"Not paid","1989","66 and older","West Germany","4","","",""
"Not paid","1989","66 and older","East Germany","","","",""
"Acclaimed","1990","16-34 y.","West Germany","515","0.34227659261613","0.319228704358062","0.365324480874197"
"Acclaimed","1990","16-34 y.","East Germany","","","",""
"Acclaimed","1990","35-65 y.","West Germany","562","0.324733442368573","0.304159255410457","0.345307629326689"
"Acclaimed","1990","35-65 y.","East Germany","","","",""
"Acclaimed","1990","66 and older","West Germany","","","",""
"Acclaimed","1990","66 and older","East Germany","","","",""
"Partly, partly","1990","16-34 y.","West Germany","267","0.165440550792568","0.147390828940841","0.183490272644294"
"Partly, partly","1990","16-34 y.","East Germany","","","",""
"Partly, partly","1990","35-65 y.","West Germany","272","0.13345840771648","0.11851707871828","0.148399736714681"
"Partly, partly","1990","35-65 y.","East Germany","","","",""
"Partly, partly","1990","66 and older","West Germany","","","",""
"Partly, partly","1990","66 and older","East Germany","","","",""
"Paid","1990","16-34 y.","West Germany","672","0.365303260881599","0.341913229809189","0.38869329195401"
"Paid","1990","16-34 y.","East Germany","","","",""
"Paid","1990","35-65 y.","West Germany","820","0.342507199325228","0.321657398719845","0.363356999930612"
"Paid","1990","35-65 y.","East Germany","","","",""
"Paid","1990","66 and older","West Germany","","","",""
"Paid","1990","66 and older","East Germany","","","",""
"Not paid","1990","16-34 y.","West Germany","174","0.126979595709703","0.110806242998068","0.143152948421338"
"Not paid","1990","16-34 y.","East Germany","","","",""
"Not paid","1990","35-65 y.","West Germany","336","0.199300950589719","0.181749585735761","0.216852315443677"
"Not paid","1990","35-65 y.","East Germany","","","",""
"Not paid","1990","66 and older","West Germany","3","","",""
"Not paid","1990","66 and older","East Germany","","","",""
"Acclaimed","1991","16-34 y.","West Germany","576","0.349418637411553","0.327080193940657","0.371757080882448"
"Acclaimed","1991","16-34 y.","East Germany","370","0.462500129098752","0.427191665721918","0.497808592475585"
"Acclaimed","1991","35-65 y.","West Germany","593","0.304272290434388","0.284760446252687","0.32378413461609"
"Acclaimed","1991","35-65 y.","East Germany","485","0.458791923979709","0.429114658668181","0.488469189291236"
"Acclaimed","1991","66 and older","West Germany","2","","",""
"Acclaimed","1991","66 and older","East Germany","","","",""
"Partly, partly","1991","16-34 y.","West Germany","277","0.162031951989159","0.144767884375401","0.179296019602916"
"Partly, partly","1991","16-34 y.","East Germany","109","0.148562386275554","0.123376075636001","0.173748696915108"
"Partly, partly","1991","35-65 y.","West Germany","302","0.138675220292162","0.124018716998463","0.153331723585862"
"Partly, partly","1991","35-65 y.","East Germany","129","0.112305088059781","0.0935004298411239","0.131109746278437"
"Partly, partly","1991","66 and older","West Germany","","","",""
"Partly, partly","1991","66 and older","East Germany","1","","",""
"Paid","1991","16-34 y.","West Germany","719","0.367704733123731","0.345113567362254","0.390295898885208"
"Paid","1991","16-34 y.","East Germany","226","0.312552024165694","0.279726264695154","0.345377783636233"
"Paid","1991","35-65 y.","West Germany","910","0.364788624512428","0.344374665250269","0.385202583774586"
"Paid","1991","35-65 y.","East Germany","246","0.228443246432343","0.203439391939294","0.253447100925393"
"Paid","1991","66 and older","West Germany","","","",""
"Paid","1991","66 and older","East Germany","1","","",""
"Not paid","1991","16-34 y.","West Germany","178","0.120844677475558","0.105573390619821","0.136115964331295"
"Not paid","1991","16-34 y.","East Germany","61","0.0763854604600005","0.0575756492281065","0.0951952716918944"
"Not paid","1991","35-65 y.","West Germany","331","0.192263864761022","0.175551763559895","0.20897596596215"
"Not paid","1991","35-65 y.","East Germany","223","0.200459741528167","0.176616372864442","0.224303110191893"
"Not paid","1991","66 and older","West Germany","1","","",""
"Not paid","1991","66 and older","East Germany","","","",""
"Acclaimed","1992","16-34 y.","West Germany","579","0.371661990984188","0.348540126414309","0.394783855554066"
"Acclaimed","1992","16-34 y.","East Germany","295","0.388699781143733","0.352459620643173","0.424939941644293"
"Acclaimed","1992","35-65 y.","West Germany","599","0.325390162945181","0.305014034300958","0.345766291589403"
"Acclaimed","1992","35-65 y.","East Germany","379","0.372268879855721","0.342262354550663","0.402275405160779"
"Acclaimed","1992","66 and older","West Germany","","","",""
"Acclaimed","1992","66 and older","East Germany","","","",""
"Partly, partly","1992","16-34 y.","West Germany","295","0.187886617380967","0.169196657454602","0.206576577307332"
"Partly, partly","1992","16-34 y.","East Germany","114","0.170050318098088","0.142120359336651","0.197980276859526"
"Partly, partly","1992","35-65 y.","West Germany","320","0.152780666275403","0.137133876121134","0.168427456429672"
"Partly, partly","1992","35-65 y.","East Germany","164","0.16423801235572","0.141240616576504","0.187235408134935"
"Partly, partly","1992","66 and older","West Germany","1","","",""
"Partly, partly","1992","66 and older","East Germany","","","",""
"Paid","1992","16-34 y.","West Germany","636","0.33473108001616","0.312152389569591","0.357309770462729"
"Paid","1992","16-34 y.","East Germany","212","0.32208291287425","0.287343072254553","0.356822753493948"
"Paid","1992","35-65 y.","West Germany","803","0.341569662900393","0.32094496047479","0.362194365325995"
"Paid","1992","35-65 y.","East Germany","232","0.238586628452473","0.212130041832528","0.265043215072418"
"Paid","1992","66 and older","West Germany","1","","",""
"Paid","1992","66 and older","East Germany","1","","",""
"Not paid","1992","16-34 y.","West Germany","168","0.105720311618685","0.0910084370515755","0.120432186185795"
"Not paid","1992","16-34 y.","East Germany","74","0.119166987883929","0.0950801127534375","0.14325386301442"
"Not paid","1992","35-65 y.","West Germany","309","0.180259507879024","0.16354165827554","0.196977357482508"
"Not paid","1992","35-65 y.","East Germany","222","0.224906479336086","0.198989848133309","0.250823110538864"
"Not paid","1992","66 and older","West Germany","1","","",""
"Not paid","1992","66 and older","East Germany","","","",""
"Acclaimed","1993","16-34 y.","West Germany","573","0.363618336336922","0.340421712170312","0.386814960503532"
"Acclaimed","1993","16-34 y.","East Germany","274","0.394552304763733","0.357571407992747","0.431533201534719"
"Acclaimed","1993","35-65 y.","West Germany","601","0.323258416602314","0.302615028003357","0.343901805201271"
"Acclaimed","1993","35-65 y.","East Germany","356","0.363852614152269","0.333669447239502","0.394035781065035"
"Acclaimed","1993","66 and older","West Germany","","","",""
"Acclaimed","1993","66 and older","East Germany","","","",""
"Partly, partly","1993","16-34 y.","West Germany","295","0.173445430227306","0.155187133274455","0.191703727180157"
"Partly, partly","1993","16-34 y.","East Germany","122","0.183844140838531","0.154535324530482","0.21315295714658"
"Partly, partly","1993","35-65 y.","West Germany","315","0.15503774840468","0.13906307397951","0.17101242282985"
"Partly, partly","1993","35-65 y.","East Germany","170","0.16552855844666","0.142211949568063","0.188845167325256"
"Partly, partly","1993","66 and older","West Germany","","","",""
"Partly, partly","1993","66 and older","East Germany","","","",""
"Paid","1993","16-34 y.","West Germany","603","0.333792050527432","0.311052285668393","0.356531815386471"
"Paid","1993","16-34 y.","East Germany","198","0.291437886876865","0.257054488510339","0.325821285243391"
"Paid","1993","35-65 y.","West Germany","731","0.330040100466226","0.309286072604552","0.3507941283279"
"Paid","1993","35-65 y.","East Germany","231","0.240903318924297","0.214075021020072","0.267731616828522"
"Paid","1993","66 and older","West Germany","3","","",""
"Paid","1993","66 and older","East Germany","","","",""
"Not paid","1993","16-34 y.","West Germany","181","0.129144182908339","0.112972559378829","0.14531580643785"
"Not paid","1993","16-34 y.","East Germany","77","0.130165667520871","0.104705964787397","0.155625370254346"
"Not paid","1993","35-65 y.","West Germany","325","0.191663734526779","0.174291301722784","0.209036167330775"
"Not paid","1993","35-65 y.","East Germany","219","0.229715508476775","0.203325233386032","0.256105783567517"
"Not paid","1993","66 and older","West Germany","2","","",""
"Not paid","1993","66 and older","East Germany","","","",""
"Acclaimed","1994","16-34 y.","West Germany","616","0.399420907340969","0.375709402568306","0.423132412113633"
"Acclaimed","1994","16-34 y.","East Germany","252","0.361587963042188","0.32427704881663","0.398898877267746"
"Acclaimed","1994","35-65 y.","West Germany","671","0.357800945329608","0.336392973607441","0.379208917051774"
"Acclaimed","1994","35-65 y.","East Germany","387","0.380581271950492","0.350488377374573","0.410674166526411"
"Acclaimed","1994","66 and older","West Germany","1","","",""
"Acclaimed","1994","66 and older","East Germany","","","",""
"Partly, partly","1994","16-34 y.","West Germany","299","0.178639457659138","0.160094996106121","0.197183919212156"
"Partly, partly","1994","16-34 y.","East Germany","122","0.207198757697223","0.175724600508722","0.238672914885724"
"Partly, partly","1994","35-65 y.","West Germany","314","0.161057350792825","0.144641009902811","0.177473691682839"
"Partly, partly","1994","35-65 y.","East Germany","171","0.167762568650526","0.144603598280125","0.190921539020928"
"Partly, partly","1994","66 and older","West Germany","","","",""
"Partly, partly","1994","66 and older","East Germany","","","",""
"Paid","1994","16-34 y.","West Germany","545","0.299882377925321","0.277699413040297","0.322065342810345"
"Paid","1994","16-34 y.","East Germany","176","0.296539834485322","0.261071593529682","0.332008075440961"
"Paid","1994","35-65 y.","West Germany","645","0.297989944052501","0.277563516380809","0.318416371724193"
"Paid","1994","35-65 y.","East Germany","207","0.217759792102465","0.192179411300531","0.243340172904398"
"Paid","1994","66 and older","West Germany","","","",""
"Paid","1994","66 and older","East Germany","","","",""
"Not paid","1994","16-34 y.","West Germany","179","0.122057257074572","0.106209291690516","0.137905222458627"
"Not paid","1994","16-34 y.","East Germany","87","0.134673444775267","0.10816346629873","0.161183423251805"
"Not paid","1994","35-65 y.","West Germany","296","0.183151759825067","0.165877629712467","0.200425889937667"
"Not paid","1994","35-65 y.","East Germany","235","0.233896367296517","0.207660006763959","0.260132727829075"
"Not paid","1994","66 and older","West Germany","","","",""
"Not paid","1994","66 and older","East Germany","","","",""
"Acclaimed","1995","16-34 y.","West Germany","651","0.384275945134324","0.361666137217374","0.406885753051273"
"Acclaimed","1995","16-34 y.","East Germany","264","0.390922554548929","0.352909929762442","0.428935179335415"
"Acclaimed","1995","35-65 y.","West Germany","724","0.362751769128874","0.34228547320386","0.383218065053888"
"Acclaimed","1995","35-65 y.","East Germany","410","0.394249884398714","0.36406664169375","0.424433127103678"
"Acclaimed","1995","66 and older","West Germany","1","","",""
"Acclaimed","1995","66 and older","East Germany","","","",""
"Partly, partly","1995","16-34 y.","West Germany","324","0.188867689963374","0.170674581968502","0.207060797958245"
"Partly, partly","1995","16-34 y.","East Germany","129","0.219282166116986","0.187049595535688","0.251514736698284"
"Partly, partly","1995","35-65 y.","West Germany","353","0.164126343238568","0.148359685995866","0.17989300048127"
"Partly, partly","1995","35-65 y.","East Germany","188","0.177534967976388","0.153933770970886","0.201136164981891"
"Partly, partly","1995","66 and older","West Germany","","","",""
"Partly, partly","1995","66 and older","East Germany","","","",""
"Paid","1995","16-34 y.","West Germany","586","0.294627200495907","0.273437345416497","0.315817055575316"
"Paid","1995","16-34 y.","East Germany","176","0.281957913894626","0.246905871332453","0.317009956456798"
"Paid","1995","35-65 y.","West Germany","720","0.288361565425548","0.269078390290776","0.30764474056032"
"Paid","1995","35-65 y.","East Germany","194","0.206473462629766","0.181473106002893","0.231473819256639"
"Paid","1995","66 and older","West Germany","4","","",""
"Paid","1995","66 and older","East Germany","","","",""
"Not paid","1995","16-34 y.","West Germany","217","0.132229164406396","0.116483957773074","0.147974371039719"
"Not paid","1995","16-34 y.","East Germany","64","0.10783736543946","0.0836742523957196","0.1320004784832"
"Not paid","1995","35-65 y.","West Germany","323","0.18476032220701","0.168239670690815","0.201280973723205"
"Not paid","1995","35-65 y.","East Germany","215","0.221741684995131","0.196083914734725","0.247399455255538"
"Not paid","1995","66 and older","West Germany","","","",""
"Not paid","1995","66 and older","East Germany","","","",""
"Acclaimed","1996","16-34 y.","West Germany","718","0.431675556874326","0.408240481981304","0.455110631767348"
"Acclaimed","1996","16-34 y.","East Germany","249","0.389441898111666","0.349791745728225","0.429092050495108"
"Acclaimed","1996","35-65 y.","West Germany","816","0.408599856429221","0.387361777843016","0.429837935015427"
"Acclaimed","1996","35-65 y.","East Germany","427","0.419443553878039","0.388843348953158","0.45004375880292"
"Acclaimed","1996","66 and older","West Germany","1","","",""
"Acclaimed","1996","66 and older","East Germany","1","","",""
"Partly, partly","1996","16-34 y.","West Germany","287","0.176380299796999","0.158346890056861","0.194413709537136"
"Partly, partly","1996","16-34 y.","East Germany","115","0.2006710608759","0.168105004794642","0.233237116957158"
"Partly, partly","1996","35-65 y.","West Germany","328","0.162747471446653","0.146799304816876","0.17869563807643"
"Partly, partly","1996","35-65 y.","East Germany","150","0.150767722587781","0.128578975478415","0.172956469697148"
"Partly, partly","1996","66 and older","West Germany","","","",""
"Partly, partly","1996","66 and older","East Germany","","","",""
"Paid","1996","16-34 y.","West Germany","514","0.271590256553981","0.250545959905632","0.292634553202329"
"Paid","1996","16-34 y.","East Germany","145","0.282647015711972","0.246032888872059","0.319261142551884"
"Paid","1996","35-65 y.","West Germany","610","0.250366746586595","0.231649664265211","0.269083828907979"
"Paid","1996","35-65 y.","East Germany","201","0.201627486487654","0.176747908855201","0.226507064120108"
"Paid","1996","66 and older","West Germany","1","","",""
"Paid","1996","66 and older","East Germany","1","","",""
"Not paid","1996","16-34 y.","West Germany","197","0.120353886774694","0.104959106192625","0.135748667356763"
"Not paid","1996","16-34 y.","East Germany","72","0.127240025300462","0.100143144009298","0.154336906591625"
"Not paid","1996","35-65 y.","West Germany","304","0.178285925537531","0.161749398753668","0.194822452321394"
"Not paid","1996","35-65 y.","East Germany","221","0.228161237046525","0.202138703852244","0.254183770240806"
"Not paid","1996","66 and older","West Germany","1","","",""
"Not paid","1996","66 and older","East Germany","","","",""
"Acclaimed","1997","16-34 y.","West Germany","642","0.459910429797817","0.434380649509453","0.485440210086181"
"Acclaimed","1997","16-34 y.","East Germany","251","0.468756193859839","0.425615514395044","0.511896873324634"
"Acclaimed","1997","35-65 y.","West Germany","718","0.420698427026937","0.397354478913373","0.4440423751405"
"Acclaimed","1997","35-65 y.","East Germany","357","0.388583985222753","0.356809777546503","0.420358192899003"
"Acclaimed","1997","66 and older","West Germany","","","",""
"Acclaimed","1997","66 and older","East Germany","1","","",""
"Partly, partly","1997","16-34 y.","West Germany","314","0.20980086271795","0.1889439769224","0.230657748513501"
"Partly, partly","1997","16-34 y.","East Germany","123","0.24065507852501","0.203699194683776","0.277610962366243"
"Partly, partly","1997","35-65 y.","West Germany","338","0.197342102804365","0.178522449068338","0.216161756540392"
"Partly, partly","1997","35-65 y.","East Germany","199","0.205685895182607","0.179337008567818","0.232034781797396"
"Partly, partly","1997","66 and older","West Germany","","","",""
"Partly, partly","1997","66 and older","East Germany","","","",""
"Paid","1997","16-34 y.","West Germany","309","0.181015223659841","0.161292221704959","0.200738225614723"
"Paid","1997","16-34 y.","East Germany","75","0.156666985751665","0.125243466168836","0.188090505334494"
"Paid","1997","35-65 y.","West Germany","360","0.170004699531597","0.15224217088113","0.187767228182064"
"Paid","1997","35-65 y.","East Germany","133","0.150453966854413","0.127148427650617","0.173759506058208"
"Paid","1997","66 and older","West Germany","","","",""
"Paid","1997","66 and older","East Germany","","","",""
"Not paid","1997","16-34 y.","West Germany","199","0.149273483824392","0.131019238965903","0.167527728682881"
"Not paid","1997","16-34 y.","East Germany","65","0.133921741863487","0.104479515706886","0.163363968020088"
"Not paid","1997","35-65 y.","West Germany","302","0.211954770637101","0.192629139704925","0.231280401569277"
"Not paid","1997","35-65 y.","East Germany","215","0.255276152740227","0.226853367786204","0.28369893769425"
"Not paid","1997","66 and older","West Germany","1","","",""
"Not paid","1997","66 and older","East Germany","","","",""
"Acclaimed","1998","16-34 y.","West Germany","614","0.428656186210409","0.403645391849783","0.453666980571035"
"Acclaimed","1998","16-34 y.","East Germany","266","0.46740694855697","0.425709250853597","0.509104646260342"
"Acclaimed","1998","35-65 y.","West Germany","917","0.452731953065702","0.430917028637062","0.474546877494343"
"Acclaimed","1998","35-65 y.","East Germany","421","0.420352143680263","0.389320576524945","0.451383710835581"
"Acclaimed","1998","66 and older","West Germany","2","","",""
"Acclaimed","1998","66 and older","East Germany","","","",""
"Partly, partly","1998","16-34 y.","West Germany","359","0.229166112365397","0.207924877007538","0.250407347723256"
"Partly, partly","1998","16-34 y.","East Germany","133","0.253200339172448","0.21685899858642","0.289541679758476"
"Partly, partly","1998","35-65 y.","West Germany","374","0.186128468686727","0.169070888401253","0.203186048972201"
"Partly, partly","1998","35-65 y.","East Germany","217","0.230252743583992","0.203786552713168","0.256718934454817"
"Partly, partly","1998","66 and older","West Germany","","","",""
"Partly, partly","1998","66 and older","East Germany","","","",""
"Paid","1998","16-34 y.","West Germany","312","0.186016825224044","0.166351189019569","0.205682461428519"
"Paid","1998","16-34 y.","East Germany","72","0.134066385984624","0.105591040847083","0.162541731122164"
"Paid","1998","35-65 y.","West Germany","353","0.165844235984722","0.149543513200327","0.182144958769116"
"Paid","1998","35-65 y.","East Germany","138","0.148555358211618","0.126197132950535","0.170913583472702"
"Paid","1998","66 and older","West Germany","","","",""
"Paid","1998","66 and older","East Germany","","","",""
"Not paid","1998","16-34 y.","West Germany","219","0.15616087620015","0.137814929812856","0.174506822587444"
"Not paid","1998","16-34 y.","East Germany","79","0.145326326285959","0.115872680664848","0.174779971907069"
"Not paid","1998","35-65 y.","West Germany","356","0.195295342262849","0.177921443220965","0.212669241304733"
"Not paid","1998","35-65 y.","East Germany","196","0.200839754524126","0.175653897401771","0.226025611646482"
"Not paid","1998","66 and older","West Germany","2","","",""
"Not paid","1998","66 and older","East Germany","","","",""
"Acclaimed","1999","16-34 y.","West Germany","623","0.45043988365831","0.424918883786535","0.475960883530086"
"Acclaimed","1999","16-34 y.","East Germany","254","0.477828386264273","0.43558063954803","0.520076132980516"
"Acclaimed","1999","35-65 y.","West Germany","887","0.458988795151171","0.437078242637147","0.480899347665195"
"Acclaimed","1999","35-65 y.","East Germany","442","0.430884287343974","0.399801038882452","0.461967535805496"
"Acclaimed","1999","66 and older","West Germany","1","","",""
"Acclaimed","1999","66 and older","East Germany","","","",""
"Partly, partly","1999","16-34 y.","West Germany","354","0.237015739155561","0.215202606223949","0.258828872087173"
"Partly, partly","1999","16-34 y.","East Germany","128","0.252359209144614","0.215621081298344","0.289097336990884"
"Partly, partly","1999","35-65 y.","West Germany","374","0.184247881742776","0.167201605804572","0.20129415768098"
"Partly, partly","1999","35-65 y.","East Germany","212","0.246439789028782","0.219390230786449","0.273489347271114"
"Partly, partly","1999","66 and older","West Germany","2","","",""
"Partly, partly","1999","66 and older","East Germany","","","",""
"Paid","1999","16-34 y.","West Germany","273","0.157038999749517","0.138376098224524","0.17570190127451"
"Paid","1999","16-34 y.","East Germany","84","0.154516410091354","0.123946029589503","0.185086790593205"
