"plb0195_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","1986","1-pers.-HH","direct migration background","5","","","","2"
"Partly, partly","1986","1-pers.-HH","indirect migration background","1","","","","2"
"Partly, partly","1986","(Married) couple without C. ","indirect migration background","1","","","","2"
"Partly, partly","1986","Couple + C. LE 16 ","no migration background","70","0.106872753099844","0.0830851460327292","0.130660360166959","2"
"Partly, partly","1986","Couple + C. LE 16 ","direct migration background","27","","","","2"
"Partly, partly","1986","Couple + C. GT 16 ","no migration background","74","0.140682794576579","0.111192798853078","0.17017279030008","2"
"Partly, partly","1986","Couple + C. GT 16 ","direct migration background","10","","","","2"
"Acclaimed","1987","1-pers.-HH","no migration background","","","","","1"
"Acclaimed","1987","1-pers.-HH","direct migration background","","","","","1"
"Acclaimed","1987","1-pers.-HH","indirect migration background","","","","","1"
"Acclaimed","1987","(Married) couple without C. ","no migration background","","","","","1"
"Acclaimed","1987","(Married) couple without C. ","direct migration background","","","","","1"
"Acclaimed","1987","(Married) couple without C. ","indirect migration background","","","","","1"
"Acclaimed","1987","Single parent ","no migration background","","","","","1"
"Acclaimed","1987","Single parent ","direct migration background","","","","","1"
"Acclaimed","1987","Single parent ","indirect migration background","","","","","1"
"Acclaimed","1987","Couple + C. LE 16 ","no migration background","","","","","1"
"Acclaimed","1987","Couple + C. LE 16 ","direct migration background","","","","","1"
"Acclaimed","1987","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Acclaimed","1987","Couple + C. GT 16 ","no migration background","","","","","1"
"Acclaimed","1987","Couple + C. GT 16 ","direct migration background","","","","","1"
"Acclaimed","1987","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Acclaimed","1987","Couple + C. LE and GT 16","no migration background","","","","","1"
"Acclaimed","1987","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Acclaimed","1987","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Not paid","1987","1-pers.-HH","no migration background","","","","","4"
"Not paid","1987","1-pers.-HH","direct migration background","","","","","4"
"Not paid","1987","(Married) couple without C. ","indirect migration background","","","","","4"
"Not paid","1987","Single parent ","direct migration background","","","","","4"
"Not paid","1987","Single parent ","indirect migration background","","","","","4"
"Not paid","1987","Couple + C. LE 16 ","no migration background","","","","","4"
"Not paid","1987","1-pers.-HH","indirect migration background","","","","","4"
"Not paid","1987","(Married) couple without C. ","no migration background","","","","","4"
"Not paid","1987","(Married) couple without C. ","direct migration background","","","","","4"
"Not paid","1987","Single parent ","no migration background","","","","","4"
"Not paid","1987","Couple + C. LE 16 ","direct migration background","","","","","4"
"Not paid","1987","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Not paid","1987","Couple + C. GT 16 ","no migration background","","","","","4"
"Not paid","1987","Couple + C. GT 16 ","direct migration background","","","","","4"
"Not paid","1987","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Not paid","1987","Couple + C. LE and GT 16","no migration background","","","","","4"
"Not paid","1987","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Not paid","1987","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Paid","1987","1-pers.-HH","no migration background","","","","","3"
"Paid","1987","(Married) couple without C. ","no migration background","","","","","3"
"Paid","1987","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Paid","1987","1-pers.-HH","direct migration background","","","","","3"
"Paid","1987","1-pers.-HH","indirect migration background","","","","","3"
"Paid","1987","Single parent ","indirect migration background","","","","","3"
"Paid","1987","(Married) couple without C. ","direct migration background","","","","","3"
"Paid","1987","(Married) couple without C. ","indirect migration background","","","","","3"
"Paid","1987","Single parent ","no migration background","","","","","3"
"Paid","1987","Single parent ","direct migration background","","","","","3"
"Paid","1987","Couple + C. LE 16 ","no migration background","","","","","3"
"Paid","1987","Couple + C. LE 16 ","direct migration background","","","","","3"
"Paid","1987","Couple + C. GT 16 ","no migration background","","","","","3"
"Paid","1987","Couple + C. GT 16 ","direct migration background","","","","","3"
"Paid","1987","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Paid","1987","Couple + C. LE and GT 16","no migration background","","","","","3"
"Paid","1987","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Paid","1987","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Partly, partly","1987","(Married) couple without C. ","no migration background","","","","","2"
"Partly, partly","1987","(Married) couple without C. ","direct migration background","","","","","2"
"Partly, partly","1987","1-pers.-HH","indirect migration background","","","","","2"
"Partly, partly","1987","1-pers.-HH","no migration background","","","","","2"
"Partly, partly","1987","1-pers.-HH","direct migration background","","","","","2"
"Partly, partly","1987","Single parent ","no migration background","","","","","2"
"Partly, partly","1987","Single parent ","direct migration background","","","","","2"
"Partly, partly","1987","Single parent ","indirect migration background","","","","","2"
"Partly, partly","1987","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Partly, partly","1987","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Partly, partly","1987","Couple + C. LE and GT 16","no migration background","","","","","2"
"Partly, partly","1987","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Partly, partly","1987","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Partly, partly","1987","(Married) couple without C. ","indirect migration background","","","","","2"
"Partly, partly","1987","Couple + C. LE 16 ","no migration background","","","","","2"
"Partly, partly","1987","Couple + C. LE 16 ","direct migration background","","","","","2"
"Partly, partly","1987","Couple + C. GT 16 ","no migration background","","","","","2"
"Partly, partly","1987","Couple + C. GT 16 ","direct migration background","","","","","2"
"Acclaimed","1988","1-pers.-HH","no migration background","86","0.363999504068801","0.302999724775764","0.424999283361838","1"
"Acclaimed","1988","1-pers.-HH","direct migration background","12","","","","1"
"Acclaimed","1988","1-pers.-HH","indirect migration background","1","","","","1"
"Acclaimed","1988","(Married) couple without C. ","no migration background","230","0.357770960507497","0.320517463525206","0.395024457489787","1"
"Acclaimed","1988","(Married) couple without C. ","direct migration background","26","","","","1"
"Acclaimed","1988","(Married) couple without C. ","indirect migration background","3","","","","1"
"Acclaimed","1988","Single parent ","no migration background","55","0.407188194279463","0.32337408454634","0.491002304012586","1"
"Acclaimed","1988","Single parent ","direct migration background","8","","","","1"
"Acclaimed","1988","Single parent ","indirect migration background","2","","","","1"
"Acclaimed","1988","Couple + C. LE 16 ","no migration background","191","0.293585848429668","0.258303672734769","0.328868024124567","1"
"Acclaimed","1988","Couple + C. LE 16 ","direct migration background","37","0.170990002010215","0.12787985303207","0.21410015098836","1"
"Acclaimed","1988","Couple + C. LE 16 ","indirect migration background","8","","","","1"
"Acclaimed","1988","Couple + C. GT 16 ","no migration background","209","0.34992558062494","0.311440582518842","0.388410578731038","1"
"Acclaimed","1988","Couple + C. GT 16 ","direct migration background","25","","","","1"
"Acclaimed","1988","Couple + C. GT 16 ","indirect migration background","5","","","","1"
"Acclaimed","1988","Couple + C. LE and GT 16","no migration background","54","0.268922905021707","0.205371848719145","0.332473961324269","1"
"Acclaimed","1988","Couple + C. LE and GT 16","direct migration background","25","","","","1"
"Acclaimed","1988","Couple + C. LE and GT 16","indirect migration background","4","","","","1"
"Not paid","1988","1-pers.-HH","direct migration background","4","","","","4"
"Not paid","1988","Single parent ","indirect migration background","","","","","4"
"Not paid","1988","Couple + C. LE 16 ","no migration background","147","0.23365717617546","0.200873382080208","0.266440970270713","4"
"Not paid","1988","1-pers.-HH","no migration background","64","0.26032539668886","0.204693000818839","0.315957792558881","4"
"Not paid","1988","1-pers.-HH","indirect migration background","1","","","","4"
"Not paid","1988","(Married) couple without C. ","no migration background","126","0.203812571668036","0.172505483555121","0.235119659780951","4"
"Not paid","1988","(Married) couple without C. ","direct migration background","11","","","","4"
"Not paid","1988","(Married) couple without C. ","indirect migration background","1","","","","4"
"Not paid","1988","Single parent ","no migration background","16","","","","4"
"Not paid","1988","Single parent ","direct migration background","3","","","","4"
"Not paid","1988","Couple + C. LE 16 ","direct migration background","18","","","","4"
"Not paid","1988","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Not paid","1988","Couple + C. GT 16 ","no migration background","107","0.176612567675289","0.145842035711862","0.207383099638717","4"
"Not paid","1988","Couple + C. GT 16 ","direct migration background","15","","","","4"
"Not paid","1988","Couple + C. GT 16 ","indirect migration background","2","","","","4"
"Not paid","1988","Couple + C. LE and GT 16","no migration background","38","0.210898416981328","0.15242877898199","0.269368054980666","4"
"Not paid","1988","Couple + C. LE and GT 16","direct migration background","12","","","","4"
"Not paid","1988","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Paid","1988","1-pers.-HH","no migration background","57","0.237318316387803","0.18338136096926","0.291255271806345","3"
"Paid","1988","1-pers.-HH","direct migration background","39","0.577097843400843","0.453124632624944","0.701071054176742","3"
"Paid","1988","1-pers.-HH","indirect migration background","1","","","","3"
"Paid","1988","(Married) couple without C. ","no migration background","176","0.278571475956583","0.243730965398705","0.313411986514461","3"
"Paid","1988","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Paid","1988","Couple + C. GT 16 ","no migration background","209","0.363481616585388","0.324669369615971","0.402293863554806","3"
"Paid","1988","Couple + C. GT 16 ","direct migration background","81","0.518348651948547","0.43343067340635","0.603266630490743","3"
"Paid","1988","Couple + C. GT 16 ","indirect migration background","9","","","","3"
"Paid","1988","Couple + C. LE and GT 16","no migration background","76","0.413343801124615","0.342764909447075","0.483922692802155","3"
"Paid","1988","Couple + C. LE and GT 16","direct migration background","106","0.565537093771791","0.488000777462798","0.643073410080784","3"
"Paid","1988","Couple + C. LE and GT 16","indirect migration background","3","","","","3"
"Paid","1988","Single parent ","indirect migration background","3","","","","3"
"Paid","1988","(Married) couple without C. ","direct migration background","94","0.547395869221639","0.464349899177681","0.630441839265596","3"
