"plb0195_h","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Paid","1988","Rural Area","West Germany","262","0.327771721029789","0.292898858237532","0.362644583822047"
"Paid","1988","Rural Area","East Germany","","","",""
"Not paid","1988","Urban Area","West Germany","480","0.203781108468037","0.188791404307443","0.21877081262863"
"Not paid","1988","Urban Area","East Germany","","","",""
"Not paid","1988","Rural Area","West Germany","111","0.178295048143731","0.149858880621681","0.206731215665782"
"Not paid","1988","Rural Area","East Germany","","","",""
"Acclaimed","1989","Urban Area","West Germany","819","0.315076598338291","0.298270259520754","0.331882937155828"
"Acclaimed","1989","Urban Area","East Germany","","","",""
"Acclaimed","1989","Rural Area","West Germany","228","0.320415136390265","0.286518175524553","0.354312097255977"
"Acclaimed","1989","Rural Area","East Germany","","","",""
"Partly, partly","1989","Urban Area","West Germany","420","0.14717017268021","0.134353209740614","0.159987135619807"
"Partly, partly","1989","Urban Area","East Germany","","","",""
"Partly, partly","1989","Rural Area","West Germany","107","0.15243766402595","0.126327213319371","0.178548114732528"
"Partly, partly","1989","Rural Area","East Germany","","","",""
"Paid","1989","Urban Area","West Germany","1236","0.353429093240597","0.33613478218137","0.370723404299824"
"Paid","1989","Urban Area","East Germany","","","",""
"Paid","1989","Rural Area","West Germany","281","0.351019428245722","0.316348631143077","0.385690225348368"
"Paid","1989","Rural Area","East Germany","","","",""
"Not paid","1989","Urban Area","West Germany","460","0.184324135740902","0.170296194203714","0.198352077278089"
"Not paid","1989","Urban Area","East Germany","","","",""
"Not paid","1989","Rural Area","West Germany","112","0.176127771338063","0.148456682216787","0.203798860459339"
"Not paid","1989","Rural Area","East Germany","","","",""
"Acclaimed","1990","Urban Area","West Germany","818","0.321274199922237","0.304181158346305","0.338367241498168"
"Acclaimed","1990","Urban Area","East Germany","","","",""
"Acclaimed","1990","Rural Area","West Germany","259","0.369339504995772","0.334890783127536","0.403788226864009"
"Acclaimed","1990","Rural Area","East Germany","","","",""
"Partly, partly","1990","Urban Area","West Germany","428","0.143703019341021","0.130862594371404","0.156543444310638"
"Partly, partly","1990","Urban Area","East Germany","","","",""
"Partly, partly","1990","Rural Area","West Germany","111","0.158011930374937","0.131976765854446","0.184047094895428"
"Partly, partly","1990","Rural Area","East Germany","","","",""
"Paid","1990","Urban Area","West Germany","1204","0.357716063861619","0.340170513468247","0.375261614254991"
"Paid","1990","Urban Area","East Germany","","","",""
"Paid","1990","Rural Area","West Germany","288","0.330540371143366","0.29696375934893","0.364116982937803"
"Paid","1990","Rural Area","East Germany","","","",""
"Not paid","1990","Urban Area","West Germany","417","0.177306716875123","0.163326438652911","0.191286995097335"
"Not paid","1990","Urban Area","East Germany","","","",""
"Not paid","1990","Rural Area","West Germany","96","0.142108193485924","0.117185886719492","0.167030500252356"
"Not paid","1990","Rural Area","East Germany","","","",""
"Acclaimed","1991","Urban Area","West Germany","907","0.318952567506433","0.302514105718966","0.335391029293901"
"Acclaimed","1991","Urban Area","East Germany","291","0.447903328829537","0.409526600913841","0.486280056745233"
"Acclaimed","1991","Rural Area","West Germany","263","0.341003417441336","0.308113135810101","0.373893699072572"
"Acclaimed","1991","Rural Area","East Germany","544","0.463559923938448","0.434924825691545","0.492195022185351"
"Partly, partly","1991","Urban Area","West Germany","456","0.149254180000391","0.136685993733292","0.161822366267491"
"Partly, partly","1991","Urban Area","East Germany","89","0.133499688358769","0.10725189965666","0.159747477060879"
"Partly, partly","1991","Rural Area","West Germany","123","0.146107709768206","0.121601014069637","0.170614405466775"
"Partly, partly","1991","Rural Area","East Germany","148","0.12702285014832","0.1079011064362","0.14614459386044"
"Paid","1991","Urban Area","West Germany","1312","0.362531268648886","0.345575728714561","0.379486808583211"
"Paid","1991","Urban Area","East Germany","137","0.232223630219854","0.19963704825093","0.264810212188778"
"Paid","1991","Rural Area","West Germany","316","0.376943080083328","0.343319156132215","0.410567004034441"
"Paid","1991","Rural Area","East Germany","323","0.282127589890805","0.256285267567033","0.307969912214576"
"Not paid","1991","Urban Area","West Germany","413","0.169261983844289","0.156036206682708","0.182487761005871"
"Not paid","1991","Urban Area","East Germany","128","0.186373352591839","0.156321397964792","0.216425307218886"
"Not paid","1991","Rural Area","West Germany","96","0.13594579270713","0.112166440159871","0.159725145254388"
"Not paid","1991","Rural Area","East Germany","150","0.127289636022428","0.108150747297498","0.146428524747357"
"Acclaimed","1992","Urban Area","West Germany","891","0.341892652934641","0.32467899652011","0.359106309349172"
"Acclaimed","1992","Urban Area","East Germany","229","0.337591321525032","0.300487859031241","0.374694784018823"
"Acclaimed","1992","Rural Area","West Germany","287","0.355929956101803","0.322457649675261","0.389402262528345"
"Acclaimed","1992","Rural Area","East Germany","425","0.405985520537276","0.375921992398681","0.436049048675872"
"Partly, partly","1992","Urban Area","West Germany","480","0.162873446640822","0.149473576834671","0.176273316446973"
"Partly, partly","1992","Urban Area","East Germany","119","0.189772714674246","0.159006354955236","0.220539074393255"
"Partly, partly","1992","Rural Area","West Germany","134","0.18343136613082","0.156374968980518","0.210487763281123"
"Partly, partly","1992","Rural Area","East Germany","155","0.152728107839298","0.130706093375954","0.174750122302642"
"Paid","1992","Urban Area","West Germany","1156","0.339071409363365","0.321892217434171","0.356250601292559"
"Paid","1992","Urban Area","East Germany","149","0.270744532194418","0.235880670462777","0.30560839392606"
"Paid","1992","Rural Area","West Germany","281","0.336505355283138","0.303472088941209","0.369538621625068"
"Paid","1992","Rural Area","East Germany","286","0.282963643075951","0.255388227519757","0.310539058632145"
"Not paid","1992","Urban Area","West Germany","390","0.156162491061172","0.142989097900937","0.169335884221407"
"Not paid","1992","Urban Area","East Germany","127","0.201891431606305","0.170396133259159","0.23338672995345"
"Not paid","1992","Rural Area","West Germany","84","0.124133322484238","0.101081779022585","0.14718486594589"
"Not paid","1992","Rural Area","East Germany","159","0.158322728547474","0.135975143890719","0.18067031320423"
"Acclaimed","1993","Urban Area","West Germany","895","0.332461348613434","0.315150604158325","0.349772093068542"
"Acclaimed","1993","Urban Area","East Germany","231","0.354440554796622","0.317117839231252","0.391763270361992"
"Acclaimed","1993","Rural Area","West Germany","279","0.362719738052088","0.329065412769882","0.396374063334295"
"Acclaimed","1993","Rural Area","East Germany","399","0.393686824146142","0.363645077437316","0.423728570854968"
"Partly, partly","1993","Urban Area","West Germany","480","0.164222590891709","0.15060912462654","0.177836057156879"
"Partly, partly","1993","Urban Area","East Germany","117","0.171449602855867","0.142041898879543","0.20085730683219"
"Partly, partly","1993","Rural Area","West Germany","130","0.155584816359053","0.130212992809112","0.180956639908994"
"Partly, partly","1993","Rural Area","East Germany","175","0.175138891819533","0.151767587555379","0.198510196083687"
"Paid","1993","Urban Area","West Germany","1065","0.333419643262841","0.316096416012101","0.35074287051358"
"Paid","1993","Urban Area","East Germany","148","0.241634788856884","0.208234336935385","0.275035240778383"
"Paid","1993","Rural Area","West Germany","272","0.326820237293156","0.293987275901531","0.359653198684781"
"Paid","1993","Rural Area","East Germany","281","0.278496416860954","0.250933175433543","0.306059658288364"
"Not paid","1993","Urban Area","West Germany","405","0.169896417232016","0.156096858153905","0.183695976310127"
"Not paid","1993","Urban Area","East Germany","135","0.232475053490628","0.19951652301179","0.265433583969466"
"Not paid","1993","Rural Area","West Germany","103","0.154875208295702","0.129550676058343","0.180199740533061"
"Not paid","1993","Rural Area","East Germany","161","0.152677867173371","0.130561512058721","0.174794222288021"
"Acclaimed","1994","Urban Area","West Germany","997","0.373021950288186","0.355169661007699","0.390874239568672"
"Acclaimed","1994","Urban Area","East Germany","249","0.377163668846267","0.339286748291311","0.415040589401224"
"Acclaimed","1994","Rural Area","West Germany","291","0.381054962461222","0.346228637853887","0.415881287068557"
"Acclaimed","1994","Rural Area","East Germany","390","0.36931946432034","0.339525819413188","0.399113109227492"
"Partly, partly","1994","Urban Area","West Germany","474","0.163397687707665","0.149749247025768","0.177046128389561"
"Partly, partly","1994","Urban Area","East Germany","107","0.175503631776634","0.145776008019889","0.205231255533378"
"Partly, partly","1994","Rural Area","West Germany","139","0.185316100646083","0.157452391154573","0.213179810137594"
"Partly, partly","1994","Rural Area","East Germany","186","0.190683260123271","0.166432052437129","0.214934467809412"
"Paid","1994","Urban Area","West Germany","960","0.299647564008647","0.282736760219316","0.316558367797979"
"Paid","1994","Urban Area","East Germany","129","0.219222384898435","0.186890658563641","0.251554111233229"
"Paid","1994","Rural Area","West Germany","230","0.294778847536664","0.262082547240347","0.32747514783298"
"Paid","1994","Rural Area","East Germany","254","0.273585282750976","0.246064770850618","0.301105794651334"
"Not paid","1994","Urban Area","West Germany","388","0.163932797995502","0.150266399746064","0.177599196244941"
"Not paid","1994","Urban Area","East Germany","144","0.228110314478664","0.195317941215666","0.260902687741662"
"Not paid","1994","Rural Area","West Germany","87","0.138850089356031","0.114053025960736","0.163647152751326"
"Not paid","1994","Rural Area","East Germany","178","0.166411992805414","0.143419510308126","0.189404475302701"
"Acclaimed","1995","Urban Area","West Germany","1054","0.368259630441841","0.351161574124582","0.3853576867591"
"Acclaimed","1995","Urban Area","East Germany","257","0.417184735450821","0.3774975401808","0.456871930720843"
"Acclaimed","1995","Rural Area","West Germany","322","0.377161750278835","0.344501886535011","0.409821614022658"
"Acclaimed","1995","Rural Area","East Germany","417","0.377405406506859","0.348043687281327","0.406767125732391"
"Partly, partly","1995","Urban Area","West Germany","540","0.174097439343432","0.160655529763101","0.187539348923764"
"Partly, partly","1995","Urban Area","East Germany","99","0.175970587293742","0.145321881314893","0.206619293272592"
"Partly, partly","1995","Rural Area","West Germany","137","0.170811944272849","0.145451985317131","0.196171903228567"
"Partly, partly","1995","Rural Area","East Germany","218","0.206857756325772","0.182322748782014","0.231392763869529"
"Paid","1995","Urban Area","West Germany","1036","0.288931410869436","0.272863718875628","0.304999102863243"
"Paid","1995","Urban Area","East Germany","119","0.20902022984534","0.176293878171808","0.241746581518872"
"Paid","1995","Rural Area","West Germany","274","0.306257182299049","0.275196907001198","0.3373174575969"
"Paid","1995","Rural Area","East Germany","251","0.256074170289677","0.22963654418225","0.282511796397104"
"Not paid","1995","Urban Area","West Germany","427","0.168711519345291","0.15543608860978","0.181986950080803"
"Not paid","1995","Urban Area","East Germany","118","0.197824447410096","0.165762091107502","0.22988680371269"
"Not paid","1995","Rural Area","West Germany","113","0.145769123149268","0.121990685679795","0.16954756061874"
"Not paid","1995","Rural Area","East Germany","161","0.159662666877693","0.137475427510861","0.181849906244524"
"Acclaimed","1996","Urban Area","West Germany","1190","0.415144706345984","0.397330262735875","0.432959149956094"
"Acclaimed","1996","Urban Area","East Germany","254","0.41152872167037","0.37175262714391","0.45130481619683"
"Acclaimed","1996","Rural Area","West Germany","345","0.425809075780682","0.392330906543469","0.459287245017894"
"Acclaimed","1996","Rural Area","East Germany","423","0.40555005535119","0.375026524007619","0.436073586694762"
"Partly, partly","1996","Urban Area","West Germany","479","0.168230662724161","0.154706750946222","0.1817545745021"
"Partly, partly","1996","Urban Area","East Germany","98","0.164882506584168","0.134889465041639","0.194875548126697"
"Partly, partly","1996","Rural Area","West Germany","136","0.166955469388804","0.141705519773859","0.192205419003748"
"Partly, partly","1996","Rural Area","East Germany","167","0.173645206759583","0.15009636377692","0.197194049742247"
"Paid","1996","Urban Area","West Germany","868","0.252579834157031","0.236871503284454","0.268288165029608"
"Paid","1996","Urban Area","East Germany","102","0.19687340493732","0.164733472608761","0.229013337265879"
"Paid","1996","Rural Area","West Germany","257","0.28078099124172","0.250355295938413","0.311206686545027"
"Paid","1996","Rural Area","East Germany","245","0.259609824097458","0.23235484934526","0.286864798849657"
"Not paid","1996","Urban Area","West Germany","402","0.164044796772823","0.150656632560416","0.17743296098523"
"Not paid","1996","Urban Area","East Germany","134","0.226715366808142","0.192872308921748","0.260558424694536"
"Not paid","1996","Rural Area","West Germany","100","0.126454463588795","0.10395169583192","0.14895723134567"
"Not paid","1996","Rural Area","East Germany","159","0.161194913791768","0.138335710307342","0.184054117276194"
"Acclaimed","1997","Urban Area","West Germany","1033","0.427558020380035","0.408075355784139","0.447040684975932"
"Acclaimed","1997","Urban Area","East Germany","216","0.40235418973655","0.359920029489017","0.444788349984084"
"Acclaimed","1997","Rural Area","West Germany","327","0.467181983176301","0.430379405812538","0.503984560540065"
"Acclaimed","1997","Rural Area","East Germany","393","0.433432589107307","0.401164699066607","0.465700479148006"
"Partly, partly","1997","Urban Area","West Germany","504","0.202724544288596","0.186892301128866","0.218556787448325"
"Partly, partly","1997","Urban Area","East Germany","122","0.225041268166392","0.188903628784333","0.261178907548452"
"Partly, partly","1997","Rural Area","West Germany","148","0.200342494558826","0.170817876513148","0.229867112604504"
"Partly, partly","1997","Rural Area","East Germany","200","0.21570578225616","0.188923080061132","0.242488484451189"
"Paid","1997","Urban Area","West Germany","537","0.173762546323378","0.158840938801314","0.188684153845441"
"Paid","1997","Urban Area","East Germany","54","0.117613257488905","0.0897361933066424","0.145490321671168"
"Paid","1997","Rural Area","West Germany","132","0.176301692172216","0.148191871969529","0.204411512374903"
"Paid","1997","Rural Area","East Germany","154","0.175962352136855","0.151167164541937","0.200757539731773"
"Not paid","1997","Urban Area","West Germany","403","0.195954889007991","0.180323292105106","0.211586485910877"
"Not paid","1997","Urban Area","East Germany","121","0.254991284608152","0.217274665708199","0.292707903508105"
"Not paid","1997","Rural Area","West Germany","99","0.156173830092657","0.129395939288552","0.182951720896761"
"Not paid","1997","Rural Area","East Germany","159","0.174899276499678","0.15016316199445","0.199635391004906"
"Acclaimed","1998","Urban Area","West Germany","1136","0.432949334261788","0.414211277194666","0.451687391328911"
"Acclaimed","1998","Urban Area","East Germany","247","0.446229229945526","0.403948268708142","0.488510191182911"
"Acclaimed","1998","Rural Area","West Germany","397","0.48146689332243","0.447309584840248","0.515624201804612"
"Acclaimed","1998","Rural Area","East Germany","440","0.433739905388436","0.402884309886137","0.464595500890735"
"Partly, partly","1998","Urban Area","West Germany","572","0.205402880016205","0.190124692201516","0.220681067830894"
"Partly, partly","1998","Urban Area","East Germany","115","0.215580751467651","0.180603962054087","0.250557540881215"
"Partly, partly","1998","Rural Area","West Germany","161","0.189526865963716","0.162734141093157","0.216319590834275"
"Partly, partly","1998","Rural Area","East Germany","235","0.253093093727324","0.226023318563827","0.280162868890822"
"Paid","1998","Urban Area","West Germany","520","0.173286473537725","0.158972673678497","0.187600273396952"
"Paid","1998","Urban Area","East Germany","56","0.124859032235542","0.0967432727104707","0.152974791760613"
"Paid","1998","Rural Area","West Germany","145","0.172469453861788","0.146643266753886","0.19829564096969"
"Paid","1998","Rural Area","East Germany","154","0.153833400286114","0.131370567566549","0.176296233005678"
"Not paid","1998","Urban Area","West Germany","458","0.188361312184282","0.173574576477973","0.203148047890591"
"Not paid","1998","Urban Area","East Germany","113","0.213330986351281","0.178487321871806","0.248174650830756"
"Not paid","1998","Rural Area","West Germany","119","0.156536786852066","0.13169667982264","0.181376893881491"
"Not paid","1998","Rural Area","East Germany","162","0.159333600598126","0.136547144099414","0.182120057096838"
"Acclaimed","1999","Urban Area","West Germany","1125","0.449701998533467","0.430631735818313","0.468772261248621"
"Acclaimed","1999","Urban Area","East Germany","271","0.466378288175766","0.425279805979295","0.507476770372237"
"Acclaimed","1999","Rural Area","West Germany","386","0.473994058216255","0.440207116363339","0.507781000069171"
"Acclaimed","1999","Rural Area","East Germany","425","0.435637643404503","0.404057447434848","0.467217839374157"
"Partly, partly","1999","Urban Area","West Germany","554","0.201909066666633","0.186520456479966","0.2172976768533"
"Partly, partly","1999","Urban Area","East Germany","109","0.201141914806762","0.168118195592764","0.234165634020761"
"Partly, partly","1999","Rural Area","West Germany","176","0.208028957374309","0.180563700951862","0.235494213796756"
"Partly, partly","1999","Rural Area","East Germany","231","0.279706954756119","0.251119246277629","0.308294663234609"
"Paid","1999","Urban Area","West Germany","489","0.158589767151898","0.14458626137687","0.172593272926927"
"Paid","1999","Urban Area","East Germany","62","0.106494243751471","0.0810814963480017","0.13190699115494"
"Paid","1999","Rural Area","West Germany","154","0.165198846852949","0.14007060308455","0.190327090621347"
"Paid","1999","Rural Area","East Germany","143","0.144401462195789","0.12201456454161","0.166788359849967"
"Not paid","1999","Urban Area","West Germany","446","0.189799167648002","0.174766405234709","0.204831930061295"
"Not paid","1999","Urban Area","East Germany","124","0.225985553266001","0.191530355494936","0.260440751037066"
"Not paid","1999","Rural Area","West Germany","123","0.152778137556487","0.128433893492293","0.177122381620682"
"Not paid","1999","Rural Area","East Germany","148","0.140253939643589","0.118137473580603","0.162370405706576"
"Acclaimed","2000","Urban Area","West Germany","2113","0.460546678618609","0.446257163246539","0.474836193990678"
"Acclaimed","2000","Urban Area","East Germany","354","0.490163768353785","0.453825281731832","0.526502254975738"
"Acclaimed","2000","Rural Area","West Germany","764","0.508526829072487","0.483353038352071","0.533700619792902"
"Acclaimed","2000","Rural Area","East Germany","670","0.479588781327094","0.453153808510683","0.506023754143504"
"Partly, partly","2000","Urban Area","West Germany","968","0.202767608316443","0.191241160346673","0.214294056286214"
"Partly, partly","2000","Urban Area","East Germany","143","0.217461889047737","0.18747542810351","0.247448349991963"
"Partly, partly","2000","Rural Area","West Germany","300","0.197645917873871","0.177593408300967","0.217698427446775"
"Partly, partly","2000","Rural Area","East Germany","291","0.227123259589673","0.204953705382015","0.249292813797332"
"Paid","2000","Urban Area","West Germany","815","0.169465279743123","0.158709968078422","0.180220591407824"
"Paid","2000","Urban Area","East Germany","75","0.112057613405667","0.0891281461806359","0.134987080630698"
"Paid","2000","Rural Area","West Germany","217","0.140561375663234","0.123059596168998","0.15806315515747"
"Paid","2000","Rural Area","East Germany","201","0.141755522291723","0.123299141693529","0.160211902889917"
"Not paid","2000","Urban Area","West Germany","778","0.167220433321825","0.156522166148145","0.177918700495504"
"Not paid","2000","Urban Area","East Germany","155","0.180316729192811","0.152370582663443","0.208262875722178"
"Not paid","2000","Rural Area","West Germany","234","0.153265877390409","0.135125845619444","0.171405909161373"
"Not paid","2000","Rural Area","East Germany","210","0.15153243679151","0.132559198513369","0.170505675069651"
"Acclaimed","2001","Urban Area","West Germany","1888","0.441047106643199","0.426315985092032","0.455778228194366"
"Acclaimed","2001","Urban Area","East Germany","345","0.477794772267056","0.441001131265384","0.514588413268727"
"Acclaimed","2001","Rural Area","West Germany","669","0.489546615022781","0.463304926628256","0.515788303417306"
"Acclaimed","2001","Rural Area","East Germany","624","0.482583971877536","0.455251937088216","0.509916006666855"
"Partly, partly","2001","Urban Area","West Germany","966","0.217423358544569","0.205185025699872","0.229661691389266"
"Partly, partly","2001","Urban Area","East Germany","171","0.2627463488049","0.230326702455176","0.295165995154624"
"Partly, partly","2001","Rural Area","West Germany","298","0.215032494569455","0.193465253623448","0.236599735515462"
"Partly, partly","2001","Rural Area","East Germany","273","0.213164311716183","0.190763443444048","0.235565179988318"
"Paid","2001","Urban Area","West Germany","760","0.173219976674709","0.161992046703235","0.184447906646183"
"Paid","2001","Urban Area","East Germany","66","0.107436540028416","0.0846264488787063","0.130246631178125"
"Paid","2001","Rural Area","West Germany","215","0.142208727600046","0.123874161309748","0.160543293890345"
"Paid","2001","Rural Area","East Germany","196","0.158880390216259","0.13888501274394","0.178875767688577"
"Not paid","2001","Urban Area","West Germany","750","0.168309558137523","0.157209098418994","0.179410017856052"
"Not paid","2001","Urban Area","East Germany","126","0.152022338899629","0.125575280580799","0.178469397218458"
"Not paid","2001","Rural Area","West Germany","212","0.153212162807717","0.134303943471334","0.1721203821441"
"Not paid","2001","Rural Area","East Germany","191","0.145371326190023","0.126091918585116","0.164650733794929"
"Acclaimed","2002","Urban Area","West Germany","2005","0.466382952096012","0.452002507083497","0.480763397108527"
"Acclaimed","2002","Urban Area","East Germany","326","0.48878988374491","0.45165309942582","0.525926668064"
"Acclaimed","2002","Rural Area","West Germany","658","0.492283737106242","0.466001703113907","0.518565771098577"
"Acclaimed","2002","Rural Area","East Germany","644","0.51969754253279","0.492252328300721","0.547142756764859"
"Partly, partly","2002","Urban Area","West Germany","942","0.197985713031664","0.186499043605931","0.209472382457397"
"Partly, partly","2002","Urban Area","East Germany","135","0.211340005368745","0.181009528815486","0.241670481922005"
"Partly, partly","2002","Rural Area","West Germany","297","0.228085880795313","0.206027461675487","0.250144299915139"
"Partly, partly","2002","Rural Area","East Germany","288","0.225596234260038","0.202635618001612","0.248556850518463"
"Paid","2002","Urban Area","West Germany","599","0.14176720866982","0.131712335647153","0.151822081692486"
"Paid","2002","Urban Area","East Germany","64","0.103245480212326","0.0806398935356034","0.125851066889049"
"Paid","2002","Rural Area","West Germany","190","0.136584641769891","0.118531553333744","0.154637730206038"
"Paid","2002","Rural Area","East Germany","139","0.115171732733701","0.0976354986611073","0.132707966806296"
"Not paid","2002","Urban Area","West Germany","1077","0.193864126202504","0.182468479029096","0.205259773375913"
"Not paid","2002","Urban Area","East Germany","171","0.196624630674018","0.16709746999036","0.226151791357677"
"Not paid","2002","Rural Area","West Germany","245","0.143045740328554","0.12463984378072","0.161451636876388"
"Not paid","2002","Rural Area","East Germany","202","0.139534490473471","0.120499993327361","0.158568987619582"
"Acclaimed","2003","Urban Area","West Germany","1969","0.474963193664657","0.460147207188936","0.489779180140377"
"Acclaimed","2003","Urban Area","East Germany","344","0.529663080373264","0.491926039631239","0.567400121115289"
"Acclaimed","2003","Rural Area","West Germany","686","0.556253273723464","0.529819325304899","0.582687222142029"
"Acclaimed","2003","Rural Area","East Germany","629","0.563044230114216","0.534719522128292","0.591368938100139"
"Partly, partly","2003","Urban Area","West Germany","847","0.193295494012679","0.181579643370121","0.205011344655237"
"Partly, partly","2003","Urban Area","East Germany","133","0.21120643768568","0.18034623962545","0.24206663574591"
"Partly, partly","2003","Rural Area","West Germany","286","0.198888994676709","0.177651176790041","0.220126812563377"
"Partly, partly","2003","Rural Area","East Germany","226","0.191367829917685","0.168903916356216","0.213831743479154"
"Paid","2003","Urban Area","West Germany","560","0.141168921313518","0.130838235724123","0.151499606902913"
"Paid","2003","Urban Area","East Germany","57","0.0981987612736287","0.0756993127723035","0.120698209774954"
"Paid","2003","Rural Area","West Germany","151","0.117417833826049","0.100289986895988","0.134545680756111"
"Paid","2003","Rural Area","East Germany","134","0.116767807975293","0.0984288584812525","0.135106757469333"
"Not paid","2003","Urban Area","West Germany","988","0.190572391009146","0.17891974057337","0.202225041444921"
"Not paid","2003","Urban Area","East Germany","138","0.160931720667428","0.133148477923543","0.188714963411313"
"Not paid","2003","Rural Area","West Germany","234","0.127439897773777","0.109697653678788","0.145182141868766"
"Not paid","2003","Rural Area","East Germany","189","0.128820131992807","0.109689856200173","0.14795040778544"
"Acclaimed","2004","Urban Area","West Germany","1928","0.47520172015205","0.460120408549333","0.490283031754768"
"Acclaimed","2004","Urban Area","East Germany","332","0.507707579964561","0.469155285528895","0.546259874400226"
"Acclaimed","2004","Rural Area","West Germany","638","0.532075626549938","0.504740718174717","0.55941053492516"
"Acclaimed","2004","Rural Area","East Germany","595","0.527069438205791","0.498375454921946","0.555763421489635"
"Partly, partly","2004","Urban Area","West Germany","753","0.180365123492999","0.168753567882545","0.191976679103453"
"Partly, partly","2004","Urban Area","East Germany","130","0.212562653566901","0.181013819213863","0.24411148791994"
"Partly, partly","2004","Rural Area","West Germany","251","0.191925410467797","0.170351192091472","0.213499628844122"
"Partly, partly","2004","Rural Area","East Germany","259","0.22909940782799","0.20494650096794","0.25325231468804"
"Paid","2004","Urban Area","West Germany","502","0.134556849172456","0.12425118260934","0.144862515735572"
"Paid","2004","Urban Area","East Germany","54","0.0983997258134554","0.0754310586901679","0.121368392936743"
"Paid","2004","Rural Area","West Germany","131","0.111807288718413","0.0945436727410648","0.129070904695762"
"Paid","2004","Rural Area","East Germany","122","0.101463024728503","0.0841098031269787","0.118816246330026"
