"plb0195_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Partly, partly","2009","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Partly, partly","2009","Rhineland-Palatinate,Saarland","Employed","40","0.149969626719863","0.110288246112771","0.189651007326954"
"Partly, partly","2009","Baden-Württemberg","Not Employed","","","",""
"Partly, partly","2009","Baden-Württemberg","Employed","145","0.241204331769779","0.210191289183322","0.272217374356235"
"Partly, partly","2009","Bavaria","Not Employed","","","",""
"Partly, partly","2009","Bavaria","Employed","174","0.174580824981776","0.150704140329762","0.198457509633791"
"Partly, partly","2009","Berlin","Not Employed","","","",""
"Partly, partly","2009","Berlin","Employed","49","0.173688624907662","0.124187577765293","0.223189672050031"
"Partly, partly","2009","Brandenburg","Not Employed","","","",""
"Partly, partly","2009","Brandenburg","Employed","47","0.191864639086541","0.142150594740504","0.241578683432579"
"Partly, partly","2009","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Partly, partly","2009","Mecklenburg-Western Pomerania","Employed","38","0.252938663684045","0.183833255411166","0.322044071956923"
"Partly, partly","2009","Saxony","Not Employed","","","",""
"Partly, partly","2009","Saxony","Employed","124","0.313389627189026","0.273209565472965","0.353569688905087"
"Partly, partly","2009","Saxony-Anhalt","Not Employed","","","",""
"Partly, partly","2009","Saxony-Anhalt","Employed","62","0.295795066891733","0.242992852323027","0.348597281460439"
"Partly, partly","2009","Thuringia","Not Employed","","","",""
"Partly, partly","2009","Thuringia","Employed","47","0.211797283532381","0.162511089319449","0.261083477745312"
"Paid","2009","Schleswig-Holstein","Not Employed","","","",""
"Paid","2009","Schleswig-Holstein","Employed","13","","",""
"Paid","2009","Hamburg","Not Employed","1","","",""
"Paid","2009","Hamburg","Employed","8","","",""
"Paid","2009","Lower Saxony","Not Employed","","","",""
"Paid","2009","Lower Saxony","Employed","62","0.109350825622884","0.0829801460802353","0.135721505165532"
"Paid","2009","Bremen","Not Employed","","","",""
"Paid","2009","Bremen","Employed","3","","",""
"Paid","2009","North Rhine-Westphalia","Not Employed","2","","",""
"Paid","2009","North Rhine-Westphalia","Employed","135","0.148339460776305","0.127476676477414","0.169202245075197"
"Paid","2009","Hesse","Not Employed","1","","",""
"Paid","2009","Hesse","Employed","38","0.0874052668487309","0.0613972779842528","0.113413255713209"
"Paid","2009","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Paid","2009","Rhineland-Palatinate,Saarland","Employed","38","0.164691740402427","0.123469917427273","0.205913563377581"
"Paid","2009","Baden-Württemberg","Not Employed","1","","",""
"Paid","2009","Baden-Württemberg","Employed","75","0.125515600528139","0.101498847627706","0.149532353428571"
"Paid","2009","Bavaria","Not Employed","","","",""
"Paid","2009","Bavaria","Employed","66","0.0804180914976642","0.0633135842899117","0.0975225987054166"
"Paid","2009","Berlin","Not Employed","","","",""
"Paid","2009","Berlin","Employed","21","","",""
"Paid","2009","Brandenburg","Not Employed","","","",""
"Paid","2009","Brandenburg","Employed","23","","",""
"Paid","2009","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","2009","Mecklenburg-Western Pomerania","Employed","8","","",""
"Paid","2009","Saxony","Not Employed","","","",""
"Paid","2009","Saxony","Employed","44","0.0732856485865743","0.0507123241907812","0.0958589729823673"
"Paid","2009","Saxony-Anhalt","Not Employed","1","","",""
"Paid","2009","Saxony-Anhalt","Employed","23","","",""
"Paid","2009","Thuringia","Not Employed","1","","",""
"Paid","2009","Thuringia","Employed","27","","",""
"Not paid","2009","Schleswig-Holstein","Not Employed","","","",""
"Not paid","2009","Schleswig-Holstein","Employed","29","","",""
"Not paid","2009","Hamburg","Not Employed","","","",""
"Not paid","2009","Hamburg","Employed","21","","",""
"Not paid","2009","Lower Saxony","Not Employed","1","","",""
"Not paid","2009","Lower Saxony","Employed","105","0.176494261098864","0.144279451977538","0.20870907022019"
"Not paid","2009","Bremen","Not Employed","","","",""
"Not paid","2009","Bremen","Employed","7","","",""
"Not paid","2009","North Rhine-Westphalia","Not Employed","3","","",""
"Not paid","2009","North Rhine-Westphalia","Employed","239","0.163927984946696","0.142198018734259","0.185657951159132"
"Not paid","2009","Hesse","Not Employed","1","","",""
"Not paid","2009","Hesse","Employed","127","0.288462601665323","0.246742763621832","0.330182439708815"
"Not paid","2009","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","2009","Rhineland-Palatinate,Saarland","Employed","70","0.223316309816184","0.17703025018046","0.269602369451908"
"Not paid","2009","Baden-Württemberg","Not Employed","1","","",""
"Not paid","2009","Baden-Württemberg","Employed","170","0.197545698313146","0.168683238194582","0.22640815843171"
"Not paid","2009","Bavaria","Not Employed","3","","",""
"Not paid","2009","Bavaria","Employed","210","0.187384015355881","0.162839897536992","0.211928133174769"
"Not paid","2009","Berlin","Not Employed","","","",""
"Not paid","2009","Berlin","Employed","53","0.241260164863702","0.185355752724458","0.297164577002945"
"Not paid","2009","Brandenburg","Not Employed","","","",""
"Not paid","2009","Brandenburg","Employed","41","0.120304414940187","0.0792323480499821","0.161376481830392"
"Not paid","2009","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","2009","Mecklenburg-Western Pomerania","Employed","22","","",""
"Not paid","2009","Saxony","Not Employed","","","",""
"Not paid","2009","Saxony","Employed","83","0.118870974509345","0.09083789712268","0.14690405189601"
"Not paid","2009","Saxony-Anhalt","Not Employed","","","",""
"Not paid","2009","Saxony-Anhalt","Employed","56","0.164683932258686","0.121773965853389","0.207593898663983"
"Not paid","2009","Thuringia","Not Employed","","","",""
"Not paid","2009","Thuringia","Employed","48","0.148518167642873","0.105621494488616","0.191414840797131"
"Acclaimed","2010","Schleswig-Holstein","Not Employed","3","","",""
"Acclaimed","2010","Schleswig-Holstein","Employed","129","0.500259943790416","0.438404037283973","0.562115850296859"
"Acclaimed","2010","Hamburg","Not Employed","","","",""
"Acclaimed","2010","Hamburg","Employed","41","0.349989504369761","0.265353360009477","0.434625648730045"
"Acclaimed","2010","Lower Saxony","Not Employed","8","","",""
"Acclaimed","2010","Lower Saxony","Employed","374","0.534330263816613","0.498243830932292","0.570416696700934"
"Acclaimed","2010","Bremen","Not Employed","2","","",""
"Acclaimed","2010","Bremen","Employed","22","","",""
"Acclaimed","2010","North Rhine-Westphalia","Not Employed","5","","",""
"Acclaimed","2010","North Rhine-Westphalia","Employed","710","0.471550863568906","0.446699620884905","0.496402106252906"
"Acclaimed","2010","Hesse","Not Employed","3","","",""
"Acclaimed","2010","Hesse","Employed","316","0.483321668780241","0.44460603605411","0.522037301506373"
"Acclaimed","2010","Rhineland-Palatinate,Saarland","Not Employed","3","","",""
"Acclaimed","2010","Rhineland-Palatinate,Saarland","Employed","235","0.537212922625623","0.490781705826124","0.583644139425123"
"Acclaimed","2010","Baden-Württemberg","Not Employed","5","","",""
"Acclaimed","2010","Baden-Württemberg","Employed","505","0.524333859102643","0.49446621132094","0.554201506884346"
"Acclaimed","2010","Bavaria","Not Employed","18","","",""
"Acclaimed","2010","Bavaria","Employed","781","0.55466480596757","0.528385521333851","0.580944090601288"
"Acclaimed","2010","Berlin","Not Employed","5","","",""
"Acclaimed","2010","Berlin","Employed","145","0.553752250646257","0.496140530019877","0.611363971272638"
"Acclaimed","2010","Brandenburg","Not Employed","2","","",""
"Acclaimed","2010","Brandenburg","Employed","165","0.675879560778731","0.622378512465722","0.729380609091741"
"Acclaimed","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Acclaimed","2010","Mecklenburg-Western Pomerania","Employed","100","0.574770363832136","0.503530812965578","0.646009914698694"
"Acclaimed","2010","Saxony","Not Employed","4","","",""
"Acclaimed","2010","Saxony","Employed","343","0.563591420792759","0.524834292114499","0.602348549471019"
"Acclaimed","2010","Saxony-Anhalt","Not Employed","3","","",""
"Acclaimed","2010","Saxony-Anhalt","Employed","165","0.523433725837448","0.46862556200684","0.578241889668057"
"Acclaimed","2010","Thuringia","Not Employed","4","","",""
"Acclaimed","2010","Thuringia","Employed","173","0.526095720378109","0.473709981075735","0.578481459680484"
"Partly, partly","2010","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","2010","Schleswig-Holstein","Employed","41","0.158508626156791","0.113326931589154","0.203690320724428"
"Partly, partly","2010","Hamburg","Not Employed","","","",""
"Partly, partly","2010","Hamburg","Employed","20","","",""
"Partly, partly","2010","Lower Saxony","Not Employed","","","",""
"Partly, partly","2010","Lower Saxony","Employed","165","0.210037053934573","0.180569005127736","0.23950510274141"
"Partly, partly","2010","Bremen","Not Employed","","","",""
"Partly, partly","2010","Bremen","Employed","14","","",""
"Partly, partly","2010","North Rhine-Westphalia","Not Employed","3","","",""
"Partly, partly","2010","North Rhine-Westphalia","Employed","312","0.215204349453032","0.194745271460793","0.23566342744527"
"Partly, partly","2010","Hesse","Not Employed","1","","",""
"Partly, partly","2010","Hesse","Employed","113","0.172498668916621","0.143227819287765","0.201769518545476"
"Partly, partly","2010","Rhineland-Palatinate,Saarland","Not Employed","4","","",""
"Partly, partly","2010","Rhineland-Palatinate,Saarland","Employed","77","0.150503457053769","0.117206827548647","0.18380008655889"
"Partly, partly","2010","Baden-Württemberg","Not Employed","1","","",""
"Partly, partly","2010","Baden-Württemberg","Employed","195","0.16670379885749","0.144413371259144","0.188994226455835"
"Partly, partly","2010","Bavaria","Not Employed","2","","",""
"Partly, partly","2010","Bavaria","Employed","215","0.164658373081448","0.145048323281389","0.184268422881507"
"Partly, partly","2010","Berlin","Not Employed","","","",""
"Partly, partly","2010","Berlin","Employed","52","0.156600074842615","0.114481095726831","0.198719053958399"
"Partly, partly","2010","Brandenburg","Not Employed","4","","",""
"Partly, partly","2010","Brandenburg","Employed","51","0.107343864625085","0.0719600104626817","0.142727718787489"
"Partly, partly","2010","Mecklenburg-Western Pomerania","Not Employed","2","","",""
"Partly, partly","2010","Mecklenburg-Western Pomerania","Employed","41","0.264808816541609","0.201227635303962","0.328389997779255"
"Partly, partly","2010","Saxony","Not Employed","4","","",""
"Partly, partly","2010","Saxony","Employed","130","0.220851332397563","0.18843357660647","0.253269088188656"
"Partly, partly","2010","Saxony-Anhalt","Not Employed","1","","",""
"Partly, partly","2010","Saxony-Anhalt","Employed","62","0.204622503994431","0.160351833813076","0.248893174175785"
"Partly, partly","2010","Thuringia","Not Employed","3","","",""
"Partly, partly","2010","Thuringia","Employed","66","0.178677568103197","0.138486713943248","0.218868422263146"
"Paid","2010","Schleswig-Holstein","Not Employed","2","","",""
"Paid","2010","Schleswig-Holstein","Employed","34","0.108512097585217","0.0700344921694625","0.146989703000972"
"Paid","2010","Hamburg","Not Employed","","","",""
"Paid","2010","Hamburg","Employed","18","","",""
"Paid","2010","Lower Saxony","Not Employed","2","","",""
"Paid","2010","Lower Saxony","Employed","91","0.127025609109587","0.102935073495273","0.1511161447239"
"Paid","2010","Bremen","Not Employed","","","",""
"Paid","2010","Bremen","Employed","10","","",""
"Paid","2010","North Rhine-Westphalia","Not Employed","4","","",""
"Paid","2010","North Rhine-Westphalia","Employed","241","0.14596653601737","0.128389471901704","0.163543600133036"
"Paid","2010","Hesse","Not Employed","2","","",""
"Paid","2010","Hesse","Employed","64","0.0990943117743686","0.0759458503107104","0.122242773238027"
"Paid","2010","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Paid","2010","Rhineland-Palatinate,Saarland","Employed","56","0.137036878509452","0.105013947848094","0.16905980917081"
"Paid","2010","Baden-Württemberg","Not Employed","4","","",""
"Paid","2010","Baden-Württemberg","Employed","113","0.0970115204981458","0.0793104834581183","0.114712557538173"
"Paid","2010","Bavaria","Not Employed","4","","",""
"Paid","2010","Bavaria","Employed","110","0.0810632973790206","0.0666318577735398","0.0954947369845014"
"Paid","2010","Berlin","Not Employed","2","","",""
"Paid","2010","Berlin","Employed","24","","",""
"Paid","2010","Brandenburg","Not Employed","1","","",""
"Paid","2010","Brandenburg","Employed","33","0.0676101871983479","0.0389103617795683","0.0963100126171275"
"Paid","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","2010","Mecklenburg-Western Pomerania","Employed","18","","",""
"Paid","2010","Saxony","Not Employed","","","",""
"Paid","2010","Saxony","Employed","47","0.0665751043787058","0.0470937841040571","0.0860564246533545"
"Paid","2010","Saxony-Anhalt","Not Employed","1","","",""
"Paid","2010","Saxony-Anhalt","Employed","31","0.0893527454106147","0.0580500459686207","0.120655444852609"
"Paid","2010","Thuringia","Not Employed","1","","",""
"Paid","2010","Thuringia","Employed","51","0.108685152115829","0.076031177039392","0.141339127192266"
"Not paid","2010","Schleswig-Holstein","Not Employed","1","","",""
"Not paid","2010","Schleswig-Holstein","Employed","47","0.232719332467576","0.180443062819847","0.284995602115305"
"Not paid","2010","Hamburg","Not Employed","1","","",""
"Not paid","2010","Hamburg","Employed","43","0.344232248310497","0.259924210759679","0.428540285861314"
"Not paid","2010","Lower Saxony","Not Employed","2","","",""
"Not paid","2010","Lower Saxony","Employed","104","0.128607073139227","0.104389004621083","0.152825141657371"
"Not paid","2010","Bremen","Not Employed","","","",""
"Not paid","2010","Bremen","Employed","12","","",""
"Not paid","2010","North Rhine-Westphalia","Not Employed","3","","",""
"Not paid","2010","North Rhine-Westphalia","Employed","287","0.167278250960692","0.148697984615428","0.185858517305957"
"Not paid","2010","Hesse","Not Employed","6","","",""
"Not paid","2010","Hesse","Employed","147","0.245085350528769","0.211760692068634","0.278410008988905"
"Not paid","2010","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Not paid","2010","Rhineland-Palatinate,Saarland","Employed","75","0.175246741811156","0.139844299480014","0.210649184142297"
"Not paid","2010","Baden-Württemberg","Not Employed","2","","",""
"Not paid","2010","Baden-Württemberg","Employed","261","0.211950821541722","0.187508628893994","0.23639301418945"
"Not paid","2010","Bavaria","Not Employed","1","","",""
"Not paid","2010","Bavaria","Employed","268","0.199613523571962","0.178478653801661","0.220748393342262"
"Not paid","2010","Berlin","Not Employed","3","","",""
"Not paid","2010","Berlin","Employed","65","0.228580282236769","0.179913814654239","0.2772467498193"
"Not paid","2010","Brandenburg","Not Employed","1","","",""
"Not paid","2010","Brandenburg","Employed","45","0.149166387397836","0.108444093772994","0.189888681022677"
"Not paid","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","2010","Mecklenburg-Western Pomerania","Employed","26","","",""
"Not paid","2010","Saxony","Not Employed","","","",""
"Not paid","2010","Saxony","Employed","109","0.148982142430972","0.121155602183728","0.176808682678216"
"Not paid","2010","Saxony-Anhalt","Not Employed","1","","",""
"Not paid","2010","Saxony-Anhalt","Employed","61","0.182591024757506","0.140196266468543","0.224985783046469"
"Not paid","2010","Thuringia","Not Employed","","","",""
"Not paid","2010","Thuringia","Employed","59","0.186541559402865","0.145672855586628","0.227410263219102"
"Acclaimed","2011","Schleswig-Holstein","Not Employed","6","","",""
"Acclaimed","2011","Schleswig-Holstein","Employed","176","0.523857940930738","0.471978160342996","0.57573772151848"
"Acclaimed","2011","Hamburg","Not Employed","","","",""
"Acclaimed","2011","Hamburg","Employed","54","0.443105872744312","0.354227204190593","0.531984541298031"
"Acclaimed","2011","Lower Saxony","Not Employed","7","","",""
"Acclaimed","2011","Lower Saxony","Employed","469","0.497053590898961","0.465326053305654","0.528781128492268"
"Acclaimed","2011","Bremen","Not Employed","","","",""
"Acclaimed","2011","Bremen","Employed","25","","",""
"Acclaimed","2011","North Rhine-Westphalia","Not Employed","9","","",""
"Acclaimed","2011","North Rhine-Westphalia","Employed","836","0.460282326945273","0.437483777170916","0.48308087671963"
"Acclaimed","2011","Hesse","Not Employed","5","","",""
"Acclaimed","2011","Hesse","Employed","353","0.486528023293756","0.450780955349117","0.522275091238395"
"Acclaimed","2011","Rhineland-Palatinate,Saarland","Not Employed","5","","",""
"Acclaimed","2011","Rhineland-Palatinate,Saarland","Employed","256","0.468707529665923","0.425650800436869","0.511764258894978"
"Acclaimed","2011","Baden-Württemberg","Not Employed","9","","",""
"Acclaimed","2011","Baden-Württemberg","Employed","590","0.450448235915466","0.423577352051771","0.477319119779162"
"Acclaimed","2011","Bavaria","Not Employed","14","","",""
"Acclaimed","2011","Bavaria","Employed","912","0.535715490419509","0.51198021004194","0.559450770797078"
"Acclaimed","2011","Berlin","Not Employed","9","","",""
"Acclaimed","2011","Berlin","Employed","177","0.528853563804806","0.475559502957154","0.582147624652457"
"Acclaimed","2011","Brandenburg","Not Employed","","","",""
"Acclaimed","2011","Brandenburg","Employed","210","0.645553966619045","0.597268242003583","0.693839691234507"
"Acclaimed","2011","Mecklenburg-Western Pomerania","Not Employed","2","","",""
"Acclaimed","2011","Mecklenburg-Western Pomerania","Employed","113","0.584374970771493","0.518345494255138","0.650404447287849"
"Acclaimed","2011","Saxony","Not Employed","4","","",""
"Acclaimed","2011","Saxony","Employed","371","0.536868721458947","0.500060940133031","0.573676502784863"
"Acclaimed","2011","Saxony-Anhalt","Not Employed","5","","",""
"Acclaimed","2011","Saxony-Anhalt","Employed","196","0.483077332163932","0.433031280240543","0.533123384087321"
"Acclaimed","2011","Thuringia","Not Employed","4","","",""
"Acclaimed","2011","Thuringia","Employed","201","0.466258132675425","0.41724805392472","0.515268211426129"
"Partly, partly","2011","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","2011","Schleswig-Holstein","Employed","71","0.161535519572649","0.123305946927371","0.199765092217926"
"Partly, partly","2011","Hamburg","Not Employed","","","",""
"Partly, partly","2011","Hamburg","Employed","22","","",""
"Partly, partly","2011","Lower Saxony","Not Employed","1","","",""
"Partly, partly","2011","Lower Saxony","Employed","200","0.197661351317095","0.1723908626552","0.222931839978991"
"Partly, partly","2011","Bremen","Not Employed","","","",""
"Partly, partly","2011","Bremen","Employed","16","","",""
"Partly, partly","2011","North Rhine-Westphalia","Not Employed","3","","",""
"Partly, partly","2011","North Rhine-Westphalia","Employed","347","0.195116993737438","0.176990004386174","0.213243983088703"
"Partly, partly","2011","Hesse","Not Employed","1","","",""
"Partly, partly","2011","Hesse","Employed","153","0.18773260983583","0.15980411758924","0.215661102082419"
"Partly, partly","2011","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Partly, partly","2011","Rhineland-Palatinate,Saarland","Employed","94","0.203629897756727","0.168884164169508","0.238375631343946"
"Partly, partly","2011","Baden-Württemberg","Not Employed","1","","",""
"Partly, partly","2011","Baden-Württemberg","Employed","273","0.212418239019213","0.190328075501598","0.234508402536828"
"Partly, partly","2011","Bavaria","Not Employed","4","","",""
"Partly, partly","2011","Bavaria","Employed","295","0.192048129715144","0.173301079036523","0.210795180393765"
"Partly, partly","2011","Berlin","Not Employed","1","","",""
"Partly, partly","2011","Berlin","Employed","53","0.144206109981455","0.106699348883961","0.181712871078949"
"Partly, partly","2011","Brandenburg","Not Employed","2","","",""
"Partly, partly","2011","Brandenburg","Employed","70","0.173841417297953","0.135586633447627","0.212096201148278"
"Partly, partly","2011","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Partly, partly","2011","Mecklenburg-Western Pomerania","Employed","34","0.142947027338263","0.096051372853028","0.189842681823499"
"Partly, partly","2011","Saxony","Not Employed","3","","",""
"Partly, partly","2011","Saxony","Employed","152","0.215857117322063","0.185487849507661","0.246226385136465"
"Partly, partly","2011","Saxony-Anhalt","Not Employed","2","","",""
"Partly, partly","2011","Saxony-Anhalt","Employed","76","0.245130538060113","0.202049779518248","0.288211296601979"
"Partly, partly","2011","Thuringia","Not Employed","","","",""
"Partly, partly","2011","Thuringia","Employed","58","0.146615268876806","0.111864166198407","0.181366371555204"
"Paid","2011","Schleswig-Holstein","Not Employed","2","","",""
"Paid","2011","Schleswig-Holstein","Employed","51","0.131883258829855","0.096734742887198","0.167031774772512"
"Paid","2011","Hamburg","Not Employed","","","",""
"Paid","2011","Hamburg","Employed","14","","",""
"Paid","2011","Lower Saxony","Not Employed","4","","",""
"Paid","2011","Lower Saxony","Employed","134","0.139720343191155","0.117720299054165","0.161720387328145"
"Paid","2011","Bremen","Not Employed","","","",""
"Paid","2011","Bremen","Employed","6","","",""
"Paid","2011","North Rhine-Westphalia","Not Employed","5","","",""
"Paid","2011","North Rhine-Westphalia","Employed","296","0.152628069563939","0.136178066048472","0.169078073079405"
"Paid","2011","Hesse","Not Employed","","","",""
"Paid","2011","Hesse","Employed","87","0.0998569181835741","0.0784145387988058","0.121299297568342"
"Paid","2011","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Paid","2011","Rhineland-Palatinate,Saarland","Employed","81","0.159111289002988","0.127550852709743","0.190671725296234"
"Paid","2011","Baden-Württemberg","Not Employed","6","","",""
"Paid","2011","Baden-Württemberg","Employed","145","0.122410378120902","0.104708878397004","0.1401118778448"
"Paid","2011","Bavaria","Not Employed","2","","",""
"Paid","2011","Bavaria","Employed","143","0.0798350374284113","0.0669357779231632","0.0927342969336594"
"Paid","2011","Berlin","Not Employed","","","",""
"Paid","2011","Berlin","Employed","28","","",""
"Paid","2011","Brandenburg","Not Employed","1","","",""
"Paid","2011","Brandenburg","Employed","37","0.0662007793695701","0.0411029755272862","0.0912985832118539"
"Paid","2011","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","2011","Mecklenburg-Western Pomerania","Employed","30","0.15369057088948","0.10537029491503","0.202010846863929"
"Paid","2011","Saxony","Not Employed","2","","",""
"Paid","2011","Saxony","Employed","59","0.0875767497997075","0.0667104176646748","0.10844308193474"
"Paid","2011","Saxony-Anhalt","Not Employed","1","","",""
"Paid","2011","Saxony-Anhalt","Employed","49","0.107317757040154","0.0763198090214242","0.138315705058884"
"Paid","2011","Thuringia","Not Employed","","","",""
"Paid","2011","Thuringia","Employed","59","0.140314774939406","0.106193284865935","0.174436265012876"
"Not paid","2011","Schleswig-Holstein","Not Employed","","","",""
"Not paid","2011","Schleswig-Holstein","Employed","58","0.182723280666758","0.142580763844459","0.222865797489058"
"Not paid","2011","Hamburg","Not Employed","","","",""
"Not paid","2011","Hamburg","Employed","30","0.21139674866005","0.138344110990809","0.28444938632929"
"Not paid","2011","Lower Saxony","Not Employed","1","","",""
"Not paid","2011","Lower Saxony","Employed","151","0.165564714592788","0.141978723706857","0.18915070547872"
"Not paid","2011","Bremen","Not Employed","","","",""
"Not paid","2011","Bremen","Employed","11","","",""
"Not paid","2011","North Rhine-Westphalia","Not Employed","2","","",""
"Not paid","2011","North Rhine-Westphalia","Employed","357","0.19197260975335","0.173957188222814","0.209988031283885"
"Not paid","2011","Hesse","Not Employed","","","",""
"Not paid","2011","Hesse","Employed","158","0.22588244868684","0.195975450585406","0.255789446788274"
"Not paid","2011","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","2011","Rhineland-Palatinate,Saarland","Employed","85","0.168551283574361","0.136250950114918","0.200851617033804"
"Not paid","2011","Baden-Württemberg","Not Employed","3","","",""
"Not paid","2011","Baden-Württemberg","Employed","309","0.214723146944418","0.192545981650484","0.236900312238353"
"Not paid","2011","Bavaria","Not Employed","3","","",""
"Not paid","2011","Bavaria","Employed","346","0.192401342436936","0.17364116204101","0.211161522832862"
"Not paid","2011","Berlin","Not Employed","2","","",""
"Not paid","2011","Berlin","Employed","79","0.238154622880088","0.192677176870082","0.283632068890093"
"Not paid","2011","Brandenburg","Not Employed","1","","",""
"Not paid","2011","Brandenburg","Employed","60","0.114403836713432","0.0822734780263231","0.146534195400541"
"Not paid","2011","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","2011","Mecklenburg-Western Pomerania","Employed","37","0.118987431000764","0.0756081049444913","0.162366757057036"
"Not paid","2011","Saxony","Not Employed","1","","",""
"Not paid","2011","Saxony","Employed","123","0.159697411419283","0.132656562511424","0.186738260327142"
"Not paid","2011","Saxony-Anhalt","Not Employed","","","",""
"Not paid","2011","Saxony-Anhalt","Employed","62","0.164474372735801","0.127348411148485","0.201600334323117"
"Not paid","2011","Thuringia","Not Employed","2","","",""
"Not paid","2011","Thuringia","Employed","80","0.246811823508364","0.204453254277586","0.289170392739142"
"Acclaimed","2012","Schleswig-Holstein","Not Employed","4","","",""
"Acclaimed","2012","Schleswig-Holstein","Employed","208","0.537987050635489","0.487926158093232","0.588047943177745"
"Acclaimed","2012","Hamburg","Not Employed","","","",""
"Acclaimed","2012","Hamburg","Employed","64","0.522251442916776","0.436054323578823","0.60844856225473"
"Acclaimed","2012","Lower Saxony","Not Employed","7","","",""
"Acclaimed","2012","Lower Saxony","Employed","464","0.522641307652221","0.490312647438539","0.554969967865903"
"Acclaimed","2012","Bremen","Not Employed","","","",""
"Acclaimed","2012","Bremen","Employed","26","","",""
"Acclaimed","2012","North Rhine-Westphalia","Not Employed","14","","",""
"Acclaimed","2012","North Rhine-Westphalia","Employed","902","0.481893936503918","0.459402665793215","0.504385207214622"
"Acclaimed","2012","Hesse","Not Employed","9","","",""
"Acclaimed","2012","Hesse","Employed","381","0.461615344692917","0.426288583006533","0.496942106379302"
"Acclaimed","2012","Rhineland-Palatinate,Saarland","Not Employed","3","","",""
"Acclaimed","2012","Rhineland-Palatinate,Saarland","Employed","284","0.539265571115142","0.496988572975276","0.581542569255009"
"Acclaimed","2012","Baden-Württemberg","Not Employed","16","","",""
"Acclaimed","2012","Baden-Württemberg","Employed","629","0.469279657573473","0.442559167238941","0.496000147908006"
"Acclaimed","2012","Bavaria","Not Employed","17","","",""
"Acclaimed","2012","Bavaria","Employed","941","0.517653926280908","0.494215680645985","0.54109217191583"
"Acclaimed","2012","Berlin","Not Employed","6","","",""
"Acclaimed","2012","Berlin","Employed","194","0.564194648747979","0.513394111064218","0.61499518643174"
"Acclaimed","2012","Brandenburg","Not Employed","2","","",""
"Acclaimed","2012","Brandenburg","Employed","190","0.599640032007373","0.548527032168402","0.650753031846343"
"Acclaimed","2012","Mecklenburg-Western Pomerania","Not Employed","4","","",""
"Acclaimed","2012","Mecklenburg-Western Pomerania","Employed","138","0.660674962876607","0.597532271009632","0.723817654743583"
"Acclaimed","2012","Saxony","Not Employed","18","","",""
"Acclaimed","2012","Saxony","Employed","368","0.520421923234231","0.483596661976393","0.557247184492069"
"Acclaimed","2012","Saxony-Anhalt","Not Employed","3","","",""
"Acclaimed","2012","Saxony-Anhalt","Employed","203","0.554737164197216","0.504164830932195","0.605309497462238"
"Acclaimed","2012","Thuringia","Not Employed","5","","",""
"Acclaimed","2012","Thuringia","Employed","201","0.489888401034698","0.43995410817282","0.539822693896576"
"Partly, partly","2012","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","2012","Schleswig-Holstein","Employed","76","0.244711483834092","0.201542759102586","0.287880208565598"
"Partly, partly","2012","Hamburg","Not Employed","","","",""
"Partly, partly","2012","Hamburg","Employed","20","","",""
"Partly, partly","2012","Lower Saxony","Not Employed","3","","",""
"Partly, partly","2012","Lower Saxony","Employed","199","0.208657240917666","0.1823568338852","0.234957647950131"
"Partly, partly","2012","Bremen","Not Employed","","","",""
"Partly, partly","2012","Bremen","Employed","14","","",""
"Partly, partly","2012","North Rhine-Westphalia","Not Employed","4","","",""
"Partly, partly","2012","North Rhine-Westphalia","Employed","348","0.197514322978302","0.179593957336801","0.215434688619803"
"Partly, partly","2012","Hesse","Not Employed","3","","",""
"Partly, partly","2012","Hesse","Employed","149","0.218995774962213","0.189689411386137","0.248302138538289"
"Partly, partly","2012","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Partly, partly","2012","Rhineland-Palatinate,Saarland","Employed","104","0.212030759269814","0.177362540449807","0.246698978089821"
"Partly, partly","2012","Baden-Württemberg","Not Employed","4","","",""
"Partly, partly","2012","Baden-Württemberg","Employed","305","0.235222204028802","0.212512970071848","0.257931437985757"
"Partly, partly","2012","Bavaria","Not Employed","8","","",""
"Partly, partly","2012","Bavaria","Employed","309","0.193550655559503","0.175019101483315","0.212082209635691"
