"plb0195_h","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","2001","Male","1741","0.388761191219564","0.37461882153584","0.402903560903289","1"
"Acclaimed","2001","Female","1785","0.560703552602082","0.543470163065372","0.577936942138792","1"
"Not paid","2001","Male","832","0.179132688564735","0.168007710175676","0.190257666953795","4"
"Not paid","2001","Female","447","0.135440965493356","0.123558746494445","0.147323184492266","4"
"Paid","2001","Male","848","0.184909384196471","0.173646290529676","0.196172477863266","3"
"Paid","2001","Female","389","0.125401007246508","0.113901474239275","0.136900540253742","3"
"Partly, partly","2001","Male","1143","0.247196736019229","0.234681547788032","0.259711924250427","2"
"Partly, partly","2001","Female","565","0.178454474658054","0.165158972537276","0.191749976778832","2"
"Acclaimed","2002","Female","1892","0.582880270980406","0.5661555097916","0.599605032169212","1"
"Acclaimed","2002","Male","1741","0.409860074396119","0.395713735590129","0.424006413202109","1"
"Not paid","2002","Male","1106","0.190140130548044","0.178852817175634","0.201427443920453","4"
"Not paid","2002","Female","589","0.158884902023556","0.146485266745356","0.171284537301757","4"
"Paid","2002","Male","676","0.159364473515949","0.148836412934402","0.169892534097496","3"
"Paid","2002","Female","316","0.0987798956444119","0.0886596839144891","0.108900107374335","3"
"Partly, partly","2002","Male","1120","0.240635321539888","0.22833961093327","0.252931032146506","2"
"Partly, partly","2002","Female","542","0.159454931351626","0.147037282883259","0.171872579819993","2"
"Acclaimed","2003","Female","1908","0.602578379127715","0.585874353984799","0.619282404270631","1"
"Acclaimed","2003","Male","1720","0.43649891538258","0.421630325084016","0.451367505681145","1"
"Not paid","2003","Male","986","0.186445711237376","0.174769544168978","0.198121878305774","4"
"Not paid","2003","Female","563","0.143488266420063","0.131521867679131","0.155454665160995","4"
"Paid","2003","Male","601","0.155446135797294","0.144583518627144","0.166308752967444","3"
"Paid","2003","Female","301","0.0958419828409469","0.0857937733417726","0.105890192340121","3"
"Partly, partly","2003","Male","967","0.22160923758275","0.209157682373381","0.234060792792119","2"
"Partly, partly","2003","Female","525","0.158091371611275","0.145638337394486","0.170544405828065","2"
"Acclaimed","2004","Female","1826","0.589544501140136","0.572387816686401","0.606701185593871","1"
"Acclaimed","2004","Male","1667","0.42701904674166","0.411956987877714","0.442081105605605","1"
"Not paid","2004","Male","1039","0.214121411275952","0.20163037696679","0.226612445585113","4"
"Not paid","2004","Female","567","0.159575728451037","0.146803262923999","0.172348193978074","4"
"Paid","2004","Male","533","0.148407186638716","0.13758203261482","0.159232340662612","3"
"Paid","2004","Female","276","0.0896684195302284","0.0797037800562852","0.0996330590041716","3"
"Partly, partly","2004","Female","489","0.161211350878599","0.148386092914754","0.174036608842445","2"
"Partly, partly","2004","Male","904","0.210452355343673","0.198039928814826","0.222864781872519","2"
"Acclaimed","2005","Female","1772","0.604823650446714","0.587241187071097","0.622406113822331","1"
"Acclaimed","2005","Male","1620","0.432949519741282","0.417257523463153","0.448641516019411","1"
"Not paid","2005","Male","873","0.201149531375216","0.188454289965101","0.213844772785331","4"
"Not paid","2005","Female","505","0.14814716003757","0.135371044827893","0.160923275247246","4"
"Paid","2005","Male","439","0.12142548635976","0.111081381122364","0.131769591597156","3"
"Paid","2005","Female","250","0.0958933427660321","0.0853038799686257","0.106482805563439","3"
"Partly, partly","2005","Female","443","0.151135846749684","0.138254160854656","0.164017532644713","2"
"Partly, partly","2005","Male","898","0.244475462523742","0.23086444387291","0.258086481174575","2"
"Acclaimed","2006","Male","1765","0.43536437282101","0.42019174359491","0.45053700204711","1"
"Acclaimed","2006","Female","1972","0.574613031187006","0.558014176451936","0.591211885922077","1"
"Not paid","2006","Male","1004","0.215216775118967","0.202640177146031","0.227793373091903","4"
"Not paid","2006","Female","615","0.173066790478018","0.160365718284076","0.185767862671961","4"
"Paid","2006","Male","467","0.13384212071082","0.123422661043301","0.14426158037834","3"
"Paid","2006","Female","296","0.0979015794151738","0.0879241168205636","0.107879042009784","3"
"Partly, partly","2006","Female","525","0.154418598919802","0.142286782978358","0.166550414861245","2"
"Partly, partly","2006","Male","866","0.215576731349203","0.202992507403626","0.22816095529478","2"
"Acclaimed","2007","Male","1610","0.422495937999485","0.406886912559448","0.438104963439522","1"
"Acclaimed","2007","Female","1844","0.587927885949409","0.570631844070926","0.605223927827892","1"
"Not paid","2007","Male","951","0.216211790920168","0.203203326067701","0.229220255772636","4"
"Not paid","2007","Female","544","0.161804090088756","0.148863156696266","0.174745023481246","4"
"Paid","2007","Female","227","0.0802133856890384","0.0706686248293457","0.0897581465487311","3"
"Paid","2007","Male","410","0.115679692645014","0.105572736995182","0.125786648294846","3"
"Partly, partly","2007","Female","496","0.170054638272796","0.156853326814107","0.183255949731485","2"
"Partly, partly","2007","Male","876","0.245612578435333","0.232010367063654","0.259214789807012","2"
"Acclaimed","2008","Male","1548","0.428183243143364","0.412288817259352","0.444077669027375","1"
"Acclaimed","2008","Female","1780","0.567811793019506","0.550498629679923","0.58512495635909","1"
"Not paid","2008","Male","901","0.203070039504842","0.190147895493121","0.215992183516562","4"
"Not paid","2008","Female","577","0.172153685493864","0.158959858401588","0.18534751258614","4"
"Paid","2008","Female","243","0.0749546141956803","0.0657518462041674","0.0841573821871932","3"
"Paid","2008","Male","450","0.13107319091312","0.120232671102894","0.141913710723345","3"
"Partly, partly","2008","Female","545","0.185079907290949","0.171506936461227","0.198652878120671","2"
"Partly, partly","2008","Male","824","0.237673526438675","0.224000568466666","0.251346484410684","2"
"Acclaimed","2009","Male","1402","0.43075139458545","0.413784366556896","0.447718422614004","1"
"Acclaimed","2009","Female","1579","0.55563966647596","0.537290390586049","0.573988942365871","1"
"Not paid","2009","Male","799","0.210320039203431","0.196356119937773","0.224283958469089","4"
"Not paid","2009","Female","491","0.160164540108223","0.146620913970264","0.173708166246181","4"
"Paid","2009","Female","239","0.0921452757412724","0.0814645839379986","0.102825967544546","3"
"Paid","2009","Male","352","0.114870883302192","0.103945171577308","0.125796595027076","3"
"Partly, partly","2009","Male","719","0.244057682908927","0.229340251713392","0.258775114104462","2"
"Partly, partly","2009","Female","508","0.192050517674545","0.177504151624673","0.206596883724417","2"
"Acclaimed","2010","Male","2004","0.455711950145953","0.441360199337428","0.470063700954477","1"
"Acclaimed","2010","Female","2265","0.591665845376699","0.576074764203668","0.60725692654973","1"
"Not paid","2010","Female","605","0.163914778414356","0.152172173259288","0.175657383569423","4"
"Not paid","2010","Male","1026","0.205161285220971","0.193524514204633","0.216798056237308","4"
"Paid","2010","Female","368","0.090041979850642","0.0809624507396115","0.0991215089616725","3"
"Paid","2010","Male","597","0.121342056649379","0.11193267958703","0.130751433711728","3"
"Partly, partly","2010","Male","999","0.217784707983697","0.205890867247976","0.229678548719418","2"
"Partly, partly","2010","Female","580","0.154377396358304","0.142916719257782","0.165838073458826","2"
"Acclaimed","2011","Male","2260","0.425202897413388","0.412025631832824","0.438380162993952","1"
"Acclaimed","2011","Female","2758","0.580225894917345","0.566186614426533","0.594265175408158","1"
"Not paid","2011","Female","749","0.165683678134088","0.155107135882106","0.17626022038607","4"
"Not paid","2011","Male","1212","0.209211724318183","0.198370133139977","0.220053315496389","4"
"Paid","2011","Female","505","0.0929416828820702","0.0846820385603281","0.101201327203812","3"
"Paid","2011","Male","737","0.142505008322166","0.133187479041043","0.15182253760329","3"
"Partly, partly","2011","Male","1198","0.223080369946263","0.211983803153982","0.234176936738544","2"
"Partly, partly","2011","Female","735","0.161148744066497","0.150689641611361","0.171607846521633","2"
"Acclaimed","2012","Male","2377","0.44599315159615","0.432727936953806","0.459258366238493","1"
"Acclaimed","2012","Female","2924","0.588263182506981","0.574609493964712","0.601916871049249","1"
"Not paid","2012","Female","715","0.145494994154891","0.135712814436801","0.155277173872981","4"
"Not paid","2012","Male","1095","0.185093574504791","0.174729222313407","0.195457926696174","4"
"Paid","2012","Male","692","0.127408500322218","0.118510399734582","0.136306600909855","3"
"Paid","2012","Female","520","0.101321969217583","0.0929503748042659","0.109693563630901","3"
"Partly, partly","2012","Male","1230","0.241504773576841","0.230083043155252","0.252926503998431","2"
"Partly, partly","2012","Female","832","0.164919854120545","0.154624178376396","0.175215529864694","2"
"Acclaimed","2013","Male","2566","0.450267507897717","0.437472345720083","0.463062670075351","1"
"Acclaimed","2013","Female","3038","0.583770094718892","0.570427333196165","0.597112856241618","1"
"Not paid","2013","Female","720","0.14135380923612","0.131923649610013","0.150783968862227","4"
"Not paid","2013","Male","1110","0.189313550188127","0.179238386884506","0.199388713491748","4"
"Paid","2013","Male","780","0.123593221450453","0.115129039760037","0.132057403140868","3"
"Paid","2013","Female","627","0.102452191818889","0.0942439983464494","0.110660385291328","3"
"Partly, partly","2013","Male","1352","0.236825720463703","0.225892173280955","0.247759267646451","2"
"Partly, partly","2013","Female","858","0.1724239042261","0.162198961868702","0.182648846583498","2"
"Acclaimed","2014","Male","2267","0.452962072845206","0.439401107822089","0.466523037868323","1"
"Acclaimed","2014","Female","2826","0.573313545396873","0.559462287034342","0.587164803759403","1"
"Not paid","2014","Male","959","0.172261180948962","0.161974119623588","0.182548242274335","4"
"Not paid","2014","Female","655","0.146660375651756","0.136753058784737","0.156567692518775","4"
"Paid","2014","Male","677","0.128513531515745","0.119396452676828","0.137630610354663","3"
"Paid","2014","Female","521","0.0907639867883548","0.0827188432485494","0.0988091303281603","3"
"Partly, partly","2014","Male","1273","0.246263214690087","0.234526120632032","0.258000308748142","2"
"Partly, partly","2014","Female","896","0.189262092163017","0.178291987808537","0.200232196517496","2"
"Acclaimed","2015","Female","","","","","1"
"Acclaimed","2015","Male","","","","","1"
"Not paid","2015","Male","","","","","4"
"Not paid","2015","Female","","","","","4"
"Paid","2015","Male","","","","","3"
"Paid","2015","Female","","","","","3"
"Partly, partly","2015","Male","","","","","2"
"Partly, partly","2015","Female","","","","","2"
"Acclaimed","2016","Female","","","","","1"
"Acclaimed","2016","Male","","","","","1"
"Not paid","2016","Male","","","","","4"
"Not paid","2016","Female","","","","","4"
"Paid","2016","Female","","","","","3"
"Paid","2016","Male","","","","","3"
"Partly, partly","2016","Male","","","","","2"
"Partly, partly","2016","Female","","","","","2"
"Acclaimed","2017","Female","","","","","1"
"Acclaimed","2017","Male","","","","","1"
"Not paid","2017","Male","","","","","4"
"Not paid","2017","Female","","","","","4"
"Paid","2017","Male","","","","","3"
"Paid","2017","Female","","","","","3"
"Partly, partly","2017","Female","","","","","2"
"Partly, partly","2017","Male","","","","","2"
"Acclaimed","2018","Female","2981","0.604557274328561","0.590941867865121","0.618172680792001","1"
"Acclaimed","2018","Male","2289","0.475860060953751","0.461924906928987","0.489795214978516","1"
"Not paid","2018","Male","753","0.152289193865977","0.142263673536105","0.162314714195848","4"
"Not paid","2018","Female","527","0.108771512621431","0.100101450606818","0.117441574636044","4"
"Paid","2018","Male","650","0.121990751887031","0.112858844093983","0.131122659680079","3"
"Paid","2018","Female","543","0.0954374251973041","0.0872556271678979","0.10361922322671","3"
"Partly, partly","2018","Female","903","0.191233787852704","0.180282532558356","0.202185043147051","2"
"Partly, partly","2018","Male","1242","0.249859993293241","0.237779962413977","0.261940024172506","2"
