"ple0053","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1991","North Rhine-Westphalia","middle vocational","159","0.14419493297164","0.124539245591505","0.163850620351774"
"Yes","1991","North Rhine-Westphalia","vocational + Abi","15","","",""
"Yes","1991","North Rhine-Westphalia","higher vocational","20","","",""
"Yes","1991","North Rhine-Westphalia","higher education","27","","",""
"Yes","1991","Hesse","in school","1","","",""
"Yes","1991","Hesse","inadequately","11","","",""
"Yes","1991","Hesse","general elemantary","35","0.176256178681577","0.129303963101479","0.223208394261675"
"Yes","1991","Hesse","middle vocational","42","0.0978514092044813","0.0701839799772975","0.125518838431665"
"Yes","1991","Hesse","vocational + Abi","6","","",""
"Yes","1991","Hesse","higher vocational","8","","",""
"Yes","1991","Hesse","higher education","8","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","in school","1","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","general elemantary","35","0.183402610494325","0.131185406503843","0.235619814484807"
"Yes","1991","Rhineland-Palatinate,Saarland","middle vocational","46","0.153608755890041","0.114225309133035","0.192992202647047"
"Yes","1991","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","higher education","3","","",""
"Yes","1991","Baden-Württemberg","in school","","","",""
"Yes","1991","Baden-Württemberg","inadequately","19","","",""
"Yes","1991","Baden-Württemberg","general elemantary","54","0.104586266608018","0.0781821011259447","0.130990432090092"
"Yes","1991","Baden-Württemberg","middle vocational","107","0.133090372701216","0.109537985367401","0.156642760035031"
"Yes","1991","Baden-Württemberg","vocational + Abi","12","","",""
"Yes","1991","Baden-Württemberg","higher vocational","14","","",""
"Yes","1991","Baden-Württemberg","higher education","14","","",""
"Yes","1991","Bavaria","in school","1","","",""
"Yes","1991","Bavaria","inadequately","5","","",""
"Yes","1991","Bavaria","general elemantary","58","0.176661940715129","0.138416734777978","0.214907146652279"
"Yes","1991","Bavaria","middle vocational","100","0.140389442079665","0.116495479955392","0.164283404203938"
"Yes","1991","Bavaria","vocational + Abi","7","","",""
"Yes","1991","Bavaria","higher vocational","14","","",""
"Yes","1991","Bavaria","higher education","6","","",""
"Yes","1991","Berlin","in school","","","",""
"Yes","1991","Berlin","inadequately","3","","",""
"Yes","1991","Berlin","general elemantary","12","","",""
"Yes","1991","Berlin","middle vocational","12","","",""
"Yes","1991","Berlin","vocational + Abi","3","","",""
"Yes","1991","Berlin","higher vocational","5","","",""
"Yes","1991","Berlin","higher education","2","","",""
"Yes","1991","Brandenburg","in school","","","",""
"Yes","1991","Brandenburg","inadequately","","","",""
"Yes","1991","Brandenburg","general elemantary","","","",""
"Yes","1991","Brandenburg","middle vocational","","","",""
"Yes","1991","Brandenburg","vocational + Abi","","","",""
"Yes","1991","Brandenburg","higher vocational","","","",""
"Yes","1991","Brandenburg","higher education","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","1991","Saxony","in school","","","",""
"Yes","1991","Saxony","inadequately","","","",""
"Yes","1991","Saxony","general elemantary","","","",""
"Yes","1991","Saxony","middle vocational","","","",""
"Yes","1991","Saxony","vocational + Abi","","","",""
"Yes","1991","Saxony","higher vocational","","","",""
"Yes","1991","Saxony","higher education","","","",""
"Yes","1991","Saxony-Anhalt","in school","","","",""
"Yes","1991","Saxony-Anhalt","inadequately","","","",""
"Yes","1991","Saxony-Anhalt","general elemantary","","","",""
"Yes","1991","Saxony-Anhalt","middle vocational","","","",""
"Yes","1991","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","1991","Saxony-Anhalt","higher vocational","","","",""
"Yes","1991","Saxony-Anhalt","higher education","","","",""
"Yes","1991","Thuringia","in school","","","",""
"Yes","1991","Thuringia","inadequately","","","",""
"Yes","1991","Thuringia","general elemantary","","","",""
"Yes","1991","Thuringia","middle vocational","","","",""
"Yes","1991","Thuringia","vocational + Abi","","","",""
"Yes","1991","Thuringia","higher vocational","","","",""
"Yes","1991","Thuringia","higher education","","","",""
"No","1991","Schleswig-Holstein","in school","3","","",""
"No","1991","Schleswig-Holstein","inadequately","6","","",""
"No","1991","Schleswig-Holstein","general elemantary","57","0.914132401528742","0.844949778175592","0.983315024881891"
"No","1991","Schleswig-Holstein","middle vocational","136","0.847055071624878","0.791283682289219","0.902826460960537"
"No","1991","Schleswig-Holstein","vocational + Abi","6","","",""
"No","1991","Schleswig-Holstein","higher vocational","22","","",""
"No","1991","Schleswig-Holstein","higher education","18","","",""
"No","1991","Hamburg","in school","1","","",""
"No","1991","Hamburg","inadequately","6","","",""
"No","1991","Hamburg","general elemantary","32","0.926570748230286","0.838894395207516","1.01424710125306"
"No","1991","Hamburg","middle vocational","76","0.862016940242563","0.789959713939808","0.934074166545318"
"No","1991","Hamburg","vocational + Abi","5","","",""
"No","1991","Hamburg","higher vocational","10","","",""
"No","1991","Hamburg","higher education","12","","",""
"No","1991","Lower Saxony","in school","11","","",""
"No","1991","Lower Saxony","inadequately","41","0.850746398707687","0.747771435774538","0.953721361640836"
"No","1991","Lower Saxony","general elemantary","206","0.858575478031108","0.814672699392532","0.902478256669685"
"No","1991","Lower Saxony","middle vocational","444","0.893350735274083","0.866159093888313","0.920542376659852"
"No","1991","Lower Saxony","vocational + Abi","21","","",""
"No","1991","Lower Saxony","higher vocational","61","0.921238867158682","0.856253103526925","0.986224630790438"
"No","1991","Lower Saxony","higher education","68","0.826282215407536","0.741104176162688","0.911460254652384"
"No","1991","Bremen","in school","","","",""
"No","1991","Bremen","inadequately","2","","",""
"No","1991","Bremen","general elemantary","20","","",""
"No","1991","Bremen","middle vocational","47","0.876792366033495","0.789128948021966","0.964455784045023"
"No","1991","Bremen","vocational + Abi","4","","",""
"No","1991","Bremen","higher vocational","2","","",""
"No","1991","Bremen","higher education","3","","",""
"No","1991","North Rhine-Westphalia","in school","51","0.954754115137927","0.899318799637863","1.01018943063799"
"No","1991","North Rhine-Westphalia","inadequately","154","0.902407480572331","0.858057495718356","0.946757465426306"
"No","1991","North Rhine-Westphalia","general elemantary","524","0.843378365643234","0.814489306014469","0.872267425271999"
"No","1991","North Rhine-Westphalia","middle vocational","1068","0.85580506702836","0.836149379648226","0.875460754408495"
"No","1991","North Rhine-Westphalia","vocational + Abi","73","0.825390103885053","0.74607227634109","0.904707931429017"
"No","1991","North Rhine-Westphalia","higher vocational","116","0.868209221378153","0.811358844793809","0.925059597962496"
"No","1991","North Rhine-Westphalia","higher education","183","0.86724934314672","0.821358210917332","0.913140475376108"
"No","1991","Hesse","in school","16","","",""
"No","1991","Hesse","inadequately","61","0.795613907152369","0.702469089567578","0.888758724737161"
"No","1991","Hesse","general elemantary","218","0.823743821318423","0.776791605738325","0.870696036898521"
"No","1991","Hesse","middle vocational","401","0.902148590795519","0.874481161568335","0.929816020022702"
"No","1991","Hesse","vocational + Abi","30","0.81930517233667","0.693617538749599","0.944992805923742"
"No","1991","Hesse","higher vocational","34","0.78787976233718","0.664243897537602","0.911515627136758"
"No","1991","Hesse","higher education","76","0.909081354041038","0.847601008083786","0.970561699998291"
"No","1991","Rhineland-Palatinate,Saarland","in school","5","","",""
"No","1991","Rhineland-Palatinate,Saarland","inadequately","31","0.76517949323669","0.624748250038985","0.905610736434396"
"No","1991","Rhineland-Palatinate,Saarland","general elemantary","176","0.816597389505675","0.764380185515193","0.868814593496157"
"No","1991","Rhineland-Palatinate,Saarland","middle vocational","276","0.846391244109959","0.807007797352953","0.885774690866965"
"No","1991","Rhineland-Palatinate,Saarland","vocational + Abi","14","","",""
"No","1991","Rhineland-Palatinate,Saarland","higher vocational","24","","",""
"No","1991","Rhineland-Palatinate,Saarland","higher education","38","0.951628303062076","0.885955508158846","1.01730109796531"
"No","1991","Baden-Württemberg","in school","21","","",""
"No","1991","Baden-Württemberg","inadequately","171","0.84178886325786","0.789897939275903","0.893679787239818"
"No","1991","Baden-Württemberg","general elemantary","462","0.895413733391982","0.869009567909909","0.921817898874055"
"No","1991","Baden-Württemberg","middle vocational","692","0.866909627298784","0.843357239964969","0.890462014632599"
"No","1991","Baden-Württemberg","vocational + Abi","47","0.859917172714686","0.771356104678208","0.948478240751163"
"No","1991","Baden-Württemberg","higher vocational","79","0.885718955417763","0.821058064073123","0.950379846762403"
"No","1991","Baden-Württemberg","higher education","86","0.856171235157571","0.787392959593365","0.924949510721776"
"No","1991","Bavaria","in school","25","","",""
"No","1991","Bavaria","inadequately","60","0.923394958855075","0.85873821382904","0.988051703881111"
"No","1991","Bavaria","general elemantary","324","0.823338059284871","0.785092853347721","0.861583265222022"
"No","1991","Bavaria","middle vocational","712","0.859610557920335","0.835716595796062","0.883504520044608"
"No","1991","Bavaria","vocational + Abi","47","0.827215631350538","0.72638028310216","0.928050979598915"
"No","1991","Bavaria","higher vocational","82","0.870673798611858","0.803548926245345","0.937798670978371"
"No","1991","Bavaria","higher education","136","0.940188051548422","0.901184400903622","0.979191702193221"
"No","1991","Berlin","in school","9","","",""
"No","1991","Berlin","inadequately","22","","",""
"No","1991","Berlin","general elemantary","68","0.775778854388557","0.684386398040146","0.867171310736968"
"No","1991","Berlin","middle vocational","128","0.931119438644316","0.889169134991438","0.973069742297194"
"No","1991","Berlin","vocational + Abi","10","","",""
"No","1991","Berlin","higher vocational","16","","",""
"No","1991","Berlin","higher education","30","0.932182206444193","0.845066726372862","1.01929768651552"
"No","1991","Brandenburg","in school","","","",""
"No","1991","Brandenburg","inadequately","","","",""
"No","1991","Brandenburg","general elemantary","","","",""
"No","1991","Brandenburg","middle vocational","","","",""
"No","1991","Brandenburg","vocational + Abi","","","",""
"No","1991","Brandenburg","higher vocational","","","",""
"No","1991","Brandenburg","higher education","","","",""
"No","1991","Mecklenburg-Western Pomerania","in school","","","",""
"No","1991","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","1991","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","1991","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","1991","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","1991","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","1991","Mecklenburg-Western Pomerania","higher education","","","",""
"No","1991","Saxony","in school","","","",""
"No","1991","Saxony","inadequately","","","",""
"No","1991","Saxony","general elemantary","","","",""
"No","1991","Saxony","middle vocational","","","",""
"No","1991","Saxony","vocational + Abi","","","",""
"No","1991","Saxony","higher vocational","","","",""
"No","1991","Saxony","higher education","","","",""
"No","1991","Saxony-Anhalt","in school","","","",""
"No","1991","Saxony-Anhalt","inadequately","","","",""
"No","1991","Saxony-Anhalt","general elemantary","","","",""
"No","1991","Saxony-Anhalt","middle vocational","","","",""
"No","1991","Saxony-Anhalt","vocational + Abi","","","",""
"No","1991","Saxony-Anhalt","higher vocational","","","",""
"No","1991","Saxony-Anhalt","higher education","","","",""
"No","1991","Thuringia","in school","","","",""
"No","1991","Thuringia","inadequately","","","",""
"No","1991","Thuringia","general elemantary","","","",""
"No","1991","Thuringia","middle vocational","","","",""
"No","1991","Thuringia","vocational + Abi","","","",""
"No","1991","Thuringia","higher vocational","","","",""
"No","1991","Thuringia","higher education","","","",""
"Yes","1992","Schleswig-Holstein","in school","","","",""
"Yes","1992","Schleswig-Holstein","inadequately","","","",""
"Yes","1992","Schleswig-Holstein","general elemantary","8","","",""
"Yes","1992","Schleswig-Holstein","middle vocational","27","","",""
