"ple0053","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","1989","Part Time","no migration background","196","0.152978598583328","0.132926940082544","0.173030257084112","1"
"Yes","1989","Part Time","direct migration background","66","0.184266086468948","0.147143515626117","0.221388657311779","1"
"Yes","1989","Part Time","indirect migration background","6","","","","1"
"Yes","1989","Not Working","no migration background","382","0.162035817453512","0.147620325421271","0.176451309485753","1"
"Yes","1989","Not Working","direct migration background","106","0.108020358137463","0.0865509241019818","0.129489792172944","1"
"Yes","1989","Not Working","indirect migration background","14","","","","1"
"No","1990","Part Time","indirect migration background","","","","","2"
"No","1990","Full Time","no migration background","","","","","2"
"No","1990","Part Time","no migration background","","","","","2"
"No","1990","Part Time","direct migration background","","","","","2"
"No","1990","Not Working","no migration background","","","","","2"
"No","1990","Not Working","direct migration background","","","","","2"
"No","1990","Not Working","indirect migration background","","","","","2"
"No","1990","Full Time","indirect migration background","","","","","2"
"No","1990","Full Time","direct migration background","","","","","2"
"Yes","1990","Full Time","no migration background","","","","","1"
"Yes","1990","Full Time","direct migration background","","","","","1"
"Yes","1990","Full Time","indirect migration background","","","","","1"
"Yes","1990","Part Time","no migration background","","","","","1"
"Yes","1990","Part Time","direct migration background","","","","","1"
"Yes","1990","Part Time","indirect migration background","","","","","1"
"Yes","1990","Not Working","no migration background","","","","","1"
"Yes","1990","Not Working","direct migration background","","","","","1"
"Yes","1990","Not Working","indirect migration background","","","","","1"
"No","1991","Part Time","indirect migration background","71","0.850071465776871","0.773268337151501","0.926874594402241","2"
"No","1991","Full Time","no migration background","2723","0.916154833446374","0.906188848666053","0.926120818226695","2"
"No","1991","Full Time","indirect migration background","127","0.967925338430085","0.937867129678295","0.997983547181875","2"
"No","1991","Part Time","no migration background","1065","0.844633923866885","0.824639775673623","0.864628072060146","2"
"No","1991","Part Time","direct migration background","356","0.836792166570423","0.801236948596203","0.872347384544643","2"
"No","1991","Not Working","no migration background","1938","0.815330660135556","0.799682170384397","0.830979149886716","2"
"No","1991","Not Working","direct migration background","652","0.855017099884946","0.829919454141349","0.880114745628543","2"
"No","1991","Not Working","indirect migration background","124","0.89289189056508","0.840531086389726","0.945252694740434","2"
"No","1991","Full Time","direct migration background","1199","0.913149281039878","0.89796290036988","0.928335661709875","2"
"Yes","1991","Part Time","direct migration background","59","0.163207833429577","0.127652615455357","0.198763051403797","1"
"Yes","1991","Part Time","indirect migration background","12","","","","1"
"Yes","1991","Not Working","no migration background","424","0.184669339864443","0.169020850113284","0.200317829615603","1"
"Yes","1991","Not Working","direct migration background","104","0.144982900115054","0.119885254371457","0.170080545858651","1"
"Yes","1991","Not Working","indirect migration background","10","","","","1"
"Yes","1991","Full Time","no migration background","248","0.0838451665536264","0.0738791817733055","0.0938111513339474","1"
"Yes","1991","Full Time","direct migration background","122","0.0868507189601222","0.0716643382901248","0.10203709963012","1"
"Yes","1991","Full Time","indirect migration background","5","","","","1"
"Yes","1991","Part Time","no migration background","196","0.155366076133115","0.135371927939854","0.175360224326377","1"
"No","1992","Part Time","indirect migration background","78","0.920235556011383","0.862975332192826","0.977495779829939","2"
"No","1992","Full Time","no migration background","4704","0.926686235217109","0.919515078976861","0.933857391457356","2"
"No","1992","Full Time","indirect migration background","149","0.881643159033863","0.832502932920246","0.93078338514748","2"
"No","1992","Part Time","no migration background","1717","0.855982222964653","0.840609894461347","0.871354551467958","2"
"No","1992","Part Time","direct migration background","351","0.851501490049703","0.81728954256148","0.885713437537925","2"
"No","1992","Not Working","no migration background","2771","0.829603334391035","0.816752007308259","0.842454661473811","2"
"No","1992","Not Working","direct migration background","699","0.854007504793279","0.829600405054434","0.878414604532124","2"
"No","1992","Not Working","indirect migration background","143","0.819787477674861","0.759664374570716","0.879910580779006","2"
"No","1992","Full Time","direct migration background","1229","0.917505366825986","0.902780517598741","0.932230216053232","2"
"Yes","1992","Part Time","direct migration background","64","0.148498509950297","0.114286562462075","0.18271045743852","1"
"Yes","1992","Part Time","indirect migration background","8","","","","1"
"Yes","1992","Not Working","no migration background","517","0.170396665608965","0.157545338526189","0.183247992691741","1"
"Yes","1992","Not Working","direct migration background","105","0.145992495206721","0.121585395467876","0.170399594945566","1"
"Yes","1992","Not Working","indirect migration background","14","","","","1"
"Yes","1992","Full Time","no migration background","371","0.0733137647828911","0.0661426085426436","0.0804849210231386","1"
"Yes","1992","Full Time","direct migration background","112","0.0824946331740138","0.0677697839467683","0.0972194824012593","1"
"Yes","1992","Full Time","indirect migration background","17","","","","1"
"Yes","1992","Part Time","no migration background","287","0.144017777035348","0.128645448532042","0.159390105538653","1"
"No","1993","Part Time","indirect migration background","","","","","2"
"No","1993","Full Time","no migration background","","","","","2"
"No","1993","Full Time","direct migration background","","","","","2"
"No","1993","Full Time","indirect migration background","","","","","2"
"No","1993","Part Time","no migration background","","","","","2"
"No","1993","Part Time","direct migration background","","","","","2"
"No","1993","Not Working","no migration background","","","","","2"
"No","1993","Not Working","direct migration background","","","","","2"
"No","1993","Not Working","indirect migration background","","","","","2"
"Yes","1993","Part Time","direct migration background","","","","","1"
"Yes","1993","Part Time","indirect migration background","","","","","1"
"Yes","1993","Not Working","no migration background","","","","","1"
"Yes","1993","Not Working","direct migration background","","","","","1"
"Yes","1993","Not Working","indirect migration background","","","","","1"
"Yes","1993","Full Time","no migration background","","","","","1"
"Yes","1993","Full Time","direct migration background","","","","","1"
"Yes","1993","Full Time","indirect migration background","","","","","1"
"Yes","1993","Part Time","no migration background","","","","","1"
"No","1994","Full Time","no migration background","4271","0.915329523228059","0.907328792407506","0.923330254048612","2"
"No","1994","Part Time","indirect migration background","94","0.845828190398573","0.778036196929261","0.913620183867884","2"
"No","1994","Full Time","direct migration background","1019","0.918934713722518","0.902856637995936","0.9350127894491","2"
"No","1994","Full Time","indirect migration background","199","0.928425459573145","0.893806732567585","0.963044186578704","2"
"No","1994","Part Time","no migration background","1590","0.865488754021332","0.849868903592292","0.881108604450373","2"
"No","1994","Part Time","direct migration background","369","0.897087622793852","0.868063554948301","0.926111690639403","2"
"No","1994","Not Working","no migration background","2982","0.811116281726893","0.798262232618562","0.823970330835225","2"
"No","1994","Not Working","direct migration background","719","0.846645453358932","0.822249083986362","0.871041822731502","2"
"No","1994","Not Working","indirect migration background","151","0.818989546027865","0.761111396395551","0.876867695660178","2"
"Yes","1994","Part Time","direct migration background","52","0.102912377206148","0.0738883093605968","0.131936445051699","1"
"Yes","1994","Part Time","indirect migration background","15","","","","1"
"Yes","1994","Not Working","no migration background","580","0.188883718273107","0.176029669164775","0.201737767381438","1"
"Yes","1994","Not Working","direct migration background","119","0.153354546641068","0.128958177268498","0.177750916013638","1"
"Yes","1994","Not Working","indirect migration background","19","","","","1"
"Yes","1994","Full Time","no migration background","380","0.0846704767719408","0.0766697459513878","0.0926712075924938","1"
"Yes","1994","Full Time","direct migration background","88","0.0810652862774819","0.0649872105508995","0.0971433620040642","1"
"Yes","1994","Full Time","indirect migration background","14","","","","1"
"Yes","1994","Part Time","no migration background","243","0.134511245978668","0.118891395549627","0.150131096407708","1"
"No","1995","Full Time","no migration background","4188","0.923346381024363","0.915599984617281","0.931092777431446","2"
"No","1995","Part Time","indirect migration background","116","0.91712309706889","0.870616798126595","0.963629396011185","2"
"No","1995","Full Time","direct migration background","1049","0.888474782423978","0.870336736214058","0.906612828633898","2"
"No","1995","Full Time","indirect migration background","194","0.949643162530861","0.919708069849495","0.979578255212228","2"
"No","1995","Part Time","no migration background","1638","0.85673331744102","0.841054286391854","0.872412348490185","2"
"No","1995","Part Time","direct migration background","476","0.903844325856564","0.879025414709866","0.928663237003262","2"
"No","1995","Not Working","no migration background","2951","0.824082766623922","0.811543751625791","0.836621781622053","2"
"No","1995","Not Working","direct migration background","949","0.855170337976232","0.834363584681599","0.875977091270864","2"
"No","1995","Not Working","indirect migration background","159","0.957163176536875","0.926902022376721","0.987424330697029","2"
"Yes","1995","Part Time","direct migration background","66","0.096155674143436","0.0713367629967377","0.120974585290134","1"
"Yes","1995","Part Time","indirect migration background","19","","","","1"
"Yes","1995","Not Working","no migration background","591","0.175917233376078","0.163378218377947","0.188456248374209","1"
"Yes","1995","Not Working","direct migration background","150","0.144829662023768","0.124022908729136","0.165636415318401","1"
"Yes","1995","Not Working","indirect migration background","13","","","","1"
"Yes","1995","Full Time","no migration background","343","0.0766536189756366","0.068907222568554","0.0844000153827192","1"
"Yes","1995","Full Time","direct migration background","108","0.111525217576022","0.0933871713661015","0.129663263785942","1"
"Yes","1995","Full Time","indirect migration background","11","","","","1"
"Yes","1995","Part Time","no migration background","280","0.14326668255898","0.127587651509815","0.158945713608146","1"
"No","1996","Full Time","no migration background","4166","0.931388388784813","0.92401145481372","0.938765322755907","2"
"No","1996","Part Time","indirect migration background","134","0.93353752703222","0.893271056667792","0.973803997396648","2"
"No","1996","Full Time","direct migration background","920","0.897116873205681","0.878343354031218","0.915890392380143","2"
"No","1996","Full Time","indirect migration background","196","0.888831855661496","0.847294701878229","0.930369009444763","2"
"No","1996","Part Time","no migration background","1662","0.860152118503329","0.844785855726245","0.875518381280414","2"
"No","1996","Part Time","direct migration background","509","0.869881027814689","0.842594900009139","0.897167155620238","2"
"No","1996","Not Working","no migration background","2869","0.816027711379868","0.803104261557591","0.828951161202144","2"
"No","1996","Not Working","direct migration background","858","0.844166658295327","0.821930132607278","0.866403183983375","2"
"No","1996","Not Working","indirect migration background","163","0.91072703395442","0.869187377558284","0.952266690350556","2"
"Yes","1996","Part Time","direct migration background","75","0.130118972185311","0.102832844379762","0.157405099990861","1"
"Yes","1996","Part Time","indirect migration background","13","","","","1"
"Yes","1996","Not Working","no migration background","584","0.183972288620132","0.171048838797856","0.196895738442409","1"
"Yes","1996","Not Working","direct migration background","164","0.155833341704673","0.133596816016624","0.178069867392722","1"
"Yes","1996","Not Working","indirect migration background","18","","","","1"
"Yes","1996","Full Time","no migration background","345","0.0686116112151868","0.0612346772440932","0.0759885451862804","1"
"Yes","1996","Full Time","direct migration background","86","0.102883126794319","0.0841096076198567","0.121656645968782","1"
"Yes","1996","Full Time","indirect migration background","24","","","","1"
"Yes","1996","Part Time","no migration background","295","0.139847881496671","0.124481618719586","0.155214144273755","1"
"No","1997","Part Time","indirect migration background","125","0.883060889602417","0.830575060375435","0.9355467188294","2"
"No","1997","Full Time","no migration background","4063","0.921356491481787","0.913415454531489","0.929297528432085","2"
"No","1997","Full Time","direct migration background","864","0.912907505696177","0.894948724681523","0.930866286710831","2"
"No","1997","Full Time","indirect migration background","203","0.90084102561852","0.862046472030717","0.939635579206324","2"
"No","1997","Part Time","no migration background","1636","0.873107609094184","0.858089549695279","0.888125668493089","2"
"No","1997","Part Time","direct migration background","461","0.899611829035793","0.873682451587577","0.925541206484009","2"
"No","1997","Not Working","no migration background","2914","0.81824828014463","0.805499540809601","0.830997019479659","2"
"No","1997","Not Working","direct migration background","855","0.837894369217568","0.815176573006937","0.860612165428198","2"
"No","1997","Not Working","indirect migration background","181","0.907414039490722","0.867343482645325","0.947484596336118","2"
"Yes","1997","Part Time","direct migration background","55","0.100388170964207","0.0744587935159914","0.126317548412423","1"
"Yes","1997","Part Time","indirect migration background","19","","","","1"
"Yes","1997","Not Working","no migration background","601","0.18175171985537","0.169002980520341","0.194500459190399","1"
"Yes","1997","Not Working","direct migration background","156","0.162105630782432","0.139387834571802","0.184823426993063","1"
"Yes","1997","Not Working","indirect migration background","20","","","","1"
"Yes","1997","Full Time","no migration background","351","0.0786435085182131","0.0707024715679154","0.0865845454685108","1"
"Yes","1997","Full Time","direct migration background","83","0.0870924943038232","0.069133713289169","0.105051275318477","1"
"Yes","1997","Full Time","indirect migration background","25","","","","1"
"Yes","1997","Part Time","no migration background","251","0.126892390905816","0.111874331506911","0.141910450304721","1"
"No","1998","Part Time","indirect migration background","133","0.905525509628826","0.858873834677862","0.95217718457979","2"
"No","1998","Full Time","no migration background","4501","0.925374317555365","0.917992289605965","0.932756345504764","2"
"No","1998","Full Time","direct migration background","824","0.915198311706634","0.896885414190807","0.933511209222461","2"
"No","1998","Full Time","indirect migration background","228","0.94451628741528","0.915851248797335","0.973181326033224","2"
"No","1998","Part Time","no migration background","1903","0.855783417977867","0.841139973242123","0.87042686271361","2"
"No","1998","Part Time","direct migration background","450","0.887708820157656","0.860467300542013","0.914950339773299","2"
"No","1998","Not Working","no migration background","3487","0.827997945260982","0.816592955390584","0.839402935131379","2"
"No","1998","Not Working","direct migration background","837","0.808972701651375","0.784764751379055","0.833180651923694","2"
"No","1998","Not Working","indirect migration background","195","0.95280664469144","0.923988949737725","0.981624339645156","2"
"Yes","1998","Part Time","direct migration background","66","0.112291179842344","0.0850496602267013","0.139532699457986","1"
"Yes","1998","Part Time","indirect migration background","18","","","","1"
"Yes","1998","Not Working","no migration background","719","0.172002054739018","0.160597064868621","0.183407044609416","1"
"Yes","1998","Not Working","direct migration background","176","0.191027298348625","0.166819348076306","0.215235248620945","1"
"Yes","1998","Full Time","no migration background","367","0.0746256824446355","0.0672436544952361","0.0820077103940348","1"
"Yes","1998","Full Time","direct migration background","65","0.0848016882933656","0.0664887907775386","0.103114585809193","1"
"Yes","1998","Full Time","indirect migration background","17","","","","1"
"Yes","1998","Part Time","no migration background","308","0.144216582022133","0.12957313728639","0.158860026757877","1"
"Yes","1998","Not Working","indirect migration background","13","","","","1"
"No","1999","Part Time","indirect migration background","159","0.927127811119647","0.888506752067807","0.965748870171488","2"
"No","1999","Not Working","no migration background","3170","0.809372350019361","0.796977704568208","0.821766995470513","2"
"No","1999","Not Working","direct migration background","755","0.816264480585243","0.791061235795431","0.841467725375055","2"
"No","1999","Not Working","indirect migration background","174","0.882206723733733","0.836727308824364","0.927686138643102","2"
"No","1999","Full Time","no migration background","4376","0.920977736156974","0.913310718428228","0.92864475388572","2"
"No","1999","Full Time","direct migration background","780","0.911424695723649","0.892289931808011","0.930559459639288","2"
"No","1999","Full Time","indirect migration background","230","0.940055815398856","0.910270409241486","0.969841221556225","2"
"No","1999","Part Time","no migration background","2018","0.876886007549408","0.863475546249036","0.890296468849781","2"
"No","1999","Part Time","direct migration background","396","0.839201402553432","0.805740948946308","0.872661856160556","2"
"Yes","1999","Part Time","direct migration background","67","0.160798597446568","0.127338143839444","0.194259051053692","1"
"Yes","1999","Part Time","indirect migration background","15","","","","1"
"Yes","1999","Not Working","no migration background","688","0.190627649980639","0.178233004529487","0.203022295431792","1"
"Yes","1999","Not Working","direct migration background","152","0.183735519414757","0.158532274624945","0.208938764204569","1"
"Yes","1999","Full Time","no migration background","380","0.0790222638430257","0.0713552461142798","0.0866892815717717","1"
"Yes","1999","Full Time","direct migration background","67","0.0885753042763509","0.0694405403607124","0.10771006819199","1"
"Yes","1999","Full Time","indirect migration background","14","","","","1"
"Yes","1999","Part Time","no migration background","288","0.123113992450592","0.109703531150219","0.136524453750964","1"
"Yes","1999","Not Working","indirect migration background","19","","","","1"
"No","2000","Part Time","indirect migration background","209","0.886077049760211","0.846129852890501","0.926024246629921","2"
"No","2000","Not Working","no migration background","6222","0.833258877097696","0.824788511667405","0.841729242527986","2"
"No","2000","Not Working","direct migration background","1153","0.843219160141028","0.82392358925504","0.862514731027017","2"
"No","2000","Not Working","indirect migration background","220","0.888516040298202","0.849106272328632","0.927925808267773","2"
"No","2000","Full Time","no migration background","7818","0.919146345667578","0.913347227166073","0.924945464169084","2"
"No","2000","Full Time","direct migration background","1165","0.934121604840933","0.920358576245793","0.947884633436073","2"
"No","2000","Full Time","indirect migration background","314","0.915362726138253","0.885776738078847","0.944948714197659","2"
"No","2000","Part Time","no migration background","3588","0.876269290400272","0.866214870220265","0.886323710580278","2"
"No","2000","Part Time","direct migration background","644","0.897484459032733","0.875374534268179","0.919594383797287","2"
"Yes","2000","Part Time","direct migration background","79","0.102515540967267","0.0804056162027131","0.124625465731821","1"
"Yes","2000","Part Time","indirect migration background","34","0.113922950239789","0.0739757533700794","0.153870147109499","1"
"Yes","2000","Not Working","no migration background","1217","0.166741122902304","0.158270757472014","0.175211488332595","1"
"Yes","2000","Not Working","direct migration background","211","0.156780839858972","0.137485268972983","0.17607641074496","1"
"Yes","2000","Full Time","no migration background","671","0.0808536543324218","0.0750545358309163","0.0866527728339272","1"
"Yes","2000","Full Time","direct migration background","83","0.065878395159067","0.0521153665639273","0.0796414237542068","1"
"Yes","2000","Full Time","indirect migration background","26","","","","1"
"Yes","2000","Part Time","no migration background","532","0.123730709599728","0.113676289419722","0.133785129779735","1"
"Yes","2000","Not Working","indirect migration background","25","","","","1"
"No","2001","Part Time","indirect migration background","188","0.871168012774376","0.827296067118877","0.915039958429875","2"
"No","2001","Not Working","no migration background","5598","0.826925308172889","0.817887601930123","0.835963014415655","2"
"No","2001","Not Working","direct migration background","954","0.832328377963844","0.810680655437795","0.853976100489892","2"
"No","2001","Not Working","indirect migration background","207","0.882693417617723","0.84137570547618","0.924011129759267","2"
"No","2001","Full Time","no migration background","7055","0.920837701772194","0.914784754309669","0.92689064923472","2"
"No","2001","Full Time","direct migration background","1011","0.915909008914788","0.89952356564589","0.932294452183685","2"
"No","2001","Full Time","indirect migration background","300","0.935321598231505","0.908330977604315","0.962312218858696","2"
"No","2001","Part Time","no migration background","3418","0.871769920856924","0.861288717408041","0.882251124305807","2"
"No","2001","Part Time","direct migration background","620","0.914346778322852","0.893450651234708","0.935242905410996","2"
"Yes","2001","Part Time","direct migration background","69","0.0856532216771481","0.064757094589004","0.106549348765292","1"
"Yes","2001","Part Time","indirect migration background","36","0.128831987225624","0.0849600415701247","0.172703932881123","1"
"Yes","2001","Not Working","no migration background","1133","0.173074691827111","0.164036985584345","0.182112398069877","1"
"Yes","2001","Not Working","direct migration background","190","0.167671622036156","0.146023899510108","0.189319344562205","1"
"Yes","2001","Full Time","no migration background","588","0.0791622982278058","0.0731093507652805","0.0852152456903311","1"
"Yes","2001","Full Time","direct migration background","91","0.0840909910852124","0.0677055478163144","0.10047643435411","1"
"Yes","2001","Full Time","indirect migration background","19","","","","1"
"Yes","2001","Part Time","no migration background","491","0.128230079143076","0.117748875694193","0.138711282591959","1"
"Yes","2001","Not Working","indirect migration background","26","","","","1"
"No","2002","Full Time","no migration background","7551","0.920105044732466","0.91423485691264","0.925975232552292","2"
"No","2002","Part Time","indirect migration background","190","0.936818071823742","0.904145572546003","0.969490571101481","2"
"No","2002","Not Working","no migration background","5768","0.821601214593466","0.812594559088691","0.83060787009824","2"
"No","2002","Not Working","direct migration background","947","0.840282416279805","0.818721296043858","0.861843536515752","2"
"No","2002","Not Working","indirect migration background","202","0.858399383588659","0.814106201375218","0.9026925658021","2"
"No","2002","Full Time","direct migration background","974","0.932338568544526","0.917182754182627","0.947494382906425","2"
"No","2002","Full Time","indirect migration background","304","0.934531935689287","0.907844739716764","0.961219131661811","2"
"No","2002","Part Time","no migration background","3884","0.880009174327685","0.870384672945365","0.889633675710006","2"
