"ple0053","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2019","Part Time","no migration background","4753","0.869341684753501","0.860386542124541","0.878296827382461","2"
"No","2019","Part Time","direct migration background","1036","0.879621049980341","0.861163714330791","0.898078385629892","2"
"No","2019","Part Time","indirect migration background","519","0.857628857578559","0.82948083339279","0.885776881764328","2"
"No","2019","Not Working","no migration background","5289","0.786820039924708","0.776923598866265","0.79671648098315","2"
"No","2019","Not Working","direct migration background","920","0.815131991534248","0.792478330824291","0.837785652244205","2"
"No","2019","Not Working","indirect migration background","321","0.827705416627416","0.790226286870541","0.865184546384292","2"
"Yes","2019","Not Working","direct migration background","208","0.184868008465752","0.162214347755795","0.207521669175709","1"
"Yes","2019","Full Time","indirect migration background","65","0.0859342109854729","0.0654197416366137","0.106448680334332","1"
"Yes","2019","Not Working","no migration background","1290","0.213179960075292","0.20328351901685","0.223076401133735","1"
"Yes","2019","Full Time","direct migration background","142","0.0773818039584624","0.0639845174013327","0.090779090515592","1"
"Yes","2019","Part Time","direct migration background","158","0.120378950019659","0.101921614370108","0.138836285669209","1"
"Yes","2019","Part Time","indirect migration background","73","0.142371142421441","0.114223118235672","0.17051916660721","1"
"Yes","2019","Not Working","indirect migration background","69","0.172294583372583","0.134815453615708","0.209773713129459","1"
"Yes","2019","Full Time","no migration background","784","0.0917886502029257","0.0855624979861505","0.0980148024197008","1"
"Yes","2019","Part Time","no migration background","688","0.130658315246499","0.121703172617539","0.139613457875459","1"
