"ple0053","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2008","Full Time","higher education","157","0.0811499549934832","0.0695914367548351","0.0927084732321312","1"
"Yes","2008","Not Working","in school","15","","","","1"
"Yes","2008","Not Working","inadequately","14","","","","1"
"Yes","2008","Not Working","general elemantary","207","0.171943302633234","0.150585273790394","0.193301331476075","1"
"Yes","2008","Not Working","middle vocational","675","0.166656564715362","0.15490007520431","0.178413054226414","1"
"Yes","2008","Not Working","vocational + Abi","46","0.163601204032325","0.11819889419887","0.209003513865781","1"
"Yes","2008","Not Working","higher vocational","95","0.218484140060861","0.180515831615341","0.256452448506382","1"
"Yes","2008","Not Working","higher education","212","0.181865097037113","0.159648325398143","0.204081868676082","1"
"No","2009","Not Working","in school","237","0.945800625238285","0.917790943963702","0.973810306512867","2"
"No","2009","Not Working","inadequately","82","0.842332072536826","0.769809104097707","0.914855040975945","2"
"No","2009","Not Working","general elemantary","857","0.831137513883343","0.808552850116805","0.853722177649881","2"
"No","2009","Not Working","middle vocational","2843","0.791880214893216","0.778516524612665","0.805243905173768","2"
"No","2009","Not Working","vocational + Abi","204","0.848796373153804","0.80384571657637","0.893747029731239","2"
"No","2009","Not Working","higher vocational","334","0.809541788722298","0.772166491985632","0.846917085458963","2"
"No","2009","Not Working","higher education","894","0.809760570783896","0.786608377764745","0.832912763803046","2"
"No","2009","Full Time","in school","1","","","","2"
"No","2009","Full Time","inadequately","37","0.985495693724581","0.947973205164313","1.02301818228485","2"
"No","2009","Full Time","general elemantary","365","0.944519144202545","0.921770776026523","0.967267512378567","2"
"No","2009","Full Time","middle vocational","3047","0.912011406555536","0.902417315411932","0.92160549769914","2"
"No","2009","Full Time","vocational + Abi","449","0.930398753741296","0.907562126159452","0.953235381323139","2"
"No","2009","Full Time","higher vocational","548","0.914437694884925","0.892167189264628","0.936708200505221","2"
"No","2009","Full Time","higher education","1882","0.918240902108803","0.906374215383271","0.930107588834336","2"
"No","2009","Part Time","in school","56","0.9776320672639","0.940214710134486","1.01504942439331","2"
"No","2009","Part Time","inadequately","28","","","","2"
"No","2009","Part Time","general elemantary","327","0.889862182231143","0.857568014332168","0.922156350130118","2"
"No","2009","Part Time","middle vocational","1965","0.897025838672413","0.884320072599244","0.909731604745582","2"
"No","2009","Part Time","vocational + Abi","249","0.825871781311149","0.781532788530159","0.870210774092139","2"
"No","2009","Part Time","higher vocational","269","0.889071186622902","0.853768988277069","0.924373384968735","2"
"No","2009","Part Time","higher education","795","0.883002456668307","0.861885933415525","0.904118979921089","2"
"Yes","2009","Part Time","in school","4","","","","1"
"Yes","2009","Part Time","inadequately","4","","","","1"
"Yes","2009","Part Time","general elemantary","34","0.110137817768857","0.077843649869882","0.142431985667832","1"
"Yes","2009","Part Time","middle vocational","233","0.102974161327587","0.0902683952544179","0.115679927400756","1"
"Yes","2009","Part Time","vocational + Abi","32","0.174128218688851","0.129789225907861","0.218467211469841","1"
"Yes","2009","Part Time","higher vocational","35","0.110928813377098","0.0756266150312654","0.146231011722931","1"
"Yes","2009","Part Time","higher education","95","0.116997543331693","0.0958810200789107","0.138114066584475","1"
"Yes","2009","Full Time","general elemantary","24","","","","1"
"Yes","2009","Full Time","middle vocational","302","0.0879885934444636","0.0783945023008596","0.0975826845880675","1"
"Yes","2009","Full Time","in school","","","","","1"
"Yes","2009","Full Time","inadequately","2","","","","1"
"Yes","2009","Full Time","vocational + Abi","28","","","","1"
"Yes","2009","Full Time","higher vocational","58","0.0855623051150753","0.063291799494779","0.107832810735372","1"
"Yes","2009","Full Time","higher education","166","0.0817590978911966","0.0698924111656639","0.0936257846167293","1"
"Yes","2009","Not Working","higher vocational","90","0.190458211277702","0.153082914541037","0.227833508014368","1"
"Yes","2009","Not Working","in school","14","","","","1"
"Yes","2009","Not Working","inadequately","15","","","","1"
"Yes","2009","Not Working","general elemantary","200","0.168862486116657","0.146277822350119","0.191447149883195","1"
"Yes","2009","Not Working","vocational + Abi","40","0.151203626846196","0.106252970268761","0.19615428342363","1"
"Yes","2009","Not Working","higher education","210","0.190239429216104","0.167087236196954","0.213391622235255","1"
"Yes","2009","Not Working","middle vocational","702","0.208119785106783","0.194756094826232","0.221483475387335","1"
"No","2010","Not Working","in school","324","0.974434018601375","0.957656949804142","0.991211087398609","2"
"No","2010","Not Working","inadequately","162","0.839139828913114","0.79014360101324","0.888136056812988","2"
"No","2010","Not Working","general elemantary","1076","0.814941686164639","0.794241354094376","0.835642018234902","2"
"No","2010","Not Working","middle vocational","3364","0.791652204184437","0.779390170829045","0.803914237539829","2"
"No","2010","Not Working","vocational + Abi","345","0.836494390478422","0.801292741523113","0.871696039433731","2"
"No","2010","Not Working","higher vocational","347","0.78597325023686","0.747993946827909","0.82395255364581","2"
"No","2010","Not Working","higher education","1072","0.810029976378981","0.788892104913025","0.831167847844936","2"
"No","2010","Full Time","in school","2","","","","2"
"No","2010","Full Time","inadequately","54","0.951334990664997","0.895960564967697","1.0067094163623","2"
"No","2010","Full Time","general elemantary","506","0.930161363214543","0.90886066835267","0.951462058076416","2"
"No","2010","Full Time","middle vocational","3942","0.918068579418857","0.909881634205313","0.926255524632401","2"
"No","2010","Full Time","vocational + Abi","650","0.932660379876169","0.91418746286546","0.951133296886878","2"
"No","2010","Full Time","higher vocational","729","0.927888061869654","0.909974447921055","0.945801675818252","2"
"No","2010","Full Time","higher education","2505","0.941419046384807","0.932579030588857","0.950259062180756","2"
"No","2010","Part Time","in school","65","0.84881256268953","0.766066832082607","0.931558293296454","2"
"No","2010","Part Time","inadequately","59","0.85048903901552","0.766953756080655","0.934024321950385","2"
"No","2010","Part Time","general elemantary","491","0.881541859618638","0.854801294238608","0.908282424998668","2"
"No","2010","Part Time","middle vocational","2815","0.900920354946029","0.890653404164975","0.911187305727083","2"
"No","2010","Part Time","vocational + Abi","505","0.897995683543092","0.873407129052895","0.92258423803329","2"
"No","2010","Part Time","higher vocational","315","0.862400738086358","0.827252988798587","0.897548487374129","2"
"No","2010","Part Time","higher education","1120","0.86384391810793","0.84550193676471","0.882185899451151","2"
"Yes","2010","Part Time","in school","7","","","","1"
"Yes","2010","Part Time","inadequately","11","","","","1"
"Yes","2010","Part Time","general elemantary","70","0.118458140381362","0.0917175750013317","0.145198705761392","1"
"Yes","2010","Part Time","middle vocational","438","0.099079645053971","0.0888126942729172","0.109346595835025","1"
"Yes","2010","Part Time","vocational + Abi","77","0.102004316456908","0.0774157619667103","0.126592870947105","1"
"Yes","2010","Part Time","higher vocational","54","0.137599261913642","0.102451512625871","0.172747011201413","1"
"Yes","2010","Part Time","higher education","223","0.13615608189207","0.117814100548849","0.15449806323529","1"
"Yes","2010","Full Time","general elemantary","44","0.0698386367854567","0.0485379419235837","0.0911393316473298","1"
"Yes","2010","Full Time","middle vocational","369","0.081931420581143","0.0737444753675989","0.0901183657946872","1"
"Yes","2010","Full Time","in school","1","","","","1"
"Yes","2010","Full Time","inadequately","4","","","","1"
"Yes","2010","Full Time","higher education","206","0.0585809536151933","0.0497409378192437","0.0674209694111429","1"
"Yes","2010","Full Time","vocational + Abi","57","0.0673396201238307","0.0488667031131218","0.0858125371345397","1"
"Yes","2010","Full Time","higher vocational","72","0.0721119381303465","0.0541983241817481","0.0900255520789449","1"
"Yes","2010","Not Working","general elemantary","276","0.185058313835361","0.164357981765098","0.205758645905624","1"
"Yes","2010","Not Working","vocational + Abi","79","0.163505609521578","0.128303960566269","0.198707258476886","1"
"Yes","2010","Not Working","higher vocational","101","0.21402674976314","0.17604744635419","0.252006053172091","1"
"Yes","2010","Not Working","higher education","251","0.189970023621019","0.168832152155064","0.211107895086975","1"
"Yes","2010","Not Working","middle vocational","850","0.208347795815563","0.196085762460171","0.220609829170955","1"
"Yes","2010","Not Working","inadequately","54","0.160860171086886","0.111863943187011","0.20985639898676","1"
"Yes","2010","Not Working","in school","16","","","","1"
"No","2011","Full Time","in school","3","","","","2"
"No","2011","Full Time","inadequately","71","0.948667942980567","0.899695447329976","0.997640438631158","2"
"No","2011","Full Time","general elemantary","612","0.914800527896007","0.893645349724999","0.935955706067015","2"
"No","2011","Full Time","middle vocational","4440","0.905830738602172","0.897632153858386","0.914029323345958","2"
"No","2011","Full Time","vocational + Abi","729","0.913700102521156","0.894253720654653","0.933146484387658","2"
"No","2011","Full Time","higher vocational","816","0.893909537246479","0.873868075006819","0.91395099948614","2"
"No","2011","Full Time","higher education","2869","0.929372499612274","0.920350782374905","0.938394216849643","2"
"No","2011","Part Time","in school","84","0.966402831799806","0.928967341853415","1.0038383217462","2"
"No","2011","Part Time","inadequately","74","0.848478026675137","0.774400760724113","0.922555292626161","2"
"No","2011","Part Time","general elemantary","598","0.887789385088045","0.86410141484236","0.911477355333729","2"
"No","2011","Part Time","middle vocational","3422","0.874688438570946","0.864357331773485","0.885019545368407","2"
"No","2011","Part Time","vocational + Abi","634","0.876707465525357","0.852955206190635","0.900459724860078","2"
"No","2011","Part Time","higher vocational","375","0.867509409929099","0.83561365831929","0.899405161538907","2"
"No","2011","Part Time","higher education","1324","0.887269836789993","0.871494727752998","0.903044945826988","2"
"No","2011","Not Working","in school","350","0.923725126052918","0.897001793647281","0.950448458458556","2"
"No","2011","Not Working","inadequately","191","0.805188316110945","0.755288764823945","0.855087867397945","2"
"No","2011","Not Working","general elemantary","1278","0.803334792568955","0.783985341930457","0.822684243207454","2"
"No","2011","Not Working","middle vocational","4105","0.800225502955556","0.789282152694646","0.811168853216466","2"
"No","2011","Not Working","vocational + Abi","384","0.835843635457774","0.802426557301802","0.869260713613746","2"
"No","2011","Not Working","higher vocational","398","0.792032354445213","0.757081921482006","0.826982787408421","2"
"No","2011","Not Working","higher education","1260","0.786329293273614","0.766111593335335","0.806546993211892","2"
"Yes","2011","Part Time","in school","5","","","","1"
"Yes","2011","Part Time","inadequately","16","","","","1"
"Yes","2011","Part Time","general elemantary","84","0.112210614911955","0.0885226446662705","0.13589858515764","1"
"Yes","2011","Part Time","middle vocational","523","0.125311561429054","0.114980454631593","0.135642668226515","1"
"Yes","2011","Part Time","vocational + Abi","102","0.123292534474643","0.0995402751399219","0.147044793809365","1"
"Yes","2011","Part Time","higher vocational","59","0.132490590070901","0.100594838461093","0.16438634168071","1"
"Yes","2011","Part Time","higher education","220","0.112730163210007","0.0969550541730123","0.128505272247002","1"
"Yes","2011","Full Time","general elemantary","57","0.0851994721039927","0.0640442939329845","0.106354650275001","1"
"Yes","2011","Full Time","middle vocational","435","0.0941692613978281","0.0859706766540423","0.102367846141614","1"
"Yes","2011","Full Time","in school","2","","","","1"
"Yes","2011","Full Time","inadequately","7","","","","1"
"Yes","2011","Full Time","higher education","229","0.0706275003877262","0.0616057831503573","0.0796492176250951","1"
"Yes","2011","Full Time","vocational + Abi","72","0.0862998974788444","0.066853515612342","0.105746279345347","1"
"Yes","2011","Full Time","higher vocational","91","0.106090462753521","0.08604900051386","0.126131924993181","1"
"Yes","2011","Not Working","higher education","319","0.213670706726386","0.193453006788108","0.233888406664665","1"
"Yes","2011","Not Working","inadequately","51","0.194811683889056","0.144912132602056","0.244711235176056","1"
"Yes","2011","Not Working","general elemantary","343","0.196665207431045","0.177315756792546","0.216014658069543","1"
"Yes","2011","Not Working","middle vocational","1023","0.199774497044444","0.188831146783534","0.210717847305354","1"
"Yes","2011","Not Working","in school","29","","","","1"
"Yes","2011","Not Working","vocational + Abi","88","0.164156364542226","0.130739286386254","0.197573442698198","1"
"Yes","2011","Not Working","higher vocational","120","0.207967645554787","0.173017212591579","0.242918078517994","1"
"No","2012","Full Time","in school","","","","","2"
"No","2012","Full Time","inadequately","70","0.840144129911307","0.759838814808568","0.920449445014045","2"
"No","2012","Full Time","general elemantary","603","0.900220334878029","0.877543509207861","0.922897160548196","2"
"No","2012","Full Time","middle vocational","4296","0.893248473411774","0.884507249106267","0.901989697717282","2"
"No","2012","Full Time","vocational + Abi","773","0.936980834652537","0.920409413885165","0.95355225541991","2"
"No","2012","Full Time","higher vocational","838","0.906147534716186","0.887415042981408","0.924880026450965","2"
"No","2012","Full Time","higher education","2796","0.937202679378945","0.928538889217602","0.945866469540288","2"
"No","2012","Part Time","in school","91","0.895454276626499","0.834565525374996","0.956343027878003","2"
"No","2012","Part Time","inadequately","77","0.80954854843308","0.729745366226526","0.889351730639633","2"
"No","2012","Part Time","general elemantary","615","0.899893975040419","0.877563696714692","0.922224253366146","2"
"No","2012","Part Time","middle vocational","3322","0.869122929170417","0.858382651908424","0.879863206432411","2"
"No","2012","Part Time","vocational + Abi","641","0.9014890997702","0.879736917059427","0.923241282480974","2"
"No","2012","Part Time","higher vocational","324","0.893754431792203","0.86178915283156","0.925719710752847","2"
"No","2012","Part Time","higher education","1368","0.87521372159141","0.858882291921625","0.891545151261196","2"
"No","2012","Not Working","in school","347","0.946069265913141","0.92320737805377","0.968931153772513","2"
"No","2012","Not Working","inadequately","160","0.784177449284229","0.729187357307679","0.839167541260779","2"
"No","2012","Not Working","general elemantary","1238","0.792395768386982","0.772158387641715","0.81263314913225","2"
"No","2012","Not Working","middle vocational","3970","0.792763991504161","0.781507724469089","0.804020258539233","2"
"No","2012","Not Working","vocational + Abi","344","0.822771240777614","0.786337940307012","0.859204541248217","2"
"No","2012","Not Working","higher vocational","415","0.756992984029602","0.720270015458351","0.793715952600852","2"
"No","2012","Not Working","higher education","1286","0.810325366176995","0.790945259450204","0.829705472903786","2"
"Yes","2012","Part Time","in school","6","","","","1"
"Yes","2012","Part Time","inadequately","16","","","","1"
"Yes","2012","Part Time","general elemantary","79","0.100106024959581","0.0777757466338542","0.122436303285308","1"
"Yes","2012","Part Time","middle vocational","466","0.130877070829583","0.120136793567589","0.141617348091577","1"
"Yes","2012","Part Time","vocational + Abi","80","0.0985109002297997","0.0767587175190263","0.120263082940573","1"
"Yes","2012","Part Time","higher vocational","33","0.106245568207797","0.0742802892471526","0.138210847168441","1"
"Yes","2012","Part Time","higher education","205","0.12478627840859","0.108454848738804","0.141117708078375","1"
"Yes","2012","Full Time","general elemantary","68","0.0997796651219712","0.0771028394518036","0.122456490792139","1"
"Yes","2012","Full Time","middle vocational","498","0.106751526588226","0.098010302282718","0.115492750893733","1"
"Yes","2012","Full Time","inadequately","10","","","","1"
"Yes","2012","Full Time","vocational + Abi","53","0.0630191653474626","0.0464477445800902","0.079590586114835","1"
"Yes","2012","Full Time","higher vocational","93","0.0938524652838135","0.0751199735490352","0.112584957018592","1"
"Yes","2012","Full Time","in school","","","","","1"
"Yes","2012","Full Time","higher education","216","0.062797320621055","0.0541335304597124","0.0714611107823975","1"
"Yes","2012","Not Working","higher education","286","0.189674633823005","0.170294527096214","0.209054740549797","1"
"Yes","2012","Not Working","in school","28","","","","1"
"Yes","2012","Not Working","general elemantary","305","0.207604231613018","0.18736685086775","0.227841612358285","1"
"Yes","2012","Not Working","inadequately","55","0.215822550715771","0.160832458739221","0.270812642692321","1"
"Yes","2012","Not Working","middle vocational","1011","0.207236008495839","0.195979741460767","0.218492275530911","1"
"Yes","2012","Not Working","higher vocational","109","0.243007015970398","0.206284047399148","0.279729984541649","1"
"Yes","2012","Not Working","vocational + Abi","78","0.177228759222386","0.140795458751783","0.213662059692989","1"
"No","2013","Full Time","in school","3","","","","2"
"No","2013","Full Time","inadequately","59","0.851303209768622","0.768544854859787","0.934061564677458","2"
"No","2013","Full Time","general elemantary","545","0.898654779375487","0.874567513002618","0.922742045748355","2"
"No","2013","Full Time","middle vocational","4005","0.909366089880812","0.900914022489011","0.917818157272613","2"
"No","2013","Full Time","vocational + Abi","708","0.897078612265213","0.875616582324851","0.918540642205574","2"
"No","2013","Full Time","higher vocational","792","0.934980520862911","0.918375882921264","0.951585158804558","2"
"No","2013","Full Time","higher education","2640","0.929339107712897","0.919957297068449","0.938720918357346","2"
"No","2013","Part Time","in school","85","0.821925425625438","0.746564251033517","0.897286600217359","2"
"No","2013","Part Time","inadequately","64","0.739516950364851","0.642734113979643","0.83629978675006","2"
"No","2013","Part Time","general elemantary","561","0.844198861761741","0.816425072541895","0.871972650981588","2"
"No","2013","Part Time","middle vocational","3194","0.870965048390086","0.860066969969585","0.881863126810587","2"
"No","2013","Part Time","vocational + Abi","577","0.87256144253926","0.847216827397672","0.897906057680847","2"
"No","2013","Part Time","higher vocational","304","0.836919649698906","0.798809804016168","0.875029495381645","2"
"No","2013","Part Time","higher education","1349","0.863003432436839","0.845740414885539","0.88026644998814","2"
"No","2013","Not Working","in school","322","0.90291934908751","0.872121191688507","0.933717506486513","2"
"No","2013","Not Working","inadequately","157","0.862674753096141","0.812670017482085","0.912679488710197","2"
"No","2013","Not Working","general elemantary","1074","0.774734864916519","0.752637709881767","0.796832019951271","2"
"No","2013","Not Working","middle vocational","3556","0.776409445362495","0.764195205028694","0.788623685696296","2"
"No","2013","Not Working","vocational + Abi","286","0.777281342421162","0.733815892346592","0.820746792495731","2"
"No","2013","Not Working","higher vocational","383","0.784849981801715","0.747973207834207","0.821726755769222","2"
"No","2013","Not Working","higher education","1213","0.819001640358825","0.799372983664497","0.838630297053152","2"
"Yes","2013","Part Time","in school","14","","","","1"
"Yes","2013","Part Time","inadequately","15","","","","1"
"Yes","2013","Part Time","general elemantary","94","0.155801138238259","0.128027349018412","0.183574927458105","1"
"Yes","2013","Part Time","middle vocational","441","0.129034951609914","0.118136873189413","0.139933030030415","1"
"Yes","2013","Part Time","vocational + Abi","88","0.12743855746074","0.102093942319153","0.152783172602327","1"
"Yes","2013","Part Time","higher vocational","57","0.163080350301094","0.124970504618355","0.201190195983832","1"
"Yes","2013","Part Time","higher education","175","0.136996567563161","0.11973355001186","0.154259585114462","1"
"Yes","2013","Full Time","general elemantary","58","0.101345220624513","0.0772579542516449","0.125432486997382","1"
"Yes","2013","Full Time","middle vocational","427","0.090633910119188","0.0821818427273866","0.0990859775109893","1"
"Yes","2013","Not Working","higher education","265","0.180998359641176","0.161369702946848","0.200627016335503","1"
"Yes","2013","Full Time","inadequately","12","","","","1"
"Yes","2013","Full Time","in school","1","","","","1"
"Yes","2013","Full Time","vocational + Abi","62","0.102921387734787","0.0814593577944258","0.124383417675149","1"
"Yes","2013","Full Time","higher vocational","55","0.0650194791370891","0.0484148411954417","0.0816241170787364","1"
"Yes","2013","Not Working","general elemantary","299","0.225265135083481","0.203167980048729","0.247362290118233","1"
"Yes","2013","Not Working","middle vocational","914","0.223590554637505","0.211376314303704","0.235804794971306","1"
"Yes","2013","Not Working","vocational + Abi","66","0.222718657578838","0.179253207504269","0.266184107653408","1"
"Yes","2013","Full Time","higher education","226","0.0706608922871027","0.0612790816426538","0.0800427029315515","1"
"Yes","2013","Not Working","higher vocational","94","0.215150018198285","0.178273244230777","0.252026792165793","1"
"Yes","2013","Not Working","in school","33","0.0970806509124902","0.0662824935134873","0.127878808311493","1"
"Yes","2013","Not Working","inadequately","25","","","","1"
"No","2014","Full Time","in school","5","","","","2"
"No","2014","Full Time","inadequately","72","0.842301356757132","0.766583063471011","0.918019650043252","2"
"No","2014","Full Time","general elemantary","696","0.895804283802454","0.874391348044898","0.917217219560011","2"
"No","2014","Full Time","middle vocational","4117","0.913184965628573","0.904982060978538","0.921387870278608","2"
"No","2014","Full Time","vocational + Abi","826","0.890930558846629","0.870677022366611","0.911184095326646","2"
"No","2014","Full Time","higher vocational","722","0.917947277017397","0.898724214518244","0.93717033951655","2"
"No","2014","Full Time","higher education","2763","0.92751502931421","0.91818519826211","0.93684486036631","2"
"No","2014","Part Time","in school","71","0.917095897560571","0.855507612010527","0.978684183110614","2"
"No","2014","Part Time","inadequately","106","0.76850479628677","0.69682173228857","0.840187860284969","2"
"No","2014","Part Time","general elemantary","718","0.875526050047138","0.853013129469175","0.898038970625101","2"
"No","2014","Part Time","middle vocational","3111","0.863491353270426","0.852184730838746","0.874797975702105","2"
"No","2014","Part Time","vocational + Abi","652","0.876937676598193","0.853252709178275","0.90062264401811","2"
"No","2014","Part Time","higher vocational","305","0.861090907835193","0.825265065029907","0.89691675064048","2"
"No","2014","Part Time","higher education","1490","0.871020123752529","0.855040012036161","0.887000235468897","2"
"No","2014","Not Working","in school","328","0.885318866468816","0.852585305946873","0.91805242699076","2"
"No","2014","Not Working","inadequately","227","0.856368358495877","0.815434856176052","0.897301860815701","2"
"No","2014","Not Working","general elemantary","1192","0.786848462894616","0.76619231177707","0.807504614012162","2"
"No","2014","Not Working","middle vocational","3661","0.805176881301462","0.793624138423619","0.816729624179305","2"
"No","2014","Not Working","vocational + Abi","326","0.817588291354404","0.780023691968976","0.855152890739831","2"
"No","2014","Not Working","higher vocational","358","0.76582275288015","0.726953861801284","0.804691643959015","2"
"No","2014","Not Working","higher education","1294","0.804119411428945","0.784537703670299","0.823701119187591","2"
"Yes","2014","Part Time","in school","6","","","","1"
"Yes","2014","Part Time","inadequately","27","","","","1"
"Yes","2014","Part Time","general elemantary","108","0.124473949952862","0.101961029374899","0.146986870530825","1"
"Yes","2014","Part Time","middle vocational","431","0.136508646729574","0.125202024297895","0.147815269161254","1"
"Yes","2014","Part Time","vocational + Abi","87","0.123062323401807","0.0993773559818897","0.146747290821725","1"
"Yes","2014","Part Time","higher vocational","53","0.138909092164807","0.10308324935952","0.174734934970093","1"
"Yes","2014","Part Time","higher education","200","0.128979876247471","0.112999764531103","0.144959987963839","1"
"Yes","2014","Not Working","higher education","284","0.195880588571055","0.176298880812409","0.215462296329701","1"
"Yes","2014","Full Time","general elemantary","86","0.104195716197546","0.0827827804399894","0.125608651955102","1"
"Yes","2014","Full Time","middle vocational","409","0.0868150343714272","0.0786121297213923","0.095017939021462","1"
"Yes","2014","Not Working","general elemantary","318","0.213151537105384","0.192495385987838","0.23380768822293","1"
"Yes","2014","Not Working","middle vocational","854","0.194823118698538","0.183270375820696","0.206375861576381","1"
"Yes","2014","Not Working","vocational + Abi","80","0.182411708645596","0.144847109260169","0.219976308031024","1"
"Yes","2014","Not Working","higher vocational","98","0.23417724711985","0.195308356040985","0.273046138198716","1"
"Yes","2014","Full Time","in school","","","","","1"
"Yes","2014","Full Time","inadequately","17","","","","1"
"Yes","2014","Full Time","higher vocational","61","0.0820527229826028","0.0628296604834503","0.101275785481755","1"
"Yes","2014","Not Working","inadequately","55","0.143631641504123","0.102698139184299","0.184565143823948","1"
"Yes","2014","Full Time","vocational + Abi","84","0.109069441153371","0.0888159046733536","0.129322977633389","1"
"Yes","2014","Full Time","higher education","204","0.0724849706857897","0.0631551396336897","0.0818148017378897","1"
"Yes","2014","Not Working","in school","36","0.114681133531184","0.0819475730092404","0.147414694053128","1"
"No","2015","Full Time","in school","2","","","","2"
"No","2015","Full Time","inadequately","76","0.951322859670113","0.904746272892614","0.997899446447612","2"
"No","2015","Full Time","general elemantary","605","0.889457258333773","0.865749466127625","0.91316505053992","2"
"No","2015","Full Time","middle vocational","3809","0.913507213377883","0.904982853258034","0.922031573497731","2"
"No","2015","Full Time","vocational + Abi","821","0.906277178294079","0.887108383520589","0.92544597306757","2"
"No","2015","Full Time","higher vocational","693","0.921764518681415","0.902532757602819","0.940996279760011","2"
"No","2015","Full Time","higher education","2575","0.934214674478625","0.925010868326948","0.943418480630302","2"
"No","2015","Part Time","in school","66","0.890329905376989","0.818648543049604","0.962011267704374","2"
"No","2015","Part Time","inadequately","76","0.837164154471423","0.761718453769104","0.912609855173741","2"
"No","2015","Part Time","general elemantary","600","0.862503692158389","0.836845795986474","0.888161588330304","2"
"No","2015","Part Time","middle vocational","2964","0.875392080899109","0.864256109068975","0.886528052729243","2"
"No","2015","Part Time","vocational + Abi","629","0.85784554025328","0.832408674296885","0.883282406209674","2"
"No","2015","Part Time","higher vocational","293","0.834736018855306","0.795429488191017","0.874042549519595","2"
"No","2015","Part Time","higher education","1416","0.86425521994986","0.847570948721033","0.880939491178687","2"
"No","2015","Not Working","in school","254","0.94227038361542","0.914754677876541","0.9697860893543","2"
"No","2015","Not Working","inadequately","188","0.800706018767271","0.749848220354548","0.851563817179994","2"
"No","2015","Not Working","general elemantary","1066","0.811068680271085","0.789943205013951","0.832194155528219","2"
"No","2015","Not Working","middle vocational","3295","0.777990033061848","0.765325809070666","0.79065425705303","2"
"No","2015","Not Working","vocational + Abi","268","0.773482466726579","0.729377632891268","0.817587300561891","2"
"No","2015","Not Working","higher vocational","334","0.762989433352242","0.722888975280656","0.803089891423828","2"
"No","2015","Not Working","higher education","1190","0.794669082838262","0.774082496597432","0.815255669079092","2"
"Yes","2015","Part Time","higher education","203","0.13574478005014","0.119060508821314","0.152429051278967","1"
"Yes","2015","Part Time","in school","7","","","","1"
"Yes","2015","Part Time","inadequately","16","","","","1"
"Yes","2015","Part Time","general elemantary","92","0.137496307841611","0.111838411669696","0.163154204013526","1"
"Yes","2015","Part Time","middle vocational","415","0.124607919100891","0.113471947270757","0.135743890931025","1"
"Yes","2015","Part Time","vocational + Abi","95","0.14215445974672","0.116717593790326","0.167591325703115","1"
"Yes","2015","Part Time","higher vocational","50","0.165263981144694","0.125957450480405","0.204570511808983","1"
"Yes","2015","Not Working","higher education","289","0.205330917161738","0.184744330920908","0.225917503402568","1"
"Yes","2015","Full Time","general elemantary","67","0.110542741666227","0.0868349494600804","0.134250533872375","1"
"Yes","2015","Full Time","middle vocational","368","0.0864927866221174","0.077968426502269","0.0950171467419658","1"
"Yes","2015","Not Working","higher vocational","98","0.237010566647758","0.196910108576172","0.277111024719344","1"
"Yes","2015","Not Working","general elemantary","253","0.188931319728915","0.167805844471781","0.210056794986049","1"
"Yes","2015","Not Working","middle vocational","842","0.222009966938152","0.20934574294697","0.234674190929334","1"
"Yes","2015","Not Working","vocational + Abi","78","0.226517533273421","0.182412699438109","0.270622367108732","1"
"Yes","2015","Full Time","higher vocational","56","0.0782354813185851","0.059003720239989","0.0974672423971813","1"
"Yes","2015","Full Time","in school","","","","","1"
"Yes","2015","Full Time","higher education","212","0.0657853255213749","0.0565815193696977","0.074989131673052","1"
"Yes","2015","Full Time","inadequately","6","","","","1"
"Yes","2015","Not Working","inadequately","49","0.199293981232729","0.148436182820006","0.250151779645452","1"
"Yes","2015","Full Time","vocational + Abi","67","0.0937228217059205","0.0745540269324303","0.112891616479411","1"
"Yes","2015","Not Working","in school","22","","","","1"
"No","2016","Full Time","in school","1","","","","2"
"No","2016","Full Time","inadequately","64","0.916041181937113","0.852423576502165","0.979658787372061","2"
"No","2016","Full Time","general elemantary","557","0.880789021146498","0.855565974944852","0.906012067348144","2"
"No","2016","Full Time","middle vocational","3603","0.904514637669261","0.895364823899633","0.913664451438889","2"
"No","2016","Full Time","vocational + Abi","853","0.916078958037448","0.898258925023307","0.933898991051588","2"
"No","2016","Full Time","higher vocational","649","0.911139412200795","0.89026828079551","0.93201054360608","2"
"No","2016","Full Time","higher education","2528","0.938131382821401","0.92907259038831","0.947190175254491","2"
"No","2016","Part Time","in school","63","0.900452254888969","0.830315586944394","0.970588922833543","2"
"No","2016","Part Time","inadequately","89","0.790064663106107","0.714640035999425","0.865489290212789","2"
"No","2016","Part Time","general elemantary","596","0.863696043596858","0.838205554572474","0.889186532621241","2"
"No","2016","Part Time","middle vocational","2801","0.874825246645191","0.863343612214704","0.886306881075678","2"
"No","2016","Part Time","vocational + Abi","640","0.922792538733117","0.903241346170675","0.942343731295559","2"
"No","2016","Part Time","higher vocational","257","0.917431739096431","0.885645049849752","0.94921842834311","2"
"No","2016","Part Time","higher education","1476","0.878767351487623","0.863187401504541","0.894347301470705","2"
"No","2016","Not Working","in school","250","0.950342405238094","0.924087943980748","0.97659686649544","2"
"No","2016","Not Working","inadequately","174","0.884008331728909","0.841403407172049","0.926613256285769","2"
"No","2016","Not Working","general elemantary","992","0.787332474487306","0.764593672897808","0.810071276076805","2"
