"ple0053","year","education","n","percent","lower_confidence","upper_confidence"
"No","1987","no degree/no degree yet","894","0.896156691824494","0.877315230231651","0.914998153417337"
"Yes","1988","lower secondary degree","643","0.140883323187558","0.131117324774185","0.15064932160093"
"Yes","1988","secondary school degree","193","0.10633484521534","0.0919493765786547","0.120720313852024"
"Yes","1988","college entrance qualification","112","0.0956529856859116","0.0788646359343239","0.112441335437499"
"Yes","1988","Other degree","127","0.133349686411313","0.113008973105132","0.153690399717494"
"Yes","1988","no degree/no degree yet","114","0.119330385176312","0.0982331047820565","0.140427665570567"
"No","1988","lower secondary degree","4232","0.859116676812442","0.84935067839907","0.868882675225815"
"No","1988","secondary school degree","1571","0.89366515478466","0.879279686147975","0.908050623421345"
"No","1988","college entrance qualification","1067","0.904347014314088","0.887558664562501","0.921135364065676"
"No","1988","Other degree","946","0.866650313588687","0.846309600282506","0.886991026894868"
"No","1988","no degree/no degree yet","793","0.880669614823688","0.859572334429433","0.901766895217944"
"Yes","1989","lower secondary degree","612","0.135506565345173","0.125681782165008","0.145331348525337"
"Yes","1989","secondary school degree","204","0.122153255991088","0.106641602810101","0.137664909172075"
"Yes","1989","college entrance qualification","102","0.0927000649313038","0.076298244745471","0.109101885117137"
"Yes","1989","Other degree","101","0.0997876357390785","0.0814660783611054","0.118109193117052"
"Yes","1989","no degree/no degree yet","107","0.0923955278517435","0.073284344131099","0.111506711572388"
"No","1989","lower secondary degree","4050","0.864493434654827","0.854668651474663","0.874318217834992"
"No","1989","secondary school degree","1508","0.877846744008912","0.862335090827925","0.893358397189899"
"No","1989","college entrance qualification","1099","0.907299935068696","0.890898114882863","0.923701755254529"
"No","1989","Other degree","927","0.900212364260921","0.881890806882948","0.918533921638894"
"No","1989","no degree/no degree yet","775","0.907604472148256","0.888493288427612","0.926715655868901"
"Yes","1990","lower secondary degree","","","",""
"Yes","1990","secondary school degree","","","",""
"Yes","1990","college entrance qualification","","","",""
"Yes","1990","Other degree","","","",""
"Yes","1990","no degree/no degree yet","","","",""
"No","1990","lower secondary degree","","","",""
"No","1990","secondary school degree","","","",""
"No","1990","college entrance qualification","","","",""
"No","1990","Other degree","","","",""
"No","1990","no degree/no degree yet","","","",""
"Yes","1991","lower secondary degree","590","0.141076988325576","0.130853992258299","0.151299984392854"
"Yes","1991","secondary school degree","206","0.126046726613336","0.110274034468566","0.141819418758106"
"Yes","1991","college entrance qualification","146","0.122879480532857","0.104621337205071","0.141137623860643"
"Yes","1991","Other degree","119","0.13491949723498","0.113691834951064","0.156147159518896"
"Yes","1991","no degree/no degree yet","84","0.115712196073418","0.0938447246375456","0.13757966750929"
"No","1991","lower secondary degree","3864","0.858923011674424","0.848700015607146","0.869146007741702"
"No","1991","secondary school degree","1495","0.873953273386664","0.858180581241894","0.889725965531434"
"No","1991","college entrance qualification","1096","0.877120519467143","0.858862376139356","0.895378662794929"
"No","1991","Other degree","876","0.86508050276502","0.843852840481104","0.886308165048936"
"No","1991","no degree/no degree yet","738","0.884287803926582","0.86242033249071","0.906155275362454"
"Yes","1992","lower secondary degree","736","0.135240396183905","0.126474779843716","0.144006012524095"
"Yes","1992","secondary school degree","372","0.109621483396888","0.0994245307275987","0.119818436066178"
"Yes","1992","college entrance qualification","175","0.106602072119244","0.0921058778956783","0.121098266342809"
"Yes","1992","Other degree","104","0.11587839507768","0.0961580244789175","0.135598765676442"
"Yes","1992","no degree/no degree yet","83","0.106824389556658","0.0861679652124764","0.127480813900839"
"No","1992","lower secondary degree","5111","0.864759603816095","0.855993987475905","0.873525220156284"
"No","1992","secondary school degree","3234","0.890378516603112","0.880181563933822","0.900575469272401"
"No","1992","college entrance qualification","1566","0.893397927880756","0.878901733657191","0.907894122104322"
"No","1992","Other degree","908","0.88412160492232","0.864401234323558","0.903841975521082"
"No","1992","no degree/no degree yet","776","0.893175610443342","0.872519186099161","0.913832034787524"
"Yes","1993","lower secondary degree","","","",""
"Yes","1993","secondary school degree","","","",""
"Yes","1993","college entrance qualification","","","",""
"Yes","1993","Other degree","","","",""
"Yes","1993","no degree/no degree yet","","","",""
"No","1993","lower secondary degree","","","",""
"No","1993","secondary school degree","","","",""
"No","1993","college entrance qualification","","","",""
"No","1993","Other degree","","","",""
"No","1993","no degree/no degree yet","","","",""
"Yes","1994","lower secondary degree","760","0.156161940348042","0.146570033531707","0.165753847164377"
"Yes","1994","secondary school degree","373","0.12262307220169","0.111784317823273","0.133461826580107"
"Yes","1994","college entrance qualification","164","0.0962636395646237","0.0827128558437172","0.10981442328553"
"Yes","1994","Other degree","85","0.0901889246371255","0.0714951485584822","0.108882700715769"
"Yes","1994","no degree/no degree yet","91","0.106198477652626","0.0852386003762744","0.127158354928978"
"No","1994","lower secondary degree","4742","0.843838059651958","0.834246152835624","0.853429966468293"
"No","1994","secondary school degree","3145","0.87737692779831","0.866538173419893","0.888215682176727"
"No","1994","college entrance qualification","1656","0.903736360435376","0.89018557671447","0.917287144156283"
"No","1994","Other degree","817","0.909811075362875","0.891117299284231","0.928504851441518"
"No","1994","no degree/no degree yet","739","0.893801522347374","0.872841645071022","0.914761399623726"
"Yes","1995","lower secondary degree","738","0.147928350460953","0.138458236781946","0.157398464139961"
"Yes","1995","secondary school degree","399","0.113542467689618","0.103145738000284","0.123939197378952"
"Yes","1995","college entrance qualification","177","0.102982374272779","0.0893589561626957","0.116605792382863"
"Yes","1995","Other degree","139","0.124558272092496","0.105677094945651","0.143439449239341"
"Yes","1995","no degree/no degree yet","89","0.0934598846661492","0.0740060599170466","0.112913709415252"
"No","1995","lower secondary degree","4661","0.852071649539047","0.842601535860039","0.861541763218054"
"No","1995","secondary school degree","3178","0.886457532310382","0.876060802621048","0.896854261999716"
"No","1995","college entrance qualification","1735","0.897017625727221","0.883394207617137","0.910641043837304"
"No","1995","Other degree","1036","0.875441727907504","0.856560550760659","0.894322905054349"
"No","1995","no degree/no degree yet","771","0.906540115333851","0.887086290584748","0.925993940082953"
"Yes","1996","lower secondary degree","699","0.145130851912765","0.135620125564159","0.154641578261371"
"Yes","1996","secondary school degree","410","0.112311490951007","0.101977089129657","0.122645892772358"
"Yes","1996","college entrance qualification","205","0.105387677334736","0.0916317624850361","0.119143592184437"
"Yes","1996","Other degree","141","0.138689381070353","0.118246202284785","0.159132559855922"
"Yes","1996","no degree/no degree yet","97","0.123133331125258","0.100751917262431","0.145514744988084"
"No","1996","lower secondary degree","4570","0.854869148087235","0.845358421738629","0.864379874435841"
"No","1996","secondary school degree","3176","0.887688509048993","0.877354107227642","0.898022910870343"
"No","1996","college entrance qualification","1709","0.894612322665263","0.880856407815563","0.908368237514964"
"No","1996","Other degree","957","0.861310618929647","0.840867440144078","0.881753797715215"
"No","1996","no degree/no degree yet","731","0.876866668874742","0.854485255011916","0.899248082737569"
"Yes","1997","lower secondary degree","744","0.151457687578282","0.141667641664016","0.161247733492548"
"Yes","1997","secondary school degree","382","0.113593418111776","0.103144878706391","0.12404195751716"
"Yes","1997","college entrance qualification","180","0.100374209220007","0.086998980922265","0.113749437517749"
"Yes","1997","Other degree","120","0.101602370635795","0.0830431206632503","0.12016162060834"
"Yes","1997","no degree/no degree yet","87","0.116182193587577","0.0942092509330118","0.138155136242141"
"No","1997","lower secondary degree","4407","0.848542312421718","0.838752266507452","0.858332358335984"
"No","1997","secondary school degree","3161","0.886406581888224","0.87595804248284","0.896855121293609"
"No","1997","college entrance qualification","1759","0.899625790779993","0.886250562482251","0.913001019077735"
"No","1997","Other degree","898","0.898397629364205","0.87983837939166","0.91695687933675"
"No","1997","no degree/no degree yet","730","0.883817806412423","0.861844863757859","0.905790749066988"
"Yes","1998","lower secondary degree","789","0.143575903579331","0.134425994717918","0.152725812440745"
"Yes","1998","secondary school degree","442","0.119768148137899","0.10956218089589","0.129974115379908"
"Yes","1998","college entrance qualification","221","0.107078892938962","0.0942017443658768","0.119956041512047"
"Yes","1998","Other degree","121","0.131837111356817","0.110868602906658","0.152805619806976"
"Yes","1998","no degree/no degree yet","86","0.115974090027168","0.0939235837458537","0.138024596308482"
"No","1998","lower secondary degree","4853","0.856424096420669","0.847274187559256","0.865574005282082"
"No","1998","secondary school degree","3446","0.880231851862101","0.870025884620092","0.89043781910411"
"No","1998","college entrance qualification","1994","0.892921107061038","0.880043958487953","0.905798255634123"
"No","1998","Other degree","879","0.868162888643183","0.847194380193024","0.889131397093342"
"No","1998","no degree/no degree yet","724","0.884025909972832","0.861975403691518","0.906076416254146"
"Yes","1999","lower secondary degree","807","0.157042405001435","0.147445072302246","0.166639737700625"
"Yes","1999","secondary school degree","420","0.109889672513488","0.10002719339976","0.119752151627217"
"Yes","1999","college entrance qualification","221","0.113649697193551","0.100482666860442","0.126816727526661"
"Yes","1999","Other degree","112","0.135689180554871","0.113691300223526","0.157687060886217"
"Yes","1999","no degree/no degree yet","84","0.128179655593761","0.104704827965111","0.151654483222411"
"No","1999","lower secondary degree","4714","0.842957594998565","0.833360262299375","0.852554927697754"
"No","1999","secondary school degree","3443","0.890110327486512","0.880247848372783","0.89997280660024"
"No","1999","college entrance qualification","2011","0.886350302806449","0.873183272473339","0.899517333139558"
"No","1999","Other degree","819","0.864310819445129","0.842312939113783","0.886308699776474"
"No","1999","no degree/no degree yet","695","0.871820344406239","0.848345516777589","0.895295172034889"
"Yes","2000","lower secondary degree","1405","0.145320525344046","0.138401375015234","0.152239675672858"
"Yes","2000","secondary school degree","764","0.108543285581379","0.10124843337154","0.115838137791219"
"Yes","2000","college entrance qualification","441","0.0921368406362336","0.0839067881389215","0.100366893133546"
"Yes","2000","Other degree","183","0.118255089201415","0.10214319769244","0.134366980710389"
"Yes","2000","no degree/no degree yet","75","0.0892605523277481","0.0708765966490876","0.107644508006409"
"No","2000","lower secondary degree","8561","0.854679474655954","0.847760324327142","0.861598624984766"
"No","2000","secondary school degree","6221","0.891456714418621","0.884161862208781","0.89875156662846"
"No","2000","college entrance qualification","4303","0.907863159363766","0.899633106866454","0.916093211861079"
"No","2000","Other degree","1360","0.881744910798585","0.865633019289611","0.89785680230756"
"No","2000","no degree/no degree yet","849","0.910739447672252","0.892355491993591","0.929123403350912"
"Yes","2001","lower secondary degree","1280","0.151873500376802","0.144359980345447","0.159387020408156"
"Yes","2001","secondary school degree","689","0.108100460402364","0.100511529860957","0.11568939094377"
"Yes","2001","college entrance qualification","445","0.0993563362270356","0.0905593665056426","0.108153305948429"
"Yes","2001","Other degree","157","0.120249498943544","0.103039040679214","0.137459957207873"
"Yes","2001","no degree/no degree yet","60","0.0691440069415506","0.0522956507681449","0.0859923631149563"
"No","2001","lower secondary degree","7485","0.848126499623198","0.840612979591844","0.855640019654553"
"No","2001","secondary school degree","5742","0.891899539597637","0.88431060905623","0.899488470139043"
"No","2001","college entrance qualification","3997","0.900643663772964","0.891846694051571","0.909440633494357"
"No","2001","Other degree","1215","0.879750501056456","0.862540042792127","0.896960959320786"
"No","2001","no degree/no degree yet","811","0.930855993058449","0.914007636885044","0.947704349231855"
"Yes","2002","lower secondary degree","1220","0.148261963492447","0.140645823163699","0.155878103821196"
"Yes","2002","secondary school degree","726","0.115066510004796","0.107427391145272","0.122705628864321"
"Yes","2002","college entrance qualification","549","0.104016713494107","0.0960224573960963","0.112010969592118"
"Yes","2002","Other degree","142","0.103059337163607","0.0867010375376917","0.119417636789522"
"Yes","2002","no degree/no degree yet","75","0.0999453636961783","0.0804904877765136","0.119400239615843"
"No","2002","lower secondary degree","7143","0.851738036507553","0.844121896178804","0.859354176836302"
"No","2002","secondary school degree","5977","0.884933489995204","0.877294371135679","0.892572608854729"
"No","2002","college entrance qualification","5053","0.895983286505893","0.887989030407882","0.903977542603904"
"No","2002","Other degree","1185","0.896940662836393","0.880582363210478","0.913298962462308"
"No","2002","no degree/no degree yet","838","0.900054636303822","0.880599760384157","0.919509512223486"
"Yes","2003","lower secondary degree","1119","0.148113159150913","0.140289172157822","0.155937146144005"
"Yes","2003","secondary school degree","724","0.109809493902038","0.102182359633637","0.11743662817044"
"Yes","2003","college entrance qualification","538","0.105815088221671","0.0976357963410997","0.113994380102242"
"Yes","2003","Other degree","157","0.120875033527684","0.102738436193256","0.139011630862111"
"Yes","2003","no degree/no degree yet","73","0.107577313840698","0.0872552406812644","0.127899387000131"
"No","2003","lower secondary degree","6799","0.851886840849087","0.844062853855995","0.859710827842178"
"No","2003","secondary school degree","5731","0.890190506097962","0.88256337182956","0.897817640366363"
"No","2003","college entrance qualification","4895","0.894184911778329","0.886005619897758","0.9023642036589"
"No","2003","Other degree","1084","0.879124966472316","0.860988369137889","0.897261563806744"
"No","2003","no degree/no degree yet","820","0.892422686159302","0.872100612999869","0.912744759318736"
"Yes","2004","lower secondary degree","1113","0.153530702976014","0.145411962388991","0.161649443563036"
"Yes","2004","secondary school degree","718","0.118044840405773","0.110072864407741","0.126016816403804"
"Yes","2004","college entrance qualification","527","0.105414847277382","0.0972060374233447","0.11362365713142"
"Yes","2004","Other degree","151","0.126646173345264","0.107766211467265","0.145526135223262"
"Yes","2004","no degree/no degree yet","71","0.0939257550572028","0.0749404015597967","0.112911108554609"
"No","2004","lower secondary degree","6461","0.846469297023986","0.838350556436964","0.854588037611009"
"No","2004","secondary school degree","5575","0.881955159594227","0.873983183596196","0.889927135592259"
"No","2004","college entrance qualification","4849","0.894585152722618","0.88637634286858","0.902793962576655"
"No","2004","Other degree","1041","0.873353826654736","0.854473864776738","0.892233788532735"
"No","2004","no degree/no degree yet","836","0.906074244942797","0.887088891445391","0.925059598440203"
"Yes","2005","lower secondary degree","948","0.135793879413906","0.127829467744859","0.143758291082954"
"Yes","2005","secondary school degree","653","0.118737314036388","0.110561844957592","0.126912783115184"
"Yes","2005","college entrance qualification","494","0.0996418020685687","0.0914969394495025","0.107786664687635"
"Yes","2005","Other degree","132","0.132841103935555","0.113043314541758","0.152638893329353"
"Yes","2005","no degree/no degree yet","60","0.0773617657370684","0.0599459914872819","0.094777539986855"
"No","2005","lower secondary degree","6159","0.864206120586094","0.856241708917046","0.872170532255141"
"No","2005","secondary school degree","5361","0.881262685963612","0.873087216884816","0.889438155042408"
"No","2005","college entrance qualification","4701","0.900358197931431","0.892213335312365","0.908503060550497"
"No","2005","Other degree","997","0.867158896064445","0.847361106670647","0.886956685458242"
"No","2005","no degree/no degree yet","844","0.922638234262931","0.905222460013145","0.940054008512718"
"Yes","2006","lower secondary degree","1108","0.154134327667266","0.146034032467224","0.162234622867308"
"Yes","2006","secondary school degree","679","0.111346558682254","0.103685906303887","0.119007211060621"
"Yes","2006","college entrance qualification","569","0.102682952814059","0.0947476513172693","0.110618254310849"
"Yes","2006","Other degree","133","0.118101303299663","0.0998491846682887","0.136353421931037"
"Yes","2006","no degree/no degree yet","58","0.128770476560316","0.103139177683387","0.154401775437246"
"No","2006","lower secondary degree","6525","0.845865672332734","0.837765377132692","0.853965967532776"
"No","2006","secondary school degree","5798","0.888653441317746","0.880992788939379","0.896314093696113"
"No","2006","college entrance qualification","5052","0.897317047185941","0.889381745689151","0.905252348682731"
"No","2006","Other degree","1068","0.881898696700337","0.863646578068963","0.900150815331711"
"No","2006","no degree/no degree yet","598","0.871229523439684","0.845598224562754","0.896860822316614"
"Yes","2007","lower secondary degree","1011","0.152706944947972","0.144247791185118","0.161166098710826"
"Yes","2007","secondary school degree","659","0.110992827638715","0.103083351777854","0.118902303499576"
"Yes","2007","college entrance qualification","561","0.102444483801211","0.0943865519408825","0.11050241566154"
"Yes","2007","Other degree","137","0.127363250427329","0.107425104664269","0.147301396190389"
"Yes","2007","no degree/no degree yet","52","0.1037819968541","0.0784774342547762","0.129086559453425"
"No","2007","lower secondary degree","5935","0.847293055052028","0.838833901289175","0.855752208814882"
"No","2007","secondary school degree","5400","0.889007172361285","0.881097696500424","0.896916648222146"
"No","2007","college entrance qualification","4879","0.897555516198789","0.88949758433846","0.905613448059118"
"No","2007","Other degree","937","0.872636749572671","0.852698603809611","0.892574895335731"
"No","2007","no degree/no degree yet","506","0.8962180031459","0.870913440546575","0.921522565745224"
"Yes","2008","lower secondary degree","963","0.14371224899558","0.13517239714942","0.152252100841739"
"Yes","2008","secondary school degree","601","0.105566371768969","0.0976246756626435","0.113508067875294"
"Yes","2008","college entrance qualification","506","0.103633410628493","0.0952971632675047","0.111969657989481"
"Yes","2008","Other degree","119","0.110330952277249","0.0903872011372596","0.130274703417239"
"Yes","2008","no degree/no degree yet","39","0.069149049125757","0.0479072649775411","0.090390833273973"
"No","2008","lower secondary degree","5519","0.85628775100442","0.847747899158261","0.86482760285058"
"No","2008","secondary school degree","5150","0.894433628231031","0.886491932124706","0.902375324337356"
"No","2008","college entrance qualification","4629","0.896366589371507","0.888030342010519","0.904702836732495"
"No","2008","Other degree","829","0.889669047722751","0.869725296582761","0.90961279886274"
"No","2008","no degree/no degree yet","509","0.930850950874243","0.909609166726027","0.952092735022459"
"Yes","2009","lower secondary degree","967","0.155963518352414","0.1467507540009","0.165176282703929"
"Yes","2009","secondary school degree","651","0.120043838914887","0.111389596690069","0.128698081139704"
"Yes","2009","college entrance qualification","511","0.10997487354489","0.101217678679213","0.118732068410568"
"Yes","2009","Other degree","99","0.118158927871169","0.0959429161451009","0.140374939597236"
"Yes","2009","no degree/no degree yet","40","0.0886241493392544","0.063408916772008","0.113839381906501"
"No","2009","lower secondary degree","4991","0.844036481647586","0.834823717296071","0.8532492459991"
"No","2009","secondary school degree","4767","0.879956161085113","0.871301918860296","0.888610403309931"
"No","2009","college entrance qualification","4392","0.89002512645511","0.881267931589432","0.898782321320787"
"No","2009","Other degree","712","0.881841072128831","0.859625060402764","0.904057083854899"
"No","2009","no degree/no degree yet","448","0.911375850660746","0.886160618093499","0.936591083227992"
"Yes","2010","lower secondary degree","1123","0.165391074640651","0.156608754047869","0.174173395233433"
"Yes","2010","secondary school degree","999","0.120660685520007","0.1132690623741","0.128052308665914"
"Yes","2010","college entrance qualification","799","0.0952018831127666","0.0882302113612338","0.1021735548643"
"Yes","2010","Other degree","222","0.105216208053035","0.0901107522307416","0.120321663875328"
"Yes","2010","no degree/no degree yet","93","0.10111555956628","0.0799310107582684","0.122300108374292"
"No","2010","lower secondary degree","5752","0.834608925359349","0.825826604766567","0.84339124595213"
"No","2010","secondary school degree","6461","0.879339314479993","0.871947691334086","0.8867309376259"
"No","2010","college entrance qualification","6009","0.904798116887233","0.897826445135701","0.911769788638766"
"No","2010","Other degree","1363","0.894783791946965","0.879678336124672","0.909889247769259"
"No","2010","no degree/no degree yet","685","0.89888444043372","0.877699891625708","0.920068989241732"
"Yes","2011","lower secondary degree","1330","0.166528057835836","0.158451617761152","0.17460449791052"
"Yes","2011","secondary school degree","1184","0.127728229298011","0.120711937738223","0.1347445208578"
"Yes","2011","college entrance qualification","938","0.111899259784774","0.104977039665335","0.118821479904214"
"Yes","2011","Other degree","278","0.129839222701629","0.114661369538601","0.145017075864656"
"Yes","2011","no degree/no degree yet","118","0.128919300913692","0.107098426058639","0.150740175768745"
"No","2011","lower secondary degree","6844","0.833471942164164","0.82539550208948","0.841548382238848"
"No","2011","secondary school degree","7510","0.872271770701989","0.8652554791422","0.879288062261777"
"No","2011","college entrance qualification","7029","0.888100740215226","0.881178520095786","0.895022960334665"
"No","2011","Other degree","1606","0.870160777298371","0.854982924135344","0.885338630461399"
"No","2011","no degree/no degree yet","788","0.871080699086308","0.849259824231255","0.892901573941361"
"Yes","2012","lower secondary degree","1350","0.176424604914061","0.168036033683065","0.184813176145058"
"Yes","2012","secondary school degree","1122","0.143740481400057","0.136264724623439","0.151216238176676"
"Yes","2012","college entrance qualification","808","0.0960192240029789","0.0894972892132533","0.102541158792705"
"Yes","2012","Other degree","264","0.130673182852259","0.115356088338495","0.145990277366023"
"Yes","2012","no degree/no degree yet","122","0.142718840739733","0.119904574249692","0.165533107229774"
"No","2012","lower secondary degree","6582","0.823575395085939","0.815186823854942","0.831963966316936"
"No","2012","secondary school degree","7338","0.856259518599943","0.848783761823324","0.863735275376561"
"No","2012","college entrance qualification","7031","0.903980775997021","0.897458841207295","0.910502710786747"
"No","2012","Other degree","1596","0.869326817147741","0.854009722633977","0.884643911661505"
"No","2012","no degree/no degree yet","781","0.857281159260267","0.834466892770226","0.880095425750308"
"Yes","2013","lower secondary degree","1287","0.192681373733542","0.183557301448788","0.201805446018295"
"Yes","2013","secondary school degree","991","0.129906737303137","0.122508968857559","0.137304505748714"
"Yes","2013","college entrance qualification","808","0.111034157137314","0.10390098827546","0.118167325999168"
"Yes","2013","Other degree","197","0.124213694156759","0.108211783994083","0.140215604319434"
"Yes","2013","no degree/no degree yet","111","0.153690873896949","0.129184729964743","0.178197017829155"
"No","2013","lower secondary degree","5891","0.807318626266458","0.798194553981705","0.816442698551211"
"No","2013","secondary school degree","6943","0.870093262696863","0.862695494251286","0.877491031142441"
"No","2013","college entrance qualification","6644","0.888965842862686","0.881832674000833","0.89609901172454"
"No","2013","Other degree","1435","0.875786305843241","0.859784395680565","0.891788216005917"
"No","2013","no degree/no degree yet","721","0.846309126103051","0.821802982170845","0.870815270035257"
"Yes","2014","lower secondary degree","1166","0.174857460100445","0.165905313813646","0.183809606387245"
"Yes","2014","secondary school degree","944","0.131057037161037","0.123448031199385","0.138666043122689"
"Yes","2014","college entrance qualification","761","0.109655233912636","0.102557189757849","0.116753278067424"
"Yes","2014","Other degree","459","0.142641876309962","0.13072839331598","0.154555359303945"
"Yes","2014","no degree/no degree yet","142","0.135762883175718","0.114585512247338","0.156940254104098"
"No","2014","lower secondary degree","5750","0.825142539899555","0.816190393612755","0.834094686186354"
"No","2014","secondary school degree","6612","0.868942962838963","0.861333956877311","0.876551968800615"
"No","2014","college entrance qualification","6683","0.890344766087364","0.883246721932576","0.897442810242151"
"No","2014","Other degree","2851","0.857358123690038","0.845444640696055","0.86927160668402"
"No","2014","no degree/no degree yet","863","0.864237116824282","0.843059745895902","0.885414487752662"
"Yes","2015","lower secondary degree","1096","0.184360063004407","0.174812579809809","0.193907546199005"
"Yes","2015","secondary school degree","897","0.127478330735771","0.119737649782459","0.135219011689082"
"Yes","2015","college entrance qualification","782","0.116290911358091","0.108842079233518","0.123739743482664"
"Yes","2015","Other degree","369","0.141416281209177","0.128463389827684","0.15436917259067"
"Yes","2015","no degree/no degree yet","108","0.126643046507093","0.103907848126381","0.149378244887805"
"No","2015","lower secondary degree","5241","0.815639936995593","0.806092453800995","0.82518742019019"
"No","2015","secondary school degree","6234","0.872521669264229","0.864780988310918","0.880262350217541"
"No","2015","college entrance qualification","6333","0.883709088641909","0.876260256517336","0.891157920766482"
"No","2015","Other degree","2411","0.858583718790823","0.84563082740933","0.871536610172316"
"No","2015","no degree/no degree yet","714","0.873356953492907","0.850621755112195","0.896092151873619"
"Yes","2016","lower secondary degree","1010","0.177793986470587","0.167999749889325","0.187588223051849"
"Yes","2016","secondary school degree","824","0.125171234270081","0.11720527876462","0.133137189775542"
"Yes","2016","college entrance qualification","709","0.106674310375078","0.0993333628888658","0.11401525786129"
"Yes","2016","Other degree","444","0.135053834122775","0.123303386566041","0.14680428167951"
"Yes","2016","no degree/no degree yet","109","0.129383769163678","0.106369862796707","0.152397675530649"
"No","2016","lower secondary degree","4844","0.822206013529413","0.812411776948151","0.832000250110675"
"No","2016","secondary school degree","5805","0.874828765729919","0.866862810224458","0.88279472123538"
"No","2016","college entrance qualification","6084","0.893325689624922","0.885984742138709","0.900666637111134"
"No","2016","Other degree","2806","0.864946165877225","0.85319571832049","0.876696613433959"
"No","2016","no degree/no degree yet","708","0.870616230836322","0.847602324469351","0.893630137203293"
"Yes","2017","lower secondary degree","1076","0.182835763341084","0.173122292671547","0.192549234010622"
"Yes","2017","secondary school degree","999","0.134652737956461","0.126966197554663","0.14233927835826"
"Yes","2017","college entrance qualification","861","0.111281837200121","0.104352381491488","0.118211292908754"
"Yes","2017","Other degree","437","0.159978999591562","0.147064002151694","0.172893997031431"
"Yes","2017","no degree/no degree yet","118","0.129264880892634","0.107562366338489","0.15096739544678"
"No","2017","lower secondary degree","5007","0.817164236658916","0.807450765989378","0.826877707328453"
"No","2017","secondary school degree","6577","0.865347262043539","0.85766072164174","0.873033802445337"
"No","2017","college entrance qualification","7051","0.888718162799879","0.881788707091246","0.895647618508512"
"No","2017","Other degree","2658","0.840021000408438","0.827106002968569","0.852935997848306"
"No","2017","no degree/no degree yet","800","0.870735119107366","0.84903260455322","0.892437633661511"
