"ple0053","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Yes","1984","66 and older","Thuringia","","","","","1"
"No","1985","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1985","16-34 y.","Brandenburg","","","","","2"
"No","1985","16-34 y.","Hamburg","80","0.904246678340353","0.843113993032272","0.965379363648434","2"
"No","1985","16-34 y.","Schleswig-Holstein","108","0.85670447709783","0.795767899436145","0.917641054759515","2"
"No","1985","35-65 y.","Schleswig-Holstein","169","0.896775577468249","0.853284288067828","0.94026686686867","2"
"No","1985","16-34 y.","Lower Saxony","364","0.925121673513098","0.899296744541765","0.950946602484431","2"
"No","1985","16-34 y.","Bremen","25","","","","2"
"No","1985","16-34 y.","North Rhine-Westphalia","1031","0.895864570470359","0.878340576296816","0.913388564643903","2"
"No","1985","16-34 y.","Hesse","402","0.906273175104095","0.879285181455935","0.933261168752254","2"
"No","1985","16-34 y.","Rhineland-Palatinate,Saarland","266","0.91781246093325","0.886364373083794","0.949260548782707","2"
"No","1985","16-34 y.","Baden-Württemberg","698","0.890035057902124","0.868274575367686","0.911795540436561","2"
"No","1985","16-34 y.","Bavaria","620","0.872890844100342","0.84838964705322","0.897392041147465","2"
"No","1985","16-34 y.","Berlin","114","0.902417371308172","0.850807091879537","0.954027650736807","2"
"No","1985","16-34 y.","Saxony","","","","","2"
"No","1985","16-34 y.","Saxony-Anhalt","","","","","2"
"No","1985","16-34 y.","Thuringia","","","","","2"
"No","1985","35-65 y.","Hamburg","129","0.869515529329748","0.815064322572847","0.92396673608665","2"
"No","1985","35-65 y.","Lower Saxony","525","0.901526941426071","0.877320292740522","0.92573359011162","2"
"No","1985","35-65 y.","Bremen","56","0.993407609758534","0.972399070415439","1.01441614910163","2"
"No","1985","35-65 y.","North Rhine-Westphalia","1375","0.88894975283415","0.873303124965487","0.904596380702814","2"
"No","1985","35-65 y.","Hesse","539","0.915204643133744","0.892783079926336","0.937626206341153","2"
"No","1985","35-65 y.","Rhineland-Palatinate,Saarland","343","0.905138811467751","0.875830934927866","0.934446688007636","2"
"No","1985","35-65 y.","Baden-Württemberg","958","0.90370011845347","0.886098102318964","0.921302134587975","2"
"No","1985","35-65 y.","Bavaria","875","0.879056546483364","0.858766088767648","0.89934700419908","2"
"No","1985","35-65 y.","Berlin","186","0.9211437320528","0.8839770137051","0.958310450400499","2"
"No","1985","35-65 y.","Brandenburg","","","","","2"
"No","1985","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1985","35-65 y.","Saxony","","","","","2"
"No","1985","35-65 y.","Saxony-Anhalt","","","","","2"
"No","1985","66 and older","Schleswig-Holstein","33","0.819767811110106","0.69913168106344","0.940403941156772","2"
"No","1985","66 and older","Hamburg","39","0.883882877935616","0.789222715577553","0.978543040293679","2"
"No","1985","66 and older","Lower Saxony","101","0.782867436944331","0.711161878155147","0.854572995733515","2"
"No","1985","66 and older","Hesse","83","0.853809063045643","0.783136135880212","0.924481990211073","2"
"No","1985","66 and older","Rhineland-Palatinate,Saarland","77","0.793370971065397","0.712796763279331","0.873945178851464","2"
"No","1985","35-65 y.","Thuringia","","","","","2"
"No","1985","66 and older","Bremen","27","","","","2"
"No","1985","66 and older","North Rhine-Westphalia","211","0.851620936865125","0.807468172989912","0.895773700740337","2"
"No","1985","66 and older","Baden-Württemberg","158","0.859089916313478","0.808542059781379","0.909637772845577","2"
"No","1985","66 and older","Bavaria","178","0.853461474507469","0.805401416238017","0.901521532776921","2"
"No","1985","66 and older","Berlin","32","0.843621110310575","0.728137839794426","0.959104380826723","2"
"No","1985","66 and older","Brandenburg","","","","","2"
"No","1985","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","1985","66 and older","Saxony","","","","","2"
"No","1985","66 and older","Saxony-Anhalt","","","","","2"
"No","1985","66 and older","Thuringia","","","","","2"
"Yes","1985","16-34 y.","Schleswig-Holstein","19","","","","1"
"Yes","1985","16-34 y.","Hamburg","9","","","","1"
"Yes","1985","16-34 y.","Lower Saxony","35","0.074878326486902","0.0490533975155692","0.100703255458235","1"
"Yes","1985","16-34 y.","Bremen","1","","","","1"
"Yes","1985","16-34 y.","North Rhine-Westphalia","136","0.104135429529641","0.0866114353560975","0.121659423703184","1"
"Yes","1985","16-34 y.","Hesse","46","0.0937268248959055","0.0667388312477459","0.120714818544065","1"
"Yes","1985","16-34 y.","Rhineland-Palatinate,Saarland","27","","","","1"
"Yes","1985","16-34 y.","Baden-Württemberg","96","0.109964942097876","0.0882044595634389","0.131725424632314","1"
"Yes","1985","16-34 y.","Bavaria","90","0.127109155899658","0.102607958852536","0.15161035294678","1"
"Yes","1985","16-34 y.","Berlin","13","","","","1"
"Yes","1985","16-34 y.","Brandenburg","","","","","1"
"Yes","1985","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1985","16-34 y.","Saxony","","","","","1"
"Yes","1985","16-34 y.","Saxony-Anhalt","","","","","1"
"Yes","1985","16-34 y.","Thuringia","","","","","1"
"Yes","1985","35-65 y.","Schleswig-Holstein","19","","","","1"
"Yes","1985","35-65 y.","Hamburg","18","","","","1"
"Yes","1985","35-65 y.","Lower Saxony","57","0.0984730585739291","0.0742664098883802","0.122679707259478","1"
"Yes","1985","35-65 y.","Bremen","1","","","","1"
"Yes","1985","35-65 y.","North Rhine-Westphalia","174","0.11105024716585","0.0954036192971862","0.126696875034513","1"
"Yes","1985","35-65 y.","Hesse","54","0.0847953568662557","0.0623737936588471","0.107216920073664","1"
"Yes","1985","35-65 y.","Rhineland-Palatinate,Saarland","41","0.0948611885322489","0.0655533119923642","0.124169065072134","1"
"Yes","1985","35-65 y.","Baden-Württemberg","121","0.0962998815465305","0.0786978654120247","0.113901897681036","1"
"Yes","1985","35-65 y.","Bavaria","117","0.120943453516636","0.10065299580092","0.141233911232352","1"
"Yes","1985","35-65 y.","Berlin","16","","","","1"
"Yes","1985","35-65 y.","Brandenburg","","","","","1"
"Yes","1985","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1985","35-65 y.","Saxony","","","","","1"
"Yes","1985","35-65 y.","Saxony-Anhalt","","","","","1"
"Yes","1985","35-65 y.","Thuringia","","","","","1"
"Yes","1985","66 and older","Schleswig-Holstein","6","","","","1"
"Yes","1985","66 and older","Hamburg","5","","","","1"
"Yes","1985","66 and older","Lower Saxony","26","","","","1"
"Yes","1985","66 and older","Bremen","6","","","","1"
"Yes","1985","66 and older","North Rhine-Westphalia","38","0.148379063134875","0.104226299259663","0.192531827010088","1"
"Yes","1985","66 and older","Hesse","13","","","","1"
"Yes","1985","66 and older","Rhineland-Palatinate,Saarland","20","","","","1"
"Yes","1985","66 and older","Baden-Württemberg","24","","","","1"
"Yes","1985","66 and older","Bavaria","30","0.146538525492531","0.0984784672230795","0.194598583761983","1"
"Yes","1985","66 and older","Berlin","6","","","","1"
"Yes","1985","66 and older","Brandenburg","","","","","1"
"Yes","1985","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1985","66 and older","Saxony","","","","","1"
"Yes","1985","66 and older","Saxony-Anhalt","","","","","1"
"Yes","1985","66 and older","Thuringia","","","","","1"
"No","1986","16-34 y.","Schleswig-Holstein","102","0.905243160171653","0.851480150138757","0.959006170204549","2"
"No","1986","16-34 y.","Brandenburg","","","","","2"
"No","1986","16-34 y.","Bremen","23","","","","2"
"No","1986","16-34 y.","North Rhine-Westphalia","988","0.871668617323629","0.852202304165367","0.891134930481891","2"
"No","1986","16-34 y.","Hesse","376","0.889535189088244","0.859733068392131","0.919337309784356","2"
"No","1986","16-34 y.","Baden-Württemberg","704","0.90345157220934","0.883024065566145","0.923879078852536","2"
"No","1986","16-34 y.","Bavaria","590","0.888992354615386","0.865187776412085","0.912796932818687","2"
"No","1986","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1986","16-34 y.","Saxony","","","","","2"
"No","1986","16-34 y.","Hamburg","77","0.911480530238587","0.851095160723152","0.971865899754022","2"
"No","1986","16-34 y.","Lower Saxony","380","0.914838725115593","0.887951791950889","0.941725658280297","2"
"No","1986","35-65 y.","Schleswig-Holstein","158","0.882463262747396","0.835017592018271","0.92990893347652","2"
"No","1986","35-65 y.","Hamburg","117","0.902814922227087","0.851896425610103","0.953733418844072","2"
"No","1986","35-65 y.","Lower Saxony","516","0.889853119240205","0.864241477993634","0.915464760486776","2"
"No","1986","35-65 y.","Bremen","45","0.918508791317104","0.842675461308861","0.994342121325347","2"
"No","1986","35-65 y.","Hesse","470","0.894938740259692","0.868955748468087","0.920921732051296","2"
"No","1986","16-34 y.","Berlin","112","0.901643089087142","0.849645574215044","0.95364060395924","2"
"No","1986","16-34 y.","Saxony-Anhalt","","","","","2"
"No","1986","16-34 y.","Thuringia","","","","","2"
"No","1986","16-34 y.","Rhineland-Palatinate,Saarland","260","0.854587923014823","0.814496776083511","0.894679069946136","2"
"No","1986","35-65 y.","North Rhine-Westphalia","1320","0.887763067455771","0.87175147164698","0.903774663264562","2"
"No","1986","35-65 y.","Rhineland-Palatinate,Saarland","339","0.896923333587737","0.866189834254719","0.927656832920755","2"
"No","1986","35-65 y.","Baden-Württemberg","905","0.883250346356087","0.863705672781901","0.902795019930273","2"
"No","1986","35-65 y.","Bavaria","807","0.883064496223789","0.862299895483249","0.90382909696433","2"
"No","1986","35-65 y.","Berlin","176","0.923505449655144","0.885910244767978","0.96110065454231","2"
"No","1986","35-65 y.","Brandenburg","","","","","2"
"No","1986","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1986","35-65 y.","Saxony","","","","","2"
"No","1986","35-65 y.","Saxony-Anhalt","","","","","2"
"No","1986","35-65 y.","Thuringia","","","","","2"
"No","1986","66 and older","Schleswig-Holstein","28","","","","2"
"No","1986","66 and older","Hamburg","32","0.83645075441848","0.720369992855365","0.952531515981594","2"
"No","1986","66 and older","Lower Saxony","102","0.821526267694952","0.753579929610834","0.88947260577907","2"
"No","1986","66 and older","Hesse","69","0.795283283259012","0.710980029746016","0.879586536772008","2"
"No","1986","66 and older","Rhineland-Palatinate,Saarland","76","0.773364255629187","0.68961735842453","0.857111152833843","2"
"No","1986","66 and older","Bremen","28","","","","2"
"No","1986","66 and older","North Rhine-Westphalia","202","0.837222369445853","0.790517706399556","0.88392703249215","2"
"No","1986","66 and older","Baden-Württemberg","135","0.819507040994788","0.760283133121809","0.878730948867767","2"
"No","1986","66 and older","Bavaria","154","0.809277441843096","0.753414855412888","0.865140028273303","2"
"No","1986","66 and older","Berlin","24","","","","2"
"No","1986","66 and older","Brandenburg","","","","","2"
"No","1986","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","1986","66 and older","Saxony","","","","","2"
"No","1986","66 and older","Saxony-Anhalt","","","","","2"
"No","1986","66 and older","Thuringia","","","","","2"
"Yes","1986","16-34 y.","Schleswig-Holstein","12","","","","1"
"Yes","1986","16-34 y.","Hamburg","8","","","","1"
"Yes","1986","16-34 y.","Lower Saxony","34","0.0851612748844067","0.0582743417197027","0.112048208049111","1"
"Yes","1986","16-34 y.","Bremen","3","","","","1"
"Yes","1986","16-34 y.","North Rhine-Westphalia","146","0.128331382676371","0.108865069518109","0.147797695834633","1"
"Yes","1986","16-34 y.","Hesse","49","0.110464810911756","0.0806626902156437","0.140266931607869","1"
"Yes","1986","16-34 y.","Rhineland-Palatinate,Saarland","37","0.145412076985176","0.105320930053864","0.185503223916488","1"
"Yes","1986","16-34 y.","Baden-Württemberg","99","0.0965484277906596","0.076120921147464","0.116975934433855","1"
"Yes","1986","16-34 y.","Bavaria","79","0.111007645384614","0.0872030671813127","0.134812223587915","1"
"Yes","1986","16-34 y.","Berlin","14","","","","1"
"Yes","1986","16-34 y.","Brandenburg","","","","","1"
"Yes","1986","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1986","16-34 y.","Saxony","","","","","1"
"Yes","1986","16-34 y.","Saxony-Anhalt","","","","","1"
"Yes","1986","16-34 y.","Thuringia","","","","","1"
"Yes","1986","35-65 y.","Schleswig-Holstein","19","","","","1"
"Yes","1986","35-65 y.","Hamburg","13","","","","1"
"Yes","1986","35-65 y.","Lower Saxony","58","0.110146880759795","0.0845352395132236","0.135758522006366","1"
"Yes","1986","35-65 y.","Bremen","5","","","","1"
"Yes","1986","35-65 y.","North Rhine-Westphalia","173","0.112236932544229","0.096225336735438","0.12824852835302","1"
"Yes","1986","35-65 y.","Hesse","65","0.105061259740308","0.0790782679487038","0.131044251531913","1"
"Yes","1986","35-65 y.","Rhineland-Palatinate,Saarland","37","0.103076666412263","0.0723431670792455","0.133810165745281","1"
"Yes","1986","35-65 y.","Baden-Württemberg","132","0.116749653643913","0.0972049800697269","0.136294327218099","1"
"Yes","1986","35-65 y.","Bavaria","113","0.116935503776211","0.0961709030356699","0.137700104516751","1"
"Yes","1986","35-65 y.","Berlin","16","","","","1"
"Yes","1986","35-65 y.","Brandenburg","","","","","1"
"Yes","1986","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1986","35-65 y.","Saxony","","","","","1"
"Yes","1986","35-65 y.","Saxony-Anhalt","","","","","1"
"Yes","1986","35-65 y.","Thuringia","","","","","1"
"Yes","1986","66 and older","Schleswig-Holstein","3","","","","1"
"Yes","1986","66 and older","Hamburg","7","","","","1"
"Yes","1986","66 and older","Lower Saxony","20","","","","1"
"Yes","1986","66 and older","Bremen","5","","","","1"
"Yes","1986","66 and older","North Rhine-Westphalia","38","0.162777630554147","0.11607296750785","0.209482293600444","1"
"Yes","1986","66 and older","Hesse","19","","","","1"
"Yes","1986","66 and older","Rhineland-Palatinate,Saarland","20","","","","1"
"Yes","1986","66 and older","Baden-Württemberg","27","","","","1"
"Yes","1986","66 and older","Bavaria","36","0.190722558156904","0.134859971726697","0.246585144587112","1"
"Yes","1986","66 and older","Berlin","12","","","","1"
"Yes","1986","66 and older","Brandenburg","","","","","1"
"Yes","1986","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1986","66 and older","Saxony","","","","","1"
"Yes","1986","66 and older","Saxony-Anhalt","","","","","1"
"Yes","1986","66 and older","Thuringia","","","","","1"
"No","1987","35-65 y.","Bremen","37","0.942073633505071","0.86875803978983","1.01538922722031","2"
"No","1987","16-34 y.","Thuringia","","","","","2"
"No","1987","16-34 y.","Saxony-Anhalt","","","","","2"
"No","1987","16-34 y.","Lower Saxony","372","0.886246869183184","0.855953268126297","0.916540470240072","2"
"No","1987","16-34 y.","Bremen","26","","","","2"
"No","1987","16-34 y.","North Rhine-Westphalia","980","0.890279364094319","0.871859864011672","0.908698864176965","2"
"No","1987","16-34 y.","Bavaria","576","0.881279081826951","0.856469933557528","0.906088230096374","2"
"No","1987","16-34 y.","Brandenburg","","","","","2"
"No","1987","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1987","16-34 y.","Hamburg","57","0.852156025073507","0.765867551312839","0.938444498834175","2"
"No","1987","35-65 y.","Hamburg","116","0.949641041978896","0.911150382322374","0.988131701635418","2"
"No","1987","35-65 y.","Lower Saxony","498","0.890102699017679","0.864128984329387","0.916076413705972","2"
"No","1987","16-34 y.","Baden-Württemberg","693","0.875575398833803","0.852703458916231","0.898447338751375","2"
"No","1987","35-65 y.","Hesse","470","0.896565835247847","0.8704919622273","0.922639708268395","2"
"No","1987","35-65 y.","Rhineland-Palatinate,Saarland","335","0.900949243212979","0.870633184704725","0.931265301721234","2"
"No","1987","35-65 y.","Baden-Württemberg","900","0.893430131312401","0.874409714661443","0.91245054796336","2"
"No","1987","35-65 y.","North Rhine-Westphalia","1306","0.88999925297011","0.874026050833475","0.905972455106746","2"
"No","1987","16-34 y.","Schleswig-Holstein","97","0.868348274497993","0.805163564132787","0.9315329848632","2"
"No","1987","16-34 y.","Berlin","113","0.899178786034477","0.847220810251929","0.951136761817025","2"
"No","1987","16-34 y.","Saxony","","","","","2"
"No","1987","35-65 y.","Schleswig-Holstein","170","0.932577925667977","0.896047694179073","0.969108157156882","2"
"No","1987","16-34 y.","Hesse","378","0.882161820040745","0.851544975199052","0.912778664882438","2"
"No","1987","16-34 y.","Rhineland-Palatinate,Saarland","264","0.894143240935324","0.858976083028983","0.929310398841665","2"
"No","1987","35-65 y.","Bavaria","794","0.892267982783999","0.8718528936357","0.912683071932299","2"
"No","1987","35-65 y.","Berlin","179","0.902430152154227","0.860993983639737","0.943866320668717","2"
"No","1987","35-65 y.","Brandenburg","","","","","2"
"No","1987","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1987","35-65 y.","Saxony","","","","","2"
"No","1987","35-65 y.","Saxony-Anhalt","","","","","2"
"No","1987","35-65 y.","Thuringia","","","","","2"
"No","1987","66 and older","Schleswig-Holstein","23","","","","2"
"No","1987","66 and older","Hamburg","27","","","","2"
"No","1987","66 and older","Lower Saxony","106","0.840955056414799","0.777598810986145","0.904311301843453","2"
"No","1987","66 and older","Rhineland-Palatinate,Saarland","89","0.843313274984093","0.772769519658965","0.913857030309221","2"
"No","1987","66 and older","Bremen","27","","","","2"
"No","1987","66 and older","North Rhine-Westphalia","199","0.801572387803662","0.751735264642045","0.851409510965279","2"
"No","1987","66 and older","Hesse","89","0.808241116058703","0.734334544115223","0.882147688002183","2"
"No","1987","66 and older","Baden-Württemberg","130","0.785014452520281","0.722140664602652","0.84788824043791","2"
"No","1987","66 and older","Bavaria","157","0.79141383182146","0.734092798911125","0.848734864731795","2"
"No","1987","66 and older","Berlin","29","","","","2"
"No","1987","66 and older","Brandenburg","","","","","2"
"No","1987","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","1987","66 and older","Saxony","","","","","2"
"No","1987","66 and older","Saxony-Anhalt","","","","","2"
"No","1987","66 and older","Thuringia","","","","","2"
"Yes","1987","35-65 y.","Lower Saxony","59","0.109897300982321","0.0839235862940277","0.135871015670613","1"
"Yes","1987","35-65 y.","Bremen","2","","","","1"
"Yes","1987","35-65 y.","North Rhine-Westphalia","168","0.11000074702989","0.0940275448932544","0.125973949166525","1"
"Yes","1987","35-65 y.","Hesse","54","0.103434164752153","0.0773602917316053","0.1295080377727","1"
"Yes","1987","35-65 y.","Rhineland-Palatinate,Saarland","38","0.0990507567870205","0.068734698278766","0.129366815295275","1"
"Yes","1987","35-65 y.","Baden-Württemberg","111","0.106569868687599","0.08754945203664","0.125590285338557","1"
"Yes","1987","35-65 y.","Bavaria","92","0.107732017216001","0.0873169280677011","0.1281471063643","1"
"Yes","1987","35-65 y.","Berlin","18","","","","1"
"Yes","1987","35-65 y.","Brandenburg","","","","","1"
"Yes","1987","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1987","35-65 y.","Saxony","","","","","1"
"Yes","1987","35-65 y.","Saxony-Anhalt","","","","","1"
"Yes","1987","35-65 y.","Thuringia","","","","","1"
"Yes","1987","16-34 y.","Schleswig-Holstein","13","","","","1"
"Yes","1987","16-34 y.","Hamburg","8","","","","1"
"Yes","1987","16-34 y.","Lower Saxony","50","0.113753130816816","0.0834595297599282","0.144046731873703","1"
"Yes","1987","16-34 y.","Bremen","3","","","","1"
"Yes","1987","16-34 y.","North Rhine-Westphalia","126","0.109720635905681","0.091301135823035","0.128140135988328","1"
"Yes","1987","16-34 y.","Hesse","48","0.117838179959255","0.0872213351175621","0.148455024800948","1"
"Yes","1987","16-34 y.","Rhineland-Palatinate,Saarland","30","0.105856759064676","0.0706896011583347","0.141023916971017","1"
"Yes","1987","16-34 y.","Baden-Württemberg","107","0.124424601166197","0.101552661248625","0.147296541083769","1"
"Yes","1987","16-34 y.","Bavaria","77","0.118720918173049","0.0939117699036259","0.143530066442472","1"
"Yes","1987","16-34 y.","Berlin","16","","","","1"
"Yes","1987","16-34 y.","Brandenburg","","","","","1"
"Yes","1987","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1987","16-34 y.","Saxony","","","","","1"
"Yes","1987","16-34 y.","Saxony-Anhalt","","","","","1"
"Yes","1987","16-34 y.","Thuringia","","","","","1"
"Yes","1987","35-65 y.","Schleswig-Holstein","11","","","","1"
"Yes","1987","35-65 y.","Hamburg","8","","","","1"
"Yes","1987","66 and older","Schleswig-Holstein","8","","","","1"
"Yes","1987","66 and older","Hamburg","9","","","","1"
"Yes","1987","66 and older","Lower Saxony","22","","","","1"
"Yes","1987","66 and older","Bremen","6","","","","1"
"Yes","1987","66 and older","North Rhine-Westphalia","47","0.198427612196338","0.148590489034721","0.248264735357955","1"
"Yes","1987","66 and older","Hesse","20","","","","1"
"Yes","1987","66 and older","Rhineland-Palatinate,Saarland","13","","","","1"
