"ple0053","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Single parent ","892","0.903208086374041","0.884799318969249","0.921616853778832","2"
"No","2009","Couple + C. LE 16 ","2517","0.87277586262755","0.860552768515258","0.884998956739842","2"
"No","2009","Couple + C. GT 16 ","2849","0.903806765923899","0.893518114199118","0.91409541764868","2"
"No","2009","Couple + C. LE and GT 16","1087","0.928488194817931","0.913785933044373","0.943190456591489","2"
"Yes","2009","1-pers.-HH","432","0.146471528096235","0.133611693057519","0.159331363134951","1"
"Yes","2009","(Married) couple without C. ","993","0.14739838223645","0.138888278167952","0.155908486304948","1"
"Yes","2009","Single parent ","99","0.0967919136259593","0.0783831462211677","0.115200681030751","1"
"Yes","2009","Couple + C. LE 16 ","338","0.12722413737245","0.115001043260158","0.139447231484742","1"
"Yes","2009","Couple + C. GT 16 ","306","0.096193234076101","0.08590458235132","0.106481885800882","1"
"Yes","2009","Couple + C. LE and GT 16","93","0.0715118051820688","0.056809543408511","0.0862140669556266","1"
"No","2010","1-pers.-HH","2304","0.842463436588635","0.828849961212766","0.856076911964505","2"
"No","2010","(Married) couple without C. ","5358","0.854585879917739","0.845898296807092","0.863273463028386","2"
"No","2010","Single parent ","2016","0.913622481512029","0.902089019782483","0.925155943241576","2"
"No","2010","Couple + C. LE 16 ","6629","0.885825788392578","0.878756819629181","0.892894757155975","2"
"No","2010","Couple + C. GT 16 ","2624","0.923541082643674","0.913841167130122","0.933240998157226","2"
"No","2010","Couple + C. LE and GT 16","1473","0.914436495061659","0.900819614067692","0.928053376055625","2"
"Yes","2010","1-pers.-HH","447","0.157536563411365","0.143923088035495","0.171150038787234","1"
"Yes","2010","(Married) couple without C. ","967","0.145414120082261","0.136726536971614","0.154101703192908","1"
"Yes","2010","Single parent ","263","0.0863775184879707","0.0748440567584238","0.0979109802175176","1"
"Yes","2010","Couple + C. LE 16 ","1146","0.114174211607422","0.107105242844025","0.12124318037082","1"
"Yes","2010","Couple + C. GT 16 ","259","0.076458917356326","0.0667590018427737","0.0861588328698783","1"
"Yes","2010","Couple + C. LE and GT 16","148","0.0855635049383414","0.0719466239443748","0.0991803859323079","1"
"No","2011","1-pers.-HH","2975","0.83728925836534","0.825230487588206","0.849348029142474","2"
"No","2011","Couple + C. GT 16 ","2974","0.903164720811969","0.893060927887282","0.913268513736656","2"
"No","2011","(Married) couple without C. ","6899","0.851002883735284","0.843265923221398","0.85873984424917","2"
"No","2011","Single parent ","2508","0.878552019735819","0.866572266328921","0.890531773142717","2"
"No","2011","Couple + C. LE 16 ","6919","0.887011095076721","0.880080368697123","0.89394182145632","2"
"No","2011","Couple + C. LE and GT 16","1841","0.894479765460851","0.881254585993141","0.907704944928561","2"
"Yes","2011","1-pers.-HH","624","0.16271074163466","0.150651970857526","0.174769512411794","1"
"Yes","2011","(Married) couple without C. ","1238","0.148997116264716","0.14126015575083","0.156734076778602","1"
"Yes","2011","Single parent ","348","0.121447980264181","0.109468226857283","0.133427733671079","1"
"Yes","2011","Couple + C. LE 16 ","1096","0.112988904923279","0.10605817854368","0.119919631302877","1"
"Yes","2011","Couple + C. GT 16 ","317","0.096835279188031","0.0867314862633442","0.106939072112718","1"
"Yes","2011","Couple + C. LE and GT 16","232","0.105520234539149","0.092295055071439","0.118745414006859","1"
"No","2012","1-pers.-HH","3130","0.840892944084282","0.82918745314931","0.852598435019255","2"
"No","2012","Couple + C. GT 16 ","2795","0.901968694414992","0.891499447845033","0.91243794098495","2"
"No","2012","(Married) couple without C. ","6877","0.84452717744753","0.836680475151953","0.852373879743107","2"
"No","2012","Single parent ","2453","0.876694004638691","0.864469819111982","0.888918190165401","2"
"No","2012","Couple + C. LE 16 ","6423","0.872432513555474","0.864791180150723","0.880073846960225","2"
"No","2012","Couple + C. LE and GT 16","1841","0.894880442679512","0.881580854975096","0.908180030383929","2"
"Yes","2012","1-pers.-HH","621","0.159107055915718","0.147401564980745","0.17081254685069","1"
"Yes","2012","(Married) couple without C. ","1315","0.15547282255247","0.147626120256892","0.163319524848047","1"
"Yes","2012","Single parent ","326","0.123305995361309","0.111081809834599","0.135530180888018","1"
"Yes","2012","Couple + C. LE 16 ","899","0.127567486444526","0.119926153039775","0.135208819849277","1"
"Yes","2012","Couple + C. GT 16 ","304","0.0980313055850083","0.0875620590150496","0.108500552154967","1"
"Yes","2012","Couple + C. LE and GT 16","202","0.105119557320488","0.091819969616071","0.118419145024904","1"
"No","2013","1-pers.-HH","2984","0.830117641239929","0.817836919534129","0.84239836294573","2"
"No","2013","(Married) couple without C. ","6513","0.840565047497506","0.832399964111871","0.84873013088314","2"
"No","2013","Single parent ","2332","0.878447848686147","0.865947481971618","0.890948215400677","2"
"No","2013","Couple + C. LE 16 ","5721","0.85940709533061","0.850972990353068","0.867841200308151","2"
"No","2013","Couple + C. GT 16 ","2545","0.91544570768748","0.905142423887395","0.925748991487565","2"
"No","2013","Couple + C. LE and GT 16","1801","0.89126283544242","0.877713873701844","0.904811797182996","2"
"Yes","2013","1-pers.-HH","608","0.169882358760071","0.15760163705427","0.182163080465871","1"
"Yes","2013","(Married) couple without C. ","1209","0.159434952502494","0.15126986911686","0.167600035888129","1"
"Yes","2013","Single parent ","293","0.121552151313853","0.109051784599323","0.134052518028382","1"
"Yes","2013","Couple + C. LE 16 ","804","0.14059290466939","0.132158799691848","0.149027009646932","1"
"Yes","2013","Couple + C. GT 16 ","256","0.0845542923125203","0.0742510085124353","0.0948575761126052","1"
"Yes","2013","Couple + C. LE and GT 16","227","0.10873716455758","0.0951882028170041","0.122286126298156","1"
"No","2014","1-pers.-HH","3075","0.844710060425264","0.832969995699576","0.856450125150952","2"
"No","2014","(Married) couple without C. ","6792","0.846736979526866","0.838842505570927","0.854631453482806","2"
"No","2014","Single parent ","2158","0.868479286082666","0.855099374407624","0.881859197757708","2"
"No","2014","Couple + C. LE 16 ","6024","0.873612378175632","0.865750926447951","0.881473829903312","2"
"No","2014","Couple + C. GT 16 ","2788","0.907874936332908","0.89766309270947","0.918086779956347","2"
"No","2014","Couple + C. LE and GT 16","2029","0.90297813811067","0.890718025353025","0.915238250868316","2"
"Yes","2014","1-pers.-HH","581","0.155289939574736","0.143549874849048","0.167030004300424","1"
"Yes","2014","(Married) couple without C. ","1207","0.153263020473134","0.145368546517194","0.161157494429073","1"
"Yes","2014","Single parent ","293","0.131520713917334","0.118140802242292","0.144900625592376","1"
"Yes","2014","Couple + C. LE 16 ","839","0.126387621824368","0.118526170096688","0.134249073552049","1"
"Yes","2014","Couple + C. GT 16 ","293","0.0921250636670916","0.0819132200436528","0.10233690729053","1"
"Yes","2014","Couple + C. LE and GT 16","210","0.0970218618893296","0.0847617491316838","0.109281974646975","1"
"No","2015","1-pers.-HH","2912","0.828410375392061","0.815944709309438","0.840876041474683","2"
"No","2015","(Married) couple without C. ","6316","0.846644648741028","0.838482693179995","0.854806604302062","2"
"No","2015","Single parent ","2052","0.877210980508167","0.863870594144675","0.890551366871658","2"
"No","2015","Couple + C. LE 16 ","5350","0.871147589358978","0.862722643988687","0.879572534729269","2"
"No","2015","Couple + C. GT 16 ","2616","0.922335738974203","0.912587998947581","0.932083479000824","2"
"No","2015","Couple + C. LE and GT 16","1953","0.895047568957144","0.88211328686616","0.907981851048128","2"
"Yes","2015","1-pers.-HH","602","0.171589624607939","0.159123958525317","0.184055290690562","1"
"Yes","2015","(Married) couple without C. ","1171","0.153355351258972","0.145193395697938","0.161517306820005","1"
"Yes","2015","Single parent ","273","0.122789019491833","0.109448633128342","0.136129405855325","1"
"Yes","2015","Couple + C. LE 16 ","725","0.128852410641022","0.120427465270731","0.137277356011313","1"
"Yes","2015","Couple + C. GT 16 ","280","0.0776642610257974","0.0679165209991761","0.0874120010524186","1"
"Yes","2015","Couple + C. LE and GT 16","204","0.104952431042856","0.0920181489518715","0.11788671313384","1"
"No","2016","1-pers.-HH","2893","0.829110855370155","0.816620892568624","0.841600818171685","2"
"No","2016","(Married) couple without C. ","6279","0.859808534960072","0.851874055950731","0.867743013969414","2"
"No","2016","Single parent ","1864","0.86862689222983","0.854337888781187","0.882915895678472","2"
"No","2016","Couple + C. LE 16 ","5048","0.872095101479616","0.863490180982855","0.880700021976377","2"
"No","2016","Couple + C. GT 16 ","2512","0.914953254260807","0.904521747003953","0.92538476151766","2"
"No","2016","Couple + C. LE and GT 16","1888","0.912509902624552","0.900387600339085","0.92463220491002","2"
"Yes","2016","1-pers.-HH","596","0.170889144629845","0.158399181828315","0.183379107431376","1"
"Yes","2016","(Married) couple without C. ","1076","0.140191465039927","0.132256986030586","0.148125944049269","1"
"Yes","2016","Couple + C. LE 16 ","739","0.127904898520384","0.119299978023623","0.136509819017145","1"
"Yes","2016","Single parent ","283","0.13137310777017","0.117084104321528","0.145662111218813","1"
"Yes","2016","Couple + C. GT 16 ","235","0.0850467457391934","0.0746152384823401","0.0954782529960468","1"
"Yes","2016","Couple + C. LE and GT 16","199","0.0874900973754476","0.0753677950899798","0.0996123996609154","1"
"No","2017","1-pers.-HH","3293","0.833385536372546","0.821764927809866","0.845006144935226","2"
"No","2017","(Married) couple without C. ","6905","0.847191389489338","0.839407545962132","0.854975233016543","2"
"No","2017","Single parent ","1927","0.854961228291114","0.840362178356253","0.869560278225976","2"
"No","2017","Couple + C. LE 16 ","5232","0.879270767641628","0.870965599768026","0.88757593551523","2"
"No","2017","Couple + C. GT 16 ","2898","0.884082211716305","0.873064383775277","0.895100039657333","2"
"No","2017","Couple + C. LE and GT 16","2017","0.913713949901228","0.902057441556688","0.925370458245769","2"
"Yes","2017","1-pers.-HH","657","0.166614463627454","0.154993855064774","0.178235072190134","1"
"Yes","2017","(Married) couple without C. ","1303","0.152808610510662","0.145024766983457","0.160592454037868","1"
"Yes","2017","Couple + C. LE 16 ","680","0.120729232358372","0.11242406448477","0.129034400231974","1"
"Yes","2017","Single parent ","308","0.145038771708886","0.130439721774024","0.159637821643747","1"
"Yes","2017","Couple + C. LE and GT 16","212","0.0862860500987718","0.0746295417542313","0.0979425584433123","1"
"Yes","2017","Couple + C. GT 16 ","345","0.115917788283695","0.104899960342667","0.126935616224723","1"
"No","2018","1-pers.-HH","3421","0.827121029842801","0.815585597890272","0.838656461795331","2"
"No","2018","(Married) couple without C. ","6807","0.852784685844693","0.845011203311719","0.860558168377667","2"
"No","2018","Single parent ","1924","0.864710026536352","0.850446783371963","0.878973269700741","2"
"No","2018","Couple + C. LE 16 ","4751","0.866423638442592","0.857384257705601","0.875463019179582","2"
"No","2018","Couple + C. GT 16 ","2705","0.902079055142612","0.891454427944771","0.912703682340452","2"
"No","2018","Couple + C. LE and GT 16","1990","0.927786725164222","0.91693855979634","0.938634890532103","2"
"Yes","2018","1-pers.-HH","707","0.172878970157199","0.161343538204669","0.184414402109728","1"
"Yes","2018","(Married) couple without C. ","1174","0.147215314155307","0.139441831622333","0.154988796688281","1"
"Yes","2018","Single parent ","285","0.135289973463648","0.121026730299259","0.149553216628037","1"
"Yes","2018","Couple + C. LE 16 ","690","0.133576361557408","0.124536980820418","0.142615742294399","1"
"Yes","2018","Couple + C. GT 16 ","301","0.0979209448573881","0.0872963176595477","0.108545572055228","1"
"Yes","2018","Couple + C. LE and GT 16","197","0.0722132748357783","0.0613651094678965","0.08306144020366","1"
"No","2019","1-pers.-HH","3554","0.833249735127872","0.822051021482653","0.84444844877309","2"
"No","2019","(Married) couple without C. ","7246","0.851735673545459","0.844199705285351","0.859271641805566","2"
"No","2019","Single parent ","1810","0.881401907954954","0.867457056019803","0.895346759890104","2"
"No","2019","Couple + C. LE 16 ","4584","0.871174926445887","0.862066016614237","0.880283836277537","2"
"No","2019","Couple + C. GT 16 ","2642","0.888703332227066","0.877390731025905","0.900015933428227","2"
"No","2019","Couple + C. LE and GT 16","1970","0.896632836320766","0.88384439850376","0.909421274137772","2"
"Yes","2019","1-pers.-HH","702","0.166750264872128","0.15555155122691","0.177948978517347","1"
"Yes","2019","(Married) couple without C. ","1296","0.148264326454541","0.140728358194434","0.155800294714649","1"
"Yes","2019","Single parent ","255","0.118598092045046","0.104653240109896","0.132542943980197","1"
"Yes","2019","Couple + C. GT 16 ","327","0.111296667772934","0.0999840665717733","0.122609268974095","1"
"Yes","2019","Couple + C. LE 16 ","612","0.128825073554113","0.119716163722463","0.137933983385763","1"
"Yes","2019","Couple + C. LE and GT 16","207","0.103367163679234","0.0905787258622283","0.11615560149624","1"
