"ple0053","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"Yes","2007","35-65 y.","1135","0.0993019979418869","0.093826968210236","0.104777027673538","1"
"Yes","2007","16-34 y.","401","0.089865365222471","0.0817005123417859","0.0980302181031561","1"
"Yes","2007","66 and older","920","0.217888100718679","0.205676656379929","0.23009954505743","1"
"No","2008","66 and older","3469","0.792645749079836","0.780585695504387","0.804705802655284","2"
"No","2008","16-34 y.","4000","0.925043441400343","0.917222844616107","0.932864038184579","2"
"No","2008","35-65 y.","9631","0.903720506609535","0.898123052338283","0.909317960880787","2"
"Yes","2008","35-65 y.","1037","0.0962794933904651","0.0906820391192132","0.101876947661717","1"
"Yes","2008","16-34 y.","355","0.0749565585996573","0.0671359618154213","0.0827771553838932","1"
"Yes","2008","66 and older","872","0.207354250920164","0.195294197344716","0.219414304495613","1"
"No","2009","66 and older","3317","0.781829987188767","0.769351443153388","0.794308531224146","2"
"No","2009","16-34 y.","3653","0.906607903238002","0.897589343169919","0.915626463306086","2"
"No","2009","35-65 y.","8798","0.894336184808757","0.888273721693958","0.900398647923555","2"
"Yes","2009","35-65 y.","1079","0.105663815191243","0.0996013520764445","0.111726278306042","1"
"Yes","2009","16-34 y.","346","0.0933920967619976","0.0843735366939136","0.102410656830081","1"
"Yes","2009","66 and older","891","0.218170012811233","0.205691468775854","0.230648556846612","1"
"No","2010","66 and older","3205","0.781931284283607","0.769241957071741","0.794620611495474","2"
"No","2010","16-34 y.","5635","0.921866044368904","0.915380865440363","0.928351223297444","2"
"No","2010","35-65 y.","11891","0.892487811277749","0.887239132037521","0.897736490517977","2"
"Yes","2010","35-65 y.","1489","0.107512188722251","0.102263509482023","0.112760867962479","1"
"Yes","2010","16-34 y.","944","0.0781339556310963","0.0716487767025558","0.0846191345596369","1"
"Yes","2010","66 and older","863","0.218068715716393","0.205379388504526","0.230758042928259","1"
"No","2011","66 and older","4095","0.781638536800963","0.770413948352059","0.792863125249866","2"
"No","2011","16-34 y.","5926","0.90322728106104","0.896211127898068","0.910243434224011","2"
"No","2011","35-65 y.","14519","0.884953386315866","0.880076512995232","0.8898302596365","2"
"Yes","2011","35-65 y.","1925","0.115046613684134","0.1101697403635","0.119923487004767","1"
"Yes","2011","16-34 y.","895","0.0967727189389603","0.0897565657759886","0.103788872101932","1"
"Yes","2011","66 and older","1109","0.218361463199038","0.207136874750134","0.229586051647941","1"
"No","2012","66 and older","4090","0.776923748160255","0.765663629955154","0.788183866365356","2"
"No","2012","16-34 y.","5613","0.901265113591517","0.89392515054332","0.908605076639714","2"
"No","2012","35-65 y.","14234","0.879859578822074","0.87483637450065","0.884882783143497","2"
"Yes","2012","35-65 y.","1859","0.120140421177926","0.115117216856503","0.12516362549935","1"
"Yes","2012","16-34 y.","732","0.0987348864084826","0.0913949233602857","0.10607484945668","1"
"Yes","2012","66 and older","1161","0.223076251839745","0.211816133634644","0.234336370044846","1"
"No","2013","16-34 y.","5054","0.894519466920944","0.886569552821367","0.902469381020522","2"
"No","2013","35-65 y.","13308","0.878950312502216","0.873733142842874","0.884167482161559","2"
"No","2013","66 and older","3929","0.775033012338785","0.76347751014261","0.786588514534959","2"
"Yes","2013","35-65 y.","1708","0.121049687497784","0.115832517838441","0.126266857157126","1"
"Yes","2013","66 and older","1087","0.224966987661215","0.213411485465041","0.23652248985739","1"
"Yes","2013","16-34 y.","681","0.105480533079056","0.0975306189794782","0.113430447178633","1"
"No","2014","16-34 y.","5784","0.893333948326546","0.885871414652736","0.900796482000356","2"
"No","2014","35-65 y.","13821","0.878253532737183","0.873120793015579","0.883386272458786","2"
"No","2014","66 and older","3976","0.793178301529897","0.781948375931051","0.804408227128743","2"
"Yes","2014","35-65 y.","1770","0.121746467262817","0.116613727541214","0.126879206984421","1"
"Yes","2014","66 and older","1021","0.206821698470103","0.195591772871257","0.218051624068949","1"
"Yes","2014","16-34 y.","789","0.106666051673454","0.099203517999644","0.114128585347264","1"
"No","2015","16-34 y.","5097","0.895257281040966","0.887345736461021","0.903168825620912","2"
"No","2015","35-65 y.","12819","0.884850170194171","0.879641683682935","0.890058656705406","2"
"No","2015","66 and older","3852","0.775001464356852","0.763355654761094","0.78664727395261","2"
"Yes","2015","35-65 y.","1609","0.115149829805829","0.109941343294594","0.120358316317065","1"
"Yes","2015","66 and older","1087","0.224998535643148","0.21335272604739","0.236644345238906","1"
"Yes","2015","16-34 y.","658","0.104742718959034","0.0968311743790884","0.112654263538979","1"
"No","2016","16-34 y.","4960","0.898831077880191","0.890927438595976","0.906734717164405","2"
"No","2016","35-65 y.","12299","0.885985727412253","0.880701321599757","0.891270133224749","2"
"No","2016","66 and older","3783","0.785964516480345","0.774329922218473","0.797599110742217","2"
"Yes","2016","35-65 y.","1597","0.114014272587747","0.108729866775251","0.119298678400243","1"
"Yes","2016","66 and older","991","0.214035483519655","0.202400889257783","0.225670077781527","1"
"Yes","2016","16-34 y.","632","0.101168922119809","0.0932652828355951","0.109072561404024","1"
"No","2017","16-34 y.","5472","0.902516469466542","0.895100891494098","0.909932047438987","2"
"No","2017","35-65 y.","13600","0.87685394746831","0.871661318000127","0.882046576936492","2"
"No","2017","66 and older","3886","0.774389546306597","0.762832698121868","0.785946394491326","2"
"Yes","2017","35-65 y.","1784","0.12314605253169","0.117953423063508","0.128338681999872","1"
"Yes","2017","66 and older","1139","0.225610453693403","0.214053605508674","0.237167301878132","1"
"Yes","2017","16-34 y.","674","0.0974835305334578","0.0900679525610132","0.104899108505902","1"
"No","2018","16-34 y.","5322","0.894445144111848","0.88665476199043","0.902235526233266","2"
"No","2018","35-65 y.","12923","0.879375861991505","0.874101040285122","0.884650683697888","2"
"No","2018","66 and older","3973","0.783336337037014","0.771969447359331","0.794703226714696","2"
"Yes","2018","35-65 y.","1722","0.120624138008495","0.115349316302112","0.125898959714878","1"
"Yes","2018","66 and older","1073","0.216663662962987","0.205296773285304","0.228030552640669","1"
"Yes","2018","16-34 y.","654","0.105554855888152","0.0977644737667336","0.11334523800957","1"
"No","2019","16-34 y.","4844","0.898665898379865","0.890643111445806","0.906688685313925","2"
"No","2019","35-65 y.","13357","0.875334146441144","0.870075158700889","0.880593134181399","2"
"No","2019","66 and older","4152","0.787145128545862","0.776060157910002","0.798230099181723","2"
"Yes","2019","35-65 y.","1800","0.124665853558856","0.119406865818601","0.129924841299111","1"
"Yes","2019","16-34 y.","591","0.101334101620135","0.0933113146860754","0.109356888554194","1"
"Yes","2019","66 and older","1086","0.212854871454137","0.201769900818277","0.223939842089998","1"
