"ple0053","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","1989","direct migration background","West Germany","293","0.108067802718359","0.0961156901766865","0.120019915260031"
"Yes","1989","direct migration background","East Germany","","","",""
"Yes","1989","indirect migration background","West Germany","23","","",""
"Yes","1989","indirect migration background","East Germany","","","",""
"No","1989","no migration background","West Germany","5990","0.873932282178101","0.866057517227115","0.881807047129086"
"No","1989","no migration background","East Germany","","","",""
"No","1989","direct migration background","West Germany","2299","0.891932197281641","0.879980084739969","0.903884309823313"
"No","1989","direct migration background","East Germany","","","",""
"No","1989","indirect migration background","West Germany","237","0.916723067690468","0.883138260745197","0.950307874635739"
"No","1989","indirect migration background","East Germany","","","",""
"Yes","1990","no migration background","West Germany","","","",""
"Yes","1990","no migration background","East Germany","","","",""
"Yes","1990","direct migration background","West Germany","","","",""
"Yes","1990","direct migration background","East Germany","","","",""
"Yes","1990","indirect migration background","West Germany","","","",""
"Yes","1990","indirect migration background","East Germany","","","",""
"No","1990","no migration background","West Germany","","","",""
"No","1990","no migration background","East Germany","","","",""
"No","1990","direct migration background","West Germany","","","",""
"No","1990","direct migration background","East Germany","","","",""
"No","1990","indirect migration background","West Germany","","","",""
"No","1990","indirect migration background","East Germany","","","",""
"Yes","1991","no migration background","West Germany","868","0.136975675011956","0.128677036203753","0.14527431382016"
"Yes","1991","no migration background","East Germany","","","",""
"Yes","1991","direct migration background","West Germany","285","0.120827143085284","0.108030576488873","0.133623709681695"
"Yes","1991","direct migration background","East Germany","","","",""
"Yes","1991","indirect migration background","West Germany","27","","",""
"Yes","1991","indirect migration background","East Germany","","","",""
"No","1991","no migration background","West Germany","5726","0.863024324988044","0.85472568617984","0.871322963796247"
"No","1991","no migration background","East Germany","","","",""
"No","1991","direct migration background","West Germany","2207","0.879172856914716","0.866376290318305","0.891969423511127"
"No","1991","direct migration background","East Germany","","","",""
"No","1991","indirect migration background","West Germany","322","0.904318443498715","0.873457429787743","0.935179457209687"
"No","1991","indirect migration background","East Germany","","","",""
"Yes","1992","no migration background","West Germany","821","0.129583816427054","0.12144866235701","0.137718970497098"
"Yes","1992","no migration background","East Germany","354","0.0994823206767704","0.0899908068404038","0.108973834513137"
"Yes","1992","direct migration background","West Germany","265","0.115469476371849","0.102723311440843","0.128215641302856"
"Yes","1992","direct migration background","East Germany","16","","",""
"Yes","1992","indirect migration background","West Germany","39","0.139000827350845","0.10505614860367","0.17294550609802"
"Yes","1992","indirect migration background","East Germany","","","",""
"No","1992","no migration background","West Germany","5726","0.870416183572946","0.862281029502902","0.87855133764299"
"No","1992","no migration background","East Germany","3466","0.90051767932323","0.891026165486863","0.910009193159596"
"No","1992","direct migration background","West Germany","2150","0.884530523628151","0.871784358697144","0.897276688559157"
"No","1992","direct migration background","East Germany","129","0.876922057122106","0.823449038496587","0.930395075747626"
"No","1992","indirect migration background","West Germany","360","0.860999172649155","0.82705449390198","0.89494385139633"
"No","1992","indirect migration background","East Germany","10","","",""
"Yes","1993","no migration background","West Germany","","","",""
"Yes","1993","no migration background","East Germany","","","",""
"Yes","1993","direct migration background","West Germany","","","",""
"Yes","1993","direct migration background","East Germany","","","",""
"Yes","1993","indirect migration background","West Germany","","","",""
"Yes","1993","indirect migration background","East Germany","","","",""
"No","1993","no migration background","West Germany","","","",""
"No","1993","no migration background","East Germany","","","",""
"No","1993","direct migration background","West Germany","","","",""
"No","1993","direct migration background","East Germany","","","",""
"No","1993","indirect migration background","West Germany","","","",""
"No","1993","indirect migration background","East Germany","","","",""
"Yes","1994","no migration background","West Germany","824","0.142254702157963","0.133711406648359","0.150797997667568"
"Yes","1994","no migration background","East Germany","379","0.113846166704477","0.103505042298248","0.124187291110706"
"Yes","1994","direct migration background","West Germany","244","0.114041609599385","0.100828145423784","0.127255073774987"
"Yes","1994","direct migration background","East Germany","15","","",""
"Yes","1994","indirect migration background","West Germany","47","0.134242506763243","0.103616683575974","0.164868329950512"
"Yes","1994","indirect migration background","East Germany","1","","",""
"No","1994","no migration background","West Germany","5598","0.857745297842037","0.849202002332432","0.866288593351641"
"No","1994","no migration background","East Germany","3245","0.886153833295523","0.875812708889294","0.896494957701752"
"No","1994","direct migration background","West Germany","1979","0.885958390400615","0.872744926225013","0.899171854576217"
"No","1994","direct migration background","East Germany","128","0.893379812568734","0.842795266114068","0.943964359023399"
"No","1994","indirect migration background","West Germany","429","0.865757493236757","0.835131670049488","0.896383316424026"
"No","1994","indirect migration background","East Germany","15","","",""
"Yes","1995","no migration background","West Germany","798","0.131996676146128","0.123744410404621","0.140248941887636"
"Yes","1995","no migration background","East Germany","416","0.12332336564104","0.112473453961927","0.134173277320153"
"Yes","1995","direct migration background","West Germany","308","0.12438742083403","0.11183405874563","0.136940782922431"
"Yes","1995","direct migration background","East Germany","16","","",""
"Yes","1995","indirect migration background","West Germany","42","0.0566763851518044","0.0363275910452003","0.0770251792584084"
"Yes","1995","indirect migration background","East Germany","1","","",""
"No","1995","no migration background","West Germany","5665","0.868003323853872","0.859751058112364","0.876255589595379"
"No","1995","no migration background","East Germany","3112","0.87667663435896","0.865826722679847","0.887526546038073"
"No","1995","direct migration background","West Germany","2347","0.87561257916597","0.863059217077569","0.88816594125437"
"No","1995","direct migration background","East Germany","127","0.894261297023555","0.843861442909782","0.944661151137327"
"No","1995","indirect migration background","West Germany","454","0.943323614848196","0.922974820741592","0.9636724089548"
"No","1995","indirect migration background","East Germany","15","","",""
"Yes","1996","no migration background","West Germany","794","0.128006586885747","0.119815595987116","0.136197577784378"
"Yes","1996","no migration background","East Germany","430","0.134767184614088","0.123502492985322","0.146031876242855"
"Yes","1996","direct migration background","West Germany","303","0.129223296367703","0.115999758407717","0.142446834327689"
"Yes","1996","direct migration background","East Germany","22","","",""
"Yes","1996","indirect migration background","West Germany","52","0.0881107151921771","0.063932928081393","0.112288502302961"
"Yes","1996","indirect migration background","East Germany","3","","",""
"No","1996","no migration background","West Germany","5597","0.871993413114253","0.863802422215622","0.880184404012884"
"No","1996","no migration background","East Germany","3100","0.865232815385912","0.853968123757145","0.876497507014678"
"No","1996","direct migration background","West Germany","2169","0.870776703632297","0.857553165672311","0.884000241592283"
"No","1996","direct migration background","East Germany","118","0.833307238844103","0.771570310096076","0.895044167592129"
"No","1996","indirect migration background","West Germany","476","0.911889284807823","0.887711497697039","0.936067071918607"
"No","1996","indirect migration background","East Germany","17","","",""
"Yes","1997","no migration background","West Germany","801","0.131461212225554","0.123135093502765","0.139787330948343"
"Yes","1997","no migration background","East Germany","402","0.128135692357051","0.117045039402883","0.139226345311219"
"Yes","1997","direct migration background","West Germany","278","0.124437389783255","0.111069166349466","0.137805613217043"
"Yes","1997","direct migration background","East Germany","16","","",""
"Yes","1997","indirect migration background","West Germany","60","0.0945842589570742","0.0701496302187316","0.119018887695417"
"Yes","1997","indirect migration background","East Germany","4","","",""
"No","1997","no migration background","West Germany","5526","0.868538787774445","0.860212669051656","0.876864906497234"
"No","1997","no migration background","East Germany","3087","0.871864307642949","0.860773654688781","0.882954960597117"
"No","1997","direct migration background","West Germany","2064","0.875562610216745","0.862194386782956","0.888930833650534"
"No","1997","direct migration background","East Germany","116","0.884364096073965","0.82981054487959","0.93891764726834"
"No","1997","indirect migration background","West Germany","491","0.905415741042926","0.880981112304583","0.929850369781268"
"No","1997","indirect migration background","East Germany","18","","",""
"Yes","1998","no migration background","West Germany","930","0.129001590948465","0.121440563245757","0.136562618651173"
"Yes","1998","no migration background","East Germany","464","0.13054761852558","0.119742981901355","0.141352255149804"
"Yes","1998","direct migration background","West Germany","288","0.135435593131048","0.121447977539764","0.149423208722332"
"Yes","1998","direct migration background","East Germany","19","","",""
"Yes","1998","indirect migration background","West Germany","45","0.0585037185086369","0.0393706242190741","0.0776368127981998"
"Yes","1998","indirect migration background","East Germany","3","","",""
"No","1998","no migration background","West Germany","6620","0.870998409051535","0.863437381348827","0.878559436754243"
"No","1998","no migration background","East Germany","3271","0.86945238147442","0.858647744850196","0.880257018098645"
"No","1998","direct migration background","West Germany","2011","0.864564406868952","0.850576791277668","0.878552022460236"
"No","1998","direct migration background","East Germany","100","0.828097609421723","0.760309061061875","0.89588615778157"
"No","1998","indirect migration background","West Germany","533","0.941496281491363","0.9223631872018","0.960629375780926"
"No","1998","indirect migration background","East Germany","23","","",""
"Yes","1999","no migration background","West Germany","892","0.132963793066136","0.125149772192176","0.140777813940097"
"Yes","1999","no migration background","East Germany","464","0.135442346050493","0.124366756576078","0.146517935524908"
"Yes","1999","direct migration background","West Germany","266","0.141188184846418","0.126319792731244","0.156056576961592"
"Yes","1999","direct migration background","East Germany","20","","",""
"Yes","1999","indirect migration background","West Germany","47","0.0868057873169317","0.064068096376022","0.109543478257841"
"Yes","1999","indirect migration background","East Germany","1","","",""
"No","1999","no migration background","West Germany","6361","0.867036206933864","0.859222186059903","0.874850227807824"
"No","1999","no migration background","East Germany","3203","0.864557653949507","0.853482064475092","0.875633243423922"
"No","1999","direct migration background","West Germany","1841","0.858811815153582","0.843943423038408","0.873680207268756"
"No","1999","direct migration background","East Germany","90","0.817821003858401","0.74568866223287","0.889953345483931"
"No","1999","indirect migration background","West Germany","542","0.913194212683068","0.890456521742159","0.935931903623978"
"No","1999","indirect migration background","East Germany","21","","",""
"Yes","2000","no migration background","West Germany","1730","0.123298498167718","0.117921244573297","0.128675751762138"
"Yes","2000","no migration background","East Germany","690","0.125416293217264","0.116810165325626","0.134022421108902"
"Yes","2000","direct migration background","West Germany","349","0.108753124904479","0.0979392474446703","0.119567002364288"
"Yes","2000","direct migration background","East Germany","24","","",""
"Yes","2000","indirect migration background","West Germany","81","0.09823742121494","0.0776384520191516","0.118836390410728"
"Yes","2000","indirect migration background","East Germany","4","","",""
"No","2000","no migration background","West Germany","12631","0.876701501832282","0.871324248237862","0.882078755426703"
"No","2000","no migration background","East Germany","4999","0.874583706782736","0.865977578891098","0.883189834674374"
"No","2000","direct migration background","West Germany","2835","0.891246875095521","0.880432997635712","0.90206075255533"
"No","2000","direct migration background","East Germany","127","0.842770689862066","0.78471014816636","0.900831231557772"
"No","2000","indirect migration background","West Germany","721","0.90176257878506","0.881163609589272","0.922361547980848"
"No","2000","indirect migration background","East Germany","22","","",""
"Yes","2001","no migration background","West Germany","1591","0.128216990546091","0.122465846060579","0.133968135031602"
"Yes","2001","no migration background","East Germany","621","0.119286649506742","0.11056130870548","0.128011990308005"
"Yes","2001","direct migration background","West Germany","324","0.113562767102367","0.101833803300295","0.125291730904439"
"Yes","2001","direct migration background","East Germany","26","","",""
"Yes","2001","indirect migration background","West Germany","79","0.100466209887858","0.0789657933996543","0.121966626376061"
"Yes","2001","indirect migration background","East Germany","2","","",""
"No","2001","no migration background","West Germany","11391","0.871783009453909","0.866031864968398","0.877534153939421"
"No","2001","no migration background","East Germany","4680","0.880713350493257","0.871988009691995","0.88943869129452"
"No","2001","direct migration background","West Germany","2487","0.886437232897633","0.874708269095561","0.898166196699705"
"No","2001","direct migration background","East Germany","98","0.79493855279733","0.723875143784309","0.866001961810351"
"No","2001","indirect migration background","West Germany","672","0.899533790112142","0.878033373623939","0.921034206600346"
"No","2001","indirect migration background","East Germany","23","","",""
"Yes","2002","no migration background","West Germany","1682","0.127877910997204","0.12238573485543","0.133370087138978"
"Yes","2002","no migration background","East Germany","630","0.128757368297413","0.119750482364933","0.137764254229893"
"Yes","2002","direct migration background","West Germany","309","0.114886665571943","0.102856242429385","0.1269170887145"
"Yes","2002","direct migration background","East Germany","19","","",""
"Yes","2002","indirect migration background","West Germany","81","0.0857758341912872","0.0658273925347606","0.105724275847814"
"Yes","2002","indirect migration background","East Germany","4","","",""
"No","2002","no migration background","West Germany","12521","0.872122089002796","0.866629912861022","0.877614265144571"
"No","2002","no migration background","East Germany","4682","0.871242631702587","0.862235745770107","0.880249517635067"
"No","2002","direct migration background","West Germany","2390","0.885113334428057","0.8730829112855","0.897143757570614"
"No","2002","direct migration background","East Germany","96","0.823932833611305","0.754320809309899","0.893544857912711"
"No","2002","indirect migration background","West Germany","676","0.914224165808713","0.894275724152186","0.934172607465239"
"No","2002","indirect migration background","East Germany","20","","",""
"Yes","2003","no migration background","West Germany","1626","0.125049148057757","0.119487307929896","0.130610988185617"
"Yes","2003","no migration background","East Germany","633","0.127670120930616","0.118617009863589","0.136723231997642"
"Yes","2003","direct migration background","West Germany","293","0.128352879965787","0.115283170566341","0.141422589365234"
"Yes","2003","direct migration background","East Germany","17","","",""
"Yes","2003","indirect migration background","West Germany","67","0.0811299721820796","0.0616413954002847","0.100618548963874"
"Yes","2003","indirect migration background","East Germany","7","","",""
"No","2003","no migration background","West Germany","11961","0.874950851942243","0.869389011814383","0.880512692070104"
"No","2003","no migration background","East Germany","4587","0.872329879069384","0.863276768002358","0.881382990136411"
"No","2003","direct migration background","West Germany","2223","0.871647120034212","0.858577410634766","0.884716829433659"
"No","2003","direct migration background","East Germany","89","0.792665881871489","0.715491061359048","0.869840702383929"
"No","2003","indirect migration background","West Germany","687","0.91887002781792","0.899381451036126","0.938358604599715"
"No","2003","indirect migration background","East Germany","25","","",""
"Yes","2004","no migration background","West Germany","1617","0.132980606426464","0.127192003260887","0.138769209592041"
"Yes","2004","no migration background","East Germany","608","0.128637495803636","0.119458855033516","0.137816136573757"
"Yes","2004","direct migration background","West Germany","281","0.117750742681666","0.104946164319491","0.130555321043841"
"Yes","2004","direct migration background","East Germany","19","","",""
"Yes","2004","indirect migration background","West Germany","73","0.075018606065372","0.0564004822266866","0.0936367299040573"
"Yes","2004","indirect migration background","East Germany","6","","",""
"No","2004","no migration background","West Germany","11601","0.867019393573536","0.861230790407959","0.872807996739113"
"No","2004","no migration background","East Germany","4503","0.871362504196364","0.862183863426243","0.880541144966484"
"No","2004","direct migration background","West Germany","2153","0.882249257318334","0.869444678956159","0.895053835680509"
"No","2004","direct migration background","East Germany","83","0.818621274917695","0.743841751810014","0.893400798025376"
"No","2004","indirect migration background","West Germany","696","0.924981393934628","0.906363270095943","0.943599517773313"
"No","2004","indirect migration background","East Germany","29","","",""
"Yes","2005","no migration background","West Germany","1384","0.117610000231272","0.1119926685381","0.123227331924443"
"Yes","2005","no migration background","East Germany","600","0.134860180782409","0.125299206194423","0.144421155370395"
"Yes","2005","direct migration background","West Germany","246","0.111576900769625","0.0986307400156883","0.124523061523561"
"Yes","2005","direct migration background","East Germany","15","","",""
"Yes","2005","indirect migration background","West Germany","63","0.096856597456497","0.0762714274329545","0.117441767480039"
"Yes","2005","indirect migration background","East Germany","3","","",""
"No","2005","no migration background","West Germany","11250","0.882389999768728","0.876772668075557","0.8880073314619"
"No","2005","no migration background","East Germany","4303","0.865139819217591","0.855578844629605","0.874700793805577"
"No","2005","direct migration background","West Germany","2026","0.888423099230375","0.875476938476439","0.901369259984312"
"No","2005","direct migration background","East Germany","87","0.808940629439043","0.732646609104047","0.885234649774039"
"No","2005","indirect migration background","West Germany","730","0.903143402543503","0.882558232519961","0.923728572567045"
"No","2005","indirect migration background","East Germany","32","0.831742239231942","0.707806660266765","0.955677818197119"
"Yes","2006","no migration background","West Germany","1601","0.126587201553397","0.121017254816053","0.132157148290741"
"Yes","2006","no migration background","East Germany","641","0.138267735125585","0.128832105384426","0.147703364866744"
"Yes","2006","direct migration background","West Germany","248","0.114004768565926","0.100947896072867","0.127061641058984"
"Yes","2006","direct migration background","East Germany","18","","",""
"Yes","2006","indirect migration background","West Germany","68","0.0888742782395367","0.0689425752467352","0.108805981232338"
"Yes","2006","indirect migration background","East Germany","6","","",""
"No","2006","no migration background","West Germany","12089","0.873412798446603","0.867842851709259","0.878982745183947"
"No","2006","no migration background","East Germany","4500","0.861732264874415","0.852296635133256","0.871167894615574"
"No","2006","direct migration background","West Germany","2028","0.885995231434074","0.872938358941016","0.899052103927133"
"No","2006","direct migration background","East Germany","93","0.808574440764818","0.735385313512709","0.881763568016928"
"No","2006","indirect migration background","West Germany","715","0.911125721760463","0.891194018767662","0.931057424753265"
"No","2006","indirect migration background","East Germany","34","0.810583144362762","0.689153089531415","0.93201319919411"
"Yes","2007","no migration background","West Germany","1535","0.128505536577656","0.122701062400987","0.134310010754325"
"Yes","2007","no migration background","East Germany","618","0.130021280756864","0.120586957821279","0.139455603692449"
"Yes","2007","direct migration background","West Germany","224","0.104071783503565","0.0908048977238466","0.117338669283283"
"Yes","2007","direct migration background","East Germany","14","","",""
"Yes","2007","indirect migration background","West Germany","60","0.111115323518163","0.0885480214583569","0.133682625577968"
"Yes","2007","indirect migration background","East Germany","5","","",""
"No","2007","no migration background","West Germany","11234","0.871494463422344","0.865689989245675","0.877298937599013"
"No","2007","no migration background","East Germany","4264","0.869978719243136","0.860544396307551","0.879413042178721"
"No","2007","direct migration background","West Germany","1811","0.895928216496435","0.882661330716717","0.909195102276153"
"No","2007","direct migration background","East Germany","79","0.892644191119431","0.82972855636106","0.955559825877801"
"No","2007","indirect migration background","West Germany","685","0.888884676481837","0.866317374422032","0.911451978541643"
"No","2007","indirect migration background","East Germany","36","0.912412556730182","0.825881359217676","0.998943754242687"
"Yes","2008","no migration background","West Germany","1384","0.121245912437269","0.115414251359586","0.127077573514952"
"Yes","2008","no migration background","East Germany","597","0.131213996476984","0.121509609551274","0.140918383402693"
"Yes","2008","direct migration background","West Germany","205","0.100046698083624","0.0863063819919977","0.113787014175249"
"Yes","2008","direct migration background","East Germany","9","","",""
"Yes","2008","indirect migration background","West Germany","65","0.0635228912745433","0.0457567742122128","0.0812890083368737"
"Yes","2008","indirect migration background","East Germany","4","","",""
"No","2008","no migration background","West Germany","10651","0.878754087562731","0.872922426485048","0.884585748640414"
"No","2008","no migration background","East Germany","4053","0.868786003523016","0.859081616597307","0.878490390448726"
"No","2008","direct migration background","West Germany","1627","0.899953301916376","0.88621298582475","0.913693618008002"
"No","2008","direct migration background","East Germany","72","0.927480670014269","0.871001942077481","0.983959397951057"
"No","2008","indirect migration background","West Germany","659","0.936477108725457","0.918710991663126","0.954243225787787"
"No","2008","indirect migration background","East Germany","38","0.916944093090584","0.83348375555484","1.00040443062633"
"Yes","2009","no migration background","West Germany","1458","0.133538691289251","0.127258624275951","0.139818758302551"
"Yes","2009","no migration background","East Germany","597","0.135585623962793","0.125507793735072","0.145663454190513"
"Yes","2009","direct migration background","West Germany","184","0.112576995627674","0.0970409782860706","0.128113012969278"
"Yes","2009","direct migration background","East Germany","14","","",""
"Yes","2009","indirect migration background","West Germany","60","0.0959929013112605","0.0737534728390755","0.118232329783446"
"Yes","2009","indirect migration background","East Germany","3","","",""
"No","2009","no migration background","West Germany","9812","0.866461308710749","0.860181241697448","0.872741375724049"
"No","2009","no migration background","East Germany","3836","0.864414376037207","0.854336545809487","0.874492206264928"
"No","2009","direct migration background","West Germany","1406","0.887423004372326","0.871886987030722","0.902959021713929"
"No","2009","direct migration background","East Germany","62","0.87244987763086","0.797451481193478","0.947448274068242"
"No","2009","indirect migration background","West Germany","614","0.90400709868874","0.881767670216554","0.926246527160925"
"No","2009","indirect migration background","East Germany","38","0.839548481812792","0.727204201015337","0.951892762610246"
"Yes","2010","no migration background","West Germany","1970","0.130674151426759","0.125225112821684","0.136123190031833"
"Yes","2010","no migration background","East Germany","748","0.134613534816811","0.125408203572077","0.143818866061545"
"Yes","2010","direct migration background","West Germany","408","0.110192520208614","0.0985358217497468","0.121849218667481"
"Yes","2010","direct migration background","East Germany","19","","",""
"Yes","2010","indirect migration background","West Germany","141","0.0962202886304363","0.0785756466144247","0.113864930646448"
"Yes","2010","indirect migration background","East Germany","10","","",""
"No","2010","no migration background","West Germany","12727","0.869325848573241","0.863876809968166","0.874774887178316"
"No","2010","no migration background","East Germany","4533","0.865386465183189","0.856181133938455","0.874591796427923"
"No","2010","direct migration background","West Germany","2364","0.889807479791386","0.878150781332519","0.901464178250253"
"No","2010","direct migration background","East Germany","109","0.881066754629701","0.824987898278816","0.937145610980586"
"No","2010","indirect migration background","West Germany","932","0.903779711369564","0.886135069353552","0.921424353385575"
"No","2010","indirect migration background","East Germany","66","0.916741954125789","0.854629604957853","0.978854303293726"
"Yes","2011","no migration background","West Germany","2399","0.139729580383802","0.134638704917235","0.144820455850369"
"Yes","2011","no migration background","East Germany","901","0.141771905046156","0.13301485790974","0.150528952182573"
"Yes","2011","direct migration background","West Germany","456","0.122714773441565","0.111155338707062","0.134274208176068"
"Yes","2011","direct migration background","East Germany","31","0.164131952213757","0.106008524047954","0.222255380379561"
"Yes","2011","indirect migration background","West Germany","136","0.0900530168362169","0.0739900651279111","0.106115968544523"
"Yes","2011","indirect migration background","East Germany","6","","",""
"No","2011","no migration background","West Germany","15418","0.860270419616198","0.855179544149631","0.865361295082765"
"No","2011","no migration background","East Germany","5194","0.858228094953844","0.849471047817428","0.86698514209026"
"No","2011","direct migration background","West Germany","2639","0.877285226558435","0.865725791823932","0.888844661292937"
"No","2011","direct migration background","East Germany","125","0.835868047786243","0.777744619620439","0.893991475952046"
"No","2011","indirect migration background","West Germany","1084","0.909946983163783","0.893884031455477","0.926009934872089"
"No","2011","indirect migration background","East Germany","80","0.942938023013712","0.893913446950469","0.991962599076956"
"Yes","2012","no migration background","West Germany","2317","0.139944335598124","0.134790097268427","0.145098573927822"
"Yes","2012","no migration background","East Germany","878","0.156216205495881","0.147000454379539","0.165431956612223"
"Yes","2012","direct migration background","West Germany","383","0.124340746189996","0.11231468935024","0.136366803029752"
"Yes","2012","direct migration background","East Germany","16","","",""
"Yes","2012","indirect migration background","West Germany","154","0.135321444782514","0.115951412742508","0.15469147682252"
"Yes","2012","indirect migration background","East Germany","4","","",""
"No","2012","no migration background","West Germany","15087","0.860055664401876","0.854901426072178","0.865209902731573"
"No","2012","no migration background","East Germany","5084","0.843783794504119","0.834568043387777","0.852999545620461"
"No","2012","direct migration background","West Germany","2509","0.875659253810004","0.863633196970248","0.88768531064976"
"No","2012","direct migration background","East Germany","138","0.895206280448225","0.846831732622224","0.943580828274227"
"No","2012","indirect migration background","West Germany","1044","0.864678555217486","0.84530852317748","0.884048587257492"
"No","2012","indirect migration background","East Germany","75","0.966759262170538","0.927229059251826","1.00628946508925"
"Yes","2013","no migration background","West Germany","2222","0.148646831880335","0.143187989318428","0.154105674442241"
"Yes","2013","no migration background","East Germany","778","0.14276967059365","0.133563357279134","0.151975983908166"
"Yes","2013","direct migration background","West Germany","324","0.135755049079289","0.122501988410791","0.149008109747786"
"Yes","2013","direct migration background","East Germany","21","","",""
"Yes","2013","indirect migration background","West Germany","122","0.101950950197845","0.0842852115628434","0.119616688832847"
"Yes","2013","indirect migration background","East Germany","9","","",""
"No","2013","no migration background","West Germany","14092","0.851353168119665","0.845894325557759","0.856812010681572"
"No","2013","no migration background","East Germany","4769","0.85723032940635","0.848024016091834","0.866436642720866"
"No","2013","direct migration background","West Germany","2242","0.864244950920711","0.850991890252214","0.877498011589209"
"No","2013","direct migration background","East Germany","116","0.841398638306445","0.780228119246117","0.902569157366774"
"No","2013","indirect migration background","West Germany","1005","0.898049049802155","0.880383311167153","0.915714788437157"
"No","2013","indirect migration background","East Germany","67","0.768496073235165","0.673667044546999","0.863325101923331"
"Yes","2014","no migration background","West Germany","1905","0.139101954429348","0.133579314832327","0.14462459402637"
"Yes","2014","no migration background","East Germany","730","0.14213906496334","0.132607662466525","0.151670467460154"
"Yes","2014","direct migration background","West Germany","668","0.14146109207088","0.131584743833306","0.151337440308453"
"Yes","2014","direct migration background","East Germany","53","0.144356735330111","0.107324925668602","0.18138854499162"
"Yes","2014","indirect migration background","West Germany","212","0.12213139760079","0.106520310012427","0.137742485189153"
"Yes","2014","indirect migration background","East Germany","12","","",""
"No","2014","no migration background","West Germany","13178","0.860898045570652","0.85537540597363","0.866420685167673"
