"ple0053","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1986","Employed","inadequately","60","0.11434891557477","0.0853930564342909","0.14330477471525"
"Yes","1986","Employed","general elemantary","167","0.105812729189594","0.0904499096094741","0.121175548769713"
"Yes","1986","Employed","middle vocational","344","0.0992108603112025","0.0891237509237237","0.109297969698681"
"Yes","1986","Employed","vocational + Abi","19","","",""
"Yes","1986","Employed","higher vocational","51","0.117253051305879","0.0863742628172902","0.148131839794467"
"Yes","1986","Employed","higher education","53","0.0895446834953552","0.0668301947360333","0.112259172254677"
"No","1986","Not Employed","in school","168","0.918714584056982","0.879121514976917","0.958307653137047"
"No","1986","Not Employed","inadequately","273","0.841809110462841","0.802074118382193","0.881544102543489"
"No","1986","Not Employed","general elemantary","1178","0.859166512135195","0.840787146729729","0.877545877540661"
"No","1986","Not Employed","middle vocational","1354","0.826251199192151","0.807846113235251","0.84465628514905"
"No","1986","Not Employed","vocational + Abi","60","0.875174442892871","0.798829387822665","0.951519497963077"
"No","1986","Not Employed","higher vocational","142","0.860489339809929","0.807461661724363","0.913517017895495"
"No","1986","Not Employed","higher education","122","0.832758524632587","0.771592309073994","0.893924740191181"
"No","1986","Employed","in school","5","","",""
"No","1986","Employed","inadequately","404","0.88565108442523","0.85669522528475","0.914606943565709"
"No","1986","Employed","general elemantary","1373","0.894187270810406","0.878824451230287","0.909550090390526"
"No","1986","Employed","middle vocational","3030","0.900789139688797","0.890702030301319","0.910876249076276"
"No","1986","Employed","vocational + Abi","185","0.93400581566744","0.899936718079628","0.968074913255251"
"No","1986","Employed","higher vocational","366","0.882746948694121","0.851868160205533","0.91362573718271"
"No","1986","Employed","higher education","554","0.910455316504645","0.887740827745323","0.933169805263967"
"Yes","1987","Not Employed","in school","14","","",""
"Yes","1987","Not Employed","inadequately","43","0.167992029303991","0.125037429408113","0.210946629199869"
"Yes","1987","Not Employed","general elemantary","188","0.151975094873218","0.132519938130415","0.171430251616022"
"Yes","1987","Not Employed","middle vocational","245","0.162230706463091","0.144121254480306","0.180340158445877"
"Yes","1987","Not Employed","vocational + Abi","10","","",""
"Yes","1987","Not Employed","higher vocational","24","","",""
"Yes","1987","Not Employed","higher education","27","","",""
"Yes","1987","Employed","in school","1","","",""
"Yes","1987","Employed","inadequately","52","0.0954573110336324","0.0688917926954805","0.122022829371784"
"Yes","1987","Employed","general elemantary","168","0.112072249966968","0.0963221022373667","0.12782239769657"
"Yes","1987","Employed","middle vocational","343","0.100707629352105","0.0905561692292333","0.110859089474976"
"Yes","1987","Employed","vocational + Abi","15","","",""
"Yes","1987","Employed","higher vocational","48","0.107005945412913","0.0769373381831046","0.137074552642721"
"Yes","1987","Employed","higher education","53","0.0937303831355261","0.0704096944154692","0.117051071855583"
"No","1987","Not Employed","in school","165","0.918804587061415","0.878791791024564","0.958817383098266"
"No","1987","Not Employed","inadequately","248","0.832007970696009","0.789053370800131","0.874962570591887"
"No","1987","Not Employed","general elemantary","1120","0.848024905126782","0.828569748383978","0.867480061869585"
"No","1987","Not Employed","middle vocational","1347","0.837769293536909","0.819659841554123","0.855878745519694"
"No","1987","Not Employed","vocational + Abi","62","0.812095927459355","0.721865377268444","0.902326477650265"
"No","1987","Not Employed","higher vocational","137","0.858613371247774","0.804794058664965","0.912432683830582"
"No","1987","Not Employed","higher education","116","0.78548058096638","0.718201336667975","0.852759825264784"
"No","1987","Employed","in school","11","","",""
"No","1987","Employed","inadequately","418","0.904542688966368","0.877977170628216","0.93110820730452"
"No","1987","Employed","general elemantary","1373","0.887927750033032","0.87217760230343","0.903677897762633"
"No","1987","Employed","middle vocational","3033","0.899292370647895","0.889140910525024","0.909443830770767"
"No","1987","Employed","vocational + Abi","191","0.926673660346156","0.891077111579698","0.962270209112614"
"No","1987","Employed","higher vocational","358","0.892994054587087","0.862925447357279","0.923062661816895"
"No","1987","Employed","higher education","547","0.906269616864474","0.882948928144417","0.929590305584531"
"Yes","1988","Not Employed","in school","17","","",""
"Yes","1988","Not Employed","inadequately","38","0.122274497248179","0.0850792662261037","0.159469728270255"
"Yes","1988","Not Employed","general elemantary","193","0.158580370464626","0.137972861864655","0.179187879064598"
"Yes","1988","Not Employed","middle vocational","226","0.15869284794141","0.140195765077116","0.177189930805705"
"Yes","1988","Not Employed","vocational + Abi","10","","",""
"Yes","1988","Not Employed","higher vocational","33","0.222961918280804","0.156572920077597","0.289350916484012"
"Yes","1988","Not Employed","higher education","20","","",""
"Yes","1988","Employed","in school","","","",""
"Yes","1988","Employed","inadequately","55","0.141773000475768","0.107632195502404","0.175913805449131"
"Yes","1988","Employed","general elemantary","172","0.116850010525926","0.100721761536701","0.132978259515152"
"Yes","1988","Employed","middle vocational","315","0.100036425202","0.0897064299123953","0.110366420491606"
"Yes","1988","Employed","vocational + Abi","18","","",""
"Yes","1988","Employed","higher vocational","49","0.11816149930558","0.0860422968631143","0.150280701748045"
"Yes","1988","Employed","higher education","47","0.0827166632858703","0.0601234348953337","0.105309891676407"
"No","1988","Not Employed","in school","137","0.873386015635525","0.820865172983863","0.925906858287188"
"No","1988","Not Employed","inadequately","260","0.877725502751821","0.840530271729745","0.914920733773896"
"No","1988","Not Employed","general elemantary","1014","0.841419629535374","0.820812120935402","0.862027138135345"
"No","1988","Not Employed","middle vocational","1273","0.84130715205859","0.822810069194295","0.859804234922884"
"No","1988","Not Employed","vocational + Abi","61","0.909416165233958","0.84265473952858","0.976177590939337"
"No","1988","Not Employed","higher vocational","118","0.777038081719196","0.710649083515988","0.843427079922403"
"No","1988","Not Employed","higher education","110","0.813943412702161","0.747048044791354","0.880838780612968"
"No","1988","Employed","in school","8","","",""
"No","1988","Employed","inadequately","346","0.858226999524232","0.824086194550869","0.892367804497596"
"No","1988","Employed","general elemantary","1352","0.883149989474074","0.867021740484848","0.899278238463299"
"No","1988","Employed","middle vocational","2926","0.899963574798","0.889633579508395","0.910293570087605"
"No","1988","Employed","vocational + Abi","182","0.91639365699322","0.878032319193727","0.954754994792714"
"No","1988","Employed","higher vocational","339","0.88183850069442","0.849719298251955","0.913957703136886"
"No","1988","Employed","higher education","524","0.91728333671413","0.894690108323593","0.939876565104666"
"Yes","1989","Not Employed","in school","10","","",""
"Yes","1989","Not Employed","inadequately","39","0.148719707213508","0.107554747633622","0.189884666793394"
"Yes","1989","Not Employed","general elemantary","184","0.162294781155969","0.140946954383269","0.18364260792867"
"Yes","1989","Not Employed","middle vocational","208","0.157730337323815","0.1389437826932","0.176516891954431"
"Yes","1989","Not Employed","vocational + Abi","12","","",""
"Yes","1989","Not Employed","higher vocational","25","","",""
"Yes","1989","Not Employed","higher education","17","","",""
"Yes","1989","Employed","in school","","","",""
"Yes","1989","Employed","inadequately","53","0.137926087377316","0.102743289955381","0.173108884799251"
"Yes","1989","Employed","general elemantary","154","0.107846659809517","0.0918033498811769","0.123889969737858"
"Yes","1989","Employed","middle vocational","345","0.105750207335943","0.0950569622351822","0.116443452436705"
"Yes","1989","Employed","vocational + Abi","19","","",""
"Yes","1989","Employed","higher vocational","34","0.088704028093443","0.0598893557087092","0.117518700478177"
"Yes","1989","Employed","higher education","34","0.0672692780422569","0.0467596726666529","0.0877788834178608"
"No","1989","Not Employed","in school","144","0.937587315646747","0.899381451843473","0.975793179450021"
"No","1989","Not Employed","inadequately","248","0.851280292786492","0.810115333206606","0.892445252366378"
"No","1989","Not Employed","general elemantary","962","0.837705218844031","0.81635739207133","0.859053045616731"
"No","1989","Not Employed","middle vocational","1238","0.842269662676185","0.823483108045569","0.8610562173068"
"No","1989","Not Employed","vocational + Abi","66","0.88515438718827","0.814397697330298","0.955911077046242"
"No","1989","Not Employed","higher vocational","115","0.823271343388291","0.760087060529277","0.886455626247305"
"No","1989","Not Employed","higher education","107","0.832846532597791","0.767174957247861","0.89851810794772"
"No","1989","Employed","in school","19","","",""
"No","1989","Employed","inadequately","316","0.862073912622684","0.82689111520075","0.897256710044619"
"No","1989","Employed","general elemantary","1282","0.892153340190483","0.876110030262142","0.908196650118823"
"No","1989","Employed","middle vocational","2832","0.894249792664057","0.883556547563295","0.904943037764818"
"No","1989","Employed","vocational + Abi","193","0.895898038158191","0.854788849041379","0.937007227275003"
"No","1989","Employed","higher vocational","340","0.911295971906557","0.882481299521823","0.940110644291291"
"No","1989","Employed","higher education","539","0.932730721957743","0.912221116582139","0.953240327333347"
"Yes","1990","Not Employed","in school","","","",""
"Yes","1990","Not Employed","inadequately","","","",""
"Yes","1990","Not Employed","general elemantary","","","",""
"Yes","1990","Not Employed","middle vocational","","","",""
"Yes","1990","Not Employed","vocational + Abi","","","",""
"Yes","1990","Not Employed","higher vocational","","","",""
"Yes","1990","Not Employed","higher education","","","",""
"Yes","1990","Employed","in school","","","",""
"Yes","1990","Employed","inadequately","","","",""
"Yes","1990","Employed","general elemantary","","","",""
"Yes","1990","Employed","middle vocational","","","",""
"Yes","1990","Employed","vocational + Abi","","","",""
"Yes","1990","Employed","higher vocational","","","",""
"Yes","1990","Employed","higher education","","","",""
"No","1990","Not Employed","in school","","","",""
"No","1990","Not Employed","inadequately","","","",""
"No","1990","Not Employed","general elemantary","","","",""
"No","1990","Not Employed","middle vocational","","","",""
"No","1990","Not Employed","vocational + Abi","","","",""
"No","1990","Not Employed","higher vocational","","","",""
"No","1990","Not Employed","higher education","","","",""
"No","1990","Employed","in school","","","",""
"No","1990","Employed","inadequately","","","",""
"No","1990","Employed","general elemantary","","","",""
"No","1990","Employed","middle vocational","","","",""
"No","1990","Employed","vocational + Abi","","","",""
"No","1990","Employed","higher vocational","","","",""
"No","1990","Employed","higher education","","","",""
"Yes","1991","Not Employed","in school","7","","",""
"Yes","1991","Not Employed","inadequately","26","","",""
"Yes","1991","Not Employed","general elemantary","175","0.17901285539922","0.15573598867772","0.20228972212072"
"Yes","1991","Not Employed","middle vocational","251","0.185736245537346","0.165466221242739","0.206006269831954"
"Yes","1991","Not Employed","vocational + Abi","22","","",""
"Yes","1991","Not Employed","higher vocational","27","","",""
"Yes","1991","Not Employed","higher education","21","","",""
"Yes","1991","Employed","in school","1","","",""
"Yes","1991","Employed","inadequately","42","0.138864958218772","0.103340344507613","0.174389571929931"
"Yes","1991","Employed","general elemantary","151","0.118462519811319","0.101356843971957","0.135568195650681"
"Yes","1991","Employed","middle vocational","309","0.100772973443312","0.0902203530315103","0.111325593855114"
"Yes","1991","Employed","vocational + Abi","28","","",""
"Yes","1991","Employed","higher vocational","45","0.10023384248693","0.0699995017732616","0.130468183200599"
"Yes","1991","Employed","higher education","50","0.0918297679364854","0.0683275164624213","0.11533201941055"
"No","1991","Not Employed","in school","125","0.919961020153612","0.873670015028504","0.96625202527872"
"No","1991","Not Employed","inadequately","232","0.857568417730778","0.814922665754244","0.900214169707312"
"No","1991","Not Employed","general elemantary","867","0.82098714460078","0.79771027787928","0.84426401132228"
"No","1991","Not Employed","middle vocational","1163","0.814263754462654","0.793993730168046","0.834533778757261"
"No","1991","Not Employed","vocational + Abi","53","0.706845341817462","0.603823796687037","0.809866886947888"
"No","1991","Not Employed","higher vocational","112","0.821337441109027","0.757655209160594","0.88501967305746"
"No","1991","Not Employed","higher education","120","0.841409643805357","0.781114731944079","0.901704555666636"
"No","1991","Employed","in school","17","","",""
"No","1991","Employed","inadequately","322","0.861135041781228","0.825610428070069","0.896659655492387"
"No","1991","Employed","general elemantary","1220","0.881537480188681","0.864431804349319","0.898643156028043"
"No","1991","Employed","middle vocational","2817","0.899227026556688","0.888674406144886","0.90977964696849"
"No","1991","Employed","vocational + Abi","204","0.881977631387665","0.840461674994719","0.923493587780612"
"No","1991","Employed","higher vocational","334","0.89976615751307","0.869531816799401","0.930000498226738"
"No","1991","Employed","higher education","530","0.908170232063515","0.88466798058945","0.931672483537579"
"Yes","1992","Not Employed","in school","13","","",""
"Yes","1992","Not Employed","inadequately","29","","",""
"Yes","1992","Not Employed","general elemantary","178","0.154762955285356","0.134910429572456","0.174615480998255"
"Yes","1992","Not Employed","middle vocational","309","0.176851498762696","0.159873335936955","0.193829661588437"
"Yes","1992","Not Employed","vocational + Abi","16","","",""
"Yes","1992","Not Employed","higher vocational","31","0.173570526446965","0.116637467397796","0.230503585496133"
"Yes","1992","Not Employed","higher education","52","0.212454578184948","0.163663876766215","0.26124527960368"
"Yes","1992","Employed","in school","2","","",""
"Yes","1992","Employed","inadequately","34","0.0831025710018256","0.0544284113123333","0.111776730691318"
"Yes","1992","Employed","general elemantary","166","0.108486346544735","0.0928572085650771","0.124115484524393"
"Yes","1992","Employed","middle vocational","467","0.0986426635864562","0.0901957651645283","0.107089562008384"
"Yes","1992","Employed","vocational + Abi","24","","",""
"Yes","1992","Employed","higher vocational","57","0.095170972265727","0.0716512053005583","0.118690739230896"
"Yes","1992","Employed","higher education","98","0.066428699919984","0.0532992753631113","0.0795581244768567"
"No","1992","Not Employed","in school","145","0.921618793717341","0.879710384091269","0.963527203343413"
"No","1992","Not Employed","inadequately","245","0.903187040846442","0.868174114852349","0.938199966840534"
"No","1992","Not Employed","general elemantary","1097","0.845237044714644","0.825384519001744","0.865089570427544"
"No","1992","Not Employed","middle vocational","1631","0.823148501237304","0.806170338411563","0.840126664063045"
"No","1992","Not Employed","vocational + Abi","85","0.780184645388986","0.69942114819544","0.860948142582531"
"No","1992","Not Employed","higher vocational","139","0.826429473553035","0.769496414503867","0.883362532602204"
"No","1992","Not Employed","higher education","218","0.787545421815052","0.73875472039632","0.836336123233785"
"No","1992","Employed","in school","27","","",""
"No","1992","Employed","inadequately","322","0.916897428998174","0.888223269308682","0.945571588687667"
"No","1992","Employed","general elemantary","1355","0.891513653455265","0.875884515475607","0.907142791434923"
"No","1992","Employed","middle vocational","4320","0.901357336413544","0.892910437991616","0.909804234835472"
"No","1992","Employed","vocational + Abi","260","0.909768483197809","0.876446296463471","0.943090669932148"
"No","1992","Employed","higher vocational","541","0.904829027734273","0.881309260769104","0.928348794699442"
"No","1992","Employed","higher education","1284","0.933571300080016","0.920441875523143","0.946700724636889"
"Yes","1993","Not Employed","in school","","","",""
"Yes","1993","Not Employed","inadequately","","","",""
"Yes","1993","Not Employed","general elemantary","","","",""
"Yes","1993","Not Employed","middle vocational","","","",""
"Yes","1993","Not Employed","vocational + Abi","","","",""
"Yes","1993","Not Employed","higher vocational","","","",""
"Yes","1993","Not Employed","higher education","","","",""
"Yes","1993","Employed","in school","","","",""
"Yes","1993","Employed","inadequately","","","",""
"Yes","1993","Employed","general elemantary","","","",""
"Yes","1993","Employed","middle vocational","","","",""
"Yes","1993","Employed","vocational + Abi","","","",""
"Yes","1993","Employed","higher vocational","","","",""
"Yes","1993","Employed","higher education","","","",""
"No","1993","Not Employed","in school","","","",""
"No","1993","Not Employed","inadequately","","","",""
"No","1993","Not Employed","general elemantary","","","",""
"No","1993","Not Employed","middle vocational","","","",""
"No","1993","Not Employed","vocational + Abi","","","",""
"No","1993","Not Employed","higher vocational","","","",""
"No","1993","Not Employed","higher education","","","",""
"No","1993","Employed","in school","","","",""
"No","1993","Employed","inadequately","","","",""
"No","1993","Employed","general elemantary","","","",""
"No","1993","Employed","middle vocational","","","",""
"No","1993","Employed","vocational + Abi","","","",""
"No","1993","Employed","higher vocational","","","",""
"No","1993","Employed","higher education","","","",""
"Yes","1994","Not Employed","in school","11","","",""
"Yes","1994","Not Employed","inadequately","38","0.146722763330286","0.103209158683539","0.190236367977033"
"Yes","1994","Not Employed","general elemantary","188","0.176309736316887","0.154793085014345","0.197826387619428"
"Yes","1994","Not Employed","middle vocational","349","0.197095638283034","0.180342765900407","0.21384851066566"
"Yes","1994","Not Employed","vocational + Abi","23","","",""
"Yes","1994","Not Employed","higher vocational","47","0.259779476354517","0.199157088051033","0.320401864658002"
"Yes","1994","Not Employed","higher education","47","0.130372415902483","0.094893564475972","0.165851267328993"
"Yes","1994","Employed","in school","2","","",""
"Yes","1994","Employed","inadequately","35","0.112466701609936","0.0768928340452343","0.148040569174637"
"Yes","1994","Employed","general elemantary","135","0.103251904200742","0.0867173035859901","0.119786504815493"
"Yes","1994","Employed","middle vocational","427","0.102546188831613","0.0935946818571788","0.111497695806047"
"Yes","1994","Employed","vocational + Abi","27","","",""
"Yes","1994","Employed","higher vocational","51","0.0996472145340367","0.0747276449206812","0.124566784147392"
"Yes","1994","Employed","higher education","103","0.0849894557548924","0.0698652674477345","0.10011364406205"
"No","1994","Not Employed","in school","210","0.948248401165759","0.919042211612105","0.977454590719413"
"No","1994","Not Employed","inadequately","216","0.853277236669714","0.809763632022967","0.896790841316461"
"No","1994","Not Employed","general elemantary","1017","0.823690263683113","0.802173612380572","0.845206914985655"
"No","1994","Not Employed","middle vocational","1817","0.802904361716966","0.78615148933434","0.819657234099593"
"No","1994","Not Employed","vocational + Abi","85","0.764851026338466","0.684868303631502","0.84483374904543"
"No","1994","Not Employed","higher vocational","154","0.740220523645483","0.679598135341998","0.800842911948967"
"No","1994","Not Employed","higher education","299","0.869627584097517","0.834148732671007","0.905106435524028"
"No","1994","Employed","in school","15","","",""
"No","1994","Employed","inadequately","268","0.887533298390064","0.851959430825363","0.923107165954766"
"No","1994","Employed","general elemantary","1166","0.896748095799258","0.880213495184507","0.91328269641401"
"No","1994","Employed","middle vocational","3985","0.897453811168387","0.888502304193953","0.906405318142821"
"No","1994","Employed","vocational + Abi","258","0.928622538155947","0.898732544607866","0.958512531704029"
"No","1994","Employed","higher vocational","504","0.900352785465963","0.875433215852608","0.925272355079319"
"No","1994","Employed","higher education","1203","0.915010544245108","0.89988635593795","0.930134732552265"
"Yes","1995","Not Employed","in school","18","","",""
"Yes","1995","Not Employed","inadequately","36","0.118937193255948","0.0793601080150524","0.158514278496845"
"Yes","1995","Not Employed","general elemantary","214","0.196435982352468","0.174366904965042","0.218505059739894"
"Yes","1995","Not Employed","middle vocational","360","0.16597132615073","0.150594723695338","0.181347928606123"
"Yes","1995","Not Employed","vocational + Abi","13","","",""
"Yes","1995","Not Employed","higher vocational","35","0.191414278482128","0.13562103533895","0.247207521625306"
"Yes","1995","Not Employed","higher education","62","0.177929166203713","0.138800661578178","0.217057670829248"
"Yes","1995","Employed","in school","3","","",""
"Yes","1995","Employed","inadequately","29","","",""
"Yes","1995","Employed","general elemantary","138","0.113319782135426","0.0957824873058647","0.130857076964987"
"Yes","1995","Employed","middle vocational","441","0.0974571691457828","0.0887677173624263","0.106146620929139"
"Yes","1995","Employed","vocational + Abi","46","0.125826255508306","0.0910310109694343","0.160621500047177"
"Yes","1995","Employed","higher vocational","47","0.104003410003363","0.0789430312164512","0.129063788790274"
"Yes","1995","Employed","higher education","107","0.077035663095022","0.0630077931530577","0.0910635330369863"
"No","1995","Not Employed","in school","258","0.942106088921372","0.914553659396509","0.969658518446236"
"No","1995","Not Employed","inadequately","221","0.881062806744052","0.841485721503155","0.920639891984948"
"No","1995","Not Employed","general elemantary","1031","0.803564017647532","0.781494940260106","0.825633095034958"
"No","1995","Not Employed","middle vocational","1889","0.83402867384927","0.818652071393877","0.849405276304662"
"No","1995","Not Employed","vocational + Abi","116","0.908978909975163","0.859342409437457","0.958615410512868"
"No","1995","Not Employed","higher vocational","156","0.808585721517872","0.752792478374694","0.86437896466105"
"No","1995","Not Employed","higher education","305","0.822070833796287","0.782942329170752","0.861199338421822"
"No","1995","Employed","in school","7","","",""
"No","1995","Employed","inadequately","246","0.898869286431469","0.863234714138108","0.934503858724831"
"No","1995","Employed","general elemantary","1117","0.886680217864574","0.869142923035013","0.904217512694135"
"No","1995","Employed","middle vocational","4034","0.902542830854217","0.893853379070861","0.911232282637574"
"No","1995","Employed","vocational + Abi","303","0.874173744491694","0.839378499952823","0.908968989030566"
"No","1995","Employed","higher vocational","523","0.895996589996637","0.870936211209725","0.921056968783549"
"No","1995","Employed","higher education","1281","0.922964336904978","0.908936466963014","0.936992206846942"
"Yes","1996","Not Employed","in school","19","","",""
"Yes","1996","Not Employed","inadequately","39","0.164628154489804","0.118286396016232","0.210969912963377"
"Yes","1996","Not Employed","general elemantary","205","0.176443144818328","0.154830230759568","0.198056058877088"
"Yes","1996","Not Employed","middle vocational","369","0.182601415618393","0.166406002789105","0.198796828447681"
"Yes","1996","Not Employed","vocational + Abi","20","","",""
"Yes","1996","Not Employed","higher vocational","29","","",""
"Yes","1996","Not Employed","higher education","68","0.218730591124472","0.175667853760902","0.261793328488043"
"Yes","1996","Employed","in school","2","","",""
"Yes","1996","Employed","inadequately","34","0.146929458903499","0.102955523967554","0.190903393839443"
"Yes","1996","Employed","general elemantary","115","0.0957064739047325","0.0791167181280229","0.112296229681442"
"Yes","1996","Employed","middle vocational","437","0.093943409980878","0.0853550538038657","0.10253176615789"
"Yes","1996","Employed","vocational + Abi","39","0.0992376737500045","0.0683102132205196","0.130165134279489"
"Yes","1996","Employed","higher vocational","67","0.101305391091237","0.0768546230877142","0.12575615909476"
"Yes","1996","Employed","higher education","126","0.081915757922211","0.0676168785077032","0.0962146373367188"
"No","1996","Not Employed","in school","258","0.938750727217232","0.910512734750009","0.966988719684455"
"No","1996","Not Employed","inadequately","207","0.835371845510196","0.789030087036623","0.881713603983768"
"No","1996","Not Employed","general elemantary","990","0.823556855181672","0.801943941122912","0.845169769240432"
"No","1996","Not Employed","middle vocational","1817","0.817398584381607","0.801203171552319","0.833593997210895"
"No","1996","Not Employed","vocational + Abi","99","0.826136392996694","0.758043022724118","0.894229763269269"
"No","1996","Not Employed","higher vocational","150","0.809243055115777","0.751685644840264","0.866800465391289"
"No","1996","Not Employed","higher education","286","0.781269408875528","0.738206671511957","0.824332146239098"
"No","1996","Employed","in school","15","","",""
"No","1996","Employed","inadequately","215","0.853070541096501","0.809096606160557","0.897044476032446"
"No","1996","Employed","general elemantary","1093","0.904293526095267","0.887703770318558","0.920883281871977"
"No","1996","Employed","middle vocational","3996","0.906056590019122","0.89746823384211","0.914644946196134"
"No","1996","Employed","vocational + Abi","320","0.900762326249996","0.869834865720511","0.93168978677948"
"No","1996","Employed","higher vocational","518","0.898694608908763","0.87424384090524","0.923145376912286"
"No","1996","Employed","higher education","1287","0.918084242077789","0.903785362663281","0.932383121492297"
"Yes","1997","Not Employed","in school","24","","",""
"Yes","1997","Not Employed","inadequately","31","0.148625923557085","0.104353862080892","0.192897985033278"
"Yes","1997","Not Employed","general elemantary","221","0.192995715835849","0.170666718473616","0.215324713198083"
"Yes","1997","Not Employed","middle vocational","374","0.177406811510397","0.161515881914329","0.193297741106465"
"Yes","1997","Not Employed","vocational + Abi","19","","",""
"Yes","1997","Not Employed","higher vocational","35","0.171537875316336","0.116618555978163","0.226457194654509"
"Yes","1997","Not Employed","higher education","54","0.171995095420419","0.133066478320211","0.210923712520628"
"Yes","1997","Employed","in school","","","",""
