"ple0053","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2012","direct migration background","Rural Area","110","0.116039356323717","0.0934471543936329","0.138631558253801"
"Yes","2012","indirect migration background","Urban Area","125","0.12453615855282","0.104390796275542","0.144681520830098"
"Yes","2012","indirect migration background","Rural Area","33","0.158673228344329","0.112922371499864","0.204424085188794"
"No","2012","no migration background","Urban Area","12497","0.859851347530736","0.854184822740511","0.865517872320962"
"No","2012","no migration background","Rural Area","7674","0.850441846827214","0.843052803813013","0.857830889841416"
"No","2012","direct migration background","Urban Area","1985","0.873881371259209","0.860236522645357","0.887526219873061"
"No","2012","direct migration background","Rural Area","662","0.883960643676283","0.861368441746199","0.906552845606367"
"No","2012","indirect migration background","Urban Area","907","0.875463841447179","0.855318479169902","0.895609203724457"
"No","2012","indirect migration background","Rural Area","212","0.841326771655671","0.795575914811206","0.887077628500136"
"Yes","2013","no migration background","Urban Area","1817","0.145200270562976","0.139262224994478","0.151138316131474"
"Yes","2013","no migration background","Rural Area","1183","0.151533537259886","0.143837576848355","0.159229497671417"
"Yes","2013","direct migration background","Urban Area","263","0.141674787817563","0.126560988369656","0.15678858726547"
"Yes","2013","direct migration background","Rural Area","82","0.118309485241071","0.0936318801000156","0.142987090382126"
"Yes","2013","indirect migration background","Urban Area","99","0.0909153456085593","0.0728514077199524","0.108979283497166"
"Yes","2013","indirect migration background","Rural Area","32","0.176489303299488","0.127219822048463","0.225758784550512"
"No","2013","no migration background","Urban Area","11705","0.854799729437024","0.848861683868526","0.860737775005522"
"No","2013","no migration background","Rural Area","7156","0.848466462740114","0.840770502328583","0.856162423151645"
"No","2013","direct migration background","Urban Area","1782","0.858325212182437","0.84321141273453","0.873439011630344"
"No","2013","direct migration background","Rural Area","576","0.881690514758929","0.857012909617874","0.906368119899984"
"No","2013","indirect migration background","Urban Area","874","0.909084654391441","0.891020716502834","0.927148592280048"
"No","2013","indirect migration background","Rural Area","198","0.823510696700512","0.774241215449488","0.872780177951537"
"Yes","2014","no migration background","Urban Area","1571","0.130741953498549","0.124842263059184","0.136641643937914"
"Yes","2014","no migration background","Rural Area","1064","0.156851573569366","0.148726785931247","0.164976361207486"
"Yes","2014","direct migration background","Urban Area","542","0.141235118576618","0.130242831402422","0.152227405750814"
"Yes","2014","direct migration background","Rural Area","179","0.142932636611926","0.123705833874211","0.16215943934964"
"Yes","2014","indirect migration background","Urban Area","177","0.122526084797484","0.105747148711994","0.139305020882973"
"Yes","2014","indirect migration background","Rural Area","47","0.114709319221088","0.080116847991348","0.149301790450828"
"No","2014","no migration background","Urban Area","10972","0.869258046501451","0.863358356062086","0.875157736940816"
"No","2014","no migration background","Rural Area","6632","0.843148426430633","0.835023638792514","0.851273214068753"
"No","2014","direct migration background","Urban Area","3314","0.858764881423382","0.847772594249185","0.869757168597578"
"No","2014","direct migration background","Rural Area","1094","0.857067363388075","0.83784056065036","0.876294166125789"
"No","2014","indirect migration background","Urban Area","1290","0.877473915202516","0.860694979117027","0.894252851288006"
"No","2014","indirect migration background","Rural Area","279","0.885290680778912","0.850698209549172","0.919883152008652"
"Yes","2015","no migration background","Urban Area","1511","0.136442110590501","0.13026077717934","0.142623444001663"
"Yes","2015","no migration background","Rural Area","1066","0.159968804654628","0.151580886417668","0.168356722891588"
"Yes","2015","direct migration background","Urban Area","417","0.128209630352588","0.116671124115043","0.139748136590133"
"Yes","2015","direct migration background","Rural Area","166","0.133056897953924","0.112866386805357","0.15324740910249"
"Yes","2015","indirect migration background","Urban Area","161","0.106526167819937","0.0899271764043219","0.123125159235552"
"Yes","2015","indirect migration background","Rural Area","33","0.120350659183773","0.0835321252797988","0.157169193087748"
"No","2015","no migration background","Urban Area","10335","0.863557889409499","0.857376555998337","0.869739222820661"
"No","2015","no migration background","Rural Area","6271","0.840031195345372","0.831643277108412","0.848419113582332"
"No","2015","direct migration background","Urban Area","2808","0.871790369647412","0.860251863409867","0.883328875884957"
"No","2015","direct migration background","Rural Area","921","0.866943102046076","0.84675259089751","0.887133613194643"
"No","2015","indirect migration background","Urban Area","1166","0.893473832180063","0.876874840764448","0.910072823595678"
"No","2015","indirect migration background","Rural Area","267","0.879649340816227","0.842830806912252","0.916467874720201"
"Yes","2016","no migration background","Urban Area","1425","0.13832716892077","0.131904848288419","0.144749489553121"
"Yes","2016","no migration background","Rural Area","955","0.144125690069942","0.135787745659236","0.152463634480649"
"Yes","2016","direct migration background","Urban Area","461","0.122920424603551","0.112142134997273","0.133698714209828"
"Yes","2016","direct migration background","Rural Area","185","0.115881122839507","0.0980078363712765","0.133754409307738"
"Yes","2016","indirect migration background","Urban Area","148","0.0942783636438828","0.0780204209077796","0.110536306379986"
"Yes","2016","indirect migration background","Rural Area","46","0.145931086188914","0.106439982798686","0.185422189579141"
"No","2016","no migration background","Urban Area","9676","0.86167283107923","0.855250510446879","0.868095151711581"
"No","2016","no migration background","Rural Area","5861","0.855874309930058","0.847536365519351","0.864212254340764"
"No","2016","direct migration background","Urban Area","3104","0.877079575396449","0.866301285790172","0.887857865002727"
"No","2016","direct migration background","Rural Area","1047","0.884118877160493","0.866245590692262","0.901992163628723"
"No","2016","indirect migration background","Urban Area","1093","0.905721636356117","0.889463693620014","0.92197957909222"
"No","2016","indirect migration background","Rural Area","261","0.854068913811086","0.814577810420859","0.893560017201314"
"Yes","2017","no migration background","Urban Area","1670","0.138590022172758","0.132501433734293","0.144678610611223"
"Yes","2017","no migration background","Rural Area","1104","0.151200971049677","0.143305201070985","0.159096741028369"
"Yes","2017","direct migration background","Urban Area","447","0.149010057512032","0.137033437930815","0.160986677093249"
"Yes","2017","direct migration background","Rural Area","169","0.149578913876477","0.129314837764629","0.169842989988326"
"Yes","2017","indirect migration background","Urban Area","164","0.112904273542238","0.0962610517004373","0.129547495384039"
"Yes","2017","indirect migration background","Rural Area","43","0.1473544165805","0.107311039642945","0.187397793518054"
"No","2017","no migration background","Urban Area","10701","0.861409977827242","0.855321389388777","0.867498566265707"
"No","2017","no migration background","Rural Area","6804","0.848799028950323","0.840903258971631","0.856694798929015"
"No","2017","direct migration background","Urban Area","2949","0.850989942487968","0.839013322906751","0.862966562069185"
"No","2017","direct migration background","Rural Area","1021","0.850421086123523","0.830157010011675","0.870685162235371"
"No","2017","indirect migration background","Urban Area","1225","0.887095726457762","0.870452504615961","0.903738948299563"
"No","2017","indirect migration background","Rural Area","258","0.8526455834195","0.812602206481946","0.892688960357055"
"Yes","2018","no migration background","Urban Area","1602","0.143926181046126","0.137647936037512","0.15020442605474"
"Yes","2018","no migration background","Rural Area","1070","0.148672681445805","0.140660526992709","0.156684835898902"
"Yes","2018","direct migration background","Urban Area","419","0.12203300982459","0.110796872297253","0.133269147351927"
"Yes","2018","direct migration background","Rural Area","157","0.154407077236838","0.133311063290921","0.175503091182755"
"Yes","2018","indirect migration background","Urban Area","157","0.116977529068935","0.10002680121691","0.133928256920961"
"Yes","2018","indirect migration background","Rural Area","44","0.126367920024166","0.089791502603673","0.162944337444659"
"No","2018","no migration background","Urban Area","10406","0.856073818953874","0.849795573945261","0.862352063962488"
"No","2018","no migration background","Rural Area","6504","0.851327318554195","0.843315164101098","0.859339473007292"
"No","2018","direct migration background","Urban Area","2841","0.87796699017541","0.866730852648073","0.889203127702747"
"No","2018","direct migration background","Rural Area","970","0.845592922763162","0.824496908817245","0.866688936709079"
"No","2018","indirect migration background","Urban Area","1224","0.883022470931065","0.866071743079039","0.89997319878309"
"No","2018","indirect migration background","Rural Area","273","0.873632079975834","0.837055662555341","0.910208497396327"
"Yes","2019","no migration background","Urban Area","1522","0.141537874913087","0.135164549645758","0.147911200180417"
"Yes","2019","no migration background","Rural Area","1036","0.149770047035437","0.141721865128503","0.15781822894237"
"Yes","2019","direct migration background","Urban Area","343","0.117276240045188","0.105110691868212","0.129441788222165"
"Yes","2019","direct migration background","Rural Area","143","0.144483829912782","0.122538941976276","0.166428717849288"
"Yes","2019","indirect migration background","Urban Area","147","0.12313803968756","0.105037439694125","0.141238639680996"
"Yes","2019","indirect migration background","Rural Area","45","0.106995930011685","0.0734415175197106","0.14055034250366"
"No","2019","no migration background","Urban Area","9969","0.858462125086912","0.852088799819583","0.864835450354242"
"No","2019","no migration background","Rural Area","6516","0.850229952964563","0.84218177105763","0.858278134871497"
"No","2019","direct migration background","Urban Area","2344","0.882723759954812","0.870558211777835","0.894889308131788"
"No","2019","direct migration background","Rural Area","843","0.855516170087218","0.833571282150712","0.877461058023724"
"No","2019","indirect migration background","Urban Area","1119","0.87686196031244","0.858761360319004","0.894962560305875"
"No","2019","indirect migration background","Rural Area","281","0.893004069988315","0.85944965749634","0.926558482480289"
