"ple0053","year","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","1994","Employed","792","0.0978732227481345","0.0914937163936353","0.104252729102634"
"No","1994","Not Employed","3852","0.815329445778851","0.804079371733371","0.826579519824332"
"No","1994","Employed","7542","0.902126777251866","0.895747270897366","0.908506283606365"
"Yes","1995","Not Employed","754","0.169071584446897","0.158482527668863","0.17966064122493"
"Yes","1995","Employed","827","0.0978138410537536","0.0914941820920705","0.104133500015437"
"No","1995","Not Employed","4059","0.830928415553103","0.82033935877507","0.841517472331137"
"No","1995","Employed","7661","0.902186158946246","0.895866499984563","0.90850581790793"
"Yes","1996","Not Employed","766","0.178055723634145","0.167067164178657","0.189044283089633"
"Yes","1996","Employed","838","0.0940097172483458","0.0877779492122314","0.10024148528446"
"No","1996","Not Employed","3890","0.821944276365855","0.810955716910366","0.832932835821343"
"No","1996","Employed","7587","0.905990282751654","0.89975851471554","0.912222050787769"
"Yes","1997","Not Employed","777","0.176932722997231","0.166054022047827","0.187811423946636"
"Yes","1997","Employed","784","0.0938878136774477","0.087550018208533","0.100225609146362"
"No","1997","Not Employed","3950","0.823067277002769","0.812188576053364","0.833945977952173"
"No","1997","Employed","7352","0.906112186322552","0.899774390853638","0.912449981791467"
"Yes","1998","Not Employed","908","0.171669867741675","0.161637188060321","0.181702547423029"
"Yes","1998","Employed","841","0.0958758559193783","0.0897522072135239","0.101999504625233"
"No","1998","Not Employed","4519","0.828330132258325","0.818297452576971","0.838362811939679"
"No","1998","Employed","8039","0.904124144080622","0.898000495374767","0.910247792786476"
"Yes","1999","Not Employed","859","0.187807783322261","0.17693649447873","0.198679072165792"
"Yes","1999","Employed","831","0.0957020101855925","0.08955208310725","0.101851937263935"
"No","1999","Not Employed","4099","0.812192216677739","0.801320927834208","0.82306350552127"
"No","1999","Employed","7959","0.904297989814408","0.898148062736065","0.91044791689275"
"Yes","2000","Not Employed","1453","0.164244450046701","0.156610368735298","0.171878531358103"
"Yes","2000","Employed","1425","0.0929564783191088","0.0883346967383334","0.0975782598998843"
"No","2000","Not Employed","7595","0.835755549953299","0.828121468641897","0.843389631264702"
"No","2000","Employed","13738","0.907043521680891","0.902421740100116","0.911665303261667"
"Yes","2001","Not Employed","1349","0.171183163716144","0.162984349838227","0.179381977594061"
"Yes","2001","Employed","1294","0.0941761918823683","0.0893182542062341","0.0990341295585024"
"No","2001","Not Employed","6759","0.828816836283856","0.820618022405939","0.837015650161773"
"No","2001","Employed","12592","0.905823808117632","0.900965870441498","0.910681745793766"
"Yes","2002","Not Employed","1371","0.175168981470564","0.166985571394428","0.183352391546701"
"Yes","2002","Employed","1354","0.0924281866926324","0.0877654874544561","0.0970908859308086"
"No","2002","Not Employed","6917","0.824831018529436","0.816647608453299","0.833014428605572"
"No","2002","Employed","13468","0.907571813307368","0.902909114069191","0.912234512545544"
"Yes","2003","Not Employed","1309","0.169461989380214","0.16133055804502","0.177593420715408"
"Yes","2003","Employed","1334","0.094639322668098","0.0897971296455163","0.0994815156906797"
"No","2003","Not Employed","6868","0.830538010619786","0.822406579284592","0.83866944195498"
"No","2003","Employed","12704","0.905360677331902","0.90051848430932","0.910202870354484"
"Yes","2004","Not Employed","1384","0.183581212703376","0.175198255947432","0.191964169459319"
"Yes","2004","Employed","1220","0.0897254143027384","0.0849002563475405","0.0945505722579363"
"No","2004","Not Employed","6809","0.816418787296624","0.808035830540681","0.824801744052568"
"No","2004","Employed","12256","0.910274585697262","0.905449427742064","0.91509974365246"
"Yes","2005","Not Employed","1192","0.161867283394465","0.153744629095801","0.169989937693128"
"Yes","2005","Employed","1119","0.0909715757944671","0.0859975598902498","0.0959455916986844"
"No","2005","Not Employed","6707","0.838132716605535","0.830010062306872","0.846255370904199"
"No","2005","Employed","11721","0.909028424205533","0.904054408301316","0.91400244010975"
"Yes","2006","Not Employed","1444","0.181407867397291","0.173252999838108","0.189562734956475"
"Yes","2006","Employed","1138","0.0877648857344037","0.0829852922914155","0.0925444791773919"
"No","2006","Not Employed","7134","0.818592132602709","0.810437265043525","0.826747000161892"
"No","2006","Employed","12325","0.912235114265596","0.907455520822608","0.917014707708585"
"Yes","2007","Not Employed","1346","0.17638524472571","0.168027385234565","0.184743104216855"
"Yes","2007","Employed","1110","0.0898073758152731","0.0848104893051321","0.094804262325414"
"No","2007","Not Employed","6643","0.82361475527429","0.815256895783145","0.831972614765435"
"No","2007","Employed","11466","0.910192624184727","0.905195737674586","0.915189510694868"
"Yes","2008","Not Employed","1272","0.166351744172989","0.157908005928888","0.174795482417089"
"Yes","2008","Employed","992","0.0858301991005082","0.0807957247103483","0.0908646734906681"
"No","2008","Not Employed","6200","0.833648255827011","0.825204517582911","0.842091994071112"
"No","2008","Employed","10900","0.914169800899492","0.909135326509332","0.919204275289652"
"Yes","2009","Not Employed","1280","0.187553492539636","0.178317518573083","0.196789466506189"
"Yes","2009","Employed","1036","0.0937332788669634","0.0883408071022918","0.099125750631635"
"No","2009","Not Employed","5582","0.812446507460364","0.803210533493811","0.821682481426917"
"No","2009","Employed","10186","0.906266721133037","0.900874249368365","0.911659192897708"
"Yes","2010","Not Employed","1643","0.191190669266036","0.182802216948018","0.199579121584054"
"Yes","2010","Employed","1653","0.0875872184851384","0.0831489789752702","0.0920254579950066"
"No","2010","Not Employed","6799","0.808809330733964","0.800420878415946","0.817197783051982"
"No","2010","Employed","13932","0.912412781514862","0.907974542004993","0.91685102102473"
"Yes","2011","Not Employed","2003","0.19525633491682","0.18754659944969","0.20296607038395"
"Yes","2011","Employed","1926","0.0999472462082341","0.0956033855559784","0.10429110686049"
"No","2011","Not Employed","8152","0.80474366508318","0.79703392961605","0.81245340055031"
"No","2011","Employed","16388","0.900052753791766","0.89570889313951","0.904396614444022"
"Yes","2012","Not Employed","1902","0.201452444790707","0.193517174440005","0.209387715141409"
"Yes","2012","Employed","1850","0.103068201720448","0.0986109503654126","0.107525453075484"
"No","2012","Not Employed","7912","0.798547555209293","0.790612284858591","0.806482825559995"
"No","2012","Employed","16025","0.896931798279552","0.892474546924516","0.901389049634587"
"Yes","2013","Not Employed","1723","0.211465882863224","0.202966925549705","0.219964840176742"
"Yes","2013","Employed","1753","0.103812152000469","0.0992133870747361","0.108410916926202"
"No","2013","Not Employed","7145","0.788534117136776","0.780035159823258","0.797033074450295"
"No","2013","Employed","15146","0.896187847999531","0.891589083073798","0.900786612925264"
"Yes","2014","Not Employed","1767","0.196333929236508","0.188291866680475","0.20437599179254"
"Yes","2014","Employed","1813","0.104619560600212","0.100121942556932","0.109117178643492"
"No","2014","Not Employed","7605","0.803666070763492","0.79562400820746","0.811708133319525"
"No","2014","Employed","15976","0.895380439399788","0.890882821356508","0.899878057443068"
"Yes","2015","Not Employed","1662","0.208450641955054","0.19980920383161","0.217092080078499"
"Yes","2015","Employed","1692","0.100932144047824","0.0963543028075381","0.105509985288111"
"No","2015","Not Employed","6826","0.791549358044946","0.782907919921501","0.80019079616839"
"No","2015","Employed","14942","0.899067855952176","0.894490014711889","0.903645697192462"
"Yes","2016","Not Employed","1567","0.199647742166772","0.190954882809823","0.208340601523722"
"Yes","2016","Employed","1653","0.0992677319941166","0.0946544320664487","0.103881031921784"
"No","2016","Not Employed","6556","0.800352257833228","0.791659398476278","0.809045117190178"
"No","2016","Employed","14486","0.900732268005883","0.896118968078216","0.905345567933551"
"Yes","2017","Not Employed","1732","0.213207203906647","0.204497104983376","0.221917302829918"
"Yes","2017","Employed","1865","0.103469598782231","0.0990277262885169","0.107911471275945"
"No","2017","Not Employed","6762","0.786792796093353","0.778082697170082","0.795502895016624"
"No","2017","Employed","16196","0.896530401217769","0.892088528724055","0.900972273711483"
"Yes","2018","Not Employed","1637","0.20623715590259","0.197483595907005","0.214990715898175"
"Yes","2018","Employed","1812","0.107034602245812","0.102448904918973","0.111620299572651"
"No","2018","Not Employed","6570","0.79376284409741","0.785009284101825","0.802516404092995"
"No","2018","Employed","15648","0.892965397754188","0.888379700427349","0.897551095081027"
"Yes","2019","Not Employed","1567","0.207713785383355","0.198877703509533","0.216549867257177"
"Yes","2019","Employed","1910","0.105164235708915","0.100649184445187","0.109679286972644"
"No","2019","Not Employed","6530","0.792286214616645","0.783450132742822","0.801122296490467"
"No","2019","Employed","15823","0.894835764291085","0.890320713027356","0.899350815554813"
