"ple0053","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2009","inadequately","21","","","","1"
"Yes","2009","higher vocational","183","0.125162057870012","0.107405027849658","0.142919087890367","1"
"Yes","2009","vocational + Abi","100","0.118967148355759","0.0989213292313027","0.139012967480215","1"
"Yes","2009","higher education","471","0.11816651649441","0.108214973001366","0.128118059987454","1"
"No","2010","higher vocational","1391","0.869404448912977","0.852985930941127","0.885822966884828","2"
"No","2010","higher education","4697","0.888877591394967","0.880477193163971","0.897277989625963","2"
"No","2010","in school","391","0.950577473748214","0.929723910562028","0.9714310369344","2"
"No","2010","inadequately","275","0.863393477286302","0.827101638775143","0.89968531579746","2"
"No","2010","general elemantary","2073","0.854426679018537","0.840498505128164","0.86835485290891","2"
"No","2010","middle vocational","10121","0.86532999184289","0.859164912965478","0.871495070720302","2"
"No","2010","vocational + Abi","1500","0.900123679211523","0.885924875001515","0.914322483421532","2"
"Yes","2010","general elemantary","390","0.145573320981463","0.13164514709109","0.159501494871836","1"
"Yes","2010","middle vocational","1657","0.13467000815711","0.128504929279698","0.140835087034522","1"
"Yes","2010","higher education","680","0.111122408605033","0.102722010374037","0.119522806836029","1"
"Yes","2010","in school","24","","","","1"
"Yes","2010","inadequately","69","0.136606522713698","0.10031468420254","0.172898361224857","1"
"Yes","2010","vocational + Abi","213","0.0998763207884767","0.0856775165784684","0.114075124998485","1"
"Yes","2010","higher vocational","227","0.130595551087023","0.114177033115172","0.147014069058873","1"
"No","2011","in school","437","0.918898369219849","0.894296616182447","0.94350012225725","2"
"No","2011","inadequately","336","0.84255599613297","0.807301167155358","0.877810825110582","2"
"No","2011","general elemantary","2488","0.846369450139591","0.833405347210783","0.859333553068399","2"
"No","2011","middle vocational","11967","0.857463149446224","0.851661340367035","0.863264958525413","2"
"No","2011","vocational + Abi","1747","0.886358239063165","0.872480083764456","0.900236394361875","2"
"No","2011","higher vocational","1589","0.856826776363488","0.840905209212107","0.872748343514868","2"
"No","2011","higher education","5453","0.882020801483228","0.874004756882784","0.890036846083672","2"
"Yes","2011","general elemantary","484","0.153630549860409","0.140666446931601","0.166594652789217","1"
"Yes","2011","middle vocational","1981","0.142536850553776","0.136735041474587","0.148338659632965","1"
"Yes","2011","higher education","768","0.117979198516772","0.109963153916328","0.125995243117216","1"
"Yes","2011","inadequately","74","0.15744400386703","0.122189174889418","0.192698832844642","1"
"Yes","2011","in school","36","0.0811016307801514","0.05649987774275","0.105703383817553","1"
"Yes","2011","higher vocational","270","0.143173223636512","0.127251656485132","0.159094790787893","1"
"Yes","2011","vocational + Abi","262","0.113641760936835","0.099763605638125","0.127519916235545","1"
"No","2012","in school","438","0.934596718800996","0.912292398860827","0.956901038741165","2"
"No","2012","inadequately","307","0.801855911642625","0.762194245385619","0.841517577899632","2"
"No","2012","general elemantary","2456","0.840777586469161","0.827479365222541","0.85407580771578","2"
"No","2012","middle vocational","11588","0.848219008397204","0.842180455105914","0.854257561688495","2"
"No","2012","vocational + Abi","1758","0.901214096322711","0.888034967305469","0.914393225339952","2"
"No","2012","higher vocational","1577","0.857475264283448","0.841379006566975","0.873571521999921","2"
"No","2012","higher education","5450","0.888798798029223","0.880946080344206","0.896651515714241","2"
"Yes","2012","general elemantary","452","0.159222413530839","0.14592419228422","0.172520634777459","1"
"Yes","2012","middle vocational","1975","0.151780991602796","0.145742438311506","0.157819544894086","1"
"Yes","2012","higher education","707","0.111201201970777","0.103348484285759","0.119053919655794","1"
"Yes","2012","in school","34","0.0654032811990041","0.0430989612588353","0.0877076011391729","1"
"Yes","2012","inadequately","81","0.198144088357375","0.158482422100369","0.237805754614381","1"
"Yes","2012","higher vocational","235","0.142524735716552","0.126428478000079","0.158620993433025","1"
"Yes","2012","vocational + Abi","211","0.0987859036772893","0.0856067746600479","0.111965032694531","1"
"No","2013","in school","410","0.880809124831769","0.85113501096248","0.910483238701057","2"
"No","2013","inadequately","280","0.837860213521276","0.798213277352856","0.877507149689696","2"
"No","2013","general elemantary","2180","0.815846614076496","0.801035702849006","0.830657525303985","2"
"No","2013","middle vocational","10755","0.846722335924875","0.840416230559864","0.853028441289885","2"
"No","2013","vocational + Abi","1571","0.86386461044269","0.84796471840564","0.879764502479741","2"
"No","2013","higher vocational","1479","0.869902899899857","0.853840244741912","0.885965555057802","2"
"No","2013","higher education","5202","0.88460510769726","0.876430422205649","0.89277979318887","2"
"Yes","2013","general elemantary","451","0.184153385923504","0.169342474696015","0.198964297150994","1"
"Yes","2013","middle vocational","1782","0.153277664075125","0.146971558710115","0.159583769440136","1"
"Yes","2013","higher education","666","0.11539489230274","0.10722020681113","0.123569577794351","1"
"Yes","2013","inadequately","52","0.162139786478724","0.122492850310304","0.201786722647144","1"
"Yes","2013","in school","48","0.119190875168231","0.0895167612989429","0.148864989037519","1"
"Yes","2013","higher vocational","206","0.130097100100143","0.114034444942198","0.146159755258088","1"
"Yes","2013","vocational + Abi","216","0.13613538955731","0.120235497520259","0.15203528159436","1"
"No","2014","in school","404","0.89121421242939","0.86231687736439","0.920111547494391","2"
"No","2014","inadequately","405","0.832670901825069","0.80008308607767","0.865258717572468","2"
"No","2014","general elemantary","2606","0.833201847987922","0.820116635929257","0.846287060046587","2"
"No","2014","middle vocational","10889","0.857814422071239","0.851712306365578","0.8639165377769","2"
"No","2014","vocational + Abi","1804","0.87171185487954","0.857253398903837","0.886170310855242","2"
"No","2014","higher vocational","1385","0.858197961063878","0.84108872533911","0.875307196788647","2"
"No","2014","higher education","5547","0.880889214219401","0.872849029007236","0.888929399431567","2"
"Yes","2014","higher education","688","0.119110785780599","0.111070600568433","0.127150970992764","1"
"Yes","2014","general elemantary","512","0.166798152012078","0.153712939953413","0.179883364070743","1"
"Yes","2014","middle vocational","1694","0.142185577928761","0.1360834622231","0.148287693634421","1"
"Yes","2014","vocational + Abi","251","0.12828814512046","0.113829689144758","0.142746601096163","1"
"Yes","2014","higher vocational","212","0.141802038936122","0.124692803211353","0.15891127466089","1"
"Yes","2014","inadequately","99","0.167329098174931","0.134741282427532","0.19991691392233","1"
"Yes","2014","in school","42","0.10878578757061","0.0798884525056092","0.13768312263561","1"
"No","2015","in school","322","0.93304987762682","0.906902830449096","0.959196924804543","2"
"No","2015","inadequately","340","0.840082327783944","0.804647009804469","0.875517645763419","2"
"No","2015","general elemantary","2271","0.840905588024776","0.827065500493508","0.854745675556045","2"
"No","2015","middle vocational","10068","0.850520089629921","0.844057317868343","0.856982861391499","2"
"No","2015","vocational + Abi","1718","0.865410350206088","0.850293593574074","0.880527106838101","2"
"No","2015","higher vocational","1320","0.855485343641594","0.837832371268726","0.873138316014461","2"
"No","2015","higher education","5181","0.880465401401874","0.872176865584686","0.888753937219063","2"
"Yes","2015","higher education","704","0.119534598598126","0.111246062780937","0.127823134415314","1"
"Yes","2015","general elemantary","412","0.159094411975224","0.145254324443955","0.172934499506492","1"
"Yes","2015","middle vocational","1625","0.149479910370079","0.143017138608501","0.155942682131657","1"
"Yes","2015","higher vocational","204","0.144514656358407","0.126861683985539","0.162167628731274","1"
"Yes","2015","vocational + Abi","240","0.134589649793912","0.119472893161899","0.149706406425926","1"
"Yes","2015","inadequately","71","0.159917672216056","0.124482354236581","0.195352990195531","1"
"Yes","2015","in school","29","","","","1"
"No","2016","in school","314","0.942461198035044","0.917487261449006","0.967435134621082","2"
"No","2016","inadequately","327","0.869126126533002","0.8361573413079","0.902094911758104","2"
"No","2016","general elemantary","2145","0.827221302810967","0.812616362977646","0.841826242644287","2"
"No","2016","middle vocational","9508","0.857918194131935","0.851400554253301","0.864435834010569","2"
"No","2016","vocational + Abi","1800","0.895486094965027","0.88214838113778","0.908823808792273","2"
"No","2016","higher vocational","1216","0.85485469075645","0.836468736014278","0.873240645498623","2"
"No","2016","higher education","5216","0.88393292156284","0.875759831846281","0.8921060112794","2"
"Yes","2016","higher education","684","0.11606707843716","0.1078939887206","0.124240168153719","1"
"Yes","2016","middle vocational","1515","0.142081805868065","0.135564165989431","0.148599445746699","1"
"Yes","2016","general elemantary","429","0.172778697189033","0.158173757355713","0.187383637022354","1"
"Yes","2016","vocational + Abi","221","0.104513905034973","0.0911761912077266","0.11785161886222","1"
"Yes","2016","higher vocational","194","0.14514530924355","0.126759354501377","0.163531263985722","1"
"Yes","2016","inadequately","75","0.130873873466998","0.0979050882418961","0.1638426586921","1"
"Yes","2016","in school","20","","","","1"
"No","2017","in school","369","0.93900513415986","0.915493263791522","0.962517004528197","2"
"No","2017","inadequately","376","0.852817629984173","0.819937264031916","0.885697995936431","2"
"No","2017","general elemantary","2277","0.836120387950842","0.822257652190031","0.849983123711653","2"
"No","2017","middle vocational","10365","0.848031726451667","0.841627082927627","0.854436369975708","2"
"No","2017","vocational + Abi","1949","0.874649080676296","0.860841076275224","0.888457085077369","2"
"No","2017","higher vocational","1331","0.863808273367676","0.846694366251158","0.880922180484193","2"
"No","2017","higher education","5743","0.87516796361212","0.867152406066791","0.883183521157449","2"
"Yes","2017","middle vocational","1704","0.151968273548333","0.145563630024292","0.158372917072373","1"
"Yes","2017","higher education","789","0.12483203638788","0.116816478842551","0.132847593933209","1"
"Yes","2017","higher vocational","212","0.136191726632324","0.119077819515807","0.153305633748842","1"
"Yes","2017","general elemantary","462","0.163879612049158","0.150016876288347","0.177742347809969","1"
"Yes","2017","vocational + Abi","260","0.125350919323704","0.111542914922631","0.139158923724776","1"
"Yes","2017","inadequately","70","0.147182370015827","0.114302004063569","0.180062735968084","1"
"Yes","2017","in school","29","","","","1"
"No","2018","in school","309","0.89301678371935","0.860016264248743","0.926017303189956","2"
"No","2018","inadequately","388","0.834150401202658","0.800630948821928","0.867669853583389","2"
"No","2018","general elemantary","2218","0.842841170807067","0.829015496285731","0.856666845328404","2"
"No","2018","middle vocational","9859","0.848869837935279","0.842317847235879","0.855421828634679","2"
"No","2018","vocational + Abi","1873","0.864019544316419","0.849404559388713","0.878634529244126","2"
"No","2018","higher vocational","1258","0.863968183748538","0.846316626669572","0.881619740827503","2"
"No","2018","higher education","5573","0.879067752896055","0.87102358295677","0.88711192283534","2"
"Yes","2018","higher education","738","0.120932247103945","0.11288807716466","0.128976417043231","1"
"Yes","2018","higher vocational","191","0.136031816251462","0.118380259172497","0.153683373330428","1"
"Yes","2018","middle vocational","1621","0.151130162064721","0.144578171365321","0.157682152764121","1"
"Yes","2018","vocational + Abi","240","0.135980455683581","0.121365470755874","0.150595440611287","1"
"Yes","2018","general elemantary","444","0.157158829192933","0.143333154671596","0.170984503714269","1"
"Yes","2018","inadequately","85","0.165849598797342","0.132330146416611","0.199369051178072","1"
"Yes","2018","in school","28","","","","1"
"No","2019","in school","300","0.9024573556883","0.870446172401294","0.934468538975306","2"
"No","2019","inadequately","320","0.772657640586971","0.731061836816754","0.814253444357189","2"
"No","2019","general elemantary","2031","0.837842820845112","0.823139046640881","0.852546595049342","2"
"No","2019","middle vocational","9534","0.85062107336751","0.8439939412163","0.85724820551872","2"
"No","2019","vocational + Abi","1917","0.86688190071046","0.852598989065253","0.881164812355666","2"
"No","2019","higher vocational","1430","0.883209085487449","0.867809956399162","0.898608214575737","2"
"No","2019","higher education","6176","0.880453441798558","0.872859821567179","0.888047062029937","2"
"Yes","2019","general elemantary","383","0.162157179154888","0.147453404950658","0.176860953359119","1"
"Yes","2019","middle vocational","1580","0.14937892663249","0.14275179448128","0.1560060587837","1"
"Yes","2019","higher education","836","0.119546558201442","0.111952937970063","0.127140178432821","1"
"Yes","2019","higher vocational","241","0.116790914512551","0.101391785424263","0.132190043600838","1"
"Yes","2019","vocational + Abi","256","0.13311809928954","0.118835187644334","0.147401010934747","1"
"Yes","2019","inadequately","70","0.227342359413029","0.185746555642811","0.268938163183246","1"
"Yes","2019","in school","30","0.0975426443116998","0.0655314610246937","0.129553827598706","1"
