"ple0014","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2012","16-34 y.","Not Working","","","","","2"
"No","2012","35-65 y.","Full Time","","","","","2"
"No","2012","35-65 y.","Part Time","","","","","2"
"No","2012","66 and older","Full Time","","","","","2"
"No","2012","66 and older","Part Time","","","","","2"
"No","2012","66 and older","Not Working","","","","","2"
"No","2012","35-65 y.","Not Working","","","","","2"
"Yes","2012","16-34 y.","Full Time","","","","","1"
"Yes","2012","16-34 y.","Part Time","","","","","1"
"Yes","2012","16-34 y.","Not Working","","","","","1"
"Yes","2012","35-65 y.","Full Time","","","","","1"
"Yes","2012","35-65 y.","Part Time","","","","","1"
"Yes","2012","35-65 y.","Not Working","","","","","1"
"Yes","2012","66 and older","Full Time","","","","","1"
"Yes","2012","66 and older","Part Time","","","","","1"
"Yes","2012","66 and older","Not Working","","","","","1"
"No","2013","16-34 y.","Full Time","1627","0.982917673348589","0.97667296123938","0.989162385457798","2"
"No","2013","16-34 y.","Part Time","1160","0.985905344374927","0.979165125451199","0.992645563298656","2"
"No","2013","16-34 y.","Not Working","873","0.995648683048254","0.991299875627968","0.99999749046854","2"
"No","2013","35-65 y.","Full Time","5064","0.954839118079136","0.949241674244443","0.96043656191383","2"
"No","2013","35-65 y.","Part Time","2898","0.942388222025705","0.934114852393193","0.950661591658217","2"
"No","2013","35-65 y.","Not Working","1668","0.85635770617935","0.840694209454712","0.872021202903988","2"
"No","2013","66 and older","Full Time","44","0.793941650861469","0.688005673294888","0.89987762842805","2"
"No","2013","66 and older","Part Time","304","0.803142569813149","0.7629517932922","0.843333346334098","2"
"No","2013","66 and older","Not Working","3362","0.72824176165961","0.715343857650724","0.741139665668497","2"
"Yes","2013","16-34 y.","Full Time","27","","","","1"
"Yes","2013","16-34 y.","Part Time","15","","","","1"
"Yes","2013","16-34 y.","Not Working","7","","","","1"
"Yes","2013","35-65 y.","Full Time","223","0.0451608819208635","0.0395634380861703","0.0507583257555566","1"
"Yes","2013","35-65 y.","Part Time","149","0.0576117779742953","0.0493384083417833","0.0658851476068074","1"
"Yes","2013","35-65 y.","Not Working","258","0.14364229382065","0.127978797096012","0.159305790545288","1"
"Yes","2013","66 and older","Full Time","12","","","","1"
"Yes","2013","66 and older","Part Time","72","0.196857430186851","0.156666653665902","0.2370482067078","1"
"Yes","2013","66 and older","Not Working","1208","0.27175823834039","0.258860334331503","0.284656142349276","1"
"No","2014","16-34 y.","Full Time","","","","","2"
"No","2014","16-34 y.","Part Time","","","","","2"
"No","2014","16-34 y.","Not Working","","","","","2"
"No","2014","35-65 y.","Full Time","","","","","2"
"No","2014","35-65 y.","Part Time","","","","","2"
"No","2014","35-65 y.","Not Working","","","","","2"
"No","2014","66 and older","Full Time","","","","","2"
"No","2014","66 and older","Part Time","","","","","2"
"No","2014","66 and older","Not Working","","","","","2"
"Yes","2014","16-34 y.","Full Time","","","","","1"
"Yes","2014","16-34 y.","Part Time","","","","","1"
"Yes","2014","16-34 y.","Not Working","","","","","1"
"Yes","2014","35-65 y.","Full Time","","","","","1"
"Yes","2014","35-65 y.","Part Time","","","","","1"
"Yes","2014","35-65 y.","Not Working","","","","","1"
"Yes","2014","66 and older","Full Time","","","","","1"
"Yes","2014","66 and older","Part Time","","","","","1"
"Yes","2014","66 and older","Not Working","","","","","1"
"No","2015","16-34 y.","Full Time","2179","0.984616843979069","0.979478790161863","0.989754897796275","2"
"No","2015","16-34 y.","Part Time","1918","0.981753982788981","0.975805945750953","0.987702019827008","2"
"No","2015","16-34 y.","Not Working","1597","0.990143411743159","0.985334254889065","0.994952568597252","2"
"No","2015","35-65 y.","Full Time","6971","0.958054219420894","0.953434686960795","0.962673751880992","2"
"No","2015","35-65 y.","Part Time","4576","0.950336113461148","0.944167022373973","0.956505204548322","2"
"No","2015","35-65 y.","Not Working","2162","0.862758849600392","0.849136145554886","0.876381553645897","2"
"No","2015","66 and older","Full Time","75","0.910475182287954","0.85013527420868","0.970815090367228","2"
"No","2015","66 and older","Part Time","349","0.817574524884772","0.781072220558677","0.854076829210867","2"
"No","2015","66 and older","Not Working","3236","0.724520275825335","0.711371922362387","0.737668629288284","2"
"Yes","2015","16-34 y.","Full Time","25","","","","1"
"Yes","2015","16-34 y.","Part Time","27","","","","1"
"Yes","2015","16-34 y.","Not Working","24","","","","1"
"Yes","2015","35-65 y.","Full Time","263","0.0419457805791063","0.0373262481190079","0.0465653130392046","1"
"Yes","2015","35-65 y.","Part Time","188","0.0496638865388524","0.0434947954516776","0.0558329776260272","1"
"Yes","2015","35-65 y.","Not Working","289","0.137241150399608","0.123618446354103","0.150863854445114","1"
"Yes","2015","66 and older","Full Time","11","","","","1"
"Yes","2015","66 and older","Part Time","81","0.182425475115228","0.145923170789133","0.218927779441323","1"
"Yes","2015","66 and older","Not Working","1199","0.275479724174665","0.262331370711716","0.288628077637613","1"
"No","2016","16-34 y.","Full Time","","","","","2"
"No","2016","16-34 y.","Part Time","","","","","2"
"No","2016","16-34 y.","Not Working","","","","","2"
"No","2016","35-65 y.","Full Time","","","","","2"
"No","2016","35-65 y.","Part Time","","","","","2"
"No","2016","35-65 y.","Not Working","","","","","2"
"No","2016","66 and older","Full Time","","","","","2"
"No","2016","66 and older","Part Time","","","","","2"
"No","2016","66 and older","Not Working","","","","","2"
"Yes","2016","35-65 y.","Full Time","","","","","1"
"Yes","2016","16-34 y.","Full Time","","","","","1"
"Yes","2016","16-34 y.","Part Time","","","","","1"
"Yes","2016","16-34 y.","Not Working","","","","","1"
"Yes","2016","35-65 y.","Part Time","","","","","1"
"Yes","2016","35-65 y.","Not Working","","","","","1"
"Yes","2016","66 and older","Full Time","","","","","1"
"Yes","2016","66 and older","Part Time","","","","","1"
"Yes","2016","66 and older","Not Working","","","","","1"
"No","2017","16-34 y.","Full Time","2418","0.983862910356336","0.978881675115387","0.988844145597285","2"
"No","2017","16-34 y.","Part Time","2016","0.983090145907181","0.977499261550168","0.988681030264194","2"
"No","2017","16-34 y.","Not Working","1722","0.98755139104292","0.982347656718018","0.992755125367822","2"
"No","2017","35-65 y.","Full Time","7523","0.9525666604739","0.947867733101249","0.957265587846551","2"
"No","2017","35-65 y.","Part Time","4890","0.942993434667204","0.936645092849167","0.949341776485241","2"
"No","2017","35-65 y.","Not Working","2188","0.877910360087045","0.864973018920602","0.890847701253488","2"
"No","2017","66 and older","Full Time","79","0.86781717065817","0.797844495568015","0.937789845748326","2"
"No","2017","66 and older","Part Time","440","0.878048375957415","0.849731689986113","0.906365061928717","2"
"No","2017","66 and older","Not Working","3271","0.731879881434578","0.718835279410217","0.744924483458939","2"
"Yes","2017","35-65 y.","Full Time","338","0.0474333395260995","0.0427344121534485","0.0521322668987505","1"
"Yes","2017","16-34 y.","Full Time","40","0.016137089643664","0.0111558544027154","0.0211183248846126","1"
"Yes","2017","16-34 y.","Part Time","27","","","","1"
"Yes","2017","16-34 y.","Not Working","22","","","","1"
"Yes","2017","35-65 y.","Part Time","234","0.0570065653327962","0.0506582235147589","0.0633549071508334","1"
"Yes","2017","35-65 y.","Not Working","272","0.122089639912955","0.109152298746512","0.135026981079398","1"
"Yes","2017","66 and older","Full Time","11","","","","1"
"Yes","2017","66 and older","Part Time","73","0.121951624042585","0.0936349380712826","0.150268310013886","1"
"Yes","2017","66 and older","Not Working","1159","0.268120118565422","0.255075516541061","0.281164720589782","1"
"No","2018","16-34 y.","Full Time","","","","","2"
"No","2018","16-34 y.","Part Time","","","","","2"
"No","2018","16-34 y.","Not Working","","","","","2"
"No","2018","35-65 y.","Full Time","","","","","2"
"No","2018","35-65 y.","Part Time","","","","","2"
"No","2018","35-65 y.","Not Working","","","","","2"
"No","2018","66 and older","Full Time","","","","","2"
"No","2018","66 and older","Part Time","","","","","2"
"No","2018","66 and older","Not Working","","","","","2"
"Yes","2018","35-65 y.","Full Time","","","","","1"
"Yes","2018","66 and older","Part Time","","","","","1"
"Yes","2018","16-34 y.","Full Time","","","","","1"
"Yes","2018","16-34 y.","Part Time","","","","","1"
"Yes","2018","16-34 y.","Not Working","","","","","1"
"Yes","2018","35-65 y.","Part Time","","","","","1"
"Yes","2018","35-65 y.","Not Working","","","","","1"
"Yes","2018","66 and older","Full Time","","","","","1"
"Yes","2018","66 and older","Not Working","","","","","1"
"No","2019","16-34 y.","Full Time","2117","0.982868629676458","0.977390046717476","0.98834721263544","2"
"No","2019","16-34 y.","Part Time","1836","0.986052707643097","0.980731780791998","0.991373634494196","2"
"No","2019","16-34 y.","Not Working","1414","0.981653732986213","0.974710285476832","0.988597180495594","2"
"No","2019","35-65 y.","Full Time","7760","0.947245126658968","0.942388309766237","0.952101943551698","2"
"No","2019","35-65 y.","Part Time","4511","0.942441557608366","0.935825087645234","0.949058027571497","2"
"No","2019","35-65 y.","Not Working","2009","0.874820598078117","0.861234277287118","0.888406918869117","2"
"No","2019","66 and older","Full Time","210","0.909087618874727","0.871771621368065","0.94640361638139","2"
"No","2019","66 and older","Part Time","484","0.818924791325097","0.788391122386785","0.84945846026341","2"
"No","2019","66 and older","Not Working","3208","0.729617904917485","0.716506053956036","0.742729755878934","2"
"Yes","2019","35-65 y.","Full Time","378","0.0527548733410322","0.0478980564483018","0.0576116902337626","1"
"Yes","2019","66 and older","Part Time","127","0.181075208674903","0.15054153973659","0.211608877613215","1"
"Yes","2019","16-34 y.","Not Working","21","","","","1"
"Yes","2019","35-65 y.","Part Time","249","0.0575584423916345","0.0509419724285029","0.0641749123547661","1"
"Yes","2019","35-65 y.","Not Working","270","0.125179401921883","0.111593081130883","0.138765722712882","1"
"Yes","2019","66 and older","Full Time","18","","","","1"
"Yes","2019","66 and older","Not Working","1200","0.270382095082515","0.257270244121066","0.283493946043964","1"
"Yes","2019","16-34 y.","Full Time","38","0.0171313703235419","0.01165278736456","0.0226099532825237","1"
"Yes","2019","16-34 y.","Part Time","30","0.0139472923569029","0.00862636550580359","0.0192682192080021","1"
