"ple0014","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2016","Full Time","West Germany","","","","","2"
"No","2016","Full Time","East Germany","","","","","2"
"No","2016","Part Time","West Germany","","","","","2"
"No","2016","Part Time","East Germany","","","","","2"
"No","2016","Not Working","West Germany","","","","","2"
"No","2016","Not Working","East Germany","","","","","2"
"Yes","2016","Part Time","West Germany","","","","","1"
"Yes","2016","Part Time","East Germany","","","","","1"
"Yes","2016","Full Time","West Germany","","","","","1"
"Yes","2016","Full Time","East Germany","","","","","1"
"Yes","2016","Not Working","West Germany","","","","","1"
"Yes","2016","Not Working","East Germany","","","","","1"
"No","2017","Full Time","West Germany","7830","0.961411283451661","0.957225461207693","0.965597105695629","2"
"No","2017","Full Time","East Germany","2190","0.955394273705355","0.946911380195981","0.96387716721473","2"
"No","2017","Part Time","West Germany","6094","0.950873138163046","0.945558011149202","0.956188265176889","2"
"No","2017","Part Time","East Germany","1252","0.937148015068535","0.924094945664495","0.950201084472575","2"
"No","2017","Not Working","West Germany","5572","0.810260926113631","0.800799302117399","0.819722550109862","2"
"No","2017","Not Working","East Germany","1609","0.781572026485326","0.76362918549961","0.799514867471041","2"
"Yes","2017","Part Time","West Germany","258","0.0491268618369544","0.0438117348231108","0.054441988850798","1"
"Yes","2017","Part Time","East Germany","76","0.062851984931465","0.0497989155274254","0.0759050543355047","1"
"Yes","2017","Not Working","West Germany","1025","0.189739073886369","0.180277449890138","0.199200697882601","1"
"Yes","2017","Full Time","West Germany","304","0.0385887165483393","0.0344028943043714","0.0427745387923071","1"
"Yes","2017","Full Time","East Germany","85","0.0446057262946445","0.0361228327852703","0.0530886198040188","1"
"Yes","2017","Not Working","East Germany","428","0.218427973514674","0.200485132528959","0.236370814500389","1"
"No","2018","Full Time","West Germany","","","","","2"
"No","2018","Full Time","East Germany","","","","","2"
"No","2018","Part Time","West Germany","","","","","2"
"No","2018","Part Time","East Germany","","","","","2"
"No","2018","Not Working","West Germany","","","","","2"
"No","2018","Not Working","East Germany","","","","","2"
"Yes","2018","Part Time","West Germany","","","","","1"
"Yes","2018","Part Time","East Germany","","","","","1"
"Yes","2018","Not Working","West Germany","","","","","1"
"Yes","2018","Full Time","West Germany","","","","","1"
"Yes","2018","Not Working","East Germany","","","","","1"
"Yes","2018","Full Time","East Germany","","","","","1"
"No","2019","Full Time","West Germany","7817","0.958274494930393","0.953930843372282","0.962618146488504","2"
"No","2019","Full Time","East Germany","2239","0.946343841362822","0.937227390090977","0.955460292634666","2"
"No","2019","Part Time","West Germany","5622","0.944938408062346","0.939140627535936","0.950736188588757","2"
"No","2019","Part Time","East Germany","1188","0.936067426427934","0.922597214036424","0.949537638819445","2"
"No","2019","Not Working","West Germany","5057","0.806278653770732","0.796385978507386","0.816171329034078","2"
"No","2019","Not Working","East Germany","1557","0.771702692926382","0.753163081170964","0.790242304681799","2"
"Yes","2019","Part Time","West Germany","324","0.0550615919376536","0.0492638114112433","0.060859372464064","1"
"Yes","2019","Part Time","East Germany","79","0.0639325735720657","0.0504623611805549","0.0774027859635764","1"
"Yes","2019","Full Time","West Germany","324","0.0417255050696072","0.037381853511496","0.0460691566277185","1"
"Yes","2019","Not Working","West Germany","1074","0.193721346229268","0.183828670965922","0.203614021492614","1"
"Yes","2019","Not Working","East Germany","412","0.228297307073618","0.209757695318201","0.246836918829036","1"
"Yes","2019","Full Time","East Germany","108","0.0536561586371784","0.0445397073653343","0.0627726099090225","1"
