"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2015","direct migration background","higher education","12.87","2.48","1489","0","0","11.47","48.27","100","11.53","14.21","0","100","4.8721284866333","6.18632030487061"
"2015","direct migration background","higher vocational","14.12","5.75","101","0","0","16.47","44.25","100","9.73","18.51","0","100","5.01886606216431","9.17724800109863"
"2015","direct migration background","in school","50.36","54.57","99","6.74","14.43","79.59","100","100","43.07","57.65","2.55","100","31.2738876342773","66.3879318237305"
"2015","direct migration background","inadequately","35.57","24.96","333","0","2.87","67.38","100","100","31.6","39.54","0","100","30.4163513183594","47.1281280517578"
"2015","direct migration background","middle vocational","17.95","6.3","1955","0","0","22.79","60.59","100","16.7","19.2","0","100","10.4947957992554","11.8634757995605"
"2015","direct migration background","vocational + Abi","16.5","5.07","812","0","0","20.17","59.68","100","14.58","18.42","0","100","7.86377620697021","11.0328283309937"
"2015","indirect migration background","general elemantary","31.5","13.45","358","0","5.15","56.94","90.33","100","28.29","34.71","0","100","14.2810392379761","20.841329574585"
"2015","indirect migration background","higher education","8.03","0","263","0","0","7.85","21.02","94.13","5.83","10.23","0","100","4.29551076889038","6.76366996765137"
"2015","indirect migration background","higher vocational","11.63","4.36","59","0","0","12.11","52.47","60.59","7.68","15.58","0","71.29","5.13735294342041","9.85582256317139"
"2015","indirect migration background","in school","30.91","14.21","176","6.52","11.11","52.1","83.92","100","26.38","35.44","0","100","14.8138208389282","22.9952087402344"
"2015","indirect migration background","inadequately","28.08","25.74","39","0","0","46.67","50.27","100","17.1","39.06","0","100","17.1314544677734","50.2652587890625"
"2015","indirect migration background","middle vocational","18.57","6.66","693","0","0","20.88","64.36","100","16.75","20.39","0","100","8.43295288085938","10.4077301025391"
"2015","indirect migration background","vocational + Abi","12.49","6.56","118","0","0","11.62","56.3","100","8.5","16.48","0","100","6.28647899627686","10.0532712936401"
"2015","no migration background","general elemantary","14.83","0","1708","0","0","15","55.62","100","13.48","16.18","0","100","6.3386344909668","8.2302074432373"
"2015","no migration background","higher education","5.23","0","4705","0","0","5.34","13.78","69.93","4.9","5.56","0","100","0","2.21608877182007"
"2015","no migration background","higher vocational","4.85","0","1381","0","0","5.5","13.24","56.59","4.19","5.51","0","100","0.417790710926056","3.37666320800781"
"2015","no migration background","in school","16.05","9.5","502","3.93","5.84","15.45","37.26","99.95","14.24","17.86","0","100","10.0569343566895","11.6726226806641"
"2015","no migration background","inadequately","38.48","29.04","165","0","0.62","62.61","100","100","32.8","44.16","0","100","31.8577671051025","55.4998893737793"
"2015","no migration background","middle vocational","8.84","0","9600","0","0","7.92","24.62","100","8.43","9.25","0","100","2.5438597202301","3.60490036010742"
"2015","no migration background","vocational + Abi","8.16","0.38","1240","0","0","8.98","18.74","100","7.22","9.1","0","100","5.89523124694824","7.29085826873779"
"2016","direct migration background","general elemantary","18.9","6.65","809","0","0","22.04","69.85","100","16.69","21.11","0","100","14.7531538009644","17.9336833953857"
"2016","direct migration background","higher education","13.69","3.21","1242","0","0","12.06","44.67","100","12.29","15.09","0","100","6.11371850967407","7.503098487854"
"2016","direct migration background","higher vocational","16.24","0","91","0","0","15.1","58.76","100","11.42","21.06","0","100","2.98317909240723","9.95850658416748"
"2016","direct migration background","in school","36.52","29.95","65","6.52","8.35","62.77","86.42","100","27.84","45.2","2.27","100","12.2916669845581","58.4322166442871"
"2016","direct migration background","inadequately","33.17","17.29","246","0","0","53.32","94.86","100","28.59","37.75","0","100","27.239408493042","43.6574821472168"
"2016","direct migration background","middle vocational","18.39","6.32","1603","0","0","25.12","59.78","100","16.97","19.81","0","100","10.5499544143677","12.75452709198"
"2016","direct migration background","vocational + Abi","16.18","5.23","733","0","0","20.56","52.94","100","14.15","18.21","0","100","8.31120872497559","10.6977739334106"
"2016","indirect migration background","general elemantary","27.74","14.29","332","0","4.06","41.48","87.23","100","24.6","30.88","0","100","15.6438322067261","22.3322296142578"
"2016","indirect migration background","higher education","7.56","1.21","237","0","0","9.08","17.47","67.61","5.65","9.47","0","99.58","4.13971519470215","7.28595161437988"
"2016","indirect migration background","higher vocational","14.41","7.94","61","0","3.91","14.45","52.94","86.83","9.71","19.11","0","87.36","5.42855072021484","9.95909881591797"
"2016","indirect migration background","in school","29.93","12.65","161","4.57","8.47","50.92","77.9","100","25.26","34.6","0","100","13.7844924926758","23.1733264923096"
"2016","indirect migration background","inadequately","46.29","51.47","33","0","0","82.9","82.9","100","33.71","58.87","0","100","18.2831478118896","77.9377670288086"
"2016","indirect migration background","middle vocational","18.67","7.96","646","0","0","27.59","58.27","100","16.79","20.55","0","100","9.47842884063721","11.4197053909302"
"2016","indirect migration background","vocational + Abi","8.27","6.52","113","0","0","9.03","20.22","60.88","5.03","11.51","0","100","5.59497261047363","8.99425601959229"
"2016","no migration background","general elemantary","14.98","0","1604","0","0","14.16","57.73","100","13.57","16.39","0","100","6.01389694213867","7.9741415977478"
"2016","no migration background","higher education","5.09","0","4452","0","0","5.31","13.55","65.16","4.76","5.42","0","100","0","1.70852553844452"
"2016","no migration background","higher vocational","4.85","0","1262","0","0","5.25","13.11","56.66","4.2","5.5","0","100","0","3.06264686584473"
"2016","no migration background","in school","13.41","8.49","494","3.94","5.43","13.12","26.61","93.44","11.62","15.2","0","100","9.85970878601074","11.4110240936279"
"2016","no migration background","inadequately","39.67","37.97","138","0","0","73.73","99.44","100","33.41","45.93","0","100","33.2790794372559","57.1509323120117"
"2016","no migration background","middle vocational","8.61","0","8838","0","0","8.09","25.53","100","8.2","9.02","0","100","2.16495203971863","3.4630184173584"
"2016","no migration background","vocational + Abi","8.15","1.83","1185","0","0","9.32","19.82","100","7.23","9.07","0","100","5.2798490524292","6.8287410736084"
"2017","direct migration background","general elemantary","21.68","8.06","1195","0","0","29.49","78.47","100","19.35","24.01","0","100","36.3641929626465","52.1739120483398"
"2017","direct migration background","higher education","14.81","3.42","1584","0","0","16.08","47.58","100","12.85","16.77","0","100","9.88118457794189","12.6375417709351"
"2017","direct migration background","higher vocational","12.54","0","91","0","0","7.99","61.32","100","8.48","16.6","0","100","0","6.88468170166016"
"2017","direct migration background","in school","42.9","33.94","66","6.88","12.99","75.3","99.2","100","34.39","51.41","2.56","100","21.0473384857178","61.1276092529297"
"2017","direct migration background","inadequately","44.46","31.48","1012","0","5.81","88.45","100","100","42.41","46.51","0","100","100","100"
"2017","direct migration background","middle vocational","18.62","6.03","1911","0","0","22.46","65.01","100","16.95","20.29","0","100","14.2101078033447","17.0883445739746"
"2017","direct migration background","vocational + Abi","18.35","6.65","708","0","0","23.07","61.26","100","15.94","20.76","0","100","10.314793586731","14.1697416305542"
"2017","indirect migration background","general elemantary","31.29","14.85","298","0","5.79","50","97.84","100","27.84","34.74","0","100","15.9002532958984","22.4634075164795"
"2017","indirect migration background","higher education","7.02","0","284","0","0","7.12","23.77","70.6","5.42","8.62","0","83.89","3.59581756591797","6.78466653823853"
"2017","indirect migration background","higher vocational","8.03","0","59","0","0","7.35","18.34","57.72","4.7","11.36","0","57.72","3.61632990837097","8.36523151397705"
"2017","indirect migration background","in school","27.8","12.68","193","6.87","9.08","40.44","74.61","100","23.87","31.73","1.89","100","13.1471281051636","17.9737873077393"
"2017","indirect migration background","inadequately","36.51","24.26","38","0","0","76.72","100","100","23.94","49.08","0","100","19.3538417816162","77.7299194335938"
"2017","indirect migration background","middle vocational","16.39","7.32","722","0","0","19.37","54.86","100","14.59","18.19","0","100","8.09539127349854","9.77073097229004"
"2017","indirect migration background","vocational + Abi","10.15","1.45","130","0","0","12.35","28.89","100","6.93","13.37","0","100","4.93495798110962","10.0427160263062"
"2017","no migration background","general elemantary","14.69","0","1811","0","0","15.8","54.73","100","13.4","15.98","0","100","5.85042905807495","7.81067609786987"
"2017","no migration background","higher education","4.8","0","5076","0","0","5.34","13.15","58.45","4.5","5.1","0","100","0","1.37057745456696"
"2017","no migration background","higher vocational","4.62","0","1396","0","0","5.26","13.28","69.61","4.01","5.23","0","100","0","2.47023129463196"
"2017","no migration background","in school","13.2","8.74","545","3.48","5.92","11.84","26.44","100","11.6","14.8","0","100","9.20819854736328","10.3828678131104"
"2017","no migration background","inadequately","38.57","22.32","169","0","0","81.94","99.77","100","32.76","44.38","0","100","22.316707611084","48.3321876525879"
"2017","no migration background","middle vocational","8.04","0","9873","0","0","7.1","22.33","100","7.66","8.42","0","100","1.1746518611908","2.79475975036621"
"2017","no migration background","vocational + Abi","8.63","2.47","1442","0","0","9.16","19.54","100","7.8","9.46","0","100","4.95936441421509","6.2053918838501"
"2018","direct migration background","general elemantary","22.28","6.77","1402","0","0","34.38","85.44","100","20.15","24.41","0","100","54.4084243774414","66.6666641235352"
"2018","direct migration background","higher education","14.27","2.84","1742","0","0","12.02","55.58","100","12.32","16.22","0","100","12.1930522918701","16.6784648895264"
"2018","direct migration background","higher vocational","12.02","0","77","0","0","16.51","31.63","100","7.53","16.51","0","100","0","10.4090480804443"
"2018","direct migration background","in school","46.39","40.87","79","8.6","14.56","82.03","100","100","38.47","54.31","1.69","100","22.3736667633057","63.1022834777832"
"2018","direct migration background","inadequately","50.91","50.24","1555","0","7.23","100","100","100","49.4","52.42","0","100","100","100"
"2018","direct migration background","middle vocational","18.96","6.33","2024","0","0","23.28","66.27","100","17.24","20.68","0","100","18.4326019287109","23.095682144165"
"2018","direct migration background","vocational + Abi","15.9","4.94","668","0","0","17.37","55.54","100","13.36","18.44","0","100","10.0488481521606","14.1070718765259"
"2018","indirect migration background","general elemantary","27.45","13.75","310","0","4.97","43.43","87.86","100","24.25","30.65","0","100","14.6966323852539","21.0602531433105"
"2018","indirect migration background","higher education","7.57","0","276","0","0","7.63","22.8","100","5.64","9.5","0","100","4.3023738861084","6.35711288452148"
"2018","indirect migration background","higher vocational","7.37","4.2","53","0","0","8.26","22.11","60.22","4.3","10.44","0","60.22","3.39812994003296","9.97331714630127"
"2018","indirect migration background","in school","29.98","12.45","164","4.68","8.14","52.2","81.4","100","25.87","34.09","0","100","11.3465547561646","19.1389350891113"
"2018","indirect migration background","inadequately","28.65","7.19","44","0","3.47","58.07","70.59","100","18.21","39.09","0","100","25.6993007659912","64.839958190918"
"2018","indirect migration background","middle vocational","16.15","6.38","702","0","0","17.85","56.69","100","14.35","17.95","0","100","7.43749094009399","9.39239883422852"
"2018","indirect migration background","vocational + Abi","10.6","2.35","127","0","0","17.35","27.21","81.25","7.18","14.02","0","100","5.92524719238281","12.0835514068604"
"2018","no migration background","general elemantary","13.67","0","1757","0","0","14.71","52.51","100","12.38","14.96","0","100","6.51024913787842","8.40460014343262"
"2018","no migration background","higher education","4.66","0","4916","0","0","4.84","11.36","73.2","4.35","4.97","0","100","0","0.298975110054016"
"2018","no migration background","higher vocational","4.66","0","1325","0","0","4.69","12.38","72.19","4.02","5.3","0","100","0","0"
"2018","no migration background","in school","13.39","7.7","447","4.09","5.2","12.29","25.76","100","11.66","15.12","0","100","8.864990234375","10.2280139923096"
"2018","no migration background","inadequately","42.73","35.05","167","0","3.49","80.75","100","100","37.06","48.4","0","100","37.6508140563965","56.8586959838867"
"2018","no migration background","middle vocational","7.82","0","9383","0","0","6.84","22.81","100","7.43","8.21","0","100","0.239176392555237","2.50203013420105"
"2018","no migration background","vocational + Abi","8.06","2.96","1394","0","0","8.62","18.32","99.99","7.23","8.89","0","100","5.4015531539917","6.58864307403564"
"2019","direct migration background","general elemantary","23.64","8.18","1245","0","0","34.57","82.97","100","21.39","25.89","0","100","56.2494697570801","67.8571395874023"
"2019","direct migration background","higher education","14.5","2.71","1627","0","0","10.63","62.52","100","12.53","16.47","0","272.41","9.7124605178833","13.2707929611206"
"2019","direct migration background","higher vocational","8.01","0","74","0","0","8.37","16.82","87.15","4.47","11.55","0","87.15","0","3.41138887405396"
"2019","direct migration background","in school","50.99","44.27","63","10.09","14.69","82.97","100","100","41.46","60.52","2.98","100","25.5943737030029","65.932746887207"
"2019","direct migration background","inadequately","47.32","41.96","1505","0","6.27","100","100","100","45.72","48.92","0","100","100","100"
"2019","direct migration background","middle vocational","17.49","4.91","1768","0","0","19.83","63.35","100","15.64","19.34","0","100","14.7238330841064","18.7120990753174"
"2019","direct migration background","vocational + Abi","15.49","4.49","600","0","0","20.19","52.95","100","12.85","18.13","0","100","9.05730819702148","13.1509094238281"
"2019","indirect migration background","general elemantary","24.62","12.5","257","0","4.58","29.67","76.14","100","20.96","28.28","0","100","13.3620319366455","21.1865501403809"
"2019","indirect migration background","higher education","5.93","0","337","0","0","6.94","17.65","61.06","4.63","7.23","0","97.5","2.11787700653076","4.23637771606445"
"2019","indirect migration background","higher vocational","7.54","3.33","75","0","0","9.39","23.04","67.94","4.97","10.11","0","67.94","1.92449176311493","7.21245431900024"
"2019","indirect migration background","in school","28.62","17.35","135","3.12","7.13","38.88","73.27","100","23.73","33.51","0","100","13.5219202041626","21.7602252960205"
"2019","indirect migration background","inadequately","29.4","13.25","39","0","3.17","56.62","71.65","100","18.33","40.47","0","100","22.2749900817871","64.2232894897461"
"2019","indirect migration background","middle vocational","16.44","6.33","668","0","0","17.19","58.92","100","14.55","18.33","0","100","6.25673007965088","8.19026184082031"
"2019","indirect migration background","vocational + Abi","11.39","3.64","142","0","0","15.13","28.8","87.5","8.29","14.49","0","100","3.61456775665283","8.27836322784424"
"2019","no migration background","general elemantary","13.21","0","1686","0","0","13.96","46.76","100","11.94","14.48","0","100","5.21289348602295","7.23514223098755"
"2019","no migration background","higher education","5.02","0","5616","0","0","5.43","13.01","70.45","4.74","5.3","0","100","0","0.257301241159439"
"2019","no migration background","higher vocational","4.6","0","1523","0","0","5.29","11.58","65.85","4.03","5.17","0","100","0","0"
"2019","no migration background","in school","11.37","7.44","407","3.58","5.53","11.74","23.27","67.29","9.82","12.92","0","100","8.50143146514893","9.97407913208008"
"2019","no migration background","inadequately","37.6","26.04","148","0","0","75.66","100","100","31.64","43.56","0","100","23.1913280487061","47.7818336486816"
"2019","no migration background","middle vocational","7.47","0","9241","0","0","7.07","21.3","100","7.11","7.83","0","100","0","0"
"2019","no migration background","vocational + Abi","8.61","2.74","1509","0","0","8.5","19.78","100","7.8","9.42","0","100","3.89430713653564","5.20051908493042"
