"plh0042","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"No worries","1989","Not Employed","no migration background","45","0.612912613886834","0.499614493237322","0.726210734536346"
"No worries","1989","Not Employed","direct migration background","16","","",""
"No worries","1989","Not Employed","indirect migration background","3","","",""
"No worries","1989","Employed","no migration background","2490","0.664662473305852","0.649570237357636","0.679754709254068"
"No worries","1989","Employed","direct migration background","758","0.504487032728309","0.479786959379288","0.52918710607733"
"No worries","1989","Employed","indirect migration background","64","0.613878179200038","0.527838495294991","0.699917863105085"
"Big worries","1990","Not Employed","no migration background","7","","",""
"Big worries","1990","Not Employed","direct migration background","7","","",""
"Big worries","1990","Not Employed","indirect migration background","","","",""
"Big worries","1990","Employed","no migration background","249","0.0695943534730322","0.061333546092636","0.0778551608534283"
"Big worries","1990","Employed","direct migration background","264","0.161534553668506","0.143189514256024","0.179879593080989"
"Big worries","1990","Employed","indirect migration background","12","","",""
"Some worries","1990","Not Employed","no migration background","20","","",""
"Some worries","1990","Not Employed","direct migration background","11","","",""
"Some worries","1990","Not Employed","indirect migration background","1","","",""
"Some worries","1990","Employed","no migration background","1003","0.272382404819987","0.257929989083993","0.286834820555982"
"Some worries","1990","Employed","direct migration background","564","0.323881170782513","0.300554771144875","0.347207570420152"
"Some worries","1990","Employed","indirect migration background","53","0.308460501402926","0.23354357720816","0.383377425597693"
"No worries","1990","Not Employed","no migration background","30","0.534387978588628","0.404893546473982","0.663882410703274"
"No worries","1990","Not Employed","direct migration background","16","","",""
"No worries","1990","Not Employed","indirect migration background","2","","",""
"No worries","1990","Employed","no migration background","2393","0.65802324170698","0.642623329784053","0.673423153629907"
"No worries","1990","Employed","direct migration background","718","0.51458427554898","0.489671132477003","0.539497418620957"
"No worries","1990","Employed","indirect migration background","81","0.6053178704192","0.526033580251414","0.684602160586987"
"Big worries","1991","Not Employed","no migration background","6","","",""
"Big worries","1991","Not Employed","direct migration background","7","","",""
"Big worries","1991","Not Employed","indirect migration background","4","","",""
"Big worries","1991","Employed","no migration background","161","0.0447910351204279","0.0381485636632714","0.0514335065775845"
"Big worries","1991","Employed","direct migration background","206","0.12899058101395","0.112420972584133","0.145560189443767"
"Big worries","1991","Employed","indirect migration background","9","","",""
"Some worries","1991","Not Employed","no migration background","13","","",""
"Some worries","1991","Not Employed","direct migration background","19","","",""
"Some worries","1991","Not Employed","indirect migration background","3","","",""
"Some worries","1991","Employed","no migration background","860","0.227752636172366","0.214284891446741","0.241220380897991"
"Some worries","1991","Employed","direct migration background","512","0.309742821332267","0.286885364350177","0.332600278314356"
"Some worries","1991","Employed","indirect migration background","54","0.252161045043086","0.190414262830125","0.313907827256047"
"No worries","1991","Not Employed","no migration background","45","0.583525400784857","0.462748954649542","0.704301846920172"
"No worries","1991","Not Employed","direct migration background","20","","",""
"No worries","1991","Not Employed","indirect migration background","5","","",""
"No worries","1991","Employed","no migration background","2704","0.727456328707206","0.71315730235251","0.741755355061902"
"No worries","1991","Employed","direct migration background","854","0.561266597653783","0.536736076850863","0.585797118456703"
"No worries","1991","Employed","indirect migration background","127","0.703685675998483","0.638756936917535","0.768614415079431"
"Big worries","1992","Not Employed","no migration background","19","","",""
"Big worries","1992","Not Employed","direct migration background","12","","",""
"Big worries","1992","Not Employed","indirect migration background","2","","",""
"Big worries","1992","Employed","no migration background","1052","0.13233145286975","0.123703408271177","0.140959497468324"
"Big worries","1992","Employed","direct migration background","306","0.197400407072634","0.177642154947244","0.217158659198024"
"Big worries","1992","Employed","indirect migration background","28","","",""
"Some worries","1992","Not Employed","no migration background","34","0.281907458501101","0.193278838973291","0.370536078028912"
"Some worries","1992","Not Employed","direct migration background","8","","",""
"Some worries","1992","Not Employed","indirect migration background","2","","",""
"Some worries","1992","Employed","no migration background","1963","0.31257898124509","0.300775905262216","0.324382057227963"
"Some worries","1992","Employed","direct migration background","605","0.358814590253886","0.335005001390941","0.382624179116831"
"Some worries","1992","Employed","indirect migration background","70","0.312678520158305","0.251833555711527","0.373523484605084"
"No worries","1992","Not Employed","no migration background","46","0.549416981299048","0.451407307657674","0.647426654940422"
"No worries","1992","Not Employed","direct migration background","5","","",""
"No worries","1992","Not Employed","indirect migration background","5","","",""
"No worries","1992","Employed","no migration background","2910","0.55508956588516","0.542435743298179","0.567743388472141"
"No worries","1992","Employed","direct migration background","648","0.44378500267348","0.419122752919989","0.468447252426971"
"No worries","1992","Employed","indirect migration background","125","0.525811238671865","0.460274289578311","0.59134818776542"
"Big worries","1993","Not Employed","no migration background","14","","",""
"Big worries","1993","Not Employed","direct migration background","9","","",""
"Big worries","1993","Not Employed","indirect migration background","1","","",""
"Big worries","1993","Employed","no migration background","716","0.101998162206193","0.0941790001689768","0.109817324243408"
"Big worries","1993","Employed","direct migration background","246","0.151774495218163","0.1332873910866","0.170261599349725"
"Big worries","1993","Employed","indirect migration background","33","0.149909483427371","0.106847575596899","0.192971391257843"
"Some worries","1993","Not Employed","no migration background","35","0.309673269048226","0.222473483289376","0.396873054807075"
"Some worries","1993","Not Employed","direct migration background","8","","",""
"Some worries","1993","Not Employed","indirect migration background","6","","",""
"Some worries","1993","Employed","no migration background","1964","0.313346326720856","0.301362194144164","0.325330459297549"
"Some worries","1993","Employed","direct migration background","557","0.372343715314056","0.347435260890106","0.397252169738005"
"Some worries","1993","Employed","indirect migration background","91","0.354055246811919","0.296368063741916","0.411742429881922"
"No worries","1993","Not Employed","no migration background","59","0.618873434729134","0.52727843952814","0.710468429930128"
"No worries","1993","Not Employed","direct migration background","10","","",""
"No worries","1993","Not Employed","indirect migration background","7","","",""
"No worries","1993","Employed","no migration background","3075","0.584655511072951","0.571924008061997","0.597387014083905"
"No worries","1993","Employed","direct migration background","644","0.475881789467782","0.450149525772848","0.501614053162715"
"No worries","1993","Employed","indirect migration background","140","0.49603526976071","0.435723443662969","0.556347095858451"
"Big worries","1994","Not Employed","no migration background","20","","",""
"Big worries","1994","Not Employed","direct migration background","9","","",""
"Big worries","1994","Not Employed","indirect migration background","1","","",""
"Big worries","1994","Employed","no migration background","727","0.109803968429882","0.1016546360002","0.117953300859563"
"Big worries","1994","Employed","direct migration background","277","0.214791399192243","0.19253549789603","0.237047300488456"
"Big worries","1994","Employed","indirect migration background","52","0.198608995355722","0.151284231404891","0.245933759306553"
"Some worries","1994","Not Employed","no migration background","30","0.266511429684827","0.182737131722759","0.350285727646895"
"Some worries","1994","Not Employed","direct migration background","8","","",""
"Some worries","1994","Not Employed","indirect migration background","3","","",""
"Some worries","1994","Employed","no migration background","2253","0.367115730804089","0.3545515598599","0.379679901748278"
"Some worries","1994","Employed","direct migration background","545","0.386336572672719","0.359949436940846","0.412723708404593"
"Some worries","1994","Employed","indirect migration background","104","0.343797010300688","0.287454405950441","0.400139614650934"
"No worries","1994","Not Employed","no migration background","57","0.555443172226292","0.461288980201857","0.649597364250727"
"No worries","1994","Not Employed","direct migration background","11","","",""
"No worries","1994","Not Employed","indirect migration background","15","","",""
"No worries","1994","Employed","no migration background","2674","0.52308030076603","0.510061319500893","0.536099282031166"
"No worries","1994","Employed","direct migration background","486","0.398872028135038","0.372335477006464","0.425408579263612"
"No worries","1994","Employed","indirect migration background","117","0.45759399434359","0.398496486055233","0.516691502631947"
"Big worries","1995","Not Employed","no migration background","49","0.171826645170659","0.125435284045163","0.218218006296154"
"Big worries","1995","Not Employed","direct migration background","26","","",""
"Big worries","1995","Not Employed","indirect migration background","8","","",""
"Big worries","1995","Employed","no migration background","802","0.117593909658188","0.109298783603367","0.125889035713009"
"Big worries","1995","Employed","direct migration background","306","0.196616069741754","0.176727365630419","0.216504773853088"
"Big worries","1995","Employed","indirect migration background","50","0.193758866652283","0.149329045225417","0.238188688079148"
"Some worries","1995","Not Employed","no migration background","83","0.301362541512539","0.244933613338827","0.35779146968625"
"Some worries","1995","Not Employed","direct migration background","40","0.300386144172168","0.223900893044405","0.376871395299931"
"Some worries","1995","Not Employed","indirect migration background","7","","",""
"Some worries","1995","Employed","no migration background","2155","0.347335819576197","0.335075098787601","0.359596540364794"
"Some worries","1995","Employed","direct migration background","615","0.361978559992913","0.337929701234691","0.386027418751135"
"Some worries","1995","Employed","indirect migration background","110","0.35940408338306","0.305466077571515","0.413342089194606"
"No worries","1995","Not Employed","no migration background","122","0.526810813316802","0.465409737739027","0.588211888894578"
"No worries","1995","Not Employed","direct migration background","72","0.495337551410839","0.411919571304109","0.578755531517569"
"No worries","1995","Not Employed","indirect migration background","11","","",""
"No worries","1995","Employed","no migration background","2836","0.535070270765614","0.522226415697363","0.547914125833865"
"No worries","1995","Employed","direct migration background","613","0.441405370265333","0.416556731902142","0.466254008628525"
"No worries","1995","Employed","indirect migration background","144","0.446837049964657","0.390949839978686","0.502724259950628"
"Big worries","1996","Not Employed","no migration background","35","0.136757529281508","0.0915601111930901","0.181954947369925"
"Big worries","1996","Not Employed","direct migration background","15","","",""
"Big worries","1996","Not Employed","indirect migration background","3","","",""
"Big worries","1996","Employed","no migration background","669","0.105254811069664","0.0973130981558355","0.113196523983492"
"Big worries","1996","Employed","direct migration background","269","0.176975266129554","0.157096968222773","0.196853564036334"
"Big worries","1996","Employed","indirect migration background","42","0.172778844998471","0.130829334892004","0.214728355104939"
"Some worries","1996","Not Employed","no migration background","60","0.248434583295701","0.191593673123286","0.305275493468117"
"Some worries","1996","Not Employed","direct migration background","29","","",""
"Some worries","1996","Not Employed","indirect migration background","11","","",""
"Some worries","1996","Employed","no migration background","2142","0.354687873890566","0.342306991354956","0.367068756426176"
"Some worries","1996","Employed","direct migration background","587","0.396010604674445","0.370537344634506","0.421483864714384"
"Some worries","1996","Employed","indirect migration background","126","0.433976317514668","0.378981582928204","0.488971052101131"
"No worries","1996","Not Employed","no migration background","127","0.614807887422791","0.550793143598141","0.678822631247441"
"No worries","1996","Not Employed","direct migration background","35","0.480510015479839","0.370337223083985","0.590682807875694"
"No worries","1996","Not Employed","indirect migration background","13","","",""
"No worries","1996","Employed","no migration background","2925","0.54005731503977","0.527159524959989","0.552955105119552"
"No worries","1996","Employed","direct migration background","560","0.427014129196001","0.401250351482763","0.45277790690924"
"No worries","1996","Employed","indirect migration background","144","0.393244837486861","0.339043619109918","0.447446055863804"
"Big worries","1997","Not Employed","no migration background","40","0.139223188539404","0.0926236916351851","0.185822685443623"
"Big worries","1997","Not Employed","direct migration background","29","","",""
"Big worries","1997","Not Employed","indirect migration background","10","","",""
"Big worries","1997","Employed","no migration background","868","0.131124914621228","0.122290752401481","0.139959076840974"
"Big worries","1997","Employed","direct migration background","300","0.218340825998768","0.195943999462752","0.240737652534784"
"Big worries","1997","Employed","indirect migration background","59","0.179774494499947","0.138026359074915","0.221522629924979"
"Some worries","1997","Not Employed","no migration background","69","0.304412280761297","0.242469999201127","0.366354562321468"
"Some worries","1997","Not Employed","direct migration background","30","0.274973084003007","0.18471079945683","0.365235368549185"
"Some worries","1997","Not Employed","indirect migration background","10","","",""
"Some worries","1997","Employed","no migration background","2446","0.421347623160524","0.408424328894549","0.4342709174265"
"Some worries","1997","Employed","direct migration background","593","0.44223033075454","0.415304940465024","0.469155721044056"
"Some worries","1997","Employed","indirect migration background","134","0.425731800266669","0.371975194399316","0.479488406134022"
"No worries","1997","Not Employed","no migration background","103","0.556364530699299","0.489488111901949","0.623240949496649"
"No worries","1997","Not Employed","direct migration background","35","0.457144602009037","0.356439136216872","0.557850067801201"
"No worries","1997","Not Employed","indirect migration background","7","","",""
"No worries","1997","Employed","no migration background","2294","0.447527462218248","0.434513507796323","0.460541416640173"
"No worries","1997","Employed","direct migration background","414","0.339428843246692","0.313757743593077","0.365099942900307"
"No worries","1997","Employed","indirect migration background","132","0.394493705233385","0.341358081784501","0.447629328682268"
"Big worries","1998","Not Employed","no migration background","43","0.174141084108903","0.126557546060732","0.221724622157074"
"Big worries","1998","Not Employed","direct migration background","23","","",""
"Big worries","1998","Not Employed","indirect migration background","6","","",""
"Big worries","1998","Employed","no migration background","960","0.137412284098292","0.128923639964853","0.145900928231731"
"Big worries","1998","Employed","direct migration background","280","0.211790857216246","0.18899453172457","0.234587182707922"
"Big worries","1998","Employed","indirect migration background","66","0.200306311643895","0.158012383708889","0.2426002395789"
"Some worries","1998","Not Employed","no migration background","78","0.288938431154879","0.232064999147302","0.345811863162456"
"Some worries","1998","Not Employed","direct migration background","31","0.288477365093852","0.194877102358283","0.382077627829421"
"Some worries","1998","Not Employed","indirect migration background","8","","",""
"Some worries","1998","Employed","no migration background","2526","0.375628077561829","0.363687519641725","0.387568635481932"
"Some worries","1998","Employed","direct migration background","525","0.403700908998478","0.376326014854746","0.431075803142211"
"Some worries","1998","Employed","indirect migration background","142","0.402165947611438","0.350350191300023","0.453981703922853"
"No worries","1998","Not Employed","no migration background","123","0.536920484736218","0.4743548363483","0.599486133124136"
"No worries","1998","Not Employed","direct migration background","36","0.389099515390109","0.288373323270128","0.48982570751009"
"No worries","1998","Not Employed","indirect migration background","10","","",""
"No worries","1998","Employed","no migration background","2833","0.486959638339879","0.474635795169747","0.499283481510011"
"No worries","1998","Employed","direct migration background","429","0.384508233785276","0.357365445637753","0.411651021932799"
"No worries","1998","Employed","indirect migration background","136","0.397527740744667","0.345812194374973","0.449243287114362"
"Big worries","1999","Not Employed","no migration background","40","0.175222720684506","0.123928265975403","0.226517175393609"
"Big worries","1999","Not Employed","direct migration background","20","","",""
"Big worries","1999","Not Employed","indirect migration background","5","","",""
"Big worries","1999","Employed","no migration background","879","0.123970403088948","0.115814011147628","0.132126795030267"
"Big worries","1999","Employed","direct migration background","242","0.192991147056717","0.170062163482887","0.215920130630548"
"Big worries","1999","Employed","indirect migration background","61","0.16486169534073","0.126208487445361","0.203514903236098"
"Some worries","1999","Not Employed","no migration background","77","0.340084380273635","0.276163255229287","0.404005505317983"
"Some worries","1999","Not Employed","direct migration background","31","0.328440730961683","0.229753913526472","0.427127548396895"
"Some worries","1999","Not Employed","indirect migration background","12","","",""
"Some worries","1999","Employed","no migration background","2663","0.400814702331924","0.388685504304103","0.412943900359746"
"Some worries","1999","Employed","direct migration background","499","0.395539091532889","0.367130102729219","0.423948080336559"
"Some worries","1999","Employed","indirect migration background","148","0.421935626585347","0.370488910227724","0.473382342942969"
"No worries","1999","Not Employed","no migration background","94","0.484692899041859","0.417259778824429","0.552126019259289"
"No worries","1999","Not Employed","direct migration background","36","0.382633255790708","0.280503701385261","0.484762810196155"
"No worries","1999","Not Employed","indirect migration background","8","","",""
"No worries","1999","Employed","no migration background","2729","0.475214894579128","0.462854980182755","0.487574808975501"
"No worries","1999","Employed","direct migration background","397","0.411469761410394","0.38287869770271","0.440060825118077"
"No worries","1999","Employed","indirect migration background","145","0.413202678073923","0.36190802635584","0.464497329792006"
"Big worries","2000","Not Employed","no migration background","79","0.188810101162763","0.149818911335587","0.227801290989939"
"Big worries","2000","Not Employed","direct migration background","21","","",""
"Big worries","2000","Not Employed","indirect migration background","2","","",""
"Big worries","2000","Employed","no migration background","1494","0.127204541280446","0.120968460729283","0.133440621831609"
"Big worries","2000","Employed","direct migration background","321","0.188286576808194","0.169647869755555","0.206925283860832"
"Big worries","2000","Employed","indirect migration background","51","0.100674899469761","0.0731477837854049","0.128202015154117"
"Some worries","2000","Not Employed","no migration background","109","0.290513590589979","0.24528137346146","0.335745807718497"
"Some worries","2000","Not Employed","direct migration background","45","0.392383576017265","0.301954260761629","0.4828128912729"
"Some worries","2000","Not Employed","indirect migration background","5","","",""
"Some worries","2000","Employed","no migration background","4224","0.374356715599201","0.365299173170708","0.383414258027695"
"Some worries","2000","Employed","direct migration background","771","0.437891923813487","0.414238276391063","0.46154557123591"
"Some worries","2000","Employed","indirect migration background","196","0.422269388430286","0.377083873305511","0.467454903555061"
"No worries","2000","Not Employed","no migration background","199","0.520676308247258","0.470903635250878","0.570448981243639"
"No worries","2000","Not Employed","direct migration background","46","0.429204013201452","0.337537350097734","0.520870676305171"
"No worries","2000","Not Employed","indirect migration background","13","","",""
"No worries","2000","Employed","no migration background","5249","0.498438743120353","0.489080979805818","0.507796506434887"
"No worries","2000","Employed","direct migration background","598","0.37382149937832","0.35075477361293","0.396888225143709"
"No worries","2000","Employed","indirect migration background","212","0.477055712099953","0.431362255756272","0.522749168443635"
"Big worries","2001","Not Employed","no migration background","69","0.175664315254189","0.137098180559236","0.214230449949141"
"Big worries","2001","Not Employed","direct migration background","17","","",""
"Big worries","2001","Not Employed","indirect migration background","3","","",""
"Big worries","2001","Employed","no migration background","1085","0.10223896768958","0.096327850204185","0.108150085174975"
"Big worries","2001","Employed","direct migration background","240","0.161712585916656","0.14350020820643","0.179924963626883"
"Big worries","2001","Employed","indirect migration background","49","0.109090255792688","0.080222108098","0.137958403487377"
"Some worries","2001","Not Employed","no migration background","111","0.277584321645567","0.232200262372977","0.322968380918158"
"Some worries","2001","Not Employed","direct migration background","28","","",""
"Some worries","2001","Not Employed","indirect migration background","10","","",""
"Some worries","2001","Employed","no migration background","3721","0.346246566899939","0.33696373005883","0.355529403741049"
"Some worries","2001","Employed","direct migration background","615","0.380221068605497","0.356208713443813","0.404233423767181"
"Some worries","2001","Employed","indirect migration background","165","0.394573645205556","0.349314767321033","0.43983252309008"
"No worries","2001","Not Employed","no migration background","194","0.546751363100244","0.49629970075664","0.597203025443848"
"No worries","2001","Not Employed","direct migration background","50","0.505324811396648","0.404786482181856","0.60586314061144"
"No worries","2001","Not Employed","indirect migration background","10","","",""
"No worries","2001","Employed","no migration background","5285","0.551514465410481","0.541810848072393","0.561218082748569"
"No worries","2001","Employed","direct migration background","715","0.458066345477846","0.433420965509616","0.482711725446077"
"No worries","2001","Employed","indirect migration background","234","0.496336099001755","0.450037544932828","0.542634653070682"
"Big worries","2002","Not Employed","no migration background","61","0.214503682430754","0.171743858053484","0.257263506808024"
"Big worries","2002","Not Employed","direct migration background","13","","",""
"Big worries","2002","Not Employed","indirect migration background","4","","",""
"Big worries","2002","Employed","no migration background","1383","0.138268551302761","0.131810618760127","0.144726483845396"
"Big worries","2002","Employed","direct migration background","293","0.222625901865463","0.201417216325599","0.243834587405326"
"Big worries","2002","Employed","indirect migration background","50","0.110732168610038","0.081739043609151","0.139725293610925"
"Some worries","2002","Not Employed","no migration background","121","0.310950953661812","0.262732034143959","0.359169873179665"
"Some worries","2002","Not Employed","direct migration background","22","","",""
"Some worries","2002","Not Employed","indirect migration background","10","","",""
"Some worries","2002","Employed","no migration background","4119","0.385959774678194","0.376851937462919","0.395067611893469"
"Some worries","2002","Employed","direct migration background","629","0.428431206832025","0.403203041000838","0.453659372663213"
"Some worries","2002","Employed","indirect migration background","198","0.478678024424942","0.432523253980566","0.524832794869318"
"No worries","2002","Not Employed","no migration background","172","0.474545363907434","0.422527448802693","0.526563279012175"
"No worries","2002","Not Employed","direct migration background","43","0.513302910339133","0.402381079922995","0.624224740755271"
"No worries","2002","Not Employed","indirect migration background","14","","",""
"No worries","2002","Employed","no migration background","5473","0.475771674019045","0.466428265034972","0.485115083003117"
"No worries","2002","Employed","direct migration background","556","0.348942891302512","0.324643376933308","0.373242405671716"
"No worries","2002","Employed","indirect migration background","202","0.41058980696502","0.365137624965344","0.456041988964696"
"Big worries","2003","Not Employed","no migration background","73","0.177758482673082","0.138483837748994","0.21703312759717"
"Big worries","2003","Not Employed","direct migration background","14","","",""
"Big worries","2003","Not Employed","indirect migration background","5","","",""
"Big worries","2003","Employed","no migration background","1528","0.15418331951721","0.147249856366613","0.161116782667806"
"Big worries","2003","Employed","direct migration background","323","0.252841147668204","0.229707261413377","0.275975033923032"
"Big worries","2003","Employed","indirect migration background","72","0.175384377871529","0.140247508304917","0.210521247438141"
"Some worries","2003","Not Employed","no migration background","100","0.290400333930116","0.243766335244247","0.337034332615984"
"Some worries","2003","Not Employed","direct migration background","20","","",""
"Some worries","2003","Not Employed","indirect migration background","12","","",""
"Some worries","2003","Employed","no migration background","4166","0.406000528999467","0.39657187449968","0.415429183499253"
"Some worries","2003","Employed","direct migration background","563","0.413393855836725","0.387183461270846","0.439604250402604"
"Some worries","2003","Employed","indirect migration background","192","0.43921825778368","0.393364074837218","0.485072440730141"
"No worries","2003","Not Employed","no migration background","191","0.531841183396802","0.480580430034318","0.583101936759287"
"No worries","2003","Not Employed","direct migration background","23","","",""
"No worries","2003","Not Employed","indirect migration background","17","","",""
"No worries","2003","Employed","no migration background","4727","0.439816151483324","0.430286121400964","0.449346181565684"
"No worries","2003","Employed","direct migration background","470","0.333764996495071","0.30866623084078","0.358863762149361"
