"plh0042","year","n","percent","lower_confidence","upper_confidence"
"Big worries","2012","1764","0.118634307911228","0.113691574383185","0.123577041439271"
"No worries","2012","9430","0.555556789677716","0.547961290096151","0.563152289259281"
"Some worries","2012","5247","0.325808902411056","0.318644879657641","0.332972925164471"
"Big worries","2013","2032","0.100187246185736","0.0960114358882266","0.104363056483246"
"No worries","2013","11804","0.59538756506","0.588561381511081","0.602213748608919"
"Some worries","2013","6024","0.304425188754264","0.298025325651839","0.310825051856688"
"Big worries","2014","1830","0.100963674123418","0.0964217760016048","0.105505572245232"
"No worries","2014","9636","0.589047213035675","0.581630060455494","0.596464365615856"
"Some worries","2014","5437","0.309989112840907","0.303016952157585","0.316961273524228"
"Big worries","2015","1535","0.0818176640558132","0.0776540726253361","0.0859812554862903"
"No worries","2015","9808","0.604479532919747","0.597051815337806","0.611907250501688"
"Some worries","2015","5304","0.31370280302444","0.30665432397114","0.320751282077739"
"Big worries","2016","1259","0.0729924092406249","0.0688640315269213","0.0771207869543285"
"No worries","2016","9749","0.654253707912919","0.646705379409053","0.661802036416786"
"Some worries","2016","4243","0.272753882846456","0.265685417926693","0.279822347766218"
"Big worries","2017","1487","0.0802070011303404","0.0761585469835236","0.0842554552771571"
"No worries","2017","10668","0.632077154554998","0.624889263927892","0.639265045182103"
"Some worries","2017","5136","0.287715844314662","0.28096828723664","0.294463401392684"
"Big worries","2018","811","0.0490356467494153","0.0457061474847729","0.0523651460140577"
"No worries","2018","11516","0.723928051802958","0.717035188062427","0.730820915543488"
"Some worries","2018","3832","0.227036301447627","0.220577260299507","0.233495342595747"
"Big worries","2019","1015","0.063373465435317","0.0597519927822585","0.0669949380883754"
"No worries","2019","12289","0.697467313106453","0.690639268726624","0.704295357486281"
"Some worries","2019","4082","0.23915922145823","0.232818499502946","0.245499943413515"
