"ple0179","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2016","Baden-Württemberg","1396","0.502946366936449","0.484567356469705","0.521325377403193"
"Two to three days a week","2016","Bavaria","1876","0.469826796714061","0.454126852698534","0.485526740729589"
"Two to three days a week","2016","Berlin","372","0.440125899871807","0.407694888834193","0.472556910909422"
"Two to three days a week","2016","Brandenburg","468","0.531370786736673","0.499537930338417","0.563203643134928"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","237","0.410325187768844","0.368128028341309","0.45252234719638"
"Two to three days a week","2016","Saxony","739","0.519656223167868","0.494011177335518","0.545301269000218"
"Two to three days a week","2016","Saxony-Anhalt","415","0.497181326958966","0.463125139634965","0.531237514282968"
"Two to three days a week","2016","Thuringia","363","0.393214705359268","0.361355377073153","0.425074033645382"
"Two to four days a month","2016","Schleswig-Holstein","95","0.148690595701397","0.124279432296116","0.173101759106678"
"Two to four days a month","2016","Hamburg","63","0.16636419580541","0.130958613783001","0.20176977782782"
"Two to four days a month","2016","Lower Saxony","258","0.103708360248774","0.0914234418113759","0.115993278686173"
"Two to four days a month","2016","Bremen","29","","",""
"Two to four days a month","2016","North Rhine-Westphalia","661","0.131713483778502","0.122371521006942","0.141055446550062"
"Two to four days a month","2016","Hesse","207","0.140178672386596","0.123215184735887","0.157142160037305"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","173","0.121616776637982","0.104982026727744","0.138251526548219"
"Two to four days a month","2016","Baden-Württemberg","393","0.148739747822618","0.135659849761963","0.161819645883273"
"Two to four days a month","2016","Bavaria","487","0.136613176641984","0.125809555932735","0.147416797351234"
"Two to four days a month","2016","Berlin","148","0.139944768626599","0.117279110105399","0.162610427147799"
"Two to four days a month","2016","Brandenburg","135","0.130986909323897","0.109464583558201","0.152509235089593"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","63","0.116877355926916","0.0893167641206525","0.14443794773318"
"Two to four days a month","2016","Saxony","188","0.122676005747966","0.10583650753233","0.139515503963602"
"Two to four days a month","2016","Saxony-Anhalt","91","0.131146655211096","0.108154230626509","0.154139079795683"
"Two to four days a month","2016","Thuringia","151","0.167834003238678","0.143458747790678","0.192209258686677"
"Once a month or less","2016","Schleswig-Holstein","37","0.0483778799106525","0.033656155214124","0.0630996046071809"
"Once a month or less","2016","Hamburg","9","","",""
"Once a month or less","2016","Lower Saxony","63","0.0258972047532276","0.0194973582040437","0.0322970513024115"
"Once a month or less","2016","Bremen","5","","",""
"Once a month or less","2016","North Rhine-Westphalia","173","0.0368164859393371","0.0316145239739399","0.0420184479047342"
"Once a month or less","2016","Hesse","42","0.0272179141228858","0.0192672158780746","0.0351686123676971"
"Once a month or less","2016","Rhineland-Palatinate,Saarland","40","0.0409070405646864","0.0308259643597008","0.0509881167696719"
"Once a month or less","2016","Baden-Württemberg","99","0.0389034436530223","0.0317956109921279","0.0460112763139167"
"Once a month or less","2016","Bavaria","106","0.0366077474101658","0.0307001838448368","0.0425153109754948"
"Once a month or less","2016","Berlin","47","0.0567471278036002","0.0416319643837121","0.0718622912234883"
"Once a month or less","2016","Brandenburg","33","0.0360358214503188","0.0241464264760959","0.0479252164245416"
"Once a month or less","2016","Mecklenburg-Western Pomerania","11","","",""
"Once a month or less","2016","Saxony","35","0.0207658689970311","0.0134462638284595","0.0280854741656026"
"Once a month or less","2016","Saxony-Anhalt","21","","",""
"Once a month or less","2016","Thuringia","17","","",""
"Never","2016","Schleswig-Holstein","18","","",""
"Never","2016","Hamburg","14","","",""
"Never","2016","Lower Saxony","65","0.0335012035682534","0.0262506430042607","0.0407517641322461"
"Never","2016","Bremen","5","","",""
"Never","2016","North Rhine-Westphalia","150","0.0309534813719037","0.0261691797770899","0.0357377829667175"
"Never","2016","Hesse","60","0.0261784665260195","0.0183768992622367","0.0339800337898023"
"Never","2016","Rhineland-Palatinate,Saarland","25","","",""
"Never","2016","Baden-Württemberg","91","0.0269326270916924","0.0209818939415911","0.0328833602417936"
"Never","2016","Bavaria","112","0.0316081146703134","0.0261045358278591","0.0371116935127678"
"Never","2016","Berlin","60","0.0788073471782615","0.061204398479485","0.0964102958770379"
"Never","2016","Brandenburg","10","","",""
"Never","2016","Mecklenburg-Western Pomerania","7","","",""
"Never","2016","Saxony","29","","",""
"Never","2016","Saxony-Anhalt","16","","",""
"Never","2016","Thuringia","26","","",""
"Daily","2017","Schleswig-Holstein","","","",""
"Daily","2017","Hamburg","","","",""
"Daily","2017","Lower Saxony","","","",""
"Daily","2017","Bremen","","","",""
"Daily","2017","North Rhine-Westphalia","","","",""
"Daily","2017","Hesse","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","","","",""
"Daily","2017","Baden-Württemberg","","","",""
"Daily","2017","Bavaria","","","",""
"Daily","2017","Berlin","","","",""
"Daily","2017","Brandenburg","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","","","",""
"Daily","2017","Saxony","","","",""
"Daily","2017","Saxony-Anhalt","","","",""
"Daily","2017","Thuringia","","","",""
"Four to six days a week","2017","Schleswig-Holstein","","","",""
"Four to six days a week","2017","Hamburg","","","",""
"Four to six days a week","2017","Lower Saxony","","","",""
"Four to six days a week","2017","Bremen","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","","","",""
"Four to six days a week","2017","Hesse","","","",""
"Four to six days a week","2017","Rhineland-Palatinate,Saarland","","","",""
"Four to six days a week","2017","Baden-Württemberg","","","",""
"Four to six days a week","2017","Bavaria","","","",""
"Four to six days a week","2017","Berlin","","","",""
"Four to six days a week","2017","Brandenburg","","","",""
"Four to six days a week","2017","Mecklenburg-Western Pomerania","","","",""
"Four to six days a week","2017","Saxony","","","",""
"Four to six days a week","2017","Saxony-Anhalt","","","",""
"Four to six days a week","2017","Thuringia","","","",""
"Two to three days a week","2017","Schleswig-Holstein","","","",""
"Two to three days a week","2017","Hamburg","","","",""
"Two to three days a week","2017","Lower Saxony","","","",""
"Two to three days a week","2017","Bremen","","","",""
"Two to three days a week","2017","North Rhine-Westphalia","","","",""
"Two to three days a week","2017","Hesse","","","",""
"Two to three days a week","2017","Rhineland-Palatinate,Saarland","","","",""
"Two to three days a week","2017","Baden-Württemberg","","","",""
"Two to three days a week","2017","Bavaria","","","",""
"Two to three days a week","2017","Berlin","","","",""
"Two to three days a week","2017","Brandenburg","","","",""
"Two to three days a week","2017","Mecklenburg-Western Pomerania","","","",""
"Two to three days a week","2017","Saxony","","","",""
"Two to three days a week","2017","Saxony-Anhalt","","","",""
"Two to three days a week","2017","Thuringia","","","",""
"Two to four days a month","2017","Schleswig-Holstein","","","",""
"Two to four days a month","2017","Hamburg","","","",""
"Two to four days a month","2017","Lower Saxony","","","",""
"Two to four days a month","2017","Bremen","","","",""
"Two to four days a month","2017","North Rhine-Westphalia","","","",""
"Two to four days a month","2017","Hesse","","","",""
"Two to four days a month","2017","Rhineland-Palatinate,Saarland","","","",""
"Two to four days a month","2017","Baden-Württemberg","","","",""
"Two to four days a month","2017","Bavaria","","","",""
"Two to four days a month","2017","Berlin","","","",""
"Two to four days a month","2017","Brandenburg","","","",""
"Two to four days a month","2017","Mecklenburg-Western Pomerania","","","",""
"Two to four days a month","2017","Saxony","","","",""
"Two to four days a month","2017","Saxony-Anhalt","","","",""
"Two to four days a month","2017","Thuringia","","","",""
"Once a month or less","2017","Schleswig-Holstein","","","",""
"Once a month or less","2017","Hamburg","","","",""
"Once a month or less","2017","Lower Saxony","","","",""
"Once a month or less","2017","Bremen","","","",""
"Once a month or less","2017","North Rhine-Westphalia","","","",""
"Once a month or less","2017","Hesse","","","",""
"Once a month or less","2017","Rhineland-Palatinate,Saarland","","","",""
"Once a month or less","2017","Baden-Württemberg","","","",""
"Once a month or less","2017","Bavaria","","","",""
"Once a month or less","2017","Berlin","","","",""
"Once a month or less","2017","Brandenburg","","","",""
"Once a month or less","2017","Mecklenburg-Western Pomerania","","","",""
"Once a month or less","2017","Saxony","","","",""
"Once a month or less","2017","Saxony-Anhalt","","","",""
"Once a month or less","2017","Thuringia","","","",""
"Never","2017","Schleswig-Holstein","","","",""
"Never","2017","Hamburg","","","",""
"Never","2017","Lower Saxony","","","",""
"Never","2017","Bremen","","","",""
"Never","2017","North Rhine-Westphalia","","","",""
"Never","2017","Hesse","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","","","",""
"Never","2017","Baden-Württemberg","","","",""
"Never","2017","Bavaria","","","",""
"Never","2017","Berlin","","","",""
"Never","2017","Brandenburg","","","",""
"Never","2017","Mecklenburg-Western Pomerania","","","",""
"Never","2017","Saxony","","","",""
"Never","2017","Saxony-Anhalt","","","",""
"Never","2017","Thuringia","","","",""
"Daily","2018","Schleswig-Holstein","124","0.135867298380825","0.113762073840952","0.157972522920698"
"Daily","2018","Hamburg","56","0.067880638496239","0.0455630685863166","0.0901982084061614"
"Daily","2018","Lower Saxony","398","0.139427584234854","0.125930004785995","0.152925163683713"
"Daily","2018","Bremen","27","","",""
"Daily","2018","North Rhine-Westphalia","604","0.108044616804573","0.0997784964766979","0.116310737132448"
"Daily","2018","Hesse","187","0.109946583000538","0.0950892905785427","0.124803875422534"
"Daily","2018","Rhineland-Palatinate,Saarland","124","0.0825988870699755","0.0686075462470246","0.0965902278929263"
"Daily","2018","Baden-Württemberg","200","0.0792160948063306","0.0691838285536775","0.0892483610589837"
"Daily","2018","Bavaria","351","0.0840671725851404","0.0754506216620335","0.0926837235082474"
"Daily","2018","Berlin","102","0.0959981992360959","0.0776847103235272","0.114311688148665"
"Daily","2018","Brandenburg","112","0.106003356091096","0.0872125024344198","0.124794209747772"
"Daily","2018","Mecklenburg-Western Pomerania","63","0.112566016508007","0.0871488844655022","0.137983148550512"
"Daily","2018","Saxony","189","0.112878109958768","0.0974829096670994","0.128273310250437"
"Daily","2018","Saxony-Anhalt","144","0.170750147906644","0.146315158888867","0.19518513692442"
"Daily","2018","Thuringia","159","0.146487811886295","0.123883578963888","0.169092044808702"
"Four to six days a week","2018","Schleswig-Holstein","264","0.286940040184759","0.257758659037975","0.316121421331543"
"Four to six days a week","2018","Hamburg","95","0.17852363347488","0.14454674728335","0.212500519666411"
"Four to six days a week","2018","Lower Saxony","644","0.236419877056016","0.219863811731897","0.252975942380135"
"Four to six days a week","2018","Bremen","50","0.117730963404684","0.0757125413217118","0.159749385487655"
"Four to six days a week","2018","North Rhine-Westphalia","1253","0.226061430016904","0.214923741415646","0.237199118618161"
"Four to six days a week","2018","Hesse","433","0.269810285699168","0.24872944757206","0.290891123826276"
"Four to six days a week","2018","Rhineland-Palatinate,Saarland","341","0.222191970769299","0.201062286955907","0.243321654582691"
"Four to six days a week","2018","Baden-Württemberg","579","0.192684150870975","0.178033456399652","0.207334845342298"
"Four to six days a week","2018","Bavaria","990","0.248661666261645","0.235239870695592","0.262083461827699"
"Four to six days a week","2018","Berlin","203","0.205888935707441","0.180752017808574","0.231025853606307"
"Four to six days a week","2018","Brandenburg","201","0.195778321338175","0.171557495520355","0.219999147155995"
"Four to six days a week","2018","Mecklenburg-Western Pomerania","109","0.22410099364038","0.190567457122901","0.257634530157859"
"Four to six days a week","2018","Saxony","361","0.236030338972419","0.215371267306673","0.256689410638164"
"Four to six days a week","2018","Saxony-Anhalt","168","0.162061047169656","0.138131503721183","0.185990590618129"
"Four to six days a week","2018","Thuringia","162","0.169203123883089","0.145234904007841","0.193171343758337"
"Two to three days a week","2018","Schleswig-Holstein","375","0.358314915047645","0.327380589185434","0.389249240909856"
"Two to three days a week","2018","Hamburg","230","0.465905071430087","0.421646628987451","0.510163513872723"
"Two to three days a week","2018","Lower Saxony","1056","0.437287913533503","0.417958677514119","0.456617149552886"
"Two to three days a week","2018","Bremen","95","0.50269245088841","0.43750596356378","0.567878938213039"
"Two to three days a week","2018","North Rhine-Westphalia","2429","0.452300526615791","0.439047554047416","0.465553499184167"
"Two to three days a week","2018","Hesse","750","0.438372547027945","0.414806507292224","0.461938586763667"
"Two to three days a week","2018","Rhineland-Palatinate,Saarland","745","0.480491827856619","0.455097787736512","0.505885867976725"
"Two to three days a week","2018","Baden-Württemberg","1362","0.503986171067553","0.48541370053539","0.522558641599717"
"Two to three days a week","2018","Bavaria","1865","0.451589368303864","0.436136353759201","0.467042382848527"
"Two to three days a week","2018","Berlin","386","0.389135374555597","0.358825946365499","0.419444802745696"
"Two to three days a week","2018","Brandenburg","552","0.542212283053886","0.511800946873919","0.572623619233852"
"Two to three days a week","2018","Mecklenburg-Western Pomerania","305","0.470322078050572","0.430183823110598","0.510460332990547"
"Two to three days a week","2018","Saxony","750","0.45022653520721","0.42602202704501","0.47443104336941"
"Two to three days a week","2018","Saxony-Anhalt","437","0.479369690055465","0.446929087521985","0.511810292588946"
"Two to three days a week","2018","Thuringia","420","0.473132497305269","0.441215188932557","0.505049805677981"
"Two to four days a month","2018","Schleswig-Holstein","114","0.160231316059952","0.136566628333365","0.18389600378654"
"Two to four days a month","2018","Hamburg","71","0.197151869689094","0.161853444493051","0.232450294885137"
"Two to four days a month","2018","Lower Saxony","292","0.124912026934745","0.112029062264424","0.137794991605066"
"Two to four days a month","2018","Bremen","32","0.169608964908032","0.120680724317142","0.218537205498921"
"Two to four days a month","2018","North Rhine-Westphalia","699","0.135066735594323","0.125965631274189","0.144167839914457"
"Two to four days a month","2018","Hesse","223","0.132667262257124","0.116556521096855","0.148778003417393"
"Two to four days a month","2018","Rhineland-Palatinate,Saarland","198","0.139889565509552","0.122259156990042","0.157519974029061"
"Two to four days a month","2018","Baden-Württemberg","445","0.157562161613742","0.144028716272449","0.171095606955035"
"Two to four days a month","2018","Bavaria","526","0.145942807579134","0.134979963136231","0.156905652022038"
"Two to four days a month","2018","Berlin","174","0.18580013689501","0.161620853461728","0.209979420328291"
"Two to four days a month","2018","Brandenburg","116","0.116764699241118","0.0971621411246824","0.136367257357554"
"Two to four days a month","2018","Mecklenburg-Western Pomerania","89","0.143610637065314","0.115408384013397","0.17181289011723"
"Two to four days a month","2018","Saxony","245","0.151541753130897","0.134096783316095","0.168986722945699"
"Two to four days a month","2018","Saxony-Anhalt","119","0.14473462116093","0.12188781153176","0.167581430790099"
"Two to four days a month","2018","Thuringia","147","0.169310291438614","0.145336028847471","0.193284554029757"
"Once a month or less","2018","Schleswig-Holstein","22","","",""
"Once a month or less","2018","Hamburg","15","","",""
"Once a month or less","2018","Lower Saxony","76","0.0336323508958952","0.0266074915262346","0.0406572102655559"
"Once a month or less","2018","Bremen","12","","",""
"Once a month or less","2018","North Rhine-Westphalia","233","0.0442789372736353","0.0388013063856961","0.0497565681615744"
"Once a month or less","2018","Hesse","41","0.0243772704917684","0.017052833285847","0.0317017076976899"
"Once a month or less","2018","Rhineland-Palatinate,Saarland","41","0.0396626030302945","0.0297429807811754","0.0495822252794135"
"Once a month or less","2018","Baden-Württemberg","95","0.0367654687065912","0.0297751085706842","0.0437558288424982"
"Once a month or less","2018","Bavaria","124","0.0371879210598129","0.0313122139191801","0.0430636282004456"
"Once a month or less","2018","Berlin","56","0.0457119334366351","0.0327279055185926","0.0586959613546776"
"Once a month or less","2018","Brandenburg","34","0.0278496727680192","0.0178059314191783","0.03789341411686"
"Once a month or less","2018","Mecklenburg-Western Pomerania","17","","",""
"Once a month or less","2018","Saxony","41","0.0224503297216386","0.0152430793409049","0.0296575801023724"
"Once a month or less","2018","Saxony-Anhalt","31","0.0302693983082789","0.0191439800540135","0.0413948165625443"
"Once a month or less","2018","Thuringia","30","0.0252427197818494","0.0152150394436309","0.0352704001200678"
"Never","2018","Schleswig-Holstein","24","","",""
"Never","2018","Hamburg","21","","",""
"Never","2018","Lower Saxony","64","0.0283202473449869","0.0218562982428573","0.0347841964471164"
"Never","2018","Bremen","10","","",""
"Never","2018","North Rhine-Westphalia","200","0.0342477536947736","0.0294051659358896","0.0390903414536577"
"Never","2018","Hesse","69","0.0248260515234565","0.0174362012605275","0.0322159017863854"
"Never","2018","Rhineland-Palatinate,Saarland","38","0.0351651457642608","0.0258030019181241","0.0445272896103974"
"Never","2018","Baden-Württemberg","103","0.0297859529348082","0.0234712488449815","0.0361006570246349"
"Never","2018","Bavaria","128","0.0325510642104032","0.027040639821119","0.0380614885996874"
"Never","2018","Berlin","73","0.0774654201692213","0.0608466008477179","0.0940842394907247"
"Never","2018","Brandenburg","16","","",""
"Never","2018","Mecklenburg-Western Pomerania","11","","",""
"Never","2018","Saxony","37","0.0268729330090674","0.0190055346285368","0.0347403313895981"
"Never","2018","Saxony-Anhalt","12","","",""
"Never","2018","Thuringia","22","","",""
