"plh0033","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","1986","inadequately","Rural Area","24","","",""
"Big worries","1986","inadequately","Urban Area","178","0.236878506658279","0.204898917876958","0.268858095439599"
"Big worries","1986","middle vocational","Rural Area","203","0.182522562292251","0.15910260430095","0.205942520283552"
"Big worries","1986","middle vocational","Urban Area","653","0.151407412275126","0.140144760383109","0.162670064167143"
"Big worries","1986","vocational + Abi","Rural Area","5","","",""
"Big worries","1986","vocational + Abi","Urban Area","40","0.0971462795312938","0.0590374262313316","0.135255132831256"
"No worries","1986","general elemantary","Rural Area","229","0.359499274574456","0.32297343990598","0.396025109242933"
"No worries","1986","general elemantary","Urban Area","817","0.43155648699346","0.410864578378895","0.452248395608024"
"No worries","1986","higher education","Rural Area","74","0.664026087591074","0.579162779023047","0.748889396159101"
"No worries","1986","higher education","Urban Area","344","0.573019471745497","0.534271439766721","0.611767503724274"
"No worries","1986","higher vocational","Rural Area","50","0.417831404720029","0.328843288394157","0.506819521045901"
"No worries","1986","higher vocational","Urban Area","227","0.512735478694514","0.466604900274482","0.558866057114545"
"No worries","1986","in school","Rural Area","8","","",""
"No worries","1986","in school","Urban Area","79","0.505134978397867","0.42838091279642","0.581889043999315"
"No worries","1986","inadequately","Rural Area","37","0.350592298526954","0.257535671394666","0.443648925659243"
"No worries","1986","inadequately","Urban Area","184","0.286672122709848","0.252658684569791","0.320685560849904"
"No worries","1986","middle vocational","Rural Area","361","0.366782496796689","0.337563136571785","0.396001857021594"
"No worries","1986","middle vocational","Urban Area","1631","0.456216795469792","0.440566735528159","0.471866855411426"
"No worries","1986","vocational + Abi","Rural Area","14","","",""
"No worries","1986","vocational + Abi","Urban Area","93","0.466093203270685","0.401902341184328","0.530284065357042"
"Some worries","1986","general elemantary","Rural Area","302","0.453386587144399","0.415492992688112","0.491280181600687"
"Some worries","1986","general elemantary","Urban Area","939","0.400138726162289","0.379671038779278","0.4206064135453"
"Some worries","1986","higher education","Rural Area","38","0.277293057164306","0.196861732438533","0.357724381890079"
"Some worries","1986","higher education","Urban Area","218","0.332494931963411","0.295590313213934","0.369399550712889"
"Some worries","1986","higher vocational","Rural Area","47","0.406349002956655","0.317730932953695","0.494967072959616"
"Some worries","1986","higher vocational","Urban Area","174","0.376439509771335","0.331725181119221","0.42115383842345"
"Some worries","1986","in school","Rural Area","12","","",""
"Some worries","1986","in school","Urban Area","60","0.337915085034404","0.265301993875597","0.410528176193212"
"Some worries","1986","inadequately","Rural Area","40","0.39138026581544","0.296197157940678","0.486563373690201"
"Some worries","1986","inadequately","Urban Area","317","0.476449370631874","0.438882854099087","0.514015887164661"
"Some worries","1986","middle vocational","Rural Area","481","0.450694940911059","0.420527526671196","0.480862355150923"
"Some worries","1986","middle vocational","Urban Area","1607","0.392375792255082","0.377033646218369","0.407717938291794"
"Some worries","1986","vocational + Abi","Rural Area","26","","",""
"Some worries","1986","vocational + Abi","Urban Area","99","0.436760517198021","0.372938235004437","0.500582799391606"
"Big worries","1987","general elemantary","Rural Area","122","0.168366025575812","0.139443517822761","0.197288533328862"
"Big worries","1987","general elemantary","Urban Area","416","0.171130930083317","0.155262765910383","0.18699909425625"
"Big worries","1987","higher education","Rural Area","8","","",""
"Big worries","1987","higher education","Urban Area","63","0.100067719211448","0.0764463992660941","0.123689039156802"
"Big worries","1987","higher vocational","Rural Area","20","","",""
"Big worries","1987","higher vocational","Urban Area","40","0.0772192343455468","0.0523616890046542","0.102076779686439"
"Big worries","1987","in school","Rural Area","3","","",""
"Big worries","1987","in school","Urban Area","23","","",""
"Big worries","1987","inadequately","Rural Area","18","","",""
"Big worries","1987","inadequately","Urban Area","186","0.301948010619751","0.266708143346622","0.33718787789288"
"Big worries","1987","middle vocational","Rural Area","165","0.155380917500434","0.133623739113758","0.17713809588711"
"Big worries","1987","middle vocational","Urban Area","650","0.153208770737431","0.141826812508297","0.164590728966565"
"Big worries","1987","vocational + Abi","Rural Area","5","","",""
"Big worries","1987","vocational + Abi","Urban Area","40","0.137540800703967","0.0933170896200275","0.181764511787907"
"No worries","1987","general elemantary","Rural Area","227","0.390664404493433","0.35295299193177","0.428375817055095"
"No worries","1987","general elemantary","Urban Area","742","0.392186968842973","0.371616175278968","0.412757762406978"
"No worries","1987","higher education","Rural Area","70","0.65046610354612","0.564066421494051","0.736865785598189"
"No worries","1987","higher education","Urban Area","342","0.571488035122074","0.532535359545883","0.610440710698265"
"No worries","1987","higher vocational","Rural Area","46","0.443277201423872","0.351683402889717","0.534870999958027"
"No worries","1987","higher vocational","Urban Area","196","0.463425375952248","0.416989761319324","0.509860990585172"
"No worries","1987","in school","Rural Area","10","","",""
"No worries","1987","in school","Urban Area","63","0.40028008883357","0.324832248722246","0.475727928944893"
"No worries","1987","inadequately","Rural Area","39","0.321127974761691","0.228210959547292","0.414044989976091"
"No worries","1987","inadequately","Urban Area","169","0.275293808550117","0.241008860082315","0.309578757017918"
"No worries","1987","middle vocational","Rural Area","350","0.347257736195996","0.31866405184371","0.375851420548282"
"No worries","1987","middle vocational","Urban Area","1396","0.395305044432225","0.379855298252897","0.410754790611553"
"No worries","1987","vocational + Abi","Rural Area","14","","",""
"No worries","1987","vocational + Abi","Urban Area","87","0.414584265836512","0.351327245092909","0.477841286580115"
"Some worries","1987","general elemantary","Rural Area","294","0.440969569930756","0.402593133939056","0.479346005922456"
"Some worries","1987","general elemantary","Urban Area","1006","0.43668210107371","0.415785342086759","0.457578860060661"
"Some worries","1987","higher education","Rural Area","39","0.297502934326489","0.214666185721635","0.380339682931343"
"Some worries","1987","higher education","Urban Area","215","0.328444245666478","0.291476402556917","0.365412088776039"
"Some worries","1987","higher vocational","Rural Area","47","0.39197940589216","0.301967565973141","0.48199124581118"
"Some worries","1987","higher vocational","Urban Area","207","0.459355389702205","0.412949129048667","0.505761650355743"
"Some worries","1987","in school","Rural Area","11","","",""
"Some worries","1987","in school","Urban Area","76","0.437743315802695","0.361347836685537","0.514138794919852"
"Some worries","1987","inadequately","Rural Area","40","0.445459725942857","0.346551367735007","0.544368084150708"
"Some worries","1987","inadequately","Urban Area","297","0.422758180830133","0.384839851281402","0.460676510378863"
"Some worries","1987","middle vocational","Rural Area","550","0.49736134630357","0.467332597026616","0.527390095580523"
"Some worries","1987","middle vocational","Urban Area","1801","0.451486184830344","0.435760737224903","0.467211632435786"
"Some worries","1987","vocational + Abi","Rural Area","23","","",""
"Some worries","1987","vocational + Abi","Urban Area","106","0.447874933459521","0.384024001413689","0.511725865505353"
"Big worries","1988","general elemantary","Rural Area","138","0.223217502583285","0.189646200287274","0.256788804879296"
"Big worries","1988","general elemantary","Urban Area","454","0.183993184055489","0.167448305489759","0.20053806262122"
"Big worries","1988","higher education","Rural Area","7","","",""
"Big worries","1988","higher education","Urban Area","64","0.100551689309548","0.0762853159070908","0.124818062712005"
"Big worries","1988","higher vocational","Rural Area","14","","",""
"Big worries","1988","higher vocational","Urban Area","36","0.0886706741087584","0.0615808874211921","0.115760460796325"
"Big worries","1988","in school","Rural Area","3","","",""
"Big worries","1988","in school","Urban Area","17","","",""
"Big worries","1988","inadequately","Rural Area","26","","",""
"Big worries","1988","inadequately","Urban Area","165","0.288935433487034","0.252515048750062","0.325355818224006"
"Big worries","1988","middle vocational","Rural Area","170","0.157192432591014","0.134767153052414","0.179617712129614"
"Big worries","1988","middle vocational","Urban Area","606","0.145371265564297","0.133987779962765","0.15675475116583"
"Big worries","1988","vocational + Abi","Rural Area","6","","",""
"Big worries","1988","vocational + Abi","Urban Area","36","0.089065111475834","0.0523335342643204","0.125796688687348"
"No worries","1988","general elemantary","Rural Area","174","0.32944770877326","0.291554278456533","0.367341139089986"
"No worries","1988","general elemantary","Urban Area","687","0.383186106255358","0.362427519952042","0.403944692558675"
"No worries","1988","higher education","Rural Area","59","0.56396652117728","0.471296699311948","0.656636343042611"
"No worries","1988","higher education","Urban Area","312","0.555311375973148","0.515213775879811","0.595408976066485"
"No worries","1988","higher vocational","Rural Area","40","0.37920537495375","0.288535510866661","0.46987523904084"
"No worries","1988","higher vocational","Urban Area","189","0.451478619354439","0.404055154448513","0.498902084260365"
"No worries","1988","in school","Rural Area","9","","",""
"No worries","1988","in school","Urban Area","53","0.432633291129368","0.348747658496176","0.51651892376256"
"No worries","1988","inadequately","Rural Area","32","0.308896967763491","0.215493632146461","0.40230030338052"
"No worries","1988","inadequately","Urban Area","144","0.263526017553031","0.228127908559147","0.298924126546916"
"No worries","1988","middle vocational","Rural Area","364","0.378213326396218","0.34833564077094","0.408091012021496"
"No worries","1988","middle vocational","Urban Area","1334","0.403924412209993","0.388077379648715","0.41977144477127"
"No worries","1988","vocational + Abi","Rural Area","11","","",""
"No worries","1988","vocational + Abi","Urban Area","78","0.422053167064252","0.358363404923829","0.485742929204675"
"Some worries","1988","general elemantary","Rural Area","279","0.447334788643455","0.40724795520955","0.48742162207736"
"Some worries","1988","general elemantary","Urban Area","966","0.432820709689152","0.411664881953906","0.453976537424398"
"Some worries","1988","higher education","Rural Area","44","0.370886609763215","0.280617992499634","0.461155227026796"
"Some worries","1988","higher education","Urban Area","214","0.344136934717303","0.305802036416693","0.382471833017914"
"Some worries","1988","higher vocational","Rural Area","56","0.495130029457766","0.40169684483411","0.588563214081423"
"Some worries","1988","higher vocational","Urban Area","198","0.459850706536803","0.412356215004404","0.507345198069202"
"Some worries","1988","in school","Rural Area","14","","",""
"Some worries","1988","in school","Urban Area","64","0.421469545896353","0.337862687609511","0.505076404183195"
"Some worries","1988","inadequately","Rural Area","36","0.414094047989992","0.314519667463901","0.513668428516084"
"Some worries","1988","inadequately","Urban Area","286","0.447538548959934","0.407584957658582","0.487492140261287"
"Some worries","1988","middle vocational","Rural Area","478","0.464594241012768","0.433866101570794","0.495322380454742"
"Some worries","1988","middle vocational","Urban Area","1743","0.45070432222571","0.434635050894311","0.466773593557109"
"Some worries","1988","vocational + Abi","Rural Area","18","","",""
"Some worries","1988","vocational + Abi","Urban Area","117","0.488881721459914","0.424419583206731","0.553343859713097"
"Big worries","1989","general elemantary","Rural Area","111","0.178349125905541","0.146151242037958","0.210547009773124"
"Big worries","1989","general elemantary","Urban Area","376","0.156203150340239","0.140312021579094","0.172094279101385"
"Big worries","1989","higher education","Rural Area","8","","",""
"Big worries","1989","higher education","Urban Area","31","0.0461132018502321","0.0290447098676845","0.0631816938327797"
"Big worries","1989","higher vocational","Rural Area","11","","",""
"Big worries","1989","higher vocational","Urban Area","32","0.0789442269481869","0.0525518164551414","0.105336637441232"
"Big worries","1989","in school","Rural Area","3","","",""
"Big worries","1989","in school","Urban Area","20","","",""
"Big worries","1989","inadequately","Rural Area","19","","",""
"Big worries","1989","inadequately","Urban Area","161","0.298585923268888","0.260716511103897","0.336455335433879"
"Big worries","1989","middle vocational","Rural Area","136","0.144548687502217","0.122327601521291","0.166769773483144"
"Big worries","1989","middle vocational","Urban Area","499","0.113248929079784","0.102908638595385","0.123589219564183"
"Big worries","1989","vocational + Abi","Rural Area","7","","",""
"Big worries","1989","vocational + Abi","Urban Area","28","","",""
"No worries","1989","general elemantary","Rural Area","197","0.426921872298407","0.385318427160323","0.46852531743649"
"No worries","1989","general elemantary","Urban Area","719","0.409584671040109","0.388059750243883","0.431109591836335"
"No worries","1989","higher education","Rural Area","61","0.613682083346151","0.521424866410351","0.705939300281951"
"No worries","1989","higher education","Urban Area","344","0.619818122325991","0.580312224616459","0.659324020035522"
"No worries","1989","higher vocational","Rural Area","46","0.462444089990699","0.367973279906664","0.556914900074734"
"No worries","1989","higher vocational","Urban Area","210","0.508346591657164","0.45941544537504","0.557277737939287"
"No worries","1989","in school","Rural Area","9","","",""
"No worries","1989","in school","Urban Area","69","0.528501713353232","0.447250968844222","0.609752457862242"
"No worries","1989","inadequately","Rural Area","19","","",""
"No worries","1989","inadequately","Urban Area","156","0.301164892390315","0.263202271360622","0.339127513420007"
"No worries","1989","middle vocational","Rural Area","356","0.38701678192563","0.356238119237149","0.417795444614112"
"No worries","1989","middle vocational","Urban Area","1473","0.447024179174592","0.430801095627338","0.463247262721846"
"No worries","1989","vocational + Abi","Rural Area","13","","",""
"No worries","1989","vocational + Abi","Urban Area","120","0.547917468523683","0.48646854813568","0.609366388911685"
"Some worries","1989","general elemantary","Rural Area","235","0.394729001796053","0.353616621034197","0.435841382557908"
"Some worries","1989","general elemantary","Urban Area","910","0.434212178619652","0.412516726741381","0.455907630497923"
"Some worries","1989","higher education","Rural Area","38","0.298916207814343","0.21217691086753","0.385655504761157"
"Some worries","1989","higher education","Urban Area","205","0.334068675823777","0.295683220727981","0.372454130919574"
"Some worries","1989","higher vocational","Rural Area","50","0.440170874738662","0.346113122036186","0.534228627441138"
"Some worries","1989","higher vocational","Urban Area","159","0.412709181394649","0.364522770936552","0.460895591852746"
"Some worries","1989","in school","Rural Area","15","","",""
"Some worries","1989","in school","Urban Area","56","0.352807811485515","0.275031056512299","0.43058456645873"
"Some worries","1989","inadequately","Rural Area","46","0.491355627419633","0.38444680715219","0.598264447687077"
"Some worries","1989","inadequately","Urban Area","244","0.400249184340797","0.359706050805559","0.440792317876035"
"Some worries","1989","middle vocational","Rural Area","470","0.468434530572152","0.436901668843034","0.499967392301271"
"Some worries","1989","middle vocational","Urban Area","1636","0.439726891745624","0.423530949160892","0.455922834330357"
"Some worries","1989","vocational + Abi","Rural Area","15","","",""
"Some worries","1989","vocational + Abi","Urban Area","104","0.37441524391122","0.314661150658182","0.434169337164258"
"Big worries","1990","general elemantary","Rural Area","197","0.197581876284834","0.171108330084933","0.224055422484736"
"Big worries","1990","general elemantary","Urban Area","433","0.179717160688175","0.163236612679476","0.196197708696875"
"Big worries","1990","higher education","Rural Area","144","0.175384984514698","0.14669581158503","0.204074157444366"
"Big worries","1990","higher education","Urban Area","151","0.103711541712426","0.0847864514741516","0.122636631950701"
"Big worries","1990","higher vocational","Rural Area","60","0.16831995407427","0.124417183083148","0.212222725065393"
"Big worries","1990","higher vocational","Urban Area","53","0.082657918017264","0.0582015759700389","0.107114260064489"
"Big worries","1990","in school","Rural Area","14","","",""
"Big worries","1990","in school","Urban Area","22","","",""
"Big worries","1990","inadequately","Rural Area","25","","",""
"Big worries","1990","inadequately","Urban Area","160","0.304276399162226","0.265928813394127","0.342623984930325"
"Big worries","1990","middle vocational","Rural Area","657","0.207048214674459","0.191544873254627","0.222551556094291"
"Big worries","1990","middle vocational","Urban Area","726","0.129347463245438","0.119377236381319","0.139317690109556"
"Big worries","1990","vocational + Abi","Rural Area","25","","",""
"Big worries","1990","vocational + Abi","Urban Area","39","0.0958418491568978","0.0618439845378256","0.12983971377597"
"No worries","1990","general elemantary","Rural Area","253","0.345045381504135","0.313438480468916","0.376652282539354"
"No worries","1990","general elemantary","Urban Area","744","0.408890712927202","0.387788277693954","0.429993148160449"
"No worries","1990","higher education","Rural Area","124","0.274505715866291","0.240839919037538","0.308171512695044"
"No worries","1990","higher education","Urban Area","394","0.492938150789632","0.461904905395719","0.523971396183544"
"No worries","1990","higher vocational","Rural Area","66","0.312617568032659","0.258223455721656","0.367011680343662"
"No worries","1990","higher vocational","Urban Area","226","0.526255672755969","0.481909717252151","0.570601628259788"
"No worries","1990","in school","Rural Area","14","","",""
"No worries","1990","in school","Urban Area","60","0.475977732446164","0.393249782553879","0.55870568233845"
"No worries","1990","inadequately","Rural Area","21","","",""
"No worries","1990","inadequately","Urban Area","142","0.277450679181551","0.240133211095811","0.31476814726729"
"No worries","1990","middle vocational","Rural Area","576","0.295580184967142","0.278121174877858","0.313039195056426"
"No worries","1990","middle vocational","Urban Area","1617","0.434955621258367","0.420226820036494","0.44968442248024"
"No worries","1990","vocational + Abi","Rural Area","15","","",""
"No worries","1990","vocational + Abi","Urban Area","115","0.458586549826734","0.401038975317556","0.516134124335911"
"Some worries","1990","general elemantary","Rural Area","419","0.457372742211031","0.42425016317588","0.490495321246182"
"Some worries","1990","general elemantary","Urban Area","908","0.411392126384623","0.390270075588202","0.432514177181044"
"Some worries","1990","higher education","Rural Area","407","0.550109299619011","0.512579676253291","0.58763892298473"
"Some worries","1990","higher education","Urban Area","452","0.403350307497942","0.372899317360685","0.433801297635199"
"Some worries","1990","higher vocational","Rural Area","153","0.519062477893071","0.460435144936867","0.577689810849274"
"Some worries","1990","higher vocational","Urban Area","208","0.391086409226766","0.347745521138068","0.434427297315465"
"Some worries","1990","in school","Rural Area","25","","",""
"Some worries","1990","in school","Urban Area","58","0.399675234100158","0.318536015256833","0.480814452943483"
"Some worries","1990","inadequately","Rural Area","44","0.530183151014628","0.427072366507486","0.63329393552177"
"Some worries","1990","inadequately","Urban Area","251","0.418272921656223","0.377160312432429","0.459385530880017"
"Some worries","1990","middle vocational","Rural Area","1391","0.497371600358399","0.47824093040227","0.516502270314528"
"Some worries","1990","middle vocational","Urban Area","2009","0.435696915496195","0.420965241403583","0.450428589588807"
"Some worries","1990","vocational + Abi","Rural Area","42","0.470485395048309","0.362453197687561","0.578517592409057"
"Some worries","1990","vocational + Abi","Urban Area","134","0.445571601016369","0.388168767259248","0.50297443477349"
"Big worries","1991","general elemantary","Rural Area","223","0.212878740830309","0.185163857850402","0.240593623810216"
"Big worries","1991","general elemantary","Urban Area","325","0.133073291586304","0.118213557222716","0.147933025949893"
"Big worries","1991","higher education","Rural Area","180","0.21935661322333","0.188022861478324","0.250690364968336"
"Big worries","1991","higher education","Urban Area","167","0.130602616801192","0.109559257067465","0.151645976534919"
"Big worries","1991","higher vocational","Rural Area","70","0.224933357059378","0.175939408144883","0.273927305973873"
"Big worries","1991","higher vocational","Urban Area","57","0.107855287822488","0.079841230602697","0.135869345042279"
"Big worries","1991","in school","Rural Area","4","","",""
"Big worries","1991","in school","Urban Area","20","","",""
"Big worries","1991","inadequately","Rural Area","23","","",""
"Big worries","1991","inadequately","Urban Area","116","0.231802372566741","0.196471592124124","0.267133153009357"
"Big worries","1991","middle vocational","Rural Area","781","0.244096694320576","0.227479824100349","0.260713564540803"
"Big worries","1991","middle vocational","Urban Area","723","0.133710354480326","0.12349978494079","0.143920924019862"
"Big worries","1991","vocational + Abi","Rural Area","22","","",""
"Big worries","1991","vocational + Abi","Urban Area","34","0.0893489742434435","0.0567431485989899","0.121954799887897"
"No worries","1991","general elemantary","Rural Area","255","0.392631871861103","0.359568673992882","0.425695069729323"
"No worries","1991","general elemantary","Urban Area","723","0.40713204716937","0.385637859474561","0.428626234864178"
"No worries","1991","higher education","Rural Area","115","0.260275960781149","0.227051144738698","0.2935007768236"
"No worries","1991","higher education","Urban Area","404","0.497059589512017","0.465835306825188","0.528283872198846"
"No worries","1991","higher vocational","Rural Area","68","0.320098640134456","0.265357875576281","0.374839404692631"
"No worries","1991","higher vocational","Urban Area","219","0.490488085479","0.445341070535674","0.535635100422326"
"No worries","1991","in school","Rural Area","21","","",""
"No worries","1991","in school","Urban Area","57","0.471388503505473","0.382810482933652","0.559966524077294"
"No worries","1991","inadequately","Rural Area","26","","",""
"No worries","1991","inadequately","Urban Area","174","0.313643330867498","0.274796931611875","0.352489730123121"
"No worries","1991","middle vocational","Rural Area","529","0.27917686677517","0.261823280908443","0.296530452641896"
"No worries","1991","middle vocational","Urban Area","1589","0.433296687829954","0.41843026620095","0.448163109458958"
"No worries","1991","vocational + Abi","Rural Area","21","","",""
"No worries","1991","vocational + Abi","Urban Area","115","0.403083016822274","0.347013263727449","0.459152769917099"
"Some worries","1991","general elemantary","Rural Area","360","0.394489387308589","0.361398788711363","0.427579985905814"
"Some worries","1991","general elemantary","Urban Area","959","0.459794661244326","0.437990679843848","0.481598642644804"
"Some worries","1991","higher education","Rural Area","375","0.520367425995521","0.482538842769245","0.558196009221798"
"Some worries","1991","higher education","Urban Area","414","0.372337793686791","0.342147904022299","0.402527683351283"
"Some worries","1991","higher vocational","Rural Area","141","0.454968002806166","0.396536451554199","0.513399554058133"
"Some worries","1991","higher vocational","Urban Area","195","0.401656626698512","0.357383484272487","0.445929769124536"
"Some worries","1991","in school","Rural Area","14","","",""
"Some worries","1991","in school","Urban Area","45","0.414696702961588","0.327274055921171","0.502119350002005"
"Some worries","1991","inadequately","Rural Area","59","0.610205391717383","0.518225658112893","0.702185125321872"
"Some worries","1991","inadequately","Urban Area","258","0.454554296565761","0.412864818506126","0.496243774625397"
"Some worries","1991","middle vocational","Rural Area","1257","0.476726438904254","0.457405235530726","0.496047642277782"
"Some worries","1991","middle vocational","Urban Area","1956","0.43299295768972","0.418127765497546","0.447858149881895"
"Some worries","1991","vocational + Abi","Rural Area","40","0.396813766258071","0.291562308264803","0.502065224251339"
"Some worries","1991","vocational + Abi","Urban Area","145","0.507568008934283","0.450420845806506","0.564715172062059"
"Big worries","1992","general elemantary","Rural Area","183","0.196872708479651","0.169556473576669","0.224188943382634"
"Big worries","1992","general elemantary","Urban Area","435","0.202292881652297","0.184431143233014","0.22015462007158"
"Big worries","1992","higher education","Rural Area","135","0.185793711769928","0.155129162526306","0.21645826101355"
"Big worries","1992","higher education","Urban Area","143","0.107847205565303","0.0886698319856542","0.127024579144952"
"Big worries","1992","higher vocational","Rural Area","61","0.188111744925026","0.142580349698706","0.233643140151347"
"Big worries","1992","higher vocational","Urban Area","64","0.113111711125021","0.0847476390304543","0.141475783219589"
"Big worries","1992","in school","Rural Area","7","","",""
"Big worries","1992","in school","Urban Area","18","","",""
"Big worries","1992","inadequately","Rural Area","28","","",""
"Big worries","1992","inadequately","Urban Area","150","0.322194792302826","0.2820288344584","0.362360750147252"
"Big worries","1992","middle vocational","Rural Area","625","0.211032407452406","0.194728021828859","0.227336793075952"
"Big worries","1992","middle vocational","Urban Area","760","0.143963042235863","0.133365111743868","0.154560972727859"
"Big worries","1992","vocational + Abi","Rural Area","16","","",""
"Big worries","1992","vocational + Abi","Urban Area","48","0.119824630990623","0.0832580435090358","0.156391218472211"
"No worries","1992","general elemantary","Rural Area","209","0.321666239426085","0.289576931873645","0.353755546978525"
"No worries","1992","general elemantary","Urban Area","583","0.325253158586005","0.30442298533048","0.34608333184153"
"No worries","1992","higher education","Rural Area","121","0.274857679072831","0.239659563166017","0.310055794979645"
"No worries","1992","higher education","Urban Area","385","0.447897322258277","0.417153049822197","0.478641594694357"
"No worries","1992","higher vocational","Rural Area","67","0.300854213180079","0.247420322873863","0.354288103486294"
"No worries","1992","higher vocational","Urban Area","181","0.39671076902376","0.352900076746342","0.440521461301179"
"No worries","1992","in school","Rural Area","20","","",""
"No worries","1992","in school","Urban Area","57","0.501687570329572","0.415069074672454","0.58830606598669"
"No worries","1992","inadequately","Rural Area","29","","",""
"No worries","1992","inadequately","Urban Area","134","0.276182088837929","0.237753110637083","0.314611067038776"
"No worries","1992","middle vocational","Rural Area","460","0.23318261515628","0.21628620905963","0.250079021252931"
"No worries","1992","middle vocational","Urban Area","1402","0.382435923437278","0.367764587742131","0.397107259132425"
"No worries","1992","vocational + Abi","Rural Area","19","","",""
"No worries","1992","vocational + Abi","Urban Area","107","0.366884200378212","0.312617569757302","0.421150830999122"
"Some worries","1992","general elemantary","Rural Area","422","0.481461052094263","0.447136319708253","0.515785784480274"
"Some worries","1992","general elemantary","Urban Area","925","0.472453959761698","0.450255562403026","0.49465235712037"
"Some worries","1992","higher education","Rural Area","362","0.539348609157241","0.500050212812028","0.578647005502455"
"Some worries","1992","higher education","Urban Area","477","0.44425547217642","0.413535625012722","0.474975319340118"
"Some worries","1992","higher vocational","Rural Area","155","0.511034041894895","0.452794345669376","0.569273738120414"
