"plh0189","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"True entirely","1990","35-65 y.","Lower Saxony","","","","","1"
"True entirely","1990","35-65 y.","Bremen","","","","","1"
"True entirely","1990","35-65 y.","North Rhine-Westphalia","","","","","1"
"True entirely","1990","35-65 y.","Hesse","","","","","1"
"True entirely","1990","35-65 y.","Rhineland-Palatinate,Saarland","","","","","1"
"True entirely","1990","35-65 y.","Baden-Württemberg","","","","","1"
"True entirely","1990","35-65 y.","Bavaria","","","","","1"
"True entirely","1990","35-65 y.","Berlin","23","","","","1"
"True entirely","1990","35-65 y.","Brandenburg","40","0.119084541757384","0.0864335030689248","0.151735580445843","1"
"True entirely","1990","35-65 y.","Mecklenburg-Western Pomerania","11","","","","1"
"True entirely","1990","35-65 y.","Saxony","60","0.0852185471369468","0.0645350100549084","0.105902084218985","1"
"True entirely","1990","35-65 y.","Saxony-Anhalt","36","0.088761020949214","0.0614317079508924","0.116090333947536","1"
"True entirely","1990","35-65 y.","Thuringia","25","","","","1"
"True entirely","1990","66 and older","Schleswig-Holstein","","","","","1"
"True entirely","1990","66 and older","Hamburg","","","","","1"
"True entirely","1990","66 and older","Lower Saxony","","","","","1"
"True entirely","1990","66 and older","Bremen","","","","","1"
"True entirely","1990","66 and older","North Rhine-Westphalia","","","","","1"
"True entirely","1990","66 and older","Hesse","","","","","1"
"True entirely","1990","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"True entirely","1990","66 and older","Baden-Württemberg","","","","","1"
"True entirely","1990","66 and older","Bavaria","","","","","1"
"True entirely","1990","66 and older","Berlin","5","","","","1"
"True entirely","1990","66 and older","Brandenburg","8","","","","1"
"True entirely","1990","66 and older","Mecklenburg-Western Pomerania","3","","","","1"
"True entirely","1990","66 and older","Saxony","15","","","","1"
"True entirely","1990","66 and older","Saxony-Anhalt","12","","","","1"
"True entirely","1990","66 and older","Thuringia","11","","","","1"
"Rather not true","1991","16-34 y.","Bavaria","3","","","","3"
"Rather not true","1991","66 and older","Lower Saxony","","","","","3"
"Rather not true","1991","16-34 y.","Baden-Württemberg","3","","","","3"
"Rather not true","1991","16-34 y.","Schleswig-Holstein","","","","","3"
"Rather not true","1991","16-34 y.","Lower Saxony","","","","","3"
"Rather not true","1991","66 and older","Schleswig-Holstein","","","","","3"
"Rather not true","1991","35-65 y.","Thuringia","80","0.232843172169549","0.189244996085752","0.276441348253347","3"
"Rather not true","1991","16-34 y.","North Rhine-Westphalia","2","","","","3"
"Rather not true","1991","66 and older","Bremen","","","","","3"
"Rather not true","1991","66 and older","North Rhine-Westphalia","","","","","3"
"Rather not true","1991","66 and older","Hesse","","","","","3"
"Rather not true","1991","66 and older","Baden-Württemberg","","","","","3"
"Rather not true","1991","16-34 y.","Hamburg","","","","","3"
"Rather not true","1991","66 and older","Mecklenburg-Western Pomerania","8","","","","3"
"Rather not true","1991","16-34 y.","Hesse","1","","","","3"
"Rather not true","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","","","3"
"Rather not true","1991","66 and older","Saxony-Anhalt","19","","","","3"
"Rather not true","1991","16-34 y.","Bremen","","","","","3"
"Rather not true","1991","66 and older","Bavaria","","","","","3"
"Rather not true","1991","66 and older","Berlin","5","","","","3"
"Rather not true","1991","16-34 y.","Berlin","22","","","","3"
"Rather not true","1991","16-34 y.","Brandenburg","75","0.312111481360115","0.254902828193831","0.3693201345264","3"
"Rather not true","1991","16-34 y.","Mecklenburg-Western Pomerania","53","0.2697062759326","0.205228996058083","0.334183555807117","3"
"Rather not true","1991","16-34 y.","Saxony","132","0.337419333357003","0.292519197740842","0.382319468973163","3"
"Rather not true","1991","16-34 y.","Saxony-Anhalt","71","0.247449112178774","0.197083464510708","0.297814759846841","3"
"Rather not true","1991","35-65 y.","Bavaria","","","","","3"
"Rather not true","1991","35-65 y.","Berlin","31","0.220830707982144","0.154449048074377","0.287212367889911","3"
"Rather not true","1991","35-65 y.","Brandenburg","77","0.225520365863085","0.182408941205931","0.26863179052024","3"
"Rather not true","1991","35-65 y.","Mecklenburg-Western Pomerania","44","0.180592033340827","0.133561390569919","0.227622676111735","3"
"Rather not true","1991","35-65 y.","Saxony","166","0.251575535018095","0.218719218020969","0.284431852015222","3"
"Rather not true","1991","35-65 y.","Saxony-Anhalt","76","0.190229288759335","0.152468264402145","0.227990313116525","3"
"Rather not true","1991","66 and older","Hamburg","","","","","3"
"Rather not true","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","3"
"Rather not true","1991","66 and older","Brandenburg","14","","","","3"
"Rather not true","1991","66 and older","Saxony","35","0.266215072108317","0.189945036462821","0.342485107753812","3"
"Rather not true","1991","66 and older","Thuringia","24","","","","3"
"Rather not true","1991","16-34 y.","Thuringia","61","0.220990314556866","0.170845241836263","0.271135387277469","3"
"Rather not true","1991","35-65 y.","Schleswig-Holstein","","","","","3"
"Rather not true","1991","35-65 y.","Hamburg","","","","","3"
"Rather not true","1991","35-65 y.","Lower Saxony","","","","","3"
"Rather not true","1991","35-65 y.","Bremen","","","","","3"
"Rather not true","1991","35-65 y.","North Rhine-Westphalia","","","","","3"
"Rather not true","1991","35-65 y.","Hesse","","","","","3"
"Rather not true","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","3"
"Rather not true","1991","35-65 y.","Baden-Württemberg","1","","","","3"
"Tends to agree","1991","16-34 y.","Hamburg","","","","","2"
"Tends to agree","1991","16-34 y.","Schleswig-Holstein","","","","","2"
"Tends to agree","1991","16-34 y.","Bremen","","","","","2"
"Tends to agree","1991","16-34 y.","Lower Saxony","","","","","2"
"Tends to agree","1991","16-34 y.","Baden-Württemberg","1","","","","2"
"Tends to agree","1991","16-34 y.","Hesse","","","","","2"
"Tends to agree","1991","16-34 y.","Rhineland-Palatinate,Saarland","1","","","","2"
"Tends to agree","1991","16-34 y.","North Rhine-Westphalia","","","","","2"
"Tends to agree","1991","16-34 y.","Bavaria","","","","","2"
"Tends to agree","1991","16-34 y.","Berlin","8","","","","2"
"Tends to agree","1991","35-65 y.","Hamburg","","","","","2"
"Tends to agree","1991","35-65 y.","Bremen","","","","","2"
"Tends to agree","1991","66 and older","Mecklenburg-Western Pomerania","5","","","","2"
"Tends to agree","1991","66 and older","Thuringia","12","","","","2"
"Tends to agree","1991","16-34 y.","Brandenburg","20","","","","2"
"Tends to agree","1991","16-34 y.","Mecklenburg-Western Pomerania","17","","","","2"
"Tends to agree","1991","16-34 y.","Saxony-Anhalt","21","","","","2"
"Tends to agree","1991","35-65 y.","Lower Saxony","1","","","","2"
"Tends to agree","1991","16-34 y.","Saxony","32","0.0824743511026819","0.056352024691693","0.108596677513671","2"
"Tends to agree","1991","16-34 y.","Thuringia","20","","","","2"
"Tends to agree","1991","35-65 y.","Schleswig-Holstein","","","","","2"
"Tends to agree","1991","35-65 y.","North Rhine-Westphalia","","","","","2"
"Tends to agree","1991","35-65 y.","Hesse","","","","","2"
"Tends to agree","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","2"
"Tends to agree","1991","35-65 y.","Baden-Württemberg","1","","","","2"
"Tends to agree","1991","66 and older","Hesse","","","","","2"
"Tends to agree","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"Tends to agree","1991","66 and older","Bavaria","","","","","2"
"Tends to agree","1991","66 and older","Berlin","1","","","","2"
"Tends to agree","1991","66 and older","Brandenburg","7","","","","2"
"Tends to agree","1991","66 and older","Saxony","21","","","","2"
"Tends to agree","1991","66 and older","Saxony-Anhalt","21","","","","2"
"Tends to agree","1991","35-65 y.","Bavaria","","","","","2"
"Tends to agree","1991","35-65 y.","Berlin","15","","","","2"
"Tends to agree","1991","35-65 y.","Brandenburg","35","0.132987463853374","0.0979596905370057","0.168015237169742","2"
"Tends to agree","1991","35-65 y.","Mecklenburg-Western Pomerania","25","","","","2"
"Tends to agree","1991","35-65 y.","Thuringia","27","","","","2"
"Tends to agree","1991","66 and older","Schleswig-Holstein","","","","","2"
"Tends to agree","1991","66 and older","Lower Saxony","","","","","2"
"Tends to agree","1991","66 and older","Bremen","","","","","2"
"Tends to agree","1991","66 and older","North Rhine-Westphalia","","","","","2"
"Tends to agree","1991","66 and older","Baden-Württemberg","","","","","2"
"Tends to agree","1991","35-65 y.","Saxony","58","0.0991147211372248","0.0764883703190508","0.121741071955399","2"
"Tends to agree","1991","35-65 y.","Saxony-Anhalt","34","0.0956921842761878","0.0673899697312381","0.123994398821137","2"
"Tends to agree","1991","66 and older","Hamburg","","","","","2"
"Totally disagree","1991","16-34 y.","Schleswig-Holstein","3","","","","4"
"Totally disagree","1991","16-34 y.","Hamburg","","","","","4"
"Totally disagree","1991","16-34 y.","Lower Saxony","","","","","4"
"Totally disagree","1991","16-34 y.","Bremen","","","","","4"
"Totally disagree","1991","16-34 y.","North Rhine-Westphalia","4","","","","4"
"Totally disagree","1991","16-34 y.","Hesse","2","","","","4"
"Totally disagree","1991","35-65 y.","Lower Saxony","","","","","4"
"Totally disagree","1991","35-65 y.","Bremen","","","","","4"
"Totally disagree","1991","35-65 y.","Hesse","2","","","","4"
"Totally disagree","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","4"
"Totally disagree","1991","35-65 y.","Baden-Württemberg","1","","","","4"
"Totally disagree","1991","35-65 y.","Bavaria","","","","","4"
"Totally disagree","1991","35-65 y.","Berlin","93","0.570483454404978","0.491267266864441","0.649699641945516","4"
"Totally disagree","1991","35-65 y.","Brandenburg","225","0.565036454131572","0.513896638944893","0.616176269318251","4"
"Totally disagree","1991","35-65 y.","Mecklenburg-Western Pomerania","165","0.606439215481395","0.546710788562327","0.666167642400464","4"
"Totally disagree","1991","35-65 y.","Saxony","385","0.554732813178285","0.517100322440974","0.592365303915596","4"
"Totally disagree","1991","16-34 y.","Saxony","234","0.517965863006859","0.470516240872639","0.565415485141078","4"
"Totally disagree","1991","16-34 y.","Saxony-Anhalt","170","0.609544139725583","0.552604844184958","0.666483435266209","4"
"Totally disagree","1991","16-34 y.","Thuringia","162","0.62890894231227","0.570523530700362","0.687294353924178","4"
"Totally disagree","1991","35-65 y.","Schleswig-Holstein","","","","","4"
"Totally disagree","1991","35-65 y.","Hamburg","","","","","4"
"Totally disagree","1991","35-65 y.","North Rhine-Westphalia","1","","","","4"
"Totally disagree","1991","16-34 y.","Rhineland-Palatinate,Saarland","2","","","","4"
"Totally disagree","1991","16-34 y.","Baden-Württemberg","1","","","","4"
"Totally disagree","1991","16-34 y.","Bavaria","4","","","","4"
"Totally disagree","1991","16-34 y.","Berlin","66","0.608644154808427","0.515292701901083","0.701995607715771","4"
"Totally disagree","1991","16-34 y.","Brandenburg","145","0.539650666781867","0.478112020445731","0.601189313118003","4"
"Totally disagree","1991","16-34 y.","Mecklenburg-Western Pomerania","104","0.585655623783606","0.514088381899969","0.657222865667244","4"
"Totally disagree","1991","35-65 y.","Saxony-Anhalt","268","0.623911062143591","0.577306260347529","0.670515863939653","4"
"Totally disagree","1991","35-65 y.","Thuringia","225","0.603807136912244","0.553352982142388","0.6542612916821","4"
"Totally disagree","1991","66 and older","Schleswig-Holstein","","","","","4"
"Totally disagree","1991","66 and older","Hamburg","","","","","4"
"Totally disagree","1991","66 and older","Lower Saxony","","","","","4"
"Totally disagree","1991","66 and older","Bremen","","","","","4"
"Totally disagree","1991","66 and older","North Rhine-Westphalia","","","","","4"
"Totally disagree","1991","66 and older","Hesse","","","","","4"
"Totally disagree","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","4"
"Totally disagree","1991","66 and older","Baden-Württemberg","","","","","4"
"Totally disagree","1991","66 and older","Bavaria","","","","","4"
"Totally disagree","1991","66 and older","Berlin","9","","","","4"
"Totally disagree","1991","66 and older","Brandenburg","34","0.511154976800345","0.388687717210098","0.633622236390592","4"
"Totally disagree","1991","66 and older","Mecklenburg-Western Pomerania","16","","","","4"
"Totally disagree","1991","66 and older","Saxony","56","0.424390897893126","0.339100509383399","0.509681286402853","4"
"Totally disagree","1991","66 and older","Saxony-Anhalt","43","0.381798726555924","0.284104595633134","0.479492857478714","4"
"Totally disagree","1991","66 and older","Thuringia","22","","","","4"
"True entirely","1991","16-34 y.","Schleswig-Holstein","","","","","1"
"True entirely","1991","16-34 y.","Hamburg","","","","","1"
"True entirely","1991","16-34 y.","Lower Saxony","","","","","1"
"True entirely","1991","16-34 y.","Bremen","","","","","1"
"True entirely","1991","16-34 y.","North Rhine-Westphalia","","","","","1"
"True entirely","1991","16-34 y.","Hesse","","","","","1"
"True entirely","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","","","1"
"True entirely","1991","16-34 y.","Baden-Württemberg","","","","","1"
"True entirely","1991","16-34 y.","Bavaria","1","","","","1"
"True entirely","1991","16-34 y.","Berlin","9","","","","1"
"True entirely","1991","16-34 y.","Brandenburg","12","","","","1"
"True entirely","1991","16-34 y.","Mecklenburg-Western Pomerania","8","","","","1"
"True entirely","1991","16-34 y.","Saxony","28","","","","1"
"True entirely","1991","16-34 y.","Saxony-Anhalt","20","","","","1"
"True entirely","1991","16-34 y.","Thuringia","20","","","","1"
"True entirely","1991","35-65 y.","Schleswig-Holstein","","","","","1"
"True entirely","1991","35-65 y.","Hamburg","","","","","1"
"True entirely","1991","35-65 y.","Lower Saxony","","","","","1"
"True entirely","1991","35-65 y.","Bremen","","","","","1"
"True entirely","1991","35-65 y.","North Rhine-Westphalia","","","","","1"
"True entirely","1991","35-65 y.","Hesse","","","","","1"
"True entirely","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","1"
"True entirely","1991","35-65 y.","Baden-Württemberg","","","","","1"
"True entirely","1991","35-65 y.","Bavaria","","","","","1"
"True entirely","1991","35-65 y.","Berlin","11","","","","1"
"True entirely","1991","35-65 y.","Brandenburg","24","","","","1"
"True entirely","1991","35-65 y.","Mecklenburg-Western Pomerania","23","","","","1"
"True entirely","1991","35-65 y.","Saxony","61","0.0945769306663945","0.0724190063144639","0.116734855018325","1"
"True entirely","1991","35-65 y.","Saxony-Anhalt","37","0.0901674648208859","0.0626106064814875","0.117724323160284","1"
"True entirely","1991","35-65 y.","Thuringia","29","","","","1"
"True entirely","1991","66 and older","Schleswig-Holstein","","","","","1"
"True entirely","1991","66 and older","Hamburg","","","","","1"
"True entirely","1991","66 and older","Lower Saxony","","","","","1"
"True entirely","1991","66 and older","Bremen","","","","","1"
"True entirely","1991","66 and older","North Rhine-Westphalia","","","","","1"
"True entirely","1991","66 and older","Hesse","","","","","1"
"True entirely","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"True entirely","1991","66 and older","Baden-Württemberg","","","","","1"
"True entirely","1991","66 and older","Bavaria","","","","","1"
"True entirely","1991","66 and older","Berlin","2","","","","1"
"True entirely","1991","66 and older","Brandenburg","9","","","","1"
"True entirely","1991","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"True entirely","1991","66 and older","Saxony","17","","","","1"
"True entirely","1991","66 and older","Saxony-Anhalt","12","","","","1"
"True entirely","1991","66 and older","Thuringia","10","","","","1"
"Rather not true","1992","16-34 y.","Hamburg","5","","","","3"
"Rather not true","1992","16-34 y.","Schleswig-Holstein","26","","","","3"
"Rather not true","1992","16-34 y.","Lower Saxony","110","0.388948602189529","0.335026322408071","0.442870881970987","3"
"Rather not true","1992","16-34 y.","Hesse","83","0.407928054663868","0.34371314726266","0.472142962065076","3"
"Rather not true","1992","16-34 y.","Rhineland-Palatinate,Saarland","45","0.243856703682189","0.183740789206114","0.303972618158264","3"
"Rather not true","1992","16-34 y.","Baden-Württemberg","170","0.376928505397274","0.331282521210987","0.422574489583561","3"
"Rather not true","1992","66 and older","Hesse","22","","","","3"
"Rather not true","1992","16-34 y.","North Rhine-Westphalia","220","0.344834717205799","0.309003985861089","0.38066544855051","3"
"Rather not true","1992","66 and older","Thuringia","25","","","","3"
"Rather not true","1992","16-34 y.","Bavaria","164","0.339099771709861","0.297563308132902","0.380636235286819","3"
"Rather not true","1992","66 and older","Rhineland-Palatinate,Saarland","26","","","","3"
"Rather not true","1992","66 and older","Brandenburg","14","","","","3"
"Rather not true","1992","16-34 y.","Bremen","4","","","","3"
"Rather not true","1992","16-34 y.","Berlin","59","0.341729452726396","0.272441894584322","0.411017010868469","3"
"Rather not true","1992","16-34 y.","Brandenburg","71","0.292097514086053","0.233330338010105","0.350864690162001","3"
