"plh0171","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1985","Single parent ","Urban Area","64","0.153616556983517","0.119335340942037","0.187897773024998","5"
"5 on Scale 1 to 10","1985","Single parent ","Rural Area","19","","","","5"
"5 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","276","0.129554234096821","0.115286370677758","0.143822097515885","5"
"5 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","66","0.115189524086835","0.0884112002300464","0.141967847943623","5"
"5 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","246","0.158750070175484","0.141058022634489","0.176442117716479","5"
"5 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","64","0.166288684545395","0.129144259910182","0.203433109180608","5"
"5 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","128","0.10986057476633","0.0918024851769211","0.127918664355739","5"
"5 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","53","0.154734939959813","0.115715433211792","0.193754446707835","5"
"6 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","73","0.0757102111408327","0.0592981121933534","0.092122310088312","6"
"6 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","174","0.0930680518816302","0.0800761697837729","0.106059933979487","6"
"6 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","22","","","","6"
"6 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","42","0.072566080802522","0.0508060206596313","0.0943261409454128","6"
"6 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","114","0.0706289768244548","0.0582254658454173","0.0830324878034923","6"
"6 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","18","","","","6"
"6 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","56","0.116293403839463","0.0880810811747882","0.144505726504137","6"
"6 on Scale 1 to 10","1985","Single parent ","Urban Area","31","0.0765947385158057","0.051310535583823","0.101878941447788","6"
"6 on Scale 1 to 10","1985","Single parent ","Rural Area","11","","","","6"
"6 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","164","0.0801038697868347","0.0685704413895808","0.0916372981840886","6"
"6 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","31","0.0822410104105601","0.0548339169373805","0.10964810388374","6"
"6 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","76","0.0686765284048054","0.0540723781548327","0.0832806786547781","6"
"7 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","253","0.133942443469131","0.118711847589176","0.149173039349086","7"
"7 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","136","0.13429553557059","0.113141246398277","0.155449824742902","7"
"7 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","20","","","","7"
"7 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","60","0.117362626714699","0.0890380570975143","0.145687196331884","7"
"7 on Scale 1 to 10","1985","Single parent ","Urban Area","66","0.136455087342813","0.103819535787363","0.169090638898263","7"
"7 on Scale 1 to 10","1985","Single parent ","Rural Area","10","","","","7"
"7 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","309","0.152074837724258","0.136817817509121","0.167331857939396","7"
"7 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","70","0.137501553509406","0.108615731365715","0.166387375653098","7"
"7 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","221","0.138299986957098","0.121587244007209","0.155012729906988","7"
"7 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","58","0.163051896332602","0.126199423849298","0.199904368815905","7"
"7 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","128","0.117939134191372","0.0993139705903175","0.136564297792426","7"
"7 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","44","0.149106877131391","0.110676250569389","0.187537503693393","7"
"8 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","23","","","","8"
"8 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","345","0.172064381793476","0.155186102033756","0.188942661553196","8"
"8 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","97","0.180000277814387","0.146189847895935","0.213810707732838","8"
"8 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","343","0.202399489600934","0.182947858153586","0.221851121048282","8"
"8 on Scale 1 to 10","1985","Single parent ","Urban Area","77","0.18952557918315","0.152264348181148","0.226786810185153","8"
"8 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","500","0.240743300764557","0.222578371925663","0.258908229603452","8"
"8 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","115","0.222855728951281","0.187948570604314","0.257762887298249","8"
"8 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","83","0.218690451304397","0.177454035029187","0.259926867579607","8"
"8 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","187","0.175465272992018","0.151866855272689","0.199063690711346","8"
"8 on Scale 1 to 10","1985","Single parent ","Rural Area","22","","","","8"
"8 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","261","0.224616115453438","0.200517022722196","0.248715208184681","8"
"8 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","73","0.236400530412346","0.190560156290604","0.282240904534088","8"
"9 on Scale 1 to 10","1985","Single parent ","Urban Area","43","0.0983332423834111","0.0700240920281626","0.12664239273866","9"
"9 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","44","0.083848935378002","0.0594573755299662","0.108240495226038","9"
"9 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","84","0.165397847188456","0.134233613935662","0.196562080441251","9"
"9 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","92","0.0829296571718938","0.0658200877642825","0.100039226579505","9"
"9 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","18","","","","9"
"9 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","186","0.0914710278277774","0.0785797615626283","0.104362294092926","9"
"9 on Scale 1 to 10","1985","Single parent ","Rural Area","11","","","","9"
"9 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","272","0.131788825755044","0.117416923364083","0.146160728146004","9"
"9 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","180","0.116971523673412","0.101412367416389","0.132530679930436","9"
"9 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","46","0.116929026787918","0.0848727255183022","0.148985328057534","9"
"9 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","157","0.157809967694426","0.136757931139288","0.178862004249564","9"
"9 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","35","0.106248180590759","0.0730005774880738","0.139495783693445","9"
"0 Completely dissatisfied","1986","1-pers.-HH","Rural Area","4","","","","0"
"0 Completely dissatisfied","1986","(Married) couple without C. ","Urban Area","58","0.0327065606828895","0.0247876076988431","0.0406255136669359","0"
"0 Completely dissatisfied","1986","(Married) couple without C. ","Rural Area","11","","","","0"
"0 Completely dissatisfied","1986","Single parent ","Urban Area","13","","","","0"
"0 Completely dissatisfied","1986","Single parent ","Rural Area","5","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE 16 ","Urban Area","17","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE 16 ","Rural Area","4","","","","0"
"0 Completely dissatisfied","1986","Couple + C. GT 16 ","Urban Area","29","","","","0"
"0 Completely dissatisfied","1986","Couple + C. GT 16 ","Rural Area","10","","","","0"
"0 Completely dissatisfied","1986","1-pers.-HH","Urban Area","32","0.0358033200911295","0.023994614393849","0.0476120257884101","0"
"0 Completely dissatisfied","1986","Couple + C. LE and GT 16","Urban Area","9","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE and GT 16","Rural Area","6","","","","0"
"1 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","19","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","26","","","","1"
"1 on Scale 1 to 10","1986","Single parent ","Urban Area","4","","","","1"
"1 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","7","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","33","0.0182285068227892","0.0122725442347908","0.0241844694107876","1"
"1 on Scale 1 to 10","1986","Single parent ","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","6","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","4","","","","1"
"10 Completely satisfied","1986","(Married) couple without C. ","Urban Area","216","0.100076317642509","0.0867152948906836","0.113437340394334","10"
"10 Completely satisfied","1986","1-pers.-HH","Rural Area","23","","","","10"
"10 Completely satisfied","1986","Couple + C. LE 16 ","Urban Area","335","0.157158752858323","0.140858066948504","0.173459438768142","10"
"10 Completely satisfied","1986","1-pers.-HH","Urban Area","134","0.131224108195439","0.109764661107387","0.152683555283491","10"
"10 Completely satisfied","1986","(Married) couple without C. ","Rural Area","54","0.104504951187684","0.0759857744755042","0.133024127899863","10"
"10 Completely satisfied","1986","Single parent ","Urban Area","49","0.131634677260743","0.0982508309294495","0.165018523592037","10"
"10 Completely satisfied","1986","Single parent ","Rural Area","31","0.237302139789751","0.160214943340419","0.314389336239083","10"
"10 Completely satisfied","1986","Couple + C. LE 16 ","Rural Area","95","0.170204063009567","0.136894857424732","0.203513268594401","10"
"10 Completely satisfied","1986","Couple + C. GT 16 ","Urban Area","311","0.158372872726528","0.140899295668936","0.175846449784121","10"
"10 Completely satisfied","1986","Couple + C. GT 16 ","Rural Area","61","0.138182480168775","0.10541240463327","0.170952555704281","10"
"10 Completely satisfied","1986","Couple + C. LE and GT 16","Urban Area","197","0.161986987637438","0.140043820633122","0.183930154641753","10"
"10 Completely satisfied","1986","Couple + C. LE and GT 16","Rural Area","49","0.136890763024107","0.0991706744534905","0.174610851594723","10"
"2 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","34","0.0153426255963647","0.00983764092074856","0.0208476102719809","2"
"2 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","52","0.0314842490708428","0.0237097714387888","0.0392587267028968","2"
"2 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","15","","","","2"
"2 on Scale 1 to 10","1986","Single parent ","Urban Area","7","","","","2"
"2 on Scale 1 to 10","1986","Single parent ","Rural Area","4","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","7","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","34","0.0208713729339582","0.0140294694574993","0.0277132764104171","2"
"2 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","10","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","25","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","4","","","","2"
"2 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","28","","","","2"
"3 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","14","","","","3"
"3 on Scale 1 to 10","1986","Single parent ","Rural Area","4","","","","3"
"3 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","23","","","","3"
"3 on Scale 1 to 10","1986","Single parent ","Urban Area","16","","","","3"
"3 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","38","0.0463611459114508","0.0329974408509663","0.0597248509719352","3"
"3 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","95","0.0496199192986114","0.0399516688025646","0.0592881697946582","3"
"3 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","18","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","71","0.0320644200312374","0.0241740272377572","0.0399548128247177","3"
"3 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","12","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","66","0.0411305838958378","0.0316257675337787","0.0506354002578969","3"
"3 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","19","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","35","0.0290337027218463","0.0190339985219376","0.039033406921755","3"
"4 on Scale 1 to 10","1986","Single parent ","Urban Area","24","","","","4"
"4 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","30","0.0729981693154271","0.0487469691264478","0.0972493695044064","4"
"4 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","57","0.0607075844467077","0.0455308017226529","0.0758843671707625","4"
"4 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","8","","","","4"
"4 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","96","0.0527563517843163","0.0428036857060645","0.062709017862568","4"
"4 on Scale 1 to 10","1986","Single parent ","Rural Area","5","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","82","0.0533288776984488","0.0432654834162712","0.0633922719806265","4"
"4 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","18","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","94","0.0573050553462318","0.0461809878086571","0.0684291228838064","4"
"4 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","24","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","51","0.0461058870621256","0.0336158957001427","0.0585958784241084","4"
"4 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","12","","","","4"
"5 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","29","","","","5"
"5 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","352","0.186564662383541","0.169220736236256","0.203908588530826","5"
"5 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","78","0.193379963829714","0.156560522340428","0.230199405319","5"
"5 on Scale 1 to 10","1986","Single parent ","Urban Area","52","0.11884264096543","0.086889550898804","0.150795731032055","5"
"5 on Scale 1 to 10","1986","Single parent ","Rural Area","14","","","","5"
"5 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","236","0.117250305093582","0.10284111799184","0.131659492195325","5"
"5 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","55","0.1277075769463","0.0981252015458081","0.157289952346793","5"
"5 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","230","0.142944307545377","0.126192197617364","0.159696417473391","5"
"5 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","61","0.152160336794394","0.118052758343264","0.186267915245524","5"
"5 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","132","0.112439707665387","0.0936252090711974","0.131254206259576","5"
"5 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","38","0.125749843832582","0.0893646799003298","0.162135007764834","5"
"5 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","166","0.200799069388509","0.175338584473701","0.226259554303318","5"
"6 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","28","","","","6"
"6 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","19","","","","6"
"6 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","33","0.0629468710985506","0.0414208955421368","0.0844728466549644","6"
"6 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","197","0.109191584609201","0.095306199014795","0.123076970203606","6"
"6 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","81","0.0835583857348069","0.0670774720770747","0.100039299392539","6"
"6 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","72","0.0791559553256836","0.0619969277653514","0.0963149828860159","6"
"6 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","43","0.105275457316563","0.0766636560472438","0.133887258585881","6"
"6 on Scale 1 to 10","1986","Single parent ","Urban Area","38","0.0890890322983842","0.0609603060497908","0.117217758546978","6"
"6 on Scale 1 to 10","1986","Single parent ","Rural Area","9","","","","6"
"6 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","142","0.0715356809324919","0.0599929740083056","0.0830783878566783","6"
"6 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","147","0.083366596738638","0.0701361217598946","0.0965970717173813","6"
"6 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","30","0.0680959692767659","0.0441744042308169","0.092017534322715","6"
"7 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","118","0.115178587821789","0.0948890796724512","0.135468095971126","7"
"7 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","272","0.141454150544434","0.125938828349118","0.15696947273975","7"
"7 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","46","0.106836136288795","0.0780381835300221","0.135634089047568","7"
"7 on Scale 1 to 10","1986","Single parent ","Urban Area","58","0.152842776454553","0.117312020440359","0.188373532468747","7"
"7 on Scale 1 to 10","1986","Single parent ","Rural Area","12","","","","7"
"7 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","21","","","","7"
"7 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","275","0.14386713780426","0.128148493465832","0.159585782142687","7"
"7 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","69","0.156545851276227","0.124339228830786","0.188752473721668","7"
"7 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","199","0.128961349939409","0.11292040093847","0.145002298940349","7"
"7 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","67","0.153326584376978","0.11911210122428","0.187541067529676","7"
"7 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","145","0.144267715187741","0.123341658463855","0.165193771911627","7"
"7 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","45","0.143749335983183","0.105249743391971","0.182248928574395","7"
"8 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","32","0.180486897856815","0.122330936261516","0.238642859452115","8"
"8 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","392","0.196683244765176","0.178986299830096","0.214380189700256","8"
"8 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","93","0.198751299518039","0.161548500682273","0.235954098353804","8"
"8 on Scale 1 to 10","1986","Single parent ","Urban Area","79","0.209966735670503","0.169750824115006","0.250182647226","8"
"8 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","444","0.243549425962036","0.224325258745849","0.262773593178224","8"
"8 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","116","0.236177571809879","0.198532407998502","0.273822735621256","8"
"8 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","325","0.195721828376645","0.176732730510036","0.214710926243253","8"
"8 on Scale 1 to 10","1986","Single parent ","Rural Area","20","","","","8"
"8 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","94","0.228518979835857","0.188647068690713","0.268390890981","8"
"8 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","75","0.248193210545064","0.200790757172879","0.29559566391725","8"
"8 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","175","0.167315470480368","0.14359266050851","0.191038280452225","8"
"8 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","227","0.226079826126439","0.201167581961604","0.250992070291273","8"
"9 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","42","0.126163226637693","0.0897269239031651","0.16259952937222","9"
"9 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","42","0.0850736907840295","0.0590644514140088","0.11108293015405","9"
"9 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","78","0.160156123109284","0.127650034473866","0.192662211744702","9"
