"plb0196_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1998","Couple + C. LE and GT 16","(0) in school","","","",""
"No","1998","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"No","1998","Couple + C. LE and GT 16","(1b) general elementary school","18","","",""
"No","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","42","1","1","1"
"No","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"No","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","40","1","1","1"
"No","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"No","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"No","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","15","","",""
"No","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","14","","",""
"Yes","1999","1-pers.-HH","(0) in school","","","",""
"Yes","1999","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","1999","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","1999","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","1999","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","1999","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","1999","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","1999","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","1999","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","1999","(Married) couple without C. ","(0) in school","","","",""
"Yes","1999","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","1999","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","1999","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","1999","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","1999","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","1999","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","1999","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","1999","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","1999","Single parent ","(0) in school","","","",""
"Yes","1999","Single parent ","(1a) inadequately completed","","","",""
"Yes","1999","Single parent ","(1b) general elementary school","","","",""
"Yes","1999","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","1999","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","1999","Single parent ","(2a) intermediate vocational","","","",""
"Yes","1999","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Single parent ","(3a) lower tertiary education","","","",""
"Yes","1999","Single parent ","(3b) higher tertiary education","","","",""
"Yes","1999","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","1999","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","1999","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","1999","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","1999","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","1999","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","1999","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","1999","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","1999","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","1999","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","1999","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","1999","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","1999","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","1999","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","1999","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","1999","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","1999","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","1999","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","1999","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","1999","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","1999","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","1999","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","1999","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","1999","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","1999","1-pers.-HH","(0) in school","","","",""
"No","1999","1-pers.-HH","(1a) inadequately completed","2","","",""
"No","1999","1-pers.-HH","(1b) general elementary school","9","","",""
"No","1999","1-pers.-HH","(1c) basic vocational qualification","33","1","1","1"
"No","1999","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"No","1999","1-pers.-HH","(2a) intermediate vocational","41","1","1","1"
"No","1999","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"No","1999","1-pers.-HH","(2c_voc) vocational maturity certificate","7","","",""
"No","1999","1-pers.-HH","(3a) lower tertiary education","9","","",""
"No","1999","1-pers.-HH","(3b) higher tertiary education","14","","",""
"No","1999","(Married) couple without C. ","(0) in school","","","",""
"No","1999","(Married) couple without C. ","(1a) inadequately completed","8","","",""
"No","1999","(Married) couple without C. ","(1b) general elementary school","19","","",""
"No","1999","(Married) couple without C. ","(1c) basic vocational qualification","103","1","1","1"
"No","1999","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"No","1999","(Married) couple without C. ","(2a) intermediate vocational","111","1","1","1"
"No","1999","(Married) couple without C. ","(2c_gen) general maturity certificate","9","","",""
"No","1999","(Married) couple without C. ","(2c_voc) vocational maturity certificate","21","","",""
"No","1999","(Married) couple without C. ","(3a) lower tertiary education","33","1","1","1"
"No","1999","(Married) couple without C. ","(3b) higher tertiary education","21","","",""
"No","1999","Single parent ","(0) in school","","","",""
"No","1999","Single parent ","(1a) inadequately completed","4","","",""
"No","1999","Single parent ","(1b) general elementary school","12","","",""
"No","1999","Single parent ","(1c) basic vocational qualification","22","","",""
"No","1999","Single parent ","(2b) intermediate general qualification","4","","",""
"No","1999","Single parent ","(2a) intermediate vocational","16","","",""
"No","1999","Single parent ","(2c_gen) general maturity certificate","","","",""
"No","1999","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"No","1999","Single parent ","(3a) lower tertiary education","6","","",""
"No","1999","Single parent ","(3b) higher tertiary education","5","","",""
"No","1999","Couple + C. LE 16 ","(0) in school","","","",""
"No","1999","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"No","1999","Couple + C. LE 16 ","(1b) general elementary school","29","","",""
"No","1999","Couple + C. LE 16 ","(1c) basic vocational qualification","123","1","1","1"
"No","1999","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"No","1999","Couple + C. LE 16 ","(2a) intermediate vocational","153","1","1","1"
"No","1999","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"No","1999","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","18","","",""
"No","1999","Couple + C. LE 16 ","(3a) lower tertiary education","33","1","1","1"
"No","1999","Couple + C. LE 16 ","(3b) higher tertiary education","29","","",""
"No","1999","Couple + C. GT 16 ","(0) in school","","","",""
"No","1999","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"No","1999","Couple + C. GT 16 ","(1b) general elementary school","24","","",""
"No","1999","Couple + C. GT 16 ","(1c) basic vocational qualification","86","1","1","1"
"No","1999","Couple + C. GT 16 ","(2b) intermediate general qualification","27","","",""
"No","1999","Couple + C. GT 16 ","(2a) intermediate vocational","72","1","1","1"
"No","1999","Couple + C. GT 16 ","(2c_gen) general maturity certificate","10","","",""
"No","1999","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","8","","",""
"No","1999","Couple + C. GT 16 ","(3a) lower tertiary education","12","","",""
"No","1999","Couple + C. GT 16 ","(3b) higher tertiary education","17","","",""
"No","1999","Couple + C. LE and GT 16","(0) in school","1","","",""
"No","1999","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"No","1999","Couple + C. LE and GT 16","(1b) general elementary school","18","","",""
"No","1999","Couple + C. LE and GT 16","(1c) basic vocational qualification","36","1","1","1"
"No","1999","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"No","1999","Couple + C. LE and GT 16","(2a) intermediate vocational","36","1","1","1"
"No","1999","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"No","1999","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"No","1999","Couple + C. LE and GT 16","(3a) lower tertiary education","11","","",""
"No","1999","Couple + C. LE and GT 16","(3b) higher tertiary education","14","","",""
"Yes","2000","1-pers.-HH","(0) in school","","","",""
"Yes","2000","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2000","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2000","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2000","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2000","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2000","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2000","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2000","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2000","(Married) couple without C. ","(0) in school","","","",""
"Yes","2000","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2000","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2000","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2000","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2000","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2000","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2000","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2000","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2000","Single parent ","(0) in school","","","",""
"Yes","2000","Single parent ","(1a) inadequately completed","","","",""
"Yes","2000","Single parent ","(1b) general elementary school","","","",""
"Yes","2000","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2000","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2000","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2000","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2000","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2000","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2000","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2000","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2000","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2000","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2000","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2000","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
