"plb0196_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"No","2008","1-pers.-HH","direct migration background","8","","",""
"No","2008","1-pers.-HH","indirect migration background","13","","",""
"No","2008","(Married) couple without C. ","no migration background","500","0.291734694391812","0.270828152964965","0.31264123581866"
"No","2008","(Married) couple without C. ","direct migration background","23","","",""
"No","2008","(Married) couple without C. ","indirect migration background","20","","",""
"No","2008","Single parent ","no migration background","87","0.254728245420111","0.206458855993982","0.30299763484624"
"No","2008","Single parent ","direct migration background","12","","",""
"No","2008","Single parent ","indirect migration background","8","","",""
"No","2008","Couple + C. LE 16 ","no migration background","350","0.26313768191848","0.239997369277032","0.286277994559928"
"No","2008","Couple + C. LE 16 ","direct migration background","49","0.318664980776056","0.247132742510126","0.390197219041987"
"No","2008","Couple + C. LE 16 ","indirect migration background","14","","",""
"No","2008","Couple + C. GT 16 ","no migration background","359","0.319934414621374","0.293792298415364","0.346076530827384"
"No","2008","Couple + C. GT 16 ","direct migration background","27","","",""
"No","2008","Couple + C. GT 16 ","indirect migration background","13","","",""
"No","2008","Couple + C. LE and GT 16","no migration background","112","0.282207728036826","0.23826576967087","0.326149686402781"
"No","2008","Couple + C. LE and GT 16","direct migration background","11","","",""
"No","2008","Couple + C. LE and GT 16","indirect migration background","7","","",""
"Yes","2009","1-pers.-HH","no migration background","548","0.737328899670934","0.705811966047324","0.768845833294544"
"Yes","2009","1-pers.-HH","direct migration background","29","","",""
"Yes","2009","1-pers.-HH","indirect migration background","26","","",""
"Yes","2009","(Married) couple without C. ","no migration background","1192","0.696595660284113","0.674460222622511","0.718731097945714"
"Yes","2009","(Married) couple without C. ","direct migration background","57","0.681452311378079","0.581218554530439","0.781686068225719"
"Yes","2009","(Married) couple without C. ","indirect migration background","50","0.748397487943712","0.646009928132792","0.850785047754632"
"Yes","2009","Single parent ","no migration background","212","0.683771606178813","0.631064586552643","0.736478625804983"
"Yes","2009","Single parent ","direct migration background","12","","",""
"Yes","2009","Single parent ","indirect migration background","12","","",""
"Yes","2009","Couple + C. LE 16 ","no migration background","840","0.743692437722608","0.718589623055362","0.768795252389854"
"Yes","2009","Couple + C. LE 16 ","direct migration background","68","0.648992477236985","0.560599630009171","0.737385324464798"
"Yes","2009","Couple + C. LE 16 ","indirect migration background","53","0.752822837596402","0.649532129791569","0.856113545401236"
"Yes","2009","Couple + C. GT 16 ","no migration background","741","0.696105892345996","0.668624372332611","0.723587412359382"
"Yes","2009","Couple + C. GT 16 ","direct migration background","51","0.585336990989044","0.480602612248994","0.690071369729094"
"Yes","2009","Couple + C. GT 16 ","indirect migration background","31","0.887328716855039","0.793902095950762","0.980755337759315"
"Yes","2009","Couple + C. LE and GT 16","no migration background","264","0.710844371453992","0.665200594362772","0.756488148545213"
"Yes","2009","Couple + C. LE and GT 16","direct migration background","35","0.725830581651561","0.600926339804403","0.85073482349872"
"Yes","2009","Couple + C. LE and GT 16","indirect migration background","10","","",""
"No","2009","1-pers.-HH","no migration background","201","0.262671100329066","0.231154166705456","0.294188033952676"
"No","2009","1-pers.-HH","direct migration background","12","","",""
"No","2009","1-pers.-HH","indirect migration background","15","","",""
"No","2009","(Married) couple without C. ","no migration background","465","0.303404339715887","0.281268902054286","0.325539777377488"
"No","2009","(Married) couple without C. ","direct migration background","26","","",""
"No","2009","(Married) couple without C. ","indirect migration background","19","","",""
"No","2009","Single parent ","no migration background","87","0.316228393821187","0.263521374195017","0.368935413447357"
"No","2009","Single parent ","direct migration background","6","","",""
"No","2009","Single parent ","indirect migration background","8","","",""
"No","2009","Couple + C. LE 16 ","no migration background","322","0.256307562277392","0.231204747610146","0.281410376944637"
"No","2009","Couple + C. LE 16 ","direct migration background","44","0.351007522763015","0.262614675535202","0.439400369990829"
"No","2009","Couple + C. LE 16 ","indirect migration background","14","","",""
"No","2009","Couple + C. GT 16 ","no migration background","335","0.303894107654004","0.276412587640618","0.331375627667389"
"No","2009","Couple + C. GT 16 ","direct migration background","34","0.414663009010956","0.309928630270906","0.519397387751006"
"No","2009","Couple + C. GT 16 ","indirect migration background","13","","",""
"No","2009","Couple + C. LE and GT 16","no migration background","115","0.289155628546008","0.243511851454788","0.334799405637228"
"No","2009","Couple + C. LE and GT 16","direct migration background","14","","",""
"No","2009","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Yes","2010","1-pers.-HH","no migration background","473","0.674541042404812","0.639401990181386","0.709680094628238"
"Yes","2010","1-pers.-HH","direct migration background","23","","",""
"Yes","2010","1-pers.-HH","indirect migration background","23","","",""
"Yes","2010","(Married) couple without C. ","no migration background","1150","0.70800169322337","0.685881131770324","0.730122254676415"
"Yes","2010","(Married) couple without C. ","direct migration background","52","0.608533559590584","0.498073062151558","0.71899405702961"
"Yes","2010","(Married) couple without C. ","indirect migration background","45","0.708395519502958","0.592422468051827","0.824368570954089"
"Yes","2010","Single parent ","no migration background","504","0.659688056242416","0.625433974651023","0.693942137833809"
"Yes","2010","Single parent ","direct migration background","37","0.602880662613971","0.471150159395386","0.734611165832557"
"Yes","2010","Single parent ","indirect migration background","29","","",""
"Yes","2010","Couple + C. LE 16 ","no migration background","1825","0.698331278773811","0.68083630667513","0.715826250872491"
"Yes","2010","Couple + C. LE 16 ","direct migration background","303","0.747986725644215","0.707186542140496","0.788786909147934"
"Yes","2010","Couple + C. LE 16 ","indirect migration background","120","0.61604958414373","0.544802518712281","0.687296649575178"
"Yes","2010","Couple + C. GT 16 ","no migration background","665","0.629784301539614","0.599690761700083","0.659877841379144"
"Yes","2010","Couple + C. GT 16 ","direct migration background","46","0.684989692293423","0.574582329781814","0.795397054805033"
"Yes","2010","Couple + C. GT 16 ","indirect migration background","30","0.717634953388894","0.586112744694414","0.849157162083374"
"Yes","2010","Couple + C. LE and GT 16","no migration background","322","0.635148018262036","0.592127921658463","0.67816811486561"
"Yes","2010","Couple + C. LE and GT 16","direct migration background","50","0.635168211007466","0.524740676841467","0.745595745173466"
"Yes","2010","Couple + C. LE and GT 16","indirect migration background","20","","",""
"No","2010","1-pers.-HH","no migration background","210","0.325458957595188","0.290319905371762","0.360598009818615"
"No","2010","1-pers.-HH","direct migration background","7","","",""
"No","2010","1-pers.-HH","indirect migration background","10","","",""
"No","2010","(Married) couple without C. ","no migration background","473","0.29199830677663","0.269877745323585","0.314118868229676"
"No","2010","(Married) couple without C. ","direct migration background","23","","",""
"No","2010","(Married) couple without C. ","indirect migration background","14","","",""
"No","2010","Single parent ","no migration background","231","0.340311943757584","0.306057862166191","0.374566025348977"
"No","2010","Single parent ","direct migration background","16","","",""
"No","2010","Single parent ","indirect migration background","9","","",""
"No","2010","Couple + C. LE 16 ","no migration background","819","0.301668721226189","0.284173749127509","0.31916369332487"
"No","2010","Couple + C. LE 16 ","direct migration background","132","0.252013274355785","0.211213090852066","0.292813457859504"
"No","2010","Couple + C. LE 16 ","indirect migration background","59","0.38395041585627","0.312703350424822","0.455197481287719"
"No","2010","Couple + C. GT 16 ","no migration background","324","0.370215698460386","0.340122158620856","0.400309238299917"
"No","2010","Couple + C. GT 16 ","direct migration background","22","","",""
"No","2010","Couple + C. GT 16 ","indirect migration background","15","","",""
"No","2010","Couple + C. LE and GT 16","no migration background","159","0.364851981737964","0.32183188513439","0.407872078341537"
"No","2010","Couple + C. LE and GT 16","direct migration background","23","","",""
"No","2010","Couple + C. LE and GT 16","indirect migration background","7","","",""
"Yes","2011","1-pers.-HH","no migration background","613","0.723048743272758","0.692965539458716","0.753131947086799"
"Yes","2011","1-pers.-HH","direct migration background","34","0.791397803253365","0.673982140403467","0.908813466103264"
"Yes","2011","1-pers.-HH","indirect migration background","25","","",""
"Yes","2011","(Married) couple without C. ","no migration background","1480","0.743791486719217","0.724606872111813","0.76297610132662"
"Yes","2011","(Married) couple without C. ","direct migration background","82","0.779226940588296","0.70275292646996","0.855700954706632"
"Yes","2011","(Married) couple without C. ","indirect migration background","64","0.81484368815702","0.729191007610442","0.900496368703599"
"Yes","2011","Single parent ","no migration background","661","0.679440446226868","0.649590376119213","0.709290516334522"
"Yes","2011","Single parent ","direct migration background","58","0.732549040442399","0.634943386056609","0.83015469482819"
"Yes","2011","Single parent ","indirect migration background","40","0.786013441603013","0.682241319194222","0.889785564011804"
"Yes","2011","Couple + C. LE 16 ","no migration background","2351","0.775394503522491","0.760661091881959","0.790127915163022"
"Yes","2011","Couple + C. LE 16 ","direct migration background","341","0.76182038472573","0.722507183489879","0.801133585961582"
"Yes","2011","Couple + C. LE 16 ","indirect migration background","174","0.760165321763152","0.703871339702304","0.816459303824001"
"Yes","2011","Couple + C. GT 16 ","no migration background","821","0.728473066489971","0.702779544720613","0.754166588259329"
"Yes","2011","Couple + C. GT 16 ","direct migration background","61","0.742692528384894","0.648646649173351","0.836738407596437"
"Yes","2011","Couple + C. GT 16 ","indirect migration background","37","0.828724266419538","0.721015238060656","0.936433294778419"
"Yes","2011","Couple + C. LE and GT 16","no migration background","455","0.730466862945177","0.695596277300495","0.765337448589858"
"Yes","2011","Couple + C. LE and GT 16","direct migration background","81","0.674147667292449","0.586159802802362","0.762135531782536"
"Yes","2011","Couple + C. LE and GT 16","indirect migration background","25","","",""
"No","2011","1-pers.-HH","no migration background","237","0.276951256727242","0.246868052913201","0.307034460541284"
"No","2011","1-pers.-HH","direct migration background","12","","",""
"No","2011","1-pers.-HH","indirect migration background","15","","",""
"No","2011","(Married) couple without C. ","no migration background","509","0.256208513280783","0.23702389867338","0.275393127888187"
"No","2011","(Married) couple without C. ","direct migration background","31","0.220773059411704","0.144299045293368","0.29724707353004"
"No","2011","(Married) couple without C. ","indirect migration background","15","","",""
"No","2011","Single parent ","no migration background","278","0.320559553773132","0.290709483665478","0.350409623880787"
"No","2011","Single parent ","direct migration background","21","","",""
"No","2011","Single parent ","indirect migration background","20","","",""
"No","2011","Couple + C. LE 16 ","no migration background","731","0.224605496477509","0.209872084836978","0.239338908118041"
"No","2011","Couple + C. LE 16 ","direct migration background","110","0.23817961527427","0.198866414038418","0.277492816510121"
"No","2011","Couple + C. LE 16 ","indirect migration background","47","0.239834678236848","0.183540696175999","0.296128660297696"
"No","2011","Couple + C. GT 16 ","no migration background","330","0.271526933510029","0.245833411740671","0.297220455279387"
"No","2011","Couple + C. GT 16 ","direct migration background","22","","",""
"No","2011","Couple + C. GT 16 ","indirect migration background","10","","",""
"No","2011","Couple + C. LE and GT 16","no migration background","167","0.269533137054823","0.234662551410142","0.304403722699505"
"No","2011","Couple + C. LE and GT 16","direct migration background","28","","",""
"No","2011","Couple + C. LE and GT 16","indirect migration background","11","","",""
"Yes","2012","1-pers.-HH","no migration background","691","0.724967747850037","0.696647466673206","0.753288029026868"
"Yes","2012","1-pers.-HH","direct migration background","46","0.708913875819872","0.598480867509253","0.819346884130492"
"Yes","2012","1-pers.-HH","indirect migration background","41","0.77218754173144","0.659270293298548","0.885104790164333"
"Yes","2012","(Married) couple without C. ","no migration background","1461","0.723696122304037","0.704329462328146","0.743062782279928"
"Yes","2012","(Married) couple without C. ","direct migration background","93","0.706109129501283","0.629265093335779","0.782953165666788"
"Yes","2012","(Married) couple without C. ","indirect migration background","67","0.881405282602873","0.811850092546949","0.950960472658797"
"Yes","2012","Single parent ","no migration background","679","0.684478225105712","0.655019521463157","0.713936928748268"
"Yes","2012","Single parent ","direct migration background","54","0.472314225756661","0.371391872048167","0.573236579465155"
"Yes","2012","Single parent ","indirect migration background","46","0.667328014976749","0.560694124923393","0.773961905030105"
"Yes","2012","Couple + C. LE 16 ","no migration background","2204","0.746562167967854","0.730991724274773","0.762132611660936"
"Yes","2012","Couple + C. LE 16 ","direct migration background","299","0.686245613652872","0.641921328834232","0.730569898471511"
"Yes","2012","Couple + C. LE 16 ","indirect migration background","163","0.730517080513751","0.671887395647673","0.789146765379829"
"Yes","2012","Couple + C. GT 16 ","no migration background","806","0.681468483852137","0.654714761200732","0.708222206503542"
"Yes","2012","Couple + C. GT 16 ","direct migration background","60","0.61744063651756","0.516468833759292","0.718412439275827"
"Yes","2012","Couple + C. GT 16 ","indirect migration background","36","0.756070311400621","0.634580209732978","0.877560413068263"
"Yes","2012","Couple + C. LE and GT 16","no migration background","491","0.765054966423332","0.73275898026975","0.797350952576914"
"Yes","2012","Couple + C. LE and GT 16","direct migration background","78","0.690341607317721","0.607617722682517","0.773065491952924"
"Yes","2012","Couple + C. LE and GT 16","indirect migration background","21","","",""
"No","2012","1-pers.-HH","no migration background","264","0.275032252149963","0.246711970973132","0.303352533326794"
"No","2012","1-pers.-HH","direct migration background","19","","",""
"No","2012","1-pers.-HH","indirect migration background","12","","",""
"No","2012","(Married) couple without C. ","no migration background","587","0.276303877695963","0.256937217720072","0.295670537671854"
"No","2012","(Married) couple without C. ","direct migration background","42","0.293890870498717","0.217046834333212","0.370734906664221"
"No","2012","(Married) couple without C. ","indirect migration background","16","","",""
"No","2012","Single parent ","no migration background","277","0.315521774894288","0.286063071251732","0.344980478536843"
"No","2012","Single parent ","direct migration background","40","0.527685774243339","0.426763420534845","0.628608127951833"
"No","2012","Single parent ","indirect migration background","29","","",""
"No","2012","Couple + C. LE 16 ","no migration background","794","0.253437832032146","0.237867388339064","0.269008275725228"
"No","2012","Couple + C. LE 16 ","direct migration background","122","0.313754386347128","0.269430101528489","0.358078671165767"
"No","2012","Couple + C. LE 16 ","indirect migration background","57","0.269482919486249","0.210853234620171","0.328112604352327"
"No","2012","Couple + C. GT 16 ","no migration background","359","0.318531516147863","0.291777793496458","0.345285238799268"
"No","2012","Couple + C. GT 16 ","direct migration background","29","","",""
"No","2012","Couple + C. GT 16 ","indirect migration background","12","","",""
"No","2012","Couple + C. LE and GT 16","no migration background","171","0.234945033576668","0.202649047423086","0.26724101973025"
"No","2012","Couple + C. LE and GT 16","direct migration background","42","0.309658392682279","0.226934508047076","0.392382277317483"
"No","2012","Couple + C. LE and GT 16","indirect migration background","12","","",""
"Yes","2013","1-pers.-HH","no migration background","661","0.722956467383411","0.693846933691026","0.752066001075796"
"Yes","2013","1-pers.-HH","direct migration background","110","0.75245636726921","0.681470734242579","0.823442000295841"
"Yes","2013","1-pers.-HH","indirect migration background","84","0.822382042413757","0.74857297401031","0.896191110817204"
"Yes","2013","(Married) couple without C. ","no migration background","1389","0.736547058458403","0.716682272599185","0.75641184431762"
"Yes","2013","(Married) couple without C. ","direct migration background","223","0.717334992955328","0.667687013095245","0.766982972815412"
"Yes","2013","(Married) couple without C. ","indirect migration background","90","0.758300982452582","0.681056878569338","0.835545086335825"
"Yes","2013","Single parent ","no migration background","639","0.6750858036728","0.644453916481923","0.705717690863677"
"Yes","2013","Single parent ","direct migration background","86","0.656990614093512","0.57343611633742","0.740545111849604"
"Yes","2013","Single parent ","indirect migration background","58","0.717374936523212","0.618705753191448","0.816044119854976"
"Yes","2013","Couple + C. LE 16 ","no migration background","2046","0.744396902847262","0.728105763526085","0.760688042168439"
"Yes","2013","Couple + C. LE 16 ","direct migration background","564","0.703323140151819","0.671748431152715","0.734897849150923"
"Yes","2013","Couple + C. LE 16 ","indirect migration background","202","0.805048851074854","0.758055027266576","0.852042674883133"
"Yes","2013","Couple + C. GT 16 ","no migration background","704","0.731243814129162","0.7037123847984","0.758775243459924"
"Yes","2013","Couple + C. GT 16 ","direct migration background","159","0.615463228782619","0.555398736033563","0.675527721531675"
"Yes","2013","Couple + C. GT 16 ","indirect migration background","53","0.616502401375485","0.511260211682233","0.721744591068737"
"Yes","2013","Couple + C. LE and GT 16","no migration background","476","0.706843673612164","0.671686295448425","0.742001051775902"
"Yes","2013","Couple + C. LE and GT 16","direct migration background","173","0.722519748821829","0.665753520304256","0.779285977339402"
"Yes","2013","Couple + C. LE and GT 16","indirect migration background","42","0.686518102137609","0.571964158031633","0.801072046243585"
"No","2013","1-pers.-HH","no migration background","247","0.277043532616589","0.247933998924204","0.306153066308974"
"No","2013","1-pers.-HH","direct migration background","32","0.24754363273079","0.176557999704159","0.318529265757421"
"No","2013","1-pers.-HH","indirect migration background","19","","",""
"No","2013","(Married) couple without C. ","no migration background","500","0.263452941541597","0.24358815568238","0.283317727400815"
"No","2013","(Married) couple without C. ","direct migration background","93","0.282665007044672","0.233017027184588","0.332312986904755"
"No","2013","(Married) couple without C. ","indirect migration background","28","","",""
"No","2013","Single parent ","no migration background","259","0.3249141963272","0.294282309136323","0.355546083518077"
"No","2013","Single parent ","direct migration background","38","0.343009385906488","0.259454888150395","0.42656388366258"
"No","2013","Single parent ","indirect migration background","22","","",""
"No","2013","Couple + C. LE 16 ","no migration background","708","0.255603097152738","0.239311957831561","0.271894236473915"
"No","2013","Couple + C. LE 16 ","direct migration background","240","0.296676859848181","0.265102150849077","0.328251568847285"
"No","2013","Couple + C. LE 16 ","indirect migration background","71","0.194951148925146","0.147957325116867","0.241944972733424"
"No","2013","Couple + C. GT 16 ","no migration background","292","0.268756185870838","0.241224756540076","0.296287615201599"
"No","2013","Couple + C. GT 16 ","direct migration background","93","0.384536771217381","0.324472278468325","0.444601263966437"
"No","2013","Couple + C. GT 16 ","indirect migration background","29","","",""
"No","2013","Couple + C. LE and GT 16","no migration background","168","0.293156326387836","0.257998948224098","0.328313704551575"
"No","2013","Couple + C. LE and GT 16","direct migration background","66","0.277480251178171","0.220714022660598","0.334246479695744"
"No","2013","Couple + C. LE and GT 16","indirect migration background","21","","",""
"Yes","2014","1-pers.-HH","no migration background","607","0.717662226307195","0.687401234002604","0.747923218611785"
"Yes","2014","1-pers.-HH","direct migration background","90","0.727824124165419","0.648190678845039","0.807457569485799"
"Yes","2014","1-pers.-HH","indirect migration background","67","0.793679742879624","0.706093731758309","0.881265754000938"
"Yes","2014","(Married) couple without C. ","no migration background","1356","0.729852887663676","0.709949730280097","0.749756045047255"
"Yes","2014","(Married) couple without C. ","direct migration background","193","0.738374503837842","0.685052530198205","0.791696477477478"
"Yes","2014","(Married) couple without C. ","indirect migration background","91","0.81178522647359","0.741848565380819","0.881721887566361"
"Yes","2014","Single parent ","no migration background","544","0.695364997094502","0.662919483120769","0.727810511068235"
"Yes","2014","Single parent ","direct migration background","54","0.595678297725194","0.495396157811571","0.695960437638817"
"Yes","2014","Single parent ","indirect migration background","58","0.744279012082266","0.64927178241424","0.839286241750292"
"Yes","2014","Couple + C. LE 16 ","no migration background","1828","0.766570202311433","0.749792620128544","0.783347784494323"
"Yes","2014","Couple + C. LE 16 ","direct migration background","475","0.745518845661697","0.71246345453943","0.778574236783963"
"Yes","2014","Couple + C. LE 16 ","indirect migration background","185","0.794657133927034","0.74376272077536","0.845551547078707"
"Yes","2014","Couple + C. GT 16 ","no migration background","664","0.700223165840224","0.670965484103078","0.72948084757737"
"Yes","2014","Couple + C. GT 16 ","direct migration background","107","0.645791933576831","0.57368446151866","0.717899405635003"
"Yes","2014","Couple + C. GT 16 ","indirect migration background","38","0.599728896584741","0.482410722174115","0.717047070995368"
"Yes","2014","Couple + C. LE and GT 16","no migration background","478","0.760173712292876","0.727042100218597","0.793305324367155"
"Yes","2014","Couple + C. LE and GT 16","direct migration background","143","0.71573301225247","0.653986860106148","0.777479164398791"
"Yes","2014","Couple + C. LE and GT 16","indirect migration background","41","0.768254601614197","0.657741893269466","0.878767309958929"
"No","2014","1-pers.-HH","no migration background","243","0.282337773692805","0.252076781388215","0.312598765997396"
"No","2014","1-pers.-HH","direct migration background","30","0.272175875834581","0.192542430514201","0.351809321154961"
"No","2014","1-pers.-HH","indirect migration background","15","","",""
"No","2014","(Married) couple without C. ","no migration background","556","0.270147112336324","0.250243954952744","0.290050269719903"
"No","2014","(Married) couple without C. ","direct migration background","68","0.261625496162158","0.208303522522522","0.314947469801795"
"No","2014","(Married) couple without C. ","indirect migration background","29","","",""
"No","2014","Single parent ","no migration background","229","0.304635002905498","0.272189488931765","0.337080516879231"
"No","2014","Single parent ","direct migration background","38","0.404321702274806","0.304039562361183","0.504603842188429"
"No","2014","Single parent ","indirect migration background","23","","",""
"No","2014","Couple + C. LE 16 ","no migration background","614","0.233429797688567","0.216652215505677","0.250207379871456"
"No","2014","Couple + C. LE 16 ","direct migration background","192","0.254481154338303","0.221425763216037","0.28753654546057"
"No","2014","Couple + C. LE 16 ","indirect migration background","57","0.205342866072966","0.154448452921293","0.25623727922464"
"No","2014","Couple + C. GT 16 ","no migration background","278","0.299776834159776","0.27051915242263","0.329034515896922"
"No","2014","Couple + C. GT 16 ","direct migration background","62","0.354208066423169","0.282100594364997","0.42631553848134"
"No","2014","Couple + C. GT 16 ","indirect migration background","29","","",""
"No","2014","Couple + C. LE and GT 16","no migration background","160","0.239826287707124","0.206694675632845","0.272957899781402"
"No","2014","Couple + C. LE and GT 16","direct migration background","62","0.28426698774753","0.222520835601209","0.346013139893852"
"No","2014","Couple + C. LE and GT 16","indirect migration background","15","","",""
"Yes","2015","1-pers.-HH","no migration background","613","0.72305849953152","0.692541712589401","0.753575286473638"
"Yes","2015","1-pers.-HH","direct migration background","145","0.800596808959828","0.743784260641008","0.857409357278648"
"Yes","2015","1-pers.-HH","indirect migration background","56","0.772806871390015","0.675341127863492","0.870272614916538"
"Yes","2015","(Married) couple without C. ","no migration background","1319","0.765886175701971","0.745949880552533","0.78582247085141"
"Yes","2015","(Married) couple without C. ","direct migration background","281","0.77856273662063","0.73648189185553","0.82064358138573"
"Yes","2015","(Married) couple without C. ","indirect migration background","81","0.779917417160891","0.700292578009075","0.859542256312707"
"Yes","2015","Single parent ","no migration background","544","0.762799488854839","0.731400436607052","0.794198541102626"
"Yes","2015","Single parent ","direct migration background","60","0.801864575399415","0.712834998950397","0.890894151848433"
"Yes","2015","Single parent ","indirect migration background","52","0.791874943668171","0.700604159944366","0.883145727391975"
"Yes","2015","Couple + C. LE 16 ","no migration background","1775","0.801492300089748","0.784866135494975","0.81811846468452"
"Yes","2015","Couple + C. LE 16 ","direct migration background","524","0.763226703056004","0.731935798887812","0.794517607224196"
"Yes","2015","Couple + C. LE 16 ","indirect migration background","162","0.751705042108383","0.693686612278328","0.809723471938437"
"Yes","2015","Couple + C. GT 16 ","no migration background","679","0.761082441873367","0.733223365018722","0.788941518728013"
"Yes","2015","Couple + C. GT 16 ","direct migration background","99","0.713127989224172","0.640503550884571","0.785752427563774"
"Yes","2015","Couple + C. GT 16 ","indirect migration background","40","0.756428324206988","0.647818340353363","0.865038308060612"
"Yes","2015","Couple + C. LE and GT 16","no migration background","508","0.800551676234315","0.76959402629994","0.831509326168691"
"Yes","2015","Couple + C. LE and GT 16","direct migration background","130","0.71127847478404","0.645799994048089","0.77675695551999"
"Yes","2015","Couple + C. LE and GT 16","indirect migration background","39","0.732523710566539","0.619576483428958","0.845470937704121"
"No","2015","1-pers.-HH","no migration background","213","0.27694150046848","0.246424713526362","0.307458287410599"
"No","2015","1-pers.-HH","direct migration background","45","0.199403191040172","0.142590642721352","0.256215739358992"
"No","2015","1-pers.-HH","indirect migration background","15","","",""
"No","2015","(Married) couple without C. ","no migration background","414","0.234113824298029","0.21417752914859","0.254050119447467"
"No","2015","(Married) couple without C. ","direct migration background","93","0.22143726337937","0.17935641861427","0.26351810814447"
"No","2015","(Married) couple without C. ","indirect migration background","23","","",""
"No","2015","Single parent ","no migration background","161","0.237200511145161","0.205801458897374","0.268599563392948"
"No","2015","Single parent ","direct migration background","17","","",""
"No","2015","Single parent ","indirect migration background","24","","",""
"No","2015","Couple + C. LE 16 ","no migration background","436","0.198507699910252","0.18188153531548","0.215133864505025"
"No","2015","Couple + C. LE 16 ","direct migration background","185","0.236773296943996","0.205482392775804","0.268064201112188"
"No","2015","Couple + C. LE 16 ","indirect migration background","51","0.248294957891617","0.190276528061563","0.306313387721672"
"No","2015","Couple + C. GT 16 ","no migration background","221","0.238917558126633","0.211058481271987","0.266776634981278"
"No","2015","Couple + C. GT 16 ","direct migration background","50","0.286872010775828","0.214247572436226","0.359496449115429"
"No","2015","Couple + C. GT 16 ","indirect migration background","20","","",""
"No","2015","Couple + C. LE and GT 16","no migration background","132","0.199448323765685","0.168490673831309","0.23040597370006"
"No","2015","Couple + C. LE and GT 16","direct migration background","54","0.28872152521596","0.22324304448001","0.354200005951911"
"No","2015","Couple + C. LE and GT 16","indirect migration background","20","","",""
"Yes","2016","1-pers.-HH","no migration background","600","0.756992879936079","0.726893594443942","0.787092165428216"
"Yes","2016","1-pers.-HH","direct migration background","109","0.707009374237194","0.633683595826128","0.78033515264826"
"Yes","2016","1-pers.-HH","indirect migration background","57","0.733150194997156","0.632373026199844","0.833927363794468"
"Yes","2016","(Married) couple without C. ","no migration background","1341","0.769617555390049","0.749956477987198","0.7892786327929"
"Yes","2016","(Married) couple without C. ","direct migration background","241","0.754540422836306","0.706939594154303","0.802141251518309"
"Yes","2016","(Married) couple without C. ","indirect migration background","76","0.787255214951051","0.706639867822969","0.867870562079133"
"Yes","2016","Single parent ","no migration background","505","0.705591491069627","0.671633116836745","0.73954986530251"
"Yes","2016","Single parent ","direct migration background","69","0.690440177296043","0.597960182459486","0.7829201721326"
"Yes","2016","Single parent ","indirect migration background","53","0.829329485395228","0.741818672355552","0.916840298434903"
"Yes","2016","Couple + C. LE 16 ","no migration background","1603","0.772852581527218","0.754679756051683","0.791025407002753"
"Yes","2016","Couple + C. LE 16 ","direct migration background","448","0.758877204578231","0.72481939855151","0.792935010604951"
"Yes","2016","Couple + C. LE 16 ","indirect migration background","172","0.794263578365961","0.739976533131123","0.8485506236008"
"Yes","2016","Couple + C. GT 16 ","no migration background","665","0.768478673846406","0.740751307460766","0.796206040232046"
"Yes","2016","Couple + C. GT 16 ","direct migration background","114","0.794357946581586","0.729461779821078","0.859254113342093"
"Yes","2016","Couple + C. GT 16 ","indirect migration background","37","0.674909323991783","0.552227832194511","0.797590815789054"
"Yes","2016","Couple + C. LE and GT 16","no migration background","513","0.795373081537547","0.764406653001675","0.82633951007342"
"Yes","2016","Couple + C. LE and GT 16","direct migration background","113","0.744240329200453","0.677263139503907","0.811217518896999"
"Yes","2016","Couple + C. LE and GT 16","indirect migration background","38","0.830313782628384","0.733713476660283","0.926914088596486"
"No","2016","1-pers.-HH","no migration background","180","0.243007120063921","0.212907834571784","0.273106405556058"
"No","2016","1-pers.-HH","direct migration background","39","0.292990625762806","0.21966484735174","0.366316404173871"
"No","2016","1-pers.-HH","indirect migration background","17","","",""
"No","2016","(Married) couple without C. ","no migration background","421","0.230382444609951","0.2107213672071","0.250043522012802"
"No","2016","(Married) couple without C. ","direct migration background","73","0.245459577163694","0.197858748481691","0.293060405845697"
"No","2016","(Married) couple without C. ","indirect migration background","23","","",""
"No","2016","Single parent ","no migration background","187","0.294408508930373","0.26045013469749","0.328366883163255"
"No","2016","Single parent ","direct migration background","27","","",""
"No","2016","Single parent ","indirect migration background","18","","",""
"No","2016","Couple + C. LE 16 ","no migration background","439","0.227147418472782","0.208974592997247","0.245320243948317"
"No","2016","Couple + C. LE 16 ","direct migration background","158","0.241122795421769","0.207064989395049","0.27518060144849"
"No","2016","Couple + C. LE 16 ","indirect migration background","41","0.205736421634039","0.1514493763992","0.260023466868877"
"No","2016","Couple + C. GT 16 ","no migration background","224","0.231521326153594","0.203793959767954","0.259248692539234"
"No","2016","Couple + C. GT 16 ","direct migration background","35","0.205642053418414","0.140745886657907","0.270538220178922"
"No","2016","Couple + C. GT 16 ","indirect migration background","19","","",""
"No","2016","Couple + C. LE and GT 16","no migration background","139","0.204626918462453","0.17366048992658","0.235593346998325"
"No","2016","Couple + C. LE and GT 16","direct migration background","50","0.255759670799547","0.188782481103001","0.322736860496093"
"No","2016","Couple + C. LE and GT 16","indirect migration background","20","","",""
"Yes","2017","1-pers.-HH","no migration background","737","0.765221944357597","0.738492988944826","0.791950899770368"
"Yes","2017","1-pers.-HH","direct migration background","143","0.76025854482608","0.698904409138376","0.821612680513784"
