"plb0196_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"No","1987","Single parent ","no migration background","","","",""
"No","1987","Single parent ","direct migration background","","","",""
"No","1987","Single parent ","indirect migration background","","","",""
"No","1987","Couple + C. LE 16 ","no migration background","","","",""
"No","1987","Couple + C. LE 16 ","direct migration background","","","",""
"No","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"No","1987","Couple + C. GT 16 ","no migration background","","","",""
"No","1987","Couple + C. GT 16 ","direct migration background","","","",""
"No","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"No","1987","Couple + C. LE and GT 16","no migration background","","","",""
"No","1987","Couple + C. LE and GT 16","direct migration background","","","",""
"No","1987","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","1988","1-pers.-HH","no migration background","","","",""
"Yes","1988","1-pers.-HH","direct migration background","","","",""
"Yes","1988","1-pers.-HH","indirect migration background","","","",""
"Yes","1988","(Married) couple without C. ","no migration background","","","",""
"Yes","1988","(Married) couple without C. ","direct migration background","","","",""
"Yes","1988","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1988","Single parent ","no migration background","","","",""
"Yes","1988","Single parent ","direct migration background","","","",""
"Yes","1988","Single parent ","indirect migration background","","","",""
"Yes","1988","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1988","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1988","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1988","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1988","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1988","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1988","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1988","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1988","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1988","1-pers.-HH","no migration background","244","1","1","1"
"No","1988","1-pers.-HH","direct migration background","81","1","1","1"
"No","1988","1-pers.-HH","indirect migration background","5","","",""
"No","1988","(Married) couple without C. ","no migration background","601","1","1","1"
"No","1988","(Married) couple without C. ","direct migration background","189","1","1","1"
"No","1988","(Married) couple without C. ","indirect migration background","3","","",""
"No","1988","Single parent ","no migration background","158","1","1","1"
"No","1988","Single parent ","direct migration background","51","1","1","1"
"No","1988","Single parent ","indirect migration background","5","","",""
"No","1988","Couple + C. LE 16 ","no migration background","594","1","1","1"
"No","1988","Couple + C. LE 16 ","direct migration background","374","1","1","1"
"No","1988","Couple + C. LE 16 ","indirect migration background","11","","",""
"No","1988","Couple + C. GT 16 ","no migration background","685","1","1","1"
"No","1988","Couple + C. GT 16 ","direct migration background","236","1","1","1"
"No","1988","Couple + C. GT 16 ","indirect migration background","39","1","1","1"
"No","1988","Couple + C. LE and GT 16","no migration background","236","1","1","1"
"No","1988","Couple + C. LE and GT 16","direct migration background","248","1","1","1"
"No","1988","Couple + C. LE and GT 16","indirect migration background","22","","",""
"Yes","1989","1-pers.-HH","no migration background","","","",""
"Yes","1989","1-pers.-HH","direct migration background","","","",""
"Yes","1989","1-pers.-HH","indirect migration background","","","",""
"Yes","1989","(Married) couple without C. ","no migration background","","","",""
"Yes","1989","(Married) couple without C. ","direct migration background","","","",""
"Yes","1989","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1989","Single parent ","no migration background","","","",""
"Yes","1989","Single parent ","direct migration background","","","",""
"Yes","1989","Single parent ","indirect migration background","","","",""
"Yes","1989","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1989","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1989","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1989","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1989","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1989","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1989","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1989","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1989","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1989","1-pers.-HH","no migration background","227","1","1","1"
"No","1989","1-pers.-HH","direct migration background","88","1","1","1"
"No","1989","1-pers.-HH","indirect migration background","3","","",""
"No","1989","(Married) couple without C. ","no migration background","606","1","1","1"
"No","1989","(Married) couple without C. ","direct migration background","182","1","1","1"
"No","1989","(Married) couple without C. ","indirect migration background","8","","",""
"No","1989","Single parent ","no migration background","156","1","1","1"
"No","1989","Single parent ","direct migration background","49","1","1","1"
"No","1989","Single parent ","indirect migration background","7","","",""
"No","1989","Couple + C. LE 16 ","no migration background","577","1","1","1"
"No","1989","Couple + C. LE 16 ","direct migration background","364","1","1","1"
"No","1989","Couple + C. LE 16 ","indirect migration background","11","","",""
"No","1989","Couple + C. GT 16 ","no migration background","649","1","1","1"
"No","1989","Couple + C. GT 16 ","direct migration background","202","1","1","1"
"No","1989","Couple + C. GT 16 ","indirect migration background","37","1","1","1"
"No","1989","Couple + C. LE and GT 16","no migration background","205","1","1","1"
"No","1989","Couple + C. LE and GT 16","direct migration background","232","1","1","1"
"No","1989","Couple + C. LE and GT 16","indirect migration background","24","","",""
"Yes","1990","1-pers.-HH","no migration background","","","",""
"Yes","1990","1-pers.-HH","direct migration background","","","",""
"Yes","1990","1-pers.-HH","indirect migration background","","","",""
"Yes","1990","(Married) couple without C. ","no migration background","","","",""
"Yes","1990","(Married) couple without C. ","direct migration background","","","",""
"Yes","1990","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1990","Single parent ","no migration background","","","",""
"Yes","1990","Single parent ","direct migration background","","","",""
"Yes","1990","Single parent ","indirect migration background","","","",""
"Yes","1990","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1990","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1990","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1990","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1990","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1990","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1990","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1990","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1990","1-pers.-HH","no migration background","219","1","1","1"
"No","1990","1-pers.-HH","direct migration background","75","1","1","1"
"No","1990","1-pers.-HH","indirect migration background","6","","",""
"No","1990","(Married) couple without C. ","no migration background","578","1","1","1"
"No","1990","(Married) couple without C. ","direct migration background","198","1","1","1"
"No","1990","(Married) couple without C. ","indirect migration background","9","","",""
"No","1990","Single parent ","no migration background","148","1","1","1"
"No","1990","Single parent ","direct migration background","44","1","1","1"
"No","1990","Single parent ","indirect migration background","7","","",""
"No","1990","Couple + C. LE 16 ","no migration background","600","1","1","1"
"No","1990","Couple + C. LE 16 ","direct migration background","334","1","1","1"
"No","1990","Couple + C. LE 16 ","indirect migration background","8","","",""
"No","1990","Couple + C. GT 16 ","no migration background","564","1","1","1"
"No","1990","Couple + C. GT 16 ","direct migration background","221","1","1","1"
"No","1990","Couple + C. GT 16 ","indirect migration background","52","1","1","1"
"No","1990","Couple + C. LE and GT 16","no migration background","163","1","1","1"
"No","1990","Couple + C. LE and GT 16","direct migration background","206","1","1","1"
"No","1990","Couple + C. LE and GT 16","indirect migration background","31","1","1","1"
"Yes","1991","1-pers.-HH","no migration background","","","",""
"Yes","1991","1-pers.-HH","direct migration background","","","",""
"Yes","1991","1-pers.-HH","indirect migration background","","","",""
"Yes","1991","(Married) couple without C. ","no migration background","","","",""
"Yes","1991","(Married) couple without C. ","direct migration background","","","",""
"Yes","1991","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1991","Single parent ","no migration background","","","",""
"Yes","1991","Single parent ","direct migration background","","","",""
"Yes","1991","Single parent ","indirect migration background","","","",""
"Yes","1991","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1991","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1991","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1991","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1991","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1991","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1991","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1991","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1991","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1991","1-pers.-HH","no migration background","286","1","1","1"
"No","1991","1-pers.-HH","direct migration background","66","1","1","1"
"No","1991","1-pers.-HH","indirect migration background","8","","",""
"No","1991","(Married) couple without C. ","no migration background","880","1","1","1"
"No","1991","(Married) couple without C. ","direct migration background","218","1","1","1"
"No","1991","(Married) couple without C. ","indirect migration background","14","","",""
"No","1991","Single parent ","no migration background","241","1","1","1"
"No","1991","Single parent ","direct migration background","48","1","1","1"
"No","1991","Single parent ","indirect migration background","11","","",""
"No","1991","Couple + C. LE 16 ","no migration background","1328","1","1","1"
"No","1991","Couple + C. LE 16 ","direct migration background","341","1","1","1"
"No","1991","Couple + C. LE 16 ","indirect migration background","11","","",""
"No","1991","Couple + C. GT 16 ","no migration background","929","1","1","1"
"No","1991","Couple + C. GT 16 ","direct migration background","232","1","1","1"
"No","1991","Couple + C. GT 16 ","indirect migration background","61","1","1","1"
"No","1991","Couple + C. LE and GT 16","no migration background","357","1","1","1"
"No","1991","Couple + C. LE and GT 16","direct migration background","213","1","1","1"
"No","1991","Couple + C. LE and GT 16","indirect migration background","38","1","1","1"
"Yes","1992","1-pers.-HH","no migration background","","","",""
"Yes","1992","1-pers.-HH","direct migration background","","","",""
"Yes","1992","1-pers.-HH","indirect migration background","","","",""
"Yes","1992","(Married) couple without C. ","no migration background","","","",""
"Yes","1992","(Married) couple without C. ","direct migration background","","","",""
"Yes","1992","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1992","Single parent ","no migration background","","","",""
"Yes","1992","Single parent ","direct migration background","","","",""
"Yes","1992","Single parent ","indirect migration background","","","",""
"Yes","1992","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1992","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1992","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1992","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1992","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1992","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1992","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1992","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1992","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1992","1-pers.-HH","no migration background","255","1","1","1"
"No","1992","1-pers.-HH","direct migration background","61","1","1","1"
"No","1992","1-pers.-HH","indirect migration background","9","","",""
"No","1992","(Married) couple without C. ","no migration background","792","1","1","1"
"No","1992","(Married) couple without C. ","direct migration background","200","1","1","1"
"No","1992","(Married) couple without C. ","indirect migration background","13","","",""
"No","1992","Single parent ","no migration background","196","1","1","1"
"No","1992","Single parent ","direct migration background","55","1","1","1"
"No","1992","Single parent ","indirect migration background","12","","",""
"No","1992","Couple + C. LE 16 ","no migration background","1112","1","1","1"
"No","1992","Couple + C. LE 16 ","direct migration background","318","1","1","1"
"No","1992","Couple + C. LE 16 ","indirect migration background","20","","",""
"No","1992","Couple + C. GT 16 ","no migration background","829","1","1","1"
"No","1992","Couple + C. GT 16 ","direct migration background","249","1","1","1"
"No","1992","Couple + C. GT 16 ","indirect migration background","69","1","1","1"
"No","1992","Couple + C. LE and GT 16","no migration background","292","1","1","1"
"No","1992","Couple + C. LE and GT 16","direct migration background","204","1","1","1"
"No","1992","Couple + C. LE and GT 16","indirect migration background","35","1","1","1"
"Yes","1993","1-pers.-HH","no migration background","","","",""
"Yes","1993","1-pers.-HH","direct migration background","","","",""
"Yes","1993","1-pers.-HH","indirect migration background","","","",""
"Yes","1993","(Married) couple without C. ","no migration background","","","",""
"Yes","1993","(Married) couple without C. ","direct migration background","","","",""
"Yes","1993","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1993","Single parent ","no migration background","","","",""
"Yes","1993","Single parent ","direct migration background","","","",""
"Yes","1993","Single parent ","indirect migration background","","","",""
"Yes","1993","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1993","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1993","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1993","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1993","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1993","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1993","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1993","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1993","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1993","1-pers.-HH","no migration background","312","1","1","1"
"No","1993","1-pers.-HH","direct migration background","66","1","1","1"
"No","1993","1-pers.-HH","indirect migration background","13","","",""
"No","1993","(Married) couple without C. ","no migration background","793","1","1","1"
"No","1993","(Married) couple without C. ","direct migration background","203","1","1","1"
"No","1993","(Married) couple without C. ","indirect migration background","20","","",""
"No","1993","Single parent ","no migration background","188","1","1","1"
"No","1993","Single parent ","direct migration background","48","1","1","1"
"No","1993","Single parent ","indirect migration background","12","","",""
"No","1993","Couple + C. LE 16 ","no migration background","1053","1","1","1"
"No","1993","Couple + C. LE 16 ","direct migration background","293","1","1","1"
"No","1993","Couple + C. LE 16 ","indirect migration background","18","","",""
"No","1993","Couple + C. GT 16 ","no migration background","751","1","1","1"
"No","1993","Couple + C. GT 16 ","direct migration background","233","1","1","1"
"No","1993","Couple + C. GT 16 ","indirect migration background","81","1","1","1"
"No","1993","Couple + C. LE and GT 16","no migration background","308","1","1","1"
"No","1993","Couple + C. LE and GT 16","direct migration background","204","1","1","1"
"No","1993","Couple + C. LE and GT 16","indirect migration background","43","1","1","1"
"Yes","1994","1-pers.-HH","no migration background","","","",""
"Yes","1994","1-pers.-HH","direct migration background","","","",""
"Yes","1994","1-pers.-HH","indirect migration background","","","",""
"Yes","1994","(Married) couple without C. ","no migration background","","","",""
"Yes","1994","(Married) couple without C. ","direct migration background","","","",""
"Yes","1994","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1994","Single parent ","no migration background","","","",""
"Yes","1994","Single parent ","direct migration background","","","",""
"Yes","1994","Single parent ","indirect migration background","","","",""
"Yes","1994","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1994","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1994","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1994","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1994","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1994","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1994","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1994","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1994","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1994","1-pers.-HH","no migration background","265","1","1","1"
"No","1994","1-pers.-HH","direct migration background","56","1","1","1"
"No","1994","1-pers.-HH","indirect migration background","17","","",""
"No","1994","(Married) couple without C. ","no migration background","773","1","1","1"
"No","1994","(Married) couple without C. ","direct migration background","195","1","1","1"
"No","1994","(Married) couple without C. ","indirect migration background","29","","",""
"No","1994","Single parent ","no migration background","162","1","1","1"
"No","1994","Single parent ","direct migration background","43","1","1","1"
"No","1994","Single parent ","indirect migration background","13","","",""
"No","1994","Couple + C. LE 16 ","no migration background","1002","1","1","1"
"No","1994","Couple + C. LE 16 ","direct migration background","258","1","1","1"
"No","1994","Couple + C. LE 16 ","indirect migration background","17","","",""
"No","1994","Couple + C. GT 16 ","no migration background","696","1","1","1"
"No","1994","Couple + C. GT 16 ","direct migration background","216","1","1","1"
"No","1994","Couple + C. GT 16 ","indirect migration background","66","1","1","1"
"No","1994","Couple + C. LE and GT 16","no migration background","305","1","1","1"
"No","1994","Couple + C. LE and GT 16","direct migration background","156","1","1","1"
"No","1994","Couple + C. LE and GT 16","indirect migration background","54","1","1","1"
"Yes","1995","1-pers.-HH","no migration background","","","",""
"Yes","1995","1-pers.-HH","direct migration background","","","",""
"Yes","1995","1-pers.-HH","indirect migration background","","","",""
"Yes","1995","(Married) couple without C. ","no migration background","","","",""
"Yes","1995","(Married) couple without C. ","direct migration background","","","",""
"Yes","1995","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1995","Single parent ","no migration background","","","",""
"Yes","1995","Single parent ","direct migration background","","","",""
"Yes","1995","Single parent ","indirect migration background","","","",""
"Yes","1995","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1995","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1995","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1995","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1995","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1995","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1995","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1995","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1995","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1995","1-pers.-HH","no migration background","281","1","1","1"
"No","1995","1-pers.-HH","direct migration background","61","1","1","1"
"No","1995","1-pers.-HH","indirect migration background","16","","",""
"No","1995","(Married) couple without C. ","no migration background","779","1","1","1"
"No","1995","(Married) couple without C. ","direct migration background","192","1","1","1"
"No","1995","(Married) couple without C. ","indirect migration background","22","","",""
"No","1995","Single parent ","no migration background","177","1","1","1"
"No","1995","Single parent ","direct migration background","41","1","1","1"
"No","1995","Single parent ","indirect migration background","12","","",""
"No","1995","Couple + C. LE 16 ","no migration background","940","1","1","1"
"No","1995","Couple + C. LE 16 ","direct migration background","296","1","1","1"
"No","1995","Couple + C. LE 16 ","indirect migration background","20","","",""
"No","1995","Couple + C. GT 16 ","no migration background","668","1","1","1"
"No","1995","Couple + C. GT 16 ","direct migration background","250","1","1","1"
"No","1995","Couple + C. GT 16 ","indirect migration background","71","1","1","1"
"No","1995","Couple + C. LE and GT 16","no migration background","302","1","1","1"
"No","1995","Couple + C. LE and GT 16","direct migration background","160","1","1","1"
"No","1995","Couple + C. LE and GT 16","indirect migration background","49","1","1","1"
"Yes","1996","1-pers.-HH","no migration background","","","",""
"Yes","1996","1-pers.-HH","direct migration background","","","",""
"Yes","1996","1-pers.-HH","indirect migration background","","","",""
"Yes","1996","(Married) couple without C. ","no migration background","","","",""
"Yes","1996","(Married) couple without C. ","direct migration background","","","",""
"Yes","1996","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1996","Single parent ","no migration background","","","",""
"Yes","1996","Single parent ","direct migration background","","","",""
"Yes","1996","Single parent ","indirect migration background","","","",""
"Yes","1996","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1996","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1996","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1996","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1996","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1996","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1996","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1996","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1996","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1996","1-pers.-HH","no migration background","293","1","1","1"
"No","1996","1-pers.-HH","direct migration background","53","1","1","1"
"No","1996","1-pers.-HH","indirect migration background","16","","",""
"No","1996","(Married) couple without C. ","no migration background","773","1","1","1"
"No","1996","(Married) couple without C. ","direct migration background","184","1","1","1"
"No","1996","(Married) couple without C. ","indirect migration background","32","1","1","1"
"No","1996","Single parent ","no migration background","178","1","1","1"
"No","1996","Single parent ","direct migration background","52","1","1","1"
"No","1996","Single parent ","indirect migration background","12","","",""
"No","1996","Couple + C. LE 16 ","no migration background","883","1","1","1"
"No","1996","Couple + C. LE 16 ","direct migration background","295","1","1","1"
"No","1996","Couple + C. LE 16 ","indirect migration background","19","","",""
"No","1996","Couple + C. GT 16 ","no migration background","638","1","1","1"
"No","1996","Couple + C. GT 16 ","direct migration background","194","1","1","1"
"No","1996","Couple + C. GT 16 ","indirect migration background","77","1","1","1"
"No","1996","Couple + C. LE and GT 16","no migration background","334","1","1","1"
"No","1996","Couple + C. LE and GT 16","direct migration background","147","1","1","1"
"No","1996","Couple + C. LE and GT 16","indirect migration background","39","1","1","1"
"Yes","1997","1-pers.-HH","no migration background","","","",""
"Yes","1997","1-pers.-HH","direct migration background","","","",""
"Yes","1997","1-pers.-HH","indirect migration background","","","",""
"Yes","1997","(Married) couple without C. ","no migration background","","","",""
"Yes","1997","(Married) couple without C. ","direct migration background","","","",""
"Yes","1997","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1997","Single parent ","no migration background","","","",""
"Yes","1997","Single parent ","direct migration background","","","",""
"Yes","1997","Single parent ","indirect migration background","","","",""
"Yes","1997","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1997","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1997","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1997","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1997","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1997","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1997","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1997","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1997","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1997","1-pers.-HH","no migration background","99","1","1","1"
"No","1997","1-pers.-HH","direct migration background","14","","",""
"No","1997","1-pers.-HH","indirect migration background","8","","",""
"No","1997","(Married) couple without C. ","no migration background","280","1","1","1"
"No","1997","(Married) couple without C. ","direct migration background","46","1","1","1"
"No","1997","(Married) couple without C. ","indirect migration background","10","","",""
"No","1997","Single parent ","no migration background","39","1","1","1"
"No","1997","Single parent ","direct migration background","18","","",""
"No","1997","Single parent ","indirect migration background","3","","",""
"No","1997","Couple + C. LE 16 ","no migration background","318","1","1","1"
"No","1997","Couple + C. LE 16 ","direct migration background","68","1","1","1"
"No","1997","Couple + C. LE 16 ","indirect migration background","14","","",""
"No","1997","Couple + C. GT 16 ","no migration background","222","1","1","1"
"No","1997","Couple + C. GT 16 ","direct migration background","37","1","1","1"
"No","1997","Couple + C. GT 16 ","indirect migration background","19","","",""
"No","1997","Couple + C. LE and GT 16","no migration background","111","1","1","1"
"No","1997","Couple + C. LE and GT 16","direct migration background","37","1","1","1"
"No","1997","Couple + C. LE and GT 16","indirect migration background","9","","",""
"Yes","1998","1-pers.-HH","no migration background","","","",""
"Yes","1998","1-pers.-HH","direct migration background","","","",""
"Yes","1998","1-pers.-HH","indirect migration background","","","",""
"Yes","1998","(Married) couple without C. ","no migration background","","","",""
"Yes","1998","(Married) couple without C. ","direct migration background","","","",""
"Yes","1998","(Married) couple without C. ","indirect migration background","","","",""
"Yes","1998","Single parent ","no migration background","","","",""
"Yes","1998","Single parent ","direct migration background","","","",""
"Yes","1998","Single parent ","indirect migration background","","","",""
"Yes","1998","Couple + C. LE 16 ","no migration background","","","",""
"Yes","1998","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","1998","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1998","Couple + C. GT 16 ","no migration background","","","",""
"Yes","1998","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","1998","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","1998","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","1998","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","1998","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","1998","1-pers.-HH","no migration background","116","1","1","1"
"No","1998","1-pers.-HH","direct migration background","23","","",""
"No","1998","1-pers.-HH","indirect migration background","8","","",""
"No","1998","(Married) couple without C. ","no migration background","315","1","1","1"
"No","1998","(Married) couple without C. ","direct migration background","37","1","1","1"
"No","1998","(Married) couple without C. ","indirect migration background","7","","",""
"No","1998","Single parent ","no migration background","59","1","1","1"
