"plb0196_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2008","Saxony-Anhalt","Couple + C. LE and GT 16","7","","","","2"
"No","2008","Thuringia","1-pers.-HH","12","","","","2"
"No","2008","Thuringia","(Married) couple without C. ","29","","","","2"
"No","2008","Thuringia","Single parent ","5","","","","2"
"No","2008","Thuringia","Couple + C. LE 16 ","15","","","","2"
"No","2008","Thuringia","Couple + C. GT 16 ","22","","","","2"
"No","2008","Thuringia","Couple + C. LE and GT 16","5","","","","2"
"Yes","2008","Hamburg","Couple + C. LE and GT 16","6","","","","1"
"Yes","2008","Lower Saxony","1-pers.-HH","47","0.678850607295024","0.567048150340859","0.790653064249189","1"
"Yes","2008","Schleswig-Holstein","1-pers.-HH","18","","","","1"
"Yes","2008","Schleswig-Holstein","(Married) couple without C. ","39","0.715334362674572","0.593846687057193","0.836822038291951","1"
"Yes","2008","Schleswig-Holstein","Single parent ","7","","","","1"
"Yes","2008","Schleswig-Holstein","Couple + C. LE 16 ","29","","","","1"
"Yes","2008","Schleswig-Holstein","Couple + C. GT 16 ","23","","","","1"
"Yes","2008","Schleswig-Holstein","Couple + C. LE and GT 16","6","","","","1"
"Yes","2008","Hamburg","1-pers.-HH","24","","","","1"
"Yes","2008","Hamburg","(Married) couple without C. ","21","","","","1"
"Yes","2008","Hamburg","Single parent ","3","","","","1"
"Yes","2008","Hamburg","Couple + C. LE 16 ","11","","","","1"
"Yes","2008","Hamburg","Couple + C. GT 16 ","4","","","","1"
"Yes","2008","Lower Saxony","(Married) couple without C. ","119","0.654002391591839","0.581419822597419","0.726584960586258","1"
"Yes","2008","Lower Saxony","Single parent ","21","","","","1"
"Yes","2008","Lower Saxony","Couple + C. LE 16 ","123","0.73367811294676","0.665818637187989","0.801537588705531","1"
"Yes","2008","Lower Saxony","Couple + C. GT 16 ","71","0.722711108442118","0.634529281019145","0.810892935865092","1"
"Yes","2008","Lower Saxony","Couple + C. LE and GT 16","25","","","","1"
"Yes","2008","Bremen","1-pers.-HH","7","","","","1"
"Yes","2008","Bremen","(Married) couple without C. ","17","","","","1"
"Yes","2008","Bremen","Single parent ","3","","","","1"
"Yes","2008","Bremen","Couple + C. LE 16 ","6","","","","1"
"Yes","2008","Bremen","Couple + C. GT 16 ","3","","","","1"
"Yes","2008","Bremen","Couple + C. LE and GT 16","1","","","","1"
"Yes","2008","North Rhine-Westphalia","1-pers.-HH","108","0.709493199699917","0.635083021878967","0.783903377520867","1"
"Yes","2008","North Rhine-Westphalia","(Married) couple without C. ","308","0.759173922802213","0.717375734207202","0.800972111397224","1"
"Yes","2008","North Rhine-Westphalia","Single parent ","50","0.667557947058807","0.557980449123258","0.777135444994355","1"
"Yes","2008","North Rhine-Westphalia","Couple + C. LE 16 ","237","0.743961160790429","0.695532902449521","0.792389419131337","1"
"Yes","2008","North Rhine-Westphalia","Couple + C. GT 16 ","186","0.694142400863226","0.637699148228509","0.750585653497943","1"
"Yes","2008","North Rhine-Westphalia","Couple + C. LE and GT 16","67","0.801292939162784","0.718854617030051","0.883731261295516","1"
"Yes","2008","Hesse","1-pers.-HH","35","0.667364085660036","0.535442447525087","0.799285723794986","1"
"Yes","2008","Hesse","(Married) couple without C. ","124","0.773008431912584","0.709854307718895","0.836162556106273","1"
"Yes","2008","Hesse","Single parent ","21","","","","1"
"Yes","2008","Hesse","Couple + C. LE 16 ","104","0.763475357660278","0.692317393115224","0.834633322205331","1"
"Yes","2008","Hesse","Couple + C. GT 16 ","62","0.74209556835898","0.647978505343419","0.83621263137454","1"
"Yes","2008","Hesse","Couple + C. LE and GT 16","15","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","1-pers.-HH","36","0.633204771762705","0.50583960330559","0.76056994021982","1"
"Yes","2008","Rhineland-Palatinate,Saarland","(Married) couple without C. ","51","0.466088991160732","0.360039768707224","0.57213821361424","1"
"Yes","2008","Brandenburg","(Married) couple without C. ","56","0.705190473881913","0.604645927242233","0.805735020521594","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Single parent ","16","","","","1"
"Yes","2008","Berlin","(Married) couple without C. ","68","0.793473724088261","0.710300923236939","0.876646524939583","1"
"Yes","2008","Berlin","Single parent ","13","","","","1"
"Yes","2008","Berlin","Couple + C. GT 16 ","31","0.604585076315152","0.453063899420985","0.756106253209319","1"
"Yes","2008","Berlin","Couple + C. LE and GT 16","6","","","","1"
"Yes","2008","Brandenburg","1-pers.-HH","23","","","","1"
"Yes","2008","Brandenburg","Single parent ","11","","","","1"
"Yes","2008","Brandenburg","Couple + C. LE 16 ","41","0.710443653884905","0.590577075158472","0.830310232611339","1"
"Yes","2008","Brandenburg","Couple + C. GT 16 ","41","0.548460570577045","0.422541064546323","0.674380076607767","1"
"Yes","2008","Brandenburg","Couple + C. LE and GT 16","10","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","1-pers.-HH","11","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","(Married) couple without C. ","35","0.574485872719752","0.441377055430846","0.707594690008659","1"
"Yes","2008","Bavaria","(Married) couple without C. ","210","0.757221478414373","0.706820114817124","0.807622842011622","1"
"Yes","2008","Bavaria","Single parent ","54","0.936447522865607","0.876679888283709","0.996215157447505","1"
"Yes","2008","Bavaria","Couple + C. GT 16 ","111","0.734074107307959","0.666037781926427","0.80211043268949","1"
"Yes","2008","Bavaria","Couple + C. LE and GT 16","73","0.664579230839114","0.57157582534558","0.757582636332648","1"
"Yes","2008","Berlin","1-pers.-HH","29","","","","1"
"Yes","2008","Berlin","Couple + C. LE 16 ","40","0.820371914229119","0.712888225201939","0.9278556032563","1"
"Yes","2008","Mecklenburg-Western Pomerania","Single parent ","4","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","18","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","21","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","","","1"
"Yes","2008","Saxony","1-pers.-HH","49","0.841534455419564","0.754738995351515","0.928329915487612","1"
"Yes","2008","Saxony","(Married) couple without C. ","120","0.642312369463952","0.569832307853178","0.714792431074726","1"
"Yes","2008","Baden-Württemberg","(Married) couple without C. ","165","0.762469622616806","0.707470593224769","0.817468652008843","1"
"Yes","2008","Baden-Württemberg","Single parent ","29","","","","1"
"Yes","2008","Baden-Württemberg","Couple + C. GT 16 ","148","0.778852186913483","0.719209051608264","0.838495322218701","1"
"Yes","2008","Baden-Württemberg","Couple + C. LE and GT 16","50","0.746011431450481","0.640190583042004","0.851832279858958","1"
"Yes","2008","Bavaria","1-pers.-HH","118","0.77548511779608","0.710830819805143","0.840139415787017","1"
"Yes","2008","Bavaria","Couple + C. LE 16 ","198","0.685624430548624","0.631049495225015","0.740199365872234","1"
"Yes","2008","Saxony","Single parent ","15","","","","1"
"Yes","2008","Saxony","Couple + C. LE 16 ","84","0.721950867609392","0.641111728324096","0.802790006894689","1"
"Yes","2008","Saxony","Couple + C. GT 16 ","83","0.578205540785774","0.491976336553","0.664434745018548","1"
"Yes","2008","Saxony","Couple + C. LE and GT 16","36","0.721465344977893","0.590490108787423","0.852440581168364","1"
"Yes","2008","Saxony-Anhalt","1-pers.-HH","21","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","67","0.808184895137858","0.722965601277668","0.893404188998048","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","49","0.48866883666375","0.382402164335307","0.594935508992194","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","19","","","","1"
"Yes","2008","Baden-Württemberg","1-pers.-HH","111","0.821267314890146","0.75540747444086","0.887127155339433","1"
"Yes","2008","Baden-Württemberg","Couple + C. LE 16 ","161","0.731535095713676","0.672160242722907","0.790909948704444","1"
"Yes","2008","Saxony-Anhalt","(Married) couple without C. ","75","0.826129195784489","0.749917152556117","0.902341239012862","1"
"Yes","2008","Saxony-Anhalt","Single parent ","10","","","","1"
"Yes","2008","Saxony-Anhalt","Couple + C. LE 16 ","46","0.739955781458468","0.629875467695341","0.850036095221595","1"
"Yes","2008","Saxony-Anhalt","Couple + C. GT 16 ","66","0.619967454758522","0.526679351635008","0.713255557882037","1"
"Yes","2008","Saxony-Anhalt","Couple + C. LE and GT 16","10","","","","1"
"Yes","2008","Thuringia","1-pers.-HH","18","","","","1"
"Yes","2008","Thuringia","(Married) couple without C. ","46","0.572361934433191","0.460394685166068","0.684329183700314","1"
"Yes","2008","Thuringia","Single parent ","8","","","","1"
"Yes","2008","Thuringia","Couple + C. LE 16 ","45","0.785183921221709","0.681265735228121","0.889102107215297","1"
"Yes","2008","Thuringia","Couple + C. GT 16 ","73","0.806059460607828","0.726552687431561","0.885566233784094","1"
"Yes","2008","Thuringia","Couple + C. LE and GT 16","9","","","","1"
"No","2009","Berlin","Couple + C. LE and GT 16","","","","","2"
"No","2009","Brandenburg","1-pers.-HH","4","","","","2"
"No","2009","Brandenburg","(Married) couple without C. ","21","","","","2"
"No","2009","Brandenburg","Single parent ","7","","","","2"
"No","2009","Schleswig-Holstein","1-pers.-HH","9","","","","2"
"No","2009","Schleswig-Holstein","(Married) couple without C. ","13","","","","2"
"No","2009","Schleswig-Holstein","Single parent ","5","","","","2"
"No","2009","Schleswig-Holstein","Couple + C. LE 16 ","5","","","","2"
"No","2009","Schleswig-Holstein","Couple + C. GT 16 ","8","","","","2"
"No","2009","Berlin","Single parent ","4","","","","2"
"No","2009","Berlin","Couple + C. LE 16 ","11","","","","2"
"No","2009","Berlin","Couple + C. GT 16 ","13","","","","2"
"No","2009","Brandenburg","Couple + C. LE 16 ","17","","","","2"
"No","2009","Brandenburg","Couple + C. GT 16 ","11","","","","2"
"No","2009","Brandenburg","Couple + C. LE and GT 16","8","","","","2"
"No","2009","Mecklenburg-Western Pomerania","1-pers.-HH","8","","","","2"
"No","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","27","","","","2"
"No","2009","Schleswig-Holstein","Couple + C. LE and GT 16","2","","","","2"
"No","2009","Hamburg","1-pers.-HH","7","","","","2"
"No","2009","Hamburg","(Married) couple without C. ","2","","","","2"
"No","2009","Hamburg","Single parent ","","","","","2"
"No","2009","Hamburg","Couple + C. LE 16 ","3","","","","2"
"No","2009","Hamburg","Couple + C. GT 16 ","","","","","2"
"No","2009","Bavaria","Couple + C. LE and GT 16","20","","","","2"
"No","2009","Berlin","1-pers.-HH","18","","","","2"
"No","2009","Berlin","(Married) couple without C. ","13","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Single parent ","1","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","7","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","15","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","","","2"
"No","2009","Saxony","1-pers.-HH","16","","","","2"
"No","2009","Saxony","(Married) couple without C. ","48","0.298528299288344","0.226017915040061","0.371038683536627","2"
"No","2009","Hamburg","Couple + C. LE and GT 16","2","","","","2"
"No","2009","Lower Saxony","1-pers.-HH","22","","","","2"
"No","2009","Lower Saxony","(Married) couple without C. ","52","0.341729301843485","0.270641774667401","0.412816829019569","2"
"No","2009","Lower Saxony","Single parent ","5","","","","2"
"No","2009","Lower Saxony","Couple + C. LE 16 ","41","0.315174779779438","0.237661850463504","0.392687709095371","2"
"No","2009","Bavaria","Single parent ","21","","","","2"
"No","2009","Bavaria","Couple + C. LE 16 ","77","0.291983780122345","0.234698719775652","0.349268840469038","2"
"No","2009","Bavaria","Couple + C. GT 16 ","54","0.261567077650334","0.196821736507255","0.326312418793412","2"
"No","2009","Saxony","Single parent ","8","","","","2"
"No","2009","Saxony","Couple + C. LE 16 ","31","0.277663773356763","0.198518525404737","0.356809021308789","2"
"No","2009","Saxony","Couple + C. GT 16 ","42","0.354455472651543","0.267406621997825","0.441504323305261","2"
"No","2009","Lower Saxony","Couple + C. GT 16 ","27","","","","2"
"No","2009","Lower Saxony","Couple + C. LE and GT 16","13","","","","2"
"No","2009","Bremen","1-pers.-HH","1","","","","2"
"No","2009","Bremen","(Married) couple without C. ","6","","","","2"
"No","2009","Bremen","Single parent ","1","","","","2"
"No","2009","Bremen","Couple + C. LE 16 ","","","","","2"
"No","2009","Baden-Württemberg","Couple + C. LE and GT 16","20","","","","2"
"No","2009","Bavaria","1-pers.-HH","39","0.239611868185229","0.168652046026365","0.310571690344092","2"
"No","2009","Bavaria","(Married) couple without C. ","68","0.273096339941663","0.217976544401598","0.328216135481727","2"
"No","2009","Bremen","Couple + C. GT 16 ","1","","","","2"
"No","2009","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","2009","North Rhine-Westphalia","1-pers.-HH","27","","","","2"
"No","2009","North Rhine-Westphalia","(Married) couple without C. ","86","0.242260096714748","0.19724486486799","0.287275328561506","2"
"No","2009","North Rhine-Westphalia","Single parent ","11","","","","2"
"No","2009","North Rhine-Westphalia","Couple + C. LE 16 ","66","0.212770805024004","0.160992350388697","0.264549259659312","2"
"No","2009","North Rhine-Westphalia","Couple + C. GT 16 ","61","0.234919159509406","0.179889915078729","0.289948403940082","2"
"No","2009","North Rhine-Westphalia","Couple + C. LE and GT 16","29","","","","2"
"No","2009","Hesse","1-pers.-HH","24","","","","2"
"No","2009","Hesse","(Married) couple without C. ","38","0.30176744191432","0.228553151776695","0.374981732051946","2"
"No","2009","Hesse","Single parent ","6","","","","2"
"No","2009","Hesse","Couple + C. LE 16 ","39","0.292693486102277","0.204823645986455","0.380563326218098","2"
"No","2009","Hesse","Couple + C. GT 16 ","20","","","","2"
"No","2009","Hesse","Couple + C. LE and GT 16","9","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","1-pers.-HH","7","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","(Married) couple without C. ","26","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Single parent ","12","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","25","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","19","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","","","2"
"No","2009","Baden-Württemberg","1-pers.-HH","29","","","","2"
"No","2009","Baden-Württemberg","(Married) couple without C. ","61","0.356524800411051","0.291275824820564","0.421773776001537","2"
"No","2009","Baden-Württemberg","Single parent ","15","","","","2"
"No","2009","Baden-Württemberg","Couple + C. LE 16 ","32","0.22626801075089","0.161231627055669","0.291304394446111","2"
"No","2009","Baden-Württemberg","Couple + C. GT 16 ","53","0.369111834709158","0.292143021048955","0.44608064836936","2"
"No","2009","Saxony","Couple + C. LE and GT 16","9","","","","2"
"No","2009","Saxony-Anhalt","1-pers.-HH","8","","","","2"
"No","2009","Saxony-Anhalt","(Married) couple without C. ","28","","","","2"
"No","2009","Saxony-Anhalt","Single parent ","2","","","","2"
"No","2009","Saxony-Anhalt","Couple + C. LE 16 ","6","","","","2"
"No","2009","Saxony-Anhalt","Couple + C. GT 16 ","33","0.378944356685826","0.278156997547614","0.479731715824039","2"
"No","2009","Saxony-Anhalt","Couple + C. LE and GT 16","3","","","","2"
"No","2009","Thuringia","1-pers.-HH","9","","","","2"
"No","2009","Thuringia","(Married) couple without C. ","21","","","","2"
"No","2009","Thuringia","Single parent ","3","","","","2"
"No","2009","Thuringia","Couple + C. LE 16 ","20","","","","2"
"No","2009","Thuringia","Couple + C. GT 16 ","25","","","","2"
"No","2009","Thuringia","Couple + C. LE and GT 16","6","","","","2"
"Yes","2009","Hamburg","Couple + C. LE and GT 16","5","","","","1"
"Yes","2009","Lower Saxony","1-pers.-HH","52","0.698085404627898","0.593486156108777","0.80268465314702","1"
"Yes","2009","Schleswig-Holstein","1-pers.-HH","18","","","","1"
"Yes","2009","Schleswig-Holstein","(Married) couple without C. ","30","0.549082633676247","0.400358585496827","0.697806681855667","1"
