"plb0196_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2005","general elemantary","East Germany","39","0.491083036047265","0.371378221111857","0.610787850982674"
"Yes","2005","middle vocational","West Germany","1733","0.692777408200787","0.674594662472162","0.710960153929412"
"Yes","2005","middle vocational","East Germany","532","0.635942358164542","0.603089100677301","0.668795615651784"
"Yes","2005","vocational + Abi","West Germany","301","0.662431852039064","0.616935625628233","0.707928078449895"
"Yes","2005","vocational + Abi","East Germany","58","0.731813495416635","0.638722616285317","0.824904374547952"
"Yes","2005","higher vocational","West Germany","375","0.737473135297322","0.698711198442377","0.776235072152267"
"Yes","2005","higher vocational","East Germany","97","0.677711897931976","0.601379037593155","0.754044758270797"
"Yes","2005","higher education","West Germany","985","0.783929426626084","0.761303227158655","0.806555626093513"
"Yes","2005","higher education","East Germany","418","0.729284252803688","0.692351143382653","0.766217362224723"
"No","2005","in school","West Germany","5","","",""
"No","2005","in school","East Germany","","","",""
"No","2005","inadequately","West Germany","7","","",""
"No","2005","inadequately","East Germany","","","",""
"No","2005","general elemantary","West Germany","128","0.335723282754834","0.286178192548787","0.385268372960882"
"No","2005","general elemantary","East Germany","28","","",""
"No","2005","middle vocational","West Germany","740","0.307222591799213","0.289039846070588","0.325405337527838"
"No","2005","middle vocational","East Germany","292","0.364057641835458","0.331204384348216","0.396910899322699"
"No","2005","vocational + Abi","West Germany","114","0.337568147960936","0.292071921550105","0.383064374371767"
"No","2005","vocational + Abi","East Germany","29","","",""
"No","2005","higher vocational","West Germany","120","0.262526864702678","0.223764927847733","0.301288801557623"
"No","2005","higher vocational","East Germany","47","0.322288102068024","0.245955241729203","0.398620962406845"
"No","2005","higher education","West Germany","286","0.216070573373916","0.193444373906488","0.238696772841345"
"No","2005","higher education","East Germany","138","0.270715747196312","0.233782637775277","0.307648856617347"
"Yes","2006","in school","West Germany","3","","",""
"Yes","2006","in school","East Germany","","","",""
"Yes","2006","inadequately","West Germany","15","","",""
"Yes","2006","inadequately","East Germany","1","","",""
"Yes","2006","general elemantary","West Germany","201","0.638499626858123","0.586267091204448","0.690732162511799"
"Yes","2006","general elemantary","East Germany","48","0.670978026347881","0.559301927315661","0.7826541253801"
"Yes","2006","middle vocational","West Germany","1972","0.698216857772349","0.681141059587269","0.715292655957429"
"Yes","2006","middle vocational","East Germany","605","0.670652650300083","0.639965143577527","0.70134015702264"
"Yes","2006","vocational + Abi","West Germany","354","0.718258928366557","0.678057530864091","0.758460325869022"
"Yes","2006","vocational + Abi","East Germany","65","0.648301458104725","0.550194191033334","0.746408725176117"
"Yes","2006","higher vocational","West Germany","421","0.776866127604438","0.742007229405211","0.811725025803664"
"Yes","2006","higher vocational","East Germany","108","0.767344655508541","0.69857199224971","0.836117318767372"
"Yes","2006","higher education","West Germany","1166","0.815406550529449","0.795354264596805","0.835458836462094"
"Yes","2006","higher education","East Germany","453","0.733858440521286","0.69846708675263","0.769249794289941"
"No","2006","in school","West Germany","5","","",""
"No","2006","in school","East Germany","","","",""
"No","2006","inadequately","West Germany","9","","",""
"No","2006","inadequately","East Germany","2","","",""
"No","2006","general elemantary","West Germany","124","0.361500373141877","0.309267837488201","0.413732908795552"
"No","2006","general elemantary","East Germany","20","","",""
"No","2006","middle vocational","West Germany","804","0.301783142227651","0.284707344042571","0.318858940412731"
"No","2006","middle vocational","East Germany","296","0.329347349699917","0.29865984297736","0.360034856422473"
"No","2006","vocational + Abi","West Germany","127","0.281741071633443","0.241539674130978","0.321942469135909"
"No","2006","vocational + Abi","East Germany","26","","",""
"No","2006","higher vocational","West Germany","127","0.223133872395563","0.188274974196337","0.257992770594789"
"No","2006","higher vocational","East Germany","37","0.232655344491459","0.163882681232628","0.30142800775029"
"No","2006","higher education","West Germany","272","0.184593449470551","0.164541163537906","0.204645735403195"
"No","2006","higher education","East Germany","146","0.266141559478714","0.230750205710059","0.30153291324737"
"Yes","2007","in school","West Germany","2","","",""
"Yes","2007","in school","East Germany","","","",""
"Yes","2007","inadequately","West Germany","7","","",""
"Yes","2007","inadequately","East Germany","1","","",""
"Yes","2007","general elemantary","West Germany","169","0.635031935237821","0.576849026087722","0.69321484438792"
"Yes","2007","general elemantary","East Germany","32","0.643288592899987","0.511819269770086","0.774757916029889"
"Yes","2007","middle vocational","West Germany","1882","0.742090648188992","0.725137129660014","0.75904416671797"
"Yes","2007","middle vocational","East Germany","604","0.684131154930693","0.653452460136419","0.714809849724967"
"Yes","2007","vocational + Abi","West Germany","348","0.804046602036874","0.767125588390386","0.840967615683362"
"Yes","2007","vocational + Abi","East Germany","69","0.646646203613006","0.55248570693209","0.740806700293921"
"Yes","2007","higher vocational","West Germany","393","0.786097603290237","0.750046716000621","0.822148490579853"
"Yes","2007","higher vocational","East Germany","99","0.71433434385022","0.640035218780035","0.788633468920405"
"Yes","2007","higher education","West Germany","1082","0.808097585887791","0.787059913639724","0.829135258135858"
"Yes","2007","higher education","East Germany","432","0.703615270079515","0.666672914796317","0.740557625362714"
"No","2007","in school","West Germany","2","","",""
"No","2007","in school","East Germany","1","","",""
"No","2007","inadequately","West Germany","8","","",""
"No","2007","inadequately","East Germany","1","","",""
"No","2007","general elemantary","West Germany","94","0.364968064762179","0.30678515561208","0.423150973912278"
"No","2007","general elemantary","East Germany","19","","",""
"No","2007","middle vocational","West Germany","676","0.257909351811008","0.24095583328203","0.274862870339986"
"No","2007","middle vocational","East Germany","278","0.315868845069306","0.285190150275032","0.34654753986358"
"No","2007","vocational + Abi","West Germany","96","0.195953397963126","0.159032384316638","0.232874411609614"
"No","2007","vocational + Abi","East Germany","30","0.353353796386994","0.259193299706079","0.447514293067909"
"No","2007","higher vocational","West Germany","104","0.213902396709763","0.177851509420147","0.249953283999379"
"No","2007","higher vocational","East Germany","43","0.28566565614978","0.211366531079595","0.359964781219965"
"No","2007","higher education","West Germany","264","0.191902414112209","0.170864741864142","0.212940086360276"
"No","2007","higher education","East Germany","155","0.296384729920485","0.259442374637286","0.333327085203683"
"Yes","2008","in school","West Germany","4","","",""
"Yes","2008","in school","East Germany","","","",""
"Yes","2008","inadequately","West Germany","10","","",""
"Yes","2008","inadequately","East Germany","1","","",""
"Yes","2008","general elemantary","West Germany","186","0.627759931505949","0.571930885991215","0.683588977020683"
"Yes","2008","general elemantary","East Germany","41","0.662026789012185","0.544284854513608","0.779768723510763"
"Yes","2008","middle vocational","West Germany","1777","0.702843684555737","0.685011221968911","0.720676147142562"
"Yes","2008","middle vocational","East Germany","583","0.654255126890302","0.622777662880035","0.685732590900568"
"Yes","2008","vocational + Abi","West Germany","332","0.757837923014517","0.717945771363938","0.797730074665096"
"Yes","2008","vocational + Abi","East Germany","67","0.66512193862016","0.569715397944953","0.760528479295367"
"Yes","2008","higher vocational","West Germany","369","0.813901261868285","0.778374534485751","0.849427989250819"
"Yes","2008","higher vocational","East Germany","102","0.711749730684894","0.635624757362327","0.787874704007461"
"Yes","2008","higher education","West Germany","1042","0.791103403272084","0.769047484995127","0.813159321549042"
"Yes","2008","higher education","East Germany","413","0.729550703974417","0.69256244610257","0.766538961846264"
"No","2008","in school","West Germany","4","","",""
"No","2008","in school","East Germany","1","","",""
"No","2008","inadequately","West Germany","8","","",""
"No","2008","inadequately","East Germany","1","","",""
"No","2008","general elemantary","West Germany","102","0.372240068494051","0.316411022979317","0.428069114008786"
"No","2008","general elemantary","East Germany","21","","",""
"No","2008","middle vocational","West Germany","746","0.297156315444263","0.279323852857438","0.314988778031089"
"No","2008","middle vocational","East Germany","294","0.345744873109698","0.314267409099432","0.377222337119965"
"No","2008","vocational + Abi","West Germany","111","0.242162076985483","0.202269925334904","0.282054228636062"
"No","2008","vocational + Abi","East Germany","27","","",""
"No","2008","higher vocational","West Germany","92","0.186098738131715","0.150572010749181","0.221625465514249"
"No","2008","higher vocational","East Germany","34","0.288250269315106","0.212125295992539","0.364375242637673"
"No","2008","higher education","West Germany","263","0.208896596727916","0.186840678450958","0.230952515004873"
"No","2008","higher education","East Germany","141","0.270449296025583","0.233461038153735","0.30743755389743"
"Yes","2009","in school","West Germany","3","","",""
"Yes","2009","in school","East Germany","","","",""
"Yes","2009","inadequately","West Germany","11","","",""
"Yes","2009","inadequately","East Germany","2","","",""
"Yes","2009","general elemantary","West Germany","134","0.626917898055215","0.563725567320288","0.690110228790142"
"Yes","2009","general elemantary","East Germany","22","","",""
"Yes","2009","middle vocational","West Germany","1476","0.679906718097583","0.660283007739422","0.699530428455745"
"Yes","2009","middle vocational","East Germany","510","0.628375169882078","0.59469907542904","0.662051264335116"
"Yes","2009","vocational + Abi","West Germany","291","0.732662432957475","0.689017734148871","0.776307131766078"
"Yes","2009","vocational + Abi","East Germany","61","0.76454948199453","0.670990137639391","0.858108826349669"
"Yes","2009","higher vocational","West Germany","312","0.766792346617468","0.726156275666036","0.807428417568899"
"Yes","2009","higher vocational","East Germany","90","0.678171849596376","0.598171048267805","0.758172650924948"
"Yes","2009","higher education","West Germany","945","0.782882322897386","0.759604068878114","0.806160576916658"
"Yes","2009","higher education","East Germany","390","0.754876353733398","0.717616287259344","0.792136420207453"
"No","2009","in school","West Germany","2","","",""
"No","2009","in school","East Germany","","","",""
"No","2009","inadequately","West Germany","9","","",""
"No","2009","inadequately","East Germany","1","","",""
"No","2009","general elemantary","West Germany","91","0.373082101944785","0.309889771209858","0.436274432679712"
"No","2009","general elemantary","East Germany","18","","",""
"No","2009","middle vocational","West Germany","695","0.320093281902417","0.300469571544255","0.339716992260578"
"No","2009","middle vocational","East Germany","281","0.371624830117922","0.337948735664884","0.40530092457096"
"No","2009","vocational + Abi","West Germany","104","0.267337567042525","0.223692868233922","0.310982265851129"
"No","2009","vocational + Abi","East Germany","18","","",""
"No","2009","higher vocational","West Germany","104","0.233207653382532","0.1925715824311","0.273843724333964"
"No","2009","higher vocational","East Germany","41","0.321828150403624","0.241827349075052","0.401828951732195"
"No","2009","higher education","West Germany","260","0.217117677102614","0.193839423083343","0.240395931121886"
"No","2009","higher education","East Germany","122","0.245123646266602","0.207863579792547","0.282383712740656"
"Yes","2010","in school","West Germany","4","","",""
"Yes","2010","in school","East Germany","1","","",""
"Yes","2010","inadequately","West Germany","27","","",""
"Yes","2010","inadequately","East Germany","1","","",""
"Yes","2010","general elemantary","West Germany","228","0.52712667180376","0.476729365883117","0.577523977724404"
"Yes","2010","general elemantary","East Germany","45","0.818688502351608","0.721202001096364","0.916175003606851"
"Yes","2010","middle vocational","West Germany","2002","0.646845809009844","0.629944511293062","0.663747106726626"
"Yes","2010","middle vocational","East Germany","632","0.631564242767996","0.601591519518047","0.661536966017944"
"Yes","2010","vocational + Abi","West Germany","443","0.696922829013903","0.660833980478718","0.733011677549089"
"Yes","2010","vocational + Abi","East Germany","81","0.687166468298568","0.602055938548072","0.772276998049064"
"Yes","2010","higher vocational","West Germany","400","0.760027047815625","0.723736966099096","0.796317129532153"
"Yes","2010","higher vocational","East Germany","110","0.608785799776138","0.531456881034493","0.686114718517783"
"Yes","2010","higher education","West Germany","1342","0.778382039494494","0.758844399148803","0.797919679840184"
"Yes","2010","higher education","East Germany","425","0.686698619637084","0.64930318442593","0.724094054848239"
"No","2010","in school","West Germany","2","","",""
"No","2010","in school","East Germany","","","",""
"No","2010","inadequately","West Germany","12","","",""
"No","2010","inadequately","East Germany","1","","",""
"No","2010","general elemantary","West Germany","149","0.47287332819624","0.422476022275596","0.523270634116883"
"No","2010","general elemantary","East Germany","15","","",""
"No","2010","middle vocational","West Germany","1070","0.353154190990156","0.336252893273374","0.370055488706938"
"No","2010","middle vocational","East Germany","363","0.368435757232004","0.338463033982056","0.398408480481953"
"No","2010","vocational + Abi","West Germany","180","0.303077170986096","0.266988322450911","0.339166019521282"
"No","2010","vocational + Abi","East Germany","33","0.312833531701432","0.227723001950936","0.397944061451928"
"No","2010","higher vocational","West Germany","132","0.239972952184375","0.203682870467847","0.276263033900904"
"No","2010","higher vocational","East Germany","43","0.391214200223862","0.313885281482217","0.468543118965507"
"No","2010","higher education","West Germany","394","0.221617960505506","0.202080320159816","0.241155600851197"
"No","2010","higher education","East Germany","166","0.313301380362916","0.275905945151761","0.35069681557407"
"Yes","2011","in school","West Germany","7","","",""
"Yes","2011","in school","East Germany","1","","",""
"Yes","2011","inadequately","West Germany","40","0.738502909702014","0.62442010255985","0.852585716844177"
"Yes","2011","inadequately","East Germany","1","","",""
"Yes","2011","general elemantary","West Germany","333","0.643413790235233","0.601678802818751","0.685148777651715"
"Yes","2011","general elemantary","East Germany","50","0.783280965548802","0.688767437294953","0.877794493802652"
"Yes","2011","middle vocational","West Germany","2643","0.714698532357281","0.700105159572348","0.729291905142214"
"Yes","2011","middle vocational","East Germany","777","0.697526260236227","0.671024830420619","0.724027690051835"
"Yes","2011","vocational + Abi","West Germany","591","0.793428754143464","0.764608195791761","0.822249312495167"
"Yes","2011","vocational + Abi","East Germany","103","0.669836336375298","0.591657413993496","0.7480152587571"
"Yes","2011","higher vocational","West Germany","516","0.806334323287377","0.775718777483488","0.836949869091265"
"Yes","2011","higher vocational","East Germany","133","0.702983579670668","0.636043781933674","0.769923377407663"
"Yes","2011","higher education","West Germany","1678","0.809747303218892","0.792895770823347","0.826598835614437"
"Yes","2011","higher education","East Germany","508","0.7006593904755","0.666562265098867","0.734756515852133"
"No","2011","in school","West Germany","2","","",""
"No","2011","in school","East Germany","","","",""
"No","2011","inadequately","West Germany","17","","",""
"No","2011","inadequately","East Germany","1","","",""
"No","2011","general elemantary","West Germany","173","0.356586209764767","0.314851222348285","0.398321197181249"
"No","2011","general elemantary","East Germany","23","","",""
"No","2011","middle vocational","West Germany","1035","0.285301467642719","0.270708094857786","0.299894840427652"
"No","2011","middle vocational","East Germany","377","0.302473739763773","0.275972309948165","0.328975169579381"
"No","2011","vocational + Abi","West Germany","167","0.206571245856536","0.177750687504833","0.235391804208239"
"No","2011","vocational + Abi","East Germany","36","0.330163663624702","0.2519847412429","0.408342586006504"
"No","2011","higher vocational","West Germany","124","0.193665676712623","0.163050130908735","0.224281222516512"
"No","2011","higher vocational","East Germany","46","0.297016420329332","0.230076622592337","0.363956218066326"
"No","2011","higher education","West Germany","406","0.190252696781108","0.173401164385563","0.207104229176653"
"No","2011","higher education","East Germany","185","0.2993406095245","0.265243484147867","0.333437734901134"
"Yes","2012","in school","West Germany","8","","",""
"Yes","2012","in school","East Germany","","","",""
"Yes","2012","inadequately","West Germany","42","0.732438924828894","0.628734748736922","0.836143100920866"
"Yes","2012","inadequately","East Germany","4","","",""
"Yes","2012","general elemantary","West Germany","349","0.636637223284213","0.595612339317595","0.677662107250831"
"Yes","2012","general elemantary","East Germany","41","0.623161842766954","0.50535533695054","0.740968348583369"
"Yes","2012","middle vocational","West Germany","2617","0.690206366722556","0.675500306659177","0.704912426785934"
"Yes","2012","middle vocational","East Germany","778","0.626533501316444","0.599061507228258","0.65400549540463"
"Yes","2012","vocational + Abi","West Germany","608","0.756151836032517","0.726617016134924","0.785686655930111"
"Yes","2012","vocational + Abi","East Germany","112","0.765507777871574","0.696307813653061","0.834707742090086"
"Yes","2012","higher vocational","West Germany","504","0.783754310363063","0.751809416274604","0.815699204451521"
"Yes","2012","higher vocational","East Germany","133","0.711608568420114","0.646152345632011","0.777064791208217"
"Yes","2012","higher education","West Germany","1668","0.785646599369227","0.768312356285428","0.802980842453026"
"Yes","2012","higher education","East Germany","492","0.748566245990192","0.715291219468629","0.781841272511755"
"No","2012","in school","West Germany","4","","",""
"No","2012","in school","East Germany","","","",""
"No","2012","inadequately","West Germany","28","","",""
"No","2012","inadequately","East Germany","3","","",""
"No","2012","general elemantary","West Germany","179","0.363362776715787","0.322337892749169","0.404387660682405"
"No","2012","general elemantary","East Germany","24","","",""
"No","2012","middle vocational","West Germany","1181","0.309793633277444","0.295087573214065","0.324499693340823"
"No","2012","middle vocational","East Germany","413","0.373466498683556","0.34599450459537","0.400938492771742"
"No","2012","vocational + Abi","West Germany","204","0.243848163967483","0.214313344069889","0.273382983865076"
"No","2012","vocational + Abi","East Germany","32","0.234492222128426","0.165292257909914","0.303692186346939"
"No","2012","higher vocational","West Germany","134","0.216245689636937","0.184300795548479","0.248190583725396"
"No","2012","higher vocational","East Germany","51","0.288391431579886","0.222935208791783","0.353847654367989"
"No","2012","higher education","West Germany","485","0.214353400630773","0.197019157546974","0.231687643714572"
"No","2012","higher education","East Germany","161","0.251433754009808","0.218158727488245","0.284708780531371"
"Yes","2013","in school","West Germany","14","","",""
"Yes","2013","in school","East Germany","2","","",""
"Yes","2013","inadequately","West Germany","60","0.690651465846421","0.597210425652493","0.784092506040348"
"Yes","2013","inadequately","East Germany","2","","",""
"Yes","2013","general elemantary","West Germany","505","0.71137743250136","0.678752158202369","0.744002706800352"
"Yes","2013","general elemantary","East Germany","47","0.522087960957476","0.409786056895431","0.634389865019522"
"Yes","2013","middle vocational","West Germany","2798","0.70083717046549","0.686608049170262","0.715066291760718"
"Yes","2013","middle vocational","East Germany","767","0.687061447596488","0.659856786602372","0.714266108590604"
"Yes","2013","vocational + Abi","West Germany","716","0.742218225272194","0.714733994737697","0.76970245580669"
"Yes","2013","vocational + Abi","East Germany","108","0.722578736205729","0.648938295259324","0.796219177152134"
"Yes","2013","higher vocational","West Germany","465","0.791334612154218","0.758517849734873","0.824151374573563"
"Yes","2013","higher vocational","East Germany","128","0.746425067563041","0.6814075872497","0.811442547876383"
"Yes","2013","higher education","West Germany","1820","0.772021094696891","0.755059133106255","0.788983056287527"
"Yes","2013","higher education","East Germany","472","0.749986640510526","0.716412412649539","0.783560868371513"
"No","2013","in school","West Germany","5","","",""
"No","2013","in school","East Germany","","","",""
"No","2013","inadequately","West Germany","34","0.309348534153579","0.215907493959652","0.402789574347507"
"No","2013","inadequately","East Germany","5","","",""
"No","2013","general elemantary","West Germany","236","0.28862256749864","0.255997293199648","0.321247841797631"
"No","2013","general elemantary","East Germany","29","","",""
"No","2013","middle vocational","West Germany","1180","0.29916282953451","0.284933708239283","0.313391950829738"
"No","2013","middle vocational","East Germany","349","0.312938552403512","0.285733891409396","0.340143213397628"
"No","2013","vocational + Abi","West Germany","257","0.257781774727806","0.23029754419331","0.285266005262303"
"No","2013","vocational + Abi","East Germany","34","0.277421263794271","0.203780822847866","0.351061704740676"
"No","2013","higher vocational","West Germany","124","0.208665387845782","0.175848625426437","0.241482150265127"
"No","2013","higher vocational","East Germany","44","0.253574932436959","0.188557452123617","0.3185924127503"
"No","2013","higher education","West Germany","530","0.227978905303109","0.211016943712473","0.244940866893745"
"No","2013","higher education","East Germany","167","0.250013359489474","0.216439131628487","0.283587587350461"
"Yes","2014","in school","West Germany","10","","",""
"Yes","2014","in school","East Germany","1","","",""
"Yes","2014","inadequately","West Germany","35","0.659199330249208","0.543076743253799","0.775321917244617"
"Yes","2014","inadequately","East Germany","3","","",""
"Yes","2014","general elemantary","West Germany","419","0.661044302375251","0.624169220910032","0.69791938384047"
"Yes","2014","general elemantary","East Germany","46","0.628645209108229","0.509335678537489","0.747954739678969"
"Yes","2014","middle vocational","West Germany","2505","0.710546255673441","0.695634243455862","0.72545826789102"
"Yes","2014","middle vocational","East Germany","699","0.665688560573954","0.636680920186786","0.694696200961121"
"Yes","2014","vocational + Abi","West Germany","648","0.767477416248161","0.739502975672396","0.795451856823927"
"Yes","2014","vocational + Abi","East Germany","114","0.770992346257241","0.703748508208375","0.838236184306106"
"Yes","2014","higher vocational","West Germany","413","0.763869470412381","0.728180477895774","0.799558462928987"
"Yes","2014","higher vocational","East Germany","113","0.729245509476859","0.658371935573543","0.800119083380175"
"Yes","2014","higher education","West Germany","1658","0.788912279075696","0.771793725495843","0.806030832655549"
"Yes","2014","higher education","East Germany","434","0.725764778682683","0.689766507397887","0.761763049967479"
"No","2014","in school","West Germany","2","","",""
"No","2014","in school","East Germany","","","",""
"No","2014","inadequately","West Germany","29","","",""
"No","2014","inadequately","East Germany","1","","",""
"No","2014","general elemantary","West Germany","214","0.338955697624749","0.30208061615953","0.375830779089968"
"No","2014","general elemantary","East Germany","17","","",""
"No","2014","middle vocational","West Germany","1048","0.289453744326559","0.27454173210898","0.304365756544138"
"No","2014","middle vocational","East Germany","317","0.334311439426047","0.305303799038879","0.363319079813214"
"No","2014","vocational + Abi","West Germany","228","0.232522583751839","0.204548143176073","0.260497024327604"
"No","2014","vocational + Abi","East Germany","36","0.229007653742759","0.161763815693894","0.296251491791624"
"No","2014","higher vocational","West Germany","131","0.236130529587619","0.200441537071013","0.271819522104226"
"No","2014","higher vocational","East Germany","38","0.270754490523141","0.199880916619825","0.341628064426456"
"No","2014","higher education","West Germany","525","0.211087720924304","0.193969167344451","0.228206274504156"
"No","2014","higher education","East Germany","156","0.274235221317317","0.238236950032521","0.310233492602113"
"Yes","2015","in school","West Germany","2","","",""
"Yes","2015","in school","East Germany","1","","",""
"Yes","2015","inadequately","West Germany","46","0.740764925260566","0.639544320230145","0.841985530290988"
"Yes","2015","inadequately","East Germany","2","","",""
"Yes","2015","general elemantary","West Germany","413","0.755714108158109","0.720625607803947","0.790802608512271"
"Yes","2015","general elemantary","East Germany","46","0.688206410457641","0.576450867984159","0.799961952931122"
"Yes","2015","middle vocational","West Germany","2438","0.738400886909569","0.723378241201042","0.753423532618096"
"Yes","2015","middle vocational","East Germany","662","0.689828957273122","0.660258672991843","0.719399241554402"
"Yes","2015","vocational + Abi","West Germany","642","0.734438151811434","0.70476636043843","0.764109943184439"
"Yes","2015","vocational + Abi","East Germany","99","0.746940984173208","0.673052573908845","0.82082939443757"
"Yes","2015","higher vocational","West Germany","451","0.827214516002257","0.795058404136773","0.859370627867741"
"Yes","2015","higher vocational","East Germany","126","0.799447059673839","0.73536863401133","0.863525485336347"
"Yes","2015","higher education","West Germany","1792","0.832092975696839","0.816438216414384","0.847747734979293"
"Yes","2015","higher education","East Germany","439","0.769355532537155","0.734466482959074","0.804244582115236"
"No","2015","in school","West Germany","4","","",""
"No","2015","in school","East Germany","1","","",""
"No","2015","inadequately","West Germany","26","","",""
"No","2015","inadequately","East Germany","1","","",""
"No","2015","general elemantary","West Germany","163","0.244285891841891","0.209197391487729","0.279374392196053"
"No","2015","general elemantary","East Germany","20","","",""
"No","2015","middle vocational","West Germany","850","0.261599113090431","0.246576467381904","0.276621758798958"
"No","2015","middle vocational","East Germany","278","0.310171042726878","0.280600758445598","0.339741327008157"
"No","2015","vocational + Abi","West Germany","209","0.265561848188565","0.235890056815561","0.29523363956157"
"No","2015","vocational + Abi","East Germany","34","0.253059015826792","0.17917060556243","0.326947426091155"
"No","2015","higher vocational","West Germany","80","0.172785483997743","0.140629372132259","0.204941595863227"
"No","2015","higher vocational","East Germany","24","","",""
"No","2015","higher education","West Germany","398","0.167907024303161","0.152252265020707","0.183561783585616"
"No","2015","higher education","East Germany","121","0.230644467462845","0.195755417884764","0.265533517040926"
"Yes","2016","in school","West Germany","7","","",""
"Yes","2016","in school","East Germany","","","",""
"Yes","2016","inadequately","West Germany","44","0.639184596350644","0.522437228517467","0.755931964183821"
"Yes","2016","inadequately","East Germany","","","",""
"Yes","2016","general elemantary","West Germany","360","0.696284801146624","0.656413137081864","0.736156465211385"
"Yes","2016","general elemantary","East Germany","33","0.464277868984673","0.334807779480718","0.593747958488629"
"Yes","2016","middle vocational","West Germany","2345","0.749788505269405","0.734587811097671","0.764989199441139"
"Yes","2016","middle vocational","East Germany","640","0.681532802674642","0.651095751741991","0.711969853607292"
"Yes","2016","vocational + Abi","West Germany","660","0.773644820997784","0.745479403448758","0.801810238546811"
"Yes","2016","vocational + Abi","East Germany","110","0.770859423194611","0.70173325039028","0.839985595998943"
"Yes","2016","higher vocational","West Germany","397","0.802850557177549","0.767908493308706","0.837792621046391"
"Yes","2016","higher vocational","East Germany","106","0.811514119490464","0.746729557805404","0.876298681175523"
"Yes","2016","higher education","West Germany","1649","0.819240893349813","0.802643344046177","0.835838442653449"
"Yes","2016","higher education","East Germany","445","0.792668372302836","0.759240986735597","0.826095757870075"
"No","2016","in school","West Germany","4","","",""
"No","2016","in school","East Germany","","","",""
"No","2016","inadequately","West Germany","21","","",""
"No","2016","inadequately","East Germany","1","","",""
"No","2016","general elemantary","West Germany","151","0.303715198853376","0.263843534788615","0.343586862918136"
"No","2016","general elemantary","East Germany","24","","",""
"No","2016","middle vocational","West Germany","774","0.250211494730595","0.235010800558861","0.265412188902329"
"No","2016","middle vocational","East Germany","260","0.318467197325358","0.288030146392708","0.348904248258009"
"No","2016","vocational + Abi","West Germany","188","0.226355179002216","0.198189761453189","0.254520596551242"
"No","2016","vocational + Abi","East Germany","32","0.229140576805389","0.160014404001057","0.29826674960972"
"No","2016","higher vocational","West Germany","101","0.197149442822451","0.162207378953609","0.232091506691294"
"No","2016","higher vocational","East Germany","34","0.188485880509536","0.123701318824477","0.253270442194596"
"No","2016","higher education","West Germany","416","0.180759106650187","0.164161557346551","0.197356655953823"
"No","2016","higher education","East Germany","120","0.207331627697164","0.173904242129925","0.240759013264403"
"Yes","2017","in school","West Germany","3","","",""
"Yes","2017","in school","East Germany","1","","",""
"Yes","2017","inadequately","West Germany","65","0.629716105636084","0.534112369408301","0.725319841863868"
"Yes","2017","inadequately","East Germany","3","","",""
"Yes","2017","general elemantary","West Germany","391","0.677344014187116","0.638520485572281","0.716167542801951"
"Yes","2017","general elemantary","East Germany","54","0.863035036108941","0.784166166185316","0.941903906032565"
"Yes","2017","middle vocational","West Germany","2474","0.739276315882796","0.724393896409337","0.754158735356256"
"Yes","2017","middle vocational","East Germany","716","0.734679025161185","0.707410103239341","0.76194794708303"
"Yes","2017","vocational + Abi","West Germany","673","0.741783681195337","0.713111082685376","0.770456279705297"
"Yes","2017","vocational + Abi","East Germany","121","0.765648296547436","0.700217249412851","0.831079343682021"
"Yes","2017","higher vocational","West Germany","419","0.809449089058879","0.775496975445782","0.843401202671975"
"Yes","2017","higher vocational","East Germany","103","0.764737461771231","0.696169380726758","0.833305542815703"
"Yes","2017","higher education","West Germany","1868","0.818423136424533","0.802599734059207","0.834246538789859"
"Yes","2017","higher education","East Germany","437","0.791447197792305","0.75812381940411","0.824770576180501"
"No","2017","in school","West Germany","3","","",""
"No","2017","in school","East Germany","","","",""
"No","2017","inadequately","West Germany","33","0.370283894363916","0.274680158136132","0.465887630591699"
"No","2017","inadequately","East Germany","3","","",""
"No","2017","general elemantary","West Germany","166","0.322655985812884","0.283832457198049","0.361479514427719"
"No","2017","general elemantary","East Germany","19","","",""
"No","2017","middle vocational","West Germany","869","0.260723684117204","0.245841264643744","0.275606103590663"
"No","2017","middle vocational","East Germany","291","0.265320974838815","0.23805205291697","0.292589896760659"
"No","2017","vocational + Abi","West Germany","222","0.258216318804663","0.229543720294703","0.286888917314624"
"No","2017","vocational + Abi","East Germany","40","0.234351703452564","0.168920656317979","0.299782750587149"
"No","2017","higher vocational","West Germany","95","0.190550910941121","0.156598797328025","0.224503024554218"
"No","2017","higher vocational","East Germany","44","0.235262538228769","0.166694457184297","0.303830619273242"
"No","2017","higher education","West Germany","412","0.181576863575467","0.165753461210141","0.197400265940793"
"No","2017","higher education","East Germany","134","0.208552802207695","0.175229423819499","0.24187618059589"
"Yes","2018","in school","West Germany","2","","",""
"Yes","2018","in school","East Germany","","","",""
"Yes","2018","inadequately","West Germany","81","0.508417027933256","0.421125664344649","0.595708391521863"
"Yes","2018","inadequately","East Germany","5","","",""
"Yes","2018","general elemantary","West Germany","402","0.739392353681867","0.703512949443385","0.775271757920348"
"Yes","2018","general elemantary","East Germany","59","0.691036634437029","0.597126892706741","0.784946376167317"
"Yes","2018","middle vocational","West Germany","2487","0.742013513505301","0.727356380536742","0.75667064647386"
"Yes","2018","middle vocational","East Germany","710","0.700185665378203","0.672218299582921","0.728153031173486"
