"plb0196_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"No","1987","Full Time","college entrance qualification","","","",""
"No","1987","Full Time","Other degree","","","",""
"No","1987","Full Time","no degree/no degree yet","","","",""
"No","1987","Part Time","lower secondary degree","","","",""
"No","1987","Part Time","secondary school degree","","","",""
"No","1987","Part Time","college entrance qualification","","","",""
"No","1987","Part Time","Other degree","","","",""
"No","1987","Part Time","no degree/no degree yet","","","",""
"No","1987","Not Working","lower secondary degree","","","",""
"No","1987","Not Working","secondary school degree","","","",""
"No","1987","Not Working","college entrance qualification","","","",""
"No","1987","Not Working","Other degree","","","",""
"No","1987","Not Working","no degree/no degree yet","","","",""
"Yes","1988","Full Time","lower secondary degree","","","",""
"Yes","1988","Full Time","secondary school degree","","","",""
"Yes","1988","Full Time","college entrance qualification","","","",""
"Yes","1988","Full Time","Other degree","","","",""
"Yes","1988","Full Time","no degree/no degree yet","","","",""
"Yes","1988","Part Time","lower secondary degree","","","",""
"Yes","1988","Part Time","secondary school degree","","","",""
"Yes","1988","Part Time","college entrance qualification","","","",""
"Yes","1988","Part Time","Other degree","","","",""
"Yes","1988","Part Time","no degree/no degree yet","","","",""
"Yes","1988","Not Working","lower secondary degree","","","",""
"Yes","1988","Not Working","secondary school degree","","","",""
"Yes","1988","Not Working","college entrance qualification","","","",""
"Yes","1988","Not Working","Other degree","","","",""
"Yes","1988","Not Working","no degree/no degree yet","","","",""
"No","1988","Full Time","lower secondary degree","1315","1","1","1"
"No","1988","Full Time","secondary school degree","500","1","1","1"
"No","1988","Full Time","college entrance qualification","278","1","1","1"
"No","1988","Full Time","Other degree","473","1","1","1"
"No","1988","Full Time","no degree/no degree yet","252","1","1","1"
"No","1988","Part Time","lower secondary degree","493","1","1","1"
"No","1988","Part Time","secondary school degree","231","1","1","1"
"No","1988","Part Time","college entrance qualification","148","1","1","1"
"No","1988","Part Time","Other degree","98","1","1","1"
"No","1988","Part Time","no degree/no degree yet","63","1","1","1"
"No","1988","Not Working","lower secondary degree","35","1","1","1"
"No","1988","Not Working","secondary school degree","17","","",""
"No","1988","Not Working","college entrance qualification","15","","",""
"No","1988","Not Working","Other degree","6","","",""
"No","1988","Not Working","no degree/no degree yet","9","","",""
"Yes","1989","Full Time","lower secondary degree","","","",""
"Yes","1989","Full Time","secondary school degree","","","",""
"Yes","1989","Full Time","college entrance qualification","","","",""
"Yes","1989","Full Time","Other degree","","","",""
"Yes","1989","Full Time","no degree/no degree yet","","","",""
"Yes","1989","Part Time","lower secondary degree","","","",""
"Yes","1989","Part Time","secondary school degree","","","",""
"Yes","1989","Part Time","college entrance qualification","","","",""
"Yes","1989","Part Time","Other degree","","","",""
"Yes","1989","Part Time","no degree/no degree yet","","","",""
"Yes","1989","Not Working","lower secondary degree","","","",""
"Yes","1989","Not Working","secondary school degree","","","",""
"Yes","1989","Not Working","college entrance qualification","","","",""
"Yes","1989","Not Working","Other degree","","","",""
"Yes","1989","Not Working","no degree/no degree yet","","","",""
"No","1989","Full Time","lower secondary degree","1250","1","1","1"
"No","1989","Full Time","secondary school degree","482","1","1","1"
"No","1989","Full Time","college entrance qualification","283","1","1","1"
"No","1989","Full Time","Other degree","444","1","1","1"
"No","1989","Full Time","no degree/no degree yet","216","1","1","1"
"No","1989","Part Time","lower secondary degree","499","1","1","1"
"No","1989","Part Time","secondary school degree","198","1","1","1"
"No","1989","Part Time","college entrance qualification","142","1","1","1"
"No","1989","Part Time","Other degree","92","1","1","1"
"No","1989","Part Time","no degree/no degree yet","78","1","1","1"
"No","1989","Not Working","lower secondary degree","29","","",""
"No","1989","Not Working","secondary school degree","17","","",""
"No","1989","Not Working","college entrance qualification","16","","",""
"No","1989","Not Working","Other degree","10","","",""
"No","1989","Not Working","no degree/no degree yet","13","","",""
"Yes","1990","Full Time","lower secondary degree","","","",""
"Yes","1990","Full Time","secondary school degree","","","",""
"Yes","1990","Full Time","college entrance qualification","","","",""
"Yes","1990","Full Time","Other degree","","","",""
"Yes","1990","Full Time","no degree/no degree yet","","","",""
"Yes","1990","Part Time","lower secondary degree","","","",""
"Yes","1990","Part Time","secondary school degree","","","",""
"Yes","1990","Part Time","college entrance qualification","","","",""
"Yes","1990","Part Time","Other degree","","","",""
"Yes","1990","Part Time","no degree/no degree yet","","","",""
"Yes","1990","Not Working","lower secondary degree","","","",""
"Yes","1990","Not Working","secondary school degree","","","",""
"Yes","1990","Not Working","college entrance qualification","","","",""
"Yes","1990","Not Working","Other degree","","","",""
"Yes","1990","Not Working","no degree/no degree yet","","","",""
"No","1990","Full Time","lower secondary degree","1150","1","1","1"
"No","1990","Full Time","secondary school degree","466","1","1","1"
"No","1990","Full Time","college entrance qualification","252","1","1","1"
"No","1990","Full Time","Other degree","421","1","1","1"
"No","1990","Full Time","no degree/no degree yet","212","1","1","1"
"No","1990","Part Time","lower secondary degree","499","1","1","1"
"No","1990","Part Time","secondary school degree","204","1","1","1"
"No","1990","Part Time","college entrance qualification","157","1","1","1"
"No","1990","Part Time","Other degree","95","1","1","1"
"No","1990","Part Time","no degree/no degree yet","75","1","1","1"
"No","1990","Not Working","lower secondary degree","36","1","1","1"
"No","1990","Not Working","secondary school degree","16","","",""
"No","1990","Not Working","college entrance qualification","11","","",""
"No","1990","Not Working","Other degree","7","","",""
"No","1990","Not Working","no degree/no degree yet","10","","",""
"Yes","1991","Full Time","lower secondary degree","","","",""
"Yes","1991","Full Time","secondary school degree","","","",""
"Yes","1991","Full Time","college entrance qualification","","","",""
"Yes","1991","Full Time","Other degree","","","",""
"Yes","1991","Full Time","no degree/no degree yet","","","",""
"Yes","1991","Part Time","lower secondary degree","","","",""
"Yes","1991","Part Time","secondary school degree","","","",""
"Yes","1991","Part Time","college entrance qualification","","","",""
"Yes","1991","Part Time","Other degree","","","",""
"Yes","1991","Part Time","no degree/no degree yet","","","",""
"Yes","1991","Not Working","lower secondary degree","","","",""
"Yes","1991","Not Working","secondary school degree","","","",""
"Yes","1991","Not Working","college entrance qualification","","","",""
"Yes","1991","Not Working","Other degree","","","",""
"Yes","1991","Not Working","no degree/no degree yet","","","",""
"No","1991","Full Time","lower secondary degree","1129","1","1","1"
"No","1991","Full Time","secondary school degree","424","1","1","1"
"No","1991","Full Time","college entrance qualification","258","1","1","1"
"No","1991","Full Time","Other degree","408","1","1","1"
"No","1991","Full Time","no degree/no degree yet","205","1","1","1"
"No","1991","Part Time","lower secondary degree","491","1","1","1"
"No","1991","Part Time","secondary school degree","191","1","1","1"
"No","1991","Part Time","college entrance qualification","171","1","1","1"
"No","1991","Part Time","Other degree","104","1","1","1"
"No","1991","Part Time","no degree/no degree yet","82","1","1","1"
"No","1991","Not Working","lower secondary degree","48","1","1","1"
"No","1991","Not Working","secondary school degree","17","","",""
"No","1991","Not Working","college entrance qualification","15","","",""
"No","1991","Not Working","Other degree","15","","",""
"No","1991","Not Working","no degree/no degree yet","13","","",""
"Yes","1992","Full Time","lower secondary degree","","","",""
"Yes","1992","Full Time","secondary school degree","","","",""
"Yes","1992","Full Time","college entrance qualification","","","",""
"Yes","1992","Full Time","Other degree","","","",""
"Yes","1992","Full Time","no degree/no degree yet","","","",""
"Yes","1992","Part Time","lower secondary degree","","","",""
"Yes","1992","Part Time","secondary school degree","","","",""
"Yes","1992","Part Time","college entrance qualification","","","",""
"Yes","1992","Part Time","Other degree","","","",""
"Yes","1992","Part Time","no degree/no degree yet","","","",""
"Yes","1992","Not Working","lower secondary degree","","","",""
"Yes","1992","Not Working","secondary school degree","","","",""
"Yes","1992","Not Working","college entrance qualification","","","",""
"Yes","1992","Not Working","Other degree","","","",""
"Yes","1992","Not Working","no degree/no degree yet","","","",""
"No","1992","Full Time","lower secondary degree","1477","1","1","1"
"No","1992","Full Time","secondary school degree","1018","1","1","1"
"No","1992","Full Time","college entrance qualification","385","1","1","1"
"No","1992","Full Time","Other degree","429","1","1","1"
"No","1992","Full Time","no degree/no degree yet","197","1","1","1"
"No","1992","Part Time","lower secondary degree","563","1","1","1"
"No","1992","Part Time","secondary school degree","379","1","1","1"
"No","1992","Part Time","college entrance qualification","210","1","1","1"
"No","1992","Part Time","Other degree","94","1","1","1"
"No","1992","Part Time","no degree/no degree yet","69","1","1","1"
"No","1992","Not Working","lower secondary degree","32","1","1","1"
"No","1992","Not Working","secondary school degree","34","1","1","1"
"No","1992","Not Working","college entrance qualification","21","","",""
"No","1992","Not Working","Other degree","6","","",""
"No","1992","Not Working","no degree/no degree yet","5","","",""
"Yes","1993","Full Time","lower secondary degree","","","",""
"Yes","1993","Full Time","secondary school degree","","","",""
"Yes","1993","Full Time","college entrance qualification","","","",""
"Yes","1993","Full Time","Other degree","","","",""
"Yes","1993","Full Time","no degree/no degree yet","","","",""
"Yes","1993","Part Time","lower secondary degree","","","",""
"Yes","1993","Part Time","secondary school degree","","","",""
"Yes","1993","Part Time","college entrance qualification","","","",""
"Yes","1993","Part Time","Other degree","","","",""
"Yes","1993","Part Time","no degree/no degree yet","","","",""
"Yes","1993","Not Working","lower secondary degree","","","",""
"Yes","1993","Not Working","secondary school degree","","","",""
"Yes","1993","Not Working","college entrance qualification","","","",""
"Yes","1993","Not Working","Other degree","","","",""
"Yes","1993","Not Working","no degree/no degree yet","","","",""
"No","1993","Full Time","lower secondary degree","1367","1","1","1"
"No","1993","Full Time","secondary school degree","1039","1","1","1"
"No","1993","Full Time","college entrance qualification","404","1","1","1"
"No","1993","Full Time","Other degree","411","1","1","1"
"No","1993","Full Time","no degree/no degree yet","204","1","1","1"
"No","1993","Part Time","lower secondary degree","561","1","1","1"
"No","1993","Part Time","secondary school degree","332","1","1","1"
"No","1993","Part Time","college entrance qualification","214","1","1","1"
"No","1993","Part Time","Other degree","97","1","1","1"
"No","1993","Part Time","no degree/no degree yet","60","1","1","1"
"No","1993","Not Working","lower secondary degree","43","1","1","1"
"No","1993","Not Working","secondary school degree","58","1","1","1"
"No","1993","Not Working","college entrance qualification","20","","",""
"No","1993","Not Working","Other degree","10","","",""
"No","1993","Not Working","no degree/no degree yet","10","","",""
"Yes","1994","Full Time","lower secondary degree","","","",""
"Yes","1994","Full Time","secondary school degree","","","",""
"Yes","1994","Full Time","college entrance qualification","","","",""
"Yes","1994","Full Time","Other degree","","","",""
"Yes","1994","Full Time","no degree/no degree yet","","","",""
"Yes","1994","Part Time","lower secondary degree","","","",""
"Yes","1994","Part Time","secondary school degree","","","",""
"Yes","1994","Part Time","college entrance qualification","","","",""
"Yes","1994","Part Time","Other degree","","","",""
"Yes","1994","Part Time","no degree/no degree yet","","","",""
"Yes","1994","Not Working","lower secondary degree","","","",""
"Yes","1994","Not Working","secondary school degree","","","",""
"Yes","1994","Not Working","college entrance qualification","","","",""
"Yes","1994","Not Working","Other degree","","","",""
"Yes","1994","Not Working","no degree/no degree yet","","","",""
"No","1994","Full Time","lower secondary degree","1236","1","1","1"
"No","1994","Full Time","secondary school degree","979","1","1","1"
"No","1994","Full Time","college entrance qualification","408","1","1","1"
"No","1994","Full Time","Other degree","331","1","1","1"
"No","1994","Full Time","no degree/no degree yet","172","1","1","1"
"No","1994","Part Time","lower secondary degree","471","1","1","1"
"No","1994","Part Time","secondary school degree","343","1","1","1"
"No","1994","Part Time","college entrance qualification","222","1","1","1"
"No","1994","Part Time","Other degree","95","1","1","1"
"No","1994","Part Time","no degree/no degree yet","68","1","1","1"
"No","1994","Not Working","lower secondary degree","47","1","1","1"
"No","1994","Not Working","secondary school degree","30","1","1","1"
"No","1994","Not Working","college entrance qualification","33","1","1","1"
"No","1994","Not Working","Other degree","5","","",""
"No","1994","Not Working","no degree/no degree yet","7","","",""
"Yes","1995","Full Time","lower secondary degree","","","",""
"Yes","1995","Full Time","secondary school degree","","","",""
"Yes","1995","Full Time","college entrance qualification","","","",""
"Yes","1995","Full Time","Other degree","","","",""
"Yes","1995","Full Time","no degree/no degree yet","","","",""
"Yes","1995","Part Time","lower secondary degree","","","",""
"Yes","1995","Part Time","secondary school degree","","","",""
"Yes","1995","Part Time","college entrance qualification","","","",""
"Yes","1995","Part Time","Other degree","","","",""
"Yes","1995","Part Time","no degree/no degree yet","","","",""
"Yes","1995","Not Working","lower secondary degree","","","",""
"Yes","1995","Not Working","secondary school degree","","","",""
"Yes","1995","Not Working","college entrance qualification","","","",""
"Yes","1995","Not Working","Other degree","","","",""
"Yes","1995","Not Working","no degree/no degree yet","","","",""
"No","1995","Full Time","lower secondary degree","1083","1","1","1"
"No","1995","Full Time","secondary school degree","937","1","1","1"
"No","1995","Full Time","college entrance qualification","405","1","1","1"
"No","1995","Full Time","Other degree","367","1","1","1"
"No","1995","Full Time","no degree/no degree yet","136","1","1","1"
"No","1995","Part Time","lower secondary degree","535","1","1","1"
"No","1995","Part Time","secondary school degree","390","1","1","1"
"No","1995","Part Time","college entrance qualification","239","1","1","1"
"No","1995","Part Time","Other degree","151","1","1","1"
"No","1995","Part Time","no degree/no degree yet","61","1","1","1"
"No","1995","Not Working","lower secondary degree","54","1","1","1"
"No","1995","Not Working","secondary school degree","54","1","1","1"
"No","1995","Not Working","college entrance qualification","25","","",""
"No","1995","Not Working","Other degree","9","","",""
"No","1995","Not Working","no degree/no degree yet","7","","",""
"Yes","1996","Full Time","lower secondary degree","","","",""
"Yes","1996","Full Time","secondary school degree","","","",""
"Yes","1996","Full Time","college entrance qualification","","","",""
"Yes","1996","Full Time","Other degree","","","",""
"Yes","1996","Full Time","no degree/no degree yet","","","",""
"Yes","1996","Part Time","lower secondary degree","","","",""
"Yes","1996","Part Time","secondary school degree","","","",""
"Yes","1996","Part Time","college entrance qualification","","","",""
"Yes","1996","Part Time","Other degree","","","",""
"Yes","1996","Part Time","no degree/no degree yet","","","",""
"Yes","1996","Not Working","lower secondary degree","","","",""
"Yes","1996","Not Working","secondary school degree","","","",""
"Yes","1996","Not Working","college entrance qualification","","","",""
"Yes","1996","Not Working","Other degree","","","",""
"Yes","1996","Not Working","no degree/no degree yet","","","",""
"No","1996","Full Time","lower secondary degree","1025","1","1","1"
"No","1996","Full Time","secondary school degree","919","1","1","1"
"No","1996","Full Time","college entrance qualification","406","1","1","1"
"No","1996","Full Time","Other degree","298","1","1","1"
"No","1996","Full Time","no degree/no degree yet","104","1","1","1"
"No","1996","Part Time","lower secondary degree","554","1","1","1"
"No","1996","Part Time","secondary school degree","409","1","1","1"
"No","1996","Part Time","college entrance qualification","241","1","1","1"
"No","1996","Part Time","Other degree","162","1","1","1"
"No","1996","Part Time","no degree/no degree yet","82","1","1","1"
"No","1996","Not Working","lower secondary degree","43","1","1","1"
"No","1996","Not Working","secondary school degree","40","1","1","1"
"No","1996","Not Working","college entrance qualification","17","","",""
"No","1996","Not Working","Other degree","13","","",""
"No","1996","Not Working","no degree/no degree yet","3","","",""
"Yes","1997","Full Time","lower secondary degree","","","",""
"Yes","1997","Full Time","secondary school degree","","","",""
"Yes","1997","Full Time","college entrance qualification","","","",""
"Yes","1997","Full Time","Other degree","","","",""
"Yes","1997","Full Time","no degree/no degree yet","","","",""
"Yes","1997","Part Time","lower secondary degree","","","",""
"Yes","1997","Part Time","secondary school degree","","","",""
"Yes","1997","Part Time","college entrance qualification","","","",""
"Yes","1997","Part Time","Other degree","","","",""
"Yes","1997","Part Time","no degree/no degree yet","","","",""
"Yes","1997","Not Working","lower secondary degree","","","",""
"Yes","1997","Not Working","secondary school degree","","","",""
"Yes","1997","Not Working","college entrance qualification","","","",""
"Yes","1997","Not Working","Other degree","","","",""
"Yes","1997","Not Working","no degree/no degree yet","","","",""
"No","1997","Full Time","lower secondary degree","392","1","1","1"
"No","1997","Full Time","secondary school degree","364","1","1","1"
"No","1997","Full Time","college entrance qualification","144","1","1","1"
"No","1997","Full Time","Other degree","92","1","1","1"
"No","1997","Full Time","no degree/no degree yet","27","","",""
"No","1997","Part Time","lower secondary degree","114","1","1","1"
"No","1997","Part Time","secondary school degree","126","1","1","1"
"No","1997","Part Time","college entrance qualification","64","1","1","1"
"No","1997","Part Time","Other degree","22","","",""
"No","1997","Part Time","no degree/no degree yet","15","","",""
"No","1997","Not Working","lower secondary degree","6","","",""
"No","1997","Not Working","secondary school degree","9","","",""
"No","1997","Not Working","college entrance qualification","3","","",""
"No","1997","Not Working","Other degree","","","",""
"No","1997","Not Working","no degree/no degree yet","1","","",""
"Yes","1998","Full Time","lower secondary degree","","","",""
"Yes","1998","Full Time","secondary school degree","","","",""
"Yes","1998","Full Time","college entrance qualification","","","",""
"Yes","1998","Full Time","Other degree","","","",""
"Yes","1998","Full Time","no degree/no degree yet","","","",""
"Yes","1998","Part Time","lower secondary degree","","","",""
"Yes","1998","Part Time","secondary school degree","","","",""
"Yes","1998","Part Time","college entrance qualification","","","",""
"Yes","1998","Part Time","Other degree","","","",""
"Yes","1998","Part Time","no degree/no degree yet","","","",""
"Yes","1998","Not Working","lower secondary degree","","","",""
"Yes","1998","Not Working","secondary school degree","","","",""
"Yes","1998","Not Working","college entrance qualification","","","",""
"Yes","1998","Not Working","Other degree","","","",""
"Yes","1998","Not Working","no degree/no degree yet","","","",""
"No","1998","Full Time","lower secondary degree","363","1","1","1"
"No","1998","Full Time","secondary school degree","408","1","1","1"
"No","1998","Full Time","college entrance qualification","141","1","1","1"
"No","1998","Full Time","Other degree","66","1","1","1"
"No","1998","Full Time","no degree/no degree yet","27","","",""
"No","1998","Part Time","lower secondary degree","162","1","1","1"
"No","1998","Part Time","secondary school degree","135","1","1","1"
"No","1998","Part Time","college entrance qualification","81","1","1","1"
"No","1998","Part Time","Other degree","25","","",""
"No","1998","Part Time","no degree/no degree yet","6","","",""
"No","1998","Not Working","lower secondary degree","10","","",""
"No","1998","Not Working","secondary school degree","3","","",""
"No","1998","Not Working","college entrance qualification","7","","",""
"No","1998","Not Working","Other degree","1","","",""
"No","1998","Not Working","no degree/no degree yet","1","","",""
"Yes","1999","Full Time","lower secondary degree","","","",""
"Yes","1999","Full Time","secondary school degree","","","",""
"Yes","1999","Full Time","college entrance qualification","","","",""
"Yes","1999","Full Time","Other degree","","","",""
"Yes","1999","Full Time","no degree/no degree yet","","","",""
"Yes","1999","Part Time","lower secondary degree","","","",""
"Yes","1999","Part Time","secondary school degree","","","",""
"Yes","1999","Part Time","college entrance qualification","","","",""
"Yes","1999","Part Time","Other degree","","","",""
"Yes","1999","Part Time","no degree/no degree yet","","","",""
"Yes","1999","Not Working","lower secondary degree","","","",""
"Yes","1999","Not Working","secondary school degree","","","",""
"Yes","1999","Not Working","college entrance qualification","","","",""
"Yes","1999","Not Working","Other degree","","","",""
"Yes","1999","Not Working","no degree/no degree yet","","","",""
"No","1999","Full Time","lower secondary degree","351","1","1","1"
"No","1999","Full Time","secondary school degree","396","1","1","1"
"No","1999","Full Time","college entrance qualification","143","1","1","1"
"No","1999","Full Time","Other degree","61","1","1","1"
"No","1999","Full Time","no degree/no degree yet","21","","",""
"No","1999","Part Time","lower secondary degree","135","1","1","1"
"No","1999","Part Time","secondary school degree","154","1","1","1"
"No","1999","Part Time","college entrance qualification","70","1","1","1"
"No","1999","Part Time","Other degree","11","","",""
"No","1999","Part Time","no degree/no degree yet","11","","",""
"No","1999","Not Working","lower secondary degree","6","","",""
"No","1999","Not Working","secondary school degree","6","","",""
"No","1999","Not Working","college entrance qualification","4","","",""
"No","1999","Not Working","Other degree","","","",""
"No","1999","Not Working","no degree/no degree yet","","","",""
"Yes","2000","Full Time","lower secondary degree","","","",""
"Yes","2000","Full Time","secondary school degree","","","",""
"Yes","2000","Full Time","college entrance qualification","","","",""
"Yes","2000","Full Time","Other degree","","","",""
"Yes","2000","Full Time","no degree/no degree yet","","","",""
"Yes","2000","Part Time","lower secondary degree","","","",""
"Yes","2000","Part Time","secondary school degree","","","",""
"Yes","2000","Part Time","college entrance qualification","","","",""
"Yes","2000","Part Time","Other degree","","","",""
"Yes","2000","Part Time","no degree/no degree yet","","","",""
"Yes","2000","Not Working","lower secondary degree","","","",""
"Yes","2000","Not Working","secondary school degree","","","",""
"Yes","2000","Not Working","college entrance qualification","","","",""
"Yes","2000","Not Working","Other degree","","","",""
"Yes","2000","Not Working","no degree/no degree yet","","","",""
"No","2000","Full Time","lower secondary degree","628","1","1","1"
"No","2000","Full Time","secondary school degree","719","1","1","1"
"No","2000","Full Time","college entrance qualification","379","1","1","1"
"No","2000","Full Time","Other degree","98","1","1","1"
"No","2000","Full Time","no degree/no degree yet","15","","",""
"No","2000","Part Time","lower secondary degree","218","1","1","1"
"No","2000","Part Time","secondary school degree","245","1","1","1"
"No","2000","Part Time","college entrance qualification","129","1","1","1"
"No","2000","Part Time","Other degree","36","1","1","1"
"No","2000","Part Time","no degree/no degree yet","14","","",""
"No","2000","Not Working","lower secondary degree","15","","",""
"No","2000","Not Working","secondary school degree","19","","",""
"No","2000","Not Working","college entrance qualification","4","","",""
"No","2000","Not Working","Other degree","","","",""
"No","2000","Not Working","no degree/no degree yet","","","",""
"Yes","2001","Full Time","lower secondary degree","","","",""
"Yes","2001","Full Time","secondary school degree","","","",""
"Yes","2001","Full Time","college entrance qualification","","","",""
"Yes","2001","Full Time","Other degree","","","",""
"Yes","2001","Full Time","no degree/no degree yet","","","",""
"Yes","2001","Part Time","lower secondary degree","","","",""
"Yes","2001","Part Time","secondary school degree","","","",""
"Yes","2001","Part Time","college entrance qualification","","","",""
"Yes","2001","Part Time","Other degree","","","",""
"Yes","2001","Part Time","no degree/no degree yet","","","",""
"Yes","2001","Not Working","lower secondary degree","","","",""
"Yes","2001","Not Working","secondary school degree","","","",""
"Yes","2001","Not Working","college entrance qualification","","","",""
"Yes","2001","Not Working","Other degree","","","",""
"Yes","2001","Not Working","no degree/no degree yet","","","",""
"No","2001","Full Time","lower secondary degree","577","1","1","1"
"No","2001","Full Time","secondary school degree","644","1","1","1"
"No","2001","Full Time","college entrance qualification","341","1","1","1"
"No","2001","Full Time","Other degree","81","1","1","1"
"No","2001","Full Time","no degree/no degree yet","11","","",""
"No","2001","Part Time","lower secondary degree","226","1","1","1"
"No","2001","Part Time","secondary school degree","224","1","1","1"
"No","2001","Part Time","college entrance qualification","163","1","1","1"
"No","2001","Part Time","Other degree","44","1","1","1"
"No","2001","Part Time","no degree/no degree yet","9","","",""
"No","2001","Not Working","lower secondary degree","5","","",""
"No","2001","Not Working","secondary school degree","17","","",""
"No","2001","Not Working","college entrance qualification","6","","",""
"No","2001","Not Working","Other degree","1","","",""
"No","2001","Not Working","no degree/no degree yet","1","","",""
"Yes","2002","Full Time","lower secondary degree","1022","0.64538209226867","0.621519741252693","0.669244443284647"
"Yes","2002","Full Time","secondary school degree","1652","0.72427820978482","0.7059593586882","0.742597060881441"
"Yes","2002","Full Time","college entrance qualification","1641","0.811903997164028","0.794916807930111","0.828891186397946"
"Yes","2002","Full Time","Other degree","163","0.641151397199681","0.581573613442858","0.700729180956503"
"Yes","2002","Full Time","no degree/no degree yet","19","","",""
"Yes","2002","Part Time","lower secondary degree","232","0.55254251147336","0.504529580108977","0.600555442837744"
"Yes","2002","Part Time","secondary school degree","445","0.650397742607358","0.614766538528278","0.686028946686438"
"Yes","2002","Part Time","college entrance qualification","342","0.602316517118482","0.560371689892809","0.644261344344155"
"Yes","2002","Part Time","Other degree","28","","",""
"Yes","2002","Part Time","no degree/no degree yet","18","","",""
"Yes","2002","Not Working","lower secondary degree","8","","",""
"Yes","2002","Not Working","secondary school degree","6","","",""
"Yes","2002","Not Working","college entrance qualification","9","","",""
"Yes","2002","Not Working","Other degree","1","","",""
"Yes","2002","Not Working","no degree/no degree yet","","","",""
"No","2002","Full Time","lower secondary degree","522","0.35461790773133","0.330755556715353","0.378480258747307"
"No","2002","Full Time","secondary school degree","634","0.27572179021518","0.257402939118559","0.2940406413118"
"No","2002","Full Time","college entrance qualification","392","0.188096002835972","0.171108813602054","0.205083192069889"
"No","2002","Full Time","Other degree","86","0.35884860280032","0.299270819043497","0.418426386557142"
"No","2002","Full Time","no degree/no degree yet","10","","",""
"No","2002","Part Time","lower secondary degree","180","0.44745748852664","0.399444557162256","0.495470419891023"
"No","2002","Part Time","secondary school degree","243","0.349602257392642","0.313971053313562","0.385233461471722"
"No","2002","Part Time","college entrance qualification","181","0.397683482881518","0.355738655655845","0.439628310107191"
"No","2002","Part Time","Other degree","29","","",""
"No","2002","Part Time","no degree/no degree yet","16","","",""
"No","2002","Not Working","lower secondary degree","6","","",""
"No","2002","Not Working","secondary school degree","17","","",""
"No","2002","Not Working","college entrance qualification","7","","",""
"No","2002","Not Working","Other degree","","","",""
"No","2002","Not Working","no degree/no degree yet","1","","",""
"Yes","2003","Full Time","lower secondary degree","937","0.661756542073129","0.637192236948998","0.686320847197261"
"Yes","2003","Full Time","secondary school degree","1563","0.733801625489399","0.715188860270055","0.752414390708742"
"Yes","2003","Full Time","college entrance qualification","1550","0.801128124418007","0.783343476154332","0.818912772681682"
"Yes","2003","Full Time","Other degree","129","0.552766130698242","0.486764008562386","0.618768252834098"
"Yes","2003","Full Time","no degree/no degree yet","22","","",""
"Yes","2003","Part Time","lower secondary degree","248","0.565619686351611","0.517987693589575","0.613251679113648"
"Yes","2003","Part Time","secondary school degree","438","0.617440224271977","0.581385058947418","0.653495389596536"
"Yes","2003","Part Time","college entrance qualification","319","0.712370258249769","0.672290985154231","0.752449531345307"
